Snowball Map,Dedupe Key,brizo_id,Name,Street,Business Type,Amenities,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes,Technology Vendors
74543,25 Peel CeL6T 3,90c762040aa116ec,Shanghai 360,25 Peel Centre Dr,Restaurant,Loyalty and Reward Programs; Wheelchair Accessible; Gift Cards; Alcohol; Online Ordering; Fresh Ingredients; Delivery; Credit Cards; Curbside Pickup; QR Codes; Debit Cards; Dine-in; Takeout,Brampton,ON,L6T 3R5,Canada,,,,,,,,(905) 458-7288,,Chinese,$,,Google Analytics; Apple App Store; Squarespace; BigCommerce; Shopify; MailChimp; Opencart; Uber Eats
74544,2020 32 AvT2E 6,94c5f14a2542a9b5,Gagana Ramen,2020 32 Ave NE,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Online Ordering; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T2E 6T4,Canada,,,,,,,,(403) 274-0726,,American; Japanese,$$,Seafood; Chicken; Ramen,Google Analytics; Skip the Dishes; Fantuan
74545,5201 50 StT0G 1,922e751defce376c,Family Inn Restaurant,5201 50 St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Contactless Delivery; Credit Cards; Curbside Pickup; High Chairs; Catering; Debit Cards; Dine-in; Delivery; Takeout,High Prairie,AB,T0G 1R0,Canada,,,,,,,,(780) 523-5469,,Chinese,,Salads,
74546,815 MountaE1C 2,92e5d27db55b2974,Phoenix Restaurant,815 Mountain Rd,Restaurant; Quick Service,Fast Service; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Moncton,NB,E1C 2R7,Canada,,,,,,,,(506) 857-0438,,Chinese,$,,
74547,3084 272 SV4W 3,a2947e58c17391f8,Maruya Sushi,3084 272 St,Restaurant,Catering; Alcohol; Online Ordering; Debit Cards; TV; Delivery; Takeout,Langley,BC,V4W 3R7,Canada,,,,,,,,(604) 856-4818,,Japanese,$,Sushi,
74548,2432 EglinM1K 2,a11f66c9cf7d07eb,Good Luck Chinese Restaurant,2432 Eglinton Ave E,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; TV; Reservations; Bike Parking; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Toronto,ON,M1K 2P8,Canada,,,,,,,,(416) 285-1818,,Chinese,$,,
74549,626 FisgarV8W 1,a2b2dc51921d7af2,Bao,626 Fisgard St,Restaurant,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Parking; Alcohol; TV; Seating; Reservations; Bike Parking; Credit Cards; Debit Cards; Dine-in; Outdoor Seating; Takeout,Victoria,BC,V8W 1R6,Canada,,,,,,,,(250) 590-8688,management@baovictoria.com,Japanese; Chinese,$$,,Facebook Pixel; Squarespace
74550,84 First CL4G 0,a5dae3f71067209b,Eat Yet,84 First Commerce Dr,Restaurant,Delivery; Online Ordering; Takeout,Aurora,ON,L4G 0H5,Canada,,,,,,,,(416) 826-2385,,Chinese,$$,Chicken,Skip the Dishes; Uber Eats
74551,46675 YaleV2P 2,a4b6325d1f0d33d1,Little Mountain Sushi,46675 Yale Rd E,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Fresh Ingredients; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Chilliwack,BC,V2P 2R8,Canada,,,,,,,,(604) 392-5588,,Japanese,$$,Smoked Salmon; Seafood; Sushi,Skip the Dishes; Uber Eats
74552,83 HollandK1Y 0,a4815a2e89cd03cf,Yuzumi,83 Holland Ave,Restaurant,Restroom; Groups; Online Ordering; Seating; Reservations; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,Ottawa,ON,K1Y 0Y1,Canada,,,,,,,,(613) 422-8301,info@yuzumi.ca,Japanese,$,Seafood; Sushi; Sandwiches; Subs; Chicken,Skip the Dishes; Jotform; Uber Eats
74553,2 Tilley'sA5A 1,9a41e85d6a282ae4,Tai Hong Restaurant,2 Tilley's Rd,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Catering; Debit Cards; Dine-in; Buffet; Delivery; Takeout,Clarenville,NL,A5A 1Z2,Canada,,,,,senyuk.wong@gmail.com,,,(709) 466-2929,senyuk.wong@gmail.com,Chinese,$$,,Facebook Pixel; Google Maps
74554,8260 WestmV6X 3,9bd511edc62a4ccb,Chef Liu Kitchen,8260 Westminster Hwy,Restaurant,Restroom; Groups; Delivery; Wheelchair Accessible; Dine-in; TV; Outdoor Seating; Takeout,Richmond,BC,V6X 3Y2,Canada,,,,,,,,(778) 883-8128,,Taiwanese,$$,,Fantuan
74555,46130 YaleV2P 0,9c6ddb6b14705604,Bow & Stern Chilliwack,46130 Yale Rd W,Restaurant; Drinking Place,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Restroom; Parking; Online Ordering; TV; Digital Payments; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,Chilliwack,BC,V2P 0J6,Canada,,,,,,,,(604) 392-5989,hello@bowandstern.ca,Canadian; Japanese,$$$,Seafood; Sushi; Tapas,PayPal; WooCommerce; MailChimp; Google Maps; OpenTable; DoorDash
74556,1370 E GeoV5L 2,9c38a8302f6bbd04,Nori Bombs,1370 E Georgia St,Restaurant,Delivery; Online Ordering; Takeout,Vancouver,BC,V5L 2A8,Canada,,,,,,,,(778) 751-5861,,Japanese,,Smoked Salmon; Seafood; Sushi,Skip the Dishes; Uber Eats
74557,1439 LafonV0A 1,95018741f8737872,Kicking Horse Palace,1439 Lafontaine Rd,Hotel/Resort; Restaurant,Seating; Table Service; Alcohol; TV; Delivery; Takeout,Golden,BC,V0A 1H3,Canada,,,,,,,,(250) 344-7088,,Chinese,$$$,,
74558,948 McCurdV1X 2,9b5767042faa1e40,SAISAKI JAPANESE RESTAURANT,948 McCurdy Rd,Restaurant,Delivery; Alcohol; Online Ordering; Takeout,Kelowna,BC,V1X 2P7,Canada,,,,,,,,(778) 753-6801,,Japanese,,Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Skip the Dishes
74559,354 SpadinM5T 2,aafe756a597965b4,Gao's Braised Chicken Rice Gao Shi Ji Huang Men Ji,354 Spadina Ave,Hotel/Resort; Restaurant,Delivery; Online Ordering; Takeout,Toronto,ON,M5T 2G4,Canada,,,,,,,,(416) 770-6668,,Chinese,$,,Uber Eats
74560,17 MeadowbC0A 1,a80dd415ef7c9ca2,Royal Garden Chinese Restaurant,17 Meadowbank Rd,Restaurant,Seating; Table Service; Alcohol; Takeout,Cornwall,PE,C0A 1H0,Canada,,,,,,,,(902) 566-3288,,Chinese,$$,,
74561,111 RichmoM5H 2,b06d0abb6f5a8c2f,Iwami,111 Richmond St W,Restaurant,Delivery; Wi-Fi; Parking; Online Ordering; Takeout,Toronto,ON,M5H 2G4,Canada,,,,,,,,(647) 642-8414,,Japanese,,Smoked Salmon; Sushi,Wix Restaurants; Ritual
74562,15 NorthtoM2N 7,b0223dd4d4ac0ece,Jixiang Spicy Pot (YG),15 Northtown Way,Restaurant,Bike Parking; Delivery; Wi-Fi; Table Service; Online Ordering; TV; Takeout,Toronto,ON,M2N 7A2,Canada,,,,,,,,(647) 343-8599,,Chinese,$$,Hot Pot,Fantuan; Uber Eats
74563,5570 152 SV3S 5,af19f0872a81aa9a,Ato Sushi Bar + Kitchen,5570 152 St,Restaurant,Restroom; Wi-Fi; Wheelchair Accessible; Parking; Alcohol; Online Ordering; Seating; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Surrey,BC,V3S 5J9,Canada,,,,,20atosushisurrey@gmail.com,,,(778) 574-2258,atosushisurrey@gmail.com,Japanese,$$,Smoked Salmon; Seafood; Sushi; Bento Box,Oracle GloriaFood; WooCommerce; Google Maps; Uber Eats; GlobalFood; DoorDash
74564,3779 SexsmV6X 3,a78382bd8dca3f94,Kam Tou Seafood Restaurant,3779 Sexsmith Rd,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Parking; Eco-friendly Tableware; Alcohol; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Richmond,BC,V6X 3Z9,Canada,,,,,,,,(604) 285-1668,,Chinese,$$,Dim Sum; Seafood,Fantuan
74565,49 PrincesK7L 1,ab6913d3871c009b,Sushiya Zen,49 Princess St,Hotel/Resort; Restaurant,Restroom; Groups; Parking; Alcohol; Online Ordering; TV; Bike Parking; Delivery; Credit Cards; Debit Cards; Takeout,Kingston,ON,K7L 1A3,Canada,,,,,,,,(613) 530-2546,,Japanese,$$,Smoked Salmon; Seafood; Sushi,Skip the Dishes; Uber Eats
74566,16 Paris SL9R 1,abee50d46592e067,Yuki Sushi,16 Paris St,Restaurant,Restroom; Groups; Table Service; Parking; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,New Tecumseth,ON,L9R 1J2,Canada,,,,,yukisushialliston16@gmail.com,,,(705) 250-6254,yukisushialliston16@gmail.com,Japanese,$$,Sushi,
74567,1701 DouglV8W 0,aff457e3ba664a3e,Vicexpress Teriyaki & Roll,1701 Douglas St,Restaurant,Delivery; Wheelchair Accessible; Credit Cards; Online Ordering; Debit Cards; Dine-in; Takeout,Victoria,BC,V8W 0C1,Canada,,,,,,,,(778) 265-8374,,Japanese,$,Smoked Salmon; Sushi; Chicken; Noodles; French Fries,Skip the Dishes; Uber Eats
74568,4711 RutheV9T 5,b08cde3c0e7d8b28,Driftwood Restaurant,4711 Rutherford Rd,Restaurant,Groups; Wheelchair Accessible; Gift Cards; Alcohol; Seating; Reservations; Delivery; Credit Cards; Buffet; Restroom; Parking; Online Ordering; Fresh Ingredients; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,Nanaimo,BC,V9T 5S5,Canada,,,,,campbellriver@driftwoodrestaurants.com,,,(250) 585-5386,,Chinese,$$,Dim Sum; Soups; Seafood; Fried Rice; Chicken; Noodles,Skip the Dishes; Google Maps; DoorDash; Apple App Store
74569,432 ParliaM5A 3,b10084c070403c08,Bamboo Kitchen,432 Parliament St,Restaurant,Reservations; Wi-Fi; Credit Cards; Debit Cards; Dine-in; Takeout,Toronto,ON,M5A 3A2,Canada,,,,,,,,,,Chinese,,,
74570,253 KeeferV6A 1,b32580b391dc871b,Sing Chong Food Centre,253 Keefer St,Restaurant,Takeout,Vancouver,BC,V6A 1X6,Canada,,,,,,,,(604) 684-0253,,Chinese,$,,
74571,1995 BrentT8A 0,a848f81b078dbaf8,Yoshi Japanese Restaurant,1995 Brentwood Blvd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Catering; Debit Cards; Dine-in; Takeout,Strathcona County,AB,T8A 0C9,Canada,,,,,,,,(780) 467-2228,,Japanese,$$,Sashimi; Sushi; Bento Box,Google Analytics; MailChimp; Opencart; DoorDash; Chinese Menu Online; Squarespace
74572,8391 AlexaV6X 3,a9200b82ce02fb31,The Fish Man,8391 Alexandra Rd,Restaurant,Table Service; Alcohol; Fresh Ingredients; Digital Payments; Seating; Reservations; Credit Cards; Takeout,Richmond,BC,V6X 3W5,Canada,,,,,,,,(604) 284-5393,,Szechuan,$$,Seafood,Google Analytics; Google Maps; Squarespace
74573,404 24 StT0L 0,a7450a23627902e5,China City,404 24 St,Hotel/Resort; Restaurant; Drinking Place,Restroom; Groups; Wheelchair Accessible; Parking; Alcohol; Seating; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Fort Macleod,AB,T0L 0Z0,Canada,,,,,,,,(403) 553-4066,,Chinese,$$,,
74574,354 BroadvM4M 2,a8f411e58903b5c3,Oji Seichi,354 Broadview Ave,Restaurant,Restroom; Alcohol; Online Ordering; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Toronto,ON,M4M 2G9,Canada,,,,,hello@ojiseichi.com,,,(416) 519-4356,hello@ojiseichi.com,Japanese,$$,Salads; Sandwiches; Ramen,Wix Restaurants; Uber Eats; Tock
74575,421 DundasM5T 2,9818a9562f808570,Happy Lamb Hot Pot,421 Dundas St W,Hotel/Resort; Restaurant,Restroom; Groups; Wi-Fi; Table Service; Parking; Alcohol; Online Ordering; Reservations; Bike Parking; Delivery; Credit Cards; Debit Cards; Dine-in; Buffet; Takeout,Toronto,ON,M5T 2W4,Canada,,,,,,,,(416) 792-8885,,Mongolian; Chinese,$$,Hot Pot,Fantuan
74576,3226 Lake M8V 1,964c8532220dab01,Sushi Momo,3226 Lake Shore Blvd W,Restaurant,Restroom; Groups; Wi-Fi; Alcohol; Online Ordering; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Toronto,ON,M8V 1M1,Canada,,,,,,,,(416) 255-8788,,Japanese,$,Smoked Salmon; Seafood; Sashimi; Sushi; Noodles,Skip the Dishes; Uber Eats; DoorDash
74577,3RD AveV7E,96df549855e0b0fd,Hi Seafood Boil Shou Zhua Hai Xian Xi Lie,3RD Ave,Restaurant,Delivery; Online Ordering; Takeout,Richmond,BC,V7E,Canada,,,,,,,,(236) 838-4993,,Chinese,,Seafood,Uber Eats
74578,584 SackviB4C 2,990c1d70fc9fa971,Hong's Kitchen,584 Sackville Dr,Restaurant,Groups; Wheelchair Accessible; Gift Cards; Table Service; Parking; Alcohol; Online Ordering; TV; Seating; Reservations; Delivery; Debit Cards; Takeout,Halifax,NS,B4C 2S3,Canada,,,,,,,,(902) 864-2897,,Chinese,$$,Seafood; Chicken,Facebook Pixel; Skip the Dishes
74579,3550 Rue PE1X 1,acc20a85975c1149,Restaurant Chinois Great Wall,3550 Rue Principale,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Credit Cards; Catering; High Chairs; Debit Cards; Dine-in; Buffet; Takeout,Tracadie,NB,E1X 1C9,Canada,,,,,,,,(506) 395-6369,,Chinese,$$,,
74580,3301 50 AvT4N 3,a86c5704086e7f8b,Red Star Chinese Restaurant,3301 50 Ave,Restaurant,Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; QR Codes; Restroom; Parking; Online Ordering; TV; Drive-Thru; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Red Deer,AB,T4N 3Y2,Canada,,,,,,,,(403) 309-5566,info@redstarrestaurant.ca,Chinese,$$,Dim Sum; Seafood; Chicken; Noodles,Skip the Dishes; Google Maps; BC Restaurants; DoorDash; Uber Eats
74581,656 Davie V6B 2,adc0219f76df9bdb,Kinkura Sushi + Sake,656 Davie St,Hotel/Resort; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Curbside Pickup; Restroom; Online Ordering; Fresh Ingredients; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,Vancouver,BC,V6B 2G5,Canada,,,,,,,,(604) 566-7779,,Japanese,$,Smoked Salmon; Seafood; Sushi; Grill; French Fries,Wix Restaurants; Fantuan; Uber Eats; DoorDash
74582,757 Main ST0K 1,ae7e662167545699,Green Bamboo Peking House,757 Main St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Pincher Creek,AB,T0K 1W0,Canada,,,,,,,,(403) 627-5555,,Chinese,$$$,,
74583,1821 BroadS4P 1,aec8e9a6d1661841,Mai Phuong Restaurant,1821 Broad St,Restaurant,Groups; Wi-Fi; Table Service; Alcohol; Online Ordering; TV; Seating; Reservations; Delivery; Takeout,Regina,SK,S4P 1X7,Canada,,,,,,,,(306) 522-1617,,Vietnamese; Chinese,$,Seafood; Chicken; Noodles,Google Analytics; Skip the Dishes; Google Maps; Uber Eats
74584,32 Arthur N3B 2,b2b91dc53add6529,Tien Lee,32 Arthur St S,Restaurant,Groups; Table Service; Debit Cards; Takeout,Woolwich,ON,N3B 2M7,Canada,,,,,,,,(519) 669-2820,,Chinese,$,,
74585,6290 East V6M,b7fe9bcc8686ec8d,"Boil it, World MaLaTang",6290 East Blvd,Restaurant,Groups; Delivery; Online Ordering; Takeout,Vancouver,BC,V6M,Canada,,,,,,,,(604) 266-0458,,Chinese,$,Chicken,Uber Eats
74586,1644 HillsV8T 2,beb0610e14909e8d,Noodle Fans,1644 Hillside Ave,Restaurant,Restroom; Wheelchair Accessible; Online Ordering; Delivery; Credit Cards; Curbside Pickup; Debit Cards; Dine-in; Takeout,Victoria,BC,V8T 2C5,Canada,,,,,,,,(778) 265-5871,,Chinese,$$,Soups; Noodles,Skip the Dishes; Fantuan; DoorDash; Uber Eats
74587,4895 YongeM2N 5,bd13892b7374436a,Mr. Tonkatsu,4895 Yonge St,Restaurant,Groups; Table Service; Parking; Online Ordering; Reservations; Delivery; Debit Cards; Takeout,Toronto,ON,M2N 5N4,Canada,,,,,,,2018.0,(416) 223-1117,,Japanese; Thai,$$,Seafood; Chicken Wings; Chicken; Noodles,Skip the Dishes; Fantuan; Uber Eats; DoorDash
74588,1873 SpallV1Y 4,bd69cdf4e6ba0734,Bluetail,1873 Spall Rd,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; QR Codes; Restroom; Parking; Online Ordering; High Chairs; Debit Cards; Dine-in; Takeout,Kelowna,BC,V1Y 4R2,Canada,,,,,,,,(236) 420-2290,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Chicken; French Fries,Wix Restaurants; Skip the Dishes; Uber Eats
74589,1505 AdmirV9A 2,c23915ab2ec06298,Sushi Field,1505 Admirals Rd,Restaurant,Restroom; Wheelchair Accessible; Online Ordering; Seating; Delivery; Credit Cards; Dine-in; Takeout,View Royal,BC,V9A 2P8,Canada,,,,,,,,(250) 384-5566,,Japanese,$$,Smoked Salmon; Sushi; Noodles,Oracle GloriaFood; Skip the Dishes; Google Maps; DoorDash; GlobalFood; Uber Eats
74590,505 HWY-7L3T 7,c206945e4c3b23c1,Sushi Gin,505 HWY-7,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Online Ordering; Fresh Ingredients; Reservations; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Markham,ON,L3T 7T1,Canada,,,,,,,,(905) 747-0688,admin@sushigin.ca,Japanese,,Sushi,Wix Restaurants; Uber Eats; OpenTable
74591,1480 MajorL4S 0,c2661ec71cb038af,Golden Horse Restaurant,1480 Major MacKenzie Dr E,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,Richmond Hill,ON,L4S 0A1,Canada,,,,,chan-1230@hotmail.com,,,(905) 237-5685,chan-1230@hotmail.com,Cantonese; Chinese,$$,French Fries,Wix Restaurants; Uber Eats; Snappy
74592,16639 50 ST5Y 0,c35b57c3b10c04aa,Nagoya,16639 50 St NW,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,Edmonton,AB,T5Y 0S4,Canada,,,,,,,,(780) 758-8899,info@nagoyajpcuisine.com,Japanese; Chinese,$$,Smoked Salmon; Seafood; BBQ; Sushi; Chicken; Noodles,Skip the Dishes; Uber Eats; DoorDash
74593,8750 149 ST5R 1,c4e5a3416a873679,Ichiban,8750 149 St NW,Restaurant; Quick Service,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Restroom; Parking; TV; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,Edmonton,AB,T5R 1B6,Canada,,,,,,,,(780) 481-5252,,Japanese,$$,Sushi,
74594,4462 BeresV5H 0,c4720d73c507b720,Fondway Cafe,4462 Beresford St,Cafe; Bakery; Restaurant; Quick Service,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Bike Parking; Delivery; Credit Cards; Fast Service; Catering; Debit Cards; Dine-in; Takeout,Burnaby,BC,V5H 0B8,Canada,,,,,,,,(604) 428-7922,,Japanese,$$,Smoked Salmon; Salads; Sushi; Sandwiches; Poke; Subs; Chicken,Skip the Dishes; Fantuan; DoorDash; Uber Eats
74595,130 King SN6A 1,c3907a28f671ac5b,Tanakaya Japanese Restaurant,130 King St,Restaurant,Restroom; Wheelchair Accessible; Alcohol; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Debit Cards; Dine-in; Outdoor Seating; Takeout,London,ON,N6A 1C5,Canada,,,,,,,,(519) 850-8838,,Japanese,$$,Seafood; Sushi; Chicken; Noodles,Google Analytics; Skip the Dishes; Fantuan; DoorDash; Uber Eats
74596,25 Amy CroN9K 1,c8707a83bc4a5338,Poke Panda,25 Amy Croft Dr,Restaurant,Delivery; Online Ordering; Takeout,Lakeshore,ON,N9K 1C7,Canada,,,,,,,,(519) 979-8188,,Japanese,,Soups; Seafood; BBQ; Sushi; Chicken,Skip the Dishes
74597,129 OsbornR3L 1,c9306a8a79efeee9,Carlos & Murphy's,129 Osborne St,Restaurant; Quick Service,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Fast Service; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Winnipeg,MB,R3L 1Y4,Canada,Nick,Diacos,Owner,Owner,cmmex@yahoo.com,,1985.0,(204) 284-3510,cmmex@yahoo.com,Southwestern; Mexican; Creole; Cajun; Spanish,$$,Tacos; Chicken Wings; Chicken; Hamburgers; French Fries,Skip the Dishes; WooCommerce; Google Maps
74598,1680 RichmN6G 3,c6977bd7a7094b3e,Caribe Poke,1680 Richmond St,Restaurant,Delivery; Online Ordering; Takeout,London,ON,N6G 3Y9,Canada,,,,,,,,(519) 859-4137,,Japanese,,Sushi; Poke; Chicken,Skip the Dishes; Uber Eats
74599,45 EdenwolT3A 3,c3acc274b760a310,Edgemont City Asian Cuisine,45 Edenwold Dr NW,Restaurant,Seating; Reservations; Wheelchair Accessible; Table Service; Online Ordering; Takeout,Calgary,AB,T3A 3S8,Canada,,,,,,,,(403) 547-0239,,Chinese,$$$,,
74600,17202 95 AT5T 6,ca5cf77c9c62e2d6,Buffet Royale Carvery,17202 95 Ave NW,Restaurant; Quick Service,Groups; Loyalty and Reward Programs; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Buffet; Restroom; Parking; Online Ordering; TV; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Edmonton,AB,T5T 6N8,Canada,Nancy,W,Business Owner,Owner,,,,(780) 481-0255,brcarvery@live.ca,Ukrainian; Chinese,$$,Salads; French Fries,Facebook Pixel; Google Analytics; WooCommerce; MailChimp; Google Maps
74601,4151 HazelV6X 4,cae381e1010a16ae,Qianwei Kitchen,4151 Hazelbridge Way,Hotel/Resort; Restaurant,Wheelchair Accessible; Online Ordering; Reservations; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Richmond,BC,V6X 4J7,Canada,,,,,,,,(604) 447-8868,,Chinese,,,DoorDash
74602,1975 QueenM4L 1,cfcd313ce89e8490,La Sala,1975 Queen St E,Restaurant,Groups; Wi-Fi; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Online Ordering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Toronto,ON,M4L 1J1,Canada,,,,,,,,(416) 694-0004,,Japanese; Thai,$$,Pasta; Smoked Salmon; French Fries,Skip the Dishes; Google Maps; Uber Eats
74603,451 ChurchM4Y 2,da9c5b58f4af7bc1,Dim Sum House,451 Church St,Restaurant,Credit Cards; Online Ordering; Dine-in; Delivery; Takeout,Toronto,ON,M4Y 2C5,Canada,,,,,,,,,,Chinese,,Dim Sum,
74604,11 FairburL6G 0,daf9efce1aaa1a8c,A la Kitchen,11 Fairburn Dr,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; High Chairs; Catering; Debit Cards; Dine-in; Takeout,Markham,ON,L6G 0A4,Canada,,,,,,,,(905) 946-7990,,Chinese,$,Seafood,Google Analytics; Uber Eats; Snappy
74605,6210 QuinpB3L 1,de719f3a29c6ce2e,Truly Tasty,6210 Quinpool Rd,Restaurant,Groups; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Fresh Ingredients; TV; Debit Cards; Dine-in; Takeout,Halifax,NS,B3L 1A3,Canada,,,,,trulytastyhalifax@gmail.com,,,(902) 407-4047,trulytastyhalifax@gmail.com,Chinese,$,Soups; Ramen; Noodles; French Fries,Wix Restaurants; TouchBistro Dine; TouchBistro; Uber Eats; DoorDash
74606,329 North V3K 3,dd5938ad9cceac04,Sol Lee's Korean Restaurant,329 North Rd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Catering; Debit Cards; Dine-in; Takeout,Coquitlam,BC,V3K 3V8,Canada,,,,,,,,(604) 931-8460,,Chinese,$$,Soups; Seafood; Sushi; Noodles,Uber Eats; DoorDash
74607,490 ChryslL6S 0,deac76a52f97e125,Momolicious,490 Chrysler Dr,Restaurant,Restroom; Groups; Wheelchair Accessible; Parking; Online Ordering; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; Debit Cards; Dine-in; Takeout,Brampton,ON,L6S 0C1,Canada,,,,,,,,(905) 791-6685,momoliciouscanada@gmail.com,Chinese,,Soups; French Fries,Google Analytics; Skip the Dishes; Google Maps; TikMe; DoorDash; Uber Eats
74608,1479 RobsoV6G 1,de94cb58842b90d5,Menya Itto,1479 Robson St,Hotel/Resort; Restaurant,Restroom; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Seating; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Vancouver,BC,V6G 1C1,Canada,,,,,,,,(604) 568-6898,,Japanese,$$,Ramen,WooCommerce; Fantuan; Uber Eats; DoorDash
74609,79 WharnclN6J 2,de3f4a11e0d2b880,Tasty House,79 Wharncliffe Rd S,Restaurant,Restroom; Groups; Wi-Fi; Online Ordering; Seating; Delivery; Credit Cards; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Takeout,London,ON,N6J 2J8,Canada,,,,,,,,(226) 663-8818,,Chinese,,Chicken,Fantuan; DoorDash; Uber Eats
74610,55 CastlerT3J 3,dd6f5c4943c4f466,Emerald Palace Restaurant,55 Castleridge Blvd NE,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Online Ordering; TV; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T3J 3J8,Canada,,,,,,,,(403) 568-2832,,Chinese,$$,Seafood; BBQ; Chicken Wings; Chicken; Noodles,Google Analytics; Skip the Dishes; Google Maps; DoorDash
