Check Map,Check B#,Check M#,Snowball Map,Group,brizo_id,Mapping,Name,First Seen,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact LinkedIn,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Vitality Score,Reputation Score,Technology Vendors
-,-,-,45924,Group C,8c034689df731eaf,100 Brampt30458,Tokyo Japanese Restaurant,3/1/2020,100 Brampton Ave,Statesboro,GA,30458,United States,Qi,Chen,,(912)871-8888,1,,Japanese,$$,,,Culinary Agents; Uber Eats
-,-,-,45925,Group C,8c066b65cdc32ed7,2079 Mt Zi30260,Wok,3/1/2020,2079 Mt Zion Rd,Morrow,GA,30260,United States,,,,(770)471-3232,0,,Chinese,$,,,menuorg; DoorDash; Caviar
-,-,-,45926,Group C,8c0a668e5f2fd8fa,1355 S Mai2724,Asia One,3/1/2020,1355 S Main St,Fall River,MA,2724,United States,,,,(508)679-2000,0,,Japanese; Chinese,$$,,,Google Analytics; WooCommerce; Grubhub; MealKeyway; Postmates; Seamless; Menusifu; Google Maps; BeyondMenu; DoorDash; Uber Eats; Caviar
-,-,-,45927,Group C,8c0d0f549e77bdff,2571 Bosto1095,Mandarin Wilbraham,3/1/2020,2571 Boston Rd,Wilbraham,MA,1095,United States,Jimmy,Chen,,(413)596-5088,2,admin@mandarinwilbrahamrest.com,Chinese,$$,,,Google Analytics; OpenMenu; Google Maps
-,-,-,45928,Group C,8c237c3e4dcd0841,134 Boylst2116,Pick N' Roll,10/14/2022,134 Boylston St,Boston,MA,2116,United States,,,,(617)251-5829,0,,Japanese,$$,,,Toast Marketplace; Grubhub; Seamless; DoorDash
-,-,-,45929,Group C,8c3309e32c2fbed2,8 York St4043,Kennebunk Rice And Noodles,8/31/2021,8 York St,Kennebunk,ME,4043,United States,,,,(207)502-7947,0,,Chinese,$$,,,Google Analytics; WooCommerce; Google Maps; Menusifu; MealKeyway; DoorDash
-,-,-,45930,Group C,8c4b12e8dce3190e,401 Harvar2446,Soup Shack,3/1/2020,401 Harvard St,Brookline,MA,2446,United States,,,,(617)383-5038,0,soupshackbrookline@gmail.com,Japanese; Vietnamese; Thai,$$,,,Fantuan; Grubhub; Culinary Agents; Postmates; Square; Chownow; Seamless; Google Maps; Uber Eats; Caviar; DoorDash
-,-,-,45931,Group C,8c619e1d12f012d6,3059 Lawre30044,Mei Garden,3/1/2020,3059 Lawrenceville Hwy,Lawrenceville,GA,30044,United States,Lin,Thong,,(770)925-7333,1,info@meigarden-ga.com,Chinese,$,,,Google Analytics; Grubhub; Squarespace; Chinese Menu Online; Apple Pay; BeyondMenu; Google Maps; MailChimp; Opencart; Menufy; DoorDash
-,-,-,45932,Group C,8c71e10b40614d02,219 Quincy2169,Yunnan Vegetarian Cuisine,6/10/2020,219 Quincy Ave,Quincy,MA,2169,United States,,,,(781)600-9454,0,,Chinese,,,,
-,-,-,45933,Group C,8c731b54da7c9d86,498 Boston1821,Sichuan Gourmet,3/1/2020,498 Boston Rd,Billerica,MA,1821,United States,Shiu,Tang,,(978)670-7339,1,,Chinese,$$,,,Grubhub; Culinary Agents; Apple App Store; BeyondMenu; Google Maps; Seamless; Caviar; DoorDash
-,-,-,45934,Group C,8c85675628c8eeaf,1211 W Pin70503,Bon Temps Grill,3/1/2020,1211 W Pinhook Rd,Lafayette,LA,70503,United States,Angie,Obryan,,(337)706-8850,5,aobryan@bontempsgrill.com,American; Cajun,$$,,,Toast Online Ordering; Kargo; Apple App Store; Toast Marketplace; Apple Pay; Seamless; ezCater; MailChimp; Caviar; Facebook Pixel; Google Analytics; Grubhub; Toast Gift Cards; Culinary Agents; Squarespace; Postmates; Google Maps; Opencart; Uber Eats; DoorDash; Restaurant 365 Hire
-,-,-,45935,Group C,8c8baea01527cc9f,1930 N Was71220,Boiling Point,3/1/2020,1930 N Washington St,Bastrop,LA,71220,United States,,,,(318)239-2522,0,boilingpointbastrop@gmail.com,Creole; Cajun,$$,,,
-,-,-,45936,Group C,8c977138e5bad81e,416 LA-54671292,Cajun Diner,3/1/2020,416 LA-546,West Monroe,LA,71292,United States,,,,(318)570-5862,0,,Cajun,,,,
-,-,-,45937,Group C,8ca38abc20ac0994,2515 N Col31061,Hibachi Express,3/1/2020,2515 N Columbia St,Milledgeville,GA,31061,United States,,,,(478)453-3842,0,,Japanese,$,,,Culinary Agents
-,-,-,45938,Group C,8ca406fc589bc596,7726 Forsy63105,Wasabi,3/1/2020,7726 Forsyth Blvd,Clayton,MO,63105,United States,Steve,Gable,,(314)721-9970,6,,Japanese,$$,,,Facebook Pixel; Google Analytics; Cake POS; Toast Online Ordering; StaffedUp; Yelp Waitlist; Toast Loyalty; Yelp Reservation; Google Maps; Toast Email Marketing; DoorDash
-,-,-,45939,Group C,8caf7d0552c099f6,6000 N Ter30320,Umaizushi Bistro Bar,3/1/2020,6000 N Terminal Pkwy,Atlanta,GA,30320,United States,,,,(404)838-1000,0,,Japanese,$$,,,
-,-,-,45940,Group C,8cbfbb9e46590761,240 Lakevi1879,Lake East Restaurant,3/1/2020,240 Lakeview Ave,Tyngsborough,MA,1879,United States,Yona,Mak,,(978)649-2250,1,,Chinese,$$,,,WooCommerce; Restaurant; Google Maps
-,-,-,45941,Group C,8cc19eb0ac961e5e,2532 Filmo70122,Jav Levels Up,9/6/2022,2532 Filmore Ave,New Orleans,LA,70122,United States,,,,(225)900-1733,0,,Southern; Cajun,,,,Uber Eats
-,-,-,45942,Group C,8cc9b7671d9ae652,760 S Serv63080,China Buffet,3/1/2020,760 S Service Rd W,Sullivan,MO,63080,United States,Ying,Lian,,(573)860-5500,1,,Chinese,$$,,,
-,-,-,45943,Group C,8ce5f6748318c181,2031 Mt Zi30260,China King,3/1/2020,2031 Mt Zion Rd,Morrow,GA,30260,United States,John,Wang,,(770)603-9838,1,,Chinese,$,,,Google Analytics; EatStreet; BeyondMenu; Google Maps; DoorDash
-,-,-,45944,Group C,8d02a6b4554070cd,409 US-5063084,Yum Yum Pie,3/1/2020,409 US-50,Union,MO,63084,United States,,,,(636)388-2515,0,,Chinese,,,,
-,-,-,45945,Group C,8d0d836e6391487c,800 Forres30318,Wokganic,12/28/2020,800 Forrest St NW,Atlanta,GA,30318,United States,,,,(678)650-0879,0,,Chinese; Thai,$,,,Uber Eats
-,-,-,45946,Group C,8d144447fd14d600,1650 Beale63303,Wasabi Sushi Bar,3/1/2020,1650 Beale St,St Charles,MO,63303,United States,Hugo,Perez,,(636)410-8110,5,,Japanese,$$,,,Facebook Pixel; Google Analytics; Cake POS; Toast Online Ordering; StaffedUp; Yelp Waitlist; Toast Loyalty; Toast Marketplace; Yelp Reservation; Google Maps; Toast Email Marketing; DoorDash
-,-,-,45947,Group C,8d146d1725c07007,29 Western4106,Big Fin Poke,3/1/2020,29 Western Ave,South Portland,ME,4106,United States,,,,(207)536-0416,0,bigfinpoke@gmail.com,Japanese,$$,,,Toast Online Ordering; Grubhub; Wix Restaurants; Ecwid; Seamless; DoorDash; Uber Eats; Caviar
-,-,-,45948,Group C,8d28cbdf637f9cfc,3545 Canto30066,Shangrila Bistro,3/1/2020,3545 Canton Rd,Marietta,GA,30066,United States,,,,(678)388-7878,0,,Chinese,$,,,
-,-,-,45949,Group C,8d3909771528dec8,9734 Hayne70127,Le Roux's Chicken Shack,11/10/2023,9734 Hayne Blvd,New Orleans,LA,70127,United States,,,,(504)241-0400,0,,Creole; Cajun,$$,,,Grubhub; Uber Eats
-,-,-,45950,Group C,8d48874110d6f72f,11 Winter 2108,Wong's,3/1/2020,11 Winter Pl,Boston,MA,2108,United States,James,Wong,,(617)482-9069,1,,Chinese,$,,,Grubhub; Seamless; Postmates; DoorDash
-,-,-,45951,Group C,8d4fb533557ccb53,8116 Olive63130,Wonton King,3/1/2020,8116 Olive Blvd,University City,MO,63130,United States,William,Wong,,(314)995-6982,1,,Chinese,$$,,,Google Analytics; Fantuan; Grubhub; Postmates; Seamless; Google Maps; Caviar; Uber Eats; DoorDash
-,-,-,45952,Group C,8d56f384dd3baeb8,1 Maplewoo1930,Ocean Garden,3/1/2020,1 Maplewood Ave,Gloucester,MA,1930,United States,Bing,Gao,,(978)283-9668,1,,Chinese,$,,,Joyopos; Oracle GloriaFood; BeyondMenu; Google Maps; GlobalFood
-,-,-,45953,Group C,8d5e9f247e77bf46,870 Walnut2459,Dumpling House,3/1/2020,870 Walnut St,Newton Center,MA,2459,United States,,,,(617)969-2800,0,info@dumplinghousenewtonma.com,Chinese,$$,,,Google Analytics; Grubhub; MenuPages; Chinese Menu Online; Squarespace; Apple Pay; Seamless; Google Maps; ezCater; MailChimp; Opencart
-,-,-,45954,Group C,8d5ecfecb14b60e8,9809 Watso63126,Chow King,4/18/2023,9809 Watson Rd,St Louis,MO,63126,United States,,,,(618)726-9109,0,,Chinese,,,,Uber Eats
-,-,-,45955,Group C,8d72dc11ce1bb17f,8781 Blue 64138,New China,3/1/2020,8781 Blue Ridge Blvd,Kansas City,MO,64138,United States,Jinliang,Lin,,(816)767-8388,1,,Chinese,$$,,,Google Maps
-,-,-,45956,Group C,8d8da356d4ee6886,1155 Virgi30354,The Crab Spot,3/1/2020,1155 Virginia Ave,Hapeville,GA,30354,United States,,,,(404)767-0115,0,thecrabspotlive@gmail.com,Japanese,$$,,,MenuPages; Uber Eats
-,-,-,45957,Group C,8d9ea1438243b4da,1012 S Bre63117,Yen Ching,3/1/2020,1012 S Brentwood Blvd,St Louis,MO,63117,United States,Yuan,Wang,,(314)721-7507,1,,Chinese,$$,,,DeliveryLogic
-,-,-,45958,Group C,8da3b70a4425578f,1058 Pavil30656,Ichiban Grill Monroe,11/14/2023,1058 Pavillion Pkwy,Monroe,GA,30656,United States,Alex,Matchneer,https://www.linkedin.com/in/alex-matchneer-a8968433,(678)635-8886,1,machty@gmail.com,Japanese,$$,,,Wix Restaurants; Google Analytics; Stripe; Open Dining; Google Maps; Olo; Uber Eats
-,-,-,45959,Group C,8db9d6503dd55c84,179 Fort A1970,Genghis Asian Fusion,3/1/2020,179 Fort Ave,Salem,MA,1970,United States,,,,(978)594-8176,0,,Chinese,$,,,Uber Eats
-,-,-,45960,Group C,8dc5365ca852af0a,127 Boston1970,Kikis Chinese Food,3/1/2020,127 Boston St,Salem,MA,1970,United States,Wendy,C,,(978)744-3777,2,mindypan303@gmail.com,Chinese,$,,,Facebook Pixel; Google Analytics; OpenStreetMap; Google Maps; BeyondMenu
-,-,-,45961,Group C,8dd3986baefdacb0,515 St Phi70116,MRB,3/1/2020,515 St Philip St,New Orleans,LA,70116,United States,,Joel,,(504)524-2558,2,joel@mrbnola.com,Cajun,$,,,Wix Restaurants; Culinary Agents; Uber Eats
-,-,-,45962,Group C,8ddde849b3451800,7965 Tara 30236,amazing teriyaki,3/1/2023,7965 Tara Blvd,Jonesboro,GA,30236,United States,,,,(678)545-0200,0,,Japanese,$$,,,DoorDash; Postmates; Uber Eats; kwickmenu
-,-,-,45963,Group C,8de52ef90e576d34,901 Washin2703,Koi Chinese Cuisine,3/1/2020,901 Washington St,Attleboro,MA,2703,United States,,,,(508)761-9339,0,koichineserestaurant@gmail.com,Chinese,$$,,,Grubhub; inspectlet; Postmates; Oracle GloriaFood; Restaurant; Seamless; ezCater; Google Maps; Caviar; GlobalFood; Uber Eats; DoorDash
-,-,-,45964,Group C,8df101737268930a,340 LA-59471203,Mel's Cajun Fried Chicken and Catfish,3/1/2020,340 LA-594,Monroe,LA,71203,United States,,,,(318)343-6400,0,dardoin1@icloud.com,Cajun,$,,,
-,-,-,45965,Group C,8dff7eed9c44b0f5,636 Beacon2215,BAANGA,2/24/2022,636 Beacon St,Boston,MA,2215,United States,,,,(401)829-5299,0,,Korean; Japanese,$$,,,Toast Marketplace; Grubhub; Uber Eats; DoorDash
-,-,-,45966,Group C,8dffb61ee036946b,157 S Cher30025,Hong Kong Garden,3/1/2020,157 S Cherokee Rd,Social Circle,GA,30025,United States,Judy,Cxing,,(770)464-9886,1,info@hongkonggardenga.com,Chinese,$,,,Google Analytics; Apple Pay; MailChimp; Google Maps; Opencart; Squarespace; Chinese Menu Online
-,-,-,45967,Group C,8e235c97ba69c74b,Suwanee Dr30024,Sushi Nami,3/1/2020,Suwanee Dr,Suwanee,GA,30024,United States,,,,(470)323-4093,0,,Japanese,$$,,,DoorDash
-,-,-,45968,Group C,8e2d8ed4b4959dc6,4880 Lower30068,Sakura Japanese Restaurant,3/1/2020,4880 Lower Roswell Rd,Marietta,GA,30068,United States,Tee,Seng,,(770)565-6369,1,sakurajapanesesushibarga@gmail.com,Japanese,$$,,,Lightspeed POS; Google Maps; Culinary Agents
-,-,-,45969,Group C,8e4b321952280803,931 S Pete70130,Corporation Bar & Grill,3/1/2020,931 S Peters St,New Orleans,LA,70130,United States,Joey,R,,(504)527-6069,1,,Creole; Cajun,$,,,
-,-,-,45970,Group C,8e5529ae9e359cef,39 E May S30680,China Wok,3/1/2020,39 E May St,Winder,GA,30680,United States,Toni,Jaint,,(770)586-5254,1,info@chinawokwinderga.com,Chinese,$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; MailChimp; Google Maps; Opencart; Uber Eats
-,-,-,45971,Group C,8e559fd5c0b18718,14766 Manc63011,Bones French Quarter,3/1/2020,14766 Manchester Rd,Ballwin,MO,63011,United States,Gary,Steck,,(636)391-8293,2,,Creole; Cajun,$,,,Google Analytics; Toast Marketplace; Toast Gift Cards; Culinary Agents
-,-,-,45972,Group C,8e55e22b177751ec,40 Cumming1801,Maki Maki,3/1/2020,40 Cummings Park Dr,Woburn,MA,1801,United States,Jian,Jiang,,(781)305-3849,1,,Japanese,$$,,,Joyopos; Oracle GloriaFood; Google Maps; Culinary Agents; GlobalFood
-,-,-,45973,Group C,8e56fb9acf697cb4,15425 Manc63011,China First,3/1/2020,15425 Manchester Rd,Ballwin,MO,63011,United States,Ricky,Dong,,(636)527-1815,1,info@chinafirstballwinmo.com,Chinese,$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; EHungry; MailChimp; Google Maps; Opencart; DoorDash
-,-,-,45974,Group C,8e60f31bb0d89ab2,1181 McPhe30316,Burger Win,3/1/2020,1181 McPherson Ave SE,Atlanta,GA,30316,United States,Fannie,Chen,,(404)525-2255,1,,Chinese,$,,,Google Maps; DoorDash; Caviar; Postmates; Uber Eats; kwickmenu
-,-,-,45975,Group C,8e7bab724208bcec,709 N Tuck63101,Chinese Express,3/1/2020,709 N Tucker Blvd,St Louis,MO,63101,United States,Ngo,Nam,,(314)436-0823,1,,Chinese,,,,
-,-,-,45976,Group C,8e83e33a4bc196ce,730 E Aldr65613,Flat Creek,4/7/2023,730 E Aldrich Rd,Bolivar,MO,65613,United States,,,,(417)326-1190,0,,American; Creole; Cajun,$$,,,DoorDash
-,-,-,45977,Group C,8e8d0fe0d5a3ca89,28977 Walk70785,City Wings,11/13/2021,28977 Walker South Rd,Walker,LA,70785,United States,,,,(225)380-5136,0,citywings70785@gmail.com,Southern; Cajun,$$,,,Toast Online Ordering; Grubhub; Postmates; Wix Restaurants; Toast Marketplace; Seamless; ezCater; ASAP; DoorDash; Uber Eats
-,-,-,45978,Group C,8e98091f2a43653b,204 Harvar2134,Yi Die Chuan Cai Guan,2/18/2024,204 Harvard Ave,Boston,MA,2134,United States,,,,(781)298-1466,0,,Chinese,,,,Uber Eats
-,-,-,45979,Group C,8ecb33a0b322cd1e,1039 Grant30315,Hotto Hotto Ramen Teppanyaki,3/21/2020,1039 Grant St SE,Atlanta,GA,30315,United States,,,,(404)963-2937,0,,Japanese,$,,,DoorDash
-,-,-,45980,Group C,8ecca030f5106fd9,4375 Lexin30605,Golden Sun Chinese Restaurant,3/1/2020,4375 Lexington Rd,Athens,GA,30605,United States,Jackie,Sun,,(706)549-3388,1,,Chinese,$$,,,Facebook Pixel; Google Analytics; Apple Pay; Google Maps; Culinary Agents; Menufy
-,-,-,45981,Group C,8ed46b3eef0a9de9,803 W Oak 70422,Yamato,3/1/2020,803 W Oak St,Amite,LA,70422,United States,,,,(985)748-7877,0,info@yamatoamitela.com,Japanese,$$,,,Google Analytics; Culinary Agents; Squarespace; Chinese Menu Online; Apple Pay; BeyondMenu; Google Maps; MailChimp; Opencart
-,-,-,45982,Group C,8eefb0349b366c47,654 Main S2301,8 & 8 Chinese Restaurant,3/1/2020,654 Main St,Brockton,MA,2301,United States,Yuk,Chan,,(508)588-9085,1,,Chinese,$,,,Google Maps
-,-,-,45983,Group C,8efed9d89a754613,4949 W Pin63108,Kampai Sushi Bar,3/1/2020,4949 W Pine Blvd,St Louis,MO,63108,United States,,,,(314)367-2020,0,,Japanese,$$,,,Grubhub; Seamless; Uber Eats; Postmates; DoorDash
-,-,-,45984,Group C,8f11135e9662ca6c,290 Somerv2143,Ebi Sushi,3/1/2020,290 Somerville Ave,Somerville,MA,2143,United States,Christopher,Sawchuk,,(617)764-5556,2,ebisushibar@gmail.com,Japanese,$$,,,Google Analytics; Toast Online Ordering; OpenStreetMap; Grubhub; Culinary Agents; Toast Gift Cards; Spothopper Catering; Postmates; Spothopper Job Listing; Spothopper Text Messages; Spothopper Menus; Toast Marketplace; Seamless; Google Maps; Uber Eats
-,-,-,45985,Group C,8f124b9d248a4c28,238 Highla2494,Mandarin Cuisine,3/1/2020,238 Highland Ave,Needham Heights,MA,2494,United States,Leslie,Woo,,(781)455-8801,1,mandarincuisineneedham@gmail.com,Chinese,$$,,,WooCommerce; Grubhub; Culinary Agents; Oracle GloriaFood; Seamless; BeyondMenu; Google Maps; DoorDash; Caviar
-,-,-,45986,Group C,8f21f42a68d3d752,209 W Stat70802,Louie's Cafe,3/1/2020,209 W State St,Baton Rouge,LA,70802,United States,James,Wetherford,,(225)346-8221,1,info@louiescafe.com,American; Creole; Cajun,$,,,Google Analytics; Toast Online Ordering; Google Maps
-,-,-,45987,Group C,8f221bb10cc1d86c,2820 Louis71201,Ninja Grill Hibachi Express,9/24/2022,2820 Louisville Ave,Monroe,LA,71201,United States,,,,(318)329-4999,0,,Japanese,$$,,,Joyopos; Oracle GloriaFood; Google Maps; DoorDash; GlobalFood; Uber Eats
-,-,-,45988,Group C,8f2ea93a45cf7d80,4711 Ashfo30338,Red Koi Sushi,8/28/2023,4711 Ashford Dunwoody Rd,Atlanta,GA,30338,United States,,,,(678)833-2729,0,,Japanese,,,,Uber Eats
-,-,-,45989,Group C,8f393f08349b87c2,411 Bourbo70130,Mambo's,3/1/2020,411 Bourbon St,New Orleans,LA,70130,United States,,,,(504)407-3717,0,contactus@mambosnola.com,Creole; Cajun,$$,,,Google Analytics; Paylocity; Tripleseat; Grubhub; Culinary Agents; Postmates; SinglePlatform; Chownow; Yiftee; Seamless; Google Maps; ezCater; Caviar; Uber Eats; DoorDash
-,-,-,45990,Group C,8f3a002d378f175d,6544 Manch63139,China Wok Express,3/1/2020,6544 Manchester Ave,St Louis,MO,63139,United States,Mindy,Yang,,(314)781-8188,1,,Cantonese; Chinese,$,,,Google Analytics; EatStreet; MenuPages; Grubhub; Google Maps; DoorDash
-,-,-,45991,Group C,8f3af476fdbf9d00,4534 Washi30809,TOKI Japanese Steakhouse,3/1/2020,4534 Washington Rd,Evans,GA,30809,United States,,,,(706)868-2122,0,tokievans.ga@gmail.com,Japanese,$$,,,Google Analytics; Google Maps; Culinary Agents
-,-,-,45992,Group C,8f44df257fb356c9,1 Maryland63108,Asian Grill,3/1/2020,1 Maryland Plz,St Louis,MO,63108,United States,,,,(314)367-2626,0,,Chinese,,,,
-,-,-,45993,Group C,8f4fcbbf030c118f,755 Bedfor2324,Chatta Box,3/1/2020,755 Bedford St,Bridgewater,MA,2324,United States,David,Rit,,(508)697-8898,2,baynjp@gmail.com,Malaysian; Japanese; Thai,$$,,,Culinary Agents; DoorDash
-,-,-,45994,Group C,8f506a9b04283365,57 Broad S30303,Souper Market,3/1/2020,57 Broad St NW,Atlanta,GA,30303,United States,,,,(404)589-9008,0,,Japanese,$$,,,Grubhub; DoorDash
-,-,-,45995,Group C,8f5b5d05ef3c9a7a,645 Cambri2141,Silk Road Uyghur Cuisine,3/1/2020,645 Cambridge St,Cambridge,MA,2141,United States,Aishanjiang,K,,(617)945-1909,1,uspronto@gmail.com,Chinese,$,,,Fantuan; Delivery.com; Chowbus; Seamless; ezCater; Menufy; Caviar; Facebook Pixel; Google Analytics; MenuPages; Grubhub; Postmates; Google Maps; BeyondMenu; Uber Eats; DoorDash
-,-,-,45996,Group C,8f5c5cffd4169e56,202 S Bela30907,Kyoto Japanese Cuisine,3/1/2020,202 S Belair Rd,Augusta,GA,30907,United States,Helen,Chang,,(706)447-5000,2,,Japanese,$$,,,Grubhub; Culinary Agents; Postmates; Seamless; ASAP; Caviar; DoorDash; Uber Eats
-,-,-,45997,Group C,8f7d69961bb55cc5,1500 Gener70501,Cafe 20.3,3/1/2020,1500 General Mouton Ave,Lafayette,LA,70501,United States,,,,(337)408-8542,0,relax@20point3.com,Cajun,$,,,PayPal; Grubhub; Google Maps; ASAP; Squarespace
-,-,-,45998,Group C,8f9279dcaa3a504b,1120 S Wal30701,Peng's Pavilion,3/1/2020,1120 S Wall St,Calhoun,GA,30701,United States,,,,(706)629-1453,0,,Chinese,$$,,,
-,-,-,45999,Group C,8fa5148997bd7dab,4719 Lower30068,Veggie Bamboo,10/14/2023,4719 Lower Roswell Rd,Marietta,GA,30068,United States,,,,(470)863-4466,0,,Chinese,$$,,,Uber Eats; DoorDash
-,-,-,46000,Group C,8fdc7f0abca96044,1007 S Sla31701,Red Wok,3/1/2020,1007 S Slappey Blvd,Albany,GA,31701,United States,Zhang,Qin,,(229)438-9733,1,,Chinese,$$,,,
-,-,-,46001,Group C,8fe46d7eeed386a5,117 June S1602,Lucky Gourmet,3/1/2020,117 June St,Worcester,MA,1602,United States,Rui Zhu,Liu,,(508)791-8888,1,,Chinese,$,,,Google Maps; BeyondMenu; Apple App Store
-,-,-,46002,Group C,8fe592f586c5074d,50 Leomins1564,Sterling Deli & Convenience,3/1/2020,50 Leominster Rd,Sterling,MA,1564,United States,,,,(978)422-0421,0,,Chinese,$,,,WooCommerce; Google Maps
-,-,-,46003,Group C,8ff1a44185bc3373,903 W Busi63841,Samurai X Hibachi & Sushi,3/1/2023,903 W Business US Highway 60,Dexter,MO,63841,United States,,,,(573)614-7052,0,,Japanese,,,,
-,-,-,46004,Group C,8ff20c09e9f543ca,3743 Elm S63301,China King,3/1/2020,3743 Elm St,St Charles,MO,63301,United States,John,Sun,,(636)723-8888,1,,Chinese,$,,,Grubhub; Seamless; Google Maps; BeyondMenu; Caviar; DoorDash
-,-,-,46005,Group C,8ffd260be84fdcc5,3636 Page 63113,Cajun City,12/28/2020,3636 Page Blvd,St Louis,MO,63113,United States,,,,(314)354-8354,0,,Caribbean; Cajun,$$,,,DoorDash; Uber Eats
-,-,-,46006,Group C,9003d33a47530e0d,410 S Colu31326,China Delight,3/1/2020,410 S Columbia Ave,Rincon,GA,31326,United States,Yun Fei,Wang,,(912)826-0178,1,info@chinadelightrinconga.com,Chinese,$,,,Google Analytics; Delivery.com; Postmates; Chinese Menu Online; Squarespace; Apple Pay; BeyondMenu; Google Maps; MailChimp; Opencart; Menufy; Uber Eats; DoorDash
-,-,-,46007,Group C,903431bd87a8edc5,183 Califo2458,Chung-Shin Yuan,3/1/2020,183 California St,Newton,MA,2458,United States,Man Lin,Mao,,(617)964-0111,1,,Taiwanese,$,,,Google Maps; Squarespace
-,-,-,46008,Group C,903956d8681bf787,918 S Belt64507,Tomo Japanese Restaurant,10/4/2021,918 S Belt Hwy,St Joseph,MO,64507,United States,,,,(816)232-3001,0,,Japanese,$$,,,Facebook Pixel; Google Analytics; Apple Pay; Google Maps; Menufy
-,-,-,46009,Group C,906b4f867c5e9544,2670 E Col30030,Creole Soul,8/29/2023,2670 E College Ave,Decatur,GA,30030,United States,,,,(404)287-3934,0,,American; Cajun,$$,,,Uber Eats
-,-,-,46010,Group C,9084223d85baa15c,4006 Carte71373,Gold Bowl Restaurant,3/1/2020,4006 Carter St,Vidalia,LA,71373,United States,,,,(318)336-8811,0,,Chinese,$,,,
-,-,-,46011,Group C,90857390de72b7df,2079 S Hai30035,Lucky Panda,3/1/2020,2079 S Hairston Rd,Decatur,GA,30035,United States,,,,(678)418-1005,0,,Chinese,$,,,Grubhub; Seamless; Google Maps; DoorDash
-,-,-,46012,Group C,909959ebc989c6c9,2670 E Col30030,Ursula!,3/2/2023,2670 E College Ave,Decatur,GA,30030,United States,,,,(770)310-3954,0,,Hawaiian; Japanese,$$,,,Uber Eats; DoorDash
-,-,-,46013,Group C,909b29e3b62e0174,4935 South63110,China Dish,3/1/2020,4935 Southwest Ave,St Louis,MO,63110,United States,Lee,Ngo,,(314)776-2511,1,,Chinese,$,,,
-,-,-,46014,Group C,90cd8c0a144170ec,2772 Cumbe30080,The Shanghai Shenanigans,4/17/2023,2772 Cumberland Blvd SE,Smyrna,GA,30080,United States,,,,(914)217-1965,0,,Chinese; Nepalese,,,,Uber Eats
-,-,-,46015,Group C,90cf6a2f9e203be9,810 Ralph 30310,Hong Kong City,3/1/2020,810 Ralph David Abernathy Blvd SW,Atlanta,GA,30310,United States,Jim,Then,,(404)756-6300,1,,Chinese,$,,,Grubhub; Seamless; Google Maps; Uber Eats; Postmates; Caviar; DoorDash
-,-,-,46016,Group C,90e0b0a93b1c05fe,2887 N Dec30033,China Buffet,3/1/2020,2887 N Decatur Rd,Decatur,GA,30033,United States,Ming Qun,Chen,,(404)299-1303,1,,Chinese,$,,,Grubhub; Seamless; Google Maps; BeyondMenu; Uber Eats; Postmates; DoorDash
-,-,-,46017,Group C,90f81b8ebdeeb1af,3425 Casca30331,New Star,3/1/2020,3425 Cascade Rd SW,Atlanta,GA,30331,United States,,,,(404)699-6199,0,,Chinese,$,,,
-,-,-,46018,Group C,910c417c74083255,110 Elm St1527,Foodworks,3/1/2020,110 Elm St,Millbury,MA,1527,United States,Ewing,Quan,,(508)865-1707,1,,Chinese,$$,,,Google Analytics; Grubhub; MailChimp; Google Maps; Culinary Agents; DoorDash; Uber Eats
-,-,-,46019,Group C,91176337f228573c,2100 Pleas30096,Kisa Restaurant,3/31/2020,2100 Pleasant Hill Rd,Duluth,GA,30096,United States,,,,(470)473-4958,0,,Chinese,,,,
-,-,-,46020,Group C,912e8b2aa66d4f13,402 W High70737,Bergeron's Boudin & Cajun Meats,3/1/2020,402 W Highway 30,Gonzales,LA,70737,United States,Paul,Lailhengue,,(225)289-5400,1,,Cajun,$$,,,Grubhub; Seamless; Revel Systems; Google Maps; Squarespace
-,-,-,46021,Group C,913e985c3b232d45,4724 S Car70119,Juan's Flying Burrito,3/1/2020,4724 S Carrollton Ave,New Orleans,LA,70119,United States,Ruth Ann,Apruzzese-Welke,,(504)486-9950,3,jay@juansflyingburrito.com,Mexican; Creole; Cajun,$,,,Paylocity; Google Analytics; Toast Online Ordering; OpenStreetMap; Culinary Agents; Toast Gift Cards; Spothopper Catering; Chownow; Spothopper Text Messages; Toast Marketplace; Spothopper Menus; Spothopper Reservations; Shopify; Google Maps
-,-,-,46022,Group C,9149bcfd0e1e65d3,446 Main S1566,Empire Village,3/1/2020,446 Main St,Sturbridge,MA,1566,United States,Jerry,Ying,,(508)347-6588,1,,Chinese,$$,,,Grubhub; MenuFreeZone; Seamless; Caviar; DoorDash
-,-,-,46023,Group C,915ac2f18c793182,1 Southvil1772,New Rose Garden,3/1/2020,1 Southville Rd,Southborough,MA,1772,United States,Kuloliang,Lin,,(508)786-5665,2,greilly@newrosegardenma.com,Chinese,$$,,,Google Analytics; Squarespace; Chinese Menu Online; Apple Pay; BeyondMenu; Google Maps; MailChimp; Opencart
