Restaurant ID,Account Name,Account: Business Phone,Mobile - Primary,Billing Street,Billing Zip/Postal Code,Billing State/Province (text only)
R83695,*KING'S WOK CHINESE RESTAURANT* R83695,(718) 259-7160,(917) 957-8987,1732 86 St.,11214,NY
R83696,CHINA KING R83696,(917) 860-8197,(314) 629-7178,450D Cumberland Way,63080,MO
R83697,*^JADE DRAGON^* R83697,(770) 279-8099,,2920 Old Norcross Road,30096,GA
R83698,CHINA EXPRESS R83698,(336) 650-0068,(917) 915-1096,3055 Waughtown St,27107,NC
R83699,GOLDEN GATE R83699,(717) 799-4260,(312) 927-3507,2100 Spring Valley Rd.,17601,PA
R83701,NO 1 CHINESE FOOD R83701,(917) 327-9990,(586) 328-8958,20272 W. 8 Mile Rd,48075,MI
R83702,*^ATAMI SUSHI^* R83702,(570) 585-1250,,100 Old Lackawanna Trl,18411,PA
R83703,*^HOP SING^* R83703,(201) 343-6080,(917) 238-6172,214 Essex Street,7601,NJ
R83705,HUNAN WOK R83705,(914) 727-7622,(267) 774-3889,7860 Oxford Ave,19111,PA
R83706,CHINA WOK R83706,(804) 729-2458,(929) 319-7789,7087 Mechanicsville Tpke,23111,VA
R83707,^HUNTS POINT^ R83707,(646) 250-7960,(347) 295-5655,901 Southern Blvd,10459,NY
R83708,CHINA MOON R83708,(570) 341-9277,(570) 344-3203,1031 S Washington Ave,18505,PA
R83709,CHINA MOON R83709,(610) 838-3328,(917) 370-9994,1842 Leithsville Road,18055,PA
R83711,CHINA STAR R83711,(608) 788-3088,(952) 388-7567,4202 Mormon Coulee Rd,54601,WI
R83712,CHANG'S WOK R83712,(913) 390-8668,(913) 548-2380,812 N Ridgeview Rd,66061,KS
R83713,CHINA KING R83713,(561) 791-8858,(347) 556-8888,9940 Belvedere Rd,33411,FL
R83715,*CHIN WONG* R83715,(732) 367-2288,(646) 250-8917,2275 W. County Line Rd (Rt. 526) & Bennetts Mills Rd,8527,NJ
R83717,CHINA KING R83717,(727) 772-1881,(813) 992-4366,3163 Curlew Rd,34677,FL
R83718,^SUSHI EXPRESS^ R83718,(631) 243-7888,(347) 579-7758,1165 Deer Park Avenue,11703,NY
R83719,K & A CANTON R83719,(213) 322-9537,(626) 228-7625,9840 National Blvd West,90034,CA
R83721,*GREAT WALL* R83721,(718) 376-5310,,1419 Gravesend Neck Rd,11229,NY
R83722,^WON TON^ R83722,(912) 271-6826,(678) 862-2586,313 W. Hendry St.,31313,GA
R83723,CHINA INN R83723,(408) 288-5339,(408) 221-3966,1401 The Alameda,95126,CA
R83726,CHINA KING R83726,(404) 907-5136,(917) 663-6055,6896 Parker Rd,63033,MO
R83727,CHINA WOK R83727,(813) 999-4010,(727) 417-6673,8490 W Hillsborough Ave,33615,FL
R83728,KING'S WOK R83728,(518) 869-1300,(917) 355-9259,2080 Western Ave,12084,NY
R83729,^SAKURA JAPANESE STEAK HOUSE^ R83729,(917) 378-7098,(646) 348-0867,330 N Koeller St,54902,WI
R83731,GUM HOI R83731,(845) 354-3700,(757) 342-2230,120 W. Ramapo Rd,10923,NY
R83732,MEI JIA R83732,(385) 375-0064,(917) 279-1667,920 Morgan's Corner Road,31322,GA
R83733,EAST MEETS WEST R83733,(347) 527-6181,(646) 717-7969,65-07 Woodhaven Blvd,11374,NY
R83735,CHINA 1 R83735,(347) 615-6905,(347) 615-6909,11680 Pebble Hills Blvd,79936,TX
R83736,^SUMO JAPANESE SUSHI^ R83736,(901) 907-0723,(901) 848-8883,7948 Winchester Rd,38125,TN
R83737,^CHINESE COUNTRY^ R83737,(917) 833-5311,(646) 204-0818,416 Sicklerville Rd,8081,NJ
R83738,GOLDEN TASTE R83738,(732) 625-1188,,20 Jackson St,7728,NJ
R83751,^NEW CHINA^ R83751,(470) 539-9258,(917) 293-7773,4276 Washington Rd,30809,GA
R83752,RED STAR R83752,(850) 248-5599,,"1219 Ohio Ave,",32444,FL
R83753,*CHINESE FIRST WOK* R83753,(860) 445-1183,,646 Long Hill Road,6340,CT
R83755,*RAINBOW CHINA* R83755,(773) 329-1653,(917) 943-6082,8017 State Line Rd.,64114,MO
R83756,*^PANDA CAFE^* R83756,(301) 686-1167,(917) 602-0899,5119-B Indian Head Highway,20745,MD
R83757,HOP SHING KITCHEN R83757,(732) 618-4181,(646) 812-3776,"444 Ocean Blvd., North",7740,NJ
R83758,*GOLDEN POT* R83758,(214) 705-0388,(469) 971-4219,3245 Main St.,75035,TX
R83759,CHINA KING R83759,(518) 393-8899,(917) 637-0923,414 Balltown Rd.,12304,NY
R83761,ASIAN WOK R83761,(330) 280-1544,(216) 334-0848,3786 Burbank Rd,44691,OH
R83762,*^KAM HAI^* R83762,(718) 436-9748,(718) 715-9889,624 Caton Ave,11218,NY
R83763,CHINA KITCHEN R83763,(919) 935-1833,(919) 525-8236,2121 T.W. Alexander Drive,27560,NC
R83765,PEKING WOK R83765,(910) 742-2259,(917) 595-8266,5617 Carolina Beach Rd.,28412,NC
R83767,*^AGGIE'S HOT SUBS^* R83767,(252) 801-6872,(252) 529-5796,5089 Hathaway St,27809,NC
R83768,^CHINA GATE^ R83768,(919) 606-7321,(336) 524-9119,3127 B Garden Road,27215,NC
R83769,HUNAN R83769,(929) 330-4232,(231) 313-7848,1425 W South Airport Rd.,49686,MI
R83772,^CHINA COOK^ R83772,(929) 598-5224,(646) 943-1771,1812 Hylan Blvd.,10305,NY
R83773,HONG KONG R83773,(434) 425-9832,(646) 378-8369,1026 Bill Tuck Hwy,24592,VA
R83775,CHINA STAR R83775,(838) 261-9272,(813) 484-1119,1400 Altamont Ave,12303,NY
R83776,CHINA STAR R83776,(407) 717-1664,(407) 590-7729,409 N. Clarke Rd,34761,FL
R83777,NO.1 NEW CHINA R83777,(252) 578-2884,(646) 355-9791,2 Dunlop Village Circle,23834,VA
R83778,ASIAN STAR OAKLAND R83778,(901) 424-8161,(631) 545-2306,200 Chickasaw Ridge Dr,38060,TN
R83779,^WILD ORCHID^ R83779,(860) 863-5800,,56 Center St,6489,CT
R83781,^FIERY CRAB HARVEY^ R83781,(504) 729-7820,(504) 670-0018,2645 Manhattan Blvd,70058,LA
R83782,^FIERY CRAB LAKE CHARLES^ R83782,(409) 673-6930,(337) 508-2003,339 W Prien Lake Rd,70601,LA
R83785,*XING WANG* R83785,(347) 728-9249,(646) 250-5406,62 West Burnside Ave,10453,NY
R83786,PANDA GARDEN R83786,(304) 820-8409,(917) 680-8082,1189 S George St,25414,WV
R83787,CHINA STAR R83787,(252) 598-0433,(917) 655-3522,1411 E Andrews Ave,27536,NC
R83788,^WIN WIN EXPRESS^ R83788,(929) 288-9928,(603) 903-4941,112 Main St.,3470,NH
R83789,^NEW CHINATOWN^ R83789,(856) 768-8540,(856) 361-3683,229 S White Horse Pike,8009,NJ
R83791,CHINA GARDEN R83791,(407) 413-5662,(609) 271-2887,2550 W Colonial Dr,32804,FL
R83792,*LEE'S GARDEN* R83792,(210) 692-9800,(210) 842-6789,7271 Wurzbach Rd,78240,TX
R83793,CHINA GARDEN R83793,(910) 434-9853,(646) 912-2191,856 South Board St.,8611,NJ
R83795,GRAND HUNAN R83795,(703) 628-9838,(703) 628-9983,5845 Washington Blvd,22205,VA
R83797,WAH MEI R83797,(908) 907-0980,(347) 379-5757,359 Highway 36,7758,NJ
R83798,*JOY LUCK* R83798,(561) 642-8280,(561) 506-7760,1684 S Congress Ave,33461,FL
R83799,^CHINA GARDEN^ R83799,-,(803) 414-1127,111 Sparkleberry Crossing,29229,SC
R83801,NEW LONG CHENG R83801,(917) 612-8580,(680) 207-0464,1005 S. Salina St.,13202,NY
R83802,*^HIBACHIANA^* R83802,(601) 431-6896,(225) 278-1294,12240 Coursey Blvd,70816,LA
R83803,^SPICE 8^ R83803,(303) 250-3500,(720) 401-1001,4510 S Reservoir Rd,80015,CO
R83806,*^SAPPORO HIBACHI EXPRESS^* R83806,(513) 848-1088,(347) 845-3291,5271 Kings Mills Rd,45040,OH
R83807,CHINA HOUSE R83807,(216) 777-9018,(440) 465-0869,420 W Bagley Rd,44017,OH
R83808,JADE LEE R83808,(201) 704-2662,(646) 704-8107,191 Main Street,7660,NJ
R83809,^CANTONESE KITCHEN^ R83809,(631) 928-7460,(917) 873-3319,One Glenmere Lane,11727,NY
R83811,CHINA TOWN R83811,(917) 257-3697,(586) 337-7307,11481 26 Mile Rd,48094,MI
R83813,*YUM AVON PARK* R83813,(863) 452-0228,(270) 703-9289,1048 US Hwy 27 S,33825,FL
R83815,^FIRE WOK^ R83815,-,(321) 945-0358,1330 Blanding Blvd,32065,FL
R83816,CHINA WOK R83816,(715) 838-7268,(330) 284-8733,2605 Golf Rd,54701,WI
R83817,GO GO CHINA EXPRESS R83817,(845) 375-7095,(646) 318-5790,102 Old South Plank Rd,12550,NY
R83819,*^YUMMY FUSION^* R83819,(732) 213-4674,(609) 681-7500,440 US130,8520,NJ
R83821,SHANGRI-LA R83821,(408) 390-5987,(408) 888-7843,784 Blossom Hill Road,95032,CA
R83823,CHINA HOUSE R83823,(570) 735-3839,(917) 385-1578,75 N Market St,18634,PA
R83825,*HONG KONG NO. 1* R83825,(919) 363-2828,,2720 NC Highway 55,27519,NC
R88101,**GREAT WALL** R88101,(585) 483-8995,(716) 982-2686,515 Main Street,14103,NY
R88107,NO. 1 WOK R88107,(929) 412-3168,(646) 684-9755,260 E Cypress Ave,10454,NY
R88108,NO. 1 R88108,(646) 691-0481,(718) 933-8811,64 W. Kingsbridge Rd,10468,NY
R88112,FU LIN R88112,(732) 585-9890,(732) 347-9850,79 Smith Street,8861,NJ
R88116,HONG KONG KITCHEN R88116,(917) 603-7308,(646) 821-0391,214 E. 198 STREET,10458,NY
R88118,^YAMA SUSHI II^ R88118,(201) 470-1692,(917) 923-5093,2 Mercer Street,7644,NJ
R88119,CHINA TOWN R88119,-,(646) 434-9863,1614 Barnum Ave,6610,CT
R88123,FOOD BO GARDEN R88123,(646) 520-5633,(646) 249-3361,934-C East 163rd Street,10459,NY
R88127,LYCHEE R88127,-,(347) 677-2196,129 Town Centre Dr,15904,PA
R88131,HAPPY GARDEN R88131,(718) 519-1000,(917) 703-9091,2414 Williamsbridge Road,10469,NY
R88132,BLESSINGS II GO R88132,(203) 785-4216,(203) 503-1303,898 State Street,6511,CT
R88135,*No.1 KITCHEN* R88135,(347) 607-9586,(646) 341-7239,301 E 204 Street,10467,NY
R88138,HAPPY GARDEN R88138,(646) 463-3506,(718) 902-9659,706 Morris Park Ave.,10462,NY
R88139,WANG EASTERN R88139,(718) 290-4863,(929) 990-8887,780 E 163 Street,10456,NY
R88153,TEN TAN R88153,(718) 473-7428,(917) 566-6295,3507 Dekalb Ave,10467,NY
R88155,CHINA STAR R88155,(347) 863-1161,(917) 637-0160,1784 Jerome Ave,10453,NY
R88157,JADE GOURMET R88157,(201) 313-1290,(917) 636-8198,237 Palisade Ave,7010,NJ
R88158,CHINA KING R88158,(267) 361-2868,(484) 686-2354,2501 70th Street(Inside Elmwood Plaza),19142,PA
R88161,CHINA WOK R88161,(646) 715-8931,(917) 669-8287,3839 E Tremont Ave,10465,NY
R88162,HONG KONG KITCHEN R88162,(929) 616-0723,(917) 853-8088,2831 GRAND CONCOURSE,10468,NY
R88163,NO. 1 CHINA R88163,(302) 522-4188,(302) 252-7377,1531 Maryland Ave,19805,DE
R88166,GOLDEN WAY R88166,(718) 845-8899,(718) 738-8899,13309 Cross Bay Blvd,11417,NY
R88173,NEW CHINA R88173,(757) 515-8938,(646) 247-2541,3700 S Memorial Dr #Suite A1,27834,NC
R88175,DRAGON GARDEN R88175,(516) 984-2373,(917) 251-1193,8618 Rockaway Beach Blvd,11693,NY
R88179,*KINGS CHEF* R88179,(929) 884-9974,(631) 877-3169,1095 Prospect Ave #1,10459,NY
R88181,MAIN STAR R88181,(908) 418-2904,(908) 338-2325,429 Park Ave,7076,NJ
R88182,YUMMY YUMMY R88182,(917) 607-5551,(917) 868-3886,1034 Clinton Ave,7111,NJ
R88186,*NEW DRAGON* R88186,(646) 436-6596,(212) 810-1866,2413 2nd Ave,10035,NY
R88191,DRAGON TOWN R88191,(646) 203-8419,(929) 998-9888,2030 3rd Ave,10029,NY
R88192,NO.1 EXPRESS R88192,-,(216) 972-5539,3977 Warrensville Center Rd,44122,OH
R88193,LINDA R88193,(929) 946-4702,(718) 908-9885,1072 Dekalb Ave,11221,NY
R88201,HAPPY WOK R88201,(201) 955-8960,(646) 233-8861,497 Martin Luther King Dr,7304,NJ
R88202,CHANG JIANG R88202,(608) 240-9988,(608) 335-9712,4929 Commercial Ave,53704,WI
R88205,EASTERN R88205,(347) 610-8448,(347) 471-9201,1233 Grant Ave,10456,NY
R88206,CHINA WOK R88206,-,(917) 213-9316,2113 Harwood Rd,76021,TX
R88208,ISLAND GARDEN R88208,(646) 286-4951,(706) 380-0840,823 Castleton Ave,10310,NY
R88209,FIRST WOK R88209,(440) 523-0386,(917) 213-8326,21051 Euclid Ave,44117,OH
R88213,MAIN GARDEN R88213,(973) 798-6250,(973) 727-8298,897 Main Ave,7055,NJ
R88216,BALLY'S R88216,(610) 333-0749,(917) 887-1735,2116 N. Market St,19802,DE
R88218,JOY GARDEN R88218,(929) 593-7884,(413) 221-4675,687 Morris Park Ave,10462,NY
R88221,HAPPY WOK R88221,(347) 258-0866,(646) 944-0353,133 E 157 ST,10451,NY
R88225,SING LEE R88225,(973) 345-4452,,369 21 Ave,7501,NJ
R88226,*CHINA INN* R88226,(917) 660-9668,(757) 648-9319,3841 E Little Creek Rd,23518,VA
R88231,YUMMY YUMMY R88231,(267) 788-4367,(646) 812-7177,1878 Delmar Dr,19032,PA
R88235,RED CENTRAL R88235,(215) 626-4009,(914) 374-6591,1220 E Erie Ave,19124,PA
R88236,STIR FRY R88236,(757) 800-9926,(757) 335-8290,3923 Kecoughton Rd,23669,VA
R88238,FIRST CHINA R88238,(704) 989-9076,(704) 254-8950,6640 Old Monroe Rd,28079,NC
R88251,SMILES R88251,-,(330) 908-0986,500 W Aurora Rd,44067,OH
R88252,LUCKY FOONG R88252,(845) 659-5793,(845) 671-1928,77 S Central Ave,10977,NY
R88253,HING WAH R88253,(917) 412-2627,(917) 375-5556,913 Dixwell Ave,6514,CT
R88256,JING HUI R88256,(917) 664-9526,(646) 338-1347,255 W 148 ST,10039,NY
R88257,^ASIAN FORTUNE^ R88257,(718) 600-1425,(347) 759-8551,103-35 Queens Blvd,11375,NY
R88267,WONG'S GARDEN R88267,(917) 582-0588,(646) 233-7906,1203 Jericho Tpke,11040,NY
R88269,PEKING R88269,-,(646) 286-1836,3215-F N Oak St Ext,31605,GA
R88271,TENG DRAGON R88271,(718) 787-7394,(929) 329-9654,2260 1 Ave,10035,NY
R88272,EMPIRE III R88272,(347) 816-8430,(347) 622-9308,1902 Adam Clayton Powell Jr Blvd,10026,NY
R88275,CHINA HOUSE R88275,(216) 403-7893,(330) 507-1688,7419 Memphis Ave,44144,OH
R88276,CHINA WANG R88276,(929) 309-8670,(718) 543-3000,109 W 225 ST,10463,NY
R88279,CHINA TOWN R88279,(843) 365-0235,(843) 246-5440,2608 Main St. Suite#G,29526,SC
R88282,TWIN LIN'S GARDEN R88282,(631) 829-6372,(646) 915-5229,854 4th Ave,11232,NY
R88283,HUNAN ONE R88283,(216) 512-3834,(216) 816-6623,7901 Euclid Ave,44103,OH
R88289,WOK 88 R88289,(973) 375-6888,,749 Springfield Ave,7111,NJ
R88291,^PANDA^ R88291,(601) 582-5999,(332) 254-7308,1900 Hardy St. Suite E,39401,MS
R88293,^HOLA HALAL^ R88293,(862) 899-9918,(929) 855-3391,407 Main St,7501,NJ
R88299,CHINA KING R88299,(848) 466-1532,(917) 817-7667,430 State St,8861,NJ
R88302,RED HOUSE R88302,(937) 856-4466,(646) 240-3239,3221 N Main St,45405,OH
R88311,DRAGON PHOENIX R88311,(973) 409-6836,(917) 862-8328,179 Main St,7050,NJ
R88312,NO.1 R88312,(302) 875-0112,(917) 626-1708,132 East Market St,19956,DE
R88313,NEW CHINA R88313,(901) 581-8022,(646) 577-6003,4628 Winchester Rd,38118,TN
R88321,CHINA 1 R88321,(813) 405-9641,(813) 992-6329,167 E Bloomingdale Ave,33511,FL
R88323,*MANDARIN KITCHEN* R88323,(574) 606-4290,(574) 584-4037,2501 S Nappanee St. Suite B,46517,IN
R88326,*KEW GARDEN* R88326,(862) 262-1769,(646) 835-9006,347 Market St,7501,NJ
R88327,CHINA KING R88327,(347) 575-3058,(917) 915-7868,1377 Ogden Ave Store E,10452,NY
R88328,DOUBLE DRAGON R88328,(929) 899-3961,(917) 678-5399,182 E 166 ST,10456,NY
R88329,CHINA GARDEN R88329,(917) 775-4240,(862) 596-0455,404 Washington St,7050,NJ
R88333,CHINA TOWN R88333,-,(628) 682-2413,4276 Orchard Lake Rd,48323,MI
R88337,HAPPY GARDEN R88337,(646) 479-3083,(646) 479-2604,237 Park Ave NJ 07017,7017,NJ
R88338,GREAT WALL R88338,(937) 844-6651,(917) 826-8803,6023 Groveport Rd,43125,OH
R88339,*STEAK & HOAGIES* R88339,(646) 750-5263,(718) 909-5708,1657 Madison Ave.,10029,NY
R88351,^MING GARDEN^ R88351,(912) 436-2499,(813) 503-1893,2510 Montgomery St,31401,GA
R88353,ASIAN DELIGHT R88353,-,(917) 868-3999,5391 Warrensville Center Rd,44137,OH
R88355,NO.1 CHINA R88355,(910) 367-4197,(267) 586-6913,1701 Providence Ave,19013,PA
R88358,FIRST WOK R88358,(646) 721-8402,(646) 591-4100,2608 Paterson Plank Rd,7047,NJ
R88362,CHINA TOWN R88362,(610) 497-2888,(205) 427-4789,3219 Chichester Ave,19061,PA
R88366,CHINA WOK R88366,(917) 392-6030,(917) 330-9080,2922 North Market St,19802,DE
R88368,NEW CHEF R88368,(443) 622-4867,(410) 665-7387,6604 Belair Rd,21206,MD
R88375,CHINESE FAST WOK R88375,(212) 645-6888,,230 7th Ave,10011,NY
R88377,^CHINA EXPRESS^ R88377,(754) 268-8734,(305) 764-6082,1056 W Sample Rd,33064,FL
R88379,*CHEN'S WOK* R88379,(901) 825-7830,(818) 965-9999,910 S Crowley Rd,76036,TX
R88385,GOLDEN CITY R88385,(757) 389-0273,(646) 284-0395,1091 Norfolk Ave,23451,VA
R88386,WIN WAH R88386,(973) 881-0354,(973) 874-6668,401 Madison Ave,7524,NJ
R88388,LYCHEE R88388,(484) 867-9334,(570) 912-3792,224 E Chestnut Ave,16601,PA
R88391,BEST CHINA HOUSE R88391,(646) 932-8259,(917) 215-5216,9 W. 183rd St.,10453,NY
R88393,PANDA R88393,(917) 860-3989,(646) 272-8925,3218 Third Ave,10451,NY
R88395,^LUCKY DRAGON^ R88395,-,(917) 969-8489,430 Eureka Rd,48192,MI
R88398,RAINBOW HOUSE R88398,(929) 319-8858,(862) 290-7746,465 Union Ave,7522,NJ
R88399,RED DRAGON R88399,(919) 703-8620,(919) 782-1102,2513 Fairview Rd,27608,NC
R88502,EASTERN TASTE R88502,(347) 379-5884,(516) 439-3103,714 West St,7036,NJ
R88505,GREAT WALL R88505,(201) 753-0995,(718) 915-8826,254 Main Street,7601,NJ
R88507,*DRAGON EXPRESS* R88507,(843) 851-3092,(718) 730-5882,1525C Old Trolley Road,29485,SC
R88508,CHINA HOUSE NO.2 R88508,(215) 459-6797,(267) 242-3624,7030 Grovers Ave,19142,PA
R88509,CHINA WOK II R88509,(215) 596-5996,,5404 Spruce Street,13139,PA
R88512,CHEN'S GARDEN R88512,(917) 270-8484,(347) 866-8825,110-46 Flatlands Ave,11207,NY
R88513,LITTLE CHINA R88513,(910) 882-0832,(917) 562-3362,3837 Ramsey St #128,28311,NC
R88517,CHINA ONE R88517,(832) 469-5691,(832) 812-7612,1301 FM 2218 Rd #100,77469,TX
R88518,GOLDEN FLOWER KITCHEN R88518,(516) 870-2673,(646) 620-3320,90 Broadway,11520,NY
R88523,SUN FAR R88523,(862) 213-2319,(646) 861-9550,574 Newark Pompton Turnpike,7444,NJ
R88527,CHINA TOWN R88527,(860) 946-7170,(347) 591-9886,460 Main Street,6790,CT
R88528,GOLDEN CHINA R88528,-,(917) 325-9202,"7036 W. Palmetto Park Rd., Suite 56",33433,FL
R88529,AA RESTAURANT R88529,(914) 943-0764,(917) 818-5006,214 E Burnside Ave,10457,NY
R88531,NO.1 R88531,(518) 562-0996,(917) 680-5515,334 Cornelia St,12901,NY
R88533,CHINA 1 R88533,(203) 819-8180,(646) 919-5383,201 E Main St,6702,CT
R88535,CHEN'S GARDEN R88535,(954) 522-9393,(917) 940-8839,1122 W Broward Blvd,33312,FL
R88537,MAY MAY KITCHEN R88537,(929) 677-9133,(201) 333-8868,294 Martin Luther King Drive,7305,NJ
R88538,LUCKY WAY KITCHEN R88538,(914) 964-4754,(646) 520-6713,152 Lockwood Ave,10701,NY
R88551,NEW TASTY TOO R88551,(917) 923-5488,(917) 923-5584,14 Green St,7102,NJ
R88559,^CHINA KITCHEN^ R88559,(802) 353-5676,(802) 353-7800,178 West St,5701,VT
R88562,NEW CHINA R88562,(256) 919-9711,(240) 330-2865,8580 Madison Blvd. Suite C,35758,AL
R88567,CHINA DRAGON R88567,(860) 267-9188,(312) 647-8281,"42 East High Street,(Rout 66)",6424,CT
R88569,CHINA HOUSE R88569,(540) 849-7529,(434) 466-8755,240 N Central Ave. Suite 5,24401,VA
R88571,CANTON VILLAGE R88571,(786) 566-0263,(917) 680-6106,3405 East 4th Ave,33013,FL
R88577,TUNG TIN R88577,(973) 413-3769,(917) 547-1738,315B Irvington Ave,7079,NJ
R88579,GOLDEN CHINA R88579,(757) 480-8000,,1865 E Little Creek Rd,23518,VA
R88589,KING DRAGON R88589,(917) 870-1536,(347) 849-6053,120 E MT. Eden Ave,10452,NY
R88595,NO 1 CHINESE R88595,(615) 847-0088,,1435 Robinson Rd,37138,TN
R88596,PANDA HOUSE R88596,Anonymous,(917) 913-9377,1774 Burnet Ave,7083,NJ
R88603,LITTLE CHINA CAFE R88603,(202) 687-7728,(609) 907-8885,"4830 MacArthur Blvd., N.W.",20007,DC
R88605,CHINA GARDEN R88605,-,(440) 983-0841,14867 Detroit Ave,44107,OH
R88607,NEW ASIAN CUISINE R88607,(929) 403-8566,(347) 463-6030,44-20 48 Avenue,11377,NY
R88608,NO 1 CHINESE RESTAURANT R88608,(347) 223-0628,(646) 220-5645,1839 Westchester Ave,10472,NY
R88612,NEW MANDARIN HOUSE R88612,(718) 652-2770,,4129 Laconia Ave,10466,NY
R88613,YUMMY YUMMY R88613,(203) 434-2154,(347) 556-1927,2061 Boston Ave,6610,CT
R88617,LONG GARDEN R88617,(912) 232-9166,(912) 232-9166,3810 Montgomery St,31405,GA
R88618,LIANG'S GARDEN R88618,(347) 831-1602,(646) 752-8552,320 Cypress Ave,10454,NY
R88623,KIN'S WOK R88623,(757) 570-4438,(917) 306-7553,4908-B West Mercury Blvd,23666,VA
R88627,HONG KONG R88627,(475) 300-9298,(917) 655-5338,598 Cove Rd,6902,CT
R88629,CHINA MOON R88629,(610) 269-8881,(267) 331-0989,1247 Horseshoe Pike,19335,PA
R88631,TASTE OF CHINA R88631,(347) 307-0399,(504) 920-9897,3094 Gause Blvd East,70461,LA
R88632,NEW HONG KONG R88632,(786) 531-9523,(917) 288-9295,3116 W 76th Street,33018,FL
R88633,GREAT WALL R88633,(203) 901-0194,(917) 767-5984,508 Old Toll Road,6443,CT
R88635,CHINA WOK R88635,(917) 293-1009,(646) 892-8888,423 Cleveland St,44035,OH
R88636,^SAKURA STEAK HOUSE^ R88636,(910) 436-9888,(256) 658-5088,2630 NC Hwy 24/87,28326,NC
R88638,*GOLDEN KITCHEN* R88638,(309) 404-5373,(646) 932-3651,3311 N Sterling Ave,61604,IL
R88652,HAO WEI R88652,(518) 892-0864,(518) 807-7834,148 4Th Street,12180,NY
R88653,*ASIAN DELICIOUS* R88653,,,1 Main Street,13045,NY
R88656,NEW FORTUNE R88656,(609) 240-6054,(646) 263-1299,243 S. Main St,8835,NJ
R88657,WOK NO.1 R88657,(347) 798-6856,(203) 850-9110,376 Lombard St,6513,CT
R88658,KUKI R88658,(410) 863-1231,(410) 863-5925,"7502 Connellery Dr.,",21076,MD
R88661,CHINA KITCHEN R88661,(269) 601-6120,(616) 368-8325,"777 South Washington Ave.,",49423,MI
R88662,HOT WOK R88662,(570) 614-4577,(646) 704-9709,827 Pittston Ave,18505,PA
R88667,MICHELLE WOK N ROLL R88667,(912) 222-8276,(912) 399-8175,2802 Altama Ave,31520,GA
R88668,GREEN TEA R88668,(321) 722-9288,,1831 Palm Bay Road NE,32905,FL
R88671,NEW HOP POH R88671,(973) 609-0098,(917) 832-3329,49 Central Ave,7050,NJ
R88672,NEW AROMA R88672,(201) 702-0989,(646) 322-6583,465 W. 125Th Street,10027,NY
R88677,CHOPSTICK HOUSE R88677,(513) 574-3999,,6470 Glenway Ave,45211,OH
R88679,*A & C KITCHEN* R88679,(212) 677-8112,(917) 468-8656,136 Avenue C,10009,NY
R88681,NEW CHINA ROYAL R88681,(315) 567-3316,(425) 616-2424,103 Genesee St,13021,NY
R88682,CHINA DRAGON R88682,(216) 501-2299,(216) 375-8333,11421 Buckeye Rd,44104,OH
R88683,TOP'S CHINA R88683,(804) 914-3203,(347) 326-3135,12276 Chattanooga Plaza,23112,VA
R88685,TAI HENG R88685,(732) 877-7191,(732) 407-1323,202 New Brunswick Avenue,8861,NJ
R88688,HOP HING R88688,(917) 420-4738,(646) 321-7776,667 Raritan Road,7016,NJ
R88689,GOLDEN CHOPSTICKS R88689,(917) 553-2841,(917) 215-4405,"903 State Rt,46",44408,OH
R88691,*RED APPLE* R88691,(315) 866-1788,,10 East Main St,13407,NY
R88692,CHINA WOK 3 R88692,(215) 688-7352,(646) 338-9930,1844 Delmar Dr,19032,PA
R88693,HUNAN GARDEN R88693,(929) 208-8687,,139 Bloomfield Ave,7104,NJ
R88696,CHINATOWN EXPRESS R88696,(203) 613-4276,(646) 384-8257,"60 North Main St, Rear",6854,CT
R88698,DOUBLE DRAGON R88698,(347) 367-6993,(347) 216-3843,2647 Jerome Ave,10468,NY
R88699,NO 1 R88699,(203) 640-5333,(917) 688-7851,937 Foxon Road,6512,CT
R88701,CHINA WOK R88701,(917) 741-8233,(757) 706-6220,2170 Coliseum Dr,23666,VA
R88702,^KENNY'S^ R88702,(202) 246-3614,(202) 957-8224,5427 5Th St,20011,DC
R88703,MAIN MOON R88703,(860) 990-0906,(860) 878-4928,"773 Hopmeadow St,",6070,CT
R88705,CHINA HOUSE R88705,(215) 778-2306,(610) 618-0753,648 E. Chester Pike,19078,PA
R88708,GOLDEN DRAGON R88708,(646) 262-6467,(646) 684-0560,123 E. Tremont Ave,10453,NY
R88709,GOLD GARDEN R88709,(201) 873-5744,(201) 936-5366,424 Madision Ave,7514,NJ
R88719,*NEW CANTON* R88719,(703) 655-6505,(347) 725-2028,8-9 Kent Towne Market,21619,MD
R88721,HUNAN STAR R88721,(703) 330-6998,(646) 639-2140,9125 Andrew Drive,20111,VA
R88722,HONG KONG R88722,(203) 877-5901,,16 Red Bush Lane,6460,CT
R88723,NEW CHINA R88723,(347) 743-3779,(757) 968-9028,69 N Mallory St,23663,VA
R88725,*MR.HIBACHI* R88725,(561) 601-8469,(646) 861-9405,1355 South Dixie Highway,33462,FL
R88728,DRAGON HOUSE R88728,-,(917) 535-8379,975 Bacons Bridge Rd,29485,SC
R88729,GREAT STAR R88729,(917) 412-8755,(917) 412-8583,228 Allen St,6053,CT
R88731,CHINA ONE R88731,(917) 932-7785,(667) 328-6027,6261 Kenwood Ave,21237,MD
R88735,^EMPEROR'S BUFFET^ R88735,(914) 737-1888,,1837 Main St,10566,NY
