EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Matching Address?,Updated Address,Business Phone
R83815,^FIRE WOK^,1330 Blanding Blvd,FL,9042767778,3214249300,,open,Y,yes,1330 Blanding Blvd,(904) 276-7778
R82796,BAMBOO GRILL,112 E Parris Ave,NC,3368071716,,,closed,N,N
R83816,CHINA WOK,2605 Golf Rd,WI,7158387268,3302848733,,open,Y,yes,2605 Golf Rd,(715) 838-7268
R83817,GO GO CHINA EXPRESS,102 Old South Plank Rd,NY,8455691188,6463010308,,open,Y,yes,102 Old South Plank Rd,(845) 569-1188
R83819,*^YUMMY FUSION^*,440 US130,NJ,6093712663,6096817500,,open,Y,no,440 US Highway 130,(609) 308-2070
R83821,*SHANGRI-LA*,784 Blossom Hill Road,CA,4083586520,4088887843,,open,Y,no,784 Blossom Hill Rd,(408)358-1520
R82787,PINK LOTUS,435 Main St,NJ,7323215200,7323216884,,reject,Y,N,435 Main St,(732)321-5200
R83822,^GOLDEN DRAGON^,"102 Main Street,",SC,8034852980,9293868858,,new,Y,no,102 Main St,(803)485-2980
R83823,CHINA HOUSE,75 N Market St,PA,5707353839,9173851578,,open,Y,yes,75 N Market St,(570)735-3839
R82785,*CHINA WOK SAINT MARY'S*,1190 Indiana Ave,OH,4193946688,4198605688,,closed,Y,N,1190 Indiana Ave,(419) 394-6688
R83825,*HONG KONG NO. 1*,2720 NC Highway 55,NC,9193632828,9172507183,,suspended,Y,no,"2720 NC-55, Cary",(919)363-2828
R83826,CHINA WOK,1615 E Michigan Rd.,IN,3173928889,9175538557,,open,Y,no,1615 E Michigan Rd,(317) 392-8889
R83828,^MIZU^,11515 Hwy 49,MS,2282841718,6469320696,,open,Y,no,11515 US-49,(228)284-1718
R83831,CHINA GATE,5824 N Wayne Rd,MI,7347297773,9176019851,,open,Y,yes,5824 N Wayne Rd,(734)729-7773
R83832,CHINA KING,1105 East Michigan Ave,MI,5177886556,3476065959,,open,Y,no,1105 E Michigan Ave,(517)788-6556
R83833,PANDA HOUSE,3925 Cleveland Hwy,GA,7068525566,7062177766,,open,Y,yes,3925 Cleveland Hwy,(706) 852-5566
R83835,*CHINA BROTHER*,2087 Town Center Blvd,FL,4078540886,4073605746,(407) 854-0886,open,Y,yes,2087 Town Center Blvd,(407) 854-0886
R83836,CHINA WOK,2475 Jefferson Rd,GA,7063533399,6787791178,,open,Y,yes,2475 Jefferson Rd,(706) 353-3399
R83837,^DUNDALK SUSHI^,2031 Merritt Avenue,MD,4109288568,4435645685,,open,Y,no,2031 Merritt Ave,(410) 928-8568
R82771,JACK CHEN II,1193 Sumner Ave,MA,4137825858,6464095577,,closed,Y,N,1193 Sumner Ave,(413)782-5858
R83838,*HOT WOK*,402 E. Main St.,OH,4196834288,9175172333,(419) 683-4288,open,Y,no,402 E Main St,(419)683-4288
R83839,CHINA HOUSE,1018 N Hwy 47,MO,6364565998,9299208896,(636) 456-5998,open,Y,no,1018 N State Highway 47,(636) 456-5998
R83851,CHINA WOK,1618 Sheridan St,FL,9546137678,9545056158,(954) 613-7678,open,Y,yes,1618 Sheridan St,(954) 613-7678
R83852,BAMBOO WOK,8595 Collier Blvd,FL,2394179988,6462496711,(239) 417-9988,suspended,Y,yes,8595 Collier Blvd,(239) 417-9988
R82766,SEASON'S KITCHEN,1688 Islip Ave,NY,6312736688,9294939403,,closed,Y,N,1688 Islip Ave,(631) 273-6688
R83853,^CATHAY HOUSE^,825 Wooded Acres Dr,TX,2547761072,4057122633,(254) 776-1072,open,Y,yes,825 Wooded Acres Dr,(254) 776-1072
R83855,*JOY LUCK*,570 Peoples Plaza,DE,3028342409,3022500089,(302) 834-2409,open,Y,no,570 Peoples Plz,(302)834-2409
R83856,*CHINA EXPRESS*,28 Eastern Point Road,CT,8604458889,9179824235,(860) 445-8889,suspended,N,no
R83857,*^CHINA FORTUNE^*,60 Patrick Henry Way,WV,3047253477,9176808089,(304) 725-8868,open,Y,no,"60 Patrick Henry Way,",(304)725-3499
R83858,CHINATOWN KITCHEN,W 186 N9519 Bancroft Drive,WI,2622558188,9176690108,(262) 255-8188,open,Y,no,W186N9519 Bancroft Dr,(262) 255-8188
R82755,CHINA 1,411 West Agency Rd,IA,3197523888,3197523888,,reject,Y,N,411 W Agency Rd,(319) 752-3888
R83859,GOLDEN GARDEN,317 Central Ave,NJ,9736737909,,,open,Y,yes,317 Central Ave,(973) 673-7909
R83861,*HAPPY WOK*,1910 Park Lake Dr,TX,2542246936,9173309769,(254) 224-6936,open,Y,yes,1910 Park Lake Dr,(254)224-6936
R83862,GREAT WALL,322 Main St,WI,6087845777,6087381001,(608) 784-8777,open,Y,yes,322 Main St,(306) 682-1971
R83865,NEW KING WOK,1902 W. Court Street,WI,6087584085,6083222103,(608) 758-4085,open,Y,no,1902 W Court St,(608) 758-4085
R83866,*BEST TASTE ASIAN*,378 S Branch Rd,NJ,9083696988,9175191584,(908) 369-6988,suspended,Y,yes,378 S Branch Rd,(908) 369-6988
R83867,JADE DRAGON,2037 1st Ave.,NY,2125346399,9173610786,,open,Y,no,2037 1st Ave,(212) 534-6399
R83868,^FORTUNE COOKIE^,4456 Commercial Dr.,NY,3157380088,9296556888,(315) 738-0088,open,Y,no,4456 Commercial Dr,(315) 738-0088
R83869,*YUM YUM*,1778 Forest Ave,NY,7183701000,9175363868,(718) 370-1000,open,Y,yes,1778 Forest Ave,(718) 370-1000
R83871,^CHINA GRILL^,6433 Raleigh St,FL,4075229896,4078682328,(407) 522-9896,open,Y,yes,6433 Raleigh St,(407) 522-9896
R83872,MAIN MOON,4850 Larson Beach Road,WI,6088389188,6083337205,(608) 838-9188,new,Y,no,4850 Larson Beach Rd,(608)838-9188
R83873,HUNAN HOUSE,382 Summit Avenue,NJ,2018769908,2016161775,(201) 876-9908,open,Y,no,382 Summit Ave,(201) 876-9908
R83875,CHINA ONE,111 E Main St.,WV,3048429898,3046293620,(304) 842-9898,suspended,Y,no,111 E Main St,(304)842-989
R82739,CHINA EXPRESS,1819 Paxton St,PA,7172382151,9177707488,,closed,Y,N,1819 Paxton St,(717) 233-1888
R83876,CHINA GARDEN,"2743 W 5th St.,",NC,9103700470,6463393810,(910) 370-0470,open,Y,no,2743 W 5th St,(910) 738-8886
R83877,^WING ON^,2320 S Scatterfield Rd,IN,7656449100,7653748622,(765) 644-9100,open,Y,yes,2320 S Scatterfield Rd,(765) 644-9100
R83878,EASTERN CHINESE,118 Crossover Rd,NC,9102982387,3179081564,(910) 298-2387,open,Y,yes,118 Crossover Rd,(910) 298-2387
R82728,GREAT CHINA,2154 Forest Ave,NY,7184422087,3477817790,,closed,Y,N,2154 Forest Ave,(718) 442-2087
R83879,*LUU'S ASIAN CUISINE*,1104 Francis Street,CO,7206000579,,(720) 600-0579,suspended,Y,no,1104 Francis St,(720) 600-0579
R83881,*GREAT WALL*,4433 13 St,FL,4079578882,4074333609,(407) 957-8882,suspended,Y,no,4433 13th St,(407) 957-8882
R83882,YANG'S KITCHEN,3691 Ladson Rd,SC,8438212288,8435681177,,open,Y,yes,3691 Ladson Rd,(843) 821-2288
R83883,TOP'S CHINA,68 South Airport Dr.,VA,8043282271,9172258370,,open,Y,no,68 S Airport Dr,(804)328-2271
R83885,GREAT WALL,226 N River Ave,MI,6163552728,9176571689,(616) 355-2728,open,Y,yes,226 N River Ave,(616) 355-2728
R82721,*^ASIAN PALACE II^*,120 Griffin Rd,ME,2079473388,,,reject,Y,N,120 Griffin Rd,(207) 947-3388
R83886,^HIBACHI EXPRESS^,220 -11 Linden Blvd,NY,3475484224,3472588966,(347) 548-4224,open,Y,no,220-11 Linden Blvd,(347) 548-4224
R83887,CHINA CITY'S,14630 Palm Beach Blvd.,FL,2396936688,2392977722,(239) 693-6688,open,Y,no,14630 Palm Beach Blvd,(239) 693-6688
R83888,^THAI BASIL^,"2703 N. Dirksen Pkwy.,",IL,2175257777,9172540047,217-525-7777,suspended,Y,no,2703 N Dirksen Pkwy,(217) 525-7777
R83889,SHANGHAI CHINESE RESTAURANT,1930 West Main St,PA,6105390108,9176013848,(610) 539-0108,new,Y,no,1930 W Main St,(610) 539-0108
R83892,^ZOU CHINESE & THAI^,252 Merrick Rd,NY,5168373728,9174235566,(516) 837-3728,open,Y,yes,252 Merrick Rd,(516) 837-3728
R83895,^LUCKY PALACE^,8630 W. Overland Rd,ID,2083762828,2088304921,(208) 376-2828,open,Y,no,8630 W Overland Rd,(208) 376-2828
R83896,GREAT WALL RESTAURANT,1455 Bird Ave,CA,4082871688,4088333330,(408) 287-1688,open,Y,yes,1455 Bird Ave,(408)287-1688
R83898,CHINA ONE,1841 Pulaski Highway,DE,3028369110,9173717601,(302) 836-9110,open,Y,no,1841 Pulaski Hwy,(302) 836-9110
R82697,*YUMMY ASIAN*,90-21 31 Ave,NY,7184762836,6469799888,,closed,Y,Y,90-21 31st Ave,(718)476-2836
R83899,^SICHUAN COTTAGE^,8 S. Main Street,NJ,7325778146,6462885112,,open,Y,no,8 S Main St,(732)577-8146
R83901,^MING,13500 W. Airport Blvd.,TX,2819720066,,(281) 972-0066,suspended,Y,no,13500 W Airport Blvd,(513) 755-7111
R82699,*^HARMONY VEGETARIAN^*,4897 Buford Hwy,GA,7704577288,7186836868,,closed,Y,Y,4897 Buford Hwy NE,(470) 299-2388
R83903,^CHINA STAR^,1163 Wheaton St,GA,9122324328,9178269995,(912) 232-4328,open,N,no
R83906,^CHINA DRAGON STAR^,331 #B 4 Killian Rd,SC,8037353323,9173628287,Ã¯Â¼Âˆ803Ã¯Â¼Â‰735-8601,open,Y,no,331 Killian Rd,(803) 735-3323
R82057,*CHINA CITY*,148 Center Grove Rd,NJ,9735377300,,,closed,Y,N,148 Center Grove Rd,(973) 537-7300
R83907,^KAEDE HIBACHI^,3235 SW Port St Lucie Blvd,FL,7728773729,7722519207,(772) 877-3729,open,Y,yes,3235 SW Port St Lucie Blvd,(772) 877-3729
R83908,WOK & ROLL,3033 Monument,FL,9046464200,9173657881,(904) 646-4200,suspended,Y,no,3033 Monument Rd,(904) 646-4200
R83909,CHINA WOK,9340 SW 56 Street,FL,3055966288,3053239681,(305) 596-6288,open,Y,no,9340 SW 56th St,(305) 596-6288
R83911,NEW CHINA HOUSE,27615 US Highway 27,FL,3527873384,3529896158,Ã¯Â¼Âˆ352Ã¯Â¼Â‰ 787-3384,open,Y,no,27615 US-27,(352) 787-3384
R83912,^A HIBACHI^,3301 S. Crater Rd.,VA,8047328818,3479937593,(804) 732-8818,open,Y,no,3301 S Crater Rd,(804) 732-8818
R83913,PANDA KING,149-11 41st Ave.,NY,7183219292,9178555031,(718) 321-9292,open,Y,no,149-11 41st Ave,(929) 329-0628
R82691,ROYAL WOK,1950 Main St,CO,3036829297,,,reject,Y,N,1950 Main St,(303)682-9297
R83915,^NO. 1^,4480 Broadway 192nd Street,NY,2123042913,,(212) 304-2913,open,Y,no,4480 Broadway,(212) 304-1360
R83916,WING SING KITCHEN,"1004 Main Street, Route 52",NY,8458966888,6469451666,(845) 896-6888,open,Y,no,1004 Main St,(845)896-6888
R83917,CHOPSTICK EXPRESS,939 E. Guadalupe Rd,AZ,4808316685,6025131890,(480) 831-6685,open,Y,no,939 E Guadalupe Rd,(480) 831-6685
R83918,CHINA GARDEN,299 S Mountain Ave #C,AZ,9283333222,6263413799,(928) 333-3222,open,Y,no,299 S Mountain Ave,(928) 333-3222
R83921,^PEKING TOKYO^,3 Henderson St.,NY,3157365588,,(315) 736-5588,open,Y,no,3 Henderson St,(315) 736-5588
R83922,*SING MEE KITCHEN*,1752 Merrick Ave,NY,5166233430,6465153967,(516) 623-3430,new,Y,yes,1752 Merrick Ave,(516) 623-3430
R83925,^NEW GARDEN^,887 North Main St.,MA,5086751688,6463879018,(508) 675-1688,open,Y,no,887 N Main St,(508)675-1688
R82677,*PEKING*,135-A Broad Street,GA,4787832828,,,reject,N,N
R83926,*CHINA STAR*,1240 Columbia Center,IL,6182818888,9172877558,(618) 281-8888,open,Y,no,1240 Columbia Ctr,(618) 281-8888
R83927,*^PEONY ASIAN BISTRO^*,3515 Witherspoon Blvd,NC,9194198800,6462035266,(919) 419-8800,open,Y,yes,3515 Witherspoon Blvd,(919) 419-8800
R83929,CHINA HOUSE,1856 E South Lake Dr,SC,8039965115,7156107171,(803) 996-5115,open,Y,no,1856 S Lake Dr,(803)996-5115
R82676,CHINA KING,1103 Goffle Rd,NJ,9734233773,2012814185,,reject,Y,N,1103 Goffle Rd,(973) 423-3773
R83931,SAGAS,3109 Lawson Blvd.,NY,5165362888,3479339388,(516) 536-2888,open,Y,no,3109 Lawson Blvd,(516)536-2888
R83932,*CHINA A GO GO CHEYENNE*,10450 W. Cheyenne Ave,NV,7026846666,7028858188,,open,Y,no,10450 W Cheyenne Ave,(702) 684-6666
R83933,CHINA KING,9859  Lake Worth Rd,FL,5619678688,9176576653,(561) 967-8688,open,Y,no,9859 Lake Worth Rd,(561) 963-5050
R83935,*CHINA A GO GO CHARLESTON*,11710 W Charleston Blvd,NV,7028808818,7028858188,(702) 880-8818,open,Y,yes,11710 W Charleston Blvd,(702) 880-8818
R83936,PANDA CHINESE RESTAURANT,4024 Lawrenceville Hwy,GA,7707179296,9042402044,(770) 717-9295,open,Y,no,4024 Lawrenceville Hwy NW,(770) 717-9295
R83937,HONG KONG,"514-520 Stuyvesant Ave.,",NJ,9733730668,7185014203,(973) 373-0668,open,Y,no,514 Stuyvesant Ave,(973)373-0668
R83938,*HUNAN VILLAGE*,453 Main St,VA,8043331688,4435276636,(804) 333-1688,open,Y,yes,453 Main St,(804) 333-1688
R82657,CHINA KITCHEN,5665 Atlanta Hwy #9,GA,6782050762,6784587072,,closed,N,N
R83951,MIN'S CHINESE,353 Lexington Avenue,NY,5854588810,9173499881,(585) 458-8810,open,Y,no,353 Lexington Ave,(585)458-8810
R83952,*TSING TAO*,5765 S. Packard Ave,WI,4147445560,9179295735,(414) 744-5560,new,Y,no,5765 S Packard Ave,(414) 744-5560
R83955,^CHICKI'S WINGS^,1927 Broad River Rd,SC,8036616808,2392491871,(803) 661-6808,open,N,no
R82658,*^HIBACHI EXPRESS^*,29518 7 Mile Rd,MI,2488888009,7343065752,,reject,Y,N,29518 7 Mile Rd,(248) 888-8009
R83956,ORIENTAL EXPRESS,1229 E Ireland Rd,IN,5742915588,6466517700,(574) 291-5588,open,Y,yes,1229 E Ireland Rd,(574) 291-5588
R83957,*LAO PEKING*,1020 South Sterling Avenue,MO,8164613564,9132336211,(816) 461-3564,suspended,Y,no,1020 S Sterling Ave,(816)461-3564
R83958,GOLDEN DRAGON,458 Central Ave.,NJ,9736783339,6462759937,,open,Y,no,458 Central Ave,(973) 674-6939
R82651,BEI JING,1663 E Main St,AL,3343618848,,,reject,Y,N,1663 E Main St,(334)361-8848
R83959,*CJ WOK*,741 Burmont Road,PA,6102596010,,,open,Y,no,741 Burmont Rd,(610)259-6010
R83962,*HAPPY STAR*,1301 Old Euclid Ctr,VA,2764668700,9176568825,Ã¯Â¼Âˆ276Ã¯Â¼Â‰466-8700,open,Y,no,1301 Euclid Ave,(276)466-8700
R83963,*CHINA STAR*,3251 Hollywood Blvd,FL,9549662588,9549662588,(654) 966-2588,open,Y,yes,3251 Hollywood Blvd,(954) 966-2588
R82631,*RED GINGER*,560 Killingly St,RI,4018617878,,,closed,Y,N,560 Killingly St,(401) 861-7878
R83965,^LOBSTER KING^,3903 N Gloster St,MS,6625842981,9018488883,Ã¯Â¼Âˆ662Ã¯Â¼Â‰584-2981,open,Y,no,"3903 N Gloster St,",(662)584-2981
R83966,GROW GREEN,608 Turnersburg Hwy,NC,7048769950,7048777470,(704) 876-9950,open,Y,yes,608 Turnersburg Hwy,(704) 876-9950
R83967,*CHINA 1*,17076 Richmond Hwy,VA,7032218884,2029079188,(703) 221-8884,open,N,no
R83968,^LITTLE CHINA^,521 Yopp Rd,NC,9102384973,9173626731,(910) 238-4973,open,Y,yes,521 Yopp Rd,(910)238-4973
R83969,^BIG L CHOP SUEY^,8949 Natural Bridge,MO,3144286266,3142558080,(314) 428-6266,open,Y,no,8949 Natural Bridge Rd,(314) 428-6266
R82627,*LEE'S GARDEN*,17 Farmington Avenue,CT,8607473346,,,closed,Y,Y,17 Farmington Ave,(860) 747-3346
R82626,HOT WOK,1100 Southwestern Blvd,NY,7166776888,6462889371,,reject,N,N
R83971,*CHIN CHIN*,837 Highway 400 S,GA,7062162017,6789796788,(706) 216-2017,suspended,N,no
R83972,LUCKY STAR,1378 Springfield Ave,NJ,9733717710,6467023199,9733717710-,open,Y,yes,1378 Springfield Ave,(973) 371-7710
R83973,CHINA EXPRESS II,2522 Santa Barbara Blvd,FL,2395739988,2392239255,(239) 573-9988,open,Y,yes,2522 Santa Barbara Blvd,(239) 573-9988
R83975,NO.1 CHINESE RESTAURANT,216 N. Main Street,MI,9896923333,9172883073,(989) 692-3333,open,Y,no,216 N Main St,(989) 692-3333
R83976,*EASTERN*,69 John Fitch Blvd,CT,8602822999,3479096666,(860) 282-2999,open,Y,yes,69 John Fitch Blvd,(860)282-2999
R83977,CHINA GARDEN,4200 South East St,IN,3177818677,3175094379,(317) 781-8677,open,Y,no,4200 S East St,(317) 781-8677
R83978,^CHINA TASTE^,1223 Washington Ave,ME,2078781388,2078388713,(207) 878-1388,open,Y,yes,1223 Washington Ave,(207) 878-1388
R83979,^DYNASTY RESTAURANT^,24 Signal Street,NH,6033321000,6468860909,(603) 332-1000,open,Y,no,24 Signal St,(603) 332-1000
R83982,*LUCKY EXPRESS*,1906 Clint Moore Rd,FL,5619989366,,(561) 998-9366,open,Y,yes,1906 Clint Moore Rd,(561) 998-9366
R83983,*CHINA CHEF*,2159 Everglades Lane,FL,3525715258,9178655580,(352) 571-5258,open,Y,no,2159 Everglades Ln,(352) 571-5258
R83985,*GOLDEN HOUSE*,700 Southbridge Street,MA,5087530888,6462623023,(508) 753-0888,open,Y,no,700 Southbridge St,(508) 753-0888
R83986,^BEI JING HOUSE^,1506 Genesee St.,NY,3157973388,3154042088,(315) 797-3388,open,Y,no,1506 Genesee St,(315) 797-3388
R83987,CHOPSTICKS HOUSE,2 Bloomfield Ave.,NJ,9737438282,9293926552,(973) 743-8282,open,Y,no,2 Bloomfield Ave,(973)743-8282
R83988,*^KOROKE ASIAN CUISINE^*,3901 45th St.,IN,2199228822,3317011634,(219) 922-8822,open,Y,no,"3901 45th St,",(219)922-8822
R83989,*LONG RIVER*,117 Bridgton Rd,ME,2079351118,6463883297,(207) 935-1118,open,Y,yes,117 Bridgton Rd,(207) 935-1118
R83991,^BLANEY'S WINGS & GRILL^,7358 Parklane Rd,SC,8038346882,6463713997,(803) 834-6882,open,Y,yes,7358 Parklane Rd,(803)834-6882
R83992,EVER GREEN,1104 Spirit Lake Road,FL,8632944993,8633260464,(863) 294-4993,open,Y,no,1104 Spirit Lake Rd,(863) 294-4993
R82596,HI RESTAURANT,102 Jefferson St,WI,7158411728,,,reject,Y,N,"102 Jefferson St, Wausau, WI 54403"
R83993,CHINA WOK,1727 N. Germantown Parkway,TN,9017521028,9177690958,(901) 752-1029,open,Y,no,1727 N Germantown Pkwy,(901) 752-1028
R83995,*PENG'S ASIAN CUISINE*,2508 S Semoran Blvd,FL,4078237799,4073343391,(407) 823-7799,open,Y,no,2508 Semoran Blvd S,(407) 823-7799
R83996,^SHANGHAI^,1 Landmark Ln,CT,8609274809,2034827265,(860) 927-4809,new,Y,yes,1 Landmark Ln,(860) 927-4809
R82579,*CHINA SEA*,5 Main Rd,RI,4016251118,,,reject,N,N
R82609,MOON WOK,12251 W. 87th St Pkwy,KS,9135636789,9135636789,,reject,Y,Y,12251 W 87th St Pkwy,(913)563-6789
R83997,^VIP EXPRESS^,"116 W. Meadowview Rd.,",NC,3362720700,3366816368,(336) 272-0700,open,Y,no,116 W Meadowview Rd,(336)272-0700
R83998,^SAKURA RAMEN^,407 N. York St,OK,9185372098,9296669009,(918) 537-2098,suspended,Y,no,407 N York St,(918)537-2098
R83999,NEW CANTON INN,19333 Dix Rd,MI,3139284220,2482527188,(313) 928-4220,open,Y,yes,19333 Dix Rd,(313) 928-3590
R85001,CHINA RESTAURANT,4369 Hwy 24,SC,8642258818,3476733782,(864) 225-8818,open,N,no
R85002,LEE'S KITCHEN,806 Burke Avenue,NY,7182312003,9178336553,(718) 231-2003,open,Y,no,806 Burke Ave,(718) 231-2003
R85003,*CHINA SISTER*,9310 US Highway 192 W.,FL,8632048077,3219486989,(863) 204-8077,new,Y,no,9310 US-192,(863) 204-8077
R85005,^YUMMI YUMMI^,112-J Village Road,NC,9103710077,6469123214,(910) 371-0077,open,Y,no,112 Village Rd NE,(910) 371-0077
R82578,*SUNNY CHINA*,4910 Main St,TN,6153023900,6464077238,,closed,Y,Y,4910 Columbia Pike,(615)302-3900
R85006,*PANDA RESTAURANT*,112 Fox Hunt Dr,DE,3028321688,6465123552,(302) 832-1688,open,Y,yes,112 Fox Hunt Dr,(302) 832-1688
R85007,^KYU RAMEN^,1278 Town Centre Dr,MN,9526001032,3129122975,(952) 600-1032,open,Y,yes,1278 Town Centre Dr,(952)600-1032
R85008,*HK NOODLES*,901 SE Washington Ave,MN,6123799472,3129122975,(612) 379-9472,new,Y,yes,901 SE Washington Ave,(612) 379-9472
R85009,^GOOD TASTE^,42 Central St,MA,9783568881,9172506839,(978) 356-8881,open,N,no
R85011,TASTY TOKYO^,30825 Mirada Blvd,FL,3526689788,3216631023,(352) 668-9788,open,Y,no,Mirada Blvd,(352) 668-9788
R82597,EAST CHINA,309 W Bremer Ave,IA,3194839999,3192376136,,reject,Y,N,309 W Bremer Ave,(319) 483-9999
R85012,CHINA KING,590 E Diamond Ave,IN,8124231896,8122298540,(812) 423-1896,new,Y,yes,590 E Diamond Ave,(812) 423-1896
R85013,NEW LUCKY CHINA,4038 Butler Hill Rd,MO,3144876161,3016840033,(314) 487-6161,open,Y,yes,4038 Butler Hill Rd,(314) 487-6161
R85015,KING'S TASTE,84-06 Astoria Blvd,NY,7184269068,6464105377,(718) 426-9068,open,Y,yes,84-06 Astoria Blvd,(718) 426-9068
R85016,CHINA A GO GO VILLAGE CENTER,1990 Village Center Cir,NV,7023330553,,,open,Y,yes,1990 Village Center Cir,(702) 333-0553
R81992,*CHINA KING*,3030 Northern Blvd,NY,0,,,reject,N,N
R82571,BIG CHOPSTICKS ORANGE,3134 East Chapman Ave,CA,7147719738,,,reject,Y,Y,3134 E Chapman Ave,(714)782-0302
R85017,*CHINA A GO GO RAINBOW BLVD*,2101 North Rainbow Blvd,NV,7026315988,7028825985,702-631-5988,open,Y,no,"2101 N Rainbow Blvd,",(702)631-5988
R85018,^FIERY CRAB KENNER^,3900 Williams Blvd,LA,5043323900,5043323092,504-332-3900,open,Y,yes,3900 Williams Blvd,(504)332-3900
R85019,^FIERY CRAB NEW ORLEANS^,925 Common St,LA,5048419823,6463310239,504-841-9823,open,Y,yes,925 Common St,(504)766-0089
R85021,^FIERY CRAB METAIRIE^,3330 Veterans Memorial Blvd,LA,5047660900,5043815467,504-766-0900,open,Y,yes,3330 Veterans Memorial Blvd,(504)766-0900
R85022,HAPPY WOK,226 Lafayette St,OH,7408520748,7188019193,(740) 852-0748,open,Y,yes,226 Lafayette St,(740) 852-0748
R82509,*APPLE CHINA*,5710 W. Gate City Blvd,NC,3366328700,,,reject,Y,N,5710 W Gate City Blvd,(336)632-8700
R85023,U LIKE,5025 S. Cedar St.,MI,5178828588,3472598972,(517) 882-8588,open,Y,no,5025 S Cedar St,(517) 882-8588
R82557,*CHINA HILL*,2800-B W William Cannon Dr,TX,5124419398,,,reject,Y,Y,2800 William Cannon Dr W,(512)441-9398
R85025,^FENG LEE^,1626 Main Street,ME,2073684838,8572054794,(207) 368-4838,open,Y,no,1626 Main St,(207)368-4838
R85026,^CHENGS CHINESE^,10962 W. Colonial Drive,FL,4078778282,4078778282,(407) 877-8282,open,Y,no,10962 W Colonial Dr,(407) 877-8282
R85027,CHINA 1,3000 Moncrief Rd,FL,9043553777,9045819996,(904) 355-3777,open,Y,no,2312 Moncrief Rd,(904) 355-3777
R82515,NEW SKILLMAN WOK,6324 Lake Worth Blvd,TX,8172387797,,,reject,Y,N,6324 Lake Worth Blvd,(817)238-7797
R85028,GOLDEN CHOPSTICKS,1110A North Collins,TX,8172746320,4159397903,(817) 274-6320,open,Y,no,1110 N Collins St,(817)274-6320
R85029,NEW CENTURY,254 Main St,NY,6077290156,9178477878,(607) 729-0156,open,Y,yes,254 Main St,(607) 729-0156
R85032,^PEKING HOUSE^,1441 G University Dr.,NC,3365849990,6463096986,(336) 584-9990,new,Y,no,1441 University Dr,(336) 584-9990
R85033,KING WOK,7405 Sunset Lake Rd,NC,9195776852,9173990608,919-577-6852,new,N,no
R85035,^NEW HONG KONG^,14 Tremont Street,MA,6177833236,6178663644,(617) 783-3236,open,Y,no,14 Tremont St,(617)783-3236
R85036,*RUBY KITCHEN*,209 Clifton Ave,NJ,7323679999,9173706261,(732) 364-6670,suspended,Y,yes,209 Clifton Ave,(732) 364-6670
R85037,BEI JING CHEF,17 North Ave,NY,8456351888,9175768385,(845) 635-1168,open,Y,yes,17 North Ave,(845) 635-1168
R85038,^GOOD CITY CHINESE RESTAURANT^,128 Spalding Village,GA,7702276961,7707570360,(770) 227-6961,open,N,no
R85039,^NEW NO. 1 CHINA^,6376 Coventry Way,MD,3018772618,2405579525,(240) 557-9525,suspended,Y,yes,6376 Coventry Way,(301)877-2618
R82562,JAY HEUN,395K Fort Salonga Rd,NY,6317544124,,,closed,Y,Y,395 Fort Salonga Rd,(631)754-4124
R82558,ASIAN BISTRO,2503 Market Trace,AR,4796488011,,,reject,Y,Y,2503 Market Trce,(479) 648-8011
R85051,ASIAN WOK,1520 NE 205th Terrace,FL,3056512544,9548548155,(305) 651-2544,open,Y,no,1520 NE 205th Ter,(305) 651-2544
R85052,^CRAB LOBSTER^,927 S,IL,2173306170,3097508984,(217) 330-6171,open,Y,no,927 S Euclid St,(714)687-6907
R82522,LEE'S KITCHEN,10606 Perrin Beitel Rd,TX,2105992200,2102919889,,reject,Y,N,10606 Perrin Beitel Rd,(210) 599-2200
R82553,*RICE BOWL*,13947 Beach Blvd,FL,9049921388,,,closed,N,N
R82538,LEE'S KITCHEN,8181 Tezel Rd,TX,2105200023,2105200023,,reject,Y,N,8181 Tezel Rd,(210)520-0023
R82536,*YUMMY WOK*,811 Brandon Ave,VA,7576286868,,,reject,Y,N,811 Brandon Ave,(757)628-6868
R85053,*^ASIAN HOUSE^*,652 East Broadway Blvd,TN,8654753336,8655662983,(865) 475-3336,suspended,N,no
R85055,^TOKYO HOUSE ONE^,1957 Peace Haven Rd,NC,3367740068,2623098788,(336) 774-0067,open,Y,no,1957 N Peace Haven Rd,(336) 774-0067
R85056,SZECHUAN GARDEN,660 E Pittsburgh St,PA,7248345844,6462036195,(724) 834-5844,open,Y,yes,660 E Pittsburgh St,(724) 834-5844
R85057,MAYFLOWER,4427 Wisconsin Ave. N W.,DC,2022448858,3012227379,(202) 244-8858,open,Y,no,4427 Wisconsin Ave NW,(202)244-8858
R85058,FAMILY GARDEN,4256 Eastland Sq. Dr.,OH,6148688522,6143777338,(614) 868-8522,open,Y,no,4256 Eastland Square Dr,(614) 868-8522
R85059,^CHINA MAXIM^,241 Market Street,MA,6177835458,6176062978,(617) 783-5458,suspended,Y,no,241 Market St,(617) 783-5458
R82527,*CHINA KING*,1700 Madison Ave,NJ,7328866689,,,reject,N,N
R85061,*^ASIA KITCHEN^*,3523 W. Artesia Blvd,CA,3105161260,3103671008,(310) 367-1008,suspended,Y,no,3523 Artesia Blvd,(310) 516-1260
