Snowball Map,Brizo ID,Language Preference,Name,Street,City/Town,Zip/Postal Code,State/Province Code,Country,Cuisines (Regional),Price Range,Opening Hours,Vitality Score,Established,Phone,Most Common Email,Density @5mi,Time Zone Name,Median Price,Full Name,Role,state
23451,9a91c64cfdef810a,English,Grapevine Cafe and Gallery,211 Railroad Ave,Donaldsonville,70346,LA,United States,"Creole, Cajun",$$,"Mon Closed, Tue-Fri 11am-2pm 5pm-9pm, Sat 11am-9pm, Sun 11am-2pm",90,3/1/2020,2254738463,doiron@grapevinecafeandgallery.com,53,Central,0,Cynthia Schneider,Owner,-
23452,c38f99651bb02566,English,Asian Palace Buffet & Grill,2865 Ambassador Caffery Pkwy,Lafayette,70506,LA,United States,"Mongolian, Chinese",$,Daily 11am-9pm,54,4/9/2023,3379810288,,924,Central,24,,,-
23453,40ae9e827a0335e2,English,Arnaud's French 75 Bar,813 Bienville St,New Orleans,70112,LA,United States,"French, Creole, Cajun",$$,"Mon Closed, Tue-Thu 5:30pm-10:30pm, Fri-Sat 5:30pm-11pm, Sun 10am-2pm",97,3/1/2020,5045235433,cpavlick@deveney.com,3292,Central,0,,,-
23454,47475778462f03a9,English,Takumi,151 Bass Pro Blvd,Denham Springs,70726,LA,United States,Japanese,$$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9pm",44,3/1/2020,2259981234,,333,Central,0,,,-
23455,656ca4c18dd891e0,English,Crawfish Town USA,2815 Grand Point Hwy,Breaux Bridge,70517,LA,United States,Cajun,$$,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-2pm",66,3/1/2020,3376676148,wendy@crawfishtownusa.com,45,Central,16,Johnny Hebert,Owner,-
23456,671007ac4f9a226d,English,Livonia City Cafe,3398 LA-78,Livonia,70755,LA,United States,Chinese,$$,"Mon-Thu 11am-8:30pm, Fri 11am-9pm, Sat-Sun Closed",39,3/1/2020,2256372020,,15,Central,0,,,-
23457,bf1b1d9ac1b6c399,English,Laughing Crab,Youree Dr,Shreveport,71105,LA,United States,Cajun,$$,"Mon-Thu 11am-10pm, Fri-Sat 11am-10:30pm, Sun 11am-10pm",44,3/1/2020,3189008881,laughingcrab168@gmail.com,680,Central,26,,,-
23458,eea6f88ad6c613e2,English,Tiger Sushi,4611 S Sherwood Forest Blvd,Baton Rouge,70816,LA,United States,Japanese,$$,"Mon-Thu 11am-8pm, Fri-Sat 11am-9pm, Sun Closed",51,3/1/2020,2252919933,,997,Central,14,,,-
23459,0bbe6c24e9c537e1,English,Family Cajun Kitchen,5351 Paris Rd,Chalmette,70043,LA,United States,"American, Cajun",$$,"Mon-Fri Closed, Sat 9am-3pm, Sun Closed",36,4/19/2020,5047669953,,361,Central,32,,,-
23460,1428696e52cbc8be,English,Pearl House,105 E Admiral Doyle Dr,New Iberia,70560,LA,United States,Japanese,$$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",36,3/1/2020,3373644530,,209,Central,28,,,-
23461,6cbb60ac7f01d8c2,English,Parish Diner,2401 Paris Rd,Chalmette,70043,LA,United States,"Tex-Mex, American, Mexican, Creole, Cajun",$$,"Mon-Thu 5am-9pm, Fri-Sat 5am-10pm, Sun 5am-9pm",34,3/1/2020,5043011861,,511,Central,0,,,-
23462,6eca0f809fb05689,English,Ye Olde College Inn,3000 S Carrollton Ave,New Orleans,70118,LA,United States,"American, Cajun",$$,"Mon Closed, Tue-Thu 4pm-10pm, Fri-Sat 4pm-11pm, Sun Closed",56,3/1/2020,5048663683,jblancher@rocknbowl.com,3453,Central,26,John Blancher,Owner,-
23463,962f61a4b80ceb9b,English,Origami,5130 Freret St,New Orleans,70115,LA,United States,Japanese,$$,"Mon-Thu 11:30am-10pm, Fri-Sat 11:30am-11pm, Sun 5pm-9pm",85,3/1/2020,5048996532,,3367,Central,0,Mitsuko T,Owner,-
23464,9f8068dfd1181dee,English,Beausoleil Coastal Cuisine,7731 Jefferson Hwy,Baton Rouge,70809,LA,United States,"American, Creole, Cajun",$$,"Mon-Fri Closed, Sat-Sun 10:30am-3pm",61,3/1/2020,2259261172,,1488,Central,24,Stephen H,Owner,-
23465,bb367d84b129608a,English,Home Cooking Cafe,2104 Manhattan Blvd,Harvey,70058,LA,United States,"American, Cajun",$$,"Mon-Fri 11am-9pm, Sat Noon-9pm, Sun Closed",27,3/1/2020,5045103310,,1956,Central,32,,,-
23466,c7613606dd052097,English,Panda Cafe,365 Canal St,New Orleans,70130,LA,United States,Chinese,$,Daily 10am-5:30pm,32,3/1/2020,5045248422,,3286,Central,0,Huong Dinh,Owner,-
23467,891f7cf52f7bb31c,English,Asakusa,1913 E Judge Perez Dr,Chalmette,70043,LA,United States,Japanese,$$,"Mon Closed, Tue-Thu 10:30am-9:30pm, Fri-Sat 10:30am-10:30pm, Sun 11am-9:30pm",48,3/1/2020,5049629365,,314,Central,0,,,-
23468,e0ce3abbb30f2c43,English,The Regatta,508 Hawkeye Ave,Lake Arthur,70549,LA,United States,"Creole, Cajun",$$,"Mon-Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-Midnight, Sun 11am-3pm",73,3/1/2020,3377741504,admin@regattarestaurantla.com,18,Central,0,Fred Mills,Owner,-
23469,3d024f4330c767f7,English,Bruce's Chinese Kitchen,39510 Highway 190 E,Slidell,70461,LA,United States,Chinese,$,"Mon-Sat 11am-8pm, Sun Closed",32,3/1/2020,9852017005,,374,Central,0,,,-
23470,8dd3986baefdacb0,English,MRB,515 St Philip St,New Orleans,70116,LA,United States,Cajun,$,"Mon-Fri 11am-4am, Sat-Sun 9am-4am",82,3/1/2020,5045242558,,3268,Central,24,Joel,Owner,-
23471,a612ca59a2521579,English,Restaurant Cote,2219 Carey St,Slidell,70458,LA,United States,"Creole, Cajun",$$,"Mon Closed, Tue-Sat 11am-10pm, Sun 10am-2pm",73,3/1/2020,9852885440,jeremyreilly@restaurantcote.com,419,Central,0,,,-
23472,1d14b809d8bfcf9e,English,Peking House Restaurant,5741 Crowder Blvd,New Orleans,70127,LA,United States,Chinese,$,"Mon Closed, Tue-Sat 11am-9pm, Sun 11am-4pm",42,3/1/2020,5042440891,,394,Central,0,Sophia Chen,General,-
23473,9052aebbd538c64b,English,Journey East,1814 N Causeway Blvd,Mandeville,70471,LA,United States,Japanese,$$,"Mon-Tue 11am-3pm 4pm-8pm, Wed Closed, Thu-Fri 11am-3pm 4pm-8pm, Sat Noon-3pm 4pm-8pm, Sun Closed",29,3/1/2020,9857780602,,391,Central,0,,,-
23474,9c4eb8736f419c44,English,Jaeger's Seafood & Oyster House,901 Clearview Pkwy,Metairie,70001,LA,United States,"Creole, Cajun",$$,"Mon-Tue Closed, Wed-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9pm",78,3/1/2020,5048182200,,1670,Central,0,John J,General,-
23475,9f1abb31b93f0a2e,English,Saint Manchu NOLA,10038 Chef Menteur Hwy,New Orleans,70127,LA,United States,Chinese,$$,"Mon Closed, Tue-Sun 9am-8pm",41,3/1/2020,5042244702,phihung22101999@gmail.com,365,Central,28,,,-
23476,b71f566cda3f0185,English,Creole House Restaurant & Oyster Bar,509 Canal St,New Orleans,70130,LA,United States,"Creole, Cajun",$$,"Mon-Thu 8am-10pm, Fri-Sat 8am-11pm, Sun 8am-10pm",56,3/1/2020,5043232109,509_mkt@creolecuisine.com,3291,Central,0,Ryan Foley,Back of the House,-
23477,d24a73c1a2e909ab,English,Park Restaurant,204 Park Ave,Abbeville,70510,LA,United States,"Creole, Cajun",$,"Mon-Sat 5:30am-2pm, Sun 5am-2pm",40,3/1/2020,3378939957,,79,Central,0,Bud Judice,,-
23478,058c831e0ac5982c,English,Westwego Seafood,7605 Westbank Expy,Marrero,70072,LA,United States,"American, Creole, Cajun",$$,"Mon-Sat 10am-7:30pm, Sun 10am-5pm",34,3/1/2020,5043408878,,1340,Central,0,,,-
23479,0b1774955145bd36,English,Hickory Smokehouse,196 Alexandria Hwy,Leesville,71446,LA,United States,"Creole, Cajun",$,"Mon Closed, Tue-Thu 11am-8pm, Fri-Sat 11am-9pm, Sun Closed",20,3/1/2020,3374235030,,84,Central,0,,,-
23480,39b7baa425dd789a,English,Juban's,3739 Perkins Rd,Baton Rouge,70808,LA,United States,"French, Creole, Cajun",$$$,"Mon-Fri Closed, Sat-Sun 10am-3pm",53,3/1/2020,2253468422,hiring@jubans.com,1222,Central,20,,,-
23481,59f2d874053067c0,English,Ernst Cafe,600 S Peters St,New Orleans,70130,LA,United States,"American, Creole, Cajun",$$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun 11am-9:30pm",66,3/1/2020,5045258544,casey@ernstcafe.net,3297,Central,32,Casey S,Operations,-
23482,d0c03c7f7d6449ae,English,Gumbo To Geaux,4100 Barksdale Blvd,Bossier City,71112,LA,United States,Cajun,$$,"Mon-Sat 11am-9pm, Sun Closed",68,3/1/2020,3187411901,gumbotogeauxbossier@gmail.com,740,Central,24,Kevin Acock,Owner,-
23483,fd02102e2618f136,English,Qwik Stop Cafe',1005 Main St,Parks,70582,LA,United States,"Creole, Cajun",$,"Mon-Tue 7:30am-2pm, Wed-Fri 7:30am-5pm, Sat Closed, Sun 7:30am-2pm",41,3/1/2020,3378454005,,10,Central,0,,,-
23484,e977000114444eec,English,Yo Nashi,419 Carondelet St,New Orleans,70130,LA,United States,Japanese,$$$$,"Tue-Wed Closed, Thu-Mon 5am-10pm",84,7/8/2020,5043452155,,3318,Central,0,Mack Broquet,Back of the House,-
23485,8c8baea01527cc9f,English,Boiling Point,1930 N Washington St,Bastrop,71220,LA,United States,"Creole, Cajun",$$,"Mon-Wed Closed, Thu-Fri 4pm-9pm, Sat 2pm-9pm, Sun Closed",27,3/1/2020,3182392522,boilingpointbastrop@gmail.com,60,Central,0,,,-
23486,9172da45c286f80c,English,Hong Minh,2101 8th St,Harvey,70058,LA,United States,"Japanese, Chinese",$,"Mon Closed, Tue-Sun 9am-5pm",51,3/1/2020,5045927316,,3130,Central,0,,,-
23487,bd75eeeed704b420,English,Bernard Cajun Sea-Fry Restaurant,204 Carmen St,Cottonport,71327,LA,United States,"Creole, Cajun",$$,"Mon Closed, Tue-Thu 10am-8pm, Fri-Sat 10am-9pm, Sun Closed",32,3/1/2020,3188762136,bernardseafry@gmail.com,14,Central,0,James Bernard,Owner,-
23488,ef44ea25e03710f7,English,Morrow's,2438 St Claude Ave,New Orleans,70117,LA,United States,"Southern, Cajun",$$,"Mon-Thu 11am-10am, Fri-Sat 11am-11am, Sun 10:30am-4am",47,3/1/2020,5048271519,morrowsnola@gmail.com,3090,Central,30,Larry,Owner,-
23489,2552967bc51b6b83,English,Cajun Country Cafe,58370 Court St,Plaquemine,70764,LA,United States,"Creole, Cajun",$,"Mon-Fri 10am-2pm, Sat-Sun Closed",49,3/1/2020,2256850105,,65,Central,0,Anne Ortif,,-
23490,2be7f8a44de6635b,English,Jade Buddha Chinese Restaurant,4433 Jefferson Hwy,New Orleans,70121,LA,United States,Chinese,$,"Mon 11am-9pm, Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",44,3/1/2020,5048181110,,1789,Central,28,Yan Wang,General,-
23491,11d51e99a52c838f,English,Young's Fortune Restaurant,2916 Cleary Ave,Metairie,70002,LA,United States,Chinese,$,"Mon-Sat 11:30am-8pm, Sun Closed",37,3/1/2020,5044549005,,1645,Central,0,Lin Ieong,Owner,-
23492,1a668195fd8824e4,English,Crazy Cajuns Fish Shack,3124 E Judge Perez Dr,Meraux,70075,LA,United States,"Creole, Cajun",,"Mon-Thu 11am-8pm, Fri 11am-9pm, Sat 11am-8pm, Sun Closed",42,3/1/2020,5047028088,,230,Central,0,Rachel L,Owner,-
23493,9eb082613584dfca,English,Poor Boy Lloyd's,201 Florida St,Baton Rouge,70801,LA,United States,"Southern, Creole, Cajun",$,"Mon-Fri 6am-10am, Sat-Sun Closed",54,3/1/2020,2253872271,poorboylloyds@gmail.com,941,Central,0,Fred Taylor,Owner,-
23494,c86ee2d7a34b878b,English,Sushi Saigon,1211 Village Walk,Covington,70433,LA,United States,"Japanese, Vietnamese",,"Mon-Sat 11am-2:30pm 4:30pm-8:30pm, Sun Closed",63,6/7/2022,9858930406,sushisaigon.net@gmail.com,310,Central,0,,,-
23495,573a45e54ce7f73c,English,Kabuki Sushi,2119 Airline Dr,Bossier City,71111,LA,United States,Japanese,$$,"Mon-Sat 11am-9pm, Sun Closed",41,3/1/2020,3187429490,,665,Central,28,,,-
23496,5e3a46135164f189,English,Ruffins II,14522 Plank Rd,Baker,70714,LA,United States,"Creole, Cajun",,"Mon 5pm-10pm, Tue-Thu 2pm-10pm, Fri-Sat Noon-1:30am, Sun Noon-10pm",26,3/1/2020,2256632143,,157,Central,0,,,-
23497,ae7c80600db48873,English,Oriental Triangle Chinese,4808 Jefferson Hwy,New Orleans,70121,LA,United States,Chinese,$,"Mon-Fri 11am-10pm, Sat 11:30am-10pm, Sun Closed",47,3/1/2020,5047332388,,1686,Central,0,,,-
23498,349825963fbb9642,English,Kajun Twist & Grill,610 Crescent Ave,Lockport,70374,LA,United States,"American, Creole, Cajun",,"Mon-Sat 11am-8pm, Sun Closed",32,3/21/2021,9852422300,kajuntwist@gmail.com,42,Central,0,,,-
23499,f32177cb7968bd42,English,Grand Isle Restaurant,228 Poydras St,New Orleans,70130,LA,United States,"Creole, Cajun",$$,"Mon-Tue Closed, Wed-Thu 4pm-6pm, Fri-Sun 11am-6pm",42,3/1/2020,5045208530,jeffh@grandislerestaurant.com,3289,Central,30,Jeff H,,-
23500,20cf9ca78b75eec4,English,Big Hill Cafe,234 E Martin Luther King Dr,Grand Coteau,70541,LA,United States,"American, Creole, Cajun",$,"Mon Closed, Tue-Fri 8am-1:30pm, Sat Closed, Sun 10am-1:30pm",59,3/1/2020,3376624003,,33,Central,0,,,-
23501,5873f422000aa169,English,Nott's Cajun Restaurant,639 Arthur Ave,Lake Arthur,70549,LA,United States,"Creole, Cajun",$$,"Mon Closed, Tue-Sat 10:30am-9pm, Sun 10:30am-2pm",44,3/1/2020,3377742332,,18,Central,0,Carl Higginbotham,Owner,-
23502,5fe69f356fca9143,English,Cajun Donuts & Kolaches,219 Saint Nazaire Rd,Broussard,70518,LA,United States,"Creole, Cajun",$,"Mon-Thu 4:30am-11:30am, Fri 4:30am-10am, Sat 4:30am-11:30am, Sun 5am-11:30am",51,3/1/2020,3378390610,cajun70518@gmail.com,215,Central,8,Minh C,Owner,-
23503,82e1731cd1b02e43,English,Quebedeaux's Cajun Cafe,3800 Monroe Hwy,Pineville,71360,LA,United States,Cajun,$$,"Mon-Thu 10:30am-9pm, Fri-Sat 10:30am-10pm, Sun 11am-3pm",51,3/1/2020,3187045935,valenz3ent@aol.com,150,Central,24,,,-
23504,e436ea1fc761b7bd,English,Bayou Cane Seafood,6539 W Main St,Houma,70360,LA,United States,Cajun,$$,Daily 10am-8am,66,3/1/2020,9858729775,bayoucaneseafood@yahoo.com,403,Central,28,,,-
23505,e6b2ed25205f8d90,English,Muriel's Jackson Square,801 Chartres St,New Orleans,70116,LA,United States,"Creole, Cajun",$$$,"Mon-Thu 3pm-9:30pm, Fri 3pm-10pm, Sat 10:30am-10pm, Sun 10:30am-9:30pm",73,3/1/2020,5045681885,apalomo@muriels.com,3278,Central,24,,,-
23506,7e6de3bf64ae61e3,English,Guillory's Food Store,8317 E St Bernard Hwy,St Bernard,70085,LA,United States,"Creole, Cajun",$,"Mon-Sat 5am-7pm, Sun Closed",41,3/1/2020,5046822906,,31,Central,0,,,-
23507,8af31ed38e24343a,English,Petra's Restaurant,1036 W Airline Hwy,Laplace,70068,LA,United States,"Creole, Cajun, Italian",$$,"Mon-Thu 11am-2pm 4pm-9pm, Fri 11am-2pm 4pm-10pm, Sat-Sun Closed",41,3/1/2020,9853598888,petralaplace@gmail.com,129,Central,0,,,-
23508,ae20360c81dda78d,English,D.I.'s Cajun Restaurant,6561 Evangeline Hwy,Basile,70515,LA,United States,"Creole, Cajun",$$,"Mon Closed, Tue-Thu 5pm-9:30pm, Fri-Sat 5pm-10pm, Sun Closed",80,3/1/2020,3374325141,coryfruge@gmail.com,3,Central,0,Sherry Fruge,Owner,-
23509,cfe7ffe5275a0700,English,Big John's Seafood Patio,3598 Broadview Dr,Erath,70533,LA,United States,"Creole, Cajun",$$,"Mon Closed, Tue-Sun 5pm-9pm",39,3/1/2020,3379378355,,50,Central,0,Tommy Stoutes,Owner,-
23510,27dad8dff439edb8,English,In-Laws,1121 Lowe Grout Rd,Iowa,70647,LA,United States,"Creole, Cajun",$$,"Mon-Fri 6am-8pm, Sat 8am-8pm, Sun Closed",56,3/1/2020,3373917004,jennakramer@inlawscajun.com,31,Central,0,,,-
23511,5d5001032ac8018a,English,C'est Bon,1400 Railroad Ave,Mermentau,70556,LA,United States,"Creole, Cajun",$$,"Mon-Tue 7am-2pm, Wed-Fri 7am-9pm, Sat 8am-9pm, Sun Closed",56,3/1/2020,3378245015,,2,Central,0,Ricky Iscre,Owner,-
23512,8b66a361defe7b9a,English,Nathan's Restaurant,36440 Old Bayou Liberty Rd,Slidell,70460,LA,United States,"Creole, Cajun",$$$,"Mon Closed, Tue-Sat 11am-9pm, Sun Closed",87,3/1/2020,9856430443,centry19@hotmail.com,416,Central,0,Ross Eirich,Owner,-
23513,f6f460528a28c4a7,English,Uchi Sushi,3001 Ormond Blvd,Destrehan,70047,LA,United States,Japanese,$$,"Mon-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",37,3/1/2020,9853071080,,96,Central,0,,,-
23514,3e594dd305079173,English,Mena's Palace,200 Chartres St,New Orleans,70130,LA,United States,Cajun,$,"Tue-Wed Closed, Thu-Mon 10:30am-3pm",84,3/1/2020,5045250217,menaspalace@gmail.com,3297,Central,0,,,-
23515,d0ef7148283e8ad2,English,Atchafalaya Cafe,7310 LA-182,Morgan City,70380,LA,United States,"Creole, Cajun",$$,"Mon-Wed 10:30am-2pm, Thu-Fri 10:30am-2pm 5pm-9pm, Sat 5pm-9pm, Sun Closed",71,3/1/2020,9853842707,info@atchafalayarestaurant.com,129,Central,0,,,-
23516,d39fa0a0a3771869,English,LeBleu's Landing,202 Henning Dr,Sulphur,70663,LA,United States,Cajun,$$,"Mon-Thu 10am-8pm, Fri 10am-9pm, Sat 10am-8pm, Sun Closed",61,3/1/2020,3375286900,,168,Central,0,Kevin Downs,Owner,-
23517,e79a4a8119cc7196,English,Today's Cajun Seafood,1700 McShane Pl,New Orleans,70116,LA,United States,Cajun,$,Daily 10:30am-9pm,53,3/1/2020,5049405995,,3265,Central,20,,,-
23518,10fa9fd45dedef67,English,Food Symphony Restaurant,4001 Lapalco Blvd,Harvey,70058,LA,United States,Cajun,$$,"Mon-Thu 11am-8pm, Fri 11am-9pm, Sat 2pm-9pm, Sun Closed",47,3/1/2020,5045339966,foodsymphonyrestaurant@gmail.com,1363,Central,18,,,-
23519,e91553bec5c77c81,English,Hibachi Express,5000 Shreveport Hwy,Pineville,71360,LA,United States,Japanese,$$,"Mon-Thu 10:30am-10:30pm, Fri-Sun 10:30am-9pm",42,7/28/2020,3186257111,hibachiexpressla@gmail.com,128,Central,16,,,-
23520,115d727d38d1518d,English,Superior Seafood & Oyster Bar,4338 St Charles Ave,New Orleans,70115,LA,United States,"Creole, Cajun",$$,Daily 4pm-6:30pm,68,3/1/2020,5042933474,info@superiorseafoodnola.com,3333,Central,36,,,-
23521,5d45f98e01684cdb,English,Jo Jo's China Bistro,1732 W Prien Lake Rd,Lake Charles,70601,LA,United States,Chinese,$$,"Mon-Thu 10:30am-10pm, Fri-Sat 10:30am-11pm, Sun 10:30am-10pm",33,3/1/2020,3375627810,,608,Central,26,,,-
23522,84116e6ec5f41b13,English,Copper Vine,1001 Poydras St,New Orleans,70112,LA,United States,"Creole, Cajun",$$,"Mon-Thu 11am-3pm 3pm-6pm 3pm-9pm, Fri 11am-3pm 3pm-6pm 3pm-10pm, Sat 10:30am-3pm 3pm-10pm, Sun 10:30am-3pm 3pm-9pm",78,3/1/2020,5042089535,emmeline.johnston@brechtel.com,3344,Central,24,Kyle Brechtel,General,-
23523,96ee2b6ecd40814e,English,Grand Wall Chinese Super Buffet,1123 N Airline Hwy,Gonzales,70737,LA,United States,Chinese,$,"Mon-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",29,3/1/2020,2256445630,,304,Central,24,Jan Lu,Owner,-
23524,ad2cdf2798e54198,English,Cajun Catfish Buffet,1452 US-167,Ville Platte,70586,LA,United States,Cajun,$$,"Mon-Tue Closed, Wed-Sat 5pm-9pm, Sun Closed",61,3/1/2020,3373636006,johngdeville@gmail.com,43,Central,0,,,-
23525,4296bd488a0014ff,English,Royal Sushi & Bar,1913 Royal St,New Orleans,70116,LA,United States,Japanese,$$,"Mon-Thu Noon-9:30pm, Fri-Sat Noon-10:30pm, Sun Noon-9:30pm",44,3/1/2020,5048271900,royalsushinola@gmail.com,3246,Central,18,,,-
23526,1b64e5951619a3f9,English,Megumi 21,305 S Tyler St,Covington,70433,LA,United States,Japanese,$$,"Mon-Fri 11am-2:15pm 5pm-9pm, Sat 11:30am-2:15pm 5pm-9pm, Sun Closed",82,3/1/2020,9853277040,,317,Central,30,,,-
23527,40d0d31802b1fbb3,English,Eastern Empire Chinese,3426 Cypress St,West Monroe,71291,LA,United States,Chinese,$,"Mon-Fri 11am-10pm, Sat 11am-10:30pm, Sun Closed",59,3/1/2020,3183968181,,475,Central,0,Fred Teaser,,-
23528,e3d89b704d8b0503,English,Cafe Maspero,601 Decatur St,New Orleans,70130,LA,United States,"Creole, Cajun",$$,"Mon-Thu 8am-10pm, Fri-Sat 8am-11pm, Sun 8am-10pm",73,3/1/2020,5045236250,cafemaspero@creolecuisine.com,3283,Central,42,Thomas Burns,General,-
23529,bf66c3ad44d4d016,English,Lee's Chinese Inn,3438 LA-1,Donaldsonville,70346,LA,United States,Chinese,$,"Mon-Thu 10am-9:30pm, Fri-Sat 10am-10pm, Sun 10am-9:30pm",32,3/1/2020,2254733000,,48,Central,0,Chuck Lee,,-
23530,ce9e36d7f624eced,English,City Buffet,1828 Main St,Franklin,70538,LA,United States,Chinese,$,"Mon Closed, Tue-Sun 10am-10pm",68,3/1/2020,3378281798,,47,Central,0,,,-
23531,a0ef715331cc2555,English,Richard's Boudin & Seafood,2250 E Napoleon St,Sulphur,70663,LA,United States,"Creole, Cajun",$$,"Mon-Sat 10am-8:30pm, Sun Closed",76,3/1/2020,3376258474,hjjrichard@att.net,167,Central,0,Jennifer Classy,General,-
23532,dc89266b4de3f8ca,English,Johnson's Kitchen,10250 Park Pl,Hammond,70403,LA,United States,Cajun,$$,"Mon-Fri 11am-7pm, Sat-Sun Closed",51,8/31/2021,2253953066,,183,Central,28,,,-
23533,1bdf10b7b3def8fe,English,Krazy Cajun Cafe,411 6th St,Mamou,70554,LA,United States,Cajun,$,Daily 7am-2pm,32,3/1/2020,3374682552,,27,Central,0,,,-
23534,a09b1299f2cd7808,English,Panda King,925 Behrman Hwy,Gretna,70056,LA,United States,Chinese,$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",53,3/1/2020,5044330388,,1332,Central,0,Richard Kron,,-
23535,a2ab9c9039781d31,English,Black Kettle,825 US-90,Patterson,70392,LA,United States,"Creole, Cajun",,"Mon Closed, Tue-Fri 7am-5am, Sat 7am-3am, Sun Closed",34,3/1/2020,9854126073,,53,Central,0,,,-
23536,817bc9a83e2bc810,English,Armantine Seafood & Spirits,720 St Louis St,New Orleans,70130,LA,United States,Cajun,$,,59,3/5/2022,5045231699,armantine@outlook.com,3293,Central,0,,,-
23537,e6ffd6d38b5ab210,English,Gentilly Wings & Seafood,4039 Louisa St,New Orleans,70126,LA,United States,"American, Creole, Cajun",$,"Mon-Fri 10am-7pm, Sat 10am-5pm, Sun Closed",34,1/23/2022,5049400118,,2172,Central,16,,,-
23538,1ef60bc63c8cd86f,English,Cajun Kitchen Seafood & Poboys,13322 US-90,Boutte,70039,LA,United States,Cajun,$,"Mon-Wed 11am-3pm, Thu-Fri 11am-8pm, Sat-Sun Closed",39,3/1/2020,9857852405,cajunkitchensnp@gmail.com,117,Central,0,Anh Nguyen,Owner,-
23539,35ceef944821c996,English,The Blind Tiger,120 Texas St,Shreveport,71101,LA,United States,Cajun,$$,"Mon-Thu 11am-7:45pm, Fri-Sat 11am-8:45pm, Sun Closed",39,3/1/2020,3182268747,info@blindtigerrestaurant.com,833,Central,0,Rick Sloan,Owner,-
23540,15451c77b750e9df,English,Main Moon Chinese Restaurant,2243 Maplewood Dr,Sulphur,70663,LA,United States,Chinese,$,"Mon-Sat 11am-9pm, Sun Closed",42,3/1/2020,3376250099,,167,Central,0,Manqiang Chen,Owner,-
23541,9084223d85baa15c,English,Gold Bowl,4006 Carter St,Vidalia,71373,LA,United States,Chinese,$,Daily 10:30am-8pm,21,3/1/2020,3183368811,,112,Central,0,,,-
23542,ba5a2c25f7a974f8,English,Ming's,7224 Pontchartrain Blvd,New Orleans,70124,LA,United States,Chinese,$$,"Mon Closed, Tue-Sat 4:30pm-8:15pm, Sun Closed",91,3/1/2020,5043336341,mings@mingslakeview.com,1457,Central,0,,,-
23543,f1ae1b33daf0c6c5,English,OEC Japanese Express,1816 W Thomas St,Hammond,70401,LA,United States,Japanese,$$,Daily 11am-9pm,53,3/1/2020,9853509996,,350,Central,26,,,-
23544,fb631df058914579,English,Philay's Catfish N' More,13386 Airline Hwy,Gonzales,70737,LA,United States,"Creole, Cajun",$$,"Mon-Wed Closed, Thu 11am-8pm, Fri-Sat 11am-9pm, Sun 11am-2pm",61,3/1/2020,2256473999,info@philays.com,349,Central,26,Sunshine Media,,-
23545,695db61dbf43de03,English,Dian Xin,620 Conti St,New Orleans,70130,LA,United States,"Korean, Chinese",$$,"Mon Closed, Tue-Fri 11am-9pm, Sat-Sun 11am-10pm",59,8/5/2022,5043723372,,3302,Central,28,,,-
23546,05945d824814d870,English,Prejean's,3480 NE Evangeline Thwy,Lafayette,70507,LA,United States,"Creole, Cajun",$$,"Mon-Thu 10:30am-9pm, Fri-Sat 10:30am-10pm, Sun 10:30am-4pm",63,3/1/2020,3378963247,matthew@prejeans.com,236,Central,24,Greg Metcalf,Back of the House,-
23547,29051fd48d5ac09c,English,Restaurant R'evolution,777 Bienville St,New Orleans,70130,LA,United States,"Creole, Cajun",$$$,"Mon-Tue 4pm-6pm, Wed Closed, Thu-Sun 4pm-6pm",78,3/1/2020,5045532277,billiot@revolutionnola.com,3289,Central,44,Jana Billiot,Back of the House,-
23548,762abe478cab4867,English,Grand Buffet,800 S Clearview Pkwy,New Orleans,70123,LA,United States,Chinese,$$,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",30,3/1/2020,5047369888,,1574,Central,20,Irene Chueng,General,-
23549,fcd6bb03d1367499,English,Imperial Cathay,6359 Youree Dr,Shreveport,71105,LA,United States,Chinese,$$,Daily 11am-9pm,71,3/1/2020,3187988310,imperialcathay@gmail.com,816,Central,30,Robert C,Owner,-
23550,198cfb43cd41a1ed,English,Chartres House,540 Chartres St,New Orleans,70130,LA,United States,"Creole, Cajun",$$,"Tue-Wed Closed, Thu-Mon 11am-10pm",87,3/1/2020,5045868383,chartreshouse@creolecuisine.com,3287,Central,0,,,-
23551,1db072fbf87c6e01,English,Chicorys,135 W Landry St,Opelousas,70570,LA,United States,"Creole, Cajun",$,"Mon-Fri 6:30am-2pm, Sat-Sun 7am-2pm",38,3/1/2020,3376780984,,141,Central,0,,,-
