Snowball Map,Dedupe Key,brizo_id,Name,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes
27688,1703 N Par70526,753feef166d455fb,China Dragon Buffet,1703 N Parkerson Ave,Crowley,LA,70526,United States,Hao Ming,Wang,,,,,2009.0,(337) 785-8882,,Chinese,$$,Seafood; Sushi; French Fries
27695,2325 Veter70002,5d712102735651cf,Shogun,2325 Veterans Memorial Blvd,Metairie,LA,70002,United States,Peggy,Kamata,Owner,Owner,,,1981.0,(504) 833-7477,,Japanese,$$,Seafood; Sushi; Steaks
27700,210 Morris70760,66b1b18707117a7f,Morel's Restaurant,210 Morrison Pkwy,New Roads,LA,70760,United States,Lauren,G,Business Owner,Owner,,,1983.0,(225) 638-4057,,Creole; Cajun,$$,Seafood; Steaks
27715,2633 Barat70072,7d8baf4cdf9583ed,Jaf Sushi House,2633 Barataria Blvd,Marrero,LA,70072,United States,,,,,jafsushihouse@yahoo.com,,,(504) 766-0456,jafsushihouse@yahoo.com,Japanese,$$,Smoked Salmon; Sushi; Noodles
27719,8353 Airli70815,7ab301cd1c458d02,Frank's Restaurant,8353 Airline Hwy,Baton Rouge,LA,70815,United States,Frank,Dedman,Business Owner,Owner,,,1972.0,(225) 926-5977,,American; Cajun,$$,BBQ; Hamburgers; French Fries
27745,823 Univer70605,37b907b37148c905,Crawfish Boil-N-Go,823 University Dr,Lake Charles,LA,70605,United States,,,,,,,1996.0,(337) 478-4997,,Creole; Cajun,$$,Seafood
27752,1699 Mayea70586,36b729dd0446031c,Crawfish Barn,1699 Mayeauxville Rd,Ville Platte,LA,70586,United States,Saul,Duos,Owner,Owner,,,,(337) 363-2322,eatinatthebarn@gmail.com,Creole; Cajun,$$,Seafood; French Fries
27769,1403 St Ch70130,2ff480d8bab70d51,Miyako Hibachi & Sushi Bar,1403 St Charles Ave,New Orleans,LA,70130,United States,Kristi,Ng,,,,,,(504) 410-9997,info@miyakonola.com,Japanese,$$,Smoked Salmon; Seafood; Teppanyaki; Sushi
27779,2016 Veter70510,3252a4d4011668e7,New China Buffet and Grill,2016 Veterans Memorial Dr,Abbeville,LA,70510,United States,,,,,,,,(337) 898-1712,,Chinese,$,Grill
27788,8433 Oak S70118,24b18399b0fbdbdb,Ajun Cajun,8433 Oak St,New Orleans,LA,70118,United States,,,,,ajuncajunnola@gmail.com,,,(504) 866-7077,ajuncajunnola@gmail.com,Japanese; Cajun,$$,Soups; Sandwiches; Curry; Chicken; Ramen; French Fries; Salads; Seafood; Smoked Salmon
27796,805 W Pine70454,29135076100d0ed8,Asian Fusion Cuisine,805 W Pine St,Ponchatoula,LA,70454,United States,,,,,admin@orderinghere.com,,,(985) 386-0866,admin@orderinghere.com,Japanese; Chinese; Thai,$$,Smoked Salmon; French Fries
27798,725 St Pet70116,2916d5b8be29ee35,The Apothecary,725 St Peter St,New Orleans,LA,70116,United States,Chris,Dunn,Executive Chef,Back of the House,,,,(504) 766-8179,nolavampireapothecary@gmail.com,American; Creole; Cajun,,
27802,1901 Bayou70458,34b2d1984d53303f,Palmettos on the Bayou,1901 Bayou Ln,Slidell,LA,70458,United States,Brittany,Mott,Restaurant and Event Manager,General,brittany.mott@palmettosrestaurant.com,,2002.0,(985) 643-0050,brittany@palmettosrestaurant.com,American; Creole; Cajun,$$,Seafood; French Fries
27818,901 S Clea70121,40e4898110ec0147,Jaeger's Seafood and Oyster House,901 S Clearview Pkwy,New Orleans,LA,70121,United States,John,J,Business Owner,Owner,,,1948.0,(504) 818-2200,,Creole; Cajun,$$,Seafood
27839,501 Tchoup70130,3d94d9d05b6a3721,Peacock Room,501 Tchoupitoulas St,New Orleans,LA,70130,United States,Chris,Lusk,Executive Chef,Back of the House,,,,(504) 571-1818,info@peacockroomnola.com,Creole; Cajun,$$,Smoked Salmon; Seafood; French Fries
27841,3500 Ryan 70605,2b73f1136126cf3a,The Cajun's Wharf Grill & Bar,3500 Ryan St,Lake Charles,LA,70605,United States,Todd,Chastain,Owner,Owner,,,2005.0,(337) 478-7333,,American; Cajun,$,Sandwiches; Chicken; Hamburgers; French Fries; Pizza; Salads; Chicken Wings; Grill
27849,1902 Forsy71201,286fca75b4c31530,SAMMY CRAWFISH KING,1902 Forsythe Ave,Monroe,LA,71201,United States,,,,,samih_omar@yahoo.com,,,(318) 855-1305,samih_omar@yahoo.com,Creole; Cajun,$$,Lobster; Seafood; French Fries; Shrimp
27881,1942 Prosp70363,0b42faa0fd6ee3dd,New China,1942 Prospect Blvd,Houma,LA,70363,United States,Tim,Psang,Owner,Owner,,,1999.0,(985) 876-2828,,Chinese,$,Soups; French Fries
27886,220 W Port70582,2a9b0b4158bfee33,Cajun Corner Cafe,220 W Port St,St Martinville,LA,70582,United States,,,,,,,,(337) 242-2058,,Cajun,$,French Fries
27888,210 Produc70508,254a1ce5fc327a62,Hot Wok,210 Production Dr,Lafayette,LA,70508,United States,Guan,Zheng,Owner,Owner,,,2010.0,(337) 233-9488,info@hotwoklafayette.com,Chinese,$,Soups; Seafood; Chicken; French Fries
27913,418 N Cana70301,4194e0bba4f5a63b,Kampachi Japanese Steakhouse,418 N Canal Blvd,Thibodaux,LA,70301,United States,Jason,B,Business Owner,Owner,,,2016.0,(985) 492-2311,kampachisushi@gmail.com,Japanese,$$,Sushi; Steaks
27914,7562 Blueb70810,41dbcfd76359cd3f,China Bear Restaurant,7562 Bluebonnet Blvd,Baton Rouge,LA,70810,United States,,,,,,,2003.0,(225) 769-4666,,Chinese,$,
27939,1782 N Dor70119,4517460b5beb6a77,Manchu Kitchen,1782 N Dorgenois St,New Orleans,LA,70119,United States,,,,,,,,(504) 948-2556,,Chinese,$,Chicken
27974,37390 Perk70769,802dc8ab41cc052b,On the Half Shell,37390 Perkins Rd,Prairieville,LA,70769,United States,Beau,de Sherry,Owner,Owner,,,1996.0,(225) 673-1951,,Cajun,$$,Seafood; Salads; Sandwiches; Hamburgers; French Fries
27985,1295 N She70815,84b6e9257bad9184,East Dragon,1295 N Sherwood Forest Dr,Baton Rouge,LA,70815,United States,Kevin,Liu,Owner,Owner,,,2003.0,(225) 275-5868,info@eastdragonbr.com,Chinese,$,French Fries
28025,103 Schlie70037,9b74216ed6a70201,Meme's New Orleans Cafe And Catering,103 Schlief Dr,Belle Chasse,LA,70037,United States,Dennis,Hock,Owner,Owner,,,1989.0,(504) 392-9922,,Creole; Cajun,,Sandwiches
28094,841 Ibervi70112,afaf88fc7f959b82,Deanie's Seafood,841 Iberville St,New Orleans,LA,70112,United States,Darren,C,Business Owner,Owner,,,2001.0,(504) 581-1316,valerie@deanies.com,American; Creole; Cajun,$$,Seafood; French Fries
28110,5226 Elysi70122,ab5fb7a25fae165e,Baby Cajun Joint,5226 Elysian Fields Ave,New Orleans,LA,70122,United States,,,,,,,,(504) 281-4278,,Cajun,,Seafood
28111,601 St Cha70130,abde2b4773ff9cf5,Tsunami Sushi,601 St Charles Ave,New Orleans,LA,70130,United States,Frederick,N,Business Owner,Owner,,,2017.0,(504) 608-3474,tsunamilaf412@gmail.com,Japanese,$$,Smoked Salmon; Seafood; Sashimi; Sushi; French Fries
28125,2000 W Esp70065,96811a7d7ae5e60d,Smittys Seafood,2000 W Esplanade Ave,Kenner,LA,70065,United States,Jerry,Scmidth,,,,,1994.0,(701) 575-4019,,Creole; Cajun,$$,Seafood
28127,3539 Ryan 70605,997a23303049db78,"La Star Buffet, Sushi, Hibachi Grill And Chinese Food",3539 Ryan St,Lake Charles,LA,70605,United States,,,,,lastarbuffetlakecharles@gmail.com,,,(337) 602-6070,lastarbuffetlakecharles@gmail.com,Chinese,$$,Seafood; Sushi
28130,4301 Tulan70119,9ac4bcd439259678,Mayas Food Connection,4301 Tulane Ave,New Orleans,LA,70119,United States,,,,,,,,(504) 535-0006,,American; Cajun,$$,Chicken
28146,124 W Main70760,c2320ccd3f7eb361,Ma Mama's Kitchen,124 W Main St,New Roads,LA,70760,United States,Kim,Duhon,Owner,Owner,,,1997.0,(225) 618-2424,,Creole; Cajun,$$,Seafood; Steaks
28151,101 Vetera70535,c66671941571280f,Cajun Station,101 Veterans Dr,Eunice,LA,70535,United States,,,,,,,,(337) 457-4252,,Southern; Cajun,$$,Soups; Seafood; Salads; BBQ; Sandwiches; Hamburgers; French Fries
28168,2104 Manha70058,bb367d84b129608a,Home Cooking Cafe,2104 Manhattan Blvd,Harvey,LA,70058,United States,,,,,,,2016.0,(504) 510-3310,,American; Cajun,$$,Seafood; Chicken Wings; Chicken; French Fries
28180,214 E Verm70501,bdfa19f04ce37e8e,The French Press,214 E Vermilion St,Lafayette,LA,70501,United States,Justin,G,Business Owner,Owner,,,2009.0,(337) 233-9449,yourfrenchpressparty@gmail.com,Cajun,$$,Soups; Sandwiches; French Fries
28188,7595 LA-1470646,a47d57e0b24e3d10,Blazin Cajun Crawfish Barn,7595 LA-14,Hayes,LA,70646,United States,,,,,,,,,,Cajun,,Seafood
28199,209 W Stat70802,8f21f42a68d3d752,Louie's Cafe,209 W State St,Baton Rouge,LA,70802,United States,James,Wetherford,Owner,Owner,,,1978.0,(225) 346-8221,info@louiescafe.com,American; Creole; Cajun,$,French Fries
28210,1140 Decat70116,95d899af933dab80,Voodoo Tavern and PoBoys,1140 Decatur St,New Orleans,LA,70116,United States,,,,,,,,(504) 766-0143,,Cajun,$$,Seafood; Sandwiches; Hamburgers; French Fries
28227,450 Larous70094,b3649a8ec4dfd8f6,Segnette Landing Harbor Front Dining,450 Laroussini St,Westwego,LA,70094,United States,Keith,Springman,,,,,,(504) 900-1901,segnettelanding@gmail.com,Southern; Creole; Cajun,$,Seafood
28254,1045 LA-2770633,b757c7cf1c5a5a26,Coconuts Cajun Grill,1045 LA-27,Dequincy,LA,70633,United States,,,,,,,,(337) 317-8161,,Creole; Cajun,,
28258,804 US-19070433,b65c7fd747d79025,Osaka West Japanese Restaurant,804 US-190,Covington,LA,70433,United States,Theodore,Chau,,,,,2010.0,(985) 871-8199,osakawest190@gmail.com,Japanese,$$,Smoked Salmon; Sushi
28340,139 Carond70130,d9364c33154874ed,Hobnobber's Variety Bar & Restaurant,139 Carondelet St,New Orleans,LA,70130,United States,,,,,,,1986.0,(504) 525-5428,,Cajun,$,
28348,1901 Manha70058,d5b000d058b3b4c5,Nobuko,1901 Manhattan Blvd,Harvey,LA,70058,United States,Nina,N,Business Owner,Owner,,,2018.0,(504) 345-2662,nobukollc1901@gmail.com,Japanese,$$,Sushi
28403,711 Bourbo70116,e4f52f8789c1b1ae,Bourbon Heat,711 Bourbon St,New Orleans,LA,70116,United States,Angelo,F,Business Owner,Owner,,,2011.0,(504) 324-4669,bourbonheatsales@gmail.com,American; Creole; Cajun,$$,French Fries
28407,1710 Nicho70802,e60361d3f8bcfd44,Chinese Inn Restaurant,1710 Nicholson Dr,Baton Rouge,LA,70802,United States,Helena,Wong,,,,,1973.0,(225) 383-1460,,Chinese,$,Soups; French Fries
28408,208 Lee Ln70433,e72d3d7e0d8dd665,New Orleans Food & Spirits,208 Lee Ln,Covington,LA,70433,United States,Byron,Dadeaux,Manager,General,,,2004.0,(985) 875-0432,,Cajun,$$,Seafood; French Fries
28431,6500 Magaz70118,f38d24ed3ad6c4f5,Cypress Knee Cafe,6500 Magazine St,New Orleans,LA,70118,United States,Steve,Dorand,Vice President,General,steve.dorand@auduboninstitute.org,,,(504) 581-4629,jeff.lukas@auduboninstitute.org,Cajun,$$,French Fries
28442,1997 Surgi70448,dcebb2e87e172394,Dr Gumbo's New Orleans Cuisine,1997 Surgi Dr,Mandeville,LA,70448,United States,,,,,,,1987.0,(985) 624-3818,,Creole; Cajun,,Seafood
28467,1402 Elton70546,f5720cd55ad50c8a,Babineauxs Cafe,1402 Elton Rd,Jennings,LA,70546,United States,Brenda,Babineaux,Owner,Owner,,,2009.0,(337) 824-0014,,Creole; Cajun,$$,Hamburgers
28474,516 S Tyle70433,f22ee76c50d4db88,Etouffee To Geaux,516 S Tyler St,Covington,LA,70433,United States,,,,,,,,(985) 327-7097,,Cajun,$$,
28487,1901 Old S70458,d5e41ffb5f705373,Kappy's Daiquiri & Sports Bar,1901 Old Spanish Trl,Slidell,LA,70458,United States,Mike,Strain,Owner,Owner,,,1975.0,(985) 643-1260,kappysslidell@gmail.com,Creole; Cajun,$$,Soups
28525,3416 Barks71112,f9a7896b986f2776,Spicy Bowl,3416 Barksdale Blvd,Bossier City,LA,71112,United States,Jin,K,Business Owner,Owner,,,2017.0,(318) 584-7034,,Japanese,$$,Smoked Salmon; Sushi
28537,113 Cumber70427,105c79a0c6e4a709,China Star,113 Cumberland St,Bogalusa,LA,70427,United States,Qiming,Huang,Owner,Owner,,,1999.0,(985) 735-8886,,Chinese,$,
28544,2309 David70003,0f18c2724221dbf6,Cajun Persuasion Seafood Market & Poboys,2309 David Dr,Metairie,LA,70003,United States,,,,,info@facebook.com,,2012.0,(504) 455-4350,info@facebook.com,Peruvian; Cajun,$,Seafood; French Fries
28546,1625 Baron70113,02db2765799bbd24,Cafe Porche & Snowbar,1625 Baronne St,New Orleans,LA,70113,United States,,,,,info@cafeporchesnowbar.com,,2018.0,(504) 481-2535,info@cafeporchesnowbar.com,Creole; Cajun,$$,French Fries
28556,805 Carter71373,16a3d76423b2768e,C and M Crawfish,805 Carter St,Vidalia,LA,71373,United States,,,,,,,2010.0,(318) 336-8626,,Creole; Cajun,$$,Seafood
28570,3013 Veter70510,10c5930370373b36,Tokyo Japan,3013 Veterans Memorial Dr,Abbeville,LA,70510,United States,,,,,renyigui@yahoo.com,,,(337) 893-4444,renyigui@yahoo.com,Japanese,$$,Soups; Smoked Salmon; Salads; Sushi; Chicken; French Fries; Steaks
28576,254 W Chim70802,11c6af269ce77d24,Inga's Subs & Salads,254 W Chimes St,Baton Rouge,LA,70802,United States,Inggub,Kim,Owner,Owner,,,1984.0,(225) 344-4861,,Japanese,$,Salads; Sandwiches
28584,1748 W Pri70601,1161dc57bd7ffba5,KoKo Ramen,1748 W Prien Lake Rd,Lake Charles,LA,70601,United States,,,,,,,,(337) 240-8430,,Japanese,$$,Soups; Poke; Bento Box; Ramen; French Fries
28598,518 S East70526,1306a7a6f7184072,Southside Cajun Kitchen,518 S Eastern Ave,Crowley,LA,70526,United States,,,,,southsidecajunkitchen@gmail.com,,,(337) 398-1092,southsidecajunkitchen@gmail.com,Cajun,$,Chicken
28607,3326 Front71295,1abe17bb98962338,Mustang Lucy Cafe,3326 Front St,Winnsboro,LA,71295,United States,,,,,,,,(318) 439-3530,,Creole; Cajun,,Ice Cream; Frozen Yogurt; Hamburgers
28613,3745 Frenc70122,1b14a3bd76429fc2,Pra_LEES,3745 Frenchmen St,New Orleans,LA,70122,United States,,,,,pra.leesfood2@gmail.com,,,(504) 478-6868,pra.leesfood2@gmail.com,Southern; Cajun,$$,Wraps; Tacos; Seafood; Salads; Sandwiches; Quesadillas; French Fries
28634,600 Decatu70130,1db1a4c25fdec179,Jazz Sushi Bar,600 Decatur St,New Orleans,LA,70130,United States,Naing,O,Owner,Owner,,,2008.0,(504) 522-4999,,Japanese,$,Smoked Salmon; Salads; Sushi; Noodles
28639,104 Lamar 70501,abbc81d1343d417c,Gary's,104 Lamar St,Lafayette,LA,70501,United States,,,,,,,,(337) 235-2921,,Cajun,$,Hamburgers
28681,1905 Rees 70517,a6516dddb0da08ae,Crazy Bout Crawfish,1905 Rees St,Breaux Bridge,LA,70517,United States,Deanna,W,Owner,Owner,,,2007.0,(337) 332-3071,cbc.megan@gmail.com,Southern; Cajun,$$,Seafood; Salads; Sandwiches; Hamburgers; French Fries
28689,200 W Mill70517,a45731c7b325a755,The Fruitstand,200 W Mills Ave,Breaux Bridge,LA,70517,United States,,,,,,,1987.0,(337) 332-4636,,Cajun,$$,Seafood; Sandwiches; Fruits; French Fries
28693,603 Holida70546,a374ad3f47e9de9e,King Buffet,603 Holiday Dr,Jennings,LA,70546,United States,,,,,,,,(337) 824-8848,,Japanese; Chinese,$,Seafood; Sushi; Chicken
28700,347 Westga70506,a8d91daa71d99525,4,347 Westgate Rd,Lafayette,LA,70506,United States,,,,,,,,(337) 233-4488,,Cajun,,Chicken
28716,5201 Nicho70820,9e09d9d47acd0c22,Wahada Restaurant,5201 Nicholson Dr,Baton Rouge,LA,70820,United States,,,,,xiaoluke007@gmail.com,,,(225) 767-1880,xiaoluke007@gmail.com,Japanese,$$,Smoked Salmon; Seafood; Sushi
28729,28811 Walk70785,90b99aa7e582e71e,Hebert's Cajun Meats,28811 Walker South Rd,Walker,LA,70785,United States,,,,,,,,(225) 614-5245,,Cajun,$$,French Fries
28730,2820 Louis71201,8f221bb10cc1d86c,Ninja Grill Hibachi Express,2820 Louisville Ave,Monroe,LA,71201,United States,,,,,,,,(318) 329-4999,,Japanese,$$,Dumplings; Hibachi; Grill; Noodles
28768,3195 La Hi70767,838f06d7d316d5a8,King of the Road Kitchen,3195 La Highway 1 S,Port Allen,LA,70767,United States,Paul,F,Business Owner,Owner,,,2017.0,(225) 749-0500,,Southern; Creole; Cajun,$,
28776,1001 St Ma70583,84d37160bc28502a,Uncle T's Oyster Bar,1001 St Mary St,Scott,LA,70583,United States,Anthony,H,Business Owner,Owner,,,2016.0,(337) 504-2285,,Creole; Cajun,$$,Seafood
28779,2245 Manha70058,880f9e7107823d6f,Tofu House,2245 Manhattan Blvd,Harvey,LA,70058,United States,,,,,tyanado@yahoo.com,,2018.0,(504) 509-6005,,Korean; Vietnamese; Chinese,$,
28835,732 S Mart70601,94545364bea6f610,Steamboat Bill's,732 S Martin Luther King Hwy,Lake Charles,LA,70601,United States,Natalie,Robinson,Owner,Owner,,,1981.0,(337) 494-1700,,Southern; Cajun,$$,Seafood; Salads; Sandwiches; Fried Chicken; Hamburgers; French Fries
28848,604 N Cana70301,00b0991d38884bdc,Off The Hook,604 N Canal Blvd,Thibodaux,LA,70301,United States,,Paxton,Director Of Operations,Operations,offthehookrest@gmail.com,,,(985) 493-5352,morganc@othook.com,Southern; Cajun,$$,Soups; Seafood; Sandwiches; Fried Chicken; Hamburgers; French Fries
28865,2550 N Der70117,02c093402f9aabc8,Chinese Inn,2550 N Derbigny St,New Orleans,LA,70117,United States,Richard,Yang,Owner,Owner,,,,(504) 943-2455,,Chinese,$,
28890,1731 W Mai70586,f0968e7f552e7da6,Chinese Kitchen,1731 W Main St,Ville Platte,LA,70586,United States,,,,,,,2004.0,(337) 363-0635,,Chinese,$$,
28926,1680 LA-5970448,e654743546817694,China Kitchen,1680 LA-59,Mandeville,LA,70448,United States,Yun,Lin,Manager,General,,,2009.0,(985) 727-7981,,Chinese,$,French Fries
28933,2015 N Che70526,ea649fbbdfc404a0,Rice Palace,2015 N Cherokee Dr,Crowley,LA,70526,United States,Daniel,Fontenot,General Manager,Operations,,,1994.0,(337) 783-3001,susie@ricepalace.com,American; Creole; Cajun,$$,Seafood; Hamburgers
28982,252 South 70802,3d2009339333a0e7,PASTIME RESTAURANT & LOUNGE,252 South Blvd,Baton Rouge,LA,70802,United States,Randy,Wesley,Owner,Owner,pastime@cox.net,,1941.0,(225) 343-5490,pastime@cox.net,Southern; Cajun; Italian,$$,Sandwiches; Chicken; Hamburgers; French Fries; Pasta; Pizza; Seafood; BBQ; Salads
28988,2340 Kalis70508,2143294a566a338b,Pizza Village,2340 Kaliste Saloom Rd,Lafayette,LA,70508,United States,Cody,Broussard,,,,,,(337) 706-8644,franchise@pizzavillage.com,Cajun,$$,Pizza; Pasta; Salads; Sandwiches; French Fries
29019,7505 Michi70128,484fac285eefefca,Crawbabies,7505 Michigan St,New Orleans,LA,70128,United States,,,,,,,,(504) 217-7932,,Caribbean; Cajun,$$,French Fries
29072,240 Range 70726,42d30b5f8e8649da,Crouching Dragon,240 Range 12 Blvd,Denham Springs,LA,70726,United States,Chunying,Chang,Owner,Owner,,,2011.0,(225) 664-1898,,Chinese,$,
29073,1703 N Cau70471,41e4bd8beacae1c6,Zen Japanese grill & sushi bistro,1703 N Causeway Blvd,Mandeville,LA,70471,United States,Anne,Lloyd,,,,,,(985) 778-2231,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Grill
29077,404 N Cana70301,2fe228cc74793fc3,Lin's Chinese Buffet,404 N Canal Blvd,Thibodaux,LA,70301,United States,Jianving,Lu,Owner,Owner,,,2006.0,(985) 447-1688,,Japanese; Chinese,$$,Smoked Salmon; Seafood; Noodles; French Fries
29078,3000 N Mar71107,30321812510bd753,Beijing Chinese Restaurant,3000 N Market St,Shreveport,LA,71107,United States,,,,,,,2011.0,(318) 828-1229,,Chinese,$$,
29095,25015 LA-170764,2a47f37d1099295e,Tom's Seafood & Restaurant,25015 LA-1,Plaquemine,LA,70764,United States,Tan,Nguyen,Owner,Owner,,,1994.0,(225) 687-9454,,Chinese,$,Seafood
29104,1955 Ormon70047,3829b0898c849322,Yummy Tokyo Sushi,1955 Ormond Blvd,Destrehan,LA,70047,United States,,,,,,,,(985) 725-2469,,Japanese,$$,Smoked Salmon; Sushi; French Fries
29119,600 N Caus70448,3f79690f330561c7,Trey Yuen Cuisine Of China,600 N Causeway Blvd,Mandeville,LA,70448,United States,W.,Five Wong Brothers,Business Owner,Owner,,,1971.0,(985) 626-4476,treyyueninmandeville@gmail.com,Chinese,$$,Seafood
29124,6746 Chef 70126,2fd858e1075210c7,Lucky Jean Seafood,6746 Chef Menteur Hwy,New Orleans,LA,70126,United States,,,,,,,,(504) 245-7842,,Chinese,$,Seafood; Sandwiches
29125,3000 Loyol70065,3133d92606a0a3ba,Yummy House,3000 Loyola Dr,Kenner,LA,70065,United States,,,,,,,,(504) 470-2898,,Chinese,$$,Dim Sum; Soups; Seafood; Fried Rice; Ramen; Noodles; French Fries
29152,1121 Lowe 70647,27dad8dff439edb8,In-Laws,1121 Lowe Grout Rd,Iowa,LA,70647,United States,,,,,inlawscajunspecialties@yahoo.com,,,(337) 391-7004,inlawscajunspecialties@yahoo.com,Creole; Cajun,$$,BBQ; French Fries
29159,9880 Blueb70810,2a20c4c192ea9336,China Star,9880 Bluebonnet Blvd,Baton Rouge,LA,70810,United States,Chung,Chau,,,,,2004.0,(225) 766-6899,,Chinese,$,
29163,13960 W Ma70373,2c382ccf14af4e0f,The Happy Gardens Restaurant,13960 W Main St,Larose,LA,70373,United States,Linda,Lau,Owner,Owner,,,2000.0,(985) 693-4494,,Chinese,$$,
29165,4702 Johns70503,2fbc2e082ad7b431,Shangri,4702 Johnston St,Lafayette,LA,70503,United States,Alan,Yen,Owner,Owner,,,1989.0,(337) 988-4588,,Japanese,$$,Hibachi; Smoked Salmon; Salads; Sushi; Grill; French Fries
29167,1100 Steph70053,2a082074ddf13013,Nine Roses,1100 Stephens St,Gretna,LA,70053,United States,Dut Txi,Doan,,,,,1988.0,(504) 366-7665,jeffnguyen05091964@gmail.com,Vietnamese; Chinese,$$,
29178,6920 Ambas70518,2e1407d63d165633,Riche's Y,6920 Ambassador Caffery Pkwy,Broussard,LA,70518,United States,,,,,,,,(337) 837-1896,,Cajun,$,Sandwiches; Chicken; Hamburgers; French Fries
29180,175 Fisher71449,2dfbfaeda8e932f4,Kim's Oriental Kitchen,175 Fisher Rd,Many,LA,71449,United States,Myong,Romine,Owner,Owner,,,1994.0,(318) 256-0128,,Chinese,$,French Fries
29192,1205 Forsy71201,4bfb003fc5289ea6,Cormier's Cajun Catering & Restaurant,1205 Forsythe Ave,Monroe,LA,71201,United States,L.,Larry Cormier,Business Owner,Owner,,,1989.0,(318) 322-0414,cormiers.restaurant@gmail.com,Cajun,$$,Seafood
29196,2830 Magaz70115,4b6450125430ff24,Sake Cafe Uptown,2830 Magazine St,New Orleans,LA,70115,United States,Hillary,Klein,Bartender,Front of the House,,,2001.0,(504) 894-0033,cafesakecafeuptown@hotmail.com,Japanese,$$,Smoked Salmon; Seafood; Sushi
29251,2321 W Esp70065,59bca7d853bd75bd,Parran's Poboy,2321 W Esplanade Ave,Kenner,LA,70065,United States,Ronald,Kimball,Lead Line Cook,Back of the House,,,,(504) 305-6422,,Creole; Cajun,$$,Seafood; Sandwiches; Hamburgers; French Fries
29269,4704 Veter70006,5143ce6723e7f369,Izakaya Little Tokyo Restaurant (Veterans Blvd),4704 Veterans Memorial Blvd,Metairie,LA,70006,United States,,,,,,,2012.0,(504) 885-6125,,Japanese,$$,Smoked Salmon; Sushi; French Fries
29273,1924 S Jul71269,4e47e400ce2954c0,Twin Dragon,1924 S Julia St,Rayville,LA,71269,United States,,,,,micktwindragon@gmail.com,,2006.0,(318) 728-7750,micktwindragon@gmail.com,Chinese,,
29286,1820 Main 70538,56a2a7812efa95fd,Brown's Boiling House,1820 Main St,Franklin,LA,70538,United States,,,,,brownsboilinghouse@hotmail.com,,,,brownsboilinghouse@hotmail.com,Creole; Cajun,$$,Seafood
29287,107 Centre70592,5735b6e99d7cfbd5,Corner Seafood And Wings,107 Centre Sarcelle Blvd,Youngsville,LA,70592,United States,,,,,eat@cornerseafoodandwings.com,,,(337) 857-5078,eat@cornerseafoodandwings.com,Cajun,$$,Seafood; Salads; Fried Rice; Chicken Wings; Chicken; French Fries
29288,901 Louisi70115,56bcdf1727a4b330,Atchafalaya,901 Louisiana Ave,New Orleans,LA,70115,United States,Christopher,Lynch,Executive Chef,Back of the House,,,2009.0,(504) 891-9626,tony.tocco@atchafalayarestaurant.com,Creole; Cajun,$$$,Smoked Salmon; French Fries
29291,630 Arling70820,597cbcc3c6d406f1,Hibachi Xpress,630 Arlington Creek Centre Blvd,Baton Rouge,LA,70820,United States,,,,,,,,(225) 960-7373,,Japanese,$,
29314,5674 LA-170374,5c5020e914d4ec69,Blackie's Po Boy Shop,5674 LA-1,Lockport,LA,70374,United States,Michelle,Leblanc,Owner,Owner,,,1996.0,(985) 532-5117,,Creole; Cajun,$,Seafood
29342,209 N Morg70518,6692aa8617afab69,Prejean's Restaurant Broussard,209 N Morgan Ave,Broussard,LA,70518,United States,,,,,matthew@prejeans.com,,,(337) 330-8982,broussard@prejeans.com,Cajun,$$$,Seafood; French Fries
29349,2119 Airli71111,573a45e54ce7f73c,Kabuki Sushi,2119 Airline Dr,Bossier City,LA,71111,United States,,,,,,,,(318) 742-9490,,Japanese,$$,Smoked Salmon; Fried Rice; Sushi; Bento Box; Noodles
29361,920 Sampso70669,5aac55a4d2a26d82,Pincher's Crawfish & Daiquiris,920 Sampson St,Westlake,LA,70669,United States,,,,,info@pincherswestlake.com,,,(337) 429-5099,info@pincherswestlake.com,American; Creole; Cajun,$,Pizza; Grill
29375,2112 Belle70053,794d62e7c32d2fba,Cafe Zen,2112 Belle Chasse Hwy,Gretna,LA,70053,United States,,,,,,,,(504) 393-2293,,Japanese,$$,Smoked Salmon; Sushi
29392,116 Baronn70112,7ceaf5881c595546,Cajun Mikes Pub & Grub,116 Baronne St,New Orleans,LA,70112,United States,,,,,,,2000.0,(504) 566-0055,,Creole; Cajun,$,Sandwiches
29439,7310 LA-1870380,d0ef7148283e8ad2,Atchafalaya Cafe,7310 LA-182,Morgan City,LA,70380,United States,,,,,info@atchafalayarestaurant.com,,,(985) 384-2707,info@atchafalayarestaurant.com,Creole; Cajun,$$,Seafood; Sandwiches
29444,942 Washin70438,d1a7263b03e319a1,Angkor Village Restaurant,942 Washington St,Franklinton,LA,70438,United States,,,,,,,,(985) 322-2152,,Japanese; Chinese,$$,Soups; Hibachi; Salads; Fried Rice; Grill
29477,5608 Citru70123,a8b70d9b4087d4a7,Kyoto 2,5608 Citrus Blvd,New Orleans,LA,70123,United States,,,,,,,,(504) 818-0228,,Japanese,$$,Sushi
