Created Date,Lead Source,Mobile - Primary,Business Phone,Street,Zip/Postal Code,State/Province (text only),Company / Account,Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date,Oppt Close Date
10/31/2022,Telemarketer,,(614) 771-7078,4502 CEMETERY RD,43026,OH,ORIENTAL EXPRESS,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(216) 591-0283,26300 CEDAR RD STE FC7,44122,OH,ASIAN CHAO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(419) 756-3279,(419) 756-3279,1408 LEXINGTON AVE,44907,OH,A WOK RESTAURANTSONG XIN CHEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(641) 321-6340,6784 REFUGEE RD,43110,OH,SENEGRILL,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(440) 356-5898,21789 LORAIN RD,44126,OH,CHINA HOUSE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(513) 825-3388,(513) 825-3388,1226 W KEMPER RD,45240,OH,1ST WOK,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 777-0835,3799 RIDGE MILL DR,43026,OH,JOEY CHANGS CHINESE & THAI RE,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(513) 759-9777,7763 TYLERSVILLE RD,45069,OH,TWIN DRAGON BUFFET,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(703) 425-1703,8938 BURKE LAKE RD,22151,VA,HUNAN WEST,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(703) 256-5399,6550 LITTLE RIVER TURNPIKE UNIT #D,22312,VA,HUNAN KITCHEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(703) 536-6266,5845 WASHINGTON BLVD,22205,VA,"Grand Hunan R83795 - Existing client, DO NOT CALL",SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(434) 239-1808,7701 TIMBERLAKE RD #111,24502,VA,GOOD TASTE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 422-3388,207 25TH ST,23451,VA,GOLDEN CITY III,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 622-5858,2601 MONTICELLO AVE,23517,VA,GOLDEN CITY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(646) 592-2771,(434) 295-2888,120 RIVERBEND DR,22911,VA,EAST GARDEN,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(757) 789-7779,25086 LANKFORD HWY,23418,VA,"DRAGON HOUSE -Duplicated, DO NOT CALL",SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(540) 464-1828,1225 N LEE HWY,24450,VA,CRYSTAL KITCHEN CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(740) 362-9227,10 N SANDUSKY ST STE 100,43015,OH,TYPHOON ASIAN FUSION BISTRO,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(330) 452-3808,2317 TUSCARAWAS ST W,44708,OH,LOONG FUNG CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(513) 769-0888,11959 LEBANON RD STE 1,45241,OH,HOUSE OF SUN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(614) 532-5572,1390 CHERRY BOTTOM RD,43230,OH,PANDA WOK,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(440) 232-5912,87 NORTHFIELD RD,44146,OH,CHINA DRAGON,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(440) 646-9100,5670 MAYFIELD RD,44124,OH,HYNAN OF LYNDHURST,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(419) 683-4288,402 E MAIN ST,44827,OH,HOT WOK,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(740) 522-7116,1006 HEBRON RD,43056,OH,ROYAL THAI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(419) 385-8989,5335 AIRPORT HWY,43615,OH,FIONAS HAPPY ROSE INC,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(614) 939-5888,5203 HAMPSTED VLG CTR WAY,43054,OH,GREAT WALL CHINESE RESTUARANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 890-2436,556 W SCHROCK RD,43081,OH,CHENS KITCHEN 556 INC,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(330) 434-1888,12 E EXCHANGE ST,44308,OH,PAD THAI AKRON DOWNTOWN - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(513) 674-1555,1198 SMILEY AVE STE D,45240,OH,JADE HOUSE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 789-9330,6161 GLICK RD,43065,OH,LILY SHANGHAI,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(419) 496-0012,1616 CLAREMONT AVE,44805,OH,LOTUS CHINESE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,CSM Referral,(419) 709-6603,(614) 429-0790,845 W 5TH AVE,43212,OH,CoCo's Grill - 4197096603,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(330) 965-9859,(330) 965-9859,7401 MARKET ST RM 353,44512,OH,ASIAN CHAO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(419) 227-3233,711 N CABLE RD,45805,OH,MARK PIS EXPRESS CABLE INC,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(513) 771-4488,11481 Chester Rd,45246,OH,Tokyo Japanese Restaurant,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(513) 229-8858,5218 Kings Mills Rd,45040,OH,Fusabowl,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(513) 683-2599,665 Loveland Madeira Rd,45140,OH,New Asian,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(775) 972-5688,(775) 972-5688,10555 Stead Blvd Ste 4,89506,NV,Asian Wok,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 202-3636,(702) 202-3636,3400 S Jones Blvd Ste 5C,89146,NV,Asian Noodles,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 731-7110,3570 Las Vegas Blvd S,89109,NV,Beijing Noodle No 9,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 558-7737,(702) 558-7737,6885 Aliante Pkwy,89084,NV,Agogo Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(775) 851-3030,6015 S VIRGINIA ST B,89502,NV,TWO GUYS FROM HONG KONG,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(775) 423-5588,255 S MAINE ST,89406,NV,THE WOK,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 360-4880,9340 W FLAMINGO RD #114,89147,NV,LAODIFANG ASIAN KITCHEN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(702) 658-8877,8380 W CHEYENNE AVE,89129,NV,COOK ON WOK,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(702) 568-1806,771 East Horizon Drive,89015,NV,CHINA WAN WAN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,,150 S HWY 160 STE C12,89048,NV,CHINA A GOGO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(702) 655-1631,4780 W ANN RD #3,89031,NV,CHINA A GOGO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(702) 407-5180,75 S VALLE VERDE DR,89012,NV,CHINA A GO GO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,,(702) 644-5858,6885 N ALIANTE PKWY,89084,NV,CHINA A GO GO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,(775) 747-1368,(775) 747-1368,2005 SIERRA HIGHLANDS DR #143,89523,NV,ASIAN WOK MAE-ANNE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 432-8886,(702) 432-8886,6515 N BUFFALO DR,89131,NV,ASIAN WOK,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 656-8240,(702) 656-8240,7045 W ANN RD #110,89130,NV,ASIAN KITCHEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 889-8833,7380 S RAINBOW BLVD #102,89139,NV,CHINA ONE,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(702) 839-1151,6720 N HUALAPAI WAY SUIT125,89149,NV,合作中,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 465-9111,3537 AIRLINE BLVD # 6,23701,VA,CHINA SUN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 340-9898,156 South Plaza Trail,23452,VA,CHINA INN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 479-1368,1920 CENTERVILLE TURNPIKE # 108,23464,VA,CHINA HALL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,CSM Referral,(434) 372-4911,(434) 372-4911,863 E 2ND ST,23924,VA,CHAN'S GARDEN,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(540) 261-1886,(540) 261-1886,2172 SYCAMORE AVE,24416,VA,CANTON CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(540) 966-1400,(540) 966-1400,2704 LEE HWY,24175,VA,BEST WOK,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(434) 534-8881,(434) 534-8881,12130 E LYNCHBURG SALEM TURNPIKE #6,24551,VA,BEIJING RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(540) 266-7662,(540) 266-7662,502 ELM AVE,24013,VA,BEIJING RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(276) 238-1010,(276) 238-1010,1093 E STUART DR,24333,VA,BAMBOO GARDEN RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(804) 458-8822,(804) 458-8822,4002 PRINCE GEORGE DR,23875,VA,BAMBOO GARDEN RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 837-8811,(703) 837-8811,828 N WASHINGTON ST #1720,22314,VA,ASIAN WOK CAFE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(757) 204-4266,(757) 204-4266,200 CARMICHAEL WAY,23322,VA,ASIAN GRILLE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 435-9485,(703) 435-9485,3065 CENTREVILLE ROAD SUITE #K,20171,VA,ASIAN GARDEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(434) 979-1888,(434) 979-1888,909 W MAIN ST,22903,VA,ASIAN EXPRESS,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(757) 336-1588,(757) 336-1588,6758 MADDOX BLVD #3,23336,VA,ASIAN EXPRESS,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 729-3298,(703) 729-3298,43150 BROADLANDS CENTER PLAZA #106,20148,VA,ASIA CAFE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(804) 445-9991,(804) 445-9991,1619 TAPPAHANNOCK BLVD,22560,VA,ASIA CAFE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 671-1616,(703) 671-1616,5033 COLUMBIA PIKE,22204,VA,ANDY'S CARRY OUT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 378-0869,(703) 378-0869,13635 LEE JACKSON MEMORIAL HWY,20151,VA,Sagar Asian Fusion,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(540) 343-8168,2035 COLONIAL AVE SW,24015,VA,HIBACHI EXPRESS JAPANESE REST--Do NOT CALL,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(703) 781-0890,6000 12TH ST,22060,VA,RICE KING,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,(540) 342-1001,(540) 342-1001,3603 FRANKLIN RD SW,24014,VA,Taste of Asian,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(703) 530-8888,10167 HASTINGS DR,20110,VA,THAI TYME RESTAURANT,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(703) 455-8899,(703) 455-8899,9544 OLD KEENE MILL RD,22015,VA,BEIJING TOKYO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(804) 571-6231,(804) 571-6231,11 W HUNDRED RD,23836,VA,BANGKOK THAI,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(703) 370-1873,362 S PICKETT ST,22304,VA,TASTE OF ASIA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 424-6919,4218 INDIAN RIVER RD,23325,VA,JACKIE CHEN INC,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(513) 874-6666,(513) 874-6666,6310 S Gilmore Rd,45014,OH,Asian Buffet - Chinese Food - Sushi - Salad Bar - Dessert - Party Rooms,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(513) 988-9028,8 E State St,45067,OH,Dragon China,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,(330) 615-7889,(330) 615-7889,1046 S Arlington St,44306,OH,Akron Oriental Store,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(330) 297-8717,1161 E Main St,44266,OH,No 1 Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(330) 650-9998,5657 Darrow Rd,44236,OH,Pad Thai,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(440) 842-8888,11680 Snow Rd,44130,OH,China Dragon,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(216) 486-9818,923 E 222nd St,44123,OH,China Sea,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(440) 268-6622,(440) 268-6622,19648 W 130th St,44136,OH,Asia Garden,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(440) 998-6681,1030 Lake Ave,44004,OH,Main Moon,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(330) 896-3388,3465 Massillon Rd,44685,OH,Mr. Cheng's Asian Bistro,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(330) 627-9988,1003 Canton Rd NW,44615,OH,Cheng's Gourmet,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 263-3888,2418 N High St,43202,OH,Taste of Orient,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(937) 742-7199,790 Northwoods Blvd,45377,OH,Fu Ying,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(513) 683-9808,6050 OH-48,45039,OH,New China,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(513) 870-0068,6600 Dixie Hwy,45014,OH,Panda Garden,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(440) 257-8883,5945 Andrews Rd,44060,OH,New China Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(614) 798-8300,6242 Sawmill Rd,43017,OH,BD's Mongolian Grill,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(614) 790-8860,(614) 790-8860,3512 W Dublin Granville Rd,43235,OH,Asia Fusion Restaurant/ closed,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 793-8667,5013 Tuttle Crossing Blvd,43016,OH,Stir Fry 88,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(614) 847-8168,2173 W Dublin Granville Rd,43085,OH,Main Moon,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 853-9987,28 Galloway Rd #254,43119,OH,Dragon House,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(614) 418-9128,366 Hamilton Rd,43230,OH,Chinese Express,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(513) 575-0892,(513) 575-0892,1602 OH-28,45140,OH,A Chinese Take Out,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(419) 878-9088,1083 Pray Blvd D,43566,OH,China King,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(225) 383-3362,501 Main St Ste Q,70801,LA,Paul Wongs Chinese & Sushi - Permanently Closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,(702) 898-3358,(702) 898-3358,3827 E SUNSET RD,89120,NV,AMLEE CHINESE CUISINE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 631-3839,5485 W SAHARA AVE,89146,NV,ORCHIDS GARDEN,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 557-1562,(702) 557-1562,3000 W ANN RD,89031,NV,AMAZING THAI RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 909-8987,(702) 909-8987,7425 S DURANGO DR,89113,NV,AMAZING THAI 2,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(775) 828-7227,(775) 828-7227,1290 E PLUMB LN STE I,89502,NV,ASIAN NOODLES,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 459-6009,601 N NELLIS BLVD,89110,NV,THAI CUISINE,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(775) 657-6144,(775) 657-6144,400 W 5TH ST,89503,NV,0,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 534-7799,7377 S JONES BLVD STE 113,89139,NV,THAI STYLE NOODLE HOUSE 4,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(775) 622-8825,(775) 622-8825,8798 N Red Rock Rd #201,89508,NV,Aloha Shack,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(775) 355-9999,(775) 355-9999,2010 Oddie Blvd,89431,NV,Asuka,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(775) 870-1788,(775) 870-1788,1131 Steamboat Pkwy,89521,NV,Asian Paradise,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(702) 547-3999,(702) 547-3999,4141 S Pecos Rd,89121,NV,AYCE sushi & asian fusion,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 623-1205,5960 W Spring Mountain Rd #1D,89146,NV,Lucky House Cafe,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(702) 387-7888,4850 W Flamingo Rd Unit 34-35,89103,NV,洞庭春酒楼 Dong Ting Chun Restaurant,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(732) 257-3888,58 Main St Ste 1,8882,NJ,Beijing,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,AE Sourced,(347) 557-7227,(732) 727-8981,161 N Broadway,8879,NJ,Oriental House,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(732) 525-8888,2255 US Highway 9,8857,NJ,China Express,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(908) 437-1388,1386 U.S. 22,8833,NJ,CHINA III,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(732) 892-8899,2261 Bridge Ave,8742,NJ,Timing Kitchen Chinese Cuisine,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(732) 364-1052,202 Main St Ste B,8701,NJ,Vip Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(609) 581-8839,101 Marketplace Blvd,8691,NJ,China Grill Buffet,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(609) 799-9666,33 Princeton Hightstown Rd Ste L,8550,NJ,Sultan Wok & Sushi,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(609) 569-1333,111 S Main St,8232,NJ,Hop Hing Kitchen,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(609) 653-0288,1201 New Rd Ste 117,8221,NJ,Empress Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(646) 335-2838,1261 POTOMAC VISTA DR,22191,VA,SHOGUN EXPRESS - Permanently Closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,(804) 732-6441,(804) 732-6441,950 S SYCAMORE ST APT C,23803,VA,CANTON RESTAURANT INC,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(703) 273-6310,10919 MAIN ST,22030,VA,HUNAN PANDA CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(202) 966-1942,1478 CARRINGTON RIDGE LN,22182,VA,CHALINS RESTAURANT,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(434) 385-6688,(434) 385-6688,205 GRISTMILL DR,24551,VA,ANDY CHANGS - Permanently closed,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 421-0888,(703) 421-0888,21089 DULLES TOWN CIR,20166,VA,BENIHANA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 743-1107,(703) 743-1107,9110 DEVLIN RD,20136,VA,BENJINS ASIAN BISTRO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 865-0000,(703) 865-0000,11270 JAMES SWART CIR,22030,VA,BUSABA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(434) 791-2939,629 N MAIN ST,24540,VA,MOON RIVER THAI LLC,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,(804) 781-4388,(804) 781-4388,8319 BELL CREEK RD STE F,23116,VA,BELL HUT ASIAN CUISINE LLC,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(434) 845-2816,(434) 845-2816,910 Main St,24504,VA,Aji Ramen and Sushi,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(540) 982-8888,(540) 982-8888,2202 Orange Ave NE,24012,VA,AGOGO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(757) 896-0034,54 Coliseum Xing,23666,VA,Ruyi Express,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(804) 282-7255,403A N Ridge Rd,23229,VA,Chinese Chef,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(804) 288-8875,(804) 288-8875,5710 Grove Ave,23226,VA,Beijing On Grove,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 569-7755,(703) 569-7755,6820 Commerce St,22150,VA,Blue Pearl Buffet,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(540) 665-1636,156 Market St,22603,VA,Guan's Garden Inc,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(703) 723-1388,(703) 723-1388,44260 Ice Rink Plaza #106,20147,VA,Asian Fusion,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(337) 988-1288,120 Curran Ln Ste A,70506,LA,Buffet City,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(985) 370-4210,530 W Pine St,70454,LA,Kane's Deli,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(985) 876-8008,1779 Martin Luther King Jr Blvd Ste 200,70360,LA,Grand Buffet,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,,(504) 309-8799,7136 Downman Rd,70126,LA,Charlie's Chinese Cuisine,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(318) 871-0888,100 EDWARDS ST # B,71052,LA,HONG KONG CHINESE RESTAURANT,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(318) 872-9998,1312 MCARTHUR DR,71052,LA,GREAT WALL BUFFET,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,,(225) 272-2513,718 O'NEAL LN,70816,LA,GREAT TASTE,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(504) 891-8280,3009 MAGAZINE ST,70115,LA,JUNG'S GOLDEN DRAGON II,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(845) 866-6699,(504) 712-7808,4041-B1 WILLIAMS BLVD,70065,LA,NO.1 RED APPLE,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,,(973) 347-1118,90 US Highway 206,7874,NJ,Empire Buffet - Permanently closed,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,,(973) 729-7722,227 Sparta Ave,7871,NJ,Fus Chinese Restaurant,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(646) 392-6285,(646) 392-6285,442 SALEM ST,2155,MA,ASIA PALACE INC,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,(508) 888-2212,(508) 888-2212,2291 STATE RD STE 9,2360,MA,ASIAN ESSENCE,SDR Complete,Unqualified Lead Queue,Duplicate
