Created Date,Lead Source,Company / Account,Business Phone,Mobile - Primary,Street,Zip/Postal Code,State/Province (text only),Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date
3/10/2023,Telemarketer,Bistreaux,(504) 648-6153,,1001 Rue Toulouse,70112,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Bill's Creole & Seafood,(601) 879-7296,,471 Railroad Ave,39071,MS,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Bijou Restaurant and Bar,(504) 603-0557,,1014 N Rampart St,70116,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Big Momma's Kitchen,(510) 479-7608,,4929 International Blvd,94601,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Big Easy Cajun,(617) 267-3630,,100 side Pl Ofc,2141,MA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,Big Daddy E's,(800) 946-1946,,711 Paragon Pl,71351,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Berthelot Crawfish,(225) 239-5171,,4815 Perkins Rd,70808,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Bergeron's Boudin and Cajun Meats,(318) 741-2243,,"3933 Benton Rd, Bldg D",71111,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Bergeron's Boudin & Cajun Meats,(225) 289-5400,,"402 W Hwy 30, Ste C",70737,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Benno's Cajun Seafood Restaurant,(409) 762-4621,,1212 Seawall Blvd,77550,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Benâs Crab & Seafood Bar,(770) 435-1777,,1061 Concord Rd SE,30080,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Ben Yay's,(901) 779-4125,,51 S Main St,38103,TN,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/10/2023,Telemarketer,Behrman Cajun Seafood,(504) 376-8842,,4021 Behrman Pl,70114,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/22/2023,Telemarketer,The Bento Box,(408) 255-1388,,228 Barber Ct,95035,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Shangri-La Chinese Restaurant,(408) 358-1520,,784 Blossom Hill Rd,95032,CA,SDR Complete,Unqualified Lead Queue,Current Client
3/22/2023,Telemarketer,Taba Taba China Bistro,(408) 395-2489,,"20 S Santa Cruz Ave, Ste 204",95030,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Ginger Cafe,(408) 847-2625,,8657 San Ysidro Ave,95020,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Mama Chen's Kitchen,(408) 996-8877,,19052 Stevens Creek Blvd,95014,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Lei Garden,(408) 996-3838,,10125 Bandley Dr,95014,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,99 Ranch Chinese Food Bar,(408) 856-8199,,10455 S De Anza Blvd,95014,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Chicken Meets Rice,(408) 412-7728,,"10445 S De Anza Blvd, Ste 101 Cupertino",95014,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Hanlin Tea Room - Cupertino,(408) 320-1080,,10271 Torre Ave,95014,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Hancook,(510) 876-9988,,4315 Telegraph Ave,94609,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Hong Kong East Ocean Seafood Restaurant,(510) 655-3388,,3199 Powell St,94608,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,The Oaks Corner - Permanently closed,(510) 652-2259,,4099 San Pablo Ave,94608,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,E-Shum Chinese Takeout Restaurant,(617) 889-8018,,367 Washington Ave,2150,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Red 8,(857) 770-3388,,1 Broadway,2149,MA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,Happy Lamb Hot Pot,(857) 285-6933,,485 Massachusetts Ave,2139,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,South of the Clouds - Permanently closed,(617) 787-1686,,412A Market St,2135,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,MDM Noodles,(617) 208-8663,,351 Washington St,2135,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Shabu-Zen,(617) 782-8888,,80 Brighton Ave,2134,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Ten Second Noodles house,(617) 202-5144,,431 Cambridge St,2134,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Food Opera,(617) 728-8238,,83 Essex St,2111,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,XiÃ¢â¬â¢an Rougamo,(857) 233-5466,,"417 Washington St, The Corner Food Court",2108,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Ginger Cajun Seafood,(978) 594-5558,,118 Washington St,1970,MA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Domo Hibachi And Sushi,(978) 998-4633,,374 Rantoul St,1915,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Tasty Dumplings,(978) 455-2147,,351 Market St,1852,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Master Wok - Permanently Closed,(508) 655-0615,,1245 Worcester St,1760,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,P.F. Chang's,(508) 651-7724,,"1245 Worcester St, Ste 4008",1760,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Beijing Tokyo-Permanently closed,(978) 429-8989,,103 Nagog Park,1720,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Mr. Rice,(626) 581-8661,,1010 Broxton Ave,90024,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Kiki's Kitchen,(978) 343-5788,(857) 221-2117,35 Airport Rd,1420,MA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Wicked Noodles at MGM Springfield,(413) 273-5000,,One Mgm Way,1103,MA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/22/2023,Telemarketer,Jenny Chan's Chinese Restaurant,(413) 289-1008,,1033 Thorndike St,1069,MA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,China Dynasty,(413) 256-8800,,1 Gooseberry Ln Hadley,1035,MA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Tian Jin Dumplings,(510) 459-6265,,"989 Franklin St, Suit B",94607,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Baby Cafe,(510) 251-0888,,358 11th St,94607,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Lucky Chef Chen,(510) 261-9788,,3542 International Blvd,94601,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Li Cha Tea,(925) 378-7186,,1245 N Broadway,94596,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Beijing Chef,(925) 425-0617,,"2717 Stoneridge Dr, Ste 101",94588,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,China Lounge Restaurant and Bar,(925) 227-1312,,4220 Rosewood Dr,94588,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Donut Delight Express,(510) 429-1358,,34554 Alvarado Niles Rd,94587,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Gee's Restaurant,(510) 382-9828,,794 E 14th St,94577,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Telemarketer,Little Namking,(510) 382-0168,,695 E 14th St,94577,CA,SDR Complete,Marketing Nurture Queue,Duplicate
3/22/2023,Telemarketer,Lulu's Kitchen,(925) 833-7833,,7465 Amador Valley Blvd,94568,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Koi Palace Express,(925) 833-3938,,"4288 Blvd, Ste 120",94568,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Mayflower Restaurant,(925) 551-8088,,4086 Grafton St,94568,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,88 Bao Bao,(925) 361-5760,,3880 Fallon Rd,94568,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Tasty Pot,(925) 248-2126,,"4288 Blvd, Suites 115 - 116",94568,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Dragon City,(925) 249-9448,,824 Main St,94566,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Cloudland Rice Noodles,(650) 586-9612,,39185 Cedar Blvd,94560,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Pan Fried Dumplings,(510) 894-1243,,"6180 Jarvis Ave, Ste U",94560,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Tasty Pot,(510) 797-8889,,34909 Blvd,94560,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,England Rose Garden,(510) 713-9188,,"39055 Cedar Blvd, Ste 166 Newark",94560,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,Hunan Mifen,(510) 648-2339,,39115 Cedar Blvd,94560,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Long Men Bay Hot Pot,(510) 509-2213,,"39055 Cedar Blvd, Ste 189",94560,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Customize MaLaTang,(510) 358-2094,,39135 Cedar Blvd,94560,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Chef Cho,(408) 761-8610,,6180 Jarvis Ave,94560,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/22/2023,Telemarketer,BunBao,(510) 573-0672,,34755 Ardenwood Blvd,94555,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/22/2023,Telemarketer,Little Dipper Shabu Shabu-Permanently closed,(510) 651-8989,,46573 Mission Blvd,94539,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/22/2023,Marketing Inbound,Unknown,(732) 485-5174,(732) 485-5174,West 33rd Street,,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Marketing Inbound,China House Restaurant,(215) 877-1868,(917) 242-5335,5610 Lancaster Avenue,19131,PA,SDR Complete,Goh EeLin,Current Client
3/21/2023,Marketing Inbound,Pekeing Groton - sold business.,(860) 449-6768,(860) 574-5564,565 Connecticut 12,6340,CT,SDR Complete,Unqualified Lead Queue,Current Client
3/16/2023,Marketing Inbound,cHiNADRAGONkITCHEN,,(347) 781-3701,18VillgeAVeElmontLL,,,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,CSM Referral,CoCo Hot Pot,(614) 502-0036,(419) 709-6603,743 Bethel Rd,43214,OH,AE Assigned,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,Zydecoâs Southern Soul and Cajun Cuisine,(660) 362-0417,,"609 E Young, Ste C6",64093,MO,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,Zydeco's Louisiana Kitchen,(480) 371-0273,,430 N Dysart Rd,85338,AZ,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Zydeco Louisiana Diner,(713) 759-2001,,1119 Pease St,77002,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Zatarain's Kitchen,,,"900 Airline Dr, Cocourse C, Louis Armstrong New Orleans International Airport",70062,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Yats food truck,(614) 486-9287,,1386 Grandview Ave,43212,OH,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,Miami Fried Fish Restaurant,(954) 368-5888,,2630 W Broward Blvd,33312,FL,AE Assigned,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Viola & Agnes' Neo Soul Cafe,(281) 326-2226,,3659 NASA Rd 1,77586,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Village Restaurant,(978) 768-6400,,55 Main St,1929,MA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/10/2023,Telemarketer,Victor's Cafeteria,(337) 369-9924,,109 W Main St,70560,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Urban Hot Pot,(443) 546-4268,,"10100 Twin Rivers Rd, Ste C1 109",21044,MD,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Union Seafood,(518) 599-5888,(917) 415-8818,820 Central Ave,,NY,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,Two Sister's Restaurant - Permanently Closed,(817) 282-1800,,417 W Bedford Euless Rd,76053,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Two Jokers Grill,(504) 454-5101,,3503 Division St,70002,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Turtleheads Raw Bar,(417) 782-4323,,4218 S Main St,64804,MO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Treebeards,(713) 752-2601,,1100 Louisiana St,77002,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Treasure Chest-Permanently closed,(732) 657-2590,,666 Route 70,8733,NJ,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Tortilla Flats,(401) 751-6777,,355 Hope St,2906,RI,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Tommy's Cuisine,(504) 581-1103,,746 Tchoupitoulas St,70130,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Thirsty's RVA,(804) 918-3080,,3516 Forest Hill Ave,23225,VA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,The Wild Crab,(714) 530-8877,,9730 Blvd,92844,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Vikings Boiling Seafood - Las Vegas,(702) 329-1072,,"9770 S Blvd, Ste 100",89183,NV,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Station Seafood Company,(832) 427-6042,,8604 Hwy 6 N,77095,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Seafood King - Bessemer,(205) 434-3766,,5060 Academy Ln,35022,AL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Quarter New Orleans Kitchen and Tap Room,(956) 627-2454,,"100 E Nolana, Ste 155",78504,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Quarry Thornton,(708) 564-5154,,121 S William St,60476,IL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Original Benjamin's Calabash Seafood,(843) 449-0821,,9593 N Kings Hwy,29572,SC,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Ocean Crab,(517) 708-7879,,727 E Miller Rd,48911,MI,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,The Manor House,(713) 685-6840,,111 N Post Oak Ln,77024,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Luscious Crab,(651) 600-3374,,501 University Ave W,55103,MN,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,The Keg Restaurant,(270) 762-0040,,"1051 N 16th St, Ste A",42071,KY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Hummingbird,(415) 457-9866,,57 Broadway Blvd,94930,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Food Lady cafe and Catering,(936) 327-1145,,705 N Washington Ave,77351,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Flavor of Creole,(310) 502-1690,,12136 Ventura Blvd,91604,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Famous Crab,(281) 484-2722,,12130 Dickinson Rd,77089,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,The Chloe,(504) 541-5500,,4125 St Charles Ave,70115,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,The Cajun Market & Cafe,(817) 527-2175,,5409 Blvd,76034,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,The Bluff,(901) 454-7771,,535 S Highland St,38111,TN,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,The Angry Crab,(773) 687-9929,,1308 N Milwaukee Ave,,IL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Tee Wayne's,(225) 644-3663,,39087 Hwy 621,70737,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Tapp Out Restaurant,(713) 691-7438,,4901 Yale St,77018,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Tadâs Louisiana Cooking,(337) 602-6678,,3624 Ryan St,70605,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Tableau,(504) 934-3463,,616 St Peter St,70116,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Swampwater Jack's,(502) 813-8200,,937 Phillips Ln,40209,KY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Sup Crab - Permanently closed,(212) 925-8083,,97 Bowery,10002,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Sugar Lou's Southern Creole Cuisine,(318) 349-7490,,"401 Edwards, Ste 217",71101,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,STIR IT UP BISTRO-Permanently closed,(409) 333-1273,,672 Orleans St,77705,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Steamboat Bill's on the Lake,(337) 494-1070,,1004 N Lakeshore Dr,70601,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,SR Boil House,(361) 450-5050,,501 S Austin St,78382,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Spicy Bai Chuan Restaurant - Permanently closed,(347) 371-9899,,6916 18th Ave,11204,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Southern Comfort Kitchen,(510) 397-6705,,3571 Blvd,94546,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Solid Rock Cafe,(925) 481-2706,,422 W 2nd St,94509,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Small Time Hot Dogs,(662) 753-9702,,510 Raper St,38967,MS,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Shrimp Basket-Permanently closed,(228) 215-1128,,1108 Bienville Blvd,39564,MS,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Sheriff's Cuisine Houston,(832) 475-8901,,"601 Jefferson St, Fooda Popup in Tunnel Food Court",77002,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/10/2023,Telemarketer,Shane's Acadiana Crawfish & Catering,(318) 687-5015,,9176 Mansfield Rd,71118,LA,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,Sean's Prime Dining,(251) 517-7229,,58 N Section St,36532,AL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,Seafood Legend,(443) 893-3387,,2329 Rolling Rd,21244,MD,SDR Complete,Unqualified Lead Queue,Current Client
3/10/2023,Telemarketer,Seafood and Crawfish,(951) 359-5999,,10173 Magnolia Ave,92503,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Screen Door Pearl District,(503) 542-0882,,1131 NW Couch St,97209,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Schilleci's New Orleans Kitchen,(281) 419-4242,,"9595 Six Pines Dr, Ste 1120",77380,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Sammy's Grill Highland,(225) 766-9600,,8635 Highland Rd,70808,LA,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,Salâs Gumbo Shack,(562) 423-2113,,4470 California Pl,90807,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Sal And Judy's Restaurant,(985) 882-9443,,27491 Hwy 190,70445,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Sailorâs Boil,(801) 999-4081,,4121 S Carriage Sq,84129,UT,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,S/T Hooligans,(206) 659-4754,,4354 Leary Way NW,98107,WA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Russo's,(330) 923-2665,,4895 State Rd,44264,OH,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/10/2023,Telemarketer,Route 30 BBQ and Grill,(804) 769-4777,,12134 Rd,23086,VA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Ronnie's Boudin & Cracklin House 2,(225) 216-7151,,9726 Florida Blvd,70815,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Rolands Cajun Catering,(256) 990-7356,,1217 Grace St NW,35801,AL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Rocks Landing Bar & Grille,(412) 875-5809,,"506 Chartiers Ave, Flr Ground",15136,PA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
3/10/2023,Telemarketer,Richard's Seafood Too - Permanently closed,(337) 385-2328,,901 Charity St,70510,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Rib Room,(504) 529-7045,,621 Saint Louis St,70130,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Rendi's Mud Bugs Crawfish,(501) 617-4735,,115 Printers Ln,71913,AR,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Red Claws Crab Shack,(682) 708-7468,,5278 S Hulen St,76132,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,Red Claw Seafood Co - Permanently closed,(512) 360-7460,,115 Main St,78957,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Red Baton Cajun Steakery,(225) 354-3448,,"9430 Jackie Cochran Dr, Metropolitan Airport",70807,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Red Anchor Seafood,(337) 703-3008,,5621 Johnston St,70503,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Ralph Brennan's Jazz Kitchen,(714) 776-5200,,1590 S Disneyland Dr,92802,CA,SDR Complete,Unqualified Lead Queue,Duplicate
3/10/2023,Telemarketer,Rainier Crawfish,(206) 453-4319,,9447 Rainier Ave S,98118,WA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Racks Fish House & Oyster Bar,(561) 450-6718,,5 SE 2nd Ave,33444,FL,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
3/10/2023,Telemarketer,R & M's Boiling Point,(337) 365-7596,,6308 Hwy 90 W,70560,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Prince Seafood Shack-Permanently closed,(228) 818-7578,,"6716 Washington Ave, Ste A",39564,MS,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Praline Connection,,,"900 Airline Dr, Louis Armstrong New Orleans International Airport",70062,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Pot & Paddle Jambalaya Kitchen,(225) 644-7687,,"2819 S Cabelas Pkwy, Ste D",70737,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Pot & Paddle-Permanently closed,(985) 778-0492,,"4350 LA-22, Ste H",70471,LA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
3/10/2023,Telemarketer,Pot & Paddle,(985) 234-9940,,"70493 Hwy 21, Ste 800",70433,LA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Poppy's Crazy Lobster Destin,(850) 351-1996,,138 Fishermans Cv,32550,FL,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
3/10/2023,Telemarketer,Po' Boys & Pickles,(207) 518-9735,,1124 Forest Ave,4103,ME,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
