ZIP_CODE,NUMBERS_OF_CLIENTS,NUMBER_OF_CHINESE_CLIENTS,NUMBER_OF_JAPANESE_CLIENTS,NUMBER_OF_CHINESE_JAPANESE_CLIENTS,NUMBER_OF_ADVANCED_CLIENTS,NUMBER_OF_UNKNOWN_CLIENTS,NUMBERS_OF_GMV_LEVEL_3,NUMBERS_OF_GMV_LEVEL_LOW,NUMBERS_OF_GMV_LEVEL_2,NUMBERS_OF_GMV_LEVEL_VIP,NUMBERS_OF_GMV_LEVEL_1,NUMBERS_OF_GMV_LEVEL_UNKNOWN
45371,1,1,0,0,0,0,1,0,0,0,0,0
73130,1,1,0,0,0,0,0,1,0,0,0,0
23851,1,1,0,0,0,0,0,0,0,0,1,0
92595,1,1,0,0,0,0,0,1,0,0,0,0
44132,1,0,0,0,0,1,1,0,0,0,0,0
02769,1,1,0,0,0,0,0,1,0,0,0,0
01040,1,1,0,0,0,0,0,0,0,0,1,0
48084,1,0,0,1,0,0,0,1,0,0,0,0
08869,1,1,0,0,0,0,1,0,0,0,0,0
14621,1,0,0,0,0,1,0,0,1,0,0,0
80535,1,0,0,0,1,0,0,1,0,0,0,0
46060,1,0,1,0,0,0,0,1,0,0,0,0
70403,1,0,0,0,1,0,0,0,1,0,0,0
20723,1,1,0,0,0,0,0,0,0,0,0,1
75235,1,1,0,0,0,0,0,1,0,0,0,0
35214,1,1,0,0,0,0,1,0,0,0,0,0
53534,1,0,0,0,0,1,1,0,0,0,0,0
19079,1,0,0,0,0,1,0,0,1,0,0,0
55124,1,1,0,0,0,0,1,0,0,0,0,0
11354,1,0,0,0,1,0,0,1,0,0,0,0
32503,1,0,0,0,0,1,1,0,0,0,0,0
29209,1,1,0,0,0,0,0,0,0,0,0,1
35763,1,0,0,0,0,1,0,0,1,0,0,0
18372,1,1,0,0,0,0,0,0,1,0,0,0
07730,1,1,0,0,0,0,0,0,0,0,1,0
22701,1,0,0,1,0,0,0,0,0,0,1,0
11355,1,1,0,0,0,0,1,0,0,0,0,0
33762,1,0,0,0,0,1,0,0,0,0,0,1
07423,1,0,0,0,0,1,1,0,0,0,0,0
14590,1,1,0,0,0,0,1,0,0,0,0,0
53227,1,1,0,0,0,0,1,0,0,0,0,0
44691,1,1,0,0,0,0,0,0,1,0,0,0
07836,1,0,0,0,0,1,0,1,0,0,0,0
81632,1,1,0,0,0,0,0,1,0,0,0,0
74015,1,1,0,0,0,0,1,0,0,0,0,0
32003,1,1,0,0,0,0,1,0,0,0,0,0
06380,1,1,0,0,0,0,1,0,0,0,0,0
55337,1,1,0,0,0,0,1,0,0,0,0,0
53562,1,1,0,0,0,0,0,0,1,0,0,0
43460,1,1,0,0,0,0,1,0,0,0,0,0
39828,1,1,0,0,0,0,0,0,0,0,1,0
AB T2G 2B9,1,0,0,0,1,0,0,1,0,0,0,0
V0G 1L0,1,0,0,0,1,0,1,0,0,0,0,0
43123,1,0,0,0,0,1,1,0,0,0,0,0
27910,1,1,0,0,0,0,0,1,0,0,0,0
80249,1,1,0,0,0,0,1,0,0,0,0,0
08079,1,0,0,0,0,1,0,0,1,0,0,0
29560,1,1,0,0,0,0,1,0,0,0,0,0
27516,1,0,0,0,1,0,0,1,0,0,0,0
32708,1,1,0,0,0,0,0,0,0,0,0,1
23701,1,1,0,0,0,0,1,0,0,0,0,0
14226,1,1,0,0,0,0,0,1,0,0,0,0
60605,1,0,1,0,0,0,0,1,0,0,0,0
28075,1,1,0,0,0,0,1,0,0,0,0,0
77407,1,0,0,1,0,0,1,0,0,0,0,0
28557,1,0,0,1,0,0,1,0,0,0,0,0
32548,1,1,0,0,0,0,1,0,0,0,0,0
33805,1,1,0,0,0,0,1,0,0,0,0,0
32940,1,0,0,1,0,0,0,1,0,0,0,0
17048,1,0,0,0,0,1,1,0,0,0,0,0
33703,1,0,1,0,0,0,0,1,0,0,0,0
35570,1,1,0,0,0,0,0,1,0,0,0,0
35004,1,1,0,0,0,0,1,0,0,0,0,0
43351,1,1,0,0,0,0,1,0,0,0,0,0
30115,1,0,0,1,0,0,1,0,0,0,0,0
30501,1,1,0,0,0,0,1,0,0,0,0,0
12307,1,0,0,0,0,1,1,0,0,0,0,0
27809,1,0,0,0,1,0,0,0,1,0,0,0
01475,1,1,0,0,0,0,1,0,0,0,0,0
06850,1,1,0,0,0,0,0,0,1,0,0,0
78723,1,0,1,0,0,0,0,1,0,0,0,0
07108,1,0,0,0,0,1,1,0,0,0,0,0
30223,1,0,0,0,1,0,1,0,0,0,0,0
89122,1,1,0,0,0,0,1,0,0,0,0,0
48329,1,1,0,0,0,0,1,0,0,0,0,0
07726,1,0,0,0,0,1,1,0,0,0,0,0
22630,1,0,0,0,0,1,1,0,0,0,0,0
49404,1,1,0,0,0,0,0,0,1,0,0,0
60445,1,1,0,0,0,0,0,0,1,0,0,0
12901,1,0,0,0,0,1,0,0,1,0,0,0
13139,1,0,0,0,0,1,0,1,0,0,0,0
60501,1,0,0,1,0,0,0,1,0,0,0,0
04965,1,0,0,0,1,0,1,0,0,0,0,0
48327,1,0,0,0,0,1,1,0,0,0,0,0
11766,1,1,0,0,0,0,0,0,1,0,0,0
33145,1,1,0,0,0,0,0,0,1,0,0,0
22657,1,0,0,1,0,0,1,0,0,0,0,0
11692,1,1,0,0,0,0,1,0,0,0,0,0
80904,1,1,0,0,0,0,1,0,0,0,0,0
52001,1,1,0,0,0,0,0,1,0,0,0,0
41139,1,1,0,0,0,0,0,0,1,0,0,0
29123,1,1,0,0,0,0,0,0,1,0,0,0
32136,1,1,0,0,0,0,1,0,0,0,0,0
15301,1,0,0,0,0,1,1,0,0,0,0,0
87110,1,1,0,0,0,0,0,1,0,0,0,0
46231,1,1,0,0,0,0,1,0,0,0,0,0
03054,1,1,0,0,0,0,1,0,0,0,0,0
28159,1,1,0,0,0,0,0,0,0,0,1,0
28031,1,1,0,0,0,0,0,0,1,0,0,0
01107,1,1,0,0,0,0,0,0,1,0,0,0
63050,1,1,0,0,0,0,1,0,0,0,0,0
07524,1,0,0,0,0,1,0,0,1,0,0,0
60142,1,1,0,0,0,0,1,0,0,0,0,0
45069,1,1,0,0,0,0,1,0,0,0,0,0
53965,1,0,0,0,0,1,0,1,0,0,0,0
19038,1,0,0,0,0,1,0,1,0,0,0,0
18202,1,0,0,0,1,0,0,1,0,0,0,0
74868,1,1,0,0,0,0,0,1,0,0,0,0
29566,1,0,0,0,0,1,1,0,0,0,0,0
46217,1,1,0,0,0,0,1,0,0,0,0,0
07646,1,0,0,0,1,0,0,1,0,0,0,0
06379,1,1,0,0,0,0,1,0,0,0,0,0
07506,1,1,0,0,0,0,1,0,0,0,0,0
53207,1,1,0,0,0,0,1,0,0,0,0,0
20708,1,0,0,0,1,0,0,1,0,0,0,0
74075,1,1,0,0,0,0,0,1,0,0,0,0
45404,1,1,0,0,0,0,1,0,0,0,0,0
28540,1,0,0,1,0,0,0,0,1,0,0,0
70582,1,0,0,0,1,0,0,0,0,0,1,0
43430,1,1,0,0,0,0,1,0,0,0,0,0
33469,1,0,0,0,0,1,1,0,0,0,0,0
38261,1,0,1,0,0,0,0,1,0,0,0,0
75455,1,0,0,1,0,0,0,1,0,0,0,0
34103,1,1,0,0,0,0,0,1,0,0,0,0
07712,1,1,0,0,0,0,1,0,0,0,0,0
48450,1,1,0,0,0,0,1,0,0,0,0,0
19083,1,0,1,0,0,0,1,0,0,0,0,0
45067,1,0,0,0,0,1,0,0,1,0,0,0
10536,1,1,0,0,0,0,1,0,0,0,0,0
22205,1,1,0,0,0,0,0,1,0,0,0,0
28345,1,1,0,0,0,0,0,0,0,0,1,0
43204,1,1,0,0,0,0,1,0,0,0,0,0
44820,1,1,0,0,0,0,0,0,1,0,0,0
06120,1,1,0,0,0,0,0,0,1,0,0,0
60435,1,0,0,0,0,1,1,0,0,0,0,0
20743,1,0,0,0,1,0,0,0,0,0,1,0
48103,1,0,0,0,1,0,1,0,0,0,0,0
75010,1,1,0,0,0,0,1,0,0,0,0,0
32571,1,1,0,0,0,0,1,0,0,0,0,0
67133,1,1,0,0,0,0,1,0,0,0,0,0
33525,1,1,0,0,0,0,1,0,0,0,0,0
12538,1,0,0,0,0,1,0,0,0,0,0,1
30016,1,1,0,0,0,0,1,0,0,0,0,0
02908,1,1,0,0,0,0,1,0,0,0,0,0
33919,1,1,0,0,0,0,0,1,0,0,0,0
43612,1,1,0,0,0,0,0,0,1,0,0,0
35208,1,1,0,0,0,0,1,0,0,0,0,0
40243,1,0,0,0,0,1,0,1,0,0,0,0
31522,1,1,0,0,0,0,0,1,0,0,0,0
45036,1,1,0,0,0,0,1,0,0,0,0,0
70560,1,0,0,0,1,0,0,0,0,0,1,0
51360,1,0,0,1,0,0,1,0,0,0,0,0
33563,1,0,0,0,0,1,1,0,0,0,0,0
19036,1,1,0,0,0,0,1,0,0,0,0,0
33991,1,1,0,0,0,0,0,0,1,0,0,0
65584,1,1,0,0,0,0,0,1,0,0,0,0
70065,1,0,0,0,1,0,0,0,1,0,0,0
29927,1,1,0,0,0,0,1,0,0,0,0,0
75025,1,0,0,0,0,1,1,0,0,0,0,0
18015,1,1,0,0,0,0,1,0,0,0,0,0
53005,1,1,0,0,0,0,1,0,0,0,0,0
29306,1,1,0,0,0,0,0,0,1,0,0,0
10706,1,0,0,0,0,1,0,0,1,0,0,0
73071,1,1,0,0,0,0,1,0,0,0,0,0
48616,1,1,0,0,0,0,1,0,0,0,0,0
31520,1,1,0,0,0,0,0,0,0,0,1,0
01915,1,0,0,0,0,1,1,0,0,0,0,0
02169,1,0,0,0,0,1,0,1,0,0,0,0
40505,1,1,0,0,0,0,0,0,1,0,0,0
55060,1,0,1,0,0,0,1,0,0,0,0,0
94109,1,1,0,0,0,0,1,0,0,0,0,0
76708,1,1,0,0,0,0,0,0,0,0,1,0
03867,1,1,0,0,0,0,1,0,0,0,0,0
72058,1,1,0,0,0,0,1,0,0,0,0,0
34982,1,1,0,0,0,0,0,0,1,0,0,0
62535,1,0,0,0,1,0,0,1,0,0,0,0
52804,1,0,0,0,0,1,1,0,0,0,0,0
30607,1,1,0,0,0,0,0,0,1,0,0,0
08226,1,0,1,0,0,0,0,1,0,0,0,0
32931,1,1,0,0,0,0,1,0,0,0,0,0
97459,1,0,0,0,1,0,1,0,0,0,0,0
35020,1,1,0,0,0,0,1,0,0,0,0,0
91384,1,1,0,0,0,0,1,0,0,0,0,0
77067,1,1,0,0,0,0,1,0,0,0,0,0
11713,1,1,0,0,0,0,0,0,1,0,0,0
07847,1,1,0,0,0,0,0,0,1,0,0,0
11717,1,1,0,0,0,0,1,0,0,0,0,0
80233,1,0,0,0,1,0,0,1,0,0,0,0
76705,1,1,0,0,0,0,1,0,0,0,0,0
34470,1,1,0,0,0,0,1,0,0,0,0,0
28138,1,1,0,0,0,0,0,0,0,0,0,1
21015,1,1,0,0,0,0,0,0,1,0,0,0
13417,1,0,0,1,0,0,0,0,1,0,0,0
61832,1,1,0,0,0,0,1,0,0,0,0,0
20724,1,1,0,0,0,0,0,0,1,0,0,0
29657,1,1,0,0,0,0,0,0,1,0,0,0
29615,1,0,0,1,0,0,1,0,0,0,0,0
63103,1,0,0,0,0,1,0,1,0,0,0,0
29687,1,1,0,0,0,0,0,0,0,0,1,0
R2C 4J5,1,0,1,0,0,0,0,1,0,0,0,0
34238,1,1,0,0,0,0,1,0,0,0,0,0
37042,1,1,0,0,0,0,1,0,0,0,0,0
34134,1,0,0,0,0,1,0,0,0,1,0,0
60107,1,0,0,0,0,1,1,0,0,0,0,0
32725,1,1,0,0,0,0,0,0,1,0,0,0
44103,1,0,0,0,0,1,1,0,0,0,0,0
48238,1,0,0,0,0,1,1,0,0,0,0,0
53546,1,1,0,0,0,0,1,0,0,0,0,0
64078,1,1,0,0,0,0,0,0,1,0,0,0
12210,1,1,0,0,0,0,0,0,1,0,0,0
48371,1,1,0,0,0,0,1,0,0,0,0,0
78249,1,0,0,0,1,0,0,1,0,0,0,0
36420,1,0,0,0,1,0,1,0,0,0,0,0
11358,1,1,0,0,0,0,1,0,0,0,0,0
38732,1,0,0,0,0,1,0,0,1,0,0,0
91737,1,1,0,0,0,0,1,0,0,0,0,0
89131,1,1,0,0,0,0,1,0,0,0,0,0
27520,1,0,0,0,0,1,1,0,0,0,0,0
33015,1,0,0,0,0,1,0,0,0,0,0,1
22191,1,0,0,0,0,1,0,1,0,0,0,0
63028,1,1,0,0,0,0,0,0,1,0,0,0
07440,1,0,0,0,0,1,1,0,0,0,0,0
08837,1,1,0,0,0,0,0,1,0,0,0,0
12196,1,1,0,0,0,0,0,0,1,0,0,0
06810,1,1,0,0,0,0,1,0,0,0,0,0
49201,1,1,0,0,0,0,0,0,1,0,0,0
10604,1,0,0,0,0,1,0,0,1,0,0,0
06106,1,1,0,0,0,0,0,0,0,0,1,0
27705,1,0,1,0,0,0,0,1,0,0,0,0
45410,1,0,0,0,0,1,1,0,0,0,0,0
78247,1,1,0,0,0,0,1,0,0,0,0,0
27549,1,0,0,1,0,0,1,0,0,0,0,0
32669,1,1,0,0,0,0,0,0,1,0,0,0
37066,1,1,0,0,0,0,1,0,0,0,0,0
39705,1,0,0,1,0,0,1,0,0,0,0,0
24740,1,1,0,0,0,0,0,0,1,0,0,0
23294,1,0,0,0,0,1,1,0,0,0,0,0
06226,1,1,0,0,0,0,1,0,0,0,0,0
32506,1,1,0,0,0,0,1,0,0,0,0,0
30316,1,0,0,0,1,0,0,1,0,0,0,0
42437,1,1,0,0,0,0,0,1,0,0,0,0
20619,1,1,0,0,0,0,1,0,0,0,0,0
28722,1,1,0,0,0,0,1,0,0,0,0,0
62236,1,1,0,0,0,0,1,0,0,0,0,0
05446,1,1,0,0,0,0,1,0,0,0,0,0
18106,1,1,0,0,0,0,1,0,0,0,0,0
38901,1,0,1,0,0,0,0,0,0,0,0,1
43224,1,0,0,0,0,1,0,0,1,0,0,0
14301,1,1,0,0,0,0,0,0,0,0,0,1
19940,1,0,0,1,0,0,1,0,0,0,0,0
75087,1,0,0,0,1,0,1,0,0,0,0,0
03908,1,1,0,0,0,0,0,1,0,0,0,0
87109,1,0,0,0,0,1,0,1,0,0,0,0
14433,1,1,0,0,0,0,1,0,0,0,0,0
12068,1,1,0,0,0,0,1,0,0,0,0,0
19133,1,1,0,0,0,0,1,0,0,0,0,0
44425,1,1,0,0,0,0,0,1,0,0,0,0
50219,1,1,0,0,0,0,0,1,0,0,0,0
75052,1,1,0,0,0,0,0,0,0,0,1,0
27509,1,1,0,0,0,0,1,0,0,0,0,0
53901,1,1,0,0,0,0,1,0,0,0,0,0
06460,1,0,0,0,0,1,1,0,0,0,0,0
97303,1,1,0,0,0,0,0,0,1,0,0,0
30809,1,1,0,0,0,0,1,0,0,0,0,0
08835,1,0,0,0,0,1,0,0,1,0,0,0
01201,1,1,0,0,0,0,1,0,0,0,0,0
32952,1,1,0,0,0,0,1,0,0,0,0,0
75211,1,1,0,0,0,0,0,0,1,0,0,0
81647,1,0,0,0,0,1,0,0,1,0,0,0
11747,1,0,0,0,1,0,1,0,0,0,0,0
30204,1,1,0,0,0,0,1,0,0,0,0,0
30506,1,1,0,0,0,0,1,0,0,0,0,0
60610,1,1,0,0,0,0,1,0,0,0,0,0
44904,1,0,0,1,0,0,0,0,0,0,1,0
19025,1,1,0,0,0,0,1,0,0,0,0,0
65802,1,1,0,0,0,0,0,1,0,0,0,0
11961,1,1,0,0,0,0,1,0,0,0,0,0
54656,1,1,0,0,0,0,0,1,0,0,0,0
12801,1,1,0,0,0,0,0,0,1,0,0,0
23606,1,1,0,0,0,0,0,0,1,0,0,0
12207,1,1,0,0,0,0,0,0,0,0,0,1
32736,1,0,0,0,0,1,1,0,0,0,0,0
E2M 2L3,1,1,0,0,0,0,0,1,0,0,0,0
28501,1,0,0,0,0,1,0,0,0,0,1,0
29536,1,1,0,0,0,0,0,0,1,0,0,0
43214,1,0,0,0,1,0,0,1,0,0,0,0
60609,1,1,0,0,0,0,1,0,0,0,0,0
33405,1,0,0,0,0,1,1,0,0,0,0,0
36695,1,1,0,0,0,0,0,0,1,0,0,0
25302,1,0,0,0,0,1,1,0,0,0,0,0
61443,1,0,0,1,0,0,1,0,0,0,0,0
19425,1,1,0,0,0,0,1,0,0,0,0,0
27106,1,0,1,0,0,0,1,0,0,0,0,0
73114,1,1,0,0,0,0,0,1,0,0,0,0
53225,1,0,0,0,1,0,0,1,0,0,0,0
46814,1,1,0,0,0,0,1,0,0,0,0,0
27707,1,0,0,1,0,0,1,0,0,0,0,0
10535,1,1,0,0,0,0,0,0,0,0,1,0
57717,1,1,0,0,0,0,1,0,0,0,0,0
59101,1,1,0,0,0,0,0,1,0,0,0,0
06786,1,1,0,0,0,0,1,0,0,0,0,0
12306,1,0,0,0,0,1,1,0,0,0,0,0
27889,1,1,0,0,0,0,0,0,1,0,0,0
33629,1,1,0,0,0,0,0,1,0,0,0,0
90048,1,1,0,0,0,0,0,1,0,0,0,0
20878,1,0,1,0,0,0,0,1,0,0,0,0
01106,1,0,0,1,0,0,1,0,0,0,0,0
62221,1,0,1,0,0,0,1,0,0,0,0,0
60178,1,0,0,0,0,1,1,0,0,0,0,0
97230,1,0,1,0,0,0,0,1,0,0,0,0
34482,1,1,0,0,0,0,0,0,0,0,1,0
71108,1,1,0,0,0,0,0,0,1,0,0,0
28562,1,1,0,0,0,0,1,0,0,0,0,0
19320,1,1,0,0,0,0,1,0,0,0,0,0
27262,1,0,0,1,0,0,1,0,0,0,0,0
06468,1,1,0,0,0,0,1,0,0,0,0,0
08520,1,0,0,1,0,0,1,0,0,0,0,0
11426,1,0,0,0,0,1,1,0,0,0,0,0
31313,1,1,0,0,0,0,0,0,0,0,1,0
11532,1,0,0,0,0,1,0,0,0,0,0,1
65803,1,0,0,0,0,1,1,0,0,0,0,0
16901,1,1,0,0,0,0,1,0,0,0,0,0
84129,1,1,0,0,0,0,0,1,0,0,0,0
45050,1,1,0,0,0,0,1,0,0,0,0,0
42025,1,1,0,0,0,0,0,1,0,0,0,0
31324,1,1,0,0,0,0,0,1,0,0,0,0
80917,1,1,0,0,0,0,0,0,1,0,0,0
34285,1,1,0,0,0,0,1,0,0,0,0,0
33176,1,0,0,0,0,1,0,0,1,0,0,0
23350,1,1,0,0,0,0,0,1,0,0,0,0
06854,1,0,0,0,0,1,1,0,0,0,0,0
21286,1,0,0,0,0,1,0,0,1,0,0,0
13219,1,0,0,0,0,1,1,0,0,0,0,0
40219,1,1,0,0,0,0,1,0,0,0,0,0
28805,1,0,0,1,0,0,0,1,0,0,0,0
11428,1,1,0,0,0,0,1,0,0,0,0,0
07105,1,1,0,0,0,0,0,0,1,0,0,0
15145,1,0,0,0,0,1,1,0,0,0,0,0
98444,1,1,0,0,0,0,0,0,1,0,0,0
28704,1,0,0,0,0,1,0,0,1,0,0,0
04073,1,0,0,0,0,1,1,0,0,0,0,0
33576,1,0,1,0,0,0,1,0,0,0,0,0
30643,1,0,0,0,0,1,0,0,1,0,0,0
34275,1,1,0,0,0,0,1,0,0,0,0,0
80109,1,0,0,1,0,0,1,0,0,0,0,0
08037,1,1,0,0,0,0,1,0,0,0,0,0
19095,1,1,0,0,0,0,1,0,0,0,0,0
06880,1,0,1,0,0,0,0,1,0,0,0,0
06354,1,0,0,0,0,1,1,0,0,0,0,0
53186,1,1,0,0,0,0,0,0,1,0,0,0
48111,1,0,0,0,0,1,0,0,1,0,0,0
48219,1,0,0,0,0,1,1,0,0,0,0,0
70125,1,1,0,0,0,0,0,0,1,0,0,0
10018,1,0,0,0,1,0,0,1,0,0,0,0
49417,1,0,0,0,0,1,1,0,0,0,0,0
36605,1,0,0,0,0,1,1,0,0,0,0,0
16501,1,0,0,0,0,1,1,0,0,0,0,0
77025,1,0,0,1,0,0,0,0,0,0,0,1
85938,1,1,0,0,0,0,1,0,0,0,0,0
92243,1,1,0,0,0,0,0,1,0,0,0,0
18705,1,0,0,0,0,1,0,0,1,0,0,0
14217,1,0,0,0,0,1,0,0,1,0,0,0
44254,1,1,0,0,0,0,1,0,0,0,0,0
24012,1,1,0,0,0,0,0,0,0,0,1,0
23325,1,1,0,0,0,0,0,0,1,0,0,0
02888,1,0,0,0,0,1,1,0,0,0,0,0
55364,1,0,1,0,0,0,0,0,0,0,0,1
31546,1,0,1,0,0,0,0,1,0,0,0,0
16630,1,1,0,0,0,0,0,0,1,0,0,0
40217,1,0,0,0,0,1,1,0,0,0,0,0
23223,1,1,0,0,0,0,0,0,1,0,0,0
85122,1,1,0,0,0,0,0,0,1,0,0,0
74133,1,1,0,0,0,0,1,0,0,0,0,0
12569,1,1,0,0,0,0,0,0,1,0,0,0
19006,1,1,0,0,0,0,1,0,0,0,0,0
55404,1,1,0,0,0,0,1,0,0,0,0,0
05482,1,0,1,0,0,0,0,0,0,0,0,1
53051,1,1,0,0,0,0,0,1,0,0,0,0
50310,1,0,0,0,0,1,1,0,0,0,0,0
36608,1,0,0,0,0,1,1,0,0,0,0,0
76541,1,1,0,0,0,0,0,1,0,0,0,0
07621,1,0,0,0,0,1,1,0,0,0,0,0
77074,1,1,0,0,0,0,0,1,0,0,0,0
08401,1,0,1,0,0,0,0,1,0,0,0,0
11412,1,0,0,0,0,1,0,0,0,0,0,1
33189,1,1,0,0,0,0,0,0,1,0,0,0
14622,1,1,0,0,0,0,0,0,0,0,1,0
46936,1,1,0,0,0,0,1,0,0,0,0,0
48117,1,1,0,0,0,0,0,0,1,0,0,0
08031,1,0,1,0,0,0,0,1,0,0,0,0
11563,1,0,0,0,1,0,0,1,0,0,0,0
43232,1,1,0,0,0,0,0,0,0,0,1,0
34110,1,1,0,0,0,0,0,0,1,0,0,0
11590,1,0,0,0,0,1,1,0,0,0,0,0
07649,1,1,0,0,0,0,0,0,0,0,1,0
29204,1,1,0,0,0,0,1,0,0,0,0,0
06702,1,0,0,0,0,1,0,0,0,1,0,0
10550,1,0,0,0,0,1,0,0,0,0,0,1
27104,1,1,0,0,0,0,1,0,0,0,0,0
98112,1,0,1,0,0,0,0,1,0,0,0,0
39157,1,0,0,0,0,1,1,0,0,0,0,0
31533,1,1,0,0,0,0,0,0,1,0,0,0
43715,1,0,0,0,0,1,1,0,0,0,0,0
64057,1,1,0,0,0,0,1,0,0,0,0,0
63112,1,0,0,0,0,1,0,0,1,0,0,0
43420,1,0,1,0,0,0,1,0,0,0,0,0
27332,1,1,0,0,0,0,1,0,0,0,0,0
30269,1,0,0,1,0,0,1,0,0,0,0,0
50703,1,0,0,0,0,1,1,0,0,0,0,0
28450,1,1,0,0,0,0,0,0,1,0,0,0
12601,1,0,0,0,0,1,1,0,0,0,0,0
11733,1,0,0,0,0,1,1,0,0,0,0,0
T5T 5Y1,1,1,0,0,0,0,1,0,0,0,0,0
11518,1,0,0,0,0,1,1,0,0,0,0,0
44017,1,1,0,0,0,0,1,0,0,0,0,0
18237,1,1,0,0,0,0,0,0,0,0,1,0
98133,1,0,1,0,0,0,0,1,0,0,0,0
63129,1,1,0,0,0,0,1,0,0,0,0,0
49079,1,1,0,0,0,0,0,1,0,0,0,0
17113,1,0,0,0,0,1,1,0,0,0,0,0
53925,1,1,0,0,0,0,1,0,0,0,0,0
22315,1,1,0,0,0,0,0,0,0,0,0,1
11798,1,1,0,0,0,0,1,0,0,0,0,0
32801,1,1,0,0,0,0,1,0,0,0,0,0
11701,1,0,0,0,0,1,1,0,0,0,0,0
N0B1S0,1,0,0,0,1,0,1,0,0,0,0,0
11738,1,1,0,0,0,0,0,0,1,0,0,0
60441,1,0,0,1,0,0,1,0,0,0,0,0
33935,1,1,0,0,0,0,1,0,0,0,0,0
07073,1,1,0,0,0,0,1,0,0,0,0,0
20191,1,1,0,0,0,0,1,0,0,0,0,0
08628,1,0,0,0,0,1,0,0,1,0,0,0
89142,1,1,0,0,0,0,0,0,1,0,0,0
07643,1,1,0,0,0,0,1,0,0,0,0,0
88240,1,0,0,1,0,0,0,1,0,0,0,0
33710,1,1,0,0,0,0,1,0,0,0,0,0
89121,1,1,0,0,0,0,1,0,0,0,0,0
60630,1,1,0,0,0,0,0,1,0,0,0,0
23435,1,1,0,0,0,0,1,0,0,0,0,0
19543,1,1,0,0,0,0,1,0,0,0,0,0
92507,1,1,0,0,0,0,0,1,0,0,0,0
44129,1,1,0,0,0,0,1,0,0,0,0,0
07803,1,1,0,0,0,0,0,0,1,0,0,0
19146,1,1,0,0,0,0,0,1,0,0,0,0
33510,1,1,0,0,0,0,0,1,0,0,0,0
24201,1,1,0,0,0,0,0,0,1,0,0,0
52136,1,1,0,0,0,0,1,0,0,0,0,0
30345,1,0,1,0,0,0,0,1,0,0,0,0
32962,1,1,0,0,0,0,0,0,0,0,1,0
27249,1,1,0,0,0,0,0,0,1,0,0,0
27534,1,0,0,0,0,1,1,0,0,0,0,0
08005,1,1,0,0,0,0,0,0,0,0,1,0
46517,1,0,0,0,0,1,1,0,0,0,0,0
44273,1,1,0,0,0,0,1,0,0,0,0,0
27023,1,1,0,0,0,0,1,0,0,0,0,0
27253,1,1,0,0,0,0,0,0,0,0,1,0
05701,1,0,0,0,0,1,0,0,1,0,0,0
11716,1,0,0,0,1,0,0,1,0,0,0,0
97201,1,1,0,0,0,0,0,1,0,0,0,0
29609,1,1,0,0,0,0,1,0,0,0,0,0
23149,1,0,0,0,0,1,0,0,1,0,0,0
44123,1,1,0,0,0,0,1,0,0,0,0,0
14551,1,1,0,0,0,0,0,0,1,0,0,0
10009,1,0,0,0,1,0,0,0,1,0,0,0
80305,1,1,0,0,0,0,1,0,0,0,0,0
35045,1,0,1,0,0,0,0,0,0,0,1,0
93030,1,1,0,0,0,0,0,1,0,0,0,0
60515,1,1,0,0,0,0,1,0,0,0,0,0
78217,1,1,0,0,0,0,0,1,0,0,0,0
19128,1,1,0,0,0,0,0,0,1,0,0,0
02842,1,1,0,0,0,0,1,0,0,0,0,0
06105,1,1,0,0,0,0,1,0,0,0,0,0
49093,1,1,0,0,0,0,1,0,0,0,0,0
34946,1,1,0,0,0,0,0,0,1,0,0,0
30344,1,1,0,0,0,0,1,0,0,0,0,0
07419,1,1,0,0,0,0,0,0,1,0,0,0
07461,1,0,0,0,0,1,1,0,0,0,0,0
06254,1,1,0,0,0,0,0,0,1,0,0,0
18091,1,1,0,0,0,0,0,1,0,0,0,0
55112,1,1,0,0,0,0,0,0,0,0,0,1
44286,1,1,0,0,0,0,1,0,0,0,0,0
43567,1,1,0,0,0,0,1,0,0,0,0,0
53403,1,0,0,1,0,0,1,0,0,0,0,0
55414,1,0,0,0,0,1,0,0,0,0,0,1
40065,1,1,0,0,0,0,0,0,1,0,0,0
77573,1,1,0,0,0,0,1,0,0,0,0,0
44223,1,0,0,0,0,1,0,0,0,0,1,0
29341,1,0,0,0,0,1,1,0,0,0,0,0
19007,1,1,0,0,0,0,1,0,0,0,0,0
08562,1,1,0,0,0,0,0,1,0,0,0,0
60130,1,0,0,0,1,0,1,0,0,0,0,0
46052,1,1,0,0,0,0,1,0,0,0,0,0
36867,1,0,0,0,0,1,0,1,0,0,0,0
31093,1,1,0,0,0,0,0,0,1,0,0,0
36571,1,0,0,0,0,1,0,0,1,0,0,0
60062,1,1,0,0,0,0,0,0,1,0,0,0
20722,1,0,0,0,1,0,1,0,0,0,0,0
56301,1,1,0,0,0,0,1,0,0,0,0,0
12084,1,1,0,0,0,0,1,0,0,0,0,0
72201,1,1,0,0,0,0,1,0,0,0,0,0
49242,1,1,0,0,0,0,0,0,1,0,0,0
76210,1,1,0,0,0,0,1,0,0,0,0,0
07090,1,1,0,0,0,0,0,0,1,0,0,0
66106,1,0,0,0,0,1,0,0,1,0,0,0
70346,1,1,0,0,0,0,1,0,0,0,0,0
29316,1,1,0,0,0,0,0,0,1,0,0,0
