zip_code,state_code,region,lastmodifieddate,currently_using_competitor_c,duration_converted_c,duration_sdr_working_c,enterprise_c,street,status,isdeleted,lead_assigned_time_c,lead_created_time_c,report_filter_indicator_c,service_type_c,menu_type_c,converteddate,restaurant_time_zone_c,lead_created_day_c,first_mel_timestamp_c,systemmodstamp,clicksendsms_is_sms_sent_c,converted_time_c,is_menu_uploaded_c,promotions_c,menu_complexity_c,restaurant_time_display_c,client_language_c,automation_timestamp_c,state,createddate,monthly_revenue_c,pulley_reviewed_c,last_activity_date_c,statecode,automation_bypass_c,interest_level_c,unqualified_reason_c,restaurant_local_timezone_c,menu_approval_c,completed_time_c,days_since_last_activity_c,mentioned_competitor_c,country,first_mql_timestamp_c,salutation,actual_lead_source_c,lead_type_c,latest_mql_timestamp_c,ae_assigned_time_c,duration_sdr_complete_c,direct_manager_sdr_c,duration_sdr_assigned_c,working_start_time_c,duration_ae_assigned_c,lead_category_c,owner_type_c,mobile_primary_c,daylight_saving_hour_c,isconverted,days_since_assigned_to_person_c,hasoptedoutofemail,city,sdr_assigned_to_me_c,expected_gmv_2_c,first_touch_date_c,is_user_owner_c,assigned_sdr_c,sales_cycle_length_c,lead_source_c,postalcode,currently_using_competitor_online_c,date_assigned_to_person_c,countrycode,isunreadbyowner,restaurant_type_c,assigned_sdr_role_c,bypass_owner_assignment_c,restaurant_time_c,zip_code_1,city_1,state_code_1,population,population_band,density,density_band,median_household_income,median_income_band,timezone,school_zone
82009,WY,West,2024-09-09 09:26:48.000 Z,False,0.0,,False,3806 DELL RANGE BLVD,Converted,False,,2023-01-04 19:37:59.000 Z,True,Part-Time,Chinese-Unknown,2023-01-04,MST,Wednesday,,2025-05-15 16:11:25.000 Z,False,2023-01-04 22:23:38.000 Z,False,Printer Promotion;5 Months Full Time Discount,Basic Menu,11:01 AM,Mandarin,2023-01-04 22:05:01.000 Z,WY,2023-01-04 19:37:59.000 Z,"$30,001-$40,000",False,2023-01-04,WY,False,High,Current Client,GMT-06,Approved,,862.0,,United States,,Ms.,,Marketing Inbound,,2023-01-04 22:23:38.000 Z,,,,,,,AE,(347) 791-6263,0,True,862.0,False,CHEYENNE,False,0,2023-01-04,True,,0.0,DM,82009,False,2023-01-04,US,False,Pick Up,,False,11:01:58.853Z,82009,Cheyenne,WY,34061,"20,201 - 50,000",11,1 - 100,"$98,599","$60,000 - $100,000",Mountain Standard Time,B
44286,OH,Midwest,2024-11-13 09:40:31.000 Z,False,0.07,5015.07,False,4174 WHEATLEY RD,Converted,False,2023-09-19 20:26:31.000 Z,2022-11-01 02:41:26.000 Z,False,Part-Time,Chinese-Unknown,2024-04-15,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-04-15 19:34:40.000 Z,False,,Basic Menu,1:01 PM,Mandarin,2024-01-19 00:59:26.000 Z,OH,2022-11-01 02:41:26.000 Z,,False,2024-01-18,OH,False,Medium,,GMT-04,Not Submitted,2024-04-15 19:30:25.000 Z,483.0,Qmenu / Beyond Menu;DoorDash;Uber,United States,2024-04-15 19:30:25.000 Z,Ms.,Outbound SDR,Telemarketer,2024-04-15 19:30:25.000 Z,2024-04-15 19:30:25.000 Z,5015.07,0058b00000HCkC1AAL,7745.75,2024-04-15 19:30:25.000 Z,0.0,Outbound,AE,(917) 688-9711,0,True,395.0,False,RICHFIELD,False,0,,True,0058b00000HliWnAAJ,0.07,Telemarketer,44286,True,2024-04-15,US,False,Pick Up,SDR team user,False,13:01:47.764Z,44286,Richfield,OH,6126,"5,001 - 20,000",99,1 - 100,"$116,481","$100,001 - $150,000",Eastern Standard Time,A
40965,KY,Southeast,2024-09-09 09:53:17.000 Z,False,48.18,0.0,False,,Converted,False,2024-05-03 15:31:03.000 Z,2024-05-03 15:23:39.000 Z,False,Full Time,Japanese,2024-05-05,EST,Friday,,2024-09-24 07:27:13.000 Z,False,2024-05-05 15:41:49.000 Z,False,,,08:51 AM,Mandarin,2024-05-04 04:03:27.000 Z,KY,2024-05-03 15:23:40.000 Z,,False,2024-05-04,KY,False,High,,GMT-04,Not Submitted,2024-05-03 15:31:03.000 Z,349.0,DoorDash,United States,,Mr.,CSM Referral,CSM Referral,,2024-05-03 15:31:03.000 Z,0.0,,0.12,2024-05-03 15:31:03.000 Z,0.0,Outbound,AE,(513) 609-8838,0,True,350.0,False,Middlesboro,False,0,2024-05-03,True,,48.18,Client Referral - CSM,40965,False,2024-05-03,US,False,Pick Up,,False,08:51:21.581Z,40965,Middlesboro,KY,11954,"5,001 - 20,000",64,1 - 100,"$30,000","$1 - $60,000",Eastern Standard Time,B-
11435,NY,Northeast,2024-09-09 07:57:49.000 Z,False,0.0,,False,,Converted,False,,2023-05-28 21:29:54.000 Z,False,Full Time,Chinese-Unknown,2023-05-29,EST,Sunday,,2025-05-15 16:11:25.000 Z,False,2023-05-29 17:58:22.000 Z,False,50%/25%/10% 3 Month FT Discount,Basic Menu,1:03 PM,Fuzhounese;Mandarin,2023-05-29 17:57:58.000 Z,NY,2023-05-28 21:29:54.000 Z,,False,2023-05-29,NY,False,High,,GMT-04,Approved,,717.0,,United States,,,,Telemarketer,,2023-05-29 17:58:22.000 Z,,,,,,,AE,(646) 707-2334,0,True,717.0,False,,False,0,2023-05-28,True,,0.0,Telemarketer,,False,2023-05-29,US,False,Delivery,,False,13:03:11.627Z,11435,Jamaica,NY,59605,"50,001+",15056,"5,001 - 20,000","$76,915","$60,000 - $100,000",Eastern Standard Time,B+
7011,NJ,Northeast,2024-10-29 08:48:05.000 Z,False,0.0,,False,259 LAKEVIEW AVE,Converted,False,,2022-11-01 02:41:05.000 Z,True,Full Time,Chinese-Unknown,2022-12-07,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2022-12-07 16:06:43.000 Z,False,,Basic Menu,1:01 PM,Mandarin,,NJ,2022-11-01 02:41:05.000 Z,,False,,NJ,False,High,,GMT-04,Approved,,,,United States,,,,Marketing Inbound,,2022-12-07 16:06:43.000 Z,,,,,,,AE,(917) 667-8385,0,True,891.0,False,CLIFTON,False,0,2022-04-11,True,,0.0,Field Trip,7011,False,2022-12-06,US,False,Delivery,,False,13:01:54.399Z,7011,Clifton,NJ,39783,"20,201 - 50,000",4639,"501 - 5,000",No Data,No Data,Eastern Standard Time,B
52722,IA,Midwest,2024-11-13 09:40:32.000 Z,False,27.91,-1172.41,False,2329 Cumberland Square Dr,Converted,False,2024-01-05 23:12:23.000 Z,2022-11-01 02:40:46.000 Z,True,,Chinese-Unknown,2024-01-05,CST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-01-05 23:12:23.000 Z,False,,,12:01 AM,Mandarin,2024-01-05 23:10:20.000 Z,IA,2022-11-01 02:40:46.000 Z,,False,2024-01-05,IA,False,Low,,GMT-05,Not Submitted,2024-01-05 23:12:23.000 Z,496.0,,United States,,Ms.,,Marketing Inbound,,2024-01-04 19:18:00.000 Z,0.0,0058b00000HCkC1AAL,10340.53,2023-11-18 02:48:01.000 Z,-27.91,,AE,(646) 249-6479,0,True,497.0,False,Bettendorf,False,0,2022-10-21,True,0058b00000HNKijAAH,27.91,Telemarketer,52722,False,2024-01-04,US,False,Pick Up,SDR team user,False,12:01:55.935Z,52722,Bettendorf,IA,37476,"20,201 - 50,000",545,"501 - 5,000","$102,036","$100,001 - $150,000",Central Standard Time,A+
2062,MA,Northeast,2024-10-29 08:48:05.000 Z,False,0.0,,False,663 Washington St,Converted,False,,2023-04-05 03:46:11.000 Z,False,Full Time,Japanese,2023-06-20,EST,Tuesday,,2024-10-29 08:48:05.000 Z,False,2023-06-20 14:30:32.000 Z,False,Printer Promotion;Apple Promotion,Basic Menu,08:52 AM,Mandarin,2023-06-13 19:01:30.000 Z,MA,2023-04-05 03:46:11.000 Z,,False,2023-06-13,MA,False,Medium,Current Client,GMT-04,Approved,,675.0,,United States,,,,Telemarketer,,2023-06-20 14:30:32.000 Z,,,,,,,AE,(646) 220-9953,0,True,691.0,False,Norwood,False,0,,True,,0.0,Telemarketer,2062,False,2023-05-28,US,False,Pick Up,,False,08:52:27.785Z,2062,Norwood,MA,29306,"20,201 - 50,000",1092,"501 - 5,000",No Data,No Data,Eastern Standard Time,A-
20019,DC,Southeast,2024-11-21 10:28:09.000 Z,False,19.13,0.03,False,3943 Minnesota Avenue Northeast,Converted,False,2024-08-28 16:18:30.000 Z,2024-08-28 16:18:30.000 Z,True,,Chinese-Unknown;Sandwich,2024-08-29,EST,Wednesday,2024-08-28 16:19:07.000 Z,2025-05-15 16:11:25.000 Z,False,2024-08-29 14:24:36.000 Z,False,,Basic Menu,1:03 PM,Fuzhounese;Mandarin,2024-08-28 20:42:10.000 Z,DC,2024-08-28 16:18:30.000 Z,,False,2024-08-28,DC,False,Medium,,GMT-04,Not Submitted,2024-08-28 19:16:39.000 Z,260.0,,United States,2024-08-28 19:17:02.000 Z,Mr.,Marketing Inbound,Marketing Inbound,2024-08-28 19:17:00.000 Z,2024-08-28 19:17:02.000 Z,2.97,0058b00000HCkC1AAL,0.0,2024-08-28 16:20:14.000 Z,0.01,Inbound,AE,(301) 655-1561,0,True,260.0,False,Washington,False,0,2024-08-28,True,0058b00000Fyza3AAB,19.13,WeChat - Other,20019,False,2024-08-28,US,False,Delivery,SDR team user,False,13:03:54.372Z,20019,Washington,DC,63829,"50,001+",3936,"501 - 5,000","$53,394","$1 - $60,000",Eastern Standard Time,C-
46219,IN,Midwest,2024-09-09 08:01:43.000 Z,False,0.0,,False,,Converted,False,,2023-02-28 16:29:47.000 Z,True,Full Time,Chinese-Unknown,2023-02-28,EST,Tuesday,,2025-05-15 16:11:25.000 Z,False,2023-02-28 21:09:36.000 Z,False,,Basic Menu,1:02 PM,Mandarin,,IN,2023-02-28 16:29:47.000 Z,,False,,IN,False,Medium,,GMT-04,Approved,,,,United States,,,,Marketing Inbound,,2023-02-28 21:09:36.000 Z,,,,,,,Queue,(317) 373-9968,0,True,807.0,False,,False,0,2023-02-28,False,,0.0,DM,46219,False,2023-02-28,US,False,Pick Up,,False,13:02:02.018Z,46219,Indianapolis,IN,36940,"20,201 - 50,000",1105,"501 - 5,000","$53,727","$1 - $60,000",Eastern Standard Time,B-
22701,VA,Southeast,2024-09-09 09:35:52.000 Z,False,0.0,,False,315 Southgate Shopping Center,Converted,False,,2022-11-01 03:30:39.000 Z,True,Full Time,Chinese-Unknown;Japanese,2023-02-16,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-02-16 21:22:32.000 Z,False,,Advanced Menu,1:01 PM,Mandarin,,VA,2022-11-01 03:30:39.000 Z,"$100,000+",False,2022-11-23,VA,False,Medium,Current Client,GMT-04,Approved,,904.0,,United States,,Ms.,,Marketing Inbound,,2023-02-16 21:22:32.000 Z,,,,,,,AE,(917) 244-4851,0,True,819.0,False,Culpeper,False,0,2021-10-25,True,,0.0,Client Referral - Unknown,22701,False,2023-02-16,US,False,Delivery,,False,13:01:54.399Z,22701,Culpeper,VA,35495,"20,201 - 50,000",84,1 - 100,"$90,197","$60,000 - $100,000",Eastern Standard Time,B
8105,NJ,Northeast,2024-09-09 09:08:23.000 Z,False,0.0,,False,3208  River Road,Converted,False,,2023-01-22 21:49:20.000 Z,True,Part-Time,Chinese-Unknown,2023-01-23,EST,Sunday,,2025-05-15 16:11:25.000 Z,False,2023-01-23 15:36:49.000 Z,False,Printer Promotion,Basic Menu,1:02 PM,Mandarin,2023-01-22 22:47:17.000 Z,NJ,2023-01-22 21:49:20.000 Z,"$80,001-$90,000",False,2023-01-22,NJ,False,High,Current Client,GMT-04,Approved,,844.0,,United States,,,,Marketing Inbound,,2023-01-23 15:36:49.000 Z,,,,,,,AE,(856) 366-6160,0,True,844.0,False,Camden,False,0,2023-01-22,True,,0.0,SMS;WeChat - Ads,08105,False,2023-01-22,US,False,Pick Up,,False,13:02:00.391Z,8105,Camden,NJ,27933,"20,201 - 50,000",4161,"501 - 5,000",No Data,No Data,Eastern Standard Time,D-
70663,LA,Southeast,2024-11-13 09:40:31.000 Z,False,0.68,48.85,False,2009 RUTH ST,Converted,False,2024-06-18 15:03:32.000 Z,2022-11-01 02:41:16.000 Z,False,,Chinese-Unknown;Wings,2024-06-20,CST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-06-20 22:09:09.000 Z,False,,,12:01 AM,English,2024-06-20 21:58:26.000 Z,LA,2022-11-01 02:41:16.000 Z,,False,2024-06-20,LA,False,Low,,GMT-05,Not Submitted,2024-06-20 21:28:10.000 Z,329.0,,United States,,,,Telemarketer,,2024-06-20 21:28:10.000 Z,54.41,0058b00000HCkC1AAL,14292.37,2024-06-20 15:54:24.000 Z,0.0,,AE,(337) 527-7500,0,True,329.0,False,SULPHUR,False,0,,True,005Uo000000YBaXIAW,0.68,Telemarketer,70663,False,2024-06-20,US,False,,SDR team user,False,12:01:47.764Z,70663,Sulphur,LA,27582,"20,201 - 50,000",110,101 - 500,"$56,276","$1 - $60,000",Central Standard Time,B+
23517,VA,Southeast,2024-09-09 09:47:55.000 Z,False,0.0,,False,2601 Monticello Avenue,Converted,False,,2022-11-01 03:31:03.000 Z,True,Full Time,Chinese-Unknown,2023-08-02,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-08-02 22:59:15.000 Z,False,Printer Promotion;30 days Free Trial - VO,Basic Menu,1:01 PM,Mandarin,2023-08-02 22:56:38.000 Z,VA,2022-11-01 03:31:03.000 Z,,False,2023-08-02,VA,False,Medium,,GMT-04,Approved,,652.0,,United States,,Ms.,,Marketing Inbound,,2023-08-02 22:59:15.000 Z,,,,,,,AE,(720) 299-4230,0,True,652.0,False,Norfolk,False,0,2022-08-02,True,,0.0,SMS;Telemarketer,23517,False,2023-08-02,US,False,Delivery,,False,13:01:57.544Z,23517,Norfolk,VA,4543,"1 - 5,000",2197,"501 - 5,000","$55,536","$1 - $60,000",Eastern Standard Time,B-
30047,GA,Southeast,2024-09-09 08:20:14.000 Z,False,0.0,,False,4024 LAWRENCEVILLE HWY,Converted,False,,2022-11-01 02:40:34.000 Z,True,Full Time,Chinese-Unknown,2022-12-01,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2022-12-01 16:29:03.000 Z,False,Printer Promotion;5 Months Full Time Discount,Basic Menu,1:01 PM,Mandarin,,GA,2022-11-01 02:40:34.000 Z,,False,,GA,False,High,Current Client,GMT-04,Approved,,,,United States,,,,Marketing Inbound,,2022-12-01 16:29:03.000 Z,,,,,,,AE,(904) 240-2044,0,True,897.0,False,LILBURN,False,0,,True,,0.0,WeChat - Ads,30047,False,2022-11-30,US,False,Delivery,,False,13:01:57.544Z,30047,Lilburn,GA,65937,"50,001+",918,"501 - 5,000","$85,985","$60,000 - $100,000",Eastern Standard Time,A
8091,NJ,Northeast,2024-11-13 09:40:31.000 Z,False,3.48,917.24,False,439 N ROUTE 73,Converted,False,2023-11-07 15:44:54.000 Z,2022-11-01 02:40:58.000 Z,True,Part-Time,Chinese-Unknown;Japanese,2023-12-15,EST,Monday,2023-12-15 17:30:19.000 Z,2025-05-15 16:11:25.000 Z,False,2023-12-15 20:59:19.000 Z,False,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,Basic Menu,1:01 PM,Mandarin,2023-12-15 17:30:36.000 Z,NJ,2022-11-01 02:40:58.000 Z,,False,2023-12-15,NJ,False,Low,,GMT-04,Not Submitted,2023-11-10 19:20:55.000 Z,517.0,DoorDash;Uber,United States,2023-12-15 17:30:19.000 Z,Ms.,Marketing Inbound,Marketing Inbound,2023-12-15 17:30:00.000 Z,2023-12-15 17:30:19.000 Z,75.6,005Uo0000018DIrIAM,8917.07,2023-12-15 20:59:19.000 Z,838.16,Inbound,AE,(917) 293-5570,0,True,517.0,False,WEST BERLIN,False,0,2023-12-15,True,0058b00000HNKiUAAX,3.48,DM,8091,True,2023-12-15,US,False,Delivery,AE team user,False,13:01:45.075Z,8091,West Berlin,NJ,5553,"5,001 - 20,000",642,"501 - 5,000",No Data,No Data,Eastern Standard Time,B-
63021,MO,Midwest,2024-09-09 09:37:36.000 Z,False,0.0,,False,,Converted,False,,2022-11-01 03:30:33.000 Z,True,Full Time,Chinese-Unknown,2023-08-02,CST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-08-03 02:57:23.000 Z,False,Printer Promotion;30 days Free Trial - VO,Basic Menu,12:01 AM,Mandarin,2023-08-02 19:31:46.000 Z,MO,2022-11-01 03:30:33.000 Z,"$20,001-$30,000",False,2023-08-02,MO,False,Medium,,GMT-05,Approved,,652.0,,United States,,,,Marketing Inbound,,2023-08-03 02:57:23.000 Z,,,,,,,AE,(636) 375-8293,0,True,657.0,False,,False,0,2021-08-09,True,,0.0,DM;Hiring Post,,False,2023-07-28,US,False,Pick Up,,False,12:01:54.399Z,63021,Ballwin,MO,57112,"50,001+",1000,"501 - 5,000","$108,854","$100,001 - $150,000",Central Standard Time,A+
11220,NY,Northeast,2024-11-13 09:40:34.000 Z,False,23.88,0.0,False,5411 5th Avenue,Converted,False,2024-08-11 14:34:37.000 Z,2024-08-11 01:38:15.000 Z,True,,Chinese-Unknown,2024-08-13,EST,Saturday,2024-08-11 01:38:16.000 Z,2025-05-15 16:11:25.000 Z,False,2024-08-13 16:10:39.000 Z,False,,,1:03 PM,Mandarin;Cantonese,2024-08-12 21:37:29.000 Z,NY,2024-08-11 01:38:16.000 Z,,False,2024-08-12,NY,False,Medium,,GMT-04,Not Submitted,2024-08-12 16:17:59.000 Z,276.0,,United States,2024-08-12 16:17:59.000 Z,Mr.,Marketing Inbound,Marketing Inbound,2024-08-12 16:17:00.000 Z,2024-08-12 16:17:59.000 Z,25.72,005Uo0000018DIrIAM,12.94,2024-08-11 14:34:37.000 Z,0.0,Inbound,AE,(646) 409-5342,0,True,276.0,False,Brooklyn,False,22500,2024-08-10,True,005Uo000000YJkzIAG,23.88,Google,11220,False,2024-08-12,US,False,,SDR team user,False,13:03:52.585Z,11220,Brooklyn,NY,93170,"50,001+",20615,"20,001+","$62,804","$60,000 - $100,000",Eastern Standard Time,B+
44060,OH,Midwest,2024-11-13 09:40:32.000 Z,False,7.84,7.94,False,7850 Mentor Avenue,Converted,False,2023-11-08 19:04:46.000 Z,2023-04-05 03:46:33.000 Z,True,,Japanese,2023-11-08,EST,Tuesday,,2024-11-13 09:40:32.000 Z,False,2023-11-09 03:01:19.000 Z,False,,,08:56 AM,Mandarin,2023-11-08 19:44:30.000 Z,OH,2023-04-05 03:46:33.000 Z,,False,2023-11-08,OH,False,Medium,,GMT-04,Not Submitted,2023-11-09 03:01:19.000 Z,527.0,DoorDash;Uber,United States,,Ms.,,Marketing Inbound,,2023-11-08 19:11:09.000 Z,7.94,005Uo0000018DIrIAM,5223.3,2023-11-09 03:01:19.000 Z,-7.84,,AE,(440) 264-3629,0,True,527.0,False,Mentor,False,0,,True,0058b00000HNKiUAAX,7.84,DM,44060,True,2023-11-08,US,False,Delivery,SDR team user,False,08:56:24.606Z,44060,Mentor,OH,60134,"50,001+",585,"501 - 5,000","$81,656","$60,000 - $100,000",Eastern Standard Time,A-
7109,NJ,Northeast,2024-09-09 09:50:04.000 Z,False,0.02,0.0,False,,Converted,False,2023-08-31 18:04:47.000 Z,2023-08-31 18:03:08.000 Z,True,Full Time,Chinese-Unknown,2023-08-31,EST,Thursday,,2025-05-15 16:11:25.000 Z,False,2023-08-31 18:04:47.000 Z,False,,,1:03 PM,Mandarin,,NJ,2023-08-31 18:03:08.000 Z,,False,2023-03-14,NJ,False,Low,,GMT-04,Approved,2023-08-31 18:04:47.000 Z,793.0,,United States,,,,Marketing Inbound,,2023-08-31 18:03:43.000 Z,0.0,,0.03,2023-08-31 18:04:47.000 Z,-0.02,,AE,(347) 282-8333,0,True,623.0,False,,False,0,2022-05-18,True,,0.02,Field Trip,,False,2023-08-31,US,False,Delivery,,False,13:03:14.667Z,7109,Belleville,NJ,36173,"20,201 - 50,000",4219,"501 - 5,000",No Data,No Data,Eastern Standard Time,C+
55407,MN,Midwest,2024-11-23 00:31:49.000 Z,False,0.0,0.0,False,,Converted,False,2024-11-22 18:17:25.000 Z,2024-11-22 18:01:14.000 Z,True,,,2024-11-23,,Friday,2024-11-22 18:01:14.000 Z,2024-11-23 00:31:49.000 Z,False,2024-11-23 00:31:49.000 Z,False,,,08:57 AM,Mandarin,2024-11-22 21:10:08.000 Z,,2024-11-22 18:01:15.000 Z,,False,2024-11-22,,False,,Duplicate,GMT-04,Not Submitted,2024-11-22 18:17:25.000 Z,147.0,,United States,2024-11-23 00:31:49.000 Z,,Marketing Inbound,Marketing Inbound,2024-11-23 00:31:49.000 Z,2024-11-23 00:31:49.000 Z,0.0,0058b00000Fyza3AAB,0.27,2024-11-22 18:17:25.000 Z,6.24,Inbound,AE,(646) 262-8938,0,True,147.0,False,,False,0,2024-11-22,True,005Uo000000354nIAA,0.0,SEO_Chinese,,False,2024-11-22,US,False,,SDR team user,False,08:57:22.073Z,55407,Minneapolis,MN,40980,"20,201 - 50,000",3916,"501 - 5,000","$74,518","$60,000 - $100,000",Central Standard Time,B-
27410,NC,Southeast,2024-09-09 09:31:43.000 Z,False,1.51,0.0,False,4008 BATTLEGROUND AVE # C,Converted,False,2024-04-17 17:48:50.000 Z,2022-11-01 02:41:40.000 Z,False,Full Time,Chinese-Unknown,2024-04-17,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2024-04-17 19:19:24.000 Z,False,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,Basic Menu,1:01 PM,Mandarin,2024-04-17 19:17:55.000 Z,NC,2022-11-01 02:41:40.000 Z,,False,2024-04-17,NC,False,Medium,,GMT-04,Not Submitted,2024-04-17 17:48:50.000 Z,393.0,,United States,2024-04-17 17:48:50.000 Z,Ms.,CSM Referral,CSM Referral,2024-04-17 17:48:50.000 Z,2024-04-17 17:48:50.000 Z,0.0,,12807.12,2024-04-17 17:48:50.000 Z,0.0,Outbound,AE,(917) 288-6018,0,True,393.0,False,GREENSBORO,False,0,,True,,1.51,SMS;DM;Client Referral - CSM,27410,False,2024-04-17,US,False,Pick Up,,False,13:01:49.622Z,27410,Greensboro,NC,55707,"50,001+",658,"501 - 5,000","$80,271","$60,000 - $100,000",Eastern Standard Time,A-
21001,MD,Northeast,2024-09-09 09:36:53.000 Z,False,0.0,,False,310 S Philadelphia Blvd,Converted,False,,2023-02-13 21:23:17.000 Z,True,Full Time,Chinese-Unknown;Japanese,2023-02-16,EST,Monday,,2025-05-15 16:11:25.000 Z,False,2023-02-16 16:56:43.000 Z,False,Printer Promotion;50%/25%/10% 3 Month FT Discount,Basic Menu,1:02 PM,Mandarin,2023-02-15 20:16:03.000 Z,MD,2023-02-13 21:23:17.000 Z,"$70,001-$80,000",False,2023-02-15,MD,False,High,Current Client,GMT-04,Approved,,820.0,DoorDash,United States,,,,Marketing Inbound,,2023-02-16 16:56:43.000 Z,,,,,,,AE,(917) 346-3286,0,True,822.0,False,Aberdeen,False,0,2023-02-13,True,,0.0,DM,21001,False,2023-02-13,US,False,Pick Up,,False,13:02:00.391Z,21001,Aberdeen,MD,24752,"20,201 - 50,000",320,101 - 500,"$76,250","$60,000 - $100,000",Eastern Standard Time,B+
12771,NY,Northeast,2024-09-09 09:40:52.000 Z,False,0.0,,False,,Converted,False,,2023-06-10 15:26:33.000 Z,True,Full Time,Chinese-Unknown,2023-08-22,EST,Saturday,,2025-05-15 16:11:25.000 Z,False,2023-06-10 15:26:41.000 Z,False,,Basic Menu,1:03 PM,Mandarin,2023-08-05 15:13:47.000 Z,NY,2023-06-10 15:26:33.000 Z,,False,2023-08-05,NY,False,Medium,,GMT-04,Not Submitted,,649.0,,United States,,,,Marketing Inbound,,2023-06-10 15:26:41.000 Z,,,,,,,AE,(646) 330-8373,0,True,705.0,False,,False,0,2023-06-10,True,,0.0,DM,,False,2023-06-10,US,False,Pick Up,,False,13:03:11.627Z,12771,Port Jervis,NY,14788,"5,001 - 20,000",165,101 - 500,"$59,141","$1 - $60,000",Eastern Standard Time,B+
21076,MD,Northeast,2024-09-09 23:56:10.000 Z,False,10.02,0.04,False,7304 Parkway Drive,Converted,False,2024-04-25 15:47:00.000 Z,2024-04-25 15:40:38.000 Z,True,Full Time,Chinese-Unknown,2024-04-26,EST,Thursday,2024-04-25 15:40:39.000 Z,2025-05-15 16:11:25.000 Z,False,2024-04-26 01:50:56.000 Z,False,,Basic Menu,1:03 PM,Mandarin,2024-04-25 21:20:22.000 Z,MD,2024-04-25 15:40:39.000 Z,,False,2024-04-25,MD,False,Medium,,GMT-04,Not Submitted,2024-04-25 15:49:31.000 Z,385.0,,United States,2024-04-25 15:49:31.000 Z,,Marketing Inbound,Marketing Inbound,2024-04-25 15:49:00.000 Z,2024-04-25 15:49:31.000 Z,0.04,,0.11,2024-04-25 15:49:31.000 Z,0.0,Inbound,AE,(917) 881-5326,0,True,385.0,False,Hanover,False,0,2024-04-25,True,0058b00000HNKiyAAH,10.02,DM,21076,False,2024-04-25,US,False,Delivery,SDR team user,False,13:03:49.386Z,21076,Hanover,MD,17442,"5,001 - 20,000",534,"501 - 5,000","$137,237","$100,001 - $150,000",Eastern Standard Time,B-
11741,NY,Northeast,2024-11-13 09:40:33.000 Z,False,70.33,70.34,False,1079 Main Street,Converted,False,2024-01-15 05:13:31.000 Z,2024-01-14 22:00:20.000 Z,True,Part-Time,Chinese-Unknown,2024-01-17,EST,Sunday,2024-01-15 05:15:00.000 Z,2025-05-15 16:11:24.000 Z,False,2024-01-18 03:33:40.000 Z,False,30 days Free Trial - VO,Basic Menu,1:01 PM,Mandarin,2024-01-18 03:33:09.000 Z,NY,2024-01-14 22:00:20.000 Z,"$60,001-$70,000",False,2024-01-17,NY,False,Medium,,GMT-04,Not Submitted,2024-01-18 03:33:40.000 Z,484.0,,United States,2024-01-17 05:00:00.000 Z,,,Marketing Inbound,2024-01-17 05:00:00.000 Z,2024-01-15 05:13:47.000 Z,70.34,0058b00000HCkC1AAL,7.22,2024-01-18 03:33:40.000 Z,-70.33,,AE,(917) 859-5081,0,True,486.0,False,Holbrook,False,0,2024-01-14,True,0058b00000Fyza3AAB,70.33,WeChat - Other,11741,False,2024-01-15,US,False,Delivery,SDR team user,False,13:01:11.502Z,11741,Holbrook,NY,26651,"20,201 - 50,000",1377,"501 - 5,000","$140,334","$100,001 - $150,000",Eastern Standard Time,A
20877,MD,Northeast,2024-11-13 09:40:32.000 Z,False,0.5,0.5,False,,Converted,False,2024-02-20 19:47:12.000 Z,2022-11-23 01:21:06.000 Z,False,Part-Time,Chinese-Unknown;Other,2024-02-20,EST,Tuesday,2024-02-20 19:47:16.000 Z,2025-05-15 16:11:25.000 Z,False,2024-02-20 20:17:02.000 Z,False,30 days Free Trial - VO,,1:01 PM,Mandarin,2024-02-20 20:09:43.000 Z,MD,2022-11-23 01:21:06.000 Z,,False,2024-02-20,MD,False,Low,,GMT-04,Not Submitted,2024-02-20 20:17:02.000 Z,450.0,Qmenu / Beyond Menu,United States,2024-02-20 19:47:16.000 Z,,Marketing Inbound,Telemarketer,2024-02-20 19:47:00.000 Z,2024-02-20 19:47:16.000 Z,0.5,0058b00000HCkC1AAL,10914.44,2024-02-20 20:17:02.000 Z,-0.5,Inbound,AE,(917) 856-1288,0,True,450.0,False,,False,0,2022-11-22,True,0058b00000HNKijAAH,0.5,Hiring Post,,True,2024-02-20,US,False,Pick Up,SDR team user,False,13:01:58.853Z,20877,Gaithersburg,MD,38423,"20,201 - 50,000",2570,"501 - 5,000","$86,134","$60,000 - $100,000",Eastern Standard Time,B+
