Snowball Map,List Source,Restaurant Name,Mailing Address,City Name,State,TELEPHONENUMBER,Zip Code,Contact First Name,Contact Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
65284,Yelp Greendot (Q42022),NARUTO CAFE,1445 S COLLEGE ST STE 100,AUBURN,AL,(334) 209-1520,36832-5905,SOOL,KIM,7,Y,,Japanese
65285,Yelp Greendot (Q42022),NASHI RAMEN,102 5TH ST,HOOD RIVER,OR,(503) 893-8302,97031-2058,,,,,,Japanese
65286,Yelp Greendot (Q42022),NAUTICAL WHIMSEY,210 W MAIN ST STE 103,TUPELO,MS,(662) 842-7171,38804-3954,,,9,Y,,Cajun Seafood
65287,Yelp Greendot (Q42022),NAWLINS FLAVA CAFE,735 SAINT LOUIS ST,NEW ORLEANS,LA,(504) 298-3111,70130-2121,,,,,,Cajun Seafood
65288,Yelp Greendot (Q42022),NAWLINS ON MAIN,1000 N MAIN AVE,SAN ANTONIO,TX,(210) 688-5900,78212-4731,,,,,,Cajun Seafood
65289,Yelp Greendot (Q42022),NAWLINS PRALINE CANDY & MORE,1142 ATLANTA HWY STE 109,GRAYSON,GA,(770) 417-8240,30017,,,2,Y,,Cajun Seafood
65290,Yelp Greendot (Q42022),NAYA DESSERT CAFE,5338 GEARY BLVD,SAN FRANCISCO,CA,(415) 213-5308,94121-2323,,,,,,Japanese
65291,Yelp Greendot (Q42022),NBX ASIAN CUISINE,9064 FORSSTROM DR UNIT B15,LONE TREE,CO,(303) 643-6464,80124-5591,,,,,,Chinese
65292,Yelp Greendot (Q42022),NCLOUD RESTAURANT & LOUNGE,19715 JAMAICA AVE,HOLLIS,NY,(347) 676-5818,11423-2643,,,,,,Chinese
65293,Yelp Greendot (Q42022),NECTAR,1091 LANCASTER AVE,BERWYN,PA,(610) 725-9000,19312-1242,MICHAEL,WEI,50,Y,,Japanese
65294,Yelp Greendot (Q42022),NEETA'S INDIAN CUISINE,6688 SOUTHWEST FWY,HOUSTON,TX,(832) 251-7200,77074-2210,DINESHBHAI,PATEL,15,Y,,Chinese
65295,Yelp Greendot (Q42022),NEIGHBOR'S KITCHEN,6329 BELAIR RD,BALTIMORE,MD,(410) 426-7775,21206-1839,JIANG,DIANSHI,12,Y,,Chinese
65296,Yelp Greendot (Q42022),NEIL'S CREOLE FRIED CHICKEN,1240 N 5TH ST,SILSBEE,TX,(409) 386-2100,77656-3706,BUDD,WILKE,4,Y,,Cajun Seafood
65297,Yelp Greendot (Q42022),NEM NUONG NHA TRANG,1111 STORY RD STE 1025,SAN JOSE,CA,(408) 667-2361,95122-2669,,,,,,Chinese
65298,Yelp Greendot (Q42022),NEMO RESTAURANT,100 COLLINS AVE,MIAMI BEACH,FL,(305) 532-4550,33139-7207,JOSEPH,LOVINS,10,Y,,Japanese
65299,Yelp Greendot (Q42022),NEON KITTEN,2805 MAIN ST,DALLAS,TX,(972) 807-2308,75226-1502,,,,,,Chinese
65300,Google API (Q42022),NEPTUNE CAFE,1597 JOHN F KENNEDY BLVD,JERSEY CITY,NJ,(201) 333-9337,07305-1701,OLIVER,CHEN,4,N,,Chinese
65301,Yelp Greendot (Q42022),NEPTUNES TAPHOUSE AND EATERY,232 S MAIN ST,LIVINGSTON,MT,(406) 333-2400,59047-3017,,,8,Y,,Japanese
65302,Google API (Q42022),NEUSE RIVER CHINESE RESTAURANT,2457 US HIGHWAY 117 S,GOLDSBORO,NC,(919) 734-6288,27530-8497,MEI,XIAO,4,N,,Chinese
65303,Yelp Greendot (Q42022),NEUTRAL GROUND,422 E MARTIN LUTHER KING BLVD,CHATTANOOGA,TN,(423) 541-6858,37403-4141,,,,,,Cajun Seafood
65304,Yelp Greendot (Q42022),NEUTRAL GROUND,2110 W NORTH TEMPLE,SALT LAKE CITY,UT,(801) 953-0443,84116-2913,,,,,,Cajun Seafood
65305,Yelp Greendot (Q42022),NEW ASIA,1105 MASSACHUSETTS AVE STE 6,CAMBRIDGE,MA,(617) 491-1167,02138-5217,,,,,,Chinese
65306,Google API (Q42022),New Asian Bistro,45 PLAZA DR STE 600,TAMAQUA,PA,(570) 728-0189,18252-4457,CHUN X,ZHENG,,Y,,Chinese
65307,Yelp Greendot (Q42022),NEW ASIAN SUPER BUFFET,11701 MAUMELLE BLVD,NORTH LITTLE ROCK,AR,(501) 753-9888,72113-6558,SAM,NIN,10,Y,,Chinese
65308,Google API (Q42022),New Asian Taste,1950 COLUMBIA AVE W STE D,BATTLE CREEK,MI,(269) 282-0689,49015-2891,HAU,VUNG,4,Y,,Chinese
65309,Google API (Q42022),NEW BAMBOO GARDEN,421 HURFFVILLE CROSSKEYS RD,SEWELL,NJ,(856) 589-8888,08080-2374,YONGLIAN,LIU,4,Y,,Chinese
65310,Yelp Greendot (Q42022),NEW BAYTOWN SEAFOOD EXPRESS,2402 TEXAS 36,GATESVILLE,TX,(254) 865-0350,76528,,,,,,Cajun Seafood
65311,Google API (Q42022),New Canton Chop Suey,1205 N ELMHURST RD STE B,PROSPECT HTS,IL,(847) 537-4880,60070-1021,YING,HONG,4,Y,,Chinese
65312,Google API (Q42022),NEW CENTURY,264 PORTLAND ST,ST JOHNSBURY,VT,(802) 748-2338,05819-2039,HENRY,FONG,19,N,,Chinese
65313,Yelp Greendot (Q42022),NEW CENTURY CARRY-OUT,3176 BLADENSBURG RD NE,WASHINGTON,DC,(202) 529-2877,20018-2204,,,,,,Chinese
65314,Yelp Greendot (Q42022),NEW CENTURY CHINESE RESTAURANT,119 CENTRAL ST STE 1,WOODSVILLE,NH,(603) 747-3886,03785-1281,,,,,,Chinese
65315,Yelp Greendot (Q42022),NEW CHEUNG JOY KITCHEN,10819 LIBERTY AVE,SOUTH RICHMOND HILL,NY,(718) 738-2362,11419-1701,,,,,,Japanese
65316,Yelp Greendot (Q42022),NEW CHIAM,3038 IL-71,OTTAWA,IL,(815) 433-3240,61350,TIFFANY,ANDERSON,13,Y,,Chinese
65317,Google API (Q42022),NEW CHINA,3330 COBB PKWY NW STE 142,ACWORTH,GA,(770) 917-1118,30101-3999,MIU,JHANG,4,Y,,Chinese
65318,Google API (Q42022),NEW CHINA,525 BANKHEAD HWY,CARROLLTON,GA,(770) 838-0036,30117-2446,YING,NRU,4,Y,,Chinese
65319,Google API (Q42022),NEW CHINA,3816 SALEM RD,COVINGTON,GA,(678) 212-2000,30016-4528,CUI H,GUO,4,N,,Chinese
65320,Google API (Q42022),NEW CHINA,104 W BROADWAY # 7710,ASHLAND,MO,(573) 657-5511,65010-7710,KEN,CHEN,4,Y,,Chinese
65321,Google API (Q42022),NEW CHINA,905 EASTLAND DR STE D,JEFFERSON CTY,MO,(573) 659-8881,65101-4072,ZHENG,DU,4,Y,2004,Chinese
65322,Google API (Q42022),NEW CHINA,313 US HIGHWAY 50 W,TIPTON,MO,(660) 433-5888,65081-8720,ANDY,XIAO,4,Y,,Chinese
65323,Google API (Q42022),NEW CHINA,240 E 174TH ST,BRONX,NY,(718) 583-7666,10457-7002,YAMIN,HUANG,4,N,,Chinese
65324,Google API (Q42022),NEW CHINA,3035 3RD AVE,BRONX,NY,(718) 292-3309,10455-1202,MING XIA,SUN,4,N,2003,Chinese
65325,Google API (Q42022),NEW CHINA,8928 163RD ST,JAMAICA,NY,(646) 878-3250,11432-5070,ZUQIN,ZHENG,4,Y,,Chinese
65326,Google API (Q42022),New China,109 PALATINE PLZ,PALATINE BRG,NY,(518) 673-8292,13428-2810,MUPING,ZHANG,4,Y,,Chinese
65327,Google API (Q42022),NEW CHINA,702 E TRUDGEON ST,HENRYETTA,OK,(918) 652-8000,74437-4411,DAN H,LIN,4,Y,2005,Chinese
65328,Google API (Q42022),NEW CHINA,1620 W OLNEY AVE,PHILADELPHIA,PA,(215) 924-2550,19141-1713,ZENG,CHANG,4,Y,,Chinese
65329,Google API (Q42022),NEW CHINA,249 DOCK ST,SCHUYKL HAVN,PA,(570) 385-8228,17972-1209,ZHEN JIANG,GUO,4,Y,,Chinese
65330,Google API (Q42022),NEW CHINA,2713 CAMPOSTELLA RD,CHESAPEAKE,VA,(757) 543-8500,23324-3656,LILI,PAN,4,Y,,Chinese
65331,Google API (Q42022),NEW CHINA,4920 MONTICELLO AVE,WILLIAMSBURG,VA,(757) 220-5828,23188-8224,FANG,YAN,4,Y,,Chinese
65332,Google API (Q42022),NEW CHINA,2625 E RACE AVE,SEARCY,AR,(501) 268-1168,72143-4774,QIQIN,CHEN,19,N,,Chinese
65333,Google API (Q42022),NEW CHINA,11521 US HIGHWAY 431 STE U,GUNTERSVILLE,AL,(256) 878-8777,35976-5671,JOHN,CHEUNG,9,Y,,Chinese
65334,Google API (Q42022),New China,570 BLUE LAKES BLVD N,TWIN FALLS,ID,(208) 735-1225,83301-4033,BANGCHUN,SENG,9,Y,2001,Chinese
65335,Yelp Greendot (Q42022),NEW CHINA,1550 WOOD AVE,BRIDGEPORT,CT,(203) 330-0133,06604-1428,WILLIAM,MAHAR,5,Y,,Chinese
65336,Yelp Greendot (Q42022),NEW CHINA,163 ST 89TH AVE,JAMAICA,NY,(718) 657-4429,11432,CHENG,MINGFUNG,9,Y,,Chinese
65337,Yelp Greendot (Q42022),NEW CHINA,25 CENTRAL AVE,ALBANY,NY,(518) 465-6562,12210-1305,LIN,CHEN,4,Y,,Chinese
65338,Yelp Greendot (Q42022),NEW CHINA,6483 OLD US HWY 52,WELCOME,NC,(336) 731-8880,27374,,,,,,Chinese
65339,Yelp Greendot (Q42022),NEW CHINA,800 LAKE MURRAY BLVD STE C,IRMO,SC,(803) 749-8663,29063-7604,,,,,,Chinese
65340,Yelp Greendot (Q42022),NEW CHINA,5361 HIGHWAY 280 STE 104,BIRMINGHAM,AL,(205) 995-2228,35242-0310,,,7,Y,,Chinese
65341,Yelp Greendot (Q42022),NEW CHINA,3750 HIGHWAY 53 STE 1,HUNTSVILLE,AL,(256) 858-6628,35806-4724,BILL,MING,9,Y,,Chinese
65342,Yelp Greendot (Q42022),NEW CHINA,1741 N FRONTAGE RD,HASTINGS,MN,(651) 438-9888,55033-3490,NONG,CHEN,9,Y,,Chinese
65343,Yelp Greendot (Q42022),NEW CHINA,13000 VETERANS MEMORIAL PKWY STE H,WRIGHT CITY,MO,(636) 745-9898,63390-1012,,,,,,Chinese
65344,Yelp Greendot (Q42022),NEW CHINA,410 S TEXAS DR STE E,EAGLE PASS,TX,(830) 757-5777,78852-4798,CHUN,JIANG,9,Y,,Chinese
65345,Yelp Greendot (Q42022),NEW CHINA 88,2700 ROUTE 88,POINT PLEASANT BORO,NJ,(732) 892-1616,08742-2836,CHIN,LAM,3,Y,,Chinese
65346,Yelp Greendot (Q42022),NEW CHINA BUFFET,1963 US 20 STE 4,WATERLOO,NY,(315) 539-9988,13165,,,,,,Chinese
65347,Yelp Greendot (Q42022),NEW CHINA BUFFET,13771 WARWICK BLVD STE 31,NEWPORT NEWS,VA,(757) 833-8678,23602-5421,HUANG,QIGE,1,Y,,Chinese
65348,Yelp Greendot (Q42022),NEW CHINA BUFFET,714 S IRBY ST,FLORENCE,SC,(843) 669-9511,29501-5214,ANDY,TRAN,1,Y,,Chinese
65349,Yelp Greendot (Q42022),NEW CHINA BUFFET,517 1ST AVE SE,MOULTRIE,GA,(229) 890-8608,31768-4860,AI,CHIN,5,Y,,Chinese
65350,Yelp Greendot (Q42022),NEW CHINA BUFFET,1805 TIFT AVE N,TIFTON,GA,(229) 387-8780,31794-3578,CHOW,LEE,4,Y,,Chinese
65351,Yelp Greendot (Q42022),NEW CHINA BUFFET,111 HIGHWAY 52 BYP W,LAFAYETTE,TN,(615) 666-5668,37083-1726,,,,,,Chinese
65352,Yelp Greendot (Q42022),NEW CHINA BUFFET,3877 N GLOSTER ST,TUPELO,MS,(662) 840-2221,38804-0915,CHEN,SHENG,1,Y,,Chinese
65353,Yelp Greendot (Q42022),NEW CHINA BUFFET,2115 S HARPER RD,CORINTH,MS,(662) 287-3666,38834-6607,CHEN,HONG,1,Y,,Chinese
65354,Yelp Greendot (Q42022),NEW CHINA BUFFET,3216 IRVIN COBB DR STE M,PADUCAH,KY,(270) 442-7215,42003-0336,XIUCHANG,ZHENG,2,Y,,Chinese
65355,Yelp Greendot (Q42022),NEW CHINA BUFFET,12190 SAINT CHARLES ROCK RD,BRIDGETON,MO,(314) 344-0411,63044-2601,JENISON,XIAO,7,Y,,Chinese
65356,Yelp Greendot (Q42022),NEW CHINA BUFFET,2032 WASHINGTON XING,WASHINGTON,MO,(636) 432-5555,63090-5284,ZI,ZHENG,9,Y,,Chinese
65357,Yelp Greendot (Q42022),NEW CHINA BUFFET,5 CHARLESTON PLZ,CHARLESTON,MO,(573) 683-3333,63834-4302,MACEY,SHELTON,9,Y,,Chinese
65358,Yelp Greendot (Q42022),NEW CHINA BUFFET,517 N ORANGE ST,BUTLER,MO,(660) 679-0888,64730-1325,LOU,QIUANG,9,Y,,Chinese
65359,Yelp Greendot (Q42022),NEW CHINA BUFFET,1230 S GILBERT RD STE 6,MESA,AZ,(480) 539-1119,85204-6069,LIN,CHENG,2,Y,,Chinese
65360,Yelp Greendot (Q42022),NEW CHINA BUFFET,1720 NW 9TH ST,CORVALLIS,OR,(541) 752-3589,97330-2141,WEI,CHEN,1,Y,,Chinese
65361,Yelp Greendot (Q42022),NEW CHINA BUFFET-THE,710 BROADWAY,MARYSVILLE,KS,(785) 562-5600,66508-1842,JANE,WANG,8,Y,,Chinese
65362,Yelp Greendot (Q42022),NEW CHINA BUFFETT,33877 HIGHWAY 43,THOMASVILLE,AL,(334) 637-1185,36784-3346,,,,,,Chinese
65363,Google API (Q42022),NEW CHINA CARRYOUT,4121 SOUTHERN AVE,CAPITOL HGTS,MD,(301) 967-3975,20743-6848,WING CHUNG,CHAN,4,Y,,Chinese
65364,Google API (Q42022),New China Chef,676 S BARRINGTON RD,STREAMWOOD,IL,(630) 830-0101,60107-1842,JIE,MEI,4,Y,,Chinese
65365,Google API (Q42022),NEW CHINA CHINESE RESTAURANT,66 SOUDER RD,BRUNSWICK,MD,(301) 834-8888,21716-1245,LIXIU,JIANG,4,Y,,Chinese
65366,Google API (Q42022),NEW CHINA CHINESE RESTAURANT,1404 W VIRGINIA AVE,CREWE,VA,(434) 645-9888,23930-1024,MENG,WANG,4,Y,,Chinese
65367,Yelp Greendot (Q42022),NEW CHINA CHINESE RESTAURANT,1079 YONKERS AVE,YONKERS,NY,(914) 237-8789,10704-3144,CHEM,GUM,4,Y,,Chinese
65368,Yelp Greendot (Q42022),NEW CHINA CHINESE RESTAURANT,2104 HARKRIDER ST STE 101,CONWAY,AR,(501) 764-1888,72032-2418,BIN,ZHENG,16,Y,,Chinese
65369,Yelp Greendot (Q42022),NEW CHINA CHINESE RESTUARANT,601 HIGHWAY 71 N STE E,MENA,AR,(479) 394-5534,71953-4346,PING,JIANG,10,Y,,Chinese
65370,Yelp Greendot (Q42022),NEW CHINA CHINESE RESTURANT,250 E 204TH ST,BRONX,NY,(718) 561-8888,10458-1309,FEN,SUI,1,Y,,Chinese
65371,Yelp Greendot (Q42022),NEW CHINA CUISINE EXPRES,1989 SANTA RITA RD STE D,PLEASANTON,CA,(925) 846-6745,94566-4751,CINDY,WEI,9,Y,,Chinese
65372,Yelp Greendot (Q42022),NEW CHINA ELIM,724 NEREID AVE,BRONX,NY,(718) 324-6666,10466-1210,CHUNG,YUNG,2,Y,,Chinese
65373,Google API (Q42022),NEW CHINA EXPRESS,3877 UNION DEPOSIT RD,HARRISBURG,PA,(717) 558-8005,17109-5920,MENG,WANG,4,Y,,Chinese
65374,Yelp Greendot (Q42022),NEW CHINA EXPRESS,165 STATE ROUTE 3,SUNBURY,OH,(740) 965-1888,43074-6900,,,8,Y,,Chinese
65375,Google API (Q42022),New China Foods,1836 N MILPITAS BLVD,MILPITAS,CA,(408) 586-8769,95035-2714,NILIU,LIU,4,Y,,Chinese
65376,Google API (Q42022),NEW CHINA FUN,2116 WAYNE MEMORIAL DR STE C,GOLDSBORO,NC,(919) 739-8688,27534-1760,FAHONG,FU,4,Y,,Chinese
65377,Google API (Q42022),NEW CHINA GARDEN RESTAURANT,12322 LARGO DR,SAVANNAH,GA,(912) 920-3028,31419-2032,JOE,DER,4,Y,1990,Chinese
65378,Google API (Q42022),NEW CHINA GARDEN RESTAURANT,14906 SE POWELL BLVD,PORTLAND,OR,(503) 762-1880,97236-2400,JEFF,HUANG,4,Y,,Chinese
65379,Yelp Greendot (Q42022),NEW CHINA II,9632 SW 77TH AVE,MIAMI,FL,(305) 279-5715,33156-2615,GUORONG,SHEN,4,Y,,Chinese
65380,Google API (Q42022),New China Inn,3519 S 4TH ST,LEAVENWORTH,KS,(913) 651-8088,66048-5013,SAMMY,WONG,9,Y,,Chinese
65381,Yelp Greendot (Q42022),NEW CHINA INN BUFFET,251 N BROADWAY STE 42,PENNSVILLE,NJ,(856) 678-4535,08070-1200,LOINT,YEH,4,Y,,Chinese
65382,Google API (Q42022),NEW CHINA JADE,4313 WALNUT ST # 40,MCKEESPORT,PA,(412) 751-8213,15132-6100,WENDY,WANG,4,Y,,Chinese
65383,Google API (Q42022),NEW CHINA KING,1811 NEW HOPE CHURCH RD STE 133,RALEIGH,NC,(919) 873-1256,27609-6288,QIANG,CHEN,4,Y,,Chinese
65384,Google API (Q42022),New China King Corporation,2026 LEXINGTON AVE FRNT 2,NEW YORK,NY,(212) 876-6688,10035-2224,WANG,ZAIFU,9,Y,,Chinese
65385,Google API (Q42022),New China Mongolian BBQ,10001 HAWTHORNE BLVD,INGLEWOOD,CA,() -,90304-1515,SANG,CHUN,9,N,2017,Chinese
65386,Google API (Q42022),NEW CHINA RESTARAUNT,214 NW 1ST AVE STE 1,GRAND RAPIDS,MN,(218) 327-1455,55744-2750,ANDY,ZHENG,9,Y,,Chinese
65387,Google API (Q42022),NEW CHINA RESTAURANT,1668 BELTLINE RD SW,DECATUR,AL,(256) 355-8938,35601-5505,IVY,CHEN,4,N,,Chinese
65388,Google API (Q42022),NEW CHINA RESTAURANT,3503 MEMORIAL PKWY NW STE F,HUNTSVILLE,AL,(256) 859-6328,35810-2445,DONNA,FANG,4,Y,,Chinese
65389,Google API (Q42022),NEW CHINA RESTAURANT,11121 1ST AVE,WHITTIER,CA,(562) -94-0066,90603-3110,LILY,WONG,4,Y,,Chinese
65390,Google API (Q42022),NEW CHINA RESTAURANT,1678 S MISSOURI AVE,CLEARWATER,FL,(727) 584-1405,33756-1221,XIA,ZAHO,4,N,,Chinese
65391,Google API (Q42022),NEW CHINA RESTAURANT,3035 PANOLA RD,LITHONIA,GA,(770) 593-9393,30038-2493,ZHEN,GUO,4,Y,,Chinese
65392,Google API (Q42022),NEW CHINA RESTAURANT,512 W OGEECHEE ST,SYLVANIA,GA,(912) 564-1287,30467-2203,FU,ZHENJ,4,Y,1996,Chinese
65393,Google API (Q42022),NEW CHINA RESTAURANT,2166 DELAWARE AVE,BUFFALO,NY,(716) 876-6868,14216-3210,HEPING,CHEN,4,Y,2000,Chinese
65394,Google API (Q42022),NEW CHINA RESTAURANT,110 E FRONT ST,HANCOCK,NY,(607) 637-3528,13783-1200,ROBERT,LIU,4,Y,,Chinese
65395,Google API (Q42022),NEW CHINA RESTAURANT,2005 N ARKANSAS AVE STE 6,RUSSELLVILLE,AR,(479) 968-8881,72802-2214,BAO,ZHANG,19,N,,Chinese
65396,Google API (Q42022),NEW CHINA RESTAURANT,1021 CECIL AVE,DELANO,CA,(661) -72-2602,93215-1422,JUDY,WONG,9,N,,Chinese
65397,Google API (Q42022),NEW CHINA RESTAURANT,325 W OLIVE AVE,PORTERVILLE,CA,(559) -78-2937,93257-3317,YI LIN,HU,9,Y,,Chinese
65398,Google API (Q42022),NEW CHINA RESTAURANT,4850 SUGARLOAF PKWY STE 401,LAWRENCEVILLE,GA,(770) 822-1488,30044-2863,KAREN,FONG,9,Y,,Chinese
65399,Google API (Q42022),NEW CHINA RESTAURANT,30105 THREE NOTCH RD UNIT A,CHARLOTT HALL,MD,(301) 290-1992,20622-3185,ANDY,YAN,9,Y,,Chinese
65400,Google API (Q42022),NEW CHINA RESTAURANT,1684 W FRANKLIN ST STE C,MONROE,NC,(704) 225-9858,28112-4582,JI LONG,CHEN,9,Y,,Chinese
65401,Yelp Greendot (Q42022),NEW CHINA RESTAURANT,317 COURT ST,PLYMOUTH,MA,(508) 747-3040,02360-4386,,,7,Y,,Chinese
65402,Yelp Greendot (Q42022),NEW CHINA RESTAURANT,302 ADAMS AVE,HETTINGER,ND,(701) 567-1234,58639-7009,,,,,,Chinese
65403,Yelp Greendot (Q42022),NEW CHINA RESTAURANT,107 N 8TH ST,INDEPENDENCE,KS,(316) 331-5888,67301-3501,,,,,,Chinese
65404,Yelp Greendot (Q42022),NEW CHINA RESTAURANT,36882 DINERO WAY,HURON,CA,(559) 945-2823,93234,ALAN,CHUNG,2,Y,,Chinese
65405,Google API (Q42022),NEW CHINA RESTAURANT.,1542 GREENBRIER DEAR RD,ANNISTON,AL,(256) 835-1153,36207-6706,KEVIN,LIN,4,Y,,Chinese
65406,Yelp Greendot (Q42022),NEW CHINA RICE SHOP,800 LAKE MURRAY BLVD STE C,IRMO,SC,(803) 749-8663,29063-7604,,,,,,Chinese
65407,Google API (Q42022),NEW CHINA STAR,332 FREY ST,ASHLAND CITY,TN,(615) 792-2882,37015-1734,JIAN,CHOU,9,N,,Chinese
65408,Google API (Q42022),New China Station Bbq Restaurant,1710 TULLY RD,SAN JOSE,CA,(408) 531-8008,95122-1841,SUSAN,CHAN,9,N,,Chinese
65409,Google API (Q42022),New China Tea,4024 W 55TH ST,CHICAGO,IL,(773) 284-2463,60632-4226,DAVID,CHANG,4,N,,Chinese
65410,Google API (Q42022),NEW CHINATOWN,11 AVENUE D FRNT B,NEW YORK,NY,(212) 420-8799,10009-7840,JHENG CHENG,SUN,4,Y,,Chinese
65411,Yelp Greendot (Q42022),NEW CHOP SUEY,9119 S COMMERCIAL AVE,CHICAGO,IL,(773) 978-1583,60617-4323,,,,,,Chinese
65412,Google API (Q42022),NEW CHUNG MEE,3017 CHURCH AVE,BROOKLYN,NY,(718) 856-1220,11226-4209,MYNG,CAI,4,Y,,Chinese
65413,Yelp Greendot (Q42022),NEW CITY BUFFET,5142 STATE ROUTE 30 STE 175,GREENSBURG,PA,(724) 420-5505,15601-7865,YBO,WAGNER,9,Y,,Chinese
65414,Google API (Q42022),New Double Dragon,37 1ST AVE FRNT A,NEW YORK,NY,(212) 598-0730,10003-9415,SHAWN,LIN,4,Y,,Chinese
65415,Google API (Q42022),New Double Dragon Restaurant,37 1ST AVE FRNT A,NEW YORK,NY,(212) 529-9717,10003-9415,SHAWN,LIN,4,Y,,Chinese
65416,Yelp Greendot (Q42022),NEW DRAGON,622 S WALNUT ST,PAMPLICO,SC,(843) 493-3838,29583-3705,CHARLES,JOU,8,Y,,Chinese
65417,Yelp Greendot (Q42022),NEW DRAGON CHINESE RESTAURANT,855 ROUTE 22 HWY W,BLAIRSVILLE,PA,(724) 459-5788,15717-7916,YUANZHAO,CHEN,9,Y,,Chinese
65418,Yelp Greendot (Q42022),NEW DRAGON CHINESE RESTAURANT,120 RIDGE AVE STE 19,BLOOMINGDALE,IL,(630) 351-5339,60108-2906,,,,,,Chinese
65419,Yelp Greendot (Q42022),NEW DYNASTY,1999 KEITH ST NW,CLEVELAND,TN,(423) 728-5488,37311-4308,YI,LIU,11,Y,,Chinese
65420,Yelp Greendot (Q42022),NEW FRESH WOK,1535 LARPENTEUR AVE W,FALCON HEIGHTS,MN,(651) 645-8882,55113-6316,ZHI,LIN,10,Y,,Chinese
65421,Google API (Q42022),NEW GARDEN,6 MAIN ST,SKOWHEGAN,ME,(207) 474-8831,04976-1685,PING,WING,9,Y,,Chinese
65422,Google API (Q42022),NEW GARDEN CHINESE RESTAURANT,3111 ROSS CLARK CIR,DOTHAN,AL,(334) 677-3850,36303-3037,KARSOON,TAN,4,Y,,Chinese
65423,Google API (Q42022),New Garden Restaurant,1111 ATWELLS AVE,PROVIDENCE,RI,(401) 453-3133,02909-4144,HAUPAN,CHAN,4,Y,,Chinese
65424,Yelp Greendot (Q42022),NEW GOLDEN SPARKLING CHINESE RESTAURANT,8622 BROADWAY,ELMHURST,NY,(718) 745-4888,11373-5878,,,,,,Chinese
65425,Yelp Greendot (Q42022),NEW GOLDEN STAR,18836 SE STARK ST,PORTLAND,OR,(503) 666-5873,97233-5332,,,,,,Chinese
65426,Yelp Greendot (Q42022),NEW GREAT WALL,328 SAINT GEORGES AVE,RAHWAY,NJ,(732) 388-8848,07065-2828,,,,,,Chinese
65427,Yelp Greendot (Q42022),NEW HABACHI BUFFET,5509 US HIGHWAY 10 E,STEVENS POINT,WI,(715) 342-8879,54482-8305,JOHN,ZHANG,4,Y,,Chinese
65428,Google API (Q42022),NEW HAPPY GARDEN,4447 5TH STREET HWY STE C,TEMPLE,PA,(610) 921-8559,19560-1753,DEXING,GAO,4,Y,,Chinese
65429,Yelp Greendot (Q42022),NEW HAPPY WOK,450 ROCKAWAY TPKE UNIT C,CEDARHURST,NY,(516) 371-1234,11516-1133,JOHN,BOYLE,9,Y,,Chinese
65430,Yelp Greendot (Q42022),NEW HARBOUR RESTAURANT,3028 W GORDON AVE,SPOKANE,WA,(509) 327-2998,99205-2236,KEVIN,CHOI,2,Y,,Chinese
65431,Google API (Q42022),NEW HARDEE,854 FRANKLIN AVE,BROOKLYN,NY,(718) 493-8485,11225-1320,XUEHUA,ZHANG,4,N,,Chinese
65432,Yelp Greendot (Q42022),NEW HIBACHI,5237 DORCHESTER RD,NORTH CHARLESTON,SC,(843) 767-3338,29418-5610,,,,,,Chinese
65433,Yelp Greendot (Q42022),NEW HIBACHI BUFFET,5509 US HIGHWAY 10 E STE A,STEVENS POINT,WI,(715) 342-6918,54482-8307,,,,,,Chinese
65434,Google API (Q42022),NEW HO HO,3420 WESTFIELD AVE,CAMDEN,NJ,(856) 963-0394,08105-2516,ENG,SIUCUN,4,Y,,Chinese
65435,Yelp Greendot (Q42022),NEW HONG KONG,4594 QUINCE RD,MEMPHIS,TN,(901) 680-0999,38117-6547,EBAH,DHENT,9,Y,,Chinese
65436,Yelp Greendot (Q42022),NEW HONG KONG CHINESE,12701 MERRICK BLVD,JAMAICA,NY,(718) 723-0307,11434-3421,KAI,LANG,2,Y,,Chinese
65437,Google API (Q42022),New Hong Kong Chinese Food,7665 W SAINT FRANCIS RD,FRANKFORT,IL,(815) 469-8388,60423-9234,ANDY,MO,4,Y,,Chinese
65438,Yelp Greendot (Q42022),NEW HONG KONG CHINESE FOOD,3966 GULFWAY DR,PORT ARTHUR,TX,(409) 983-5675,77642-2864,FRANK,FAN,8,Y,,Chinese
65439,Google API (Q42022),NEW HONG KONG CHINESE RESTAURANT,1129 COOPER ST,BEVERLY,NJ,(609) 871-1778,08010-2558,SHOY,HUANG,4,Y,,Chinese
65440,Yelp Greendot (Q42022),NEW HONG KONG RESTAURANT,4500 ALTAMA AVE,BRUNSWICK,GA,(912) 264-9333,31520-3007,PETER,YAU,7,Y,,Japanese
65441,Yelp Greendot (Q42022),NEW HORIZON CHINESE RESTAURANT,124 STATE ROUTE 10 STE 1,RANDOLPH,NJ,(973) 361-4840,07869-2145,MICHAEL,CHENG,7,Y,,Chinese
65442,Yelp Greendot (Q42022),NEW HUNAN CHINESE,502 6TH ST SE,DEVILS LAKE,ND,(701) 662-3388,58301-3712,,,,,,Chinese
65443,Yelp Greendot (Q42022),NEW HUNAN KITCHEN,799 S MAIN ST,BELLINGHAM,MA,(508) 883-2088,02019-1873,JIMMY,CHANG,8,Y,,Chinese
