Snowball Map,Dupe (Y/N),Match Brizo 1,Match Brizo 2,Match Print 1,Name,CBE Contact Last Name,CBE Contact First Name,Price,Category,Phone Number,Street,City,State,Zip,CBE Location Employment Size Description,CBE Vendor Ethnicity Description
98732,FALSE,-,-,-,Sake Sushi,,,null,Japanese,(519) 971-9888,2080 Wyandotte St W,Windsor,ON,N9B 1J7,,
98733,FALSE,-,-,-,Tea Station,,,null,Chinese,(519) 969-2369,2017 Wyandotte St W,Windsor,ON,N9B 1J8,,
,TRUE,2037 Wyandotte St W,-,-,Sun Hong BBQ & Seafood,YEUNG,SIEC YIM,$$,Chinese,(519) 255-7808,2037 Wyandotte St W,Windsor,ON,N9B 1J8,5-9,Korean
,TRUE,2045 Wyandotte St W,-,-,Shanghai Bistro,,,$,Chinese,(519) 253-8880,2045 Wyandotte St W,Windsor,ON,N9B 1J8,,
98734,FALSE,-,-,-,Dragon's Inn Restaurant,,,$$,Chinese,(519) 258-7613,2240 Wyandotte Street W,Windsor,ON,N9B 1K2,5-9,Unknown
98735,FALSE,-,-,-,Hong Chow Restaurant,,,$$,Chinese,(519) 252-5669,1959 Tecumseh Rd W,Windsor,ON,N9B 1V7,,
98736,FALSE,-,-,-,Q-Tea Asian Food & Bubble Tea,,,$$,Cajun Seafood,(519) 252-8148,3211 Sandwich St,Windsor,ON,N9C 1A9,,
98737,FALSE,-,-,-,Jade Chinese Cuisine,,,null,Chinese,(519) 256-7117,1584 Huron Church Road,Windsor,ON,N9C 2L1,5-9,Unknown
98738,FALSE,-,-,-,Genki Sushi Japanese Bar,,,null,Japanese,(226) 221-8697,1584 Huron Church Road,Windsor,ON,N9C 2L1,5-9,Unknown
98739,FALSE,-,-,-,Ajisen Ramen,,,null,Japanese,(519) 915-2771,3196 Dougall Avenue,Windsor,ON,N9E 1S7,,
98740,FALSE,-,-,-,First Choice Chinese Restaurant,,,null,Chinese,(519) 972-8689,2981 Longfellow Ave,Windsor,ON,N9E 2L3,,
,TRUE,425 Cabana Rd E,-,-,Quick Sushi,HEE,SOOK,$$,Japanese,(519) 972-0808,425 Cabana Rd E,Windsor,ON,N9G 1A1,1-4,Korean
,TRUE,511 Cabana Rd E,-,-,China Kitchen Eatery,CHOW,WINSTON,$$,Chinese,(519) 966-2076,511 Cabana Rd E,Windsor,ON,N9G 1A5,1-4,Chinese
98741,FALSE,-,-,-,Orient Restaurant,MU,LIJIA,$,Japanese,(519) 969-0880,5841 Malden Road,Windsor,ON,N9H 1S3,1-4,Chinese
,TRUE,-,-,6188 Malden Rd,A-1 Chinese Restaurant (Lasalle),,,null,Chinese,(519) 734-1388,6188 Malden Rd,Windsor,ON,N9H 1T1,,
98742,FALSE,-,-,-,Koi Sushi & Japanese Cuisine,,,$$,Japanese,(519) 969-9833,5841 Malden Road,Lasalle,ON,N9H 2N8,5-9,Unknown
,TRUE,1481 Front Rd,-,-,Red Sun Restaurant,WU,LINCOLN,null,Chinese,(519) 734-6500,1481 Front Rd,Windsor,ON,N9J 2B2,5-9,Chinese
98743,FALSE,-,-,-,Salt Sushi,,,null,Japanese,(519) 979-8188,25 Amy Croft Dr Unit 31,Windsor,ON,N9K 1C7,,
98744,FALSE,-,-,-,Niko Sushi,TANG,SU,$$$,Japanese,(519) 979-8996,10 Amy Croft Drive,Tecumseh,ON,N9K 1C7,10-19,Chinese
,TRUE,244 Simcoe St,-,-,Ruby King Restaurant,,,null,Chinese,(519) 736-7789,244 Simcoe St,Amherstburg,ON,N9V 1M7,5-9,Unknown
,TRUE,259 Dalhousie St,-,-,Royal Sushi House,,,$$,Japanese,(519) 730-0808,259 Dalhousie St,Amherstburg,ON,N9V 1W8,,
98745,FALSE,-,-,-,Koi Sushi,,,$$,Japanese,(519) 733-6273,16 Main St W,Kingsville,ON,N9Y 1H1,,
,TRUE,12 Pearl St E,(519) 733-3967,-,May May Inn,HOANG,BOA,null,Chinese,(519) 733-3967,12 Pearl St E,Kingsville,ON,N9Y 1K2,1-4,Vietnamese
,TRUE,99 Ottawa Ave,(705) 386-7733,-,Wong's Delight Restaurant,CEN,JOE,null,Chinese,(705) 386-7733,99 Ottawa Ave,South River,ON,P0A 1X0,1-4,Chinese
98746,FALSE,-,-,-,Portside Fusion,,,null,Cajun Seafood,(705) 765-0003,98 Joseph Street,Port Carling,ON,P0B 1J0,,
98747,FALSE,-,-,-,China Garden Restaraunt,SIU,ELAINE,$$,Chinese,(705) 724-6868,458 Main Street,Powassan,ON,P0H 1Z0,1-4,Chinese
98748,FALSE,-,-,-,Orient Gardens,,,null,Chinese,(705) 569-3828,6718 11 Highway N,Temagami,ON,P0H 2H0,,
98749,FALSE,-,-,-,Rainbow Restaurant,GU,MICHELLE,null,Chinese,(705) 647-7555,39 Armstrong,New Liskeard,ON,P0J 1P0,5-9,Chinese
98750,FALSE,-,-,-,Silver Grill,YU,GUOQUAN,null,Chinese,(705) 232-4220,189 Ambridge Drive,Iroquois Falls,ON,P0K 1E0,1-4,Chinese
98751,FALSE,-,-,-,Chop Stix Restaurant,,,null,Chinese,(705) 897-3838,2987 Highway 69 N,Val Caron,ON,P0M 1E0,,
,TRUE,24 Amanda St,-,-,Mandarin House Chinese & Canadian Food,LAM,PAUL,$$,Chinese,(705) 694-0303,24 Amanda St,Coniston,ON,P0M 1M0,1-4,Vietnamese
98752,FALSE,-,-,-,Three Aces Restaurant,,,null,Chinese,(705) 843-2135,1700 Highway 17 W,Iron Bridge,ON,P0R 1H0,,
98753,FALSE,-,-,-,Lai's Restaurant,WU,LAILE,null,Chinese,(705) 856-4592,27 Broadway Avenue,Wawa,ON,P0S 1K0,1-4,Chinese
98754,FALSE,-,-,-,Wok With Chow,CHEN,YAN NIN,null,Chinese,(807) 229-1781,83 Evergreen Drive,Marathon,ON,P0T 2E0,10-19,Chinese
98755,FALSE,-,-,-,Wah's Restaurant,WU,JUAN,null,Chinese,(807) 825-1881,23 Simcoe Plaza,Terrace Bay,ON,P0T 2W0,1-4,Chinese
98756,FALSE,-,-,-,The Jade Restaurant,,,$$,Chinese,(807) 727-2777,17 Highway 105,Red Lake,ON,P0V 2M0,,
,TRUE,70 Lakeshore Dr,-,-,George's China Kitchen,HONG,FRANKIE,$$,Chinese,(705) 472-8980,70 Lakeshore Dr,North Bay,ON,P1A 2A3,1-4,Chinese
98757,FALSE,-,-,-,Mandarin Restaurant,,,$$$,Chinese,(705) 476-4174,127 Lakeshore Dr,North Bay,ON,P1A 2A9,,
98758,FALSE,-,-,-,JT Sushi,,,$$$,Japanese,(705) 474-8530,225 Lakeshore Dr,North Bay,ON,P1A 2B7,,
,TRUE,337 McIntyre St E,-,-,Lee's China Garden,WANG,QIDENG,null,Chinese,(705) 474-1334,337 McIntyre St E,North Bay,ON,P1B 1C9,1-4,Chinese
,TRUE,1006 Cassells St,-,-,Golden China,YIM,LEUNG,null,Chinese,(705) 476-4530,1006 Cassells St,North Bay,ON,P1B 4A9,1-4,Chinese
98759,FALSE,-,-,-,Momma Poon's Thai & Chinese,MEIYUK TSE,DWENDOLE,$$,Chinese,(705) 494-8980,1260 av Algonquin,North Bay,ON,P1B 4Y2,5-9,Unknown
,TRUE,2195 Trout Lake Rd,-,-,Loi's Family Restaurant,,,null,Chinese,(705) 472-2855,2195 Trout Lake Rd,North Bay,ON,P1B 7S3,1-4,Unknown
98760,FALSE,-,-,-,Mottbora Sushi,,,null,Japanese,(705) 784-9906,92 King William St Unit 2,Huntsville,ON,P1H 1E4,,
,TRUE,96 Main St E,-,-,China House,PHAN,TERRY,$$,Chinese,(705) 789-7310,96 Main St E,Huntsville,ON,P1H 1H4,5-9,Vietnamese
98761,FALSE,-,-,-,Mottbora,,,null,Japanese,(705) 784-9906,14 Main St E,Huntsville,ON,P1H 2C9,,
98762,FALSE,-,-,-,Wabora Japanese Fusion Steakhouse,,,$$$,Japanese,(705) 646-9500,295 Wellington St Unit 17,Bracebridge,ON,P1L 1P3,5-9,Unknown
,TRUE,390 Muskoka Rd N,-,-,China House,,,$$,Chinese,(705) 687-7971,390 Muskoka Rd N,Gravenhurst,ON,P1P 1G3,5-9,Unknown
,TRUE,-,(705) 687-8880,-,Sushi by the Water,,,null,Japanese,(705) 687-8880,"2194 Hwy-169, Suite D",Gravenhurst,ON,P1P 1R2,,
98763,FALSE,-,-,-,Boston Chinese Food,,,$$,Chinese,(),19 Seguin St,Parry Sound,ON,P2A 1B2,,
98764,FALSE,-,-,-,J J's Garden,,,$$,Chinese,(705) 746-6088,66 James St,Parry Sound,ON,P2A 1T5,5-9,Unknown
98765,FALSE,-,-,-,Sushi jokul,,,null,Japanese,(705) 753-4780,210 Front St Unit B,Sturgeon Falls,ON,P2B 2J3,,
,TRUE,8 Government Rd W,-,-,Pagoda Restaurant,XIONG,TANT,null,Chinese,(705) 567-3288,8 Government Rd W,Kirkland Lake,ON,P2N 2E1,5-9,Chinese
98766,FALSE,-,-,-,Osaka Sushi,WENG,QIXIANG,$$,Japanese,(705) 560-3888,1899 Lasalle Boulevard,Sudbury,ON,P3A 2A3,5-9,Chinese
,TRUE,840 Notre Dame Ave,-,-,Win Fortune,HUYNH,YOEI,null,Chinese,(705) 560-5420,840 Notre Dame Ave,Sudbury,ON,P3A 2T4,5-9,Vietnamese
98767,FALSE,-,-,-,Okinawa Sushi,CHEN,BIN,null,Japanese,(),798 Lasalle Blvd,Sudbury,ON,P3A 4V4,10-19,Chinese
98768,FALSE,-,-,-,Orient Restaurant,LUM,F J,null,Chinese,(705) 560-1230,Cb-900 Lasalle Blvd,Sudbury,ON,P3A 5W8,1-4,Chinese
98769,FALSE,-,-,-,Tondou Ramen,,,null,Japanese,(),434 Westmount Avenue,Greater Sudbury,ON,P3A 5Z8,,
98770,FALSE,-,-,-,Kingsway Buffet,GUO,GEORGE,$$,Chinese,(705) 524-7878,1051 Kingsway,Sudbury,ON,P3B 2E6,20-49,Chinese
,TRUE,40 Elm St,-,-,King Wong,XIE,YUQIN,null,Chinese,(705) 677-0721,40 Elm St,Sudbury,ON,P3C 1S8,1-4,Chinese
,TRUE,40 Elm St,-,-,Canton Chinese Food,,,$,Chinese,(705) 560-0592,40 Elm St,Sudbury,ON,P3C 1S8,,
,TRUE,67 Cedar St,-,-,Sapporo Ichibang,KANG,JEFF,$$,Japanese,(705) 673-2233,67 Cedar St,Sudbury,ON,P3E 1A7,5-9,Chinese
,TRUE,1355 Regent St,-,-,7 Star Dumpling,,,null,Chinese,(705) 805-7777,1355 Regent St,Sudbury,ON,P3E 3Z1,,
98771,FALSE,-,-,-,Orient Restaurant,,,null,Chinese,(705) 522-8332,,Sudbury,ON,P3E 3Z6,,
,TRUE,1716 Regent St,-,-,Okinawa Sushi,,,$$,Japanese,(),1716 Regent St,Sudbury,ON,P3E 3Z8,,
,TRUE,1716 Regent St,-,-,Wonderful Sushi,,,null,Japanese,(705) 522-3336,1716 Regent St,Sudbury,ON,P3E 3Z8,,
98772,FALSE,-,-,-,Kinhao Sushi,,,null,Chinese,(705) 470-3111,2040 Algonquin Rd Unit 21,Sudbury,ON,P3E 4Z6,,
98773,FALSE,-,-,-,Golden Palace,TAN,TIM,null,Chinese,(705) 692-9993,450 Regional Rd 55,Lively,ON,P3Y 1C4,1-4,Chinese
98774,FALSE,-,-,-,Encore Chinese Restaurant,,,null,Chinese,(705) 267-3931,211 Algonquin Blvd E,Timmins,ON,P4N 1B1,,
98775,FALSE,-,-,-,Golden Dragon Restaurant,WANG,SUNNY,null,Chinese,(705) 268-8898,128 Third Ave,Timmins,ON,P4N 1C5,5-9,Chinese
,TRUE,38 Mountjoy St S,-,-,London Cafe,YU,GUOSHI,null,Chinese,(705) 267-7191,38 Mountjoy St S,Timmins,ON,P4N 1S4,10-19,Chinese
98776,FALSE,-,-,-,Osaka Sushi All You Can Eat,,,null,Japanese,(705) 531-7777,57 Mountjoy Street S,Timmins,ON,P4N 1S6,5-9,Unknown
98777,FALSE,-,-,-,Sushi Shop,ARCHER,SAMANTHA,null,Japanese,(705) 264-4494,66 Pine St S,Timmins,ON,P4N 2K2,5-9,English
98778,FALSE,-,-,-,Choy See Kam's Cantonese Cuisine,,,null,Chinese,(705) 264-6200,246 Algonquin Blvd W,Timmins,ON,P4N 2R7,,
98779,FALSE,-,-,-,Hong Kong Restaurant,YUE,BETTY,null,Chinese,(705) 869-2326,481 Centre St,Espanola,ON,P5E 1J5,1-4,Chinese
,TRUE,16 Riverside Dr,-,-,Thong La's Restaurant,LA,THONG,$$$,Chinese,(705) 335-8588,16 Riverside Dr,Kapuskasing,ON,P5N 1A3,10-19,Thai
,TRUE,46 Riverside Dr,(705) 335-5353,-,China Clipper Restaurant,FANG,CHEN,$$,Chinese,(705) 335-5353,46 Riverside Dr,Kapuskasing,ON,P5N 1A8,5-9,Chinese
,TRUE,303 Cathcart St,-,-,Hard Wok Cafe,MAH,CECIL,$$,Chinese,(705) 254-2871,303 Cathcart St,Sault Ste. Marie,ON,P6A 1E8,10-19,Chinese
,TRUE,368 Queen St E,-,-,Sun Kwong Restaurant,MA,PETER,null,Chinese,(705) 253-1578,368 Queen St E,Sault Ste. Marie,ON,P6A 1Z1,5-9,Chinese
98780,FALSE,-,-,-,Lil's Asian Cuisine,,,null,Cajun Seafood,(705) 253-6111,112 March Street,Sault Ste. Marie,ON,P6A 2Z3,,
98781,FALSE,-,-,-,Hong Kong Restaurant,POON,JULIEN,$$,Chinese,(705) 949-2313,241 Trunk Rd,Sault Ste. Marie,ON,P6A 3S7,10-19,Chinese
98782,FALSE,-,-,-,Shogun Sushi,CHEN,MAGGIE,$$,Chinese,(705) 253-8688,168 Great Northern Rd,Sault Ste. Marie,ON,P6B 4Z3,5-9,Chinese
,TRUE,214 Egan St,-,-,Ling Lee's Chinese Cuisine,LEE,LING,null,Chinese,(807) 344-1441,214 Egan St,Thunder Bay,ON,P7A 2W7,10-19,Chinese
,TRUE,863 Red River Rd,-,-,Eddy Lee's Chinese Restaurant,PHAM,NHU,null,Chinese,(807) 767-2181,863 Red River Rd,Thunder Bay,ON,P7B 1K3,5-9,Vietnamese
,TRUE,1091 Dawson Rd,-,-,Oriental Garden,NGUYEN,PHUC,$$,Chinese,(807) 767-4177,1091 Dawson Rd,Thunder Bay,ON,P7B 1K8,5-9,Vietnamese
,TRUE,254 Bay St,-,-,HK Jade Express,LEE,CHING W,null,Chinese,(807) 343-0337,254 Bay St,Thunder Bay,ON,P7B 1R5,1-4,English
,TRUE,-,-,450 Memorial Ave,Sushi Station,CHANG,WEIQING,$$,Japanese,(807) 767-8220,450 Memorial Ave,Thunder Bay,ON,P7B 3Y7,5-9,Chinese
98783,FALSE,-,-,-,Four Season Super Buffet,,,null,Chinese,(807) 286-6188,1186 Memorial Ave Unit 10,Thunder Bay,ON,P7B 5K5,,
98784,FALSE,-,-,-,Mr. Stir Fry,,,null,Chinese,(),1186 Memorial Ave Unit 10,Thunder Bay,ON,P7B 5K5,,
98785,FALSE,-,-,-,Osaka Sushi,,,null,Japanese,(807) 286-5023,801 Central Avenue,Thunder Bay,ON,P7B 6P8,,
98786,FALSE,-,-,-,Lucky's Restaurant,,,null,Chinese,(807) 623-5780,2624 Victoria Ave E,Thunder Bay,ON,P7C 1E7,,
98787,FALSE,-,-,-,Golden Lantern,,,null,Chinese,(807) 622-9923,505 Simpson St,Thunder Bay,ON,P7C 3J5,,
98788,FALSE,-,-,-,GoldenWok,NGO,PHONG,null,Chinese,(807) 623-4291,106 May St S,Thunder Bay,ON,P7E 1A8,1-4,Vietnamese
98789,FALSE,-,-,-,Mandarin Chinese Restaurant,NGUYEN,LONG,$$$,Chinese,(807) 623-1244,125 Brodie St S,Thunder Bay,ON,P7E 1B8,10-19,Chinese
98790,FALSE,-,-,-,Tokyo House,,,$$$,Japanese,(807) 622-1169,231 Arthur St W,Thunder Bay,ON,P7E 5P7,5-9,Unknown
,TRUE,601 Arthur St W,-,-,Chinese Express,LAI,KIM,$$,Chinese,(807) 475-8833,601 Arthur St W,Thunder Bay,ON,P7E 5R6,10-19,Chinese
98791,FALSE,-,-,-,Mr. Chinese,PHAM,LIEN,$$,Chinese,(807) 577-8051,615 Arthur St W,Thunder Bay,ON,P7E 5R6,5-9,Vietnamese
98792,FALSE,-,-,-,Wasabi Japanese Restaurant,,,$$,Japanese,(807) 628-8088,538 Arthur St W,Thunder Bay,ON,P7E 5R7,,
,TRUE,588 Arthur St W,-,-,Canton Chinese Restaurant,CHOW,KEN,null,Chinese,(807) 473-4088,588 Arthur St W,Thunder Bay,ON,P7E 5R7,5-9,Chinese
,TRUE,310 Mountdale Ave,-,-,Asian,TRAN,JOHNNY,null,Cajun Seafood,(807) 476-0650,310 Mountdale Ave,Thunder Bay,ON,P7E 6G8,5-9,Vietnamese
98793,FALSE,-,-,-,Hong Kong House,WU,SUSAN,$$,Chinese,(807) 223-7411,34F Whyte Ave,Dryden,ON,P8N 1Z3,1-4,Chinese
98794,FALSE,-,-,-,Ho Ho Chinese Food,HO,THANH,null,Chinese,(807) 223-2888,64 Van Horne Avenue,Dryden,ON,P8N 2B1,5-9,Vietnamese
,TRUE,216 Scott St,(807) 274-3722,-,Le Hoa Oriental Restaurant,WU,JOHN,$$,Chinese,(807) 274-3722,216 Scott St,Fort Frances,ON,P9A 1G7,1-4,Chinese
98795,FALSE,-,-,-,CanAsian Family Restaurant,GICALE,CARLITO,$$,Chinese,(807) 271-4887,418 Scott St,Fort Frances,ON,P9A 1H2,1-4,Angolan
98796,FALSE,-,-,-,Sushi 251,LING,XUYING,$$$,Japanese,(807) 468-8000,251 Second St S,Kenora,ON,P9N 1G1,1-4,Chinese
,TRUE,39 Matheson St S,-,-,Yummy Yummy Chinese Restaurant,XU,BIFANG,null,Chinese,(807) 467-2313,39 Matheson St S,Kenora,ON,P9N 1T7,1-4,Chinese
,TRUE,112 Matheson St S,-,-,Ho Ho Chinese Food,WONG,JIM,null,Chinese,(807) 468-6813,112 Matheson St S,Kenora,ON,P9N 1T8,10-19,Chinese
,TRUE,101 Matheson St S,-,-,Hing's Chinese Food,CHOO,HARLAN,null,Chinese,(807) 468-9122,101 Matheson St S,Kenora,ON,P9N 1T9,1-4,Korean
,TRUE,-,(204) 388-5327,-,Foodie Panda,,,null,Chinese,(204) 388-5327,229 Main Street,Niverville,MB,R0A 0A1,,
98797,FALSE,-,-,-,Smile Thai,,,null,Chinese,(204) 298-3993,76 1st Avenue,Gimli,MB,R0C 1B0,,
98798,FALSE,-,-,-,Red Star,,,$$,Chinese,(204) 467-8221,322 Mainstreet,Stonewall,MB,R0C 2Z0,,
98799,FALSE,-,-,-,Lake Trail Family Restaurant,,,null,Chinese,(204) 866-4380,934 Dugald Road,Anola,MB,R0E 0A0,,
98800,FALSE,-,-,-,Lee's Village Restaurant,CHEN,SUNNY,null,Chinese,(204) 268-1636,627 Park Avenue,Beausejour,MB,R0E 0C0,5-9,Chinese
,TRUE,-,(204) 745-6448,-,Tidbit Restaurant,LEE,KITTY,null,Chinese,(204) 745-6448,74 Main Street S,Carman,MB,R0G 0J0,5-9,English
98801,FALSE,-,-,-,Bistro 758,GAN,JOANNE,null,Chinese,(204) 758-3550,166 Caron St,Saint Jean Baptiste,MB,R0G 2B0,1-4,Chinese
98802,FALSE,-,-,-,Club Cafe,PHAM,THUY DUONG,null,Chinese,(204) 773-2684,219 Main Street North,Russell,MB,R0J 1W0,1-4,Vietnamese
98803,FALSE,-,-,-,Lee's Restaurant,,,null,Chinese,(204) 328-7502,540 Second Avenue,Rivers,MB,R0K 1X0,,
98804,FALSE,-,-,-,Mark's Cafe,MAI,PING,null,Chinese,(204) 842-3888,737 Main Street,Birtle,MB,R0M 0C0,1-4,Chinese
,TRUE,380 Eveline St,-,-,Sake Japanese Restaurant,,,$$,Japanese,(204) 785-8909,380 Eveline St,Selkirk,MB,R1A 1N3,5-9,Unknown
98805,FALSE,-,-,-,Selkirk Chinese,PETERSON,DEAN,$,Chinese,(204) 785-2449,383 Eveline St,Selkirk,MB,R1A 1N4,5-9,Swedish
,TRUE,324 5th Ave NW,-,-,Great Wall Chinese Restaurant,LI,DEHUI,$$,Chinese,(204) 857-6720,324 5th Ave NW,Portage la Prairie,MB,R1N 0E3,1-4,Chinese
,TRUE,116 Saskatchewan Ave E,-,-,May Mei's Chinese Food Restaurant,BAIHONG,WU,null,Chinese,(204) 857-4555,116 Saskatchewan Ave E,Portage la Prairie,MB,R1N 0L1,1-4,Chinese
,TRUE,134 Saskatchewan Ave E,-,-,Dick's Cafe,PAO,GEORGE,$$,Chinese,(204) 857-4241,134 Saskatchewan Ave E,Portage la Prairie,MB,R1N 0L1,5-9,Chinese
,TRUE,129 Regent Ave W,-,129 Regent Ave W,Tasty Chinese Cuisine,LEI,RAYMOND,null,Chinese,(204) 222-3245,129 Regent Ave W,Winnipeg,MB,R2C 1R1,1-4,Chinese
98806,FALSE,-,-,-,Royal Garden Restaurant,CHIEN,JAMES,null,Chinese,(204) 222-7035,139 Regent Avenue W,Winnipeg,MB,R2C 1R1,1-4,Chinese
98807,FALSE,-,-,-,Hungs Garden,LIEU,QUANG,$$,Chinese,(204) 668-7613,1565 Regent Ave W Unit 1B,Winnipeg,MB,R2C 3B3,5-9,Korean
98808,FALSE,-,-,-,GaiJin Izakaya,,,null,Japanese,(204) 615-6868,1575 Regent Ave W Unit 2,Winnipeg,MB,R2C 3B3,,
98809,FALSE,-,-,-,Yuu Izakaya,,,null,Japanese,(204) 222-1213,1599 Regent Ave W,Winnipeg,MB,R2C 3B3,,
98810,FALSE,-,-,-,Cathay House,,,$,Chinese,(204) 669-1015,1631 Regent Ave W,Winnipeg,MB,R2C 4H9,,
98811,FALSE,-,-,-,Koya,LAM,BENSON,null,Japanese,(204) 661-9511,1155 Regent Avenue W,Winnipeg,MB,R2C 4J2,1-4,Vietnamese
98812,FALSE,-,-,-,Izumi Sushi,SONG,WEI,$$,Japanese,(204) 888-8668,14-1530 Regent Ave W,Winnipeg,MB,R2C 4J5,5-9,Chinese
98813,FALSE,-,-,-,Foody Goody Chinese Buffet Restaurant,LIU,FRANCES,$$,Chinese,(204) 669-5800,1530 Regent Avenue W,Winnipeg,MB,R2C 4J5,20-49,Chinese
98814,FALSE,-,-,-,Palatal Express,,,$$,Cajun Seafood,(204) 505-0838,635-1615 Regent Ave W,Winnipeg,MB,R2C 5C6,,
98815,FALSE,-,-,-,Peg's Bistro,BIJU,ARJUN,null,Cajun Seafood,(204) 505-0838,635-1615 Regent Ave W,Winnipeg,MB,R2C 5C6,1-4,Indian
98816,FALSE,-,-,-,Toy Sun Restaurant,CHAU,WAI T,null,Chinese,(204) 339-0068,1133 Henderson Highway,Winnipeg,MB,R2G 1L4,1-4,Chinese
,TRUE,1163 Henderson Hwy,-,-,888 Chinese Express,,,null,Chinese,(204) 338-8882,1163 Henderson Hwy,Winnipeg,MB,R2G 1L5,5-9,Unknown
98817,FALSE,-,-,-,Wok N Roll,TRUONG,PAUL,null,Chinese,(204) 668-2334,836 McLeod Ave,Winnipeg,MB,R2G 3P3,1-4,Vietnamese
98818,FALSE,-,-,-,Sushi Daruma,,,$$$,Japanese,(204) 415-1011,1128 Henderson Hwy Unit 34,Winnipeg,MB,R2G 3Z7,,
98819,FALSE,-,-,-,Sushi Kuni,KIM,CHOLE,$$,Japanese,(204) 231-3553,131 Provencher,Winnipeg,MB,R2H 0G2,5-9,Korean
,TRUE,157 Provencher Blvd,-,-,Dwarf No Cachette Cafe & Gift,AKIMOTO,YASUKO,$$,Japanese,(204) 691-9950,157 Provencher Blvd,Winnipeg,MB,R2H 0G2,1-4,Japanese
,TRUE,65 Goulet St,-,-,Honba Sushi,KIM,YONG,$$,Japanese,(204) 237-0001,65 Goulet St,Winnipeg,MB,R2H 0R5,5-9,Korean
,TRUE,407 Marion St,-,-,Oriental Pearl Chinese Food Home Delivery,CHAN,TOM,null,Chinese,(204) 237-8985,407 Marion St,Winnipeg,MB,R2H 0V4,5-9,Chinese
,TRUE,680 Elizabeth Rd,-,-,Kai Sushi,,,$$,Japanese,(204) 691-3651,680 Elizabeth Rd,Winnipeg,MB,R2J 1A4,5-9,Unknown
,TRUE,1031 Autumnwood Dr,-,-,Komodo Chinese Restaurant,YU,PING,$$,Chinese,(204) 253-3678,1031 Autumnwood Dr,Winnipeg,MB,R2J 1C6,1-4,Chinese
98820,FALSE,-,-,-,4 Seasons Chinese Food,RICKNER,CATHY,$$,Chinese,(204) 254-2221,10-35 Lakewood Blvd,Winnipeg,MB,R2J 2M8,10-19,German
98821,FALSE,-,-,-,Dim Sum Garden,TAM,WILLIAM,null,Chinese,(204) 661-3135,885 Henderson Hwy,Winnipeg,MB,R2K 2L8,5-9,"Khmer (Kampuchean, Cambodian)"
98822,FALSE,-,-,-,Empress of China Restaurant,HO,HUCKSON,$$,Chinese,(204) 334-9700,"14-1050 Henderson Highway, Rossmere Plaza",Winnipeg,MB,R2K 2M5,10-19,Vietnamese
,TRUE,562 Keenleyside St,-,-,Magic Sushi Panet,,,null,Japanese,(204) 415-7922,562 Keenleyside St,Winnipeg,MB,R2K 3H2,5-9,Unknown
,TRUE,1100 Concordia Ave,-,-,Ki Sushi,,,$$,Japanese,(),1100 Concordia Ave,Winnipeg,MB,R2K 4B5,,
98823,FALSE,-,-,-,Plaza Restaurant,TSANG,KIN,null,Chinese,(204) 667-6387,412 Union Ave W,Winnipeg,MB,R2L 0C8,10-19,Chinese
98824,FALSE,-,-,-,Charlee's Restaurant And Lounge,VILLAPANDO,CHARLIE,null,Cajun Seafood,(204) 663-6484,185 Stadacona Street,Winnipeg,MB,R2L 0N2,5-9,Italian
,TRUE,295 Nairn Ave,-,-,Five Spice Restaurant,,,$$,Chinese,(204) 668-8887,295 Nairn Ave,Winnipeg,MB,R2L 0W8,10-19,Unknown
98825,FALSE,-,-,-,KYU Grill,,,null,Japanese,(204) 615-8828,260 Henderson Hwy,Winnipeg,MB,R2L 1M2,,
,TRUE,341 Henderson Hwy,-,-,Golden Dragon Home Delivery,KANG,WEI,$$,Chinese,(204) 668-2647,341 Henderson Hwy,Winnipeg,MB,R2L 1M7,5-9,Chinese
98826,FALSE,-,-,-,Sato Sushi,JEONG,JIMMY,$$,Japanese,(204) 254-2525,"160 St. Annes Road"""", Unit A",Winnipeg,MB,R2M 2Z6,1-4,Korean
98827,FALSE,-,-,-,New China Kitchen,TAM,LINDA,$$,Chinese,(204) 253-0713,"446 St Annes Rd""""",Winnipeg,MB,R2M 3C8,1-4,"Khmer (Kampuchean, Cambodian)"
98828,FALSE,-,-,-,Marigold Restaurants,WOO,ROBERT,$$,Chinese,(204) 233-1453,"487 St Marys Rd""""",Winnipeg,MB,R2M 3L1,20-49,Korean
98829,FALSE,-,-,-,Atta Sushi,,,null,Japanese,(204) 691-6364,"741 Saint Marys Road""""",Winnipeg,MB,R2M 3N5,,
98830,FALSE,-,-,-,Aroma Bistro,,,null,Chinese,(204) 691-6364,"741 St Marys Road"""", Unit 7",Winnipeg,MB,R2M 3N5,,
98831,FALSE,-,-,-,Pho Cuu Long Restaurant,,,null,Chinese,(204) 505-0400,"757 St Marys Road""""",Winnipeg,MB,R2M 3N6,,
98832,FALSE,-,-,-,Fu Lin Chinese,,,null,Chinese,(204) 615-5126,"956 St Marys Road""""",Winnipeg,MB,R2M 3R8,,
98833,FALSE,-,-,-,Chef SongÆs Chinese Restaurant,,,null,Chinese,(204) 417-6688,1127 Saint Marys Road,Winnipeg,MB,R2M 3T7,,
98834,FALSE,-,-,-,Miriwa Restaurant,CHEN,HENRY,null,Chinese,(204) 257-1650,"1572 Saint Marys Road""""",Winnipeg,MB,R2M 3W4,10-19,Chinese
