UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Q3'24,Q4'24
R85139,FT,0,0,0,0,0,"17,770","17,959","18,374","18,747","17,490","15,788","15,728","21,934"
R85151,FT,0,0,0,0,0,"19,738","18,526","18,289","15,411","15,168","15,560","14,664","16,109"
R85152,PT,0,0,0,0,0,"7,691","7,757","7,680","7,917","7,395","7,527","8,497","7,077"
R85153,FT,0,0,0,0,0,"48,925","45,095","47,850","45,353","48,671","44,393","42,535","41,527"
R85155,FT,0,0,0,0,0,"17,741","17,530","17,094","15,085","15,207","19,858","15,999","16,747"
R85156,FT,0,0,0,0,0,"20,999","28,415","32,930","31,104","35,199","33,906","30,171","27,900"
R85157,FT,0,0,0,0,0,"11,980",0,0,0,0,0,0,0
R85158,FT,0,0,0,0,0,"47,953","41,193","38,082",0,0,0,0,0
R85159,PT,0,0,0,0,0,"10,978","39,249","39,399","41,122","35,739","37,166","38,488","40,043"
R85161,PT,0,0,0,0,0,"2,563",0,0,0,0,0,0,0
R85162,FT,0,0,0,0,0,"9,454","8,989","9,370","9,700","10,476","8,923","9,611",0
R85163,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85166,FT,0,0,0,0,0,"21,103","20,065","21,236","16,888","20,080","21,278","19,258","18,095"
R85167,PT,0,0,0,0,0,"20,458","22,178","19,484","2,520","2,520","2,520","21,183","20,576"
R85168,FT,0,0,0,0,0,"11,581","12,220","10,814","13,762","12,414","12,488","13,770","14,638"
R85169,FT,0,0,0,0,0,"23,370","24,973","24,977","21,673","23,795","25,312","25,697","21,386"
R85171,FT,0,0,0,0,0,"22,043","20,920",0,0,0,0,0,0
R85172,FT,0,0,0,0,0,"38,832","49,640","41,078","46,370","41,023","44,344","48,500","53,826"
R85173,FT,0,0,0,0,0,"7,962","7,403","7,339","7,186","6,291","11,785","6,432","6,244"
R85175,FT,0,0,0,0,0,893,0,91,91,91,91,96,96
R85176,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85178,FT,0,0,0,0,0,"29,248","26,903","25,876","28,830","28,405","27,249","27,321","26,632"
R85179,PT,0,0,0,0,0,"20,864","22,850",653,327,327,327,0,0
R85181,FT,0,0,0,0,0,"27,246","21,636","20,721","32,745","21,442","22,126","21,102","23,669"
R85182,FT,0,0,0,0,0,"10,584","10,857","13,468","13,851","14,454","13,671","12,631","10,320"
R85183,PT,0,0,0,0,0,"6,572","11,663","10,381","9,848","5,170","9,290","9,761","8,051"
R85185,FT,0,0,0,0,0,"57,472","60,883","62,948","54,168","56,408","57,870","58,299","56,372"
R85186,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85187,FT,0,0,0,0,0,"18,007","12,622","10,980","11,237","11,263","8,695","7,562","4,969"
R85188,FT,0,0,0,0,0,"46,172","43,961","44,920","22,399","26,199","22,873","29,495","36,529"
R85189,PT,0,0,0,0,0,"2,392",204,"3,168","1,446",186,"2,661","19,882","16,177"
R85192,FT,0,0,0,0,0,"58,414","70,905","68,361","66,026","64,044","64,648","64,119","60,883"
R85193,FT,0,0,0,0,0,"11,749","13,108",0,0,0,0,0,0
R85195,PT,0,0,0,0,0,"34,938","33,872","46,459","37,738","48,910","47,442","48,767","39,609"
R85196,FT,0,0,0,0,0,"4,908",120,0,0,0,0,0,0
R85197,FT,0,0,0,0,0,"25,521","23,403","20,577","10,216","1,959","1,643","18,107","16,965"
R85198,FT,0,0,0,0,0,"29,198","27,366","27,768","29,192","28,016","28,719","25,462","26,526"
R85199,FT,0,0,0,0,0,"8,704","13,996","13,252","13,063","13,137","16,231","16,050","11,958"
R85201,FT,0,0,0,0,0,"24,760","23,749","24,972","26,961","27,837","27,205","29,428","28,100"
R85202,PT,0,0,0,0,0,"15,860",0,0,0,0,0,0,0
R85203,FT,0,0,0,0,0,"28,150","27,687","28,511","25,245","26,141","27,929","25,114","21,827"
R85205,FT,0,0,0,0,0,"26,878","29,414","30,783","28,796","28,608","30,468","31,814","29,456"
R85206,PT,0,0,0,0,0,0,0,"1,996",773,773,773,768,768
R85207,FT,0,0,0,0,0,"10,669","9,416","9,258","8,299","11,148","11,256","11,326","11,378"
R85208,FT,0,0,0,0,0,"1,323",0,0,0,0,0,0,0
R85209,FT,0,0,0,0,0,"20,707","19,053","19,732","19,880","17,053","18,246","17,167","17,494"
R85211,FT,0,0,0,0,0,"21,944",0,0,0,0,0,0,0
R85212,FT,0,0,0,0,0,"22,952","26,110","26,795","32,835","24,097","24,034","17,625","26,070"
R85213,PT,0,0,0,0,0,"16,745","15,515","13,808",653,"13,708","8,051","7,630","1,200"
R85216,FT,0,0,0,0,0,"14,358","17,224","14,598","12,545","14,079","15,310","15,131","13,589"
R85217,PT,0,0,0,0,0,"2,772","2,400","2,400","2,929","3,000","2,584","2,715","2,671"
R85218,FT,0,0,0,0,0,"28,698","28,362","26,189","28,449","26,656",303,"29,542","25,666"
R85219,FT,0,0,0,0,0,"25,858","26,487","25,969","22,040","27,577","30,775","26,335","24,699"
R85221,FT,0,0,0,0,0,"20,356","16,030","17,608","15,974","19,509","16,584","19,872","17,230"
R85222,FT,0,0,0,0,0,"11,644",0,0,0,0,0,0,0
R85223,FT,0,0,0,0,0,"43,355",0,0,0,0,0,"47,120","39,637"
R85225,FT,0,0,0,0,0,"10,950","11,989","12,799","11,009","10,292",0,0,0
R85226,PT,0,0,0,0,0,"4,404","3,925","11,340","9,981","9,751","12,149","8,907","7,839"
R85227,FT,0,0,0,0,0,"16,973","18,188","14,939","15,749","13,405","13,784",828,"10,857"
R85228,PT,0,0,0,0,0,"21,261","21,430","1,463",183,183,"26,962","4,825",648
R85229,FT,0,0,0,0,0,"7,017","6,877","5,757","5,800","6,386","5,327","5,372","5,417"
R85231,FT,0,0,0,0,0,"3,427","12,036","11,230","11,552","13,730","14,538","14,600","13,764"
R85232,FT,0,0,0,0,0,0,0,0,"13,994","13,370",0,0,0
R85233,PT,0,0,0,0,0,"15,070","20,467","18,659","15,954",0,0,0,0
R85235,FT,0,0,0,0,0,"14,866","14,410","14,254","11,723","14,056","13,092","12,919","12,351"
R85236,FT,0,0,0,0,0,"12,950",653,836,836,836,836,828,828
R85238,FT,0,0,0,0,0,"12,731","15,560","17,114","15,167","18,038","17,317","16,953","16,306"
R85239,FT,0,0,0,0,0,"25,459","22,821","27,660","29,618","33,454","26,642","26,703","29,407"
R85251,PT,0,0,0,0,0,0,183,0,0,0,0,0,0
R85252,FT,0,0,0,0,0,"14,225","17,070","21,837","23,962","25,994","29,393","30,054","31,915"
R85253,FT,0,0,0,0,0,0,"29,421","30,852","7,252","13,691","34,025","32,934","30,153"
R85255,FT,0,0,0,0,0,"13,583",0,0,0,0,0,0,0
R85256,PT,0,0,0,0,0,"1,161","10,844",720,0,0,0,0,0
R85257,FT,0,0,0,0,0,"22,526","24,970","22,033","20,195","24,822","24,662","26,431","22,087"
R85258,FT,0,0,0,0,0,"11,550","13,770","14,434","14,240","12,915","14,197","12,970","13,211"
R85259,PT,0,0,0,0,0,"21,479","22,373","20,200","19,673","19,842","18,404","10,287","4,540"
R85261,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85262,FT,0,0,0,0,0,"32,774","34,175","35,034","26,546","26,873","25,435","25,635","27,230"
R85263,FT,0,0,0,0,0,"10,232","9,186","8,733","10,589","9,267","9,118","8,115","10,662"
R85265,FT,0,0,0,0,0,"90,846","87,217","85,426","78,805","92,237","88,919","86,515","78,769"
R85266,PT,0,0,0,0,0,0,"2,400","2,400","2,400",0,0,0,0
R85268,PT,0,0,0,0,0,"1,525","41,501","45,845","37,916","40,457","45,082","44,661","41,776"
R85269,PT,0,0,0,0,0,96,0,0,0,0,0,0,0
R85271,PT,0,0,0,0,0,929,"22,880","24,290","18,801","26,768","23,374","26,679","23,844"
R85272,PT,0,0,0,0,0,0,"6,708","6,515","5,890","6,003","4,027","4,288","3,136"
R85273,FT,0,0,0,0,0,"8,189","10,668","9,644","14,861","7,412",836,828,828
R85275,PT,0,0,0,0,0,142,"5,203","5,131","5,117","2,291","4,814","4,442","2,225"
R85276,FT,0,0,0,0,0,"22,187","32,567","24,915","16,772","17,063","25,656","19,119","15,412"
R85277,FT,0,0,0,0,0,"7,384",0,0,0,0,0,0,0
R85278,PT,0,0,0,0,0,542,"2,491","2,674",327,327,327,0,0
R85279,FT,0,0,0,0,0,0,"5,319","4,474","6,933","4,873","4,001","5,407","6,968"
R85281,PT,0,0,0,0,0,774,"7,758","7,915","8,244","7,655","7,546",648,648
R85282,FT,0,0,0,0,0,"3,139","11,170","9,610","16,058","5,194","13,117","10,824","10,759"
R85283,FT,0,0,0,0,0,"27,179","26,081","26,584","28,545","27,184","24,661","26,464","25,070"
R85285,PT,0,0,0,0,0,774,"20,591","22,041","20,642","21,195","20,047","21,754","23,319"
R85286,FT,0,0,0,0,0,"8,891","10,161","12,064","11,242","11,034","12,046","11,245","9,723"
R85287,PT,0,0,0,0,0,619,"7,333","8,054","7,397","7,589","6,483","7,438","7,246"
R85289,FT,0,0,0,0,0,"3,850","8,791","9,008","7,627","8,093","7,329","6,952","6,214"
R85291,FT,0,0,0,0,0,0,0,"28,613","26,469","27,133","37,412","47,797","35,516"
R85292,FT,0,0,0,0,0,"1,620","4,688","5,170","6,028","10,047","4,611","6,464","3,938"
R85293,FT,0,0,0,0,0,"29,418","30,876","28,334","30,312","26,295","26,839","28,714","27,617"
R85295,FT,0,0,0,0,0,"5,597","10,605","10,939","10,155","9,287","10,787","10,028","10,224"
R85296,FT,0,0,0,0,0,"18,340","20,645","19,129","18,474","18,043","18,143","17,980","16,500"
R85297,FT,0,0,0,0,0,0,0,183,183,183,183,180,180
R85298,FT,0,0,0,0,0,0,"11,255","9,610","8,513","9,720","9,920","10,283","7,916"
R85299,FT,0,0,0,0,0,"17,487","27,953","26,925","23,823","33,800","59,418","80,823","55,829"
R85301,FT,0,0,0,0,0,"1,359","9,403","9,107","12,580","9,400","9,040","9,005","9,728"
R85302,PT,0,0,0,0,0,"3,642","9,976","9,197","16,794","16,484","14,742","9,108","6,462"
R85303,FT,0,0,0,0,0,"17,108","17,335","18,580","24,858","14,578","17,820","17,930","17,508"
R85305,FT,0,0,0,0,0,"14,013","20,022","18,872","17,015","14,169","18,427","18,230","20,701"
R85306,FT,0,0,0,0,0,397,0,0,0,0,0,0,0
R85307,FT,0,0,0,0,0,808,0,0,0,0,0,0,0
R85308,PT,0,0,0,0,0,0,"2,400","2,400","2,400","2,400","2,400",648,624
R85311,FT,0,0,0,0,0,"3,953","13,179","15,356","11,125","14,027","17,313","12,225","14,125"
R85312,FT,0,0,0,0,0,"9,795","30,424","32,676","26,333","34,420","60,626","102,198","67,557"
R85313,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85315,FT,0,0,0,0,0,0,0,0,"21,465","8,832","2,934","4,252","4,523"
R85316,FT,0,0,0,0,0,"4,593","17,324","16,881","14,118","15,605","14,041",0,0
R85317,FT,0,0,0,0,0,"2,277","11,351","10,753","9,307","10,481","13,800","12,298","13,071"
R85318,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85319,PT,0,0,0,0,0,0,"6,979","6,307","2,400","2,400",653,648,648
R85321,FT,0,0,0,0,0,"1,117","8,990","9,771","8,082","7,865","8,546","6,722","8,025"
R85322,FT,0,0,0,0,0,0,"38,194","37,284","39,571","35,366","31,228","31,461","31,534"
R85323,PT,0,0,0,0,0,0,"7,231","4,812",10,0,0,0,0
R85325,PT,0,0,0,0,0,0,0,"6,852","5,578","6,615","7,812","5,255","1,476"
R85326,FT,0,0,0,0,0,0,"46,841","46,906","41,946","44,570","44,691","13,033","9,364"
R85327,FT,0,0,0,0,0,0,"58,611","74,702","71,505","83,793","87,741","93,215","84,483"
R85328,FT,0,0,0,0,0,0,"7,883","5,327","4,391","5,490","4,770","5,362","3,814"
R85329,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85331,PT,0,0,0,0,0,0,720,"11,812","17,419","2,400","2,400","2,400","2,400"
R85332,PT,0,0,0,0,0,0,"8,437",0,327,327,653,648,648
R85333,FT,0,0,0,0,0,0,"9,785","9,851","17,869","10,776","11,839","11,243","13,250"
R85335,PT,0,0,0,0,0,0,"8,183",0,0,0,0,0,0
R85336,PT,0,0,0,0,0,0,"8,754","9,994","10,093","2,400","4,925","5,471","7,990"
R85337,FT,0,0,0,0,0,0,"6,159","6,774","6,129","5,328","5,538","5,090","5,103"
R85338,PT,0,0,0,0,0,0,"5,047","3,656","2,783","4,616","4,494","4,051","4,196"
R85339,PT,0,0,0,0,0,0,"21,331","9,284","8,258","8,973","8,304","7,476","4,811"
R85351,PT,0,0,0,0,0,0,"27,297","20,651","16,600","16,470","20,488","7,111","6,350"
R85352,PT,0,0,0,0,0,0,"1,291","2,491","2,674","2,674",927,924,924
R85353,FT,0,0,0,0,0,0,183,0,0,0,0,0,0
R85355,FT,0,0,0,0,0,0,"30,743","30,320","23,063","26,496","28,175","29,489","26,999"
R85356,FT,0,0,0,0,0,0,"16,951","18,742","17,249","16,045","27,283","25,409","27,226"
R85357,FT,0,0,0,0,0,0,"22,926","21,877",0,0,0,0,0
R85358,FT,0,0,0,0,0,0,"1,529",653,745,745,745,744,744
R85359,FT,0,0,0,0,0,0,"39,333","42,657","37,125","39,586","38,989","39,467","38,576"
R85361,FT,0,0,0,0,0,0,"7,946","7,749",745,745,745,744,744
R85362,FT,0,0,0,0,0,0,"2,755","5,216","7,878","3,374",0,0,0
R85363,PT,0,0,0,0,0,0,"15,373","14,562","5,352","4,379","2,400",648,648
R85365,FT,0,0,0,0,0,0,"6,985","4,688","10,856","7,735","7,838","8,866","7,602"
R85366,FT,0,0,0,0,0,0,"5,636","5,249","4,885","5,661","5,283","5,492",648
R85367,FT,0,0,0,0,0,0,653,0,0,0,0,0,0
R85368,FT,0,0,0,0,0,0,"21,054","20,213","17,880","19,114","19,212","19,615","17,891"
R85369,FT,0,0,0,0,0,0,"17,530","14,415","14,099",0,"14,316","11,751","11,552"
R85371,FT,0,0,0,0,0,0,"15,706","21,573","20,522","17,692","13,749","18,876","23,440"
R85372,FT,0,0,0,0,0,0,"39,655","37,146","32,427","36,326","34,057","1,116",0
R85373,PT,0,0,0,0,0,0,"5,137",0,0,0,0,0,0
R85375,PT,0,0,0,0,0,0,959,"2,869","2,400",0,0,0,0
R85376,PT,0,0,0,0,0,0,"31,623","30,376","24,675","28,687","26,764","10,263","7,871"
R85377,FT,0,0,0,0,0,0,"26,807","21,926","24,361",244,0,0,0
R85378,PT,0,0,0,0,0,0,"22,016","25,823","21,000","22,963",586,648,648
R85379,PT,0,0,0,0,0,0,"16,200","15,041","13,478","15,028","14,613","13,586","13,732"
R85381,FT,0,0,0,0,0,0,"36,652","34,124","30,993","35,404","35,660","36,283","32,813"
R85383,FT,0,0,0,0,0,0,"19,759","19,100","3,729",0,0,0,0
R85385,FT,0,0,0,0,0,0,"49,288",0,0,0,0,0,0
R85386,PT,0,0,0,0,0,0,"21,055","24,502","19,753","21,353","22,154","20,570","17,887"
R85387,FT,0,0,0,0,0,0,"25,587","24,570","24,976","25,694","21,745","22,727","22,473"
R85388,PT,0,0,0,0,0,0,"6,931","7,207","2,400","2,400",0,0,0
R85389,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85391,FT,0,0,0,0,0,0,"25,514","22,648","27,611","23,686","20,663","17,847","14,577"
R85392,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85393,FT,0,0,0,0,0,0,"20,589","17,893","21,285","20,587","18,522","18,970","21,464"
R85395,FT,0,0,0,0,0,0,"22,172","22,267","23,406","22,379","22,897","23,203","24,160"
R85396,PT,0,0,0,0,0,0,"7,602","2,400","2,400","2,400",663,600,600
R85397,FT,0,0,0,0,0,0,"9,924","11,925","9,746",183,836,828,828
R85399,FT,0,0,0,0,0,0,"38,904","37,053","36,130","48,786","44,500","47,996","35,899"
R85501,FT,0,0,0,0,0,0,"31,725","31,417","33,165","29,070","29,173","24,597","24,481"
R85502,PT,0,0,0,0,0,0,0,"2,400",183,183,183,180,180
R85503,FT,0,0,0,0,0,0,"13,508","14,634","12,647","11,035","11,307","11,178","13,779"
R85505,FT,0,0,0,0,0,0,"15,149","15,216","13,414","19,324","22,195","22,490","13,988"
R85506,FT,0,0,0,0,0,0,"15,100","16,025","14,211","18,281","18,728","22,284","17,815"
R85507,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85508,FT,0,0,0,0,0,0,"39,604","34,902","36,025","35,204","33,703","33,769",233
R85509,FT,0,0,0,0,0,0,"31,600","31,022","31,639","29,724","29,808","31,643","29,876"
R85511,FT,0,0,0,0,0,0,"18,864","20,414","26,324",327,327,0,0
R85513,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85515,FT,0,0,0,0,0,0,"21,759","2,826",0,0,0,0,0
R85516,FT,0,0,0,0,0,0,"7,273",0,0,0,0,0,0
R85518,FT,0,0,0,0,0,0,"13,927","13,118","15,207",0,653,648,648
R85519,FT,0,0,0,0,0,0,"58,766","44,539","31,358","31,182","48,786","39,010","25,730"
R85521,FT,0,0,0,0,0,0,"23,096","25,484","22,989","21,556","24,021","23,845","25,340"
R85522,FT,0,0,0,0,0,0,"5,003","5,322",0,0,0,0,0
R85523,FT,0,0,0,0,0,0,"22,281","21,289","27,571","19,490","21,223","19,819","18,448"
R85525,PT,0,0,0,0,0,0,"13,605","15,040","13,766","15,100","12,925","15,565","14,647"
R85526,FT,0,0,0,0,0,0,"29,265","23,015","22,916","19,888","16,984","14,448","16,966"
R85527,PT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85528,PT,0,0,0,0,0,0,"9,038","2,400",0,0,0,0,0
R85529,FT,0,0,0,0,0,0,0,0,0,0,0,0,0
R85531,FT,0,0,0,0,0,0,"12,705","4,327","13,911","15,520","13,198","15,384","12,750"
R85532,FT,0,0,0,0,0,0,0,0,"4,669","28,771","29,419","37,276","28,993"
R85533,FT,0,0,0,0,0,0,"13,627","13,629","16,598","11,608","10,891","10,877","9,701"
R85536,FT,0,0,0,0,0,0,"4,452","4,636","5,903","5,632","6,682","4,310","5,620"
R85537,PT,0,0,0,0,0,0,0,0,"13,411","6,785","3,686",420,0
R85538,FT,0,0,0,0,0,0,"22,908","10,316","13,720","16,797","23,238","12,486","13,181"
R85539,FT,0,0,0,0,0,0,"28,163","31,657","28,591","30,462","32,512","30,961","32,108"
R85551,FT,0,0,0,0,0,0,"31,335","32,743","34,179","32,098","31,615","34,777","37,287"
R85552,PT,0,0,0,0,0,0,"4,901","5,730","6,697","6,768","16,652","2,580","2,840"
R85553,FT,0,0,0,0,0,0,"29,004","36,448","34,269","35,522","32,488","33,893","32,532"
R85555,FT,0,0,0,0,0,0,"7,019","7,026","5,828","7,732","12,743","6,937","5,127"
R85556,FT,0,0,0,0,0,0,"20,443","16,835","17,194",0,653,648,648
R85557,FT,0,0,0,0,0,0,"12,676","38,616","35,425","33,119","31,453","26,122","24,692"
R85558,FT,0,0,0,0,0,0,"18,740","18,204","19,036","18,354","21,493","18,567","16,150"
R85559,PT,0,0,0,0,0,0,"18,687","19,804","12,604","21,294","21,701","19,431","12,923"
R85561,PT,0,0,0,0,0,0,"2,160",0,0,0,0,0,0
R85562,FT,0,0,0,0,0,0,"13,103","10,983","15,300","10,487","11,261","11,326","13,765"
R85563,FT,0,0,0,0,0,0,"16,621","15,609","20,217","13,233","14,107","15,193","13,749"
R85565,FT,0,0,0,0,0,0,"55,903","47,957","41,970","49,972","46,529","44,786","40,542"
R85566,FT,0,0,0,0,0,0,"36,229","32,223","30,664","33,613","34,053","34,593","31,132"
R85567,FT,0,0,0,0,0,0,"12,288","14,439","15,196","14,506","15,630","16,177","16,526"
R85568,FT,0,0,0,0,0,0,"18,714","20,843","24,072","17,212","18,609","16,388","17,501"
R85569,FT,0,0,0,0,0,0,"9,853","8,519","9,868","10,329","8,057","6,729","8,138"
R85571,FT,0,0,0,0,0,0,211,653,0,0,0,0,0
R85572,FT,0,0,0,0,0,0,90,245,100,161,521,526,396
R85573,FT,0,0,0,0,0,0,"5,112",0,0,0,0,0,0
R85575,FT,0,0,0,0,0,0,"17,499","15,561","24,071","15,120","13,950","13,476","16,069"
R85576,FT,0,0,0,0,0,0,"9,688","10,689","6,997","20,961","41,577","33,050","35,168"
R85577,PT,0,0,0,0,0,0,"15,078","9,035","6,199","4,304","5,855","5,318",648
R85578,FT,0,0,0,0,0,0,"31,986","31,277","27,683","30,465","29,938","31,768","31,637"
R85579,PT,0,0,0,0,0,0,"3,252",516,274,927,653,648,648
R85581,FT,0,0,0,0,0,0,"23,625","25,448","21,404","21,311","20,691","13,630","16,154"
R85582,FT,0,0,0,0,0,0,"8,634","7,857","7,398","10,547",0,0,0
R85583,PT,0,0,0,0,0,0,"6,116","5,603","2,491","5,557","5,172",744,744
R85585,FT,0,0,0,0,0,0,"18,548","18,448","16,148","14,906","16,467","17,629","14,927"
R85586,FT,0,0,0,0,0,0,"14,119","27,705","27,274","30,283","23,267",828,828
R85587,PT,0,0,0,0,0,0,"9,892",0,0,0,0,0,0
R85588,FT,0,0,0,0,0,0,"15,881","17,234","37,241","20,519","17,792","17,967","19,039"
R85589,FT,0,0,0,0,0,0,"33,921","35,155","30,720","30,294","29,783","31,472","30,796"
R85591,FT,0,0,0,0,0,0,"14,795","13,404","15,785","13,464","13,844","14,520","12,953"
R85592,PT,0,0,0,0,0,0,"55,874","27,705","12,212","7,661","4,743","3,249","3,399"
R85593,FT,0,0,0,0,0,0,"9,405","9,877","11,047","8,949","8,157","8,428","7,953"
R85595,PT,0,0,0,0,0,0,"11,652","11,098","10,303","1,450",0,0,0
R85596,PT,0,0,0,0,0,0,"39,583","41,667",0,"2,400",0,648,648
R85597,FT,0,0,0,0,0,0,"15,469","19,047","20,912","15,759","23,759","16,932","15,672"
R85598,FT,0,0,0,0,0,0,0,"50,584","49,067","52,666","50,120","49,066","54,234"
R85599,FT,0,0,0,0,0,0,"9,309","7,603","6,363","6,769","6,592",0,0
R85601,FT,0,0,0,0,0,0,"18,547","15,548","20,566","18,326","14,481","11,739","15,372"
R85602,FT,0,0,0,0,0,0,"22,154","20,061","34,130","21,480","19,682","20,766","20,591"
R85603,FT,0,0,0,0,0,0,"29,116","27,689","24,800","24,818","25,818","27,256","20,680"
R85605,FT,0,0,0,0,0,0,"19,718","14,545","12,822","13,359","12,403","12,545","13,715"
R85606,FT,0,0,0,0,0,0,"8,360","10,552","9,048","8,618","6,964","8,895","7,282"
R85607,PT,0,0,0,0,0,0,91,0,0,0,0,0,0
R85608,FT,0,0,0,0,0,0,"9,499","8,798","12,962","7,761","9,612","9,484","9,031"
R85609,FT,0,0,0,0,0,0,254,"2,480","4,409","4,653","7,680","4,348","2,645"
R85611,PT,0,0,0,0,0,0,"9,462","12,063","13,929","9,025",0,0,"10,407"
R85612,PT,0,0,0,0,0,0,"27,536","22,134","17,282","14,682","5,246","4,539","3,484"
R85613,FT,0,0,0,0,0,0,"7,954",0,0,0,0,0,0
R85615,PT,0,0,0,0,0,0,"13,419","37,466","34,756","17,872","9,109","9,916","9,507"
R85617,FT,0,0,0,0,0,0,"15,909","17,421","15,156","17,447","17,106","16,411","14,629"
R85618,FT,0,0,0,0,0,0,"60,503","56,618","38,616",0,0,0,0
R85619,PT,0,0,0,0,0,0,668,0,0,0,0,0,0
R85621,FT,0,0,0,0,0,0,"2,482",653,745,745,745,744,744
R85622,FT,0,0,0,0,0,0,"25,583","21,015","18,500","18,600","15,772","19,666","20,737"
R85625,PT,0,0,0,0,0,0,"10,530","8,801","26,512","6,943","5,828","7,665",648
R85626,FT,0,0,0,0,0,0,"39,383","39,380","34,799","36,768","35,066","39,531","36,824"
R85627,PT,0,0,0,0,0,0,"6,483","12,346","15,268","16,345","14,765","14,865","13,935"
R85628,FT,0,0,0,0,0,0,"58,280","58,252","53,356","50,994","47,374","46,622","50,475"
R85629,FT,0,0,0,0,0,0,"35,785","35,979","28,449","32,293","34,079","34,374","30,154"
R85631,FT,0,0,0,0,0,0,"10,414","10,433","7,913","8,517","9,237","7,419","5,925"
R85632,PT,0,0,0,0,0,0,"22,260","7,390","2,400",0,0,0,0
R85633,PT,0,0,0,0,0,0,"1,346","9,442","10,695",274,"3,457","4,527","3,230"
R85635,PT,0,0,0,0,0,0,"11,172","10,081","15,272","14,244","9,126","9,538","15,019"
R85636,FT,0,0,0,0,0,0,"4,211",0,0,0,0,0,0
R85637,FT,0,0,0,0,0,0,"5,145","5,194","6,751","6,775","6,447","7,469","7,412"
R85638,FT,0,0,0,0,0,0,57,344,183,183,836,828,828
R85639,FT,0,0,0,0,0,0,"32,031","34,677","47,204","33,073","33,062","30,953","27,226"
R85651,FT,0,0,0,0,0,0,"19,548",0,0,0,0,0,0
R85652,FT,0,0,0,0,0,0,"3,136","3,042","6,183","2,765","4,641","1,507","2,233"
R85653,PT,0,0,0,0,0,0,"1,440",0,91,0,0,0,0
R85655,FT,0,0,0,0,0,0,"32,292","34,686","37,531","29,149","32,296","34,321","34,856"
R85656,FT,0,0,0,0,0,0,"13,136","13,370",0,183,183,180,180
R85657,FT,0,0,0,0,0,0,"83,818","79,638","96,537","74,012","1,019","1,008","1,008"
R85658,FT,0,0,0,0,0,0,"10,549","17,997","11,156","9,879","12,062","13,965","14,661"
R85659,PT,0,0,0,0,0,0,"3,550","9,316","6,995","7,386","4,100","7,266","7,026"
R85661,FT,0,0,0,0,0,0,"17,105","17,517","16,769","17,660","16,958","15,898","17,785"
R85662,PT,0,0,0,0,0,0,0,"24,284","22,766","20,743","13,902","25,253","24,573"
R85663,FT,0,0,0,0,0,0,"38,212","34,684","32,246","31,205","27,325","29,946","24,935"
R85665,FT,0,0,0,0,0,0,"11,785",0,0,0,0,0,0
R85666,FT,0,0,0,0,0,0,"21,827","27,003","25,706","22,626","21,163","19,543","21,079"
R85667,FT,0,0,0,0,0,0,"9,264","12,146",0,0,0,0,0
R85668,FT,0,0,0,0,0,0,0,"7,436","9,749","13,134","13,408","12,758","10,641"
R85669,PT,0,0,0,0,0,0,0,"2,400",653,653,653,648,648
R85671,FT,0,0,0,0,0,0,"11,665","32,443","29,059","31,404","33,900","31,794","31,980"
R85673,PT,0,0,0,0,0,0,0,"9,116","8,504","9,106","8,729","6,171","5,742"
R85675,FT,0,0,0,0,0,0,"28,258","28,358","21,712","30,767","19,936","13,197","30,256"
R85676,PT,0,0,0,0,0,0,"25,927","12,906","8,294","3,012","3,144","2,400",0
R85677,FT,0,0,0,0,0,0,0,"8,437","8,025","10,212","10,926","10,698","9,442"
R85678,FT,0,0,0,0,0,0,"12,871","11,086","19,489","15,228","15,150","16,741","13,874"
R85679,FT,0,0,0,0,0,0,"12,442","12,712","10,300","8,916","9,399","8,912","7,578"
R85681,FT,0,0,0,0,0,0,"21,417","19,118","31,468","17,366","14,081","14,027","16,120"
R85682,FT,0,0,0,0,0,0,"25,902","25,790","28,100","24,443","25,533","24,075","29,676"
R85683,FT,0,0,0,0,0,0,0,"16,689","16,772","22,371","24,285","25,889","26,432"
R85685,FT,0,0,0,0,0,0,"32,292","33,043","36,042","26,996",327,"26,979","34,302"
R85686,FT,0,0,0,0,0,0,"57,482","73,996","64,494","69,209","73,050","68,876","63,575"
R85687,FT,0,0,0,0,0,0,"29,880","27,342","25,423","25,291","21,278","25,560","11,395"
R85688,FT,0,0,0,0,0,0,"18,787","12,752","5,260","2,491","19,422","4,932","8,688"
R85689,FT,0,0,0,0,0,0,"17,221",0,0,0,0,0,0
R85691,PT,0,0,0,0,0,0,480,"2,400","7,065","2,400",653,648,648
