Date,Extension Channel,Channel Collected,Campaign Sent,Campaign_by_Month,Campaign_Tags,Extension Number,Phone,Lead Status,Rejected Reason,Unqualified Reason,SDR,Owner Name,Restaurant Name,Restaurant Number,Cuisine Type,"Pickup/
Delivery",State,前台情况,SF Link
2023-12-11,DM,DM,Mkt_DM_Snowflake_2023ChristmasV2,dec-drop1,dec-drop1can,,,Inbound Qualified,NA,NA,Eelin,,GRILL MASTER,,美式中餐,Pickup,NA,"老板名字：Kelvin
回拨时间： (778) 229-6580, downtown
联系方式：现在
餐类型：美式中餐
电话订单：10
前台情况：前台
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：刚开张，目前有用ubereat,可是电话注重推广，让多一点人, 可以打电话订外卖， 麻烦联系vp+de
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002TstVMAS/view",NA
2023-12-11,SMS,DM,Mkt_SMS_Internal_General,dec-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,EASTERN EMPIRE,,中餐,Delivery,NJ,"老板名字：林老板
联系方式： (212) 671-2990
回拨时间：ASAP
餐类型：中餐，外卖，一点堂吃
电话订单：90%都是外卖单，每个月的营业额大概10W以上
前台情况：3-4个老外前台，晚上有4-5pt学生帮忙
送餐情况： 有请3个送餐师傅
客户来源： Inbound
促销活动： -
note: 老板说driver需要一直安排人手，有单进来就要安排谁送很麻烦，而且也难请人，不稳定。不用其他送餐平台因为收费太高。他有自己的网站，每个月花$15来经营，然后派自己的driver能够省下一笔费用。老板说他的生意很好，很多电话，不过想让我们送餐。说了需要和电话绑定，想知道收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJgtEAG/view
2023-12-10,DM,NEW CHINA R86622,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Current Client,Eelin,,NA,,NA,NA,NA,"customer call in complain , menu team promise call her on 11am, but u ntil now no receive any call. cant get anyone from menu team, pass to cs ask for help",NA
2023-12-10,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,Ichimora,,中日餐,Pickup,FL,"老板名字：洪小姐
回拨时间： 现在 （州： FL)
联系方式：(929) 410-9664
餐类型：中日餐
电话订单：20-30
前台情况：员工
送餐情况： 来取
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：老板娘想了解VP+DE价钱， 老板娘有比较担心的问到，如果司机迟来拿，迟送，怎样处理。
老板娘也问到，他的来电不一定是外卖，有时是ubereat 哪里的订单，拿错了或送少了，我们会帮她处理吗？我们如何处理
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p8CBEAY/view",NA
2023-12-09,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Yannie,,NA,,NA,NA,NA,接了电话没说话，打回去没有接,NA
2023-12-09,NA,"SMS,DM",Campaign Name,dec-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Pickup,NY,"老板名字：修老板
联系方式：5182699989（NY)
回拨时间：ASAP
餐类型：中餐
电话订单：50单
前台情况：有前台
送餐情况：来取，自己送
客户来源：Inbound
促销活动：30 day free trial+DE
Notes (痛点等）：老板收到SMS&DM想了解VP+DE的服务，简单咨询怎么操作，老板想知道送餐需要多久的时间可以送到给客人以及怎么收费，想了解更多。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002LfyJMAS/view
2023-12-09,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,NA,,POKE BOWL,Pickup,MARYLAND,"老板名字：Jojo
回拨时间: 现在
联系方式：(332) 256-5728 (MARYLAND)
餐类型：poke bowl
电话订单：10-20
前台情况：自己接
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：walk in 比较多, 顾客之前都有问是否有送餐，老板娘之前不做，因为他觉得麻烦要接电话，要送餐，还要自己找工人，会影响他前面walk in 的顾客。他现在有交给doordash做，可是老板娘嫌弃抽成太高，因为他们不止抽老板的，顾客又要给，导致一份餐变得很贵。看见我们广告，接电话+送餐，还有帮忙做广告。老板娘想试看，麻烦回电关于VP+DE
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002LkxyMAC/view",NA
2023-12-08,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,NA,,NA,,NA,NA,NA,未接电话，已联系了老板,NA
2023-12-08,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,NA,,NA,,NA,NA,NA,未接电话，已联系了老板,NA
2023-12-08,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Duplicate,Zack,,NA,,NA,NA,NA,老板娘打进来说Sam Liang在微信上还没回她，我已经Slack Sam了通知他,NA
2023-12-08,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,Happy Asian Cuisine,,中餐,Pickup,NM,"老板名字：方老板 （广东话）
联系方式：7029579249 （NM)
回拨时间：ASAP
餐类型：中餐
电话订单：-
前台情况：-
送餐情况：-
客户来源：Inbound
促销活动：30天免费试用+DE
Notes (痛点等）：老板说收到广告有送餐服务，下个星期餐馆要开了，想了解我们的收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021pAWfEAM/view
2023-12-08,DM,DM,Mkt_DM_Snowflake_2023ChristmasV2,dec-drop1,dec-drop1can,,,Rejected,No interest to talk to sales,NA,Kiera,,NA,,日料,NA,NA,老板说收到DM，简单介绍一了一下操作流程，说再考虑一下，餐馆进单了要忙，说他周末有空在打电话给我们咨询,NA
2023-12-08,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kiera,,NA,,中餐,Pickup,PA,"老板名字：陈老板
联系方式：9176058288
回拨时间：2:10pm - PA州
餐类型：中餐
电话订单：一天40-50单
前台情况：老板自己接
送餐情况： 有两个平台
客户来源：Inbound - DM
促销活动：DM
Notes (痛点等）：咨询接单和送餐，前台自在接，大概一天40-50单，电话单都是来取，有两个网络平台；想了解具体电话和送餐收费情况",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJ38EAG/view
2023-12-08,DM,SMS,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,日式铁板外卖,NA,密西西比州,"老板名字：Toby
联系方式：7188085356
回拨时间：ASAP 密西西比州
餐类型：日式铁板外卖
电话订单：总营业额 一天大概120单左右 接电话大概一半
前台情况：2个PT
送餐情况： 第三方平台 -
客户来源：inbound
促销活动：SMS
Notes (痛点等）：老板想了解送餐和接电话费用怎么算，已经解释不是平台送餐只能送代接电话的单。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002IIRxMAO/view
2023-12-08,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Sean,,NA,,NA,NA,NA,老外老板，餐馆没有电话单 都是online order doordash uber,NA
2023-12-08,DM,"SMS,DM",Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,NA,,日餐+亚洲餐,Pickup,NY,"老板名字：陈老板
联系方式：9296340380 (NY)
回拨时间：ASAP
餐类型：日餐+亚洲餐
电话订单：-
前台情况：-
送餐情况：来取， 第三方平台 - doordash,ubereat
客户来源：Inbound
促销活动：30天免费试用+DE
Notes (痛点等）：老板是收到SMS+广告想了解我们的服务，简单咨询了怎么操作，老板不愿意提供资料，他想了解了收费先，有兴趣合作才提供。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000024JMsDEAW/view
2023-12-08,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,NA,,美式中餐,Pickup,MA,"老板名字：张老板娘
联系方式：6178881875 （MA）
回拨时间：ASAP
餐类型：美式中餐（家庭店）
电话订单：10-20单
前台情况：自己接
送餐情况：来取，请司机送 （不稳定）
客户来源：Inbound或Outbound？
促销活动：30天免费试用+DE
Notes (痛点等）：收到广告想了解VP+DE的服务，送餐之前和ubereat/Grubhub合作由于抽成太高取消了。生意没有很好想看看和我们合作会不会增加营业额，想了解试用后怎么收费",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002IfoNMAS/view
2023-12-07,SMS,DM,Mkt_SMS_Internal_General,dec-drop1,NA,,,Inbound Qualified,NA,NA,Sean,,NA,,美式中餐,NA,NY,"老板名字：江老板
联系方式：9173650756
回拨时间：ASAP NY
餐类型：美式中餐 外卖店
电话订单：平日50-60 周末70-80
前台情况：
送餐情况： 第三方平台 -doordash uber
客户来源：inbound
促销活动：30天免费试用 ，100块礼篮
Notes (痛点等）：想了解怎么操作还有细节，想把电话给我们接他就比较轻松。简单介绍了我们是代接餐馆电话。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKOaTEAW/view
2023-12-07,DM,Telemarketer,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,NA,,手抓海鲜,Pickup,NY,"老板名字：STEVEN- 李老板
联系方式：9178266682 (NY)
回拨时间：ASAP
餐类型：Cajun
电话订单：  -
前台情况：-
送餐情况：来取，第三方平台 - doordash,ubereat
客户来源：Inbound
促销活动：30天免费试用+送餐
Notes (痛点等）：老板说之前有人联系他关于送餐的服务，大概讲解了流程，老板想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKOQeEAO/view
2023-12-07,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,日餐堂吃,NA,NY,"Inbound Qualified
老板名字：seven
联系方式：6465910078
回拨时间：ASAP  法拉盛
餐类型：日餐堂吃
电话订单：不太清楚
前台情况：
送餐情况： 第三方平台 - uber doordash
客户来源：Inbound
促销活动：DE+代接电话
Notes (痛点等）：电话单不是很多都是网络订单，但是老板想把电话都给我们接+送餐。老板想知道怎么收费
SFDC链接：https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002Dz4ZMAS/view",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002Dz4ZMAS/view
2023-12-07,DM,WeChat - Ads,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,NA,,美式中餐,Pickup,UT,"老板名字：Jeff
联系方式：8016387985 （可以加微信）（UT)
回拨时间：ASAP
餐类型：美式中餐
电话订单：30单
前台情况：自己接
送餐情况：来取，请司机送，第三方平台 -  doordash
客户来源：Inbound
促销活动：30天免费试用+DE
Notes (痛点等）：老板scan微信联系到我们，简单咨询我们的流程，送餐的信用卡+现金是怎么处理的，想了解收费再考虑要不要和我们合作",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000020hwe9EAA/view
2023-12-07,NA,DM,Campaign Name,dec-drop1,NA,,,Rejected,No interest to talk to sales,NA,Sean,,NA,,美式中餐,NA,Missouri,做美式中餐 电话单大概20-30单 想了解费用，但是不愿意和业务经理沟通 说等下打回来就hang up了,NA
2023-12-07,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,日餐外卖,NA,NY,"老板名字：Eric
联系方式：9174958806
回拨时间：ASAP 可以先联系老板如果当时忙就明天早上 9am ，NY
餐类型：日餐外卖 没有堂吃
电话订单：30-40单
前台情况：家人帮忙接
送餐情况： 第三方平台 - doordash
客户来源：inbound
促销活动：DE 代接电话
Notes (痛点等）：老板收到DM 关于送餐和代接电话，说doordash 那些很贵，所以打来问看我们送餐怎么收费，已经解释需要绑定接电话服务 。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002EGVBMA4/view
2023-12-07,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,NA,,NA,NA,NA,"老板名字：MIKE
回拨时间： now
联系方式：7573320870 (NY), SHOP: 7572440700
餐类型：PIZZA
电话订单：-
前台情况：-
送餐情况： -
客户来源：INBOUND
促销活动：30 DAYS FREE TRIAL
NOTE：ENGLISH SPEAKER, REQUEST CALL BACK TO EXPLAIN FOR THE PRICE AND SERVICES
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002EMsLMAW/view",NA
2023-12-07,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Kelvin,,NA,,NA,NA,NA,老板说没有电话单，只是要人帮忙送餐。要知道收费，说了需要和电话绑定。,NA
2023-12-07,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,日餐,NA,康州,"老板名字：沼老板
联系方式：6465778600
回拨时间：ASAP   康州
餐类型：日餐
电话订单：差不多10-20
前台情况：夫妻一起接
送餐情况： 第三方平台 -
客户来源：inbound
促销活动：DE+代接
Notes (痛点等）：老板对DE感兴趣，已经解释不是平台，也需要和代接电话绑定。想了解怎么收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021t4n1EAA/view
2023-12-07,Google SEM,DM,Mkt_PaidSearch_Google_AllCampaigns,dec-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,CHING LAI KITCHEN,,美式中餐,Pickup,NY,"老板名字：林老板
联系方式：6466411866 (NY)
回拨时间：10pm后
餐类型：美式中餐
电话订单：-
前台情况：自己接
送餐情况： 来取，请司机送｜ 第三方平台 - doordash,ubereat
客户来源：Inbound
促销活动：30天免费试用+DE
Notes (痛点等）：收到我们的广告，目前前台太太自己做，最近声音不太好想找我们帮忙接电话，餐馆晚餐时间比较忙，老板比较推荐pt，不忙的时候想自己接，简单咨询了流程，信用卡代收的问题，需要两台打印机，机器押金，老板想知道税费和收费。现在老板电话没电等下10pm再联系他。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKDlHEAW/view
2023-12-06,SMS,DM,Mkt_SMS_Internal_General,dec-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,Kirin,,中日餐,Pickup,TN,"老板名字：刘老板娘
联系方式：6158667385（TN）
回拨时间：2.30pm过后联系
餐类型：中日餐
电话订单：-
前台情况：自己接
送餐情况：来取，  第三方平台 - doordash，ubereat
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：老板娘收到我们的广告，想了解我们接电话的服务，最近生意不是很好想看看和我们合作怎么帮他增加营业额，然后有说菜单要更新价格，我让老板娘可以发菜单给我们先看能不能接，老板娘说现在午餐时间在2.30pm后联系。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKF5cEAG/view
2023-12-06,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Kelvin,,NA,,NA,NA,NA,收到广告，简单介绍我们的服务，不需要我们的服务。,NA
2023-12-06,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Duplicate,Kelvin,,NA,,NA,NA,NA,收到我们的经理电话，要找回他。slack to notify Jessica to callback ASAP,NA
2023-12-06,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Duplicate,Sean,,NA,,中日餐,NA,ohayo,"已经联系jiaxin跟进

老板名字：林老板娘
联系方式：2163856007
回拨时间：message约时间  ohayo州
餐类型：主要是中餐 一点日本餐
电话订单：
前台情况：
送餐情况： 不愿意说，第三方平台 - doordash ubereat
客户来源：inbound
促销活动：DE+代接电话
Notes (痛点等）：老板娘收到DM 关于接电话+送餐 解释了需要绑定一起也只能帮送我们接电话的客人，老板想知道价格 说message他让他知道 就匆匆忙忙挂电话了 老板娘之前打过一次inbound进来",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000xKp9MAE/view
2023-12-06,WeChat - Ads,DM,Mkt_WeChatAds_WeChat_General,dec-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,Coo Coo Kitchen,,奶茶+炸鸡,Pickup,NY,"老板名字：厐老板娘
联系方式： (929) 977-2778
回拨时间：ASAP
餐类型：奶茶，炸鸡。来取
电话订单：一天大概10-20
前台情况：-
送餐情况： doordash,ubereat,grubhub送
客户来源： Inbound
促销活动： -
note: 老板说客人都有打进来问送餐服务，都说不做让客人到网上点餐。老板娘说当时和google注册餐馆号码时用了自己的手机号，餐馆虽然也有座机但是一部分的客人都会打给他。google说没法改，所以目前挺尴尬的。简单介绍我们的操作。说了没有链接POS电脑，需要自己打单。说了我们送餐也和第三方合作，找到driver的速度不会差太远。对送餐服务感兴趣，想知道收费。老板娘说他不听陌生电话，让我给经理的尾号。给了2396。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000029SOwMAM/view
2023-12-06,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Cannot Service Cuisine/Menu,Eelin,,NA,,buffet,NA,NA,no menu and is dine in only,NA
2023-12-06,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,Ginkgo Curry & Bento,,日餐,Pickup,CA,"老板名字：Carol
联系方式：4157679276（CA）
回拨时间：ASAP
餐类型：日餐
电话订单：-
前台情况：自己接
送餐情况：来取， 第三方平台 - doordash，ubereat
客户来源：Inbound
促销活动：30天免费试用+送餐 4082429031
Notes (痛点等）：收到广告想了解送餐服务，目前有和第三方合作，有提到说和其他送餐公司合作但他们的服务不太好，想知道我们的收费是多少。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000029kFNMAY/view
2023-12-06,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Eelin,,NA,,NA,NA,NA,"call in, intro skt and return call, say no need then hang up",NA
2023-12-06,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,中餐快餐,NA,加州,"老板名字：陈老板娘
联系方式： 6263770426
回拨时间：明天2-3pm 加州
餐类型：中餐快餐
电话订单：10+单
前台情况：
送餐情况： 第三方平台 - 没有
客户来源：inbound
促销活动：DE
Notes (痛点等）：想知道代接电话和送餐怎么收费，已经解释3次了需要绑定代接电话而且只能送我们所接电话单的客人，明天联系老板娘 他说等下驾车不方便听电话",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000029YhJMAU/view
2023-12-06,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,NA,NA,NA,老外老板，质询怎么操作了，然后hang up了 CB没接,NA
2023-12-06,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,NA,,中餐,NA,NY,"老板名字: 刘
回拨时间： 现在 （NY)
联系方式：9174346866 （广东话，老板国语听不明白）
餐类型：中餐
电话订单：-
前台情况：-
送餐情况： -
客户来源：inbound
促销活动：30 daysfree trial
NOTE：老板的餐馆， 目前是没有pick up 没有delivery, 他收到广告， 有兴趣要发展电话order. 老板是有几家外卖店都是一样的模式
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002A30JMAS/view",NA
2023-12-06,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Current Client,Eelin,,NA,,NA,NA,NA,顾客说收到我们的广告，然后试号码,NA
2023-12-06,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Eelin,,NA,,NA,NA,NA,call back no answer,NA
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,Wellness Sushi,,Japanese,Pickup,CO,"老板名字：mr.steven (Eng)
联系方式：3039941535 (州：CO）
回拨时间：ASAP
餐类型：Japanese
电话订单：-
前台情况：有FT前台
送餐情况：-
客户来源：Inbound
促销活动：30天免费试用 
Notes (痛点等）：老板收到poscard，想了解我们的收费和优惠。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021p7uFEAQ/view
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,Chen's Brother Cuisine,,中餐,Pickup,NY,"老板名字：陈老板
联系方式：9176358307  （NY)
回拨时间：ASAP
餐类型：中餐
电话订单：10-20单
前台情况：自己接
送餐情况：来取，堂吃，第三方平台 - doordash,ubereat，grabhub
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：老板收到广告想了解我们的服务，餐馆刚开半年，目前前台自己接，和第三方合作了生意也没有很好，很多客人不会在平台上下单，简单咨询了信用卡代收,怎么操作。老板想了解收费看看怎么合作。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo00000251LhMAI/view
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,Sumo Hibachi,,铁板,Pickup,North carolina,"老板名字：李小姐
回拨时间： 现在 （州： North carolina)
联系方式：3479511078
餐类型：铁板
电话订单：10-20
前台情况：女儿+自己接
送餐情况： 来取而已
客户来源：INBOUND
促销活动：30 days free trial
NOTE：由于Online 太贵，抽成百分30， 导致到顾客量一直越来越少，老板娘现在电话单少， 看见我们广告有提到做宣传， 和送餐提高营业额。他朋友也提议他试用SKT.老板娘有意思关完ubereat 哪里换来做skt. 麻烦回电解释价钱",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKLFuEAO/view
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,ROYAL GARDEN RESTAURANT,,中餐,Delivery,MA,"老板名字：Jessica
联系方式：  (781) 526-5160
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：一天大概50，周末100+
前台情况：自己接，也有请ft
送餐情况： 自己有请1个师傅送
客户来源： Inbound
促销活动： 30 Days Free Trial+1year SMS+Hamper
note: 老板娘说看到广告。询问优惠活动。简单介绍了我们的操作。厨房需要2个打印机，前台1个。目前只用doordash,ubereat online order。老板娘说有请1个师傅送餐，忙的时候也要自己送，挺辛苦。说了如果我们能够帮忙送，可以多送让生意更好。解释了我们需要跟电话服务搭配，只送我们接的单。online order都让师傅送。doordash用的挺好服务好也快，以前用grubhub送餐但是太久了。希望我们也能够快点。餐馆有堂吃，前台要收钱，听电话，打包，带位。说了我们能够帮忙分担压力。要知道收费，让经理回电。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKLVVEA4/view
2023-12-05,SMS,DM,Mkt_SMS_Internal_General,dec-drop1,NA,,,Inbound Qualified,NA,NA,Kelvin,,NA,,中日餐,Pickup,CANADA,"老板名字：李老板
联系方式： (416) 953-3816
回拨时间：周四11am
餐类型：中日餐，来取
电话订单：-
前台情况：有请人接
送餐情况： -
客户来源： Inbound
促销活动： -
note: 餐馆有堂吃。有在用chinese online, ubereat,doordash online order。介绍了pt服务可以挑忙的时间帮忙，说了需要最少4.5小时。说了收费是税后。老板说加拿大的税挺高13%，跟美国不一样。说了经理可以提供方案看看如何帮到餐馆。老板说如果让我们接的话，就会再安排前台人手。他说会和partner商量，让经理再回电",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo00000253QjMAI/view
2023-12-05,SMS,DM,Mkt_SMS_Internal_General,dec-drop1,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,美式中餐,Pickup,MA,"老板名字：王老板娘
联系方式：4132814200 （MA）
回拨时间：ASAP
餐类型：美式中餐
电话订单：50-60单
前台情况：有前台
送餐情况：来取，第三方平台 - doordash
客户来源：Inbound
促销活动：30天免费试用+送餐
Notes (痛点等）：收到广告想咨询我们的服务，想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000025J5hMAE/view
2023-12-05,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Rejected,No interest to talk to sales,NA,Yannie,,NA,,NA,NA,NA,打回去老板娘说上网已经查询了，没有东西咨询了,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKKGtEAO/view
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Rejected,Is ICP but Interested in DE Only,NA,Yannie,,NA,,NA,NA,NA,收到广告想咨询送餐，了解我们是和doordash/ubereat 合作就觉得没有必合作了,NA
2023-12-05,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Abandoned,NA,NA,Yannie,,NA,,NA,NA,NA,NA,NA
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Lead Does Not Have Phone Ordering Business,Eelin,,NA,,中餐buffet,Pickup,NA,老板误会我们有做online order,NA
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,NA,,中日餐,Pickup,FL,"老板名字：林老板娘
联系方式：6468948289 (FL）
回拨时间：ASAP
餐类型：中日餐
电话订单：50单以上
前台情况：自己接
送餐情况：来取｜ 第三方平台 - doordash,grabhub
客户来源：Inbound
促销活动：30天免费试用
Notes (痛点等）：收到广告想了解VP,一时忙的时候接不过来，想知道收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo0000025dxFMAQ/view
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Unqualified,NA,Agent Language Limitation,Eelin,,NA,,NA,NA,NA,"川菜， 70% chinese speaker, not suitable",NA
2023-12-05,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop1,dec-Drop1,,,Inbound Qualified,NA,NA,Zack,,Takuma,,日餐,Delivery,California,"老板名字：Takuma
回拨时间：drop customer an email and call back two days 12/7 2:30 CA
联系方式：3104936435
餐类型：Japanese Izakaya
电话订单：5-10
前台情况：FT
送餐情况： Delivery doordash ubereats
客户来源：inbound
促销活动：30 days free trial
NOTE Mr Takuma call and ask for DM and ask us to drop an english version for him at buckarrows@gmail.com, has already give him an explanation on our services, drop him an email for pricing range for DE and phone order services and give a call back 12/7 2:30 CA",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKG2KEAW/view
