Snowball Map,List Source,Restaurant Name,Address,City,State,Phone,Zipcode,First Name,Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
86302,Yelp Greendot (Q42022),HUI WEI KITCHEN,17961 SKY PARK CIR STE F,IRVINE,CA,9496195922,92614-6352,NA,NA,NA,NA,NA,Chinese
86303,Yelp Greendot (Q42022),HUKU EXPRESS,4470 CENTRAL WAY,FAIRFIELD,CA,7076462984,94534-1805,NA,NA,NA,NA,NA,Japanese
86304,Yelp Greendot (Q42022),HULA WOK BBQ,2441 SAN RAMON VALLEY BLVD,SAN RAMON,CA,9258372258,94583-5382,NA,NA,NA,NA,NA,Chinese
86305,Yelp Greendot (Q42022),HULA'S CHINESE BAR-B Q,1937 E 20TH ST,CHICO,CA,5307157614,95928-6343,LEASA,HILL,3,Y,NA,Chinese
86306,Yelp Greendot (Q42022),HUMBLE HOUSE,2300 PLEASANT HILL RD # B6-136,DULUTH,GA,7706233399,30096-1703,NA,NA,NA,NA,NA,Chinese
86307,Google API (Q42022),HUNAN,1136 THORN RUN ROAD EXT,CORAOPOLIS,PA,4122621322,15108-4301,BENITA,PANG,9,Y,NA,Chinese
86308,Google API (Q42022),HUNAN,4516 MAPLEWOOD AVE,WICHITA FALLS,TX,9406918999,76308-3814,GEORGE,CHAU,9,Y,1995,Chinese
86309,Yelp Greendot (Q42022),HUNAN,7800 AIRPORT BLVD SPC C10,HOUSTON,TX,2816576112,77061-4145,NA,NA,21,N,NA,Chinese
86310,Yelp Greendot (Q42022),HUNAN BISTRO,9889 BELLAIRE BLVD STE D-254,HOUSTON,TX,8329918609,77036-3499,NA,NA,NA,NA,NA,Chinese
86311,Yelp Greendot (Q42022),HUNAN CHEN'S KITCHEN,1003 COLUMBUS AVE STE A,NEW YORK,NY,2122221118,10025-2596,VSAN,FUL,7,Y,NA,Chinese
86312,Google API (Q42022),HUNAN CHESTER,12611 CHILLICOTHE RD,CHESTERLAND,OH,4407293229,44026-2503,SEE MON,YUNG,4,Y,1992,Chinese
86313,Google API (Q42022),HUNAN CHINA EXPRESS,625 FACTORY STORES DR,NAPA,CA,707258889,94558-5630,YAO,XIE,4,Y,NA,Chinese
86314,Yelp Greendot (Q42022),HUNAN CHINA EXPRESS,"625 FACTORY STORES DR, NAPA PREMIUM OUTLETS",NAPA,CA,7072528889,94558-5630,CHESTER,NG,6,Y,NA,Chinese
86315,Yelp Greendot (Q42022),HUNAN CHINESE EXPRESS,8620 FROST AVE,SAINT LOUIS,MO,3145219288,63134-1318,KEN,WONG,3,Y,NA,Chinese
86316,Google API (Q42022),HUNAN CHINESE RESTAURANT,5555 GOLDEN GATE PKWY STE 103,NAPLES,FL,2393531179,34116-7574,N G,MING,4,Y,NA,Chinese
86317,Google API (Q42022),HUNAN CHINESE RESTAURANT,2800 N 5TH ST,PONCA CITY,OK,5807656716,74601-1631,CHARLIE,CHAO,19,N,1984,Chinese
86318,Yelp Greendot (Q42022),HUNAN CHINESE RESTAURANT,164 S US HIGHWAY 17 STE 10,EAST PALATKA,FL,3863280222,32131-4066,LINDA,HEH,1,Y,NA,Chinese
86319,Yelp Greendot (Q42022),HUNAN CHINESE RESTAURANT,913 S FORT HOOD ST,KILLEEN,TX,2545267879,76541-7434,SUE,KUNG,18,Y,NA,Chinese
86320,Yelp Greendot (Q42022),HUNAN CHINESE RESTAURANT,51546 US 97,LA PINE,OR,5415363998,97739,SIMON,LEE,7,Y,NA,Chinese
86321,Yelp Greendot (Q42022),HUNAN CHINESE RESTAURANT & LOUNGE,318 4TH ST S,LA CROSSE,WI,6087847878,54601-4021,CHONG,TANG,10,Y,NA,Chinese
86322,Yelp Greendot (Q42022),HUNAN CHINESE SEAFOOD RESTAURANT,2323 ATLANTIC AVE,ATLANTIC CITY,NJ,6093485946,08401-6618,SHUN,LAW,4,Y,NA,Chinese
86323,Yelp Greendot (Q42022),HUNAN CITY,1371 S 2640 E,SPANISH FORK,UT,8014650603,84660-9458,ZHI,LUO,7,Y,NA,Chinese
86324,Yelp Greendot (Q42022),HUNAN CUISINE,5510 HIGHWAY 280 STE 113,BIRMINGHAM,AL,2054371000,35242-6581,JAMES,GHAO,13,Y,NA,Chinese
86325,Yelp Greendot (Q42022),HUNAN CUISINE,9888 BELLAIRE BLVD STE 168,HOUSTON,TX,7139888866,77036-3430,NA,NA,NA,NA,NA,Chinese
86326,Yelp Greendot (Q42022),HUNAN DELI,7200 TELEGRAPH SQUARE DR STE V,LORTON,VA,7033374242,22079-1553,NA,NA,NA,NA,NA,Chinese
86327,Google API (Q42022),Hunan Dragon,1248 CLAIRMONT RD STE 4C,DECATUR,GA,4042480082,30030-1251,WEN,LU,4,Y,1997,Chinese
86328,Yelp Greendot (Q42022),HUNAN EGG ROLL KING,4204 N BDWY ST,CHICAGO,IL,7738973362,60613,NORSON,MAK,10,Y,NA,Chinese
86329,Google API (Q42022),Hunan Empire Restaurant,2001 UNION ST STE 107,SAN FRANCISCO,CA,NA,94123-4136,JIM,NG,4,Y,1997,Chinese
86330,Google API (Q42022),HUNAN EXPRESS,1771 W 4700 S,TAYLORSVILLE,UT,8019659008,84129-1101,CHUN,LUI,4,Y,NA,Chinese
86331,Google API (Q42022),HUNAN EXPRESS,5502 EVERHART RD,CORP CHRISTI,TX,3619926666,78411-4903,ROBERT,SHIH,9,Y,NA,Chinese
86332,Yelp Greendot (Q42022),HUNAN EXPRESS,3222 M ST NW,WASHINGTON,DC,2023428190,20007-3615,TIM,STEFFAN,11,Y,NA,Chinese
86333,Yelp Greendot (Q42022),HUNAN EXPRESS,1153 STATE ROUTE 3 N STE 60,GAMBRILLS,MD,3012610484,21054-1725,LEE,CHOI,7,Y,NA,Chinese
86334,Yelp Greendot (Q42022),HUNAN EXPRESS,6681 BACKLICK RD STE I,SPRINGFIELD,VA,7034518889,22150-2702,NA,NA,NA,NA,NA,Chinese
86335,Yelp Greendot (Q42022),HUNAN EXPRESS,8239 AIRPORT RD,SAINT LOUIS,MO,3145248088,63134-1913,HO,NGO,4,Y,NA,Chinese
86336,Google API (Q42022),HUNAN EXPRESS RESTAURANT,308 S AIR DEPOT BLVD,OKLAHOMA CITY,OK,4057378777,73110-4433,JAMES,FONG,4,Y,1988,Chinese
86337,Google API (Q42022),Hunan Fine Asian Cuisine,116 S 17TH ST,MATTOON,IL,2172344855,61938-3916,MAE,CHEN,4,Y,1984,Chinese
86338,Yelp Greendot (Q42022),HUNAN GARDEN,207 E NATIONAL HWY,WASHINGTON,IN,8122547568,47501-4038,JACKSON,LEE,8,Y,NA,Chinese
86339,Google API (Q42022),HUNAN GARDEN CHINESE RESTAURANT,1979B E PEMBROKE AVE,HAMPTON,VA,7577229999,23663-1338,JOHN,LIU,4,Y,NA,Chinese
86340,Yelp Greendot (Q42022),HUNAN GARDEN CHINESE RESTAURANT,1407 W MAIN ST,SALEM,IL,6185485599,62881-3803,NA,NA,NA,NA,NA,Chinese
86341,Yelp Greendot (Q42022),HUNAN GARDEN RESTAURANT,6805 MAIN ST STE 490,THE COLONY,TX,4693843437,75056-1159,NA,NA,NA,NA,NA,Chinese
86342,Google API (Q42022),Hunan House,130 N CHERRY ST,CENTRALIA,IL,6185323388,62801-3116,JIMMY,SHAO,4,N,NA,Chinese
86343,Google API (Q42022),HUNAN HOUSE,493 DELAWARE AVE,PALMERTON,PA,6108264567,18071-1908,YONGHE,CHEN,4,Y,NA,Chinese
86344,Google API (Q42022),HUNAN HOUSE,224 E CENTRE ST,MAHANOY CITY,PA,5707733033,17948-2707,CHANG XIONG,CHEN,9,Y,NA,Chinese
86345,Yelp Greendot (Q42022),HUNAN HOUSE,122 S SUNNYVALE AVE,SUNNYVALE,CA,4084819983,94086-6249,ANTON,KO,4,Y,NA,Chinese
86346,Yelp Greendot (Q42022),HUNAN KING,217 S 25TH ST STE B7,FORT DODGE,IA,5155760449,50501-4377,LY,TRAN,8,Y,NA,Chinese
86347,Google API (Q42022),HUNAN KITCHEN,6650 COMMERCE BLVD STE 19,ROHNERT PARK,CA,7075888828,94928-2472,SUI S,MAK,4,Y,1994,Chinese
86348,Google API (Q42022),HUNAN KITCHEN,400 W 3RD ST STE A,SANTA ROSA,CA,7075289388,95401-7601,ROBIN,MAK,4,Y,NA,Chinese
86349,Google API (Q42022),HUNAN MANOR,7091 DEEPAGE DR,COLUMBIA,MD,4103811134,21045-5268,PING,GU,49,N,NA,Chinese
86350,Yelp Greendot (Q42022),HUNAN MIFEN,592 E EL CAMINO REAL,SUNNYVALE,CA,4086361696,94087-1940,NA,NA,NA,NA,NA,Chinese
86351,Yelp Greendot (Q42022),HUNAN MIFEN,39115 CEDAR BLVD,NEWARK,CA,5106482339,94560-5001,NA,NA,NA,NA,NA,Chinese
86352,Google API (Q42022),HUNAN PALACE,115 LOVELACE ST,MARTIN,TN,7315885688,38237-2013,CHIH,DAY,9,N,NA,Chinese
86353,Google API (Q42022),Hunan Palace Chinese Restaurant,583 N YORK ST,ELMHURST,IL,6308323900,60126-1903,ROGER,ZHAO,4,Y,NA,Chinese
86354,Google API (Q42022),HUNAN PALACE CHINESE RESTAURANT,101 W CENTRAL TEXAS EXPY,HARKER HTS,TX,2549538282,76548-1704,LAWRENCE,CHAO,9,Y,NA,Chinese
86355,Yelp Greendot (Q42022),HUNAN PLUS CAFE,23227 MERCANTILE PKWY STE A2,KATY,TX,2816658638,77449-6486,NA,NA,NA,NA,NA,Chinese
86356,Google API (Q42022),HUNAN RESTAURANT,1225 STATE RD STE 12,PRINCETON,NJ,6099210995,08540-1671,XIAOLI,CHEN,4,Y,NA,Chinese
86357,Google API (Q42022),HUNAN RESTAURANT,1101 N JESSE JAMES RD,EXCELSIOR SPG,MO,8166305588,64024-1116,PING,ZHOU,9,Y,NA,Chinese
86358,Yelp Greendot (Q42022),HUNAN RESTAURANT,55 WASHINGTON AVE,NORTH HAVEN,CT,2032390396,06473-1716,NA,NA,NA,NA,NA,Chinese
86359,Yelp Greendot (Q42022),HUNAN RESTAURANT,2912 E ST,EUREKA,CA,7074449241,95501-4334,QINGSHI,LI,11,Y,NA,Chinese
86360,Google API (Q42022),Hunan Restaurant ??,3109 BAY PLAZA DR,SAGINAW,MI,9897920303,48604-2534,THOMAS,KUNG,19,N,NA,Chinese
86361,Yelp Greendot (Q42022),HUNAN RIVER BISTRO,"13133 LOUETTA RD, KROGER SHOPPING CENTER",CYPRESS,TX,2816551118,77429-5155,GAYLE,LOTTERMAN,4,Y,NA,Chinese
86362,Google API (Q42022),HUNAN SZCHWAN INN,1583 MARION WALDO RD,MARION,OH,7403870032,43302-7423,PENNY,LO,49,N,1987,Chinese
86363,Google API (Q42022),Hunan Tasty,2912-A CHAIN BRIDGE RD,OAKTON,VA,7032811668,22124-3001,CHANGYIN,GOU,4,Y,NA,Chinese
86364,Yelp Greendot (Q42022),HUNAN TO GO,509 S HIGHWAY 27,STANLEY,NC,7042633988,28164-2045,ANDY,LING,2,Y,NA,Chinese
86365,Google API (Q42022),HUNAN VILLAGE,1402 N LOOP 336 W STE A,CONROE,TX,9365396811,77304-3537,KIT,LUI,19,N,1989,Chinese
86366,Yelp Greendot (Q42022),HUNAN VILLAGE,1149 S 450 W STE 110,BRIGHAM CITY,UT,4357341100,84302-6708,DAOSHUAI,ZHANG,11,Y,NA,Chinese
86367,Google API (Q42022),HUNAN WEST,1302 S PLAZA WAY,FLAGSTAFF,AZ,9287792229,86001-6321,RITA,MIZOKAMI,9,Y,NA,Japanese
86368,Google API (Q42022),HUNAN WOK,1183 NEW HAVEN RD STE 1,NAUGATUCK,CT,2037236611,06770-5033,YUK,KWOK,4,Y,NA,Chinese
86369,Google API (Q42022),HUNAN WOK,3355 SHERIDAN ST,HOLLYWOOD,FL,9542410054,33021-3606,BAOPING,CHEN,4,N,NA,Chinese
86370,Google API (Q42022),HUNAN WOK,222 DUTCH NECK RD STE 2 # 2,EAST WINDSOR,NJ,6094486075,08520-2508,JERY,GUO,4,N,NA,Chinese
86371,Google API (Q42022),HUNAN WOK,100 RYDERS LN STE 3,MILLTOWN,NJ,7329375477,08850-1263,KUEN,CHUNG,4,Y,NA,Chinese
86372,Google API (Q42022),HUNAN WOK,1239 W 7TH ST,S PLAINFIELD,NJ,9087531952,07080-1732,WANG,KAIQING,4,Y,NA,Chinese
86373,Google API (Q42022),HUNAN WOK,868 BLANDING BLVD STE 125,ORANGE PARK,FL,9042729788,32065-8919,BEN,YANG,9,Y,NA,Chinese
86374,Google API (Q42022),HUNAN WOK,2835 SMITH AVE STE J,BALTIMORE,MD,4104863267,21209-1459,SIAO,CHEN,9,Y,NA,Chinese
86375,Google API (Q42022),HUNAN WOK,125 GRAND ST,CROTON HDSN,NY,9142711371,10520-2355,SUM,CHAO,9,Y,NA,Chinese
86376,Yelp Greendot (Q42022),HUNAN WOK,21600 GREAT MILLS RD STE 6,LEXINGTON PARK,MD,3018627554,20653-1298,YANG,HUI,8,Y,NA,Chinese
86377,Google API (Q42022),HUNAN WOK RESTAURANT,149 CHERRY TREE FARM RD,MIDDLETOWN,NJ,7326718808,07748-1304,QI DONG,HUANG,4,Y,NA,Chinese
86378,Google API (Q42022),HUNAN YUAN RESTAURANT,2160 NEWBURY RD STE E,NEWBURY PARK,CA,805499588,91320-6202,CHI-HSIUNG,LIAO,9,Y,1988,Chinese
86379,Google API (Q42022),HUNANS RESTAURANT,409 N 36TH ST,SAINT JOSEPH,MO,8162322535,64506-2964,JASON,CHIN,19,N,1982,Chinese
86380,Google API (Q42022),HUNDRED FLOWERS,28898 LAKE SHORE BLVD,WILLOWICK,OH,4409430850,44095-4653,WAI,CHENG,4,Y,NA,Chinese
86381,Yelp Greendot (Q42022),HUNG MY VI NOODLE SOUP RESTAURANT,15348 BEACH BLVD,WESTMINSTER,CA,7148986404,92683-6208,HOA,HUYNH,8,Y,NA,Chinese
86382,Yelp Greendot (Q42022),HUNGRY HORSE DRIVE-IN,454 W WILLOW ST,LONG BEACH,CA,5624267232,90806-2842,PETER,LAIM,4,Y,NA,Japanese
86383,Yelp Greendot (Q42022),HUNGRY NINJA,21032 DEVONSHIRE ST STE 101,CHATSWORTH,CA,8187098237,91311-2368,SENA,LEE,1,Y,NA,Japanese
86384,Yelp Greendot (Q42022),HUNTER'S CLUB,7932 HIGHWAY 24,FORT YATES,ND,8004258277,58538-9736,NA,NA,NA,NA,NA,Cajun Seafood
86385,Yelp Greendot (Q42022),HUOYAN HOT POT RESTAURANT,20109 AURORA AVE N STE 101,SHORELINE,WA,2066987777,98133-3127,NA,NA,NA,NA,NA,Chinese
86386,Yelp Greendot (Q42022),HUPEI,421 N SPUR 63,LONGVIEW,TX,9038067222,75601-5012,NA,NA,NA,NA,NA,Chinese
86387,Yelp Greendot (Q42022),HURRICANE CHARLEY'S RAW BAR AND GRILL,300 W RETTA ESPLANADE,PUNTA GORDA,FL,9416399695,33950-3620,ANGELO,KASTANIS,3,Y,NA,Japanese
86388,Yelp Greendot (Q42022),HURRY CURRY OF TOKYO - BELLEVUE,15015 MAIN ST STE 114,BELLEVUE,WA,4256796097,98007-5229,NA,NA,NA,NA,NA,Japanese
86389,Yelp Greendot (Q42022),HUTONG,600 BRICKELL AVE,MIAMI,FL,7863880805,33131-3067,DAVID,YEO,5,Y,NA,Chinese
86390,Yelp Greendot (Q42022),HUTONG SUSHI GRILL,7202 GILES RD STE 1,LA VISTA,NE,4025755646,68128-6000,MIKE,CHENC,10,Y,NA,Japanese
86391,Yelp Greendot (Q42022),HWA RESTAURANT,5284 S COMMERCE DR STE C174,MURRAY,UT,8012662901,84107-5345,JAE,SHIN,9,Y,NA,Japanese
86392,Yelp Greendot (Q42022),HWE SARANG SUSHI,209 CLOSTER DOCK RD,CLOSTER,NJ,2012977375,07624-1907,NA,NA,7,Y,NA,Japanese
86393,Yelp Greendot (Q42022),HYANG MI,30919 PACIFIC HWY S,FEDERAL WAY,WA,2066517780,98003-4970,NA,NA,NA,NA,NA,Chinese
86394,Yelp Greendot (Q42022),HYBRID SUSHI,26901 ALISO CREEK RD,ALISO VIEJO,CA,9493623727,92656-3393,DARRIN,THOMAS,36,N,NA,Japanese
86395,Yelp Greendot (Q42022),HYLAND HOUSE OF SUSHI,100 N ALMADEN AVE STE 182,SAN JOSE,CA,4089825947,95110-2498,NA,NA,NA,NA,NA,Japanese
86396,Yelp Greendot (Q42022),HYSHINU,2959 JAMACHA RD STE B,EL CAJON,CA,6192551142,92019-6306,PADRON,EMMANUEL,7,Y,NA,Japanese
86397,Yelp Greendot (Q42022),HYUNDAI KOREAN RESTAURANT,1313 HOLMAN ST,LEAVENWORTH,KS,9136825352,66048-4225,NA,NA,NA,NA,NA,Japanese
86398,Yelp Greendot (Q42022),I 8SUSHI,15136 STAGG ST,VAN NUYS,CA,7473169889,91405-1025,NA,NA,NA,NA,NA,Japanese
86399,Yelp Greendot (Q42022),I AM SUSHI AND GRILL,4603 JOHN GARRY DR STE 3,COLUMBIA,MO,5734490864,65203-6834,NA,NA,NA,NA,NA,Japanese
86400,Yelp Greendot (Q42022),I HEART BOBA,"17418 COLIMA RD, PUENTE HILLS TOWN CTR",ROWLAND HEIGHTS,CA,6269864448,91748-1631,NA,NA,NA,NA,NA,Chinese
86401,Yelp Greendot (Q42022),I HEART SUSHI,380 S ILLINOIS AVE,OAK RIDGE,TN,8654821343,37830-6221,GE,MOUA,7,Y,NA,Japanese
86402,Yelp Greendot (Q42022),I LOVE EGG ROLLS,9759 FOREST LN STE 100,DALLAS,TX,9722318669,75243-5792,NA,NA,NA,NA,NA,Chinese
86403,Yelp Greendot (Q42022),I LOVE ICE CREAM,8701 W IRLO BRONSON MEMORIAL HWY STE 132,KISSIMMEE,FL,4075332973,34747-8223,NA,NA,NA,NA,NA,Japanese
86404,Google API (Q42022),I Love Pho,3900 FACTORIA BLVD SE STE C,BELLEVUE,WA,NA,98006-1234,TODD,TAKETA,9,Y,NA,Japanese
86405,Google API (Q42022),I Love Sushi,233 N MICHIGAN AVE LBBY C011,CHICAGO,IL,3122280500,60601-5502,JULIE,CHUNG,4,Y,NA,Chinese
86406,Yelp Greendot (Q42022),I LOVE SUSHI,278 PARK RD STE A,WEST HARTFORD,CT,8602324422,06119-2018,MICHAEL,ZENG,4,Y,NA,Japanese
86407,Yelp Greendot (Q42022),I LOVE SUSHI,333 S MASON RD,KATY,TX,2815993434,77450-1746,NA,NA,NA,NA,NA,Japanese
86408,Yelp Greendot (Q42022),I LOVE SUSHI,9014 W 88TH AVE,WESTMINSTER,CO,3034200495,80005-1586,NA,NA,7,Y,NA,Japanese
86409,Yelp Greendot (Q42022),I LOVE SUSHI,26526 BOUQUET CANYON RD,SANTA CLARITA,CA,6616735200,91350-2353,NA,NA,8,Y,NA,Japanese
86410,Yelp Greendot (Q42022),I LOVE SUSHI & TERIYAKI,4227 S MERIDIAN STE A,PUYALLUP,WA,2538483531,98373-3603,NA,NA,NA,NA,NA,Japanese
86411,Yelp Greendot (Q42022),I LOVE THAI SUSHI,12919 CAMPUS PKWY STE C,NOBLESVILLE,IN,3172195452,46060-6737,NA,NA,NA,NA,NA,Japanese
86412,Yelp Greendot (Q42022),I LUV HOT POT,4500 SATELLITE BLVD STE 1240A,DULUTH,GA,6786495789,30096-5037,CHOT,LE,7,Y,NA,Chinese
86413,Yelp Greendot (Q42022),I LUV SUSHI TOO,17901 PIONEER BLVD STE G,ARTESIA,CA,5628604982,90701-3952,NA,NA,7,Y,NA,Japanese
86414,Yelp Greendot (Q42022),I LUV TERIYAKI,6500 4TH AVE S,SEATTLE,WA,2067643878,98108-3233,TOM,SONG,5,Y,NA,Japanese
86415,Yelp Greendot (Q42022),I M SUSHI,258 BELLEVUE AVE,NEWPORT,RI,4018411633,02840-3516,NA,NA,8,Y,NA,Japanese
86416,Yelp Greendot (Q42022),I PRIV+Ź SUSHI SAKE SPIRITS,1125 BURLINGAME AVE,BURLINGAME,CA,6503488866,94010-4115,NA,NA,NA,NA,NA,Japanese
86417,Yelp Greendot (Q42022),I SUSHI,5940 MYRTLE AVE,RIDGEWOOD,NY,7183663686,11385-5658,NA,NA,9,Y,NA,Japanese
86418,Yelp Greendot (Q42022),I WOK BISTRO,6112 HIGHWAY 9,FELTON,CA,8313353430,95018-9704,NA,NA,8,Y,NA,Chinese
86419,Yelp Greendot (Q42022),I-TEA,760 E CALAVERAS BLVD,MILPITAS,CA,4082622988,95035-5458,NA,NA,2,Y,NA,Japanese
86420,Yelp Greendot (Q42022),I-TEA,236 A ST,DAVIS,CA,5308389288,95616-4503,NA,NA,NA,NA,NA,Japanese
86421,Yelp Greendot (Q42022),I-TEA,6461 STOCKTON BLVD STE 4,SACRAMENTO,CA,9167062614,95823-1650,NA,NA,NA,NA,NA,Japanese
86422,Yelp Greendot (Q42022),I-TEA CAFE,5335 VIA ZOPAPO,YORBA LINDA,CA,9495514832,92887-3130,WEN,SHI,7,Y,NA,Chinese
86423,Yelp Greendot (Q42022),I'A POKE,684 KING ST,SAN FRANCISCO,CA,4157570550,94107-1529,SHIRLEY,LAM,7,Y,NA,Japanese
86424,Yelp Greendot (Q42022),I'MILKY - CHINATOWN,242 GRAND ST,NEW YORK,NY,6464227316,10002,NA,NA,NA,NA,NA,Chinese
86425,Yelp Greendot (Q42022),I20 RAMEN,26705 ALISO CREEK RD STE F,ALISO VIEJO,CA,9492733583,92656-4803,NA,NA,6,Y,NA,Japanese
86426,Yelp Greendot (Q42022),I20 RAMEN KATSU,1941 W MALVERN AVE UNIT Q,FULLERTON,CA,7145193446,92833-2177,SUSAN,BROWN,1,Y,NA,Japanese
86427,Yelp Greendot (Q42022),IBENDOO RAMEN,3405 COMMERCIAL ST SE STE 150,SALEM,OR,5039908012,97302-3897,NA,NA,7,Y,NA,Japanese
86428,Yelp Greendot (Q42022),IC HOT,4290 BELLS FERRY RD NW STE 122,KENNESAW,GA,7707020796,30144-1300,NA,NA,NA,NA,NA,Japanese
86429,Yelp Greendot (Q42022),ICAJUN SEAFOOD SHACK,10725 E COLONIAL DR,ORLANDO,FL,4077345997,32817-4442,VINH,LUONG,8,Y,NA,Cajun Seafood
86430,Yelp Greendot (Q42022),ICANDI COFFEE BOBA BAR & EATS,8259 LAGUNA BLVD,ELK GROVE,CA,9166474180,95758-7965,PRIM,SINGH,1,Y,NA,Japanese
86431,Yelp Greendot (Q42022),ICCA,20 WARREN ST FRNT A,NEW YORK,NY,6466493415,10007-2225,NA,NA,NA,NA,NA,Japanese
86432,Yelp Greendot (Q42022),ICCA SUSHI,9 MT VERNON ST,RIDGEFIELD PARK,NJ,2013756805,07660-1451,NA,NA,NA,NA,NA,Japanese
86433,Yelp Greendot (Q42022),ICCHO RESTAURANT,25310 CRENSHAW BLVD,TORRANCE,CA,3103257273,90505-6100,TOMOHIRO,OKIMURA,6,Y,NA,Japanese
86434,Google API (Q42022),ICE & FIRE ASIAN CUISINE,85 MAIN ST,NORWICH,CT,8604250990,06360-5703,WENMING,CHEN,9,N,NA,Chinese
86435,Yelp Greendot (Q42022),ICHI,15828 HESPERIAN BLVD,SAN LORENZO,CA,5102766888,94580-1538,NA,NA,7,Y,NA,Japanese
86436,Google API (Q42022),Ichi Ban Kan,19723 VENTURA BLVD,WOODLAND HLS,CA,8188838288,91364-2623,KIYOMI,MELENDEZ,19,N,NA,Japanese
86437,Yelp Greendot (Q42022),ICHI BENTO 4 TERIYAKI,615 112TH ST SE,EVERETT,WA,4253556616,98208-5044,SUNG,CHO,8,Y,NA,Chinese
86438,Yelp Greendot (Q42022),ICHI HIBACHI,312 W MARION AVE,PUNTA GORDA,FL,9416218081,33950-4417,NA,NA,NA,NA,NA,Japanese
86439,Yelp Greendot (Q42022),ICHI HIBACHI KITCHEN,"3111 S 31ST ST, TEMPLE MALL",TEMPLE,TX,2542317679,76502-1956,HUNG,LY,7,Y,NA,Japanese
86440,Yelp Greendot (Q42022),ICHI JAPANESE CUISINE,214 JERICHO TPKE,FLORAL PARK,NY,5164374552,11001-2147,JIM,CHANG,5,N,NA,Japanese
86441,Yelp Greendot (Q42022),ICHI NI SAN,246 S BEACH ST,DAYTONA BEACH,FL,3863176421,32114-4407,NA,NA,7,Y,NA,Japanese
86442,Yelp Greendot (Q42022),ICHI POKI,4021 GRAND AVE STE A,CHINO,CA,9093649666,91710-5493,NA,NA,NA,NA,NA,Japanese
86443,Yelp Greendot (Q42022),ICHI SUSHI,1564 HIGHWOODS BLVD STE E,GREENSBORO,NC,3366170813,27410-2058,NA,NA,5,Y,NA,Chinese
86444,Yelp Greendot (Q42022),ICHI TERIYAKI 23,16255 SE DIVISION ST,PORTLAND,OR,5037611156,97236-1971,DAVID,OH,9,Y,NA,Chinese
86445,Yelp Greendot (Q42022),ICHI TERIYAKI 25,13500 SW PACIFIC HWY STE 30,TIGARD,OR,5035217495,97223-4803,NA,NA,NA,NA,NA,Japanese
86446,Yelp Greendot (Q42022),ICHI TERIYAKI 27,585 W 8TH ST,VANCOUVER,WA,3609845252,98660-3006,JASON,YI,7,Y,NA,Chinese
86447,Yelp Greendot (Q42022),ICHI TOGARASHI,800 5TH AVE S STE 102,NAPLES,FL,2392285945,34102-6661,NA,NA,NA,NA,NA,Chinese
86448,Yelp Greendot (Q42022),ICHI TOKYO,102 20TH ST SE STE 300,ROCHESTER,MN,5072882577,55904-6395,DONGKAI,LIU,14,Y,NA,Japanese
86449,Yelp Greendot (Q42022),ICHI UMI SUSHI,9503 RESEARCH BLVD STE 500,AUSTIN,TX,5127958666,78759-6538,NA,NA,8,Y,NA,Japanese
86450,Yelp Greendot (Q42022),ICHI-RIKI JAPANESE RESTAURANT,1603 DEL MONTE BLVD,SEASIDE,CA,8313947733,93955-4211,SHIZU,LAMM,20,Y,NA,Japanese
86451,Yelp Greendot (Q42022),ICHI-UMI RAMEN & POKE,2525 W ANDERSON LN STE 120,AUSTIN,TX,5124079000,78757-1180,VOON,VOO,4,Y,NA,Japanese
86452,Google API (Q42022),Ichibam Sushi and Hibachi,3302 QUEEN CITY DR,CHARLOTTE,NC,7043937833,28208-3552,ADDISON,CHEN,9,N,NA,Chinese
86453,Google API (Q42022),ICHIBAN,10135 S HARLEM AVE STE B,CHICAGO RIDGE,IL,7086369888,60415-2470,SHERRY,YANG,19,N,NA,Chinese
86454,Google API (Q42022),Ichiban,675 TUCKER RD STE A,TEHACHAPI,CA,6618229888,93561-2570,SANDY,LIN,9,N,NA,Chinese
86455,Yelp Greendot (Q42022),ICHIBAN,"1160 PARK MANOR BLVD, ROBINSON TOWN CENTER",PITTSBURGH,PA,4127871999,15205-4801,ADAM,ICHIBAN,14,Y,NA,Japanese
86456,Yelp Greendot (Q42022),ICHIBAN,206 BERINGER PL,CHAPEL HILL,NC,9198832018,27516-8732,JOHN,WONG,4,Y,NA,Chinese
86457,Yelp Greendot (Q42022),ICHIBAN ASIAN FUSION RESTAURANT,10701 HARRISON AVE STE D,HARRISON,OH,5133671888,45030-2525,SHANNON,RASOR,7,Y,NA,Japanese
86458,Yelp Greendot (Q42022),ICHIBAN EXPRESS,3350 FOOTBRIDGE LN STE 117,FAYETTEVILLE,NC,9105971893,28306-9695,NA,NA,10,Y,NA,Japanese
86459,Yelp Greendot (Q42022),ICHIBAN GRILL,2146 GA-20,MCDONOUGH,GA,7709572154,30253,NA,NA,NA,NA,NA,Japanese
86460,Yelp Greendot (Q42022),ICHIBAN GRILL & SUSHI,10101 BROOK RD STE 232A,GLEN ALLEN,VA,8042625588,23059-6536,NA,NA,NA,NA,NA,Japanese
86461,Yelp Greendot (Q42022),ICHIBAN HIBACHI & SUSHI- FLOWOOD,153 RIDGE WAY,FLOWOOD,MS,6019190097,39232-3346,FAI,NGAI,17,Y,NA,Japanese
