Snowball Map,Dupe (Y/N),Match Address,Match Phone,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),,,,,,,,
80342,FALSE,-,-,Silver Palace Restaurant Inc,305 9 St E,Meadow Lake,S9X 1H1,SK,CAN,13062365155,3062365155,,,,,,,
,TRUE,212 Bank St,-,Asian Kitchen,212 Bank St,Ottawa,K2P 1X1,ON,CAN,4433942650,3015295786,4433942651,,,,,,
,TRUE,4 Greystone Walk Dr,-,Royal Congee Chinese Cuisine,4 Greystone Walk Dr,Scarborough,M1K 5J2,ON,CAN,14162618818,,,,,,,,
,TRUE,5640 Kingsway,-,On On Wonton House,5640 Kingsway,Burnaby,V5H 2G5,BC,CAN,16044374000,,,,,,,,
,TRUE,7666 Lundy's Ln,-,Magnolia Chinese Cuisine,7666 Lundy's Ln,Niagara Falls,L2H 1H1,ON,CAN,19053563388,,,,,,,,
,TRUE,1180 Columbia St W,-,Rice Bowl Rose Garden,1180 Columbia St W,Kamloops,V2C 6R6,BC,CAN,12503723868,2503723868,,,,,,,
80343,FALSE,-,-,New Sky Restaurant,353 Spadina Ave,Toronto,M5T 2G3,ON,CAN,14165968787,,,,,,,,
,TRUE,840 Corydon Ave,-,Peking Restaurant - old,840 Corydon Ave,Winnipeg,R3N 0J2,MB,CAN,12044532439,2044532458,,,,,,,
,TRUE,4456 Limebank Rd,-,Sing Hing Restaurant,4456 Limebank Rd,Ottawa,K1X 100000000,ON,CAN,7183871361,9172863202,7187180446,9179570235,6469619433,,,,
80344,FALSE,-,-,South Silk Road Chinese Restaurant,5552 Calgary Trail NW,Edmonton,T6H 4K1,AB,CAN,17807602222,,,,,,,,
,TRUE,823 14 St NW,-,South Silk Road Chinese Restaurant 云之南中餐馆,823 14 St NW,Calgary,T2N 2A4,AB,CAN,14032700707,,,,,,,,
,TRUE,2219 Centre St N,-,Calan Beef Noodle 卡兰拉面,2219 Centre St N,Calgary,T2E 2T4,AB,CAN,15873500050,,,,,,,,
,TRUE,401 Craig St,-,Gold Village Chinese Restaurant,401 Craig St,Dawson City,Y0B 1G0,YT,CAN,18679932368,,,,,,,,
,TRUE,5257 Victoria Dr,-,Sandy La Chinese Restaurant,5257 Victoria Dr,Vancouver,V5P 3V4,BC,CAN,16043271862,,,,,,,,
80345,FALSE,-,-,HingLung Chinese Restaurant,5-8580 Young Rd,Chilliwack,V2P 6Z8,BC,CAN,16044021238,6044021238,,,,,,,
80346,FALSE,-,-,Pink Pearl Chinese Seafood Restaurant,1132 E Hastings St,Vancouver,V6A 1S2,BC,CAN,6042534316,,,,,,,,
80347,FALSE,-,-,Panda Garden,5007 50 Ave,Bonnyville,T9N 2P8,AB,CAN,2077837755,9172572629,2077132324,2077132324,,,,,
80348,FALSE,-,-,Tradition Chinese Cuisine,573 Lawrence Ave,Kelowna,V1Y 6L8,BC,CAN,17784782788,,,,,,,,
80349,FALSE,-,-,Dragon Garden Restaurant,33 Harvest Hills Dr NE,Calgary,T3K 4R2,AB,CAN,14032263883,,,,,,,,
,TRUE,478 Dundas St W,-,Harmony Restaurant,478 Dundas St W,Toronto,M5T 1G9,ON,CAN,7735860777,7738271348,7735862929,,,,,,
,TRUE,2683 E Hastings St,-,James On Hastings Chinese Restaurant,2683 E Hastings St,Vancouver,V5K 3W8,BC,CAN,16042553188,,,,,,,,
80350,FALSE,-,-,Baiyulan Shanghai Cuisine,129-4940 Number 3 Rd,Richmond,V6Y 1N5,BC,CAN,16043048288,,,,,,,,
80351,FALSE,-,-,Li's Braised Chicken 小李黄焖,384 Yonge St unit 56,Toronto,M5B 1S8,ON,CAN,14169015880,,,,,,,,
80352,FALSE,-,-,Ginger & Soy Chinese Cuisine,1487 Marine Dr,West Vancouver,V7T 1B8,BC,CAN,7782798863,,,,,,,,
80353,FALSE,-,-,Chiu's Restaurant,400 Tache Ave,Winnipeg,R2H 2A6,MB,CAN,12042375777,,,,,,,,
,TRUE,697 Somerset St W,-,Ben Ben Restaurant,697 Somerset St W,Ottawa,K1R 6P5,ON,CAN,16132385022,,,,,,,,
,TRUE,176 Bedford Dr NE,-,Fai's Chinese Food,176 Bedford Dr NE,Calgary,T3K 2M9,AB,CAN,14032952606,,,,,,,,
,TRUE,29 St Joseph St,-,Wonton Kitchen,29 St Joseph St,Toronto,M4Y 1J8,ON,CAN,14169649999,,,,,,,,
80354,FALSE,-,-,Lotus Garden Restaurant,5039 Centre St,Niagara Falls,L2G 3N7,ON,CAN,6192831888,6192469898,,,,,,,
,TRUE,2306 Eglinton Ave E,-,Joe & Lin Restaurant,2306 Eglinton Ave E,Scarborough,M1K 2M2,ON,CAN,14167527933,,,,,,,,
,FALSE,-,-,Fancy Taste of China,1160 137 Ave SE,Calgary,T2J 6T6,AB,CAN,14032785566,4032785566,,,,,,,
,TRUE,1755 Pembina Hwy,-,Summer Palace Restaurant 憶江南,1755 Pembina Hwy,Winnipeg,R3T 2G6,MB,CAN,12042619241,,,,,,,,
,TRUE,3 High St SE,-,Golden National Family Restaurant,3 High St SE,Calgary,T2Z 0N2,AB,CAN,14032579777,,,,,,,,
80355,FALSE,-,-,Lucky House Restaurant,1500 7 Ave,Valemount,V0E 2Z0,BC,CAN,3148388900,3145286064,3143301787,3146625350,3144843765,,,,
,TRUE,9499 137 Ave NW,-,Good Buddy Restaurant (North),9499 137 Ave NW,Edmonton,T5E 5R8,AB,CAN,7804063838,7788912690,7809108833,7808625073,7803284524,7807093103,,,
80356,FALSE,-,-,New Happy Garden Restaurant,66 Wellington Rd 7,Elora,N0B 1S0,ON,CAN,2157471223,4403812144,,,,,,,
80357,FALSE,-,-,Mayflower Chinese Food Delivery Service,1200 McPhillips St,Winnipeg,R2X 2L6,MB,CAN,12045868163,,,,,,,,
,TRUE,7930 Bowness Rd NW,-,Kin's Chinese Food,7930 Bowness Rd NW,Calgary,T3B 0H3,AB,CAN,14032884451,4033855813,4032884451,,,,,,
,TRUE,557 Eglinton Ave W,-,Chinese food gallery,557 Eglinton Ave W,Toronto,M5N 1B5,ON,CAN,14163223230,,,,,,,,
,TRUE,123 2 Ave SE,-,Great Taste Chinese Restaurant,123 2 Ave SE,Calgary,T2G 0B2,AB,CAN,14032659880,,,,,,,,
80358,FALSE,-,-,Wally's Kitchen,9302 100 St #9302,Grande Prairie,T8V 2K9,AB,CAN,7805326969,,,,,,,,
80359,FALSE,-,-,Good Taste Chinese Szechuan Cuisine,10933 23 Ave NW #115,Edmonton,T6J 7B9,AB,CAN,17809886633,7809886633,,,,,,,
80360,FALSE,-,-,Sun Star Restaurant,631 BC-7,Coquitlam,V3K 3S5,BC,CAN,6049375944,6049318776,,,,,,,
80361,FALSE,-,-,Lucky Horse Chinese Restaurant,13737 72 Ave #125,Surrey,V3W 2P2,BC,CAN,16045912770,,,,,,,,
,TRUE,6400 Fraser St,-,Lian Hong Chinese Bakery,6400 Fraser St,Vancouver,V5W 3A4,BC,CAN,16043229367,,,,,,,,
80362,FALSE,-,-,Rhythm Chinese Restaurant (中文名逸站),530 Fifth St,Nanaimo,V9R 1P1,BC,CAN,12505912288,2505912288,,,,,,,
80363,FALSE,-,-,Asian Kitchen,291 Queen Mary St,Ottawa,K1K 1X1,ON,CAN,4433942650,3015295786,4433942651,,,,,,
80364,FALSE,-,-,Mandarin House - old,201 Fourth St,Nanaimo,V9R 1T2,BC,CAN,12507541470,2507541470,,,,,,,
80365,FALSE,-,-,YX Restaurant,106-755 McGill Rd,Kamloops,V2C 0B6,BC,CAN,12364253303,,,,,,,,
80366,FALSE,-,-,Ming Yan Seafood Restaurant,3238 King George Blvd,Surrey,V4P 1A5,BC,CAN,17782911886,7782911886,,,,,,,
80367,FALSE,-,-,X&L Kitchen 夹拣成厨 麻辣烫 家常菜,10346 University Ave,Edmonton,T6E 4P4,AB,CAN,15874091999,,,,,,,,
80368,FALSE,-,-,Panda Szechuan Chinese Restaurant,3085 152 St,Surrey,V4P 3K1,BC,CAN,16045601777,,,,,,,,
,TRUE,635 Corydon Ave,-,Sunshine Chinese Restaurant,635 Corydon Ave,Winnipeg,R3M 0W3,MB,CAN,12046152615,2049975180,,,,,,,
,TRUE,7180 Kerr St,-,Tasty Wok,7180 Kerr St,Vancouver,V5S 3000,BC,CAN,9416273886,9178550689,9178550698,,,,,,
80369,FALSE,-,-,Green Tea Restaurant,17304 105 Ave NW,Edmonton,T5S 1G4,AB,CAN,4808072891,9176893555,9176898688,9177947898,,,,,
80370,FALSE,-,-,Chu Kiang Chinese Restaurant,6491 Knight St,Vancouver,V5W 2J6,BC,CAN,16043278835,6043270652,,,,,,,
80371,FALSE,-,-,Mekong Restaurant,1030 Harvey Ave,Kelowna,V1Y 6H2,BC,CAN,12507638000,,,,,,,,
80372,FALSE,-,-,Star House Restaurant,854 Trans-Canada Hwy,Cache Creek,V0K 1H0,BC,CAN,12504579328,2504579328,,,,,,,
80373,FALSE,-,-,The Grand Yard (冬北小厨),219 St Paul St,St. Catharines,L2R 3M6,ON,CAN,19053488999,,,,,,,,
,TRUE,216 Glenridge Ave,-,Tang Chinese Cuisine - old,216 Glenridge Ave,St. Catharines,L2T 3J8,ON,CAN,19056885888,9056885888,,,,,,,
80374,FALSE,-,-,Rice Pea Chinese Restaurant,2280 Carling Ave,Ottawa,K2B 7G1,ON,CAN,16138288988,6138288988,,,,,,,
,TRUE,266 Elgin St,-,Oriental House Restaurant,266 Elgin St,Ottawa,K2P 1M2,ON,CAN,6179831388,,,,,,,,
80375,FALSE,-,-,Yip Hong's Dim Sum Restaurant,3140 Preston Ave S,Saskatoon,S7T 0A7,SK,CAN,13069563375,,,,,,,,
,TRUE,2825 32 Ave NE,-,Eastern Treasures Restaurant,2825 32 Ave NE,Calgary,T1Y 6J1,AB,CAN,14032508880,,,,,,,,
80376,FALSE,-,-,Delicious Legend,1036 Louise Ave,Saskatoon,S7H 2P6,SK,CAN,13069567333,,,,,,,,
,TRUE,1818 Byland Rd,-,Wok Inn Restaurants #3,1818 Byland Rd,West Kelowna,V1Z 1A9,BC,CAN,2507691893,,,,,,,,
80377,FALSE,-,-,Captain Wa,8260 Westminster Hwy Unit 2460,Richmond,V6X 3Y2,BC,CAN,16042148162,,,,,,,,
80378,FALSE,-,-,Wuhan Noodle 1950,3621 Hwy 7 unit 119,Markham,L3R 0G6,ON,CAN,19055138188,,,,,,,,
80379,FALSE,-,-,蜀道 shu tao,140-5960 Minoru Blvd,Richmond,V6X 3J3,BC,CAN,17787899919,7787899919,,,,,,,
80380,FALSE,-,-,Gary's House of Kwan,500 Notre Dame Dr #440,Kamloops,V2C 6T6,BC,CAN,2503141968,,,,,,,,
80381,FALSE,-,-,Canton Garden,45595 Yale Rd,Chilliwack,V2P 2N1,BC,CAN,9024067788,9024488528,9024231186,9024898388,9024888528,6478966773,9024438528,,
,TRUE,276 McPhillips St,-,Jade 276 Chinese Restaurant,276 McPhillips St,Winnipeg,R3E 2K8,MB,CAN,12044157838,2044157838,,,,,,,
,TRUE,129 Regent Ave W,-,Tasty Chinese Cuisine,129 Regent Ave W,Winnipeg,R2C 1R1,MB,CAN,12042223245,,,,,,,,
,TRUE,2297 St Joseph Blvd,-,My Favourite Chinese Food,2297 St Joseph Blvd,Orléans,K1C 10000000,ON,CAN,16138418888,6138418888,,,,,,,
80382,FALSE,-,-,麻辣居Chili Hut,11-222 16 Ave NE,Calgary,T2E 1J8,AB,CAN,14034559777,4034559777,,,,,,,
,TRUE,4909 Kingsway,-,ChongQing on Kingsway,4909 Kingsway,Burnaby,V5H 200000,BC,CAN,6045580101,,,,,,,,
80383,FALSE,-,-,Double Double Restaurant | 老油条,4600 Number 3 Rd Unit 128,Richmond,V6X 2C2,BC,CAN,16043703345,6043703345,,,,,,,
80384,FALSE,-,-,Wok N Roll Chinese,836 McLeod Ave #6,Winnipeg,R2G 3P3,MB,CAN,12046682334,,,,,,,,
80385,FALSE,-,-,Cheng Du Xiao Chi,4160 Number 3 Rd,Richmond,V6Y 0C2,BC,CAN,16042786609,,,,,,,,
80386,FALSE,-,-,Taipeicasserole Asian Restaurant,3435 Quance St #500,Regina,S4V 2Y4,SK,CAN,13067792221,,,,,,,,
80387,FALSE,-,-,Spice World Hotpot Restaurant,8580 Alexandra Rd #1060,Richmond,V6X 4B3,BC,CAN,16043703386,,,,,,,,
80388,FALSE,-,-,秦俑厨坊TerraCotta Boyz,12-4429 Kingsway,Burnaby,V5H 2A1,BC,CAN,6043369999,,,,,,,,
80389,FALSE,-,-,Szechuan Restaurant,320 16 Ave NW,Calgary,T2M 0H6,AB,CAN,3029990286,,,,,,,,
80390,FALSE,-,-,Kashgar Uyghur Cuisine,2100-1163 Pinetree Way,Coquitlam,V3T 4Z6,BC,CAN,16044741455,6044741455,,,,,,,
,TRUE,478 5th St,-,Golden Carriage Restaurant,478 5th St,Courtenay,V9N 1J7,BC,CAN,12503389333,2503389333,,,,,,,
,TRUE,1800 Main St,-,New Ocean King,1800 Main St,Winnipeg,R2V 2A3,MB,CAN,2043389333,,,,,,,,
,TRUE,3320 Kingsway,-,Peaceful Restaurant,3320 Kingsway,Vancouver,V5R 5L1,BC,CAN,16044281168,6044281168,,,,,,,
80391,FALSE,-,-,Golden Dragon,33550 S Fraser Way #2,Abbotsford,V2S 5G7,BC,CAN,5742438800,5743838573,5742100721,,,,,,
80392,FALSE,-,-,Annie's Kitchen Chinese Restaurant,10320 Whalley Blvd,Surrey,V3T 4H4,BC,CAN,16044985066,,,,,,,,
,TRUE,2609 E 49th Ave,-,Yu Kee BBQ Kitchen,2609 E 49th Ave,Vancouver,V5S 1J9,BC,CAN,6044388999,,,,,,,,
,TRUE,1400 Weber St E,-,China Taste,1400 Weber St E,Kitchener,N2A 3Z8,ON,CAN,6302629580,6302629581,6309239585,,,,,,
,TRUE,355 McDermot Ave,-,Double Greeting Chinese Snack House,355 McDermot Ave,Winnipeg,R3A 0A6,MB,CAN,12049561383,,,,,,,,
,TRUE,5630 4 Ave,-,Castle Restaurant,5630 4 Ave,Edson,T7E 1L6,AB,CAN,17807235551,7807235551,,,,,,,
,TRUE,2055 Quilchena Ave,-,Canada Cafe,2055 Quilchena Ave,Merritt,V1K 1B8,BC,CAN,12503785551,,,,,,,,
,TRUE,6408 Kingsway,-,Szechuan Cuisine,6408 Kingsway,Burnaby,V5E 10,BC,CAN,3149258711,3143595279,,,,,,,
80393,FALSE,-,-,Delight+ Chinese Cuisine&LUNCH Buffet,3126 Clarence Ave S,Saskatoon,S7T 0C9,SK,CAN,13069521686,,,,,,,,
,TRUE,2540 Shaughnessy St,-,Hiro Sushi,2540 Shaughnessy St,Port Coquitlam,V3C 3G2,BC,CAN,3012309635,2404012104,3012309655,,,,,,
80394,FALSE,-,-,Fung May Chinese Cuisine 楓味粥粉麵飯,4500 Kingsway #2301,Burnaby,V5H 2A9,BC,CAN,16044336520,,,,,,,,
,TRUE,4727 Kingsway,-,面香园 Tasty Lucky Noodle House,4727 Kingsway,Burnaby,V5H 2C3,BC,CAN,16043369977,,,,,,,,
,TRUE,5226 Kingsway,-,MeetRice Noodles,5226 Kingsway,Burnaby,V5H 2000000000,BC,CAN,16044233398,,,,,,,,
,TRUE,4989 Victoria Dr,-,Western Lake Chinese Seafood Restaurant,4989 Victoria Dr,Vancouver,V5P 3T7,BC,CAN,16043216862,,,,,,,,
80395,FALSE,-,-,Preference Noodle House,4854 Imperial St,Burnaby,V5J 1C4,BC,CAN,16045580995,,,,,,,,
80396,FALSE,-,-,Grand Chinese Yaletown Restaurant,1233 Hamilton St,Vancouver,V6B 6K3,BC,CAN,16046818288,,,,,,,,
,TRUE,705 W Broadway,-,Shanghai Lu Restaurant,705 W Broadway,Vancouver,V5Z 1G8,BC,CAN,16048739147,,,,,,,,
,TRUE,6591 Fraser St,-,Yu Xiang Yuan Restaurant,6591 Fraser St,Vancouver,V5X 3T4,BC,CAN,6046201856,,,,,,,,
80397,FALSE,-,-,New Woon Lee Inn Restaurant,3751 Delbrook Ave,North Vancouver,V7N 3Z4,BC,CAN,16049863388,,,,,,,,
,TRUE,2677 Pembina Hwy,-,Dim Sum Pembina Restaurant,2677 Pembina Hwy,Winnipeg,R3T 2H5,MB,CAN,2042697799,,,,,,,,
,TRUE,2126 W Broadway,-,Z&W Shanghai Kitchen 龍上海菜,2126 W Broadway,Vancouver,V6K 2C8,BC,CAN,16044232999,,,,,,,,
,TRUE,421 Dundas St W,-,Dim Sum King,421 Dundas St W,Toronto,M5T 2W4,ON,CAN,6507558128,4157068887,,,,,,,
,TRUE,79 Huron St,-,Yummy Yummy Dumplings,79 Huron St,Toronto,M5T 2A8,ON,CAN,4163881692,16478598998,6478598998,6479677744,,,,,
,TRUE,2059 111 St NW,-,Good Buddy Chinese Restaurant,2059 111 St NW,Edmonton,T6J 4V9,AB,CAN,17804326050,7804326050,7804459880,7804563206,5874051037,7804852383,7809062636,,
80398,FALSE,-,-,Wing Ho Chinese Restaurant,1455 Main St,North Vancouver,V7J 1C9,BC,CAN,16049882398,,,,,,,,
80399,FALSE,-,-,China Kitchen Cafe,424 Main St,Bienfait,S0C 0M0,SK,CAN,13064219198,,,,,,,,
80400,FALSE,-,-,Caltons Chinese Restaurant,5010 4 St NE #14,Calgary,T2K 5X8,AB,CAN,14032758181,,,,,,,,
,TRUE,5365 Gateway Blvd NW,-,Golden Rice Bowl Chinese Restaurant,5365 Gateway Blvd NW,Edmonton,T6H 4P8,AB,CAN,15873178027,,,,,,,,
,TRUE,501 Princess St,-,Dim Sum Kingston,501 Princess St,Kingston,K7L 1C3,ON,CAN,16137660194,,,,,,,,
80401,FALSE,-,-,VIP Chinese Restaurant,528 Princess St,Kingston,K7L 1C5,ON,CAN,16135302828,6135302828,6134843822,6135320891,9052331152,6138774887,6137701019,6137700082,6479962955
80402,FALSE,-,-,Creekside Chinese Restaurant - old,91 East Lake Crescent NE Unit2,Airdrie,T4A 2H6,AB,CAN,5877752828,5877752829,4039930982,,,,,,
80403,FALSE,-,-,GoGo Chicken Pot,10610 Bayview Ave Unit 2-3,Richmond Hill,L4C 3N8,ON,CAN,19057371628,,,,,,,,
80404,FALSE,-,-,Harbin Chinese Restaurant 哈尔滨老道外砂锅居 - old,591 March Rd #5,Kanata,K2K 2M5,ON,CAN,16136931525,6136931525,,,,,,,
,TRUE,1050 Henderson Hwy,-,Empress of China Restaurant,1050 Henderson Hwy,Winnipeg,R2K 2M5,MB,CAN,5024512500,5024155508,5023380736,7039561363,8182374606,,,,
,TRUE,205 Jennifer Heil Way,-,Peking Way Chinese Cuisine,205 Jennifer Heil Way,Spruce Grove,T7X 0T3,AB,CAN,7809628026,,,,,,,,
,TRUE,4112 Albert St,-,Chinese Lantern Restaurant Ltd,4112 Albert St,Regina,S4S 3R8,SK,CAN,13063524588,,,,,,,,
80405,FALSE,-,-,Happy Garden Restaurant - old,436 Dewdney Ave,Regina,S4N 0,SK,CAN,13065809300,,,,,,,,
,TRUE,13022 82 St NW,-,Smilie's Place,13022 82 St NW,Edmonton,T5E 2T5,AB,CAN,17804787878,7804787878,,,,,,,
80406,FALSE,-,-,Monkey King Express Chinese Kitchen,855 Shawnigan Lake-Mill Bay Rd,Mill Bay,V0R 2P2,BC,CAN,12509293333,2509293333,,,,,,,
80407,FALSE,-,-,Dundas Spring Garden,434 Dundas St W,Toronto,M5T 1B7,ON,CAN,16473526888,,,,,,,,
80408,FALSE,-,-,金泉酒楼Golden Fountain Restaurant,1250 Eglinton Ave W,Mississauga,L5V 1N3,ON,CAN,19058218688,9058218688,,,,,,,
,TRUE,1749 Dewdney Ave E,-,Wings Yoshi Take-Out Restaurant,1749 Dewdney Ave E,Regina,S4N 4X8,SK,CAN,13065252288,3065252288,3065813082,,,,,,
80409,FALSE,-,-,Good Buddy Restaurant Good Buddy - Sherwood Park,11 Athabascan Ave #128,Sherwood Park,T8A 6H2,AB,CAN,7804168566,17804168566,7809937271,7809387664,7809521222,7804643991,,,
,TRUE,1193 Granville St,-,Tsui Hang Village,1193 Granville St,Vancouver,V6Z 1M1,BC,CAN,16046836868,,,,,,,,
,TRUE,1702 Alexandra Ave,-,New Red Lantern Restaurant,1702 Alexandra Ave,Saskatoon,S7K 3C5,SK,CAN,13066657335,,,,,,,,
80410,FALSE,-,-,Panda 3 Restaurant,2640 52 St NE,Calgary,T1Y 3R6,AB,CAN,4032938331,,,,,,,,
,TRUE,978 University Ave W,-,Shin Shin Chinese Restaurant 欣欣中餐厅,978 University Ave W,Windsor,N9A 5S2,ON,CAN,15192521449,,,,,,,,
80411,FALSE,-,-,TCJ Restaurant,64 Queen St E,Toronto,M5B 1Y4,ON,CAN,4163689988,6473825888,6479280689,,,,,,
80412,FALSE,-,-,Ancom Chinese Restaurant,834 Queensway,Etobicoke,M8Z 1N5,ON,CAN,4162512227,4162512228,6479643885,,,,,,
80413,FALSE,-,-,Genki Sushi,13504 Tecumseh Rd E,Windsor,N8N 3N7,ON,CAN,5199798988,,,,,,,,
,TRUE,1801 Dundas St E,-,Sushi Today,1801 Dundas St E,Whitby,L1N 7C5,ON,CAN,6177380888,8573139584,6174075237,,,,,,
80414,FALSE,-,-,Gold Penny Restaurant,2060 E Hastings St,Vancouver,V5L 4L5,BC,CAN,6042532442,,,,,,,,
,TRUE,2710 Dundas St W,-,Westown Chinese Restaurant,2710 Dundas St W,Toronto,M6P 1Y2,ON,CAN,14167666366,6477100930,6479686765,,,,,,
80415,FALSE,-,-,China Garden Restaurant 食德喜 China Garden,31 University Ave,Waterloo,N2J 2A2,ON,CAN,5198880088,4163187633,4163990633,5194983632,,,,,
80416,FALSE,-,-,GP Ranch Restaurant,13920 99 St,Grande Prairie,T8V 7W3,AB,CAN,7805328878,,,,,,,,
80417,FALSE,-,-,Three Fortunes Chinese,6060 Memorial Dr,Calgary,T2A 3W1,AB,CAN,4032734616,4433331926,4037301548,4037146303,4039666129,,,,
80418,FALSE,-,-,Mandarin House Restaurant,331 Ouellette Ave,Windsor,N9A 4J1,ON,CAN,3016047234,,,,,,,,
80419,FALSE,-,-,Chipan,535 Yates St,Victoria,V8W 2Z6,BC,CAN,7784337229,,,,,,,,
,TRUE,134 Dundas St E,-,Good View Restaurant,134 Dundas St E,Toronto,M5B 100,ON,CAN,14168610888,,,,,,,,
80420,FALSE,-,-,Omei Restaurant,420 Hwy 7,Richmond Hill,L4B 3K2,ON,CAN,9058818188,6475599067,,,,,,,
,TRUE,10969 98 St NW,-,Wokkery Restaurant,10969 98 St NW,Edmonton,T5H 2P7,AB,CAN,7804246546,6473605599,7809666328,7809533318,,,,,
80421,FALSE,-,-,Kokyo Japanese Restaurant,572 Rogers Rd,York,M6M 1B6,ON,CAN,4169626968,4166271501,4164580501,,,,,,
80422,FALSE,-,-,Wok House,388 St Albert Trail,St. Albert,T8N 5N6,AB,CAN,7804587755,7808607566,7808607569,7808637569,7807297566,6472429283,7808858098,7809375115,
,TRUE,3301 50 Ave,-,Red Star Chinese Restaurant,3301 50 Ave,Red Deer,T4N 3Y2,AB,CAN,4033095566,4033188881,,,,,,,
,TRUE,2365 Burrard St,-,Tim Kee Kitchen Cantonese & Szechuan Cuisine,2365 Burrard St,Vancouver,V6J 3J2,BC,CAN,16047388628,,,,,,,,
