Snowball Map,Mapping Correction,Name,Business Type,Amenities,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,URL,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Vitality Score,Reputation Score,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions
56700,48392,Uchi,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,1799 Rue Atateken,Montréal,QC,H2L 3L7,Canada,,,,,,,uchirestaurant.ca,,,(514) 528-8228,0,,63,88,Japanese,$$,Atomic Kitchens; DoorDash; Google Analytics; TastyBoom; Uber Eats,TastyBoom
56699,54067,Sushi Umibe,Restaurant; Grocery Store,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,11955 207 St,Maple Ridge,BC,V2X 1X6,Canada,,,,,,,sushiumibe.ca,,,(604) 465-0222,0,,36,87,Japanese,$$,Google Analytics; Skip the Dishes,
56698,54286,Oliver Twist Pub & Grill,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Debit Cards; Dine-in; Outdoor Seating; Takeout,7557 Edmonds St,Burnaby,BC,V3N 1B5,Canada,,,,,,,,,,(604) 524-1119,0,,11,89,American; Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
56697,,Sushi HANABI,Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Fresh Ingredients; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,1542 W 2nd Ave,Vancouver,BC,V6J 1H2,Canada,Kyung,Lee,Proprietor,Owner,,,sushihanabi.ca,,,(604) 423-3151,1,,48,91,Japanese,$,DoorDash; GlobalFood; Oracle GloriaFood; Uber Eats,GlobalFood; Oracle GloriaFood
56696,51534,Tokyo Sushi 1,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; Fresh Ingredients; TV; High Chairs; Catering; Debit Cards; Dine-in; Takeout,373 Eglinton Ave W,Toronto,ON,M5N 1A3,Canada,,,,,tokyosushi123@hotmail.com,,tokyosushisimon.com,,,(416) 486-9006,0,tokyosushi123@hotmail.com,32,90,Japanese,$$,DoorDash; Mealsy; Skip the Dishes; Uber Eats,Mealsy
56695,,Rose Cafe Restaurant creol Patisserie anjou,Restaurant,Wheelchair Accessible; Parking; Online Ordering; Seating; Reservations; Delivery; Catering; Debit Cards; Dine-in; Takeout,8644 Avenue Chaumont,Montréal,QC,H1K 1N5,Canada,,,,,rosecaferesto@gmail.com,,,,,(514) 638-0023,0,rosecaferesto@gmail.com,20,89,Creole; Caribbean; Cajun,$,Skip the Dishes; Uber Eats,
56694,49743,Chef Mi,Restaurant,Groups; Delivery; Catering; Online Ordering; Debit Cards; Dine-in; Takeout,104 King St,St Catharines,ON,L2R 3H8,Canada,,,,,,,,,,(905) 685-6888,0,,20,81,Chinese,$,Skip the Dishes; Uber Eats,
56693,49314,Ruby House Chinese Food,Restaurant,Groups; Delivery; Online Ordering; Debit Cards; Takeout,79 Montreal Rd,Ottawa,ON,K1L 6E8,Canada,,,,,,,rubyhousechinesefood.com,,,(613) 745-8228,0,,25,92,Chinese,,Clover POS; Skip the Dishes; Uber Eats,
56692,,Chez Wuhan,Restaurant,Reservations; Delivery; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,749 Avenue Atwater,Montréal,QC,H3J 2K3,Canada,,,,,,,chezwuhantogo.com,,,(438) 386-3535,0,,58,84,Chinese,,Uber Eats,
56691,50707,Joya Sushi,Restaurant,Seating; Table Service; Takeout,1630 Main St W,Hamilton,ON,L8S 1G3,Canada,Jaesun,Seo,Proprietor,Owner,,,http://joyasushi.ca,,,(905) 525-1114,1,,62,90,Korean; Japanese,$$$,,
56690,49619,Win Yeung Garden Chinese Restaurant,Restaurant,Groups; Online Ordering; Debit Cards; Dine-in; Takeout,9 King St W,Clarington,ON,L1C 1R2,Canada,Johnny,Seto,Proprietor,Owner,,,winyeunggarden.com,,,(905) 623-5412,1,,70,79,Chinese,$,,
56689,,Restaurant Sogou - Resto-Bar,Restaurant; Drinking Place,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; TV; High Chairs; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,3200 Boulevard Curé-Labelle,Laval,QC,H7P 0H9,Canada,,,,,info@sogoulaval.com,,sogoulaval.com,,,(450) 934-1334,0,info@sogoulaval.com,50,86,Japanese,$$,Lightspeed; UEAT; Uber Eats; Wix Restaurants,Lightspeed; UEAT; Wix Restaurants
56688,50294,Dynasty B B Q Restaurant,Restaurant,Groups; Wheelchair Accessible; Cash-Only; Online Ordering; TV; Bike Parking; Delivery; Curbside Pickup; Catering; Dine-in; Takeout,1550 S Gateway Rd,Mississauga,ON,L4W 5G6,Canada,M. A.,Amy,Proprietor,Owner,,,,,,(905) 238-0275,1,,25,87,Chinese,$,Uber Eats,
56687,52816,Little Szechuan (Eastern Dumpling King),Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,135 20th St W,Saskatoon,SK,S7M 0W7,Canada,,,,,,,,,,(306) 500-2228,0,,12,85,Chinese,,DoorDash,
56686,49633,Mayflower Chinese Food,Restaurant,Cash-Only; Delivery; Takeout,210 King St E,Oshawa,ON,L1H 1C4,Canada,Paul,Ng,Proprietor,Owner,,,,,,(905) 576-5555,1,,19,68,Chinese,$,,
56685,53828,Eastern Wok,Restaurant,Groups; Wheelchair Accessible; Debit Cards; Dine-in; Takeout,1500 Cranbrook St N,Cranbrook,BC,V1C 3S8,Canada,Rio,Tinto,President,General,,,,,,(250) 489-8168,1,,23,83,Chinese,$,,
56684,,Nan's Noodle House,Restaurant,Delivery; Gift Cards; Online Ordering; Fresh Ingredients; Takeout,3103 Edmonton Trl NE,Calgary,AB,T2E 3N7,Canada,,,,,contact@nansnoodlehouse.com,,nansnoodlehouse.com,,,(403) 455-0590,0,contact@nansnoodlehouse.com,44,94,Japanese; Vietnamese; Chinese,$$,Apple App Store; Clover POS; DoorDash Storefront; Skip the Dishes; Uber Eats,DoorDash Storefront
56683,52487,Tegaru Restaurant,Restaurant,Groups; Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,850 Keewatin St,Winnipeg,MB,R2R 0Z5,Canada,Sunny,Dang,Proprietor,Owner,,,,,,(204) 632-6331,1,,24,88,Chinese,$,DoorDash,
56682,55227,Willful Breakfast & Lunch Ren Xing Zao Wu Can,Restaurant,Delivery; Online Ordering; Takeout,8940 Douglas St,Richmond,BC,V6X 1V3,Canada,,,,,,,,,,(604) 332-7755,0,,4,,Chinese,$,Uber Eats,
56681,48311,Sushi Pi,Restaurant,Delivery; Online Ordering; Takeout,3226 Rue Beaubien E,Montréal,QC,H1Y 1H7,Canada,,,,,,,,,,(514) 667-7117,0,,12,,Japanese,,Uber Eats,
56680,51036,Xie Hou Day&Night Angus Beef . King Crab,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; Digital Payments; Reservations; Debit Cards; Dine-in; Delivery; Takeout,680 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,info@dayandnightkingcrab.com,,dayandnightkingcrab.net,,,(416) 609-1111,0,,62,87,Chinese,$$$,Yelp Waitlist,
56679,49637,Shanghai 360,Restaurant,Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,419 King St W,Oshawa,ON,L1J 2K4,Canada,,,,,,,,,,(905) 718-3898,0,,20,50,Chinese,,Skip the Dishes; Uber Eats,
56678,53131,Something More,Restaurant,Delivery; Curbside Pickup; Online Ordering; Debit Cards; Takeout,114 3 Ave SW,Calgary,AB,T2P 0E7,Canada,,,,,,,,,,(403) 225-6288,0,,14,93,Vietnamese; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
56677,48157,Takuno sushi,Restaurant,Delivery; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,2750 Chemin Ste-Foy,Québec,QC,G1V 1V6,Canada,,,,,,,takunosushi.ca,,,(418) 704-7888,0,,25,92,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,
56676,50826,Chopstick Foods,Restaurant,Online Ordering; Debit Cards; TV; Delivery; Takeout,3300 Danforth Ave,Toronto,ON,M1L 1C4,Canada,Yeuet Chung,Ng,Proprietor,Owner,,,chopstickfoods.com,,,(416) 691-2104,1,,65,81,Chinese,$,Square; Weebly,Square
56675,49222,Fujisushi,Restaurant; Quick Service,Wheelchair Accessible; Online Ordering; Fast Service; Catering; Debit Cards; Dine-in; Delivery; Takeout,2310 Rue St-Louis,Gatineau,QC,J8T 5L7,Canada,,,,,,,fujisushiweb.com,,,(819) 205-0589,0,,55,82,Japanese,$$,UEAT,UEAT
56674,49707,China Express,Restaurant,Wheelchair Accessible; Debit Cards; Takeout,6175 Dunn St,Niagara Falls,ON,L2G 2P4,Canada,,,,,china.express@live.com,,,,,(905) 357-3333,0,,28,80,Chinese,$,,
56673,55031,Akira Sushi,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,1069 Denman St,Vancouver,BC,V6G 2M7,Canada,Elaine,Chan,Proprietor,Owner,,,akira-sushi.ca,,,(604) 806-6321,1,,43,78,Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats,
56672,55242,Sip Bowl La Mian - Richmond,Restaurant,Delivery; Online Ordering; Takeout,4200 No 3 Rd,Richmond,BC,V6X 2C2,Canada,,,,,,,,,,(236) 454-1630,0,,4,77,Chinese,$,Uber Eats,
56670,49820,Mr Pancake Jian Bing Xian Sheng (Tai Gu Dian ),Restaurant,Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,4300 Steeles Ave E,Markham,ON,L3R 0Y5,Canada,,,,,,,,,,(905) 604-0860,0,,20,94,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
56669,51967,Young's Garden Restaurant,Restaurant,Groups; Table Service; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,118 Garafraxa St N,West Grey,ON,N0G 1R0,Canada,Henry,Chiu,Proprietor,Owner,,,,,,(519) 369-2387,1,,23,81,Chinese,$$,,
56668,50461,Taiga Japan House,Restaurant,Groups; Reservations; Delivery; Wheelchair Accessible; Online Ordering; Dine-in; Takeout,1430 Major MacKenzie Dr,Vaughan,ON,L6A 4H6,Canada,,,,,info@taigajapanhouse.com,,taigajapanhouse.com,,,(905) 553-1855,0,info@taigajapanhouse.com,67,77,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,
56667,51768,The Daily Dumpling Wonton Co,Restaurant,Online Ordering; TV; Seating; Delivery; Contactless Delivery; Debit Cards; Dine-in; Takeout,792 College St,Toronto,ON,M6G 1C6,Canada,,,,,,,thedailydumpling.com,,,(416) 519-5008,0,,78,89,Chinese,$$,Ritual; Uber Eats; Wix Restaurants,Wix Restaurants
56666,51876,Sushi2Go Bloor,Restaurant,Groups; Cash-Only; Table Service; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Catering; High Chairs; Dine-in; Takeout,2976 Bloor St W,Toronto,ON,M8X 1B9,Canada,Unjoo,Youn,Proprietor,Owner,,,sushi2go.net,,,(416) 236-5909,1,sushi2go@msn.com,42,88,Japanese,$$,DoorDash; Google Analytics; Ritual; Skip the Dishes; Uber Eats,
56665,48290,Minato,Restaurant,Reservations; Takeout,4260 Rue Beaubien E,Montréal,QC,H1T 1S6,Canada,,,,,,,,,,(514) 508-8798,0,,14,26,Japanese,$,,
56664,49460,Egg Roll Plus,Restaurant,Debit Cards; Dine-in; Delivery; Takeout,471 Hazeldean Rd,Ottawa,ON,K2L 4B8,Canada,Ricky,Lam,Proprietor,Owner,,,eggrollplus.ca,,,(613) 831-8888,1,,38,66,Chinese,$$,,
56663,53687,Hong and Sandy's Family Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; TV; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,5015 50 Ave,Wetaskiwin,AB,T9A 0S3,Canada,,,,,,,,2011,,(780) 352-5098,0,,25,91,Chinese,$$,,
56662,50922,A Ba Xiao Chu Golden Spring Kay Cuisine,Restaurant,Groups; Dine-in; Delivery; Takeout,4438 Sheppard Ave E,Toronto,ON,M1S 5V9,Canada,,,,,,,goldenspringkaycuisine.com,,,(416) 609-9910,0,,65,93,Chinese,,,
56661,49513,Sushi Ya Zen,Restaurant,Groups; Table Service; Parking; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; Debit Cards; Dine-in; Takeout,49 Princess St,Kingston,ON,K7L 1A3,Canada,,,,,,,http://www.sushiyakingston.net,,,(613) 530-2546,0,,33,90,Japanese,$$,Skip the Dishes; Uber Eats,
56659,49332,"Le Mien - Craft Noodle - Le Mian - ByWard Market, Ottawa",Restaurant,Delivery; Online Ordering; Fresh Ingredients; Takeout,43 William St,Ottawa,ON,K1N 6Z9,Canada,,,,,,,lemiencraftnoodle.com,,,(613) 421-8882,0,,57,90,Chinese,$,Squarespace,
56658,,Maison Kam,Restaurant,Groups; Wheelchair Accessible; Parking; TV; Seating; Bike Parking; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,11779 Boulevard de Pierrefonds,Montréal,QC,H9A 1A1,Canada,,,,,,,,,,(514) 685-6688,0,,24,58,Chinese,$$,,
56657,50874,Peking Duck Kitchen,Restaurant,Groups; Reservations; Table Service; TV; Delivery; Takeout,1 Watford Ave,Toronto,ON,M6C 1G4,Canada,,,,,,,http://www.pekingduckmenu.ca,,,(647) 352-2228,0,,54,57,Chinese,$$,,
56656,50851,Pariwar Restaurant,Restaurant,Groups; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,1732 Lawrence Ave E,Toronto,ON,M1R 2Y1,Canada,,,,,info.pariwarrestaurant@gmail.com,,pariwar-toronto.com,,,(416) 757-6635,0,info.pariwarrestaurant@gmail.com,36,51,Indian; Chinese,$$,Google Analytics; Skip the Dishes,
56655,50978,Club Kennedy,Restaurant,Delivery; Online Ordering; Takeout,3477 Kennedy Rd,Toronto,ON,M1V 3Z7,Canada,,,,,,,,,,(416) 299-3191,0,,4,,Cantonese; Chinese,,,
56654,50251,Chef Chan,Restaurant,Wheelchair Accessible; Online Ordering; Debit Cards; TV; Delivery; Takeout,190 Minet's Point Rd,Barrie,ON,L4N 4C3,Canada,Jeff,Hong,President,General,,,chefchanbarrie.com,,,(705) 733-3322,1,,57,85,Chinese,$,,
56653,50929,The Royal Chinese Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Catering; High Chairs; Debit Cards; Dine-in; Takeout,3587 Sheppard Ave E,Toronto,ON,M1T 3K8,Canada,,,,,,,,,,(416) 298-7897,0,,28,82,Chinese,$$,,
56652,51582,BIWON Korean Restaurant,Restaurant; Ice Cream Shop,Groups; Wi-Fi; Table Service; Parking; Online Ordering; TV; Reservations; Bike Parking; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,473 Dundas St W,Toronto,ON,M5T 1G8,Canada,,,,,,,biwon.ca,,,(647) 351-3366,0,,24,81,Korean; Japanese; Chinese,$,GlobalFood; Oracle GloriaFood; Skip the Dishes; Uber Eats; WooCommerce,GlobalFood; Oracle GloriaFood
56651,53885,Flip Flops & Hops,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; Debit Cards; Dine-in; Outdoor Seating; Takeout,1974 Kane Rd,Kelowna,BC,V1V 3C4,Canada,,,,,flipflopsandhops@gmail.com,,flipflopsandhops.com,,,(778) 484-1924,0,flipflopsandhops@gmail.com,38,94,Japanese,$,Socialstream; Wix Restaurants,Wix Restaurants
56650,49624,Oshawa Thai Cuisine,Restaurant,Groups; Online Ordering; TV; Reservations; Delivery; Debit Cards; Dine-in; Takeout,24 Bond St W,Oshawa,ON,L1G 1A2,Canada,,,,,,,,,,(905) 245-0155,0,,20,87,Chinese; Thai,$,Uber Eats,
56649,51102,Meet Dumplings,Restaurant,Delivery; Online Ordering; Takeout,200 Consumers Rd,Toronto,ON,M2J 4R4,Canada,,,,,,,,,,(416) 493-9109,0,,16,,Chinese,,Skip the Dishes,
56648,,KOI noodle bar,Restaurant,Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1775 Boulevard St-Martin O,Laval,QC,H7S 1N2,Canada,Leng,Say,President,General,,,koinoodlebar.com,,,(450) 682-5335,1,simon@mikasasushibar.ca,31,85,Japanese; Vietnamese; Thai,$$,DoorDash; Skip the Dishes; Uber Eats,
56647,52779,Koi Japanese,Restaurant,Delivery; Wi-Fi; Wheelchair Accessible; Online Ordering; Debit Cards; Dine-in; Takeout,3310 8th St E,Saskatoon,SK,S7H 0W4,Canada,,,,,,,koijapanesesk.com,,,(306) 651-0093,0,,27,,Japanese,,Skip the Dishes; Uber Eats,
56646,48510,Cafe Osmo x Marusan,Restaurant; Quick Service; Drinking Place,Reservations; Delivery; Online Ordering; Outdoor Seating; Takeout,51 Rue Sherbrooke O,Montréal,QC,H2X 1X2,Canada,,,,,,,http://marusan.ca,,,(514) 657-2835,0,,35,96,Japanese,$,Uber Eats,
56645,48291,Le B-38 sushi,Restaurant,Groups; Wi-Fi; Online Ordering; Seating; Delivery; Catering; Debit Cards; Dine-in; Takeout,5003 Rue Beaubien E,Montréal,QC,H1T 1V6,Canada,,,,,kyduyen_3968@hotmail.com,,b38sushi.com,,,(514) 725-6100,0,kyduyen_3968@hotmail.com,27,93,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
56644,48855,Hiro Sushi Laval,Restaurant,Wheelchair Accessible; Parking; Online Ordering; Reservations; Debit Cards; Dine-in; Delivery; Takeout,2050 Boulevard René-Laennec,Laval,QC,H7M 4J8,Canada,Benoit,Phung,President,General,,,hirosushilaval.com,,,(450) 629-1151,2,,29,89,Japanese,$,Stripe; WooCommerce,
56643,52586,Evergreen Restaurant,Restaurant,Table Service; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Dine-in; Takeout,331 Pembina Hwy,Winnipeg,MB,R3L 2E3,Canada,Loy,Lau,Proprietor,Owner,,,,,,(204) 453-4679,1,,17,90,Chinese,$,DoorDash; Skip the Dishes; Uber Eats,
56642,47802,Kimchi & Sushi,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Reservations; Delivery; Catering; Debit Cards; Outdoor Seating; Takeout,140 Water St,St John's,NL,A1C 6H6,Canada,Kisung,L,,,,,kimchiandsushi.com,2016,,(709) 579-4382,1,,27,87,Korean; Japanese,$$,DI develop; DoorDash; Skip the Dishes,DI develop
56641,54899,Sun Fresh Bakery,Bakery; Restaurant,Delivery; Parking; Online Ordering; Takeout,245 Keefer St,Vancouver,BC,V6A 1X6,Canada,,,,,,,,,,(604) 688-3868,0,,18,92,Chinese,$,DoorDash; Skip the Dishes; Uber Eats,
56640,50216,Flaming Kitchen Vaughan,Restaurant,Delivery; Wi-Fi; Online Ordering; Debit Cards; Dine-in; Takeout,3175 Rutherford Rd,Vaughan,ON,L4K 5Y6,Canada,,,,,,,flamingkitchen.ca,,,(905) 597-6588,0,,44,87,Japanese; Chinese,$$,DoorDash; Mrsdigi; Skip the Dishes; Uber Eats,Mrsdigi
56639,48191,Capitaine Provost,Restaurant; Drinking Place,Wi-Fi; Wheelchair Accessible; Table Service; Parking; TV; Digital Payments; Seating; Reservations; High Chairs; Outdoor Seating; Takeout,1999 Chemin du Motel-sur-le-Lac,Lac-Mégantic,QC,G6B 2S1,Canada,,,,,,,http://www.aubergesurlelac.qc.ca/restauration.htm,,,(819) 583-0293,0,info@aubergesurlelac.qc.ca,77,80,Japanese,$$$,,
56638,,Fine Bouche,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; Reservations; Delivery; Debit Cards; Dine-in; Takeout,1632 Boulevard de la Concorde E,Laval,QC,H7G 2E7,Canada,,,,,,,https://fine-bouche-restaurant.business.site/?utm_source=gmb&utm_medium=referral,,,(450) 239-0518,0,,39,81,American; Creole; Cajun,$,Skip the Dishes; Uber Eats,
56637,49854,Hibiki Japanese Cuisine,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,4450 HWY-7,Markham,ON,L3R 1M2,Canada,Lee,Kingson,Member of the Board of Directors,Owner,,,hibiki.ca,,,(905) 604-8418,1,hibiki.toronto@gmail.com,40,79,Japanese,$$,Uber Eats,
56636,54987,Tom Sushi,Restaurant,Groups; Table Service; Parking; Online Ordering; Reservations; Delivery; Debit Cards; Dine-in; Takeout,1175 Davie St,Vancouver,BC,V6E 1N2,Canada,,,,,,,tomsushi.ca,,,(604) 336-0855,0,tom@tomsushi.ca,48,95,Japanese,$$,Codefusion; DoorDash; Google Analytics; Uber Eats,Codefusion
56635,,Chef Hanoka Sushi,Restaurant,Delivery; Online Ordering; Takeout,1370 E Georgia St,Vancouver,BC,V5L 2A8,Canada,,,,,,,,,,(778) 751-5862,0,,8,,Japanese,,Uber Eats,
56634,53434,Smilie's Restaurant,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,12928 127 St NW,Edmonton,AB,T5L 1A9,Canada,,,,,,,smiliesrestaurant.ca,,,(780) 443-3388,0,,32,79,Chinese,$,Skip the Dishes; Uber Eats; WooCommerce,
56633,,Cuisine AuntDai,Restaurant,Groups; Wi-Fi; Table Service; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1448 Rue St-Mathieu,Montréal,QC,H3H 2H9,Canada,,,,,info@auntdai.com,,auntdai.com,,,(514) 935-1067,0,info@auntdai.com,37,88,Chinese,$$,DoorDash; MailChimp; Skip the Dishes; Uber Eats,
56632,48339,Tam Sushi,Restaurant,Reservations; Bike Parking; Delivery; Catering; Online Ordering; Takeout,1897 Rue Tillemont,Montréal,QC,H2E 1C8,Canada,,,,,,,https://tamsushi.business.site,,,(514) 447-8883,0,,34,,Japanese,$,Uber Eats,
56631,,China Garden's,Restaurant,Groups; Table Service; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Takeout,30 Front St,Nipigon,ON,P0T,Canada,Hieu,Piuong,Proprietor,Owner,,,,,,(807) 887-3208,1,,16,72,Chinese,$,,
56630,47926,Roll It Up,Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; Digital Payments; Seating; Reservations; Delivery; Takeout,1995 Brunswick St,Halifax,NS,B3J 2G8,Canada,,,,,rollitupsushihfx@gmail.com,,http://www.rollitupsushi.com,,,(902) 407-0956,0,rollitupsushihfx@gmail.com,21,80,Japanese,$$,,
56629,53067,Memorable Times Authentic Charcoal Grill,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Reservations; Bike Parking; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Delivery; Takeout,101 MacLeod Trl,Foothills No 31,AB,T2H 0L9,Canada,,,,,,,https://memorable-times-authentic-charcoal-grill.business.site,,,(403) 719-9961,0,,34,80,Chinese,,,
56628,52591,Wako Sushi Cafe,Cafe; Restaurant,Parking; Online Ordering; TV; Bike Parking; Delivery; Debit Cards; Dine-in; Takeout,875 Corydon Ave,Winnipeg,MB,R3M 0W7,Canada,Dae,Park,Principal,Owner,,,,,,(204) 339-7777,3,ckk_0627@hotmail.com,11,93,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,
56627,,Sanjo Sushi Asian Cuisine,Restaurant,Wheelchair Accessible; Online Ordering; Fresh Ingredients; Seating; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,546 6th St,New Westminster,BC,V3L 3B5,Canada,,,,,,,sanjosushi.com,,,(604) 553-7556,0,,45,90,Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats,
56626,50974,New May Hong Yuen B.B.Q. Rest.,Restaurant,Online Ordering; Dine-in; TV; Takeout,250 Alton Towers Cir,Toronto,ON,M1V 3Z4,Canada,,,,,,,,,,(416) 291-8388,0,,27,77,Chinese,$,,
56625,51433,Gushi (Gerrard E x Parliament),Restaurant,Groups; Parking; Online Ordering; Delivery; Contactless Delivery; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,296 Gerrard St E,Toronto,ON,M5A 2G4,Canada,,,,,,,eatgushi.com,,,(437) 241-1710,0,,35,96,Japanese,$$,Ritual; Skip the Dishes; Square; Uber Eats; Weebly,Square
56624,51166,Bone Soup Malatang,Restaurant,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Catering; Dine-in; Takeout,5320 Yonge St,Toronto,ON,M2N 5P9,Canada,,,,,,,bonesoupmalatang.com,2019,,(416) 221-5333,0,,42,77,Chinese,$,DoorDash; Ritual; Uber Eats,
56623,52155,Mr. & Mrs. Bao (St. Thomas),Restaurant,Reservations; Delivery; Contactless Delivery; Curbside Pickup; Online Ordering; Debit Cards; Takeout,546 Talbot St,St Thomas,ON,N5P 1C4,Canada,,,,,,,mrandmrsbao.com,,,(519) 207-4546,0,,26,90,Japanese; Chinese,$$,DoorDash; Indeed; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
56622,49317,Saveur Creole Et Holistic Resto,Restaurant,Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,245 Crichton St,Ottawa,ON,K1M 1W3,Canada,,,,,,,,,,(514) 557-1966,0,,13,84,Caribbean; Cajun,$$,DoorDash; Uber Eats,
56621,,Nos Thes,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; Fresh Ingredients; TV; High Chairs; Catering; Debit Cards; Dine-in; Takeout,1609 Rue Ste-Catherine O,Montréal,QC,H3H 1L8,Canada,,,,,,,nosthescafes.com,,,(514) 904-0246,0,,46,90,Chinese; Taiwanese,$$,DoorDash; Uber Eats,
56620,49996,Ace Chinese Food,Restaurant,Groups; Reservations; Bike Parking; Online Ordering; Debit Cards; Delivery; Takeout,28 Mississaga St E,Orillia,ON,L3V 1V5,Canada,Amy,Lafleur,Proprietor,Owner,,,http://www.acechinesefood.com,,,(705) 326-1988,1,,31,52,Chinese,$,,
56619,54672,New Mandarin Seafood Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Fresh Ingredients; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,4650 Gladstone St,Vancouver,BC,V5N 0G7,Canada,,,,,,,newmandarin.ca,,,(604) 336-9388,0,,43,77,Cantonese; Chinese,$$$,DoorDash; Facebook Pixel; Mrsdigi; Uber Eats; WooCommerce,Mrsdigi
