Snowball_ID,Name,Last_Name,First_Name,Gender,Contact_Title,Category,phone_number,Address,Street,City,State,Zip_Code,Sales_Volume,Employment_Size,Small_Business_Indicator,Vendor_Ethnicity_Description,Franchise,Country
71130,Red Lotus,,,,,Chinese,(416) 748-7478,"['2437 Finch Avenue W', 'Unit 1', 'Toronto, ON M9M 2E7', 'Canada']",2437 Finch Ave W Unit 1,Toronto,ON,M9M 2E7,,,,,,Canada
71131,Malado Sushi,,,,,Japanese,(416) 741-9728,"['2437 Finch Avenue W', 'Toronto, ON M9M 2E7', 'Canada']",2437 Finch Avenue W,Toronto,ON,M9M 2E7,,,,,,Canada
71132,Golden Key Chinese Food,,,,,Chinese,(416) 745-6311,"['2455 Finch Ave W', 'North York, ON M9M 2G1', 'Canada']",2455 Finch Ave W,North York,ON,M9M 2G1,,,,,,Canada
71133,New York Fried Chicken & Our Kitchen,,,,,Cajun Seafood,(416) 665-7878,"['2300 Finch Ave W', '52', 'Toronto, ON M9M 2Y3', 'Canada']",52-2300 Finch Ave W,Toronto,ON,M9M 2Y3,,,,,,Canada
71134,Yummy Delight,,,,,Cajun Seafood,(416) 242-7684,"['1927 Weston Road', 'Toronto, ON M9N 1W7', 'Canada']",1927 Weston Rd,Toronto,ON,M9N 1W7,,,,,,Canada
71135,China China Express,LI,QIQI,M,OWNER,Chinese,(416) 242-4462,"['2145 Weston Rd', 'York, ON M9N 1X8', 'Canada']",2145 Weston Rd,York,ON,M9N 1X8,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71136,Tasty House Chinese Restaurant,,,,,Chinese,(416) 792-6667,"['1630 Jane Street', 'Toronto, ON M9N 2R8', 'Canada']",1630 Jane St,Toronto,ON,M9N 2R9,,,,,,Canada
71137,China Town Take Out Service,LOUIE,TEDDY,M,OWNER,Chinese,(416) 248-6646,"['1790 Jane Street', 'Toronto, ON M9N 2T2', 'Canada']",1790 Jane St,Toronto,ON,M9N 2T2,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71138,Wakame Sushi,,,,,Japanese,(416) 241-0505,"['2625 Weston Road', 'Unit 31', 'Toronto, ON M9N 3V9', 'Canada']","2625 Weston Road, Unit 31",Toronto,ON,M9N 3V9,,,,,,Canada
71139,Gardenia House Chinese Food,JUNG,NORMAN,M,OWNER,Chinese,(416) 244-6423,"['712 Scarlett Rd', 'Etobicoke, ON M9P 2T5', 'Canada']",712 Scarlett Rd,Etobicoke,ON,M9P 2T5,"LESS THAN $500,000",4-Jan,Y,German,,Canada
71140,Mayflower Chinese Food,LAM,PARK,M,OWNER,Chinese,(416) 248-6163,"['1500 Royal York Road', 'Etobicoke, ON M9P 3B6', 'Canada']",1500 Royal York Rd,Etobicoke,ON,M9P 3B6,"LESS THAN $500,000",4-Jan,Y,Korean,,Canada
71141,Lan Sushi,,,,,Japanese,(647) 349-1244,"['35 - 1500 Royal York Road', 'Toronto, ON M9P 3B6', 'Canada']",35-1500 Royal York Rd,Toronto,ON,M9P 3B6,,,,,,Canada
71142,Gourmet Express,OHE,SHIN HEE,F,OWNER,Chinese,(416) 240-9933,"['1735 Kipling Ave', 'Etobicoke, ON M9R 2Y8', 'Canada']",1735 Kipling Ave,Etobicoke,ON,M9R 2Y8,"LESS THAN $500,000",4-Jan,Y,Japanese,,Canada
71143,Golden Joy Hakka Restaurant,,,,,Chinese,(416) 742-8838,"['900 Albion Road', 'Unit 18', 'Toronto, ON M9V 1A5', 'Canada']",900 Albion Rd Unit 18,Toronto,ON,M9V 1A5,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71144,MOMO 2 GO,,,,,Chinese,(647) 575-1691,"['1530 Albion Road', 'Toronto, ON M9V 5H4', 'Canada']",1530 Albion Rd,Toronto,ON,M9V 1B4,,,,,,Canada
71145,Asian Gourmet,,,,,Cajun Seafood,(416) 742-6693,"['1530 Albion Road', 'Etobicoke, ON M9V 1B4', 'Canada']",1530 Albion Rd,Etobicoke,ON,M9V 1B4,,,,,,Canada
71146,Asia Garden Restaurant,CHIU,BRIAN,M,OWNER,Chinese,(416) 749-8333,"['2648 Islington Avenue', 'Etobicoke, ON M9V 2X5', 'Canada']",2648 Islington Ave,Etobicoke,ON,M9V 2X5,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71147,Kibo Sushi,,,,,Japanese,(416) 745-1369,"['18-106 Humber College Boulevard', 'Toronto, ON M9V 4E4', 'Canada']",18-106 Humber College Blvd,Toronto,ON,M9V 4E4,,,,,,Canada
71148,Golden Star,,,,,Chinese,(416) 749-8899,"['6620 Finch Ave W', 'Unit 2', 'Toronto, ON M9V 5H7', 'Canada']",6620 Finch Ave W Unit 2,Toronto,ON,M9V 5H7,,,,,,Canada
71149,Red Kaoliang Restaurant,,,,,Chinese,(647) 347-9199,"['2200 Martin Grove Road', 'Unit 9B', 'Toronto, ON M9V 5H9', 'Canada']",2200 Martin Grove Rd Unit 9B,Toronto,ON,M9V 5H9,,,,,,Canada
71150,Golden Asian Cuisine,JIANG,MICHAEL,M,MANAGER,Cajun Seafood,(416) 749-5898,"['123 Rexdale Blvd', 'Toronto, ON M9W 0B1', 'Canada']",123 Rexdale Blvd,Toronto,ON,M9W 0B1,"LESS THAN $500,000",4-Jan,N,Chinese,,Canada
71151,Sushi-Ya Japan,KIM,LUCY,F,OWNER,Japanese,(416) 249-9666,"['621 Dixon Road', 'Etobicoke, ON M9W 1H7', 'Canada']",621 Dixon Rd,Etobicoke,ON,M9W 1H7,"LESS THAN $500,000",9-May,Y,Korean,,Canada
71152,Makimono,,,,,Japanese,(416) 248-6666,"['634 Dixon Road', 'Toronto, ON M9W 1J1', 'Canada']",634 Dixon Rd,Toronto,ON,M9W 1J1,,,,,,Canada
71153,Ginko Japanese Restaurant,KIMURA,SHIGEO,M,OWNER,Japanese,(416) 248-8445,"['655 Dixon Road', 'Etobicoke, ON M9W 1J3', 'Canada']",655 Dixon Rd,Etobicoke,ON,M9W 1J3,"$500,000-1 MILLION",19-Oct,N,Japanese,,Canada
71154,Asian Buffet,CHEN,KENNY,M,MANAGER,Chinese,(416) 747-9292,"['161 Rexdale Blvd', 'Toronto, ON M9W 1P7', 'Canada']",161 Rexdale Blvd,Toronto,ON,M9W 1P7,"LESS THAN $500,000",9-May,N,Chinese,,Canada
71155,Island Cuisine,,,,,Chinese,(416) 743-3883,"['2267 Islington Avenue', 'Toronto, ON M9W 3W6', 'Canada']",2267 Islington Ave,Toronto,ON,M9W 3W7,,,,,,Canada
71156,Faley Restaurant,HSIEH,K Y,M,OWNER,Chinese,(416) 746-4948,"['42 Rexdale Boulevard', 'Rexdale, ON M9W 5Z3', 'Canada']",42 Rexdale Blvd,Etobicoke,ON,M9W 5Z3,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71157,Sushi House,,,,,Japanese,(416) 213-1858,"['500 Rexdale Boulevard', 'Suite M021', 'Toronto, ON M9W 6K5', 'Canada']",500 Rexdale Blvd Suite M021,Toronto,ON,M9W 6K5,,,,,,Canada
71158,Mandarin Restaurant,,,,,Chinese,(416) 746-6000,"[""""200 Queen's Plate Drive"""", 'Rexdale, ON M9W 6V1', 'Canada']","200 Queens Plate Drive""""",Rexdale,ON,M9W 6V1,,,,,,Canada
71159,Rose Garden Chinese Food,,,,,Chinese,(519) 583-1810,"['305 Main Street', 'Port Dover, ON N0A 1N0', 'Canada']",305 Main St,Port Dover,ON,N0A 1N0,,,,,,Canada
71160,Samura Sushi,,,,,Japanese,(519) 780-0910,"['281 Woodlawn Road W', 'Guelph, ON N0B 1B0', 'Canada']",281 Woodlawn Road W,Guelph,ON,N0B 1B0,,,,,,Canada
71161,New Happy Garden Restaurant,CHAN,JACK,M,OWNER,Chinese,(519) 846-8451,"['66 Wellington Road 7', 'Elora, ON N0B 1S0', 'Canada']",66 Wellington Rd 7,Elora,ON,N0B 1S0,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71162,Great Wall Restaurant,LIN,BILL,M,OWNER,Chinese,(519) 763-0002,"['46 Queen Street RR1', 'Morriston, ON N0B 2C0', 'Canada']",46 Queen St,Morriston,ON,N0B 2C0,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71163,Lantern,QUANG,LAO,M,OWNER,Chinese,(519) 699-0888,"['3650 Lobsinger Line', 'Unit C', 'Saint Clements, ON N0B 2M0', 'Canada']",3650 Lobsinger Line Unit C,St Clements,ON,N0B 2M0,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71164,Yin's,IP,MEI,F,OWNER,Chinese,(519) 443-8678,"['40 Main Street', 'Waterford, ON N0E 1Y0', 'Canada']",40 Main Street,Waterford,ON,N0E 1Y0,$2.5-5 MILLION,20-49,N,Chinese,,Canada
71165,21 chopstick,,,,,Chinese,(519) 368-2828,"['9 Mill Street Highway 21', 'Tiverton, ON N0G 2T0', 'Canada']",21-9 Mill St,Tiverton,ON,N0G 2T0,,,,,,Canada
71166,Walkerton Sushi,,,,,Japanese,(519) 507-6789,"['1200 Yonge Street', 'Walkerton, ON N0G 2V0', 'Canada']",1200 Yonge Street,Walkerton,ON,N0G 2V0,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71167,Enchanted Fusion,HUANG,JOANNA,F,OWNER,Chinese,(519) 797-3930,"['278 Railway Street', 'Saugeen Shores, ON N0H 2L0', 'Canada']",278 Railway St,Southampton,ON,N0H 2L0,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71168,Kgum Bo Restaurant,,,,,Chinese,(519) 534-0110,"['601 Berford Street', 'Wiarton, ON N0H 2T0', 'Canada']",601 Berford Street,Wiarton,ON,N0H 2T0,,,,,,Canada
71169,Happy Kitchen,KO,SIMON,M,OWNER,Chinese,(519) 287-3118,"['256 Main Street', 'Glencoe, ON N0L 1M0', 'Canada']",256 Main St,Glencoe,ON,N0L 1M0,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71170,China Palace Restaurant,LEE,CONNIE,F,OWNER,Chinese,(519) 482-3323,"['RR 1 Highway No 4 N', 'Clinton, ON N0M 1L0', 'Canada']",RR 1 Highway NO 4 N,Clinton,ON,N0M 1L0,"LESS THAN $500,000",9-May,Y,English,,Canada
71171,Midori,,,,,Japanese,(519) 238-5722,"['19-81 Crescent Street', 'Grand Bend, ON N0M 1T0', 'Canada']",19-81 Crescent Street,Grand Bend,ON,N0M 1T0,,,,,,Canada
71172,Happy Home,CHEN,SUE SIONG,F,OWNER,Chinese,(519) 876-6625,"['5279 Nauvoo Road', 'Watford, ON N0M 2S0', 'Canada']",5279 Nauvoo Road,Watford,ON,N0M 2S0,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71173,Sunshine Chinese Restaurant,,,,,Chinese,(519) 236-8618,"['33994 King Street', 'Bluewater, ON N0M 2T0', 'Canada']",33994 King St,Zurich,ON,N0M 2T0,,,,,,Canada
71174,Golden Palace,WONG,HERBERT,M,OWNER,Chinese,(519) 862-5111,"['380 Lyndock Street', 'Corunna, ON N0N 1G0', 'Canada']",380 Lyndoch St,Corunna,ON,N0N 1G0,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
71175,Lucky Kitchen,KWAN,TRACY,F,OWNER,Chinese,(519) 692-5564,"['81 London Road', 'Thamesville, ON N0P 2K0', 'Canada']",81 London Road,Thamesville,ON,N0P 2K0,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71176,Lucky Wok,LIM,CHEE PEOW,M,OWNER,Chinese,(519) 825-3200,"['4 Talbot Road E', 'Wheatley, ON N0P 2P0', 'Canada']",4 Talbot Road E,Wheatley,ON,N0P 2P0,"LESS THAN $500,000",4-Jan,Y,Korean,,Canada
71177,House of Yan,YAN,LAN,F,OWNER,Chinese,(519) 728-1288,"['581 Broadway Street', 'Lakeshore, ON N0R 1A0', 'Canada']",581 Broadway Street,Lakeshore,ON,N0R 1A0,"LESS THAN $500,000",4-Jan,Y,Vietnamese,,Canada
71178,Lucky Kitchen,YU,JIAN,M,OWNER,Chinese,(519) 738-4447,"['190 King Street W', 'Essex, ON N0R 1G0', 'Canada']",190 King Street W,Essex,ON,N0R 1G0,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71179,Hibachi Sushi,,,,,Japanese,(519) 265-8288,"['328 Speedvale Avenue E', 'Unit 28', 'Guelph, ON N1E 1N4', 'Canada']",328 Speedvale Ave E Unit 28,Guelph,ON,N1E 1N5,,,,,,Canada
71180,China Express,,,,,Chinese,(519) 265-8886,"['362 Speedvale Avenue East', 'Guelph, ON N1E 1N4', 'Canada']",362 Speedvale Ave E,Guelph,ON,N1E 1N5,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
71181,Bambu Sushi,,,,,Japanese,(519) 822-8838,"['259 Grange Rd', 'Guelph, ON N1E 6R5', 'Canada']",259 Grange Rd,Guelph,ON,N1E 6R5,,,,,,Canada
71182,Super Happy Garden,CHAN,JACK,M,OWNER,Chinese,(519) 822-8889,"['259 Grange Road', 'Guelph, ON N1E 6R5', 'Canada']",259 Grange Road,Guelph,ON,N1E 6R5,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71183,W Sushi,,,,,Japanese,(519) 821-6688,"['235 Edinburgh Rd S', 'Guelph, ON N1G 2J5', 'Canada']",235 Edinburgh Rd S,Guelph,ON,N1G 2J5,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71184,Edo Japan,,,,,Japanese,(519) 824-6975,"['435 Stone Road W', 'Guelph, ON N1G 2X6', 'Canada']",435 Stone Road W,Guelph,ON,N1G 2X6,,,,,,Canada
71185,Manchu Wok Restaurant,,,,,Chinese,(519) 836-4421,"['435 Stone Road W', 'Guelph, ON N1G 2X6', 'Canada']",435 Stone Road W,Guelph,ON,N1G 2X6,,,,,,Canada
71186,Ray's Chinese,CHAN,RAYMOND,M,OWNER,Chinese,(519) 823-5197,"['12-35 Harvard Road', 'Guelph, ON N1G 3A2', 'Canada']",12-35 Harvard Rd,Guelph,ON,N1G 3A2,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
71187,Crafty Ramen,FERRALL,MIKI,F,OWNER,Japanese,(519) 824-8330,"['17 Macdonell Street', 'Guelph, ON N1H 2Z4', 'Canada']",17 MacDonell St,Guelph,ON,N1H 2Z4,"$500,000-1 MILLION",19-Oct,N,Australian,,Canada
71188,Double Dragon,WONT,MAY,F,MANAGER,Chinese,(519) 763-3198,"['43 MacDonell Street E', 'Guelph, ON N1H 2Z4', 'Canada']",43 MacDonell St,Guelph,ON,N1H 2Z4,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71189,Thai Villa FoodEx +,,,,,Chinese,(519) 265-8424,"['49 Macdonell Street', 'Guelph, ON N1H 2Z4', 'Canada']",49 MacDonell Street,Guelph,ON,N1H 2Z4,,,,,,Canada
71190,Wok's Taste Chinese Restaurant,CHUNG,AMY,F,OWNER,Chinese,(519) 822-1400,"['16 Carden Street', 'Guelph, ON N1H 3A2', 'Canada']",16 Carden St,Guelph,ON,N1H 3A2,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71191,Fusion Sushi Restaurant,,,,,Japanese,(519) 767-3133,"['79 Carden St', 'Guelph, ON N1H 2Z7', 'Canada']",79 Carden St,Guelph,ON,N1H 3A4,,,,,,Canada
71192,Hungry Ninja,,,,,Japanese,(226) 203-1181,"['134 Wyndham St N', 'Guelph, ON N1H 4E8', 'Canada']",134 Wyndham St N,Guelph,ON,N1H 4E8,,,,,,Canada
71193,Hanami Izakaya,KANG,SUNG,M,OWNER,Chinese,(519) 265-5599,"['86 Gordon Street', 'Guelph, ON N1H 4H6', 'Canada']",86 Gordon Street,Guelph,ON,N1H 4H6,"LESS THAN $500,000",9-May,Y,Korean,,Canada
71194,Royal City Restaurant,LIU,JUNE,F,OWNER,Chinese,(519) 822-3601,"['241 Edinburgh Road N', 'Guelph, ON N1H 5S2', 'Canada']",241 Edinburgh Rd N,Guelph,ON,N1H 5S2,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71195,Mandarin Restaurant,,,,,Chinese,(519) 837-9000,"['565 Woodlawn Road W', 'Guelph, ON N1K 1E9', 'Canada']",565 Woodlawn Rd W,Guelph,ON,N1K 1E9,,,,,,Canada
71196,JF Chen Chinese Food,CHEN,ALICE,F,OWNER,Chinese,(519) 822-8868,"['995 Paisley Road', 'Guelph, ON N1K 1X6', 'Canada']",995 Paisley Road,Guelph,ON,N1K 1X6,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71197,Kenzo Ramen,,,,,Japanese,(519) 821-6443,"['5 Clair Road W', 'Suite 10', 'Guelph, ON N1L 0A6', 'Canada']",5 Clair Rd W Suite 10,Guelph,ON,N1L 0A6,,,,,,Canada
71198,Cherry Blossom Sushi Bar,,,,,Japanese,(519) 823-8838,"['103 Clair Road E', 'Building H, Unit 107', 'Guelph, ON N1L 0J7', 'Canada']","103 Clair Road E, Building H, Unit 107",Guelph,ON,N1L 0J7,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71199,Gordon Sushi House,,,,,Japanese,(519) 780-2222,"['1219 Gordon Street', 'Unit A', 'Guelph, ON N1L 1H2', 'Canada']",1219 Gordon St Unit A,Guelph,ON,N1L 0M9,,9-May,N,Unknown,,Canada
71200,China 8,,,,,Chinese,(519) 787-1888,"['816 Tower Street S', 'Fergus, ON N1M 2R3', 'Canada']",816 Tower St S,Fergus,ON,N1M 2R3,,,,,,Canada
71201,Ming's Restaurant,,,,,Chinese,(519) 621-1818,"['49 Main Street', 'Cambridge, ON N1R 1V6', 'Canada']",49 Main St,Cambridge,ON,N1R 1V6,,,,,,Canada
71202,George's Fine Chinese Food Restaurant,SETO,AMY,F,OWNER,Chinese,(519) 621-5110,"['21 Water Street N', 'Cambridge, ON N1R 3B2', 'Canada']",21 Water St N,Cambridge,ON,N1R 3B2,$1-2.5 MILLION,20-49,N,Japanese,,Canada
71203,Hungry Ninja,,,,,Japanese,(519) 221-2311,"['5 Water St N', 'Cambridge, ON N1R 3B2', 'Canada']",5 Water St N,Cambridge,ON,N1R 3B2,,,,,,Canada
71204,Mama Jean Kitchen,,,,,Chinese,(519) 621-0888,"['65 Water Street North', 'Cambridge, ON N1R 3B4', 'Canada']",65 Water St N,Cambridge,ON,N1R 3B4,,,,,,Canada
71205,Feng Garden Chinese Restaurant,,,,,Chinese,(519) 267-0189,"['61 Ainslie Street N', 'Cambridge, ON N1R 3J7', 'Canada']",61 Ainslie St N,Cambridge,ON,N1R 3J7,,,,,,Canada
71206,Tomita Sushi,,,,,Japanese,(519) 267-6680,"['61 Ainslie Street N', 'Cambridge, ON N1R 3J7', 'Canada']",61 Ainslie St N,Cambridge,ON,N1R 3J7,,,,,,Canada
71207,Silver China Restaurant & Tavern,LAM,STAN,M,OWNER,Chinese,(519) 621-1311,"['79 Elgin Street N', 'Cambridge, ON N1R 5H4', 'Canada']",79 Elgin St N,Cambridge,ON,N1R 5H4,"LESS THAN $500,000",4-Jan,Y,Vietnamese,,Canada
71208,Saffron,,,,,Cajun Seafood,(519) 267-8188,"['605 Hespeler Road', 'Cambridge, ON N1R 6J3', 'Canada']",605 Hespeler Rd,Cambridge,ON,N1R 6J3,"$500,000-1 MILLION",19-Oct,N,Unknown,,Canada
71209,Hi Sushi,,,,,Japanese,(519) 267-8881,"['561 Hespeler Road', 'Unit 3-4', 'Cambridge, ON N1R 6J4', 'Canada']",561 Hespeler Rd Unit 3-4,Cambridge,ON,N1R 6J4,,,,,,Canada
71210,Nagano Sushi,,,,,Japanese,(519) 623-1187,"['10 Pinebush Road', 'Unit 1', 'Cambridge, ON N1R 5S4', 'Canada']",10 Pinebush Rd Unit 1,Cambridge,ON,N1R 8K5,,,,,,Canada
71211,Dragon City Chinese Restaurant,LIN,XIAO,F,OWNER,Chinese,(519) 623-6188,"['970 Franklin Boulevard', 'Cambridge, ON N1R 8R3', 'Canada']",970 Franklin Boulevard,Cambridge,ON,N1R 8R3,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71212,Dragon City Chinese Restaurant,CHENG,SUM,M,OWNER,Chinese,(519) 623-0001,"['11-130 Cedar Street', 'Cambridge, ON N1S 1W4', 'Canada']",11-130 Cedar St,Cambridge,ON,N1S 1W4,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71213,Ginger Express,,,,,Chinese,(519) 267-8088,"['95 Saginaw Parkway', 'Suite 6', 'Cambridge, ON N1T 1W2', 'Canada']",95 Saginaw Pky Suite 6,Cambridge,ON,N1T 1W2,,,,,,Canada
71214,Jumbo Dragon,,,,,Chinese,(519) 894-8788,"['1405 Ottawa Street N', 'Kitchener, ON N2A 0E8', 'Canada']",1405 Ottawa Street N,Kitchener,ON,N2A 0E8,,,,,,Canada
71215,126 Chinese Restaurant,,,,,Chinese,(519) 954-3388,"['2922 King Street E', 'Kitchener, ON N2A 1A7', 'Canada']",2922 King Street E,Kitchener,ON,N2A 1A7,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
71216,King Wok Chinese,,,,,Chinese,(519) 570-0808,"['501 Krug Street', 'Kitchener, ON N2A 1L3', 'Canada']",501 Krug Street,Kitchener,ON,N2A 1L3,,,,,,Canada
71217,Lin Hai Sushi,,,,,Japanese,(519) 578-7782,"['1401 River Road E', 'Kitchener, ON N2A 2R1', 'Canada']",1401 River Road E,Kitchener,ON,N2A 2R1,,,,,,Canada
71218,Umi Sushi and Teriyaki,,,,,Japanese,(519) 896-8930,"['2960 Kingsway Drive', 'Kitchener, ON N2C 1X1', 'Canada']",2960 Kingsway Dr,Kitchener,ON,N2C 1X1,,,,,,Canada
71219,Santosei Ramen,,,,,Japanese,() ,"['685 Fairway Rd S', 'Kitchener, ON N2C 2N3', 'Canada']",685 Fairway Rd S,Kitchener,ON,N2C 2N3,,,,,,Canada
71220,Sansotei Ramen,,,,,Japanese,(519) 748-2081,"['10 Manitou Drive', 'Unit D3', 'Kitchener, ON N2C 2N3', 'Canada']",10 Manitou Dr Unit D3,Kitchener,ON,N2C 2N3,,,,,,Canada
71221,Hong Kong Seafood Restaurant,,,,,Chinese,(519) 743-2900,"['700 Strasburg Road', 'Kitchener, ON N2E 2Y3', 'Canada']",700 Strasburg Rd,Kitchener,ON,N2E 2M2,,,,,,Canada
71222,Peking Gourmet,,,,,Chinese,(519) 569-8688,"['325 Max Becker Drive', 'Unit 102', 'Kitchener, ON N2E 4L1', 'Canada']",325 Max Becker Dr Unit 102,Kitchener,ON,N2E 4H5,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
71223,Ye's Sushi,YE,DAXUE,M,OWNER,Japanese,(519) 568-7566,"['103 King St W', 'Kitchener, ON N2G 1A7', 'Canada']",103 King St W,Kitchener,ON,N2G 1A7,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
71224,Kinkaku Izakaya,CHEN,JIN,F,OWNER,Japanese,(519) 208-2688,"['217 King Street W', 'Kitchener, ON N2G 1B1', 'Canada']",217 King St W,Kitchener,ON,N2G 1B1,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
71225,Crafty Ramen,,,,,Japanese,(226) 476-0638,"['276 King Street W', 'Suite 5', 'Kitchener, ON N2G 1B6', 'Canada']",276 King St W Suite 5,Kitchener,ON,N2G 1B6,,,,,,Canada
71226,Golden Dynasty,,,,,Chinese,(519) 954-8878,"['175 West Avenue', 'Kitchener, ON N2G 1R9', 'Canada']",175 West Ave,Kitchener,ON,N2G 1R9,,,,,,Canada
71227,Taste Of Seoul,,,,,Cajun Seafood,(226) 929-6507,"['154 Victoria Street South', 'Kitchener, ON N2G 2B5', 'Canada']",154 Victoria Street South,Kitchener,ON,N2G 2B5,,,,,,Canada
71228,Easy Earthen Restaurant,,,,,Chinese,(519) 208-6000,"['197 King Street E', 'Kitchener, ON N2G 4N5', 'Canada']",197 King St E,Kitchener,ON,N2G 2K8,,,,,,Canada
71229,Sushi Star,CHEN,LENG,M,OWNER,Japanese,(519) 584-2341,"['450 King Street E', 'Kitchener, ON N2G 2L6', 'Canada']",450 King Street E,Kitchener,ON,N2G 2L6,"$500,000-1 MILLION",19-Oct,N,Chinese,,Canada
71230,Leung Yue Hot Pot,,,,,Chinese,(519) 725-7877,"['1508 King Street E', 'Kitchener, ON N2G 2P1', 'Canada']",1508 King St E,Kitchener,ON,N2G 2P1,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71231,Egg Roll King,,,,,Chinese,(519) 749-9869,"['85 Courtland Avenue E', 'Kitchener, ON N2G 2T6', 'Canada']",85 Courtland Ave E,Kitchener,ON,N2G 2T6,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
71232,Cameron Chinese Seafood Restaurant,,,,,Chinese,(519) 576-3030,"['21-19 Cameron Street', 'Kitchener, ON N2G 3N1', 'Canada']",21-19 Cameron St S,Kitchener,ON,N2G 3N1,,,,,,Canada
71233,Bento Sushi,,,,,Japanese,() ,"['299 Doon Valley Drive', 'Kitchener, ON N2G 4M4', 'Canada']",299 Doon Valley Drive,Kitchener,ON,N2G 4M4,,,,,,Canada
71234,Mei King Restaurant,CHAU,L,F,OWNER,Chinese,(519) 743-6431,"['82 Margaret Avenue', 'Kitchener, ON N2H 4H4', 'Canada']",82 Margaret Ave,Kitchener,ON,N2H 4H4,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71235,Sam's Chinese Kitchen,,,,,Chinese,(519) 569-8388,"['376 Victoria Street N', 'Kitchener, ON N2H 1T6', 'Canada']",376 Victoria St N,Kitchener,ON,N2H 5E6,"LESS THAN $500,000",9-May,N,Unknown,,Canada
71236,Hungry Ninja,,,,,Japanese,(519) 222-6891,"['55 Erb Street E', 'Waterloo, ON N2J 1L7', 'Canada']",55 Erb Street E,Waterloo,ON,N2J 1L7,,,,,,Canada
71237,Crystal Palace Restaurant,CHAC,A,M,OWNER,Chinese,(519) 888-6828,"['10 King St S', 'Waterloo, ON N2J 1N8', 'Canada']",10 King St S,Waterloo,ON,N2J 1N8,"LESS THAN $500,000",4-Jan,Y,Vietnamese,,Canada
71238,Jinzakaya,,,,,Japanese,(519) 880-8188,"['75 King Street S', 'Waterloo, ON N2J 1P2', 'Canada']",75 King Street S,Waterloo,ON,N2J 1P2,,,,,,Canada
71239,Star Wok,,,,,Chinese,(519) 886-1688,"['94 Bridgeport Road E', 'Waterloo, ON N2J 2J9', 'Canada']",94 Bridgeport Rd E,Waterloo,ON,N2J 2J9,"LESS THAN $500,000",4-Jan,N,Unknown,,Canada
71240,Kinton Ramen,,,,,Japanese,(519) 208-1011,"['31-33 King St N', 'Waterloo, ON N2J 2W6', 'Canada']",31-33 King St N,Waterloo,ON,N2J 2W6,,,,,,Canada
71241,Watami Sushi & Sake Bar,MA,BRICE,M,OWNER,Japanese,(519) 954-8899,"['14 King Street N', 'Waterloo, ON N2J 2W6', 'Canada']",14 King St N,Waterloo,ON,N2J 2W7,"LESS THAN $500,000",4-Jan,Y,Chinese,,Canada
71242,UKI Restaurant,,,,,Japanese,(519) 725-1112,"['51 King Street N', 'Waterloo, ON N2J 2W9', 'Canada']",51 King St N,Waterloo,ON,N2J 2W9,,,,,,Canada
71243,Twenty Pho Seven,,,,,Cajun Seafood,(519) 208-0094,"['51 King Street N', 'Waterloo, ON N2J 2W9', 'Canada']",51 King St N,Waterloo,ON,N2J 2W9,,,,,,Canada
71244,Itamae AYCE Sushi,CHEN,YONG,M,OWNER,Japanese,(519) 886-8688,"['253 King Street N', 'Waterloo, ON N2J 2Y8', 'Canada']",253 King Street N,Waterloo,ON,N2J 2Y8,"LESS THAN $500,000",9-May,Y,Chinese,,Canada
