OPPORTUNITY_ID,ACCOUNT_NAME,RESTAURANT_UNIQUE_CODE,STATUS,ONBOARDED_DATE,GMV_LEVEL_VOICE_PLATFORM,TOTAL_GMV_MONTHLY_AVERAGE_VOICE_PLATFORM_USD,TOTAL_GMV_ONLINE_USD,TOTAL_GMV_VOICE_PLATFORM_USD,TOTAL_ORDER_COUNT_ONLINE,TOTAL_ORDER_COUNT_VOICE_PLATFORM,TOTAL_MIN_MONTHLY_SALES_USD,LEAD_CREATED_DATE,STAGE_NAME,CLOSE_DATE,LIVE_DATE,CLOSED_WON_DATE,LEAD_SOURCE,BILLING_STATE,PROMOTIONS,LATEST_ACTIVATION_DATE,CUISINE_TYPE
0068b00001TfoI2AAJ,Best wok R86282,R86282,active,2023-10-30,"level_3 ($10,000 to $29,999)",18809,0,239498,0,9116,15000,2023-10-02,Onboarded,2023-10-26,2023-10-26,2023-10-11,WeChat - Blog,LA,30 days Free Trial - VO,2023-10-25,chinese
006Uo0000082yl4IAA,Green China R87309,R87309,active,,"level_3 ($10,000 to $29,999)",18058,0,130015,0,8179,10000,,Closed Lost,2024-02-23,,,WeChat - Other,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-06-18,chinese
006Uo000002FjYOIA0,SAKURAS SUSHI CHATHAM LLC R86688,R86688,active,2024-02-26,"level_low (< $10,000)",1020,0,3706,0,149,0,2023-06-13,Onboarded,2024-02-23,2024-02-23,2023-12-14,SMS,IL,Printer Promotion;30 days Free Trial - VO,2023-12-29,japanese
006Uo000009JxwrIAC,Super Pan Asian Cuisine R87983,R87983,active,,"level_3 ($10,000 to $29,999)",23630,0,25993,0,845,10000,2024-03-04,Closed Lost,2024-11-21,,,SMS,SC,,2024-12-12,chinese
0068b00001TBGSpAAP,China Chef R86233,R86233,active,2023-10-07,"level_3 ($10,000 to $29,999)",20024,0,302358,0,10524,0,2022-11-01,Onboarded,2023-10-09,2023-10-09,2023-09-29,DM;Client Referral - Unknown,DE,Printer Promotion;30 days Free Trial - VO,2023-10-08,chinese
006Uo00000E1hHNIAZ,Chinese Express R87733,R87733,active,2024-09-19,"level_3 ($10,000 to $29,999)",28070,0,97308,0,5055,10000,2024-05-23,Onboarded,2024-09-19,2024-09-19,2024-09-12,SMS,MO,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-09-18,chinese
006Uo00000QyCfFIAV,Sushi Time R89011,R89011,active,2025-01-09,"level_low (< $10,000)",1216,0,162,0,4,,2024-11-30,Onboarded,2025-01-09,2025-01-09,2024-12-18,Google,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - $950 Credit CW,2024-12-31,japanese
0068b00001Tg9MCAAZ,Obento R86293,R86293,active,2023-10-30,"level_low (< $10,000)",9569,0,121207,0,5537,10000,2023-10-10,Onboarded,2023-10-28,2023-10-28,2023-10-14,DM;SEO_Chinese,FL,30 days Free Trial - VO,2023-10-28,japanese
006Uo00000GjumQIAR,R87998,R87998,active,,"level_low (< $10,000)",2483,0,1159,0,23,0,2022-11-23,Closed Lost,2024-07-18,,,SMS,FL,,2024-12-18,chinese
006Uo00000NGsFKIA1,Ming's R87811,R87811,active,2024-10-13,"level_3 ($10,000 to $29,999)",13313,0,37721,0,1401,10000,,Onboarded,2024-10-13,2024-10-13,2024-10-09,SEO_Chinese;Client Referral - Marketing,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Oct'24 - $200 SQL Red Envelope,2024-10-12,chinese
0068b00001T2FVgAAN,Number 1 Chop Suey R86916,R86916,active,2024-02-23,"level_3 ($10,000 to $29,999)",14334,0,134258,0,4225,10000,2023-10-26,Onboarded,2024-02-20,2024-02-20,2024-01-30,DM,IL,30 days Free Trial - VO;30 days Free Trial - DE;Flight Ticket - Jan 2024,2024-02-20,advanced
0068b00001TgoXGAAZ,GOOD FRIENDS R86312,R86312,active,2023-11-01,"level_3 ($10,000 to $29,999)",23490,0,227857,0,8626,15000,2023-10-16,Onboarded,2023-10-31,2023-10-31,2023-10-17,Organic - Direct,NJ,Printer Promotion;30 days Free Trial - VO,2024-12-13,chinese
006Uo00000H2HdOIAV,Yang's Garden Restaurant R87501,R87501,active,2024-07-16,"level_3 ($10,000 to $29,999)",21729,0,136169,0,4906,15000,2022-11-01,Onboarded,2024-07-16,2024-07-16,2024-07-09,Redbook,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-07-15,chinese
006Uo00000HUtTWIA1,Pho Express R87523,R87523,active,2024-07-22,"level_low (< $10,000)",3352,0,18549,0,553,10000,2024-07-15,Onboarded,2024-07-22,2024-07-22,2024-07-15,DM,NJ,30 days Free Trial - VO;1 Year SMS - Free;July 2024 CW - Gold Yuanbao,2024-07-21,advanced
006Uo0000082rtFIAQ,China King R86975,R86975,active,2024-02-23,"level_3 ($10,000 to $29,999)",18984,0,177183,0,6165,0,2024-02-12,Onboarded,2024-02-21,2024-02-21,2024-02-12,Google,WI,30 days Free Trial - VO,2024-02-20,chinese
006Uo000005NTEbIAO,Golden Dragon R86807,R86807,active,2024-01-22,"level_low (< $10,000)",8893,0,90121,0,2575,0,,Onboarded,2024-01-20,2024-01-20,2024-01-09,DM;Telemarketer,WI,30 days Free Trial - VO;1 Year SMS - Free,2024-01-19,chinese
006Uo00000AAIVmIAP,China Garden R87083,R87083,active,2024-04-01,"level_2 ($30,000 to $49,999)",33280,0,280663,0,13117,10000,2024-03-18,Onboarded,2024-03-29,2024-03-29,2024-03-19,SEO_Chinese,NC,30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,2024-03-29,chinese
006Uo00000IOWZ3IAP,Cajun Cooks Union City R87569,R87569,active,2024-07-31,"level_low (< $10,000)",6916,0,39651,0,1889,10000,2024-07-24,Onboarded,2024-07-31,2024-07-31,2024-07-25,Google,GA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;July' 24 - $666 Statement Credit,2024-07-30,advanced
006Uo00000EPt1FIAT,China Rose R87293,R87293,active,2024-06-14,"level_3 ($10,000 to $29,999)",20776,0,126043,0,4526,0,2024-05-30,Onboarded,2024-06-12,2024-06-12,2024-06-03,Douyin;SEO_Chinese,NY,May 2024 Promo - 24in TV;Jun 2024 - 50% off first 2 Full Calendar months,2024-06-11,chinese
006Uo00000CN8TmIAL,China Express R87228,R87228,active,2024-05-22,"level_low (< $10,000)",7813,0,26825,0,966,0,2024-04-25,Onboarded,2024-05-21,2024-05-21,2024-05-06,DM,VA,Printer Promotion,2024-05-20,advanced
0068b00001TBY7YAAX,Lin garden R86252,R86252,active,2023-10-16,"level_1 ($50,000 to $99,999)",67878,0,893734,0,38179,10000,2023-10-02,Onboarded,2023-10-14,2023-10-14,2023-10-04,Google,PA,30 days Free Trial - VO,2023-10-13,chinese
006Uo00000Ip1SjIAJ,ASIAN TASTE R87613,R87613,active,2024-08-20,"level_low (< $10,000)",6980,0,29550,0,1114,0,2024-05-24,Onboarded,2024-08-20,2024-08-20,2024-08-08,Redbook,OH,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-08-19,chinese
006Uo00000M7TF7IAN,Hunan Express R87763,R87763,active,2024-09-27,"level_3 ($10,000 to $29,999)",13828,0,43788,0,1397,10000,2024-09-22,Onboarded,2024-09-27,2024-09-27,2024-09-23,Redbook,MO,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Sept'24 - $100 Giftcard,2024-09-26,chinese
006Uo000002mwesIAA,Aji sushi R87072,R87072,active,,"level_low (< $10,000)",6225,0,53329,0,1675,10000,2022-11-01,Closed Lost,2024-02-16,,,DM,MD,,2024-04-03,japanese
006Uo000001OUSiIAO,China Wok R86553,R86553,active,2023-12-01,"level_3 ($10,000 to $29,999)",14502,0,170645,0,6061,15000,2022-11-01,Onboarded,2023-11-30,2023-11-30,2023-11-19,DM;Client Referral - Unknown;Telemarketer,MD,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE,2023-11-29,chinese
006Uo00000KunX4IAJ,Taste of Tokyo R87775,R87775,active,2024-10-08,"level_low (< $10,000)",3962,0,13604,0,553,10000,2023-02-13,Onboarded,2024-10-08,2024-10-08,2024-09-28,Google,SC,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-10-07,japanese
006Uo00000UAkwxIAD,King Chef R81105,R81105,active,2025-01-20,"level_3 ($10,000 to $29,999)",25772,0,344480,0,18267,0,,Onboarded,2025-01-20,2025-01-20,2025-01-15,Previous Clients;SEO_Chinese,NC,Printer Promotion,2025-01-19,unknown
006Uo00000HJsEEIA1,HUNAN ROYAL RESTAURANT R87518,R87518,active,2024-07-18,"level_low (< $10,000)",3649,0,19217,0,711,0,,Onboarded,2024-07-18,2024-07-18,2024-07-14,Google,NJ,Printer Promotion;1 Year SMS - Free;Jun 2024 - 50% off first 2 Full Calendar months;July 2024 CW - Gold Yuanbao,2024-07-17,chinese
006Uo000007pYYqIAM,WANG CHINESE RESTAURANT R86978,R86978,active,2024-02-27,"level_3 ($10,000 to $29,999)",16145,0,174905,0,8746,10000,2024-02-08,Onboarded,2024-02-26,2024-02-26,2024-02-12,DM,NY,30 days Free Trial - VO;Feb 2024 CW - Macbook Air,2024-02-26,chinese
006Uo00000HybsXIAR,Dragon House R87562,R87562,active,2024-08-11,"level_2 ($30,000 to $49,999)",44337,0,177350,0,4507,0,2023-03-28,Onboarded,2024-08-11,2024-08-11,2024-07-23,DM,VT,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-08-10,chinese
0068b00001T1ejeAAB,China East R86335,R86335,active,2023-10-30,"level_3 ($10,000 to $29,999)",14030,0,178649,0,6598,15000,2022-11-01,Onboarded,2023-10-28,2023-10-28,2023-10-22,SMS;DM;Client Referral - Unknown,VA,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,2023-10-28,unknown
006Uo00000JVD1pIAH,China Wok R87682,R87682,active,2024-08-30,"level_low (< $10,000)",6933,0,24264,0,1087,10000,2022-11-01,Onboarded,2024-08-30,2024-08-30,2024-08-26,Client Referral -Marketing,OK,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $200 Gift Card,2025-01-16,chinese
0068b00001T9N59AAF,China Village R86187,R86187,active,2023-10-05,"level_2 ($30,000 to $49,999)",35149,0,469829,0,14439,10000,2023-09-15,Onboarded,2023-10-02,2023-10-02,2023-09-18,Youtube - Ads,CA,30 days Free Trial - VO,2023-10-02,chinese
0068b00001T8LENAA3,Ichiban Japanese Cuisine R86315,R86315,active,2023-11-01,"level_low (< $10,000)",3851,0,53398,0,2045,10000,2023-08-29,Onboarded,2023-10-31,2023-10-31,2023-10-17,DM,TN,Printer Promotion;30 days Free Trial - VO,2023-11-14,japanese
006Uo000007FBVNIA4,EAST CHINA KING R86915,R86915,active,2024-02-13,"level_3 ($10,000 to $29,999)",21158,0,204523,0,6002,15000,2022-11-01,Onboarded,2024-02-11,2024-02-11,2024-01-30,SMS;Telemarketer,IA,30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free;$1500 Statement Credit,2024-02-11,chinese
006Uo000003V7zZIAS,JUMBO CHINA R86673,R86673,active,2023-12-28,"level_3 ($10,000 to $29,999)",25052,0,258035,0,10542,10000,2022-11-01,Onboarded,2023-12-22,2023-12-22,2023-12-12,Client Referral - Unknown,NC,30 days Free Trial - VO,2023-12-21,chinese
006Uo0000059FL8IAM,Panda Chef R86805,R86805,active,2024-01-19,"level_low (< $10,000)",8646,0,97122,0,3087,10000,2024-01-01,Onboarded,2024-01-18,2024-01-18,2024-01-07,DM,TX,30 days Free Trial - VO;1 Year SMS - Free;Flight Ticket - Jan 2024,2024-01-17,chinese
006Uo000001XxSUIA0,CHINA WOK R86568,R86568,active,2023-12-09,"level_3 ($10,000 to $29,999)",12325,0,133521,0,5183,10000,2022-11-01,Onboarded,2023-12-06,2023-12-06,2023-11-22,DM,TX,Printer Promotion;30 days Free Trial - VO,2023-12-05,chinese
006Uo000005i4cvIAA,Happy Chef R86839,R86839,active,2024-02-15,"level_3 ($10,000 to $29,999)",24913,0,225051,0,7933,15000,2022-11-01,Onboarded,2024-02-15,2024-02-16,2024-01-17,DM,IL,30 days Free Trial - VO;30 days Free Trial - DE;Flight Ticket - Jan 2024,2024-02-18,advanced
006Uo00000EPmpNIAT,China Dynasty R87292,R87292,active,2024-06-12,"level_3 ($10,000 to $29,999)",24739,0,130290,0,4210,0,2022-11-01,Onboarded,2024-06-11,2024-06-11,2024-06-03,SMS,MD,Printer Promotion;1 Year SMS - Free;Jun 2024 SQL - Mini Fridge;Jun 2024 - 50% off first 2 months,2024-06-10,advanced
006Uo00000AnsazIAB,Imperial Chinese Garden R87158,R87158,active,2024-04-27,"level_3 ($10,000 to $29,999)",19835,0,149420,0,4229,10000,2024-03-28,Onboarded,2024-04-26,2024-04-26,2024-04-10,DM,GA,30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,2024-04-26,chinese
006Uo00000QhhqkIAB,Osaka R87991,R87991,active,2024-12-15,"level_low (< $10,000)",8377,0,8656,0,200,10000,2023-03-23,Onboarded,2024-12-15,2024-12-15,2024-12-11,SMS,NJ,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - $950 Credit CW,2024-12-15,japanese
006Uo00000KSAIgIAP,Pepper Space R87686,R87686,active,2024-08-31,"level_low (< $10,000)",1686,0,6181,0,314,10000,2024-07-23,Onboarded,2024-08-31,2024-08-31,2024-08-26,Google,PA,30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $300 Gift Card,2024-08-29,advanced
006Uo00000PpWvWIAV,Jasmine R87901,R87901,active,2024-11-19,"level_3 ($10,000 to $29,999)",16470,0,29097,0,896,0,2022-11-01,Onboarded,2024-11-19,2024-11-19,2024-11-14,SMS;DM,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - $950 Credit CW,2024-11-18,chinese_japanese
006Uo00000JplefIAB,CHOWTIME R87723,R87723,active,,"level_low (< $10,000)",7119,0,24441,0,1276,10000,2022-11-01,Closed Lost,2024-08-26,,,WeChat - Blog,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;August'24 SQL Promo - $200 Gift Card,2024-09-19,chinese
006Uo00000SOa5SIAT,College Café R89008,R89008,active,2024-12-22,"level_low (< $10,000)",3704,0,3334,0,98,10000,2022-11-01,Onboarded,2024-12-22,2024-12-22,2024-12-17,WeChat - Ads,CO,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Dec '24 - Apple Airpods SQL Promo,2024-12-21,chinese_japanese
006Uo00000Rmf6dIAB,Great Wall Chinese R87989,R87989,active,2024-12-18,"level_3 ($10,000 to $29,999)",14050,0,13582,0,515,10000,2022-11-01,Onboarded,2024-12-18,2024-12-18,2024-12-11,DM,GA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-12-17,chinese
0068b00001T2GlMAAV,China One R86586,R86586,active,,"level_2 ($30,000 to $49,999)",44984,0,512821,0,14366,0,2023-10-27,Closed Lost,2023-11-14,,,WeChat - Other,IN,Printer Promotion;30 days Free Trial - VO,2023-12-09,chinese
006Uo000001YZXSIA4,CHINA ONE R86566,R86566,active,2023-12-01,"level_3 ($10,000 to $29,999)",13670,0,162671,0,6157,10000,2022-11-01,Onboarded,2023-11-30,2023-11-30,2023-11-21,Organic - Direct,IN,Printer Promotion;30 days Free Trial - VO,2023-11-29,chinese
006Uo000002vajzIAA,Panda Chinese & American Food R87351,R87351,active,,"level_3 ($10,000 to $29,999)",12539,0,73978,0,4692,10000,2023-12-04,Closed Lost,2024-02-19,,,DM,MD,30 days Free Trial - VO;30 days Free Trial - DE,2024-06-25,chinese
006Uo00000HaJn8IAF,GREAT WALL R87535,R87535,active,2024-07-25,"level_2 ($30,000 to $49,999)",37566,0,189084,0,7783,10000,2022-11-01,Onboarded,2024-07-25,2024-07-25,2024-07-18,DM,SC,30 days Free Trial - VO;High GMV - the 12th Month Free;1 Year SMS - Free,2024-07-24,chinese
006Uo000008i7XTIAY,Ruby Asian Taste来取+自己外送 R87056,R87056,active,2024-04-22,"level_low (< $10,000)",8583,0,53501,0,2260,10000,2022-11-26,Onboarded,2024-04-21,2024-04-21,2024-03-04,Telemarketer,FL,30 days Free Trial - VO;High GMV - the 12th Month Free;March24 SQL - Humidifier,2024-08-30,chinese_japanese
006Uo000006NAssIAG,CHINA PARK R87891,R87891,active,,"level_2 ($30,000 to $49,999)",39259,0,81135,0,2601,10000,,Closed Lost,2024-10-03,2024-04-01,,Telemarketer,FL,30 days Free Trial - VO;1 Year SMS - Free;March24 SQL - Humidifier,2024-11-11,chinese
006Uo00000PM7Z7IAL,Camino Asian R87893,R87893,active,2024-11-15,"level_3 ($10,000 to $29,999)",29170,0,54450,0,1517,15000,2024-11-04,Onboarded,2024-11-15,2024-11-15,2024-11-09,DM,FL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - $950 Credit CW,2024-11-14,chinese
006Uo00000N6PcoIAF,En Lai Chinese R87806,R87806,active,2024-10-15,"level_2 ($30,000 to $49,999)",36912,0,102124,0,2864,0,2022-11-01,Onboarded,2024-10-15,2024-10-15,2024-10-07,SMS,IL,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Oct'24 - $200 SQL Red Envelope,2024-10-14,chinese
006Uo00000KsYafIAF,Fortune Cookie R87705,R87705,active,2024-09-05,"level_3 ($10,000 to $29,999)",15277,0,69765,0,4017,10000,2024-09-02,Onboarded,2024-09-05,2024-09-05,2024-09-03,WeChat - Ads,NY,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Sept'24 - Mooncake,2024-09-04,chinese
006Uo000004hcuCIAQ,CHINA CHEF RESTAURANT R86761,R86761,active,2024-01-16,"level_3 ($10,000 to $29,999)",11519,0,122104,0,3864,0,2022-11-01,Onboarded,2024-01-13,2024-01-13,2023-12-27,WeChat - Other,TN,30 days Free Trial - VO;30 days Free Trial - DE,2024-01-12,advanced
006Uo00000NUVh5IAH,Royal China R87851,R87851,active,2024-10-31,"level_3 ($10,000 to $29,999)",21395,0,48496,0,1509,10000,2022-11-01,Onboarded,2024-10-31,2024-10-31,2024-10-23,SEO_Chinese,MO,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-10-30,chinese
006Uo00000OlPhtIAF,FORTUNE HOUSE R87861,R87861,active,2024-11-02,"level_3 ($10,000 to $29,999)",21231,0,49540,0,1568,10000,2022-11-01,Onboarded,2024-11-02,2024-11-02,2024-10-29,SEO_Chinese,IN,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - iPhone CW Promo,2024-11-01,chinese
006Uo000009gM6zIAE,Sakura Sushi -Paradise R87069,R87069,active,2024-03-29,"level_low (< $10,000)",4081,0,37952,0,1038,0,2023-04-05,Onboarded,2024-03-29,2024-03-28,2024-03-12,SMS,CA,1 Year SMS - Free;March24 SQL - Humidifier,2024-03-27,chinese_japanese
006Uo000002YP2zIAG,NEW CHINA R86609,R86609,active,2023-12-18,"level_3 ($10,000 to $29,999)",29048,0,335990,0,11756,10000,2022-11-01,Onboarded,2023-12-13,2023-12-13,2023-12-02,DM,SC,Printer Promotion;30 days Free Trial - VO,2023-12-12,chinese
006Uo00000NLHS1IAP,Cottage R87815,R87815,active,2024-10-16,"level_3 ($10,000 to $29,999)",14804,0,40958,0,1958,10000,2024-10-07,Onboarded,2024-10-16,2024-10-16,2024-10-10,Redbook,NC,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE,2024-10-15,chinese
006Uo000001q7L1IAI,Rice House R86755,R86755,active,2024-01-06,"level_3 ($10,000 to $29,999)",12542,0,126677,0,4462,8000,2023-11-24,Onboarded,2024-01-05,2024-01-05,2023-12-24,DM;Client Referral -Marketing,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-01-04,chinese
006Uo000008kKHWIA2,No.1 R87081,R87081,active,,"level_3 ($10,000 to $29,999)",22804,0,186991,0,8550,10000,2022-11-01,Closed Lost,2024-03-11,2024-03-30,,Client Referral - Unknown;Telemarketer,NC,Client Referral (Referrer $300);30 days Free Trial - VO,2024-04-01,chinese
006Uo00000PJkvDIAT,Golden Bowl R87875,R87875,active,2024-11-09,"level_low (< $10,000)",9372,0,21868,0,651,10000,2024-11-06,Onboarded,2024-11-09,2024-11-09,2024-11-06,SMS,RI,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;Nov’24 - $950 Credit CW,2024-11-09,chinese
0068b00001T2UovAAF,New Peking R86378,R86378,active,2023-11-12,"level_low (< $10,000)",6077,0,71714,0,2620,0,2022-11-01,Onboarded,2023-11-09,2023-11-09,2023-10-30,SMS,WV,Printer Promotion;30 days Free Trial - VO,2023-11-08,chinese
006Uo00000AFB0bIAH,TASTE OF ASIA R86788,R86788,active,,"level_3 ($10,000 to $29,999)",16547,0,169328,0,5241,15000,,Closed Lost,2024-03-19,,,,TX,,2024-01-18,advanced
006Uo00000DrgODIAZ,Hibachi Grill R87263,R87263,active,2024-06-03,"level_low (< $10,000)",8277,0,55178,0,2140,10000,2022-11-01,Onboarded,2024-05-31,2024-05-31,2024-05-21,DM,SC,Printer Promotion;1 Year SMS - Free;May 2024 Promo - 24in TV,2024-05-31,chinese_japanese
006Uo0000086ukUIAQ,Kibo Japanese Cuisine R86985,R86985,active,2024-02-23,"level_low (< $10,000)",5752,0,53683,0,1900,10000,2024-02-10,Onboarded,2024-02-22,2024-02-22,2024-02-14,Google,NY,30 days Free Trial - VO;1 Year SMS - Free,2024-02-25,japanese
006Uo000006MzuIIAS,MAIN MOON R86857,R86857,active,2024-01-25,"level_1 ($50,000 to $99,999)",53960,0,651115,0,20359,15000,2024-01-17,Onboarded,2024-01-24,2024-01-24,2024-01-18,SMS;WeChat - Ads,WI,Client Referral (Referrer $300);30 days Free Trial - VO;1 Year SMS - Free;Flight Ticket - Jan 2024,2024-01-24,chinese
006Uo00000SxzXBIAZ,MEI'S FOODIE HUB R89019,R89019,active,2025-01-03,"level_low (< $10,000)",3940,0,1707,0,30,,2022-11-01,Onboarded,2025-01-03,2025-01-03,2024-12-25,SMS,NM,Printer Promotion;30 days Free Trial - VO;Dec '24 - Apple Airpods SQL Promo,2025-01-03,chinese_japanese
006Uo00000QNy1JIAT,WUS KITCHEN R87936,R87936,active,2024-12-03,"level_3 ($10,000 to $29,999)",17847,0,24985,0,868,0,2022-11-01,Onboarded,2024-12-03,2024-12-03,2024-11-22,Google,TX,Printer Promotion;30 days Free Trial - VO,2024-11-30,chinese
006Uo00000SZCarIAH,^NEW CHINA^ R82877,R82877,active,2024-12-27,"level_3 ($10,000 to $29,999)",18529,0,316231,0,17361,10000,,Onboarded,2024-12-27,2024-12-27,2024-12-19,,TN,30 days Free Trial - VO;1 Year SMS - Free,2024-12-26,advanced
006Uo000008Y2ArIAK,New China House R87002,R87002,active,2024-03-04,"level_3 ($10,000 to $29,999)",21017,0,192659,0,6384,10000,2022-11-01,Onboarded,2024-03-02,2024-03-02,2024-02-20,SEO_Chinese,PA,30 days Free Trial - VO,2024-03-01,chinese
006Uo00000HWr10IAD,Golden City R87559,R87559,active,2024-08-15,"level_low (< $10,000)",9353,0,48325,0,1740,10000,2024-07-16,Onboarded,2024-08-15,2024-08-15,2024-07-22,Previous Clients,TX,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;July' 24 - $666 Statement Credit,2024-08-14,chinese_japanese
006Uo000002cCqFIAU,Yen Ching R86612,R86612,active,2023-12-18,"level_3 ($10,000 to $29,999)",18384,0,190578,0,5657,15000,2022-11-01,Onboarded,2023-12-14,2023-12-14,2023-12-03,DM,IL,30 days Free Trial - VO,2024-06-19,chinese
006Uo000001U8QzIAK,Panasian Chinese Food Japanese Hibachi R86557,R86557,active,2023-12-01,"level_3 ($10,000 to $29,999)",13406,0,160875,0,7537,10000,2022-11-01,Onboarded,2023-11-30,2023-11-30,2023-11-20,SEO_Chinese,KY,Printer Promotion;30 days Free Trial - VO,2024-01-01,chinese
006Uo00000Ft1LfIAJ,*DRAGON GATE* R82356,R82356,active,2024-06-29,"level_3 ($10,000 to $29,999)",21339,0,145104,0,6629,15000,2022-11-23,Onboarded,2024-06-29,2024-06-29,2024-06-21,SMS;Hiring Post,NY,Printer Promotion;1 Year SMS - Free;Jun 2024 - 50% off first 2 Full Calendar months,2024-06-28,chinese
006Uo000009D2DJIA0,PANDA R87039,R87039,active,2024-03-12,"level_3 ($10,000 to $29,999)",29708,0,263409,0,11020,15000,2022-11-01,Onboarded,2024-03-12,2024-03-12,2024-03-02,Organic - Direct,NY,1 Year SMS - Free,2024-03-11,chinese
0068b00001SP2m3AAD,Great Wall R85973,R85973,active,2023-08-31,"level_3 ($10,000 to $29,999)",19526,0,281831,0,9906,15000,2022-11-01,Onboarded,2023-08-26,2023-08-26,2023-08-10,SMS;Client Referral -Marketing,PA,30 days Free Trial - VO,2023-08-25,chinese
006Uo00000FAyuBIAT,Panda Garden R87315,R87315,active,2024-06-17,"level_3 ($10,000 to $29,999)",29187,0,142041,0,4935,10000,2022-11-01,Onboarded,2024-06-17,2024-06-17,2024-06-11,Client Referral - Unknown;WeChat - Ads,NY,Printer Promotion;Jun 2024 SQL - Mini Fridge;Jun 2024 - 50% off first 2 months,2024-08-09,chinese
006Uo00000TigLTIAZ,China Wok R89053,R89053,active,2025-01-19,"level_3 ($10,000 to $29,999)",18230,0,1215,0,39,,2025-01-06,Onboarded,2025-01-19,2025-01-19,2025-01-15,WeChat - Ads,TN,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;January '25 - $88 Red Envelope SQL Promo,2025-01-18,chinese
006Uo00000U2lBFIAZ,REUNION CHINESE RESTAURANT R89055,R89055,active,,"level_low (< $10,000)",953,0,32,0,1,,2025-01-11,Closed Won,2025-02-09,2025-01-21,2025-01-15,DM,PA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2025-01-20,chinese
006Uo000000rgYtIAI,Great Wall R86928,R86928,active,,"level_3 ($10,000 to $29,999)",21556,0,167420,0,7057,15000,2022-11-01,Closed Lost,2024-01-30,,,DM,IL,Printer Promotion;30 days Free Trial - VO;30 days Free Trial - DE;1 Year SMS - Free,2024-02-17,chinese
006Uo00000AuukwIAB,No.1 Chinese Restaurant R87163,R87163,active,2024-04-26,"level_2 ($30,000 to $49,999)",30200,0,246631,0,9616,15000,2024-04-01,Onboarded,2024-04-25,2024-04-25,2024-04-12,Client Referral - Unknown,MD,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free;April 2024 CW Promo - Cleaning Robot,2024-04-25,chinese
006Uo00000MhbfZIAR,Taiwan Best Mart R87795,R87795,active,2024-10-10,"level_low (< $10,000)",2606,0,2606,0,84,10000,2023-03-23,Onboarded,2024-10-10,2024-10-10,2024-10-02,Google,CA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2024-10-10,japanese
006Uo000000bkQYIAY,NUMBER 1 CHINA R86393,R86393,active,2023-11-24,"level_3 ($10,000 to $29,999)",17905,0,217844,0,8265,10000,2023-11-07,Onboarded,2023-11-20,2023-11-20,2023-11-08,SMS,MI,Printer Promotion;30 days Free Trial - VO,2023-11-19,chinese
006Uo000003QNyXIAW,China Express R86696,R86696,active,2023-12-28,"level_low (< $10,000)",3079,0,37670,0,2137,0,2023-03-23,Onboarded,2023-12-25,2023-12-25,2023-12-15,DM;WeChat - Ads,GA,Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,2023-12-25,advanced
