Restaurants Unique Code,Restaurants GMV Level,Restaurants Phone number,Restaurants Status,Restaurants Address,Restaurants City,Restaurants Country,Restaurants Region,Restaurants State,Restaurants Zip Code,Restaurants Type of Cuisine,Restaurant churn risk scores Churn Risk Probablity,Restaurants Opearting Timezone,Restaurants Is Coupon Available,Restaurants Client Level,Restaurants Database Status,Restaurants Is Delivery Platform Service Enabled,Restaurants Is DE SMS Opted In,Restaurants Is GreenDot Enabled,Restaurants Is SMS Opted In,Restaurants Is SMS to Customer Enabled,Restaurants Is Wonders Pay Feature Enabled,Restaurants Promotions,Restaurants GMV Voice Platform Sales,Restaurants GMV Online Sales,Restaurants Number of Orders Voice Platform Sales,Restaurants Number of Orders Online Sales,Restaurants Number of Restaurants
R85291,"level_2 ($30,000 to $49,999)",3375348118,active,2330 Kaliste Saloom Rd,Lafayette,United States,Southeast,LA,70508,advanced,0.07,CT,FALSE,level_4,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,327997,0,7396,0,1
R86112,"level_2 ($30,000 to $49,999)",7323350003,suspended,80E Bethany Rd.,Hazlet,United States,Northeast,NJ,07730,chinese,0.68,ET,FALSE,level_4,suspended,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,326918,0,10918,0,1
R81389,"level_low (< $10,000)",2059407890,suspended,191 West Valley Ave,Homewood,United States,Southeast,AL,35209,unknown,0.2,CT,TRUE,level_4,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,326807,0,17964,0,1
R82069,"level_3 ($10,000 to $29,999)",7037247711,canceled,20020 Ashbrook Commons Plaza,Ashburn,United States,Southeast,VA,20147,chinese,0.25,ET,TRUE,level_4,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,326756,0,8938,0,1
R85395,"level_3 ($10,000 to $29,999)",9042829988,active,1545 Branan Field Rd,Middleburg,United States,Southeast,FL,32068,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;50%/25%/10% 3 Month FT Discount,325728,0,11191,0,1
R85209,"level_3 ($10,000 to $29,999)",8136629912,active,10831 Bloomingdale Ave,Riverview,United States,Southeast,FL,33578,chinese,0.02,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,None,324716,0,12826,0,1
R82936,"level_3 ($10,000 to $29,999)",5204217111,suspended,519 East Florence Blvd,Casa Grande,United States,Southwest,AZ,85122,chinese,0.72,MT,TRUE,level_4,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,324642,0,10340,0,1
R83586,"level_3 ($10,000 to $29,999)",7709468885,active,20 E Main St N,Hampton,United States,Southeast,GA,30228,chinese,0.01,ET,FALSE,level_4,open,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,324509,0,12659,0,1
R83501,"level_3 ($10,000 to $29,999)",5164883388,active,33 Covert Ave,Floral Park,United States,Northeast,NY,11001,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,324405,0,11872,0,1
R82002,"level_3 ($10,000 to $29,999)",3867638872,active,4031 S Nova Rd,Port Orange,United States,Southeast,FL,32127,chinese,0.02,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,324048,0,11922,0,1
R83527,"level_3 ($10,000 to $29,999)",6365279009,active,14823 Clayton Rd,Chesterfield,United States,Midwest,MO,63017,chinese,0.02,CT,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,323829,0,12695,0,1
R85055,"level_3 ($10,000 to $29,999)",3367740068,active,1957 Peace Haven Rd,Winston Salem,United States,Southeast,NC,27106,japanese,0.04,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;5 Months Full Time Discount,323451,0,14908,0,1
R81036,"level_3 ($10,000 to $29,999)",6109130633,canceled,2846 Main st,Morgantown,United States,Northeast,PA,19543,chinese,0.83,ET,TRUE,level_4,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,323333,0,12261,0,1
R83072,"level_3 ($10,000 to $29,999)",5164311122,active,913 W Beech St,Long Beach,United States,Northeast,NY,11561,chinese_japanese,0.02,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,323315,0,10495,0,1
R85755,"level_2 ($30,000 to $49,999)",3183560006,active,311 South Dr,Natchitoches,United States,Southeast,LA,71457,advanced,0.04,CT,FALSE,level_4,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Printer Promotion,323295,0,14068,0,1
R82097,"level_3 ($10,000 to $29,999)",6152308818,active,1483 Nashville Pike,Gallatin,United States,Southeast,TN,37066,chinese,0.01,CT,FALSE,level_4,open,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,323272,0,11479,0,1
R81208,"level_low (< $10,000)",3192669999,active,226 Brandilynn Blvd,Cedar Falls,United States,Midwest,IA,50613,unknown,0.15,CT,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,323024,0,12113,0,1
R81999,"level_3 ($10,000 to $29,999)",7328661865,active,556 Park Ave,Freehold,United States,Northeast,NJ,07728,chinese,0.03,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,322979,0,10750,0,1
R82803,"level_3 ($10,000 to $29,999)",6142726882,active,3482 Sullivant Ave,Columbus,United States,Midwest,OH,43204,chinese,0,ET,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,322231,0,13874,0,1
R82915,"level_3 ($10,000 to $29,999)",9104571838,active,4956 Long Beach Rd,Southport,United States,Southeast,NC,28461,chinese,0,ET,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,321394,0,11545,0,1
R85105,"level_3 ($10,000 to $29,999)",2198665005,active,670 S. College Avenue,Rensselaer,United States,Midwest,IN,47978,chinese,0.11,CT,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount,321173,0,11651,0,1
R83726,"level_3 ($10,000 to $29,999)",3143555688,active,6896 Parker Rd,Florissant,United States,Midwest,MO,63033,chinese,0.01,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,321083,0,16455,0,1
R81188,"level_3 ($10,000 to $29,999)",7323888001,canceled,328 Saint Georges Avenue,Rahway,United States,Northeast,NJ,07065,unknown,0.64,ET,TRUE,level_4,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,320331,0,14285,0,1
R82581,"level_3 ($10,000 to $29,999)",3017331292,active,1075 Virginia Ave,Hagerstown,United States,Northeast,MD,21740,chinese,0.02,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,320152,0,10466,0,1
R82793,"level_3 ($10,000 to $29,999)",4056779000,active,5921 S Sooner Rd,Oklahoma City,United States,Southwest,OK,73135,chinese,0,CT,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,319566,0,16451,0,1
R85917,"level_2 ($30,000 to $49,999)",8636120888,active,90 W. Hickpochee Ave.,Labelle,United States,Southeast,FL,33935,chinese,0.05,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,319388,0,11691,0,1
R85852,"level_2 ($30,000 to $49,999)",8633148889,active,3218 US Highway 27 South,Sebring,United States,Southeast,FL,33870,chinese,0.02,ET,FALSE,level_4,open,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30 days Free Trial - VO,319360,0,12399,0,1
R81186,"level_low (< $10,000)",5022449898,active,11517 Shelbyville Rd,Louisville,United States,Southeast,KY,40243,unknown,0.37,ET,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,None,319181,0,13368,0,1
R85386,"level_3 ($10,000 to $29,999)",5857421880,active,6081 Victor Manchester Road,Farmington,United States,Northeast,NY,14425,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion,319098,0,9643,0,1
R83068,"level_3 ($10,000 to $29,999)",5733278070,active,415 N State St,Desloge,United States,Midwest,MO,63601,chinese,0.03,CT,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,318086,0,13529,0,1
R86002,"level_2 ($30,000 to $49,999)",7724687333,active,1859B N US 1 Hwy,Fort Pierce,United States,Southeast,FL,34946,chinese,0.05,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30 days Free Trial - VO,317788,0,14316,0,1
R85109,"level_3 ($10,000 to $29,999)",7693000654,active,1060 Highway 51,Madison,United States,Southeast,MS,39110,japanese,0.06,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount,317742,0,12784,0,1
R83228,"level_3 ($10,000 to $29,999)",9108652355,active,758 E Broad St,St. Pauls,United States,Southeast,NC,28384,unknown,0.4,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,317548,0,13068,0,1
R83898,"level_3 ($10,000 to $29,999)",3028369110,active,1841 Pulaski Highway,Bear,United States,Northeast,DE,19701,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount;Client Referral (Referee $300),317474,0,14248,0,1
R85675,"level_3 ($10,000 to $29,999)",2037558181,active,2523 E Main St,Waterbury,United States,Northeast,CT,06705,chinese,0.01,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO,317450,0,10814,0,1
R81905,"level_low (< $10,000)",2524821025,active,1122 N Broad St,Edenton,United States,Southeast,NC,27932,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,317225,0,12043,0,1
R88859,"level_3 ($10,000 to $29,999)",5159879787,canceled,15700 Hickman Rd,Clive,United States,Midwest,IA,50325,unknown,0.49,CT,TRUE,level_4,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,317087,0,13560,0,1
R81978,"level_low (< $10,000)",6097231888,active,527 Sykesville Rd,Wrightstown,United States,Northeast,NJ,08562,chinese,0.01,ET,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,317045,27,11059,4,1
R85798,"level_2 ($30,000 to $49,999)",6312810033,active,999-26 Montauk Hwy,Shirley,United States,Northeast,NY,11967,chinese_japanese,0.06,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30 days Free Trial - VO,315914,0,9604,0,1
R83098,"level_3 ($10,000 to $29,999)",7087995388,active,1930 Ridge Rd,Homewood,United States,Midwest,IL,60430,chinese_japanese,0.04,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,315816,0,7880,0,1
R83039,"level_3 ($10,000 to $29,999)",8046425555,active,2328 York River Crossing Dr,Hayes,United States,Southeast,VA,23072,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,315675,0,10151,0,1
R81968,"level_low (< $10,000)",5619699938,active,5096 Forest Hill Blvd,West Palm Beach,United States,Southeast,FL,33415,chinese,0.02,ET,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,315532,0,12501,0,1
R83277,"level_3 ($10,000 to $29,999)",3156339888,active,7915 Route 298 and 31,Bridge Port Plaza,United States,Northeast,NY,13030,chinese,0.02,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,314248,0,11262,0,1
R88835,"level_3 ($10,000 to $29,999)",9372933888,canceled,3065 S. DIXIE HWY,Moraine,United States,Midwest,OH,45439,unknown,0.95,ET,TRUE,level_4,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,314036,0,14520,0,1
R88783,"level_3 ($10,000 to $29,999)",9088504558,suspended,470 Schooleys Moutain Rd,Hackettstown,United States,Northeast,NJ,07840,chinese,0.84,ET,FALSE,level_3,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,312812,0,8874,0,1
R83172,"level_3 ($10,000 to $29,999)",2175298089,active,2636 Stevenson Dr,Springfield,United States,Midwest,IL,62703,chinese,0,CT,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,312007,0,11583,0,1
R82003,"level_low (< $10,000)",4193818028,active,4400 Heatherdowns Blvd,Toledo,United States,Midwest,OH,43614,chinese,0.01,ET,TRUE,level_4,open,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,311740,0,13098,0,1
R83188,"level_3 ($10,000 to $29,999)",7723350733,canceled,1756 SE Port St Lucie Blvd,Port St Lucie,United States,Southeast,FL,34952,chinese,0.66,ET,TRUE,level_4,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,311680,0,9452,0,1
R83732,"level_3 ($10,000 to $29,999)",9124501855,active,920 Morgan's Corner Road,Pooler,United States,Southeast,GA,31322,chinese,0,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,309692,0,11843,0,1
R83232,"level_3 ($10,000 to $29,999)",5185896666,active,6062 Main St,Tannersville,United States,Northeast,NY,12485,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,309568,0,10872,0,1
R81381,"level_3 ($10,000 to $29,999)",5185818234,active,418 Geyser Rd,Ballston Spa,United States,Northeast,NY,12020,chinese,0.16,ET,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,309326,0,10084,0,1
R85285,"level_3 ($10,000 to $29,999)",2155388288,active,333 W. Broad St,Quakertown,United States,Northeast,PA,18951,chinese,0.06,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion,308835,0,10146,0,1
R83077,"level_3 ($10,000 to $29,999)",9412103306,active,8443 S Tamiami Trl,Sarasota,United States,Southeast,FL,34238,chinese,0.03,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,308299,0,10777,0,1
R86753,"level_1 ($50,000 to $99,999)",3373768859,active,1619 S. Hopkins St.,New Iberia,United States,Southeast,LA,70560,advanced,0.11,CT,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;30 days Free Trial - VO;1 Year SMS - Free,308168,0,17628,0,1
R81772,"level_3 ($10,000 to $29,999)",3149938835,canceled,733 N. New Ballas Rd,Creve Coeur,United States,Midwest,MO,63141,unknown,0.69,CT,TRUE,level_4,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,307814,0,12955,0,1
R83101,"level_3 ($10,000 to $29,999)",2018233008,active,693 Kennedy Blvd,Bayonne,United States,Northeast,NJ,07002,chinese,0.07,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,307443,0,12568,0,1
R85618,"level_2 ($30,000 to $49,999)",3157358227,canceled,1122 Mohawk St,Utica,United States,Northeast,NY,13501,chinese,0.3,ET,FALSE,level_4,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;50%/25%/10% 3 Month FT Discount,306332,0,11440,0,1
R85387,"level_3 ($10,000 to $29,999)",3157248000,active,2001 Genesee Street,Utica,United States,Northeast,NY,13501,chinese,0.02,ET,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;50%/25%/10% 3 Month FT Discount;CSM Greendot $500,306019,0,10995,0,1
R86015,"level_2 ($30,000 to $49,999)",6785675056,active,4400 Brownsville Rd.,Powder Springs,United States,Southeast,GA,30127,chinese,0.06,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,305622,0,12191,0,1
R86286,"level_2 ($30,000 to $49,999)",7046399988,active,303 N Salisbury Ave,Spencer,United States,Southeast,NC,28159,chinese,0.05,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,305353,0,13185,0,1
R82688,"level_3 ($10,000 to $29,999)",9724757262,active,8214 Lakeview Pkwy,Rowlett,United States,Southwest,TX,75088,chinese,0.03,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,304979,0,10246,0,1
R85095,"level_3 ($10,000 to $29,999)",2034678808,active,381 Main St,East Haven,United States,Northeast,CT,06512,chinese,0.01,ET,TRUE,level_4,open,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Printer Promotion;5 Months Full Time Discount,304940,0,11710,0,1
R85526,"level_3 ($10,000 to $29,999)",7322861505,active,1226 Route 166 Lakewood Rd,Toms River,United States,Northeast,NJ,08753,chinese_japanese,0,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;50%/25%/10% 3 Month FT Discount,304587,0,10525,0,1
R85151,"level_3 ($10,000 to $29,999)",9892882888,active,8781 Monroe Rd,Durand,United States,Midwest,MI,48429,chinese,0.01,ET,FALSE,level_4,open,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Printer Promotion;3 Months Full Time Discount,304301,0,12122,0,1
R85096,"level_3 ($10,000 to $29,999)",9727225088,active,2130 Greencrest Blvd,Rockwall,United States,Southwest,TX,75087,advanced,0.05,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Free Onboarding Days,303959,0,9313,0,1
R85221,"level_3 ($10,000 to $29,999)",2173746688,active,101 N. Main St. A,White Hall,United States,Midwest,IL,62092,chinese,0.01,CT,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;Client Referral (Referee $500兔年);50%/25%/10% 3 Month FT Discount,303948,0,11937,0,1
R83993,"level_3 ($10,000 to $29,999)",9017521028,active,1727 N. Germantown Parkway,Cordova,United States,Southeast,TN,38018,chinese,0.03,CT,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;0.2% discount for every 50K processing;Free Onboarding Days;4 Months Part Time Discount,302350,0,11972,0,1
R83196,"level_3 ($10,000 to $29,999)",6513409688,active,4250 Lexington Ave S,Eagan,United States,Midwest,MN,55123,chinese,0.01,CT,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,302320,0,9945,0,1
R82068,"level_low (< $10,000)",6158899997,active,5751 Old Hickory Blvd,Hermitage,United States,Southeast,TN,37076,chinese,0.02,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,302032,0,13301,0,1
R88369,"level_3 ($10,000 to $29,999)",0000000000,canceled,208 Laurel Hill Rd,Verona,United States,Southeast,VA,24482,unknown,0.64,ET,FALSE,level_4,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,301674,0,14788,0,1
R81153,"level_3 ($10,000 to $29,999)",8138811666,canceled,7063 W. Waters Ave.,Tampa,United States,Southeast,FL,33634,unknown,0.92,ET,FALSE,level_4,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,301556,0,12201,0,1
R86298,"level_2 ($30,000 to $49,999)",9858673700,active,812 South Tyler St,Covington,United States,Southeast,LA,70433,chinese,0.04,CT,FALSE,level_4,open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,300307,0,9188,0,1
R83927,"level_3 ($10,000 to $29,999)",9194198800,active,3515 Witherspoon Blvd,Durham,United States,Southeast,NC,27707,chinese_japanese,0,ET,TRUE,level_4,open,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,300083,0,9761,0,1
R85506,"level_3 ($10,000 to $29,999)",9856620852,active,2444 W Thomas St,Hammond,United States,Southeast,LA,70401,advanced,0.04,CT,FALSE,level_4,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,299955,0,8330,0,1
R83226,"level_3 ($10,000 to $29,999)",7575496588,active,1620 Cedar Rd,Chesapeake,United States,Southeast,VA,23322,chinese,0,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,299878,0,10915,0,1
R86075,"level_2 ($30,000 to $49,999)",3528736388,active,8602 S.W. Highway 200,Ocala,United States,Southeast,FL,34481,advanced,0.01,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,299806,0,9408,0,1
R82877,"level_3 ($10,000 to $29,999)",9017546777,suspended,7020 East Shelby Drive,Memphis,United States,Southeast,TN,38125,advanced,0.03,CT,FALSE,level_4,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,299379,0,16559,0,1
R83699,"level_3 ($10,000 to $29,999)",7174814888,active,2100 Spring Valley Rd.,Lancaster,United States,Northeast,PA,17601,chinese,0.04,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,298886,0,10467,0,1
R83737,"level_3 ($10,000 to $29,999)",8567288082,active,416 Sicklerville Rd,Sicklerville,United States,Northeast,NJ,08081,advanced,0.03,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,298851,0,11006,0,1
R83318,"level_3 ($10,000 to $29,999)",9187394898,active,19322 E Admiral Pl J,Catoosa,United States,Southwest,OK,74015,chinese,0,CT,TRUE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,297790,0,12034,0,1
R86262,"level_2 ($30,000 to $49,999)",6105225622,active,521 Macdade Blvd,Collingdale,United States,Northeast,PA,19023,chinese,0.05,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,297527,0,14486,0,1
R83576,"level_3 ($10,000 to $29,999)",3217268686,active,4270 Minton Road,West Melbourne,United States,Southeast,FL,32904,advanced,0.02,ET,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,297385,0,9281,0,1
R85979,"level_2 ($30,000 to $49,999)",3192263333,active,2108 Kimball Ave.,Waterloo,United States,Midwest,IA,50702,chinese,0.01,CT,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Client Referral (Referrer $300);30 days Free Trial - VO,297162,0,9854,0,1
R85107,"level_3 ($10,000 to $29,999)",3016620888,active,1303 N. East,Frederick,United States,Northeast,MD,21701,advanced,0.01,ET,TRUE,level_4,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Printer Promotion;3 Months Full Time Discount,296922,0,10494,0,1
R82332,"level_3 ($10,000 to $29,999)",4105698688,suspended,3472 Emmorton Rd,Abingdon,United States,Northeast,MD,21009,chinese,0.82,ET,FALSE,level_4,suspended,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,296784,0,10821,0,1
R83328,"level_3 ($10,000 to $29,999)",9373728885,active,1856 West Park Square,Xenia,United States,Midwest,OH,45385,chinese,0.03,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,296087,0,11412,0,1
R85259,"level_3 ($10,000 to $29,999)",8176058860,active,9147 26 Blvd,North  Richland Hills,United States,Southwest,TX,76180,advanced,0.01,CT,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;Free Onboarding Days,295582,0,10064,0,1
R88129,"level_3 ($10,000 to $29,999)",7188039899,canceled,41-21 National St,Corona,United States,Northeast,NY,11368,unknown,0.91,ET,TRUE,level_3,closed,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,295521,0,16609,0,1
R83315,"level_3 ($10,000 to $29,999)",8042668880,active,7111 Staples Mill Rd,Richmond,United States,Southeast,VA,23228,chinese,0,ET,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,295474,0,12384,0,1
R85757,"level_3 ($10,000 to $29,999)",3014224248,active,2506 University Blvd. East,Adelphi,United States,Northeast,MD,20783,advanced,0.03,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,None,295425,0,11702,0,1
R83123,"level_3 ($10,000 to $29,999)",9064829888,active,901 W Sharon Ave,Houghton,United States,Midwest,MI,49931,chinese,0.01,ET,FALSE,level_4,open,FALSE,NA,TRUE,NA,FALSE,FALSE,NA,295331,0,9005,0,1
R83686,"level_3 ($10,000 to $29,999)",3155949700,active,6011 New Hartford Street,Wolcott,United States,Northeast,NY,14590,chinese,0.1,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,294518,0,9127,0,1
R82723,"level_3 ($10,000 to $29,999)",3094511999,active,1101 N Main St,Normal,United States,Midwest,IL,61761,chinese,0,CT,TRUE,level_4,open,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,None,294407,0,10237,0,1
R86099,"level_2 ($30,000 to $49,999)",5107287728,active,219 Harder Rd,Hayward,United States,West,CA,94544,chinese,0.04,PT,FALSE,level_4,open,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;30 days Free Trial - VO,294383,0,6175,0,1
R85139,"level_3 ($10,000 to $29,999)",7193908700,active,6928 Mesa Ridge Parkway,Fountain,United States,West,CO,80817,advanced,0.05,MT,TRUE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;3 Months Full Time Discount,294270,0,7236,0,1
R85393,"level_3 ($10,000 to $29,999)",5614938009,active,4509 PGA Blvd,Palm Beach Gardens,United States,Southeast,FL,33418,chinese,0,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;50%/25%/10% 3 Month FT Discount,293768,0,13777,0,1
R81178,"level_3 ($10,000 to $29,999)",2152887871,active,1128 E Luzerne St,Philadelphia,United States,Northeast,PA,19124,chinese,0.04,ET,TRUE,level_4,open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,293633,0,14652,0,1
R85615,"level_3 ($10,000 to $29,999)",8602238883,active,665 West Main St,New Britain,United States,Northeast,CT,06053,chinese,0.03,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,Printer Promotion;Client Referral (Referee $300),293498,0,11887,0,1
R85158,"level_2 ($30,000 to $49,999)",5029668882,canceled,9204 Blue Lick Rd,Louisville,United States,Southeast,KY,40229,chinese,0.12,ET,TRUE,level_4,closed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Printer Promotion;0.2% discount for every 50K processing;50%/25%/10% 3 Month FT Discount,293497,0,9304,0,1
R85023,"level_3 ($10,000 to $29,999)",5178828588,active,5025 S. Cedar St.,Lansing,United States,Midwest,MI,48910,chinese,0.04,ET,FALSE,level_4,open,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Client Referral (Referrer $300);Printer Promotion;Free Onboarding Days;5 Months Full Time Discount,292289,0,10459,0,1
R82982,"level_3 ($10,000 to $29,999)",5137706788,active,8221 Arbor Square Dr,Mason,United States,Midwest,OH,45040,chinese,0.22,ET,FALSE,level_4,open,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,292068,0,13258,0,1
R88706,"level_3 ($10,000 to $29,999)",0000000000,canceled,3109 Lawson Blvd.,Oceanside,United States,Northeast,NY,11572,unknown,0.93,ET,FALSE,level_4,reject,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,291879,0,14544,0,1
