Exclusion Check,Snowball Map,ID,Name,Business Type,Chain,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions,Cloud Point of Sale System
,63794,186d743b8431dc15,Yip's Kitchen,Restaurant,,92 Front St E,Toronto,ON,M5E 1C3,Canada,,,,,ryip9988@gmail.com,,,,(416) 203-2472,0,ryip9988@gmail.com,Chinese,$$,Wix Restaurants,Wix Restaurants,
,63795,186d0b4948e86794,Nian Yi Kuai Zi,Restaurant,,328 HWY-7,Richmond Hill,ON,L4B 3P7,Canada,,,,,,,,,(905) 597-1766,0,,Chinese,,,,
,63796,1d0e3fef4108da81,Takenaka (Food Truck),Restaurant,,125 Victory Ship Way,North Vancouver,BC,V7L 0G5,Canada,,,,,,,,,(604) 802-0331,0,,Japanese,,Uber Eats,,
,63797,162d8a23d6fddae5,Oriental Garden,Restaurant,,1091 Dawson Rd,Thunder Bay,ON,P7B 1K8,Canada,Phuc,Ngyuen,Proprietor,Owner,,,,,(807) 767-4177,1,,Vietnamese; Chinese,$,,,
,63798,28d77ac66d32e5f7,Ken's Restaurant,Restaurant,,94 2nd Ave N,Williams Lake,BC,V2G 1Z4,Canada,George,Chow,Proprietor,Owner,,,,,(250) 392-5313,1,,Chinese,$,,,
,63799,203b09ce726d4e46,Fancy Chopsticks,Restaurant,,324 Porters Lake Station Rd,Halifax,NS,B3E 1J9,Canada,Hui,Liang,Principal,Owner,,,,,(902) 281-3330,1,,Chinese,$,,,
,63800,20ce1a514789c4fc,Out Front Food Chu Qian Shi Pin (BBQ & Hotpot),Restaurant,,180 Bullock Dr,Markham,ON,L3P 7N2,Canada,,,,,,,,,(905) 554-5477,0,,Chinese,$$,Uber Eats,,
,63801,1e2ea0a4045f0ec0,Bacchus 14th,Restaurant,,270 14 Ave SE,Calgary,AB,T2G 0L3,Canada,,,,,bacchus14reservation@gmail.com,,,,(403) 500-8885,0,bacchuskaraokecalgary@gmail.com,Korean; Japanese,,Uber Eats,,
,63802,26f445040cd39af6,Omai,Restaurant; Drinking Place,,3 Baldwin St,Toronto,ON,M5T 1L1,Canada,,,,,,,,,(647) 341-7766,0,hello@omairestaurant.ca,Japanese,$$,Resy; Tock; Wix Restaurants,Wix Restaurants,
,63803,1f4fd5b9e34173e1,Kwan Luck Restaurant,Restaurant,,2516 Kingsway,Vancouver,BC,V5R 5H2,Canada,,,,,,,,,(604) 431-3890,0,,Chinese,$$,DI develop,DI develop,
,63804,1aa34730b8d44110,Ling Lee's Chinese Cuisine Inc,Restaurant,,214 Egan St,Thunder Bay,ON,P7A 2W7,Canada,Ling,Lee,President,General,,,,,(807) 344-1441,1,,Chinese,$$$,,,
,63805,260b82742bf88ace,China Kitchen Eatery,Restaurant,,511 Cabana Rd E,Windsor,ON,N9G 1A5,Canada,,,,,info@chinakitchenwindsor.com,,,,(519) 966-2076,0,info@chinakitchenwindsor.com,Chinese,$,Google Analytics,,
,63806,26cfe90ab9a458e6,Ken Sushi,Restaurant; Mobile Food,,256 Phillip St,Waterloo,ON,N2L 6B6,Canada,,,,,,,,,(519) 883-7272,0,info@jddevelopment.ca,Japanese,$$,Uber Eats; Wix Restaurants,Wix Restaurants,
,63807,29bb5cccb86eaf7e,Kissing Bun,Restaurant,,1528 Bayview Ave,Toronto,ON,M4G 3B6,Canada,,,,,,,,,(416) 833-3618,0,,Chinese,$,Skip the Dishes; Uber Eats,,
,63808,23cb76afb2b45246,Haidilao Hot Pot,Restaurant,,237 Yonge St,Toronto,ON,M5B 1N8,Canada,,,,,,,,,(437) 778-1068,0,,Chinese,,Uber Eats,,
,63809,181ec6c1fbf5f0d4,Food Mood: Korean & Japanese Kitchen,Restaurant,,178 Rideau St,Ottawa,ON,K1N 5X6,Canada,,,,,,,,,(613) 789-0009,0,,Korean; Japanese,$$,Skip the Dishes; Uber Eats,,
,63810,1b87ac244b6138dc,Sushi Island,Restaurant; Quick Service,,1633 Hillside Ave,Victoria,BC,V8T 2C4,Canada,Melanie,Lee,General Administrator,Owner,,,,,(778) 433-8488,1,,Japanese,$,Wix Restaurants,Wix Restaurants,
,63811,1aca1b275bea575c,Kyoto Sushi,Restaurant,,132 Bank St,Ottawa,ON,K1P 5N8,Canada,,,,,,,,,(613) 234-3888,0,,Japanese,$$,,,
,63812,20c36761e6020b12,Big Trio Wonton Noodle,Restaurant,,9688 Leslie St,Richmond Hill,ON,L4B 4C4,Canada,,,,,,,,,(905) 770-1771,0,,Cantonese; Chinese,$,Uber Eats; Wix Restaurants,Wix Restaurants,
,63813,22e45e13071c7590,Lee Garden Restaurant,Restaurant,,8404 182 St NW,Edmonton,AB,T5T 1Y7,Canada,Patricia,Lau,Secretary-Treasurer and Member of the Board of Directors,Finance,,,,,(780) 444-8888,2,,Chinese,$,Deliverect; Google Analytics; MailChimp; Skip the Dishes,Deliverect,
,63814,2225bc2708712d0c,Wonder Wok,Restaurant,,1011 Wyandotte St W,Windsor,ON,N9A 5Y6,Canada,,,,,,,,,(519) 256-9542,0,,Chinese,,,,
,63815,20bfd904c02282c5,Deer Garden Signatures,Restaurant,,8580 Alexandra Rd,Richmond,BC,V6X 4B3,Canada,,,,,,,,,(604) 278-9229,0,,Cantonese; Chinese,$,DoorDash; Uber Eats; Wix Restaurants,Wix Restaurants,
,63816,22c6fcf1a15dfffc,Genki Eki Noodle Bar,Restaurant,,693 W Broadway,Vancouver,BC,V5Z 1G6,Canada,,,,,,,,,(604) 428-2158,0,,Japanese,$,DI develop; Ritual; Skip the Dishes; Uber Eats,DI develop,
,63817,2c63ba7c33acf164,Sunshine Chinese Restaurant,Restaurant,,33994 King St,Bluewater,ON,N0M 2T0,Canada,,,,,,,,,(519) 236-8618,0,,Chinese,,,,
,63818,2b1519f016c67b08,Dorinku Osaka,Restaurant; Drinking Place,,10328 Jasper Ave NW,Edmonton,AB,T5J 1Y7,Canada,,,,,dorinkuosaka@gmail.com,,,,(780) 761-9990,0,dorinkuosaka@gmail.com,Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats,,
,63819,23bd1211b261f7f5,Le Hoa Oriental Restaurant,Restaurant,,216 Scott St,Fort Frances,ON,P9A 1G7,Canada,,,,,,,,,(807) 274-3722,0,,Chinese,$$,MailChimp; Opencart; Squarespace; WooCommerce,Opencart,
,63820,1d8daa4a5d450c9e,Shudaxia Hotpot,Restaurant,,165 E Beaver Creek Rd,Richmond Hill,ON,L4B 2N2,Canada,,,,,,,,,(905) 886-8588,0,,Chinese,,Uber Eats,,
,63821,2b76ceef9a35bdab,Asia Palace,Restaurant,,1941 Pembina Hwy,Winnipeg,MB,R3T 2G7,Canada,,,,,asiapalacepembina@gmail.com,,,,(204) 275-2238,0,asiapalacepembina@gmail.com,Vietnamese; Chinese; Thai,$$,DoorDash Storefront; Skip the Dishes; Squarespace; Uber Eats,DoorDash Storefront,
,63822,23461fe4e5609374,Sushi Wasabi,Restaurant,,5714 111 St NW,Edmonton,AB,T6H 3G1,Canada,,,,,,,,,(780) 433-0533,0,,Japanese,$$,,,
,63823,2613daf784866965,Hashi Izakaya,Restaurant; Drinking Place,,5582 Yonge St,Toronto,ON,M2N 5S2,Canada,,,,,,,,,(416) 224-8179,0,,Japanese,$$,DoorDash; Facebook Pixel; GoDaddy Sites; Uber Eats,,
,63824,27c05792badea718,Ramen Express,Restaurant,,701 Wonderland Rd N,London,ON,N6H 0H8,Canada,,,,,,,,,(519) 701-2116,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63825,16dcd4b95d228b24,Chongqing,Restaurant,,4909 Kingsway,Burnaby,BC,V5H 2E5,Canada,,,,,,,,,(604) 558-0101,0,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63826,1b29d8e11cd0dbcb,Noodle Fans,Restaurant,,3147 Douglas St,Victoria,BC,V8Z 6E3,Canada,,,,,,,,,(250) 590-0888,0,,Chinese,,Skip the Dishes; Uber Eats,,
,63827,28d77ac66d32e5f7,Ken's Restaurant,Restaurant,,94 2nd Ave N,Williams Lake,BC,V2G 1Z4,Canada,George,Chow,Proprietor,Owner,,,,,(250) 392-5313,1,,Chinese,$,,,
,63828,1422374ec1510aef,Congee Wong,Restaurant; Quick Service,,10 Ravel Rd,Toronto,ON,M2H 1S8,Canada,M. A.,Claudia,General Manager,Operations,,,,,(416) 493-8222,1,,Chinese,$,Snappy; Uber Eats,Snappy,
,63829,1c8434c7e31442c5,Kabuki Sushi & Grill,Restaurant,,8724 109 St NW,Edmonton,AB,T6G 1E9,Canada,Hyeokjong,Kwon,Principal,Owner,,,,,(780) 437-0077,1,,Japanese,$$,Skip the Dishes; Uber Eats,,
,63830,1533cc8a0c070eba,Poke Sushi,Restaurant,,1405 Queen St W,Toronto,ON,M6K 1M3,Canada,,,,,,,,,(416) 536-2486,0,,Japanese,$,DoorDash; Ritual; Uber Eats,,
,63831,1f4fd5b9e34173e1,Kwan Luck Restaurant,Restaurant,,2516 Kingsway,Vancouver,BC,V5R 5H2,Canada,,,,,,,,,(604) 431-3890,0,,Chinese,$$,DI develop,DI develop,
,63832,2fa64dd96811d2b6,Chen's Restaurant,Restaurant,,108 2nd Ave W,Watrous,SK,S0K,Canada,Mei,Tan,President,General,,,,,(306) 946-6100,1,,Chinese,$,,,
,63833,30185265200c85b0,Wonton King,Restaurant,,3449 12 St NE,Calgary,AB,T2E 6S6,Canada,Judy,Chiu,Proprietor,Owner,,,1980,,(403) 291-3538,1,,Chinese,$,Clover POS; DoorDash; DoorDash Storefront; Shopify; Skip the Dishes,DoorDash Storefront; Shopify,Clover POS
,63834,2844e128c42c68fd,KOYA Penticton,Restaurant,,93 Winnipeg St,Penticton,BC,V2A 5L9,Canada,,,,,koya.penticton@gmail.com,,,,(778) 476-5101,0,koya.penticton@gmail.com,Japanese,,GlobalFood; Oracle GloriaFood; Skip the Dishes,GlobalFood; Oracle GloriaFood,
,63835,2a8f9bb58bad2b72,Mother Tongue,Restaurant,,166 Jozo Weider Blvd,Blue Mountains,ON,L9Y 0V2,Canada,,,,,,,,,(705) 293-1266,0,,Chinese,,Silverware POS; Tock; TouchBistro Dine; TouchBistro Reservations,Silverware POS,Silverware POS
,63836,28c22fa5ff88ce85,Wow Bao (Ogden Rd SE),Restaurant,,2808 Ogden Rd SE,Calgary,AB,T2G 4R7,Canada,,,,,,,,,(519) 474-9745,0,,Chinese,$,Uber Eats,,
,63837,32e8308b2b9bf9f3,Gold House Chinese Restaurant,Restaurant,,4190 HWY-1,West Hants,NS,B0N 2T0,Canada,,,,,,,,,(902) 798-2522,0,,Chinese,$,,,
,63838,2d1b09777cbcda19,Ebisu Sushi Japanese Restaurant,Restaurant; Quick Service,,2596 McMillan Rd,Abbotsford,BC,V3G 1C4,Canada,Lee,Jung,Proprietor,Owner,,,,,(604) 504-0205,1,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes,,
,63839,3764490d00225e1b,Want Want Hot & Spicy House,Restaurant,,5728 University Blvd,Vancouver,BC,V6T 1K6,Canada,,,,,,,,,(604) 336-5728,0,,Chinese,$$,DoorDash,,
,63840,2deec75ac382a537,Dragon Yan,Restaurant,,422 Braidwood Ave,Peterborough,ON,K9J 1V8,Canada,Ron,K,Business Owner,Owner,,,2017,,(705) 750-1888,1,dragonyan422@icloud.com,Chinese,$$,Google Analytics; Skip the Dishes; Uber Eats; WooCommerce,,
,63841,2c63ba7c33acf164,Sunshine Chinese Restaurant,Restaurant,,33994 King St,Bluewater,ON,N0M 2T0,Canada,,,,,,,,,(519) 236-8618,0,,Chinese,,,,
,63842,2f2598bd330f3463,Pearl River Kitchen,Restaurant,,3416 Hill Ave,Regina,SK,S4S 0W9,Canada,,,,,,,,,(306) 584-5488,0,,Chinese,$$$,,,
,63843,26978ab5b51338f6,Lucky King,Restaurant,,1134 Cadboro Rd,Ottawa,ON,K1J 7R1,Canada,Nicholas,Xiao,Proprietor,Owner,,,,,(613) 564-9888,1,,Chinese,$,Libro; Menu.ca; Skip the Dishes,Menu.ca,
,63844,26c44810014e5980,Mr.O Grill,Restaurant,,10903 23 Ave NW,Edmonton,AB,T6J 1X3,Canada,Ou,Zheng,Principal,Owner,,,,,(780) 250-0086,1,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63845,2f83f0fc6314010d,Momiji Sushi Restaurant,Restaurant,,1801 Lakeshore Rd W,Mississauga,ON,L5J 1J6,Canada,,,,,,,,,(416) 670-5992,0,,Japanese,$,Uber Eats,,
,63846,32a299e0f69d0868,Main Choice Chinese Restaurant,Restaurant,,13393 72 Ave,Surrey,BC,V3W 2N5,Canada,,,,,,,,,(604) 591-8677,0,,Chinese,$,Apple App Store; DI develop,DI develop,
,63847,2d3f4f4007777e7d,Bobby Chao's,Restaurant,,34 Edgedale Dr NW,Calgary,AB,T3A 2R4,Canada,Gary,Poloz,Principal,Owner,,,,,(403) 207-7840,1,,Vietnamese; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63848,2cd4f618cc88c8f3,Marathon Donuts,Restaurant,,3300 Midland Ave,Toronto,ON,M1V 4A1,Canada,Harvey,Lin,,,,,,,(416) 299-9511,2,marathonteainfo@gmail.com,Chinese,$,DoorDash; Facebook Pixel; GlobalFood; GoDaddy Sites; Oracle GloriaFood; Uber Eats,GlobalFood; Oracle GloriaFood,
,63849,387d148fa6f10053,Sik-Fan-Lah! Dishes By Great Fountain Da Quan,Restaurant,,8 Glen Watford Dr,Toronto,ON,M1S 2C1,Canada,,,,,,,,,(416) 291-6688,0,,Chinese,,Uber Eats,,
,63850,2fc1c0df3d1993e3,Wing's Restaurant,Restaurant,,21 Betts Ave,Yorkton,SK,S3N 1M1,Canada,L. I.,Chit,Proprietor,Owner,,,,,(306) 782-0278,1,,Chinese,$,,,
,63851,2e8ebf1b7cc59bb2,Toshi Sushi,Restaurant,,181 E 16th Ave,Vancouver,BC,V5T 4R2,Canada,Toshi,Saito,President,General,,,,,(604) 874-5173,1,,Japanese,$$,Uber Eats,,
,63852,3017b0af9062c28b,Sushi Story,Restaurant,,612 Head St,Esquimalt,BC,V9A 5S8,Canada,,,,,,,,,(250) 590-2671,0,sushistory.ca@gmail.com,Japanese,$$,Codefusion; Google Analytics,Codefusion,
,63853,275ca874c9979cd8,Wabukuro,Restaurant,,660 Abbott St,Vancouver,BC,V6B 0E1,Canada,,,,,,,,,(236) 520-1515,0,,Japanese,,Uber Eats,,
,63854,289bcc7a46f4dac8,Chop Chop,Restaurant,,771 Dundas St W,Toronto,ON,M6J 1T9,Canada,Eric,Tiao,Principal,Owner,,,,,(613) 394-5050,1,,Chinese,$,Ambassador; Chownow; DoorDash; Skip the Dishes; Uber Eats,Ambassador; Chownow,
,63855,2f1f7ef4c9d75bc0,Sushi California,Restaurant,,1100 Melville St,Vancouver,BC,V6E 4A6,Canada,,,,,,,,,(604) 873-8284,0,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,63856,34ad33652b414c5d,YiFang Fraser,Restaurant,,6281 Fraser St,Vancouver,BC,V5W 3A2,Canada,,,,,,,,,     ,0,,Korean; Japanese; Vietnamese; Chinese; Thai,,Skip the Dishes,,
,63857,3910ee667072469b,Sushi Bar Shyun,Restaurant,,1250 Dominion Ave,Port Coquitlam,BC,V3B 8G7,Canada,,,,,,,,,(604) 944-4411,0,,Japanese,$$,,,
,63858,2d91b307c54414ed,O'Tray,Food Court; Restaurant,,8181 Cambie Rd,Richmond,BC,V6X 3X9,Canada,,,,,,,,,(332) 254-4007,0,,Chinese,$,,,
,63859,30f3ef8df28cc563,Aroma East Indian Cuisine,Restaurant,,7629 38 Ave NW,Edmonton,AB,T6K 3Y7,Canada,A.,Amit,Business Owner,Owner,,,,,(780) 554-6257,1,,Indian; Chinese,,DI develop; Skip the Dishes; Uber Eats,DI develop,
,63860,315d1df10fce465f,Hakka Garden Family Restaurant,Restaurant,,6510 4 St NE,Calgary,AB,T2K 6H2,Canada,,,,,,,,,     ,0,,American; Chinese,,Skip the Dishes,,
,63861,2ee49501a4594b85,Miyagi Sushi,Restaurant,,8556 120 St,Surrey,BC,V3W 3N5,Canada,,,,,miyakaei29@gmail.com,,2016,,(604) 590-6838,0,miyakaei29@gmail.com,Japanese,$,BC Restaurants; DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,63862,267466bcee09bfac,Sushi Nami Royale,Restaurant,,159 Hector Gate,Halifax,NS,B3B 0E5,Canada,L. I.,Sara,General Manager,Operations,,,,,(902) 481-9081,1,bedfordhwy@sushinami.ca,Japanese,$$,SinglePlatform; Skip the Dishes,,
,63863,2cdb4b7c75b92a01,7 BAO Chinese Cuisine,Cafe; Restaurant,,79 Davis St E,Quinte West,ON,K8V 4K9,Canada,,,,,7baochinese@gmail.com,,,,(613) 701-1070,0,7baochinese@gmail.com,Chinese,$$,,,
,63864,2225bc2708712d0c,Wonder Wok,Restaurant,,1011 Wyandotte St W,Windsor,ON,N9A 5Y6,Canada,,,,,,,,,(519) 256-9542,0,,Chinese,,,,
,63865,2b119b047e236e73,Bill's Peking House,Restaurant,,16061 MacLeod Trl SE,Calgary,AB,T2Y 3S5,Canada,,,,,,,,,(403) 278-3338,0,,Chinese,$$,DoorDash; Skip the Dishes; UEAT; Uber Eats,UEAT,
,63866,2b636ce452b5708f,Takedon Ottawa,Restaurant,,1101 Prince of Wales Dr,Ottawa,ON,K2C 3W7,Canada,,,,,,,,,(613) 422-8866,0,,Korean; Japanese; Vietnamese; Chinese; Thai,$$,DoorDash; Skip the Dishes; Square; Uber Eats; Weebly,Square,Square
,63867,2ab73e7563059a71,Yu Xiang Yuan Restaurant,Restaurant,,6591 Fraser St,Vancouver,BC,V5X 3T4,Canada,Xiang,Zhang,Proprietor,Owner,,,,,(604) 620-1856,2,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63868,290d56fa4d1cc321,MeetRice Noodle,Restaurant,,8580 Alexandra Rd,Richmond,BC,V6X 4B3,Canada,,,,,,,,,(604) 370-0981,0,,Korean; Japanese; Chinese; Thai,$,Skip the Dishes; Uber Eats,,
,63869,34f2b3db08d94d9b,Sunny Dragon Restaurant,Restaurant,,398 Steeles Ave W,Vaughan,ON,L4J 6X3,Canada,Curtis,Hildebrand,Proprietor,Owner,,,,,(905) 707-5550,1,,Chinese,$$,GlobalFood; Oracle GloriaFood; Skip the Dishes; Uber Eats,GlobalFood; Oracle GloriaFood,
,63870,32b616961de799e7,Ma's Sushi,Restaurant,,810 Centennial Blvd,Warman,SK,S0K 4S1,Canada,,,,,,,,,(306) 881-9008,0,,Korean; Japanese; Chinese; Thai,$$,Skip the Dishes; Wix Restaurants,Wix Restaurants,
,63871,2de65f8c2b13a5d7,Ching's Kitchen,Restaurant,,641 Somerset St W,Ottawa,ON,K1R 5K3,Canada,,,,,,,,,(613) 233-6888,0,,Japanese,$$,Libro,,
,63872,340e20f59103d3d9,Panda King,Restaurant,,10211 100 St,Westlock,AB,T7P 2G5,Canada,,,,,,,,,(780) 349-6338,0,,Chinese,$$,,,
,63873,3501036ddb05013a,Momiji Japanese Restaurant,Restaurant,,1801 Lakeshore Rd W,Mississauga,ON,L5J 1J6,Canada,,,,,,,,,(905) 823-8430,0,,Japanese,$$,Skip the Dishes; Wix Restaurants,Wix Restaurants,
,63874,3127735bd73d064a,Minori Japanese Restaurant,Restaurant; Quick Service,,8356 112 St,Delta,BC,V4C 7A2,Canada,Pyengjang,Seo,Proprietor,Owner,,,,,(604) 572-7588,1,,Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats,,
,63875,33b5b0f8a9bec438,China Garden,Restaurant,,33 Young St,New Tecumseth,ON,L9R 1B5,Canada,Jixue,Qiu,Proprietor,Owner,,,,,(705) 435-5300,1,,Chinese,$,,,
,63876,2d1b09777cbcda19,Ebisu Sushi Japanese Restaurant,Restaurant; Quick Service,,2596 McMillan Rd,Abbotsford,BC,V3G 1C4,Canada,Lee,Jung,Proprietor,Owner,,,,,(604) 504-0205,1,,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes,,
,63877,3653ad5c452b4457,Providential 9,Restaurant,,8425 Woodbine Ave,Markham,ON,L3R 2P4,Canada,,,,,info@providential9.com,,,,(905) 305-1338,0,info@providential9.com,Cantonese; Chinese,$,Snappy; Uber Eats; Wix Restaurants,Snappy; Wix Restaurants,
,63878,387d148fa6f10053,Sik-Fan-Lah! Dishes By Great Fountain Da Quan,Restaurant,,8 Glen Watford Dr,Toronto,ON,M1S 2C1,Canada,,,,,,,,,(416) 291-6688,0,,Chinese,,Uber Eats,,
,63879,2fc1c0df3d1993e3,Wing's Restaurant,Restaurant,,21 Betts Ave,Yorkton,SK,S3N 1M1,Canada,L. I.,Chit,Proprietor,Owner,,,,,(306) 782-0278,1,,Chinese,$,,,
,63880,3a179dc940b4e0aa,Mean Bao,Restaurant,,65 Front St W,Toronto,ON,M5J 1E6,Canada,,,,,meanbaotoronto@gmail.com,,,,(647) 493-1438,0,meanbaotoronto@gmail.com,Chinese,,Google Analytics; Ritual; TouchBistro; Weebly,,TouchBistro
,63881,3a919ba721cdf5e2,North Road Sushi & Kitchen,Restaurant,,9928 Lougheed Hwy,Burnaby,BC,V3J 1N3,Canada,,,,,,,,,(604) 558-4811,0,,Korean; Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63882,37478f4afacd2170,Chef Tian,Restaurant,,4711 McClelland Rd,Richmond,BC,V6X 0M5,Canada,,,,,,,,,     ,0,,Chinese,,Skip the Dishes,,
,63883,3371bf22e422aff0,Ho Ho Chinese Restaurant,Restaurant,,64 Van-Horne Ave,Dryden,ON,P8N 2B1,Canada,,,,,,,,,(807) 223-2888,0,,Chinese,$$,,,
,63884,300a682687e3db7c,Momo-Yama Sushi Japanese Cuisine,Restaurant,,3919 Richmond Rd SW,Calgary,AB,T3E 4P2,Canada,Mimwoo,Park,Proprietor,Owner,,,,,(403) 233-0995,1,momoyamayyc@gmail.com,Japanese,$$,DoorDash; GlobalFood; Oracle GloriaFood; Skip the Dishes,GlobalFood; Oracle GloriaFood,
,63885,3984a0622832d4b9,Lin's Restaurant,Restaurant,,106 Centre St,Cabri,SK,S0N 0J0,Canada,,,,,,,,,(306) 587-9018,0,,Chinese,$,,,
,63886,33226bc8b56cb0da,Double Sushi,Restaurant,,2795 Danforth Ave,Toronto,ON,M4C 1M2,Canada,,,,,,,,,(416) 698-2168,0,,Japanese,$$,DoorDash; Opencart; Skip the Dishes; Uber Eats,Opencart,
,63887,2d91b307c54414ed,O'Tray,Food Court; Restaurant,,8181 Cambie Rd,Richmond,BC,V6X 3X9,Canada,,,,,,,,,(332) 254-4007,0,,Chinese,$,,,
,63888,35524b6f4dbc05f0,Oishidesu Ramen Shack,Restaurant,,4928 50 St,Red Deer,AB,T4N 1X7,Canada,,,,,,,,,(403) 307-4903,0,,Japanese,$,Skip the Dishes; Uber Eats,,
,63889,366ac90d3ae97869,Fukuroku Sushi Express,Restaurant,,4651 No 3 Rd,Richmond,BC,V6X 2C3,Canada,,,,,,,,,(604) 279-0922,0,,Japanese,,Uber Eats,,
,63890,377ce1efac8aac77,Sushi Kimu,Restaurant,,6522 4 St NE,Calgary,AB,T2K 6H2,Canada,Davinder,Heer,Proprietor,Owner,,,,,(780) 689-4684,1,,Japanese,$$,Google Analytics,,
,63891,332cb84578d6bea0,Truedan,Restaurant,,2318 Centre St N,Calgary,AB,T2E 2P8,Canada,,,,,,,,,(587) 351-6088,0,,Taiwanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,63892,3a9891b28112784c,Fisherman Lobster King,Restaurant,,2900 Warden Ave,Toronto,ON,M1W 2S8,Canada,,,,,,,,,(416) 756-7273,0,,Cantonese,$$,Google Analytics; Squarespace,,
,63893,3bed7c52b021c46b,Congee Noodle Delight,Restaurant,,88 W Pender St,Vancouver,BC,V6B 6N9,Canada,,,,,,,2015,,(604) 336-3311,0,,Chinese,$,DoorDash; Google Analytics; Squarespace; Uber Eats,,
,63894,41840d3a839b475c,New China Garden,Restaurant,,200 County Court Blvd,Brampton,ON,L6W 4K7,Canada,Phillip,Chun,Proprietor,Owner,,,,,(905) 796-7988,1,info@newchinagarden.ca,Chinese,$$,Google Analytics; Skip the Dishes; Weebly,,
,63895,3619e4f109ea32f9,Kyoto Sushi Japanese Restaurant,Restaurant,,9852 63 Ave NW,Edmonton,AB,T6E 0G6,Canada,Rhea,Zheng,Proprietor,Owner,,,,,(780) 413-6363,1,,Japanese,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,63896,38339a60d6d90885,Sushi Karis,Restaurant,,504 Nelson St,Coquitlam,BC,V3J 7R4,Canada,,,,,,,,,(604) 931-0552,0,,Japanese,$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,63897,32a299e0f69d0868,Main Choice Chinese Restaurant,Restaurant,,13393 72 Ave,Surrey,BC,V3W 2N5,Canada,,,,,,,,,(604) 591-8677,0,,Chinese,$,Apple App Store; DI develop,DI develop,
,63898,3a377c52b757d00b,Diana Restaurant,Restaurant,,388 Centre St,Drumheller,AB,T0J 0Y4,Canada,Kenneth,Mah,President,General,,,,,(403) 823-3030,1,,Chinese,$$,,,
,63899,3e7dab9320f8e6ab,Umi Teriyaki and Sushi,Restaurant,,Tsawwassen First Nation,Delta,BC,V4M 4G9,Canada,,,,,,,,,(604) 382-5088,0,,Japanese,,,,
,63900,444ada94ee9443c9,Choy's Chinese Restaurant,Restaurant,,118 Guelph St,Halton Hills,ON,L7G 4A3,Canada,Janice,Lei,Proprietor,Owner,,,,,(905) 873-9688,1,,Chinese,$,,,
,63901,3a2d51cd8e1e2e31,BB's Teriyaki Grill - 3rd Avenue,Restaurant,,1111 3rd Ave,Prince George,BC,V2L 3E4,Canada,,,,,,,,,(010) 101-0101,0,,Japanese,$,Ritual; Toast Marketplace,,
,63902,40cf558d97879e2a,Momo Sushi,Restaurant,,377 Bernard Ave,Kelowna,BC,V1Y 6N6,Canada,Joseph,Lee,Principal,Owner,,,,,(250) 763-1030,1,kelowna9191@hotmail.com,Japanese,$$,DoorDash; GlobalFood; Google Analytics; Oracle GloriaFood; Skip the Dishes; The Order Guys; Uber Eats,GlobalFood; Oracle GloriaFood; The Order Guys,
,63903,3dfe1b66a929c406,Bamboo Inn,Restaurant,,1800 Tranquille Rd,Kamloops,BC,V2B 3L9,Canada,C. L. I.,Cosmo,President,General,,,,,(250) 376-3386,2,waikecp@hotmail.com,Chinese,$,Google Analytics; Weebly,,
,63904,46f4ef83a4825c69,The ZEN,Restaurant,,619 Kingston Rd W,Ajax,ON,L1S 6L8,Canada,,,,,,,,,(905) 239-1033,0,info@thezenrestaurant.ca,Caribbean; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,63905,38bdf181af1eb4d6,The Great Mongolian BBQ,Restaurant,,Lougheed Hwy,Maple Ridge,BC,V2X 2V5,Canada,,,,,,,,,(604) 380-4467,0,,Japanese,$,Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,63906,435b711b066c345b,Asuka Japanese Cuisine,Restaurant,,825 Talbot St,St Thomas,ON,N5P 1E4,Canada,,,,,,,,,(519) 207-8888,0,,Japanese,$$,,,
,63907,4558bf7b83e789ec,Chinese Flavor,Restaurant; Quick Service,,108 Riverstone Rdg,Wood Buffalo,AB,T9K 1S6,Canada,,,,,,,,,(780) 750-7789,0,,Chinese,$$,DI develop; DoorDash; Uber Eats,DI develop,
