Snowball Map,Map Correction,Last Activity Date,Mobile - Primary,Business Phone,Company / Account,First Name,Last Name,Email,Street,Zip/Postal Code,City,State/Province,Country
62824,46324,1/13/2023,,(419) 523-2228,CHINA GARDEN,,CHINA GARDEN,,1486 N PERRY ST,45875,OTTAWA,OH,USA
62823,46323,1/13/2023,,(419) 634-9388,CHINA KING - Permanently closed,,CHINA KING,,125 S MAIN ST,45810,ADA,OH,USA
62822,45891,1/19/2023,,(610) 444-5989,CHINA GARDEN RESTAURANT,,CHINA GARDEN RESTAURANT,,826 E BALTIMORE PIKE,19348,KENNETT SQUARE,PA,USA
62821,46142,1/16/2023,,(205) 987-8788,PEKING WOK,,PEKING WOK,,3421 S SHADES CREST RD # 101,35244,HOOVER,AL,USA
62820,,2/14/2023,,(205) 985-3145,MANCHU WOK,,MANCHU WOK,,2000 GALLERIA CIR,35244,BIRMINGHAM,AL,USA
62819,,2/14/2023,,(205) 995-2228,NEW CHINA RESTAURANT,,NEW CHINA RESTAURANT,,5361 US-280 #104,35242,BIRMINGHAM,AL,USA
62818,46164,2/14/2023,,(931) 684-0190,NEW CENTURY BUFFET,,NEW CENTURY BUFFET,,510 MADISON ST,37160,SHELBYVILLE,TN,USA
62817,46266,2/24/2023,,(419) 843-2888,MAGIC WOK,,MAGIC WOK,,5145 MONROE ST,43623,TOLEDO,OH,USA
62816,46264,2/23/2023,,(419) 690-8000,CHINA ONE BUFFET,,CHINA ONE BUFFET,,3040 NAVARRE AVE,43616,OREGON,OH,USA
62815,45731,12/8/2022,,(201) 319-1055,Taste Of China,,Taste Of China,,101 48th St,7087,Union City,NJ,USA
62814,46263,2/23/2023,,(419) 335-8866,CHINA HOUSE,,CHINA HOUSE,,1220 N SHOOP AVE,43567,WAUSEON,OH,USA
62813,46374,3/10/2023,,(563) 288-6943,China Garden Inc,,China Garden Inc,,2016 Cedar Plaza Dr Ste 3,52761,Muscatine,IA,USA
62812,46373,3/10/2023,,(641) 683-8229,China Star Buffet,,China Star Buffet,,1105 N Quincy Ave,52501,Ottumwa,IA,USA
62811,46372,2/23/2023,,(641) 856-5388,JING JING CHINESE RESTAURANT,,JING JING CHINESE RESTAURANT,,717 1/2 N 18TH ST,52544,CENTERVILLE,IA,USA
62810,46509,1/23/2023,,(971) 255-4564,MEE DEE LLC,,MEE DEE LLC,,2731 N KILLINGSWORTH ST,97217,PORTLAND,OR,USA
62809,45660,11/1/2022,(413) 448-2648,(413) 448-2648,Amazing Pavilion Chinese Restaurant,,Amazing Pavilion Chinese Restaurant,,88 North St,1201,Pittsfield,MA,USA
62808,45659,11/3/2022,CNA,(413) 732-0741,5·25,,Bamboo House,,676 Belmont Ave,1108,Springfield,MA,USA
62807,,4/10/2023,,(978) 373-6947,PEKING GARDEN,,PEKING GARDEN,,159 WINTER ST,1830,HAVERHILL,MA,USA
62806,45674,4/10/2023,,(978) 957-2302,LO KAI RESTAURANT,,LO KAI RESTAURANT,,1655 LAKEVIEW AVE,1826,DRACUT,MA,USA
62805,45822,4/13/2023,,(718) 454-9230,Peking House,,Peking House,,18523 Union Tpke,11366,Fresh Meadows,NY,USA
62804,45805,1/27/2023,,(718) 272-3175,Bamboo Garden,,Bamboo Garden,,9501 Avenue L Ste 1,11236,Brooklyn,NY,USA
62803,46461,12/12/2022,,(956) 793-8596,CHINESE EXPRESS,,CHINESE EXPRESS,,407 W OCEAN BLVD,78566,LOS FRESNOS,TX,USA
62802,45662,3/17/2023,,(978) 630-1535,YEN YEN,,YEN YEN,,42 PEARSON BLVD,1440,GARDNER,MA,USA
62801,46259,1/13/2023,,(614) 232-8888,Koco Asian foods,,Koco Asian foods,,700 Children's Dr,43205,Columbus,OH,USA
62800,,2/27/2023,,(770) 498-3898,Big Joy Chinese Restaurant,,Big Joy Chinese Restaurant,,1580 E Park Place Blvd Ste D,30087,Stone Mountain,GA,USA
62799,46034,2/19/2023,,(678) 305-1188,Tokyo Japanese Steak House,,Tokyo Japanese Steak House,,4624 Camp Highland Rd SE,30082,Smyrna,GA,USA
62798,46033,2/19/2023,,(678) 352-9937,Tokyo Bay Japanese Buffet,,Tokyo Bay Japanese Buffet,,925 Holcomb Bridge Rd,30076,Roswell,GA,USA
62797,45673,3/21/2023,,(978) 685-9688,China Buffet,,China Buffet,,436 S Broadway #10,1844,Methuen,MA,USA
62796,45672,4/13/2023,,(508) 251-0518,Up to Me Thai Asian & Ramen,,Up to Me Thai Asian & Ramen,uptomethaikitchen@gmail.com,547 Boston Post Rd E #6,1752,Marlborough,MA,USA
62795,45692,11/2/2022,NO,(508) 997-8888,Azuma Asian Bistro,,Azuma Asian Bistro,,466 State Rd,2747,Dartmouth,MA,USA
62794,45671,11/1/2022,(508) 861-7780,(508) 861-7780,Ashland Ale House,,Ashland Ale House,,23 Pond St,1721,Ashland,MA,USA
62793,46287,2/23/2023,,(330) 833-2221,NEW HOME SING,,NEW HOME SING,,240 FEDERAL AVE NW,44647,MASSILLON,OH,USA
62792,45982,1/25/2023,,(704) 853-2288,DYNASTY BUFFET,,DYNASTY BUFFET,,2900 E FRANKLIN BLVD,28056,GASTONIA,NC,USA
62791,45965,1/23/2023,,(336) 885-8868,DRAGON WOK CHINESE RESTAURANT,,DRAGON WOK CHINESE RESTAURANT,,1589 SKEET CLUB RD #130,27265,HIGH POINT,NC,USA
62790,46486,12/19/2022,,(520) 623-8891,Lins Grand Buffet,,Lins Grand Buffet,,1068 E Tucson Marketplace Blvd,85713,Tucson,AZ,USA
62789,,3/5/2023,,(847) 548-8882,Tang's Chinese Restaurant,,Tang's Chinese Restaurant,,111 US-45,60030,Grayslake,IL,USA
62788,46233,11/1/2022,invalid,(859) 309-3305,OSHIMI SUSHI,,OSHIMI SUSHI,,1093 S BROADWAY STE 1150,40504,LEXINGTON,KY,USA
62787,46228,11/1/2022,(502) 570-9907,(502) 570-9907,NEW THAI GARDEN INC,,NEW THAI GARDEN INC,,221 N BROADWAY ST,40324,GEORGETOWN,KY,USA
62786,46246,11/1/2022,(270) 557-7269,(270) 557-7269,THAI US RESTAURANT,,THAI US RESTAURANT,,3592 LONE OAK RD,42003,PADUCAH,KY,USA
62785,46424,2/26/2023,,(405) 285-8484,Sushi Bar,,Sushi Bar,,1201 NW 178th St Ste 123,73012,Edmond,OK,USA
62784,46436,2/22/2023,,(580) 208-2686,LIN CUISINE,,LIN CUISINE,,1810 SE WASHINGTON ST,74745,IDABEL,OK,USA
62783,46435,2/26/2023,,(580) 765-6716,HUNAN CHINESE RESTAURANT,,HUNAN CHINESE RESTAURANT,,2800 N 5TH ST,74601,PONCA CITY,OK,USA
62782,46434,2/26/2023,,(918) 423-8337,EAST GOURMET RESTAURANT,,EAST GOURMET RESTAURANT,,621 S GEORGE NIGH EXPY,74501,MCALESTER,OK,USA
62781,,11/3/2022,,(617) 859-3925,BEIJING CAFE,,BEIJING CAFE,,728 COMMONWEALTH AVENUE,2215,BOSTON,MA,USA
62780,45691,11/1/2022,(508) 678-8881,(508) 678-8881,ASIAN BUFFET,,ASIAN BUFFET,,182 SLADES FERRY AVE,2726,SOMERSET,MA,USA
62779,46304,3/10/2023,(513) 624-8866,(513) 624-8866,1ST WOK,,1ST WOK,,7735 FIVE MILE RD,45230,CINCINNATI,OH,USA
62778,45804,2/21/2023,,(718) 438-2576,CHINA GLATT INC,,CHINA GLATT INC,,4413 13TH AVE,11219,BROOKLYN,NY,USA
62777,45858,2/20/2023,,(315) 864-3325,BLACK RICE SSHI THAI CSINE - H,,BLACK RICE SSHI THAI CSINE - H,,675 BLEECKER ST,13501,UTICA,NY,USA
62776,45821,2/22/2023,,(347) 379-3062,GRANDMA SUM INCORPORATED,,GRANDMA SUM INCORPORATED,,4024 COLLEGE POINT BLVD,11354,FLUSHING,NY,USA
62775,,2/20/2023,,(585) 434-7575,CALIFORNIA ROLLIN II EX INC,,CALIFORNIA ROLLIN II EX INC,,695 PARK AVE,14607,ROCHESTER,NY,USA
62774,46488,2/10/2023,,(505) 271-8700,YUMMI HOUSE CHINESE CUISINE,,YUMMI HOUSE CHINESE CUISINE,,1404 EUBANK BLVD NE,87112,ALBUQUERQUE,NM,USA
62773,46490,2/10/2023,,(575) 630-1120,YEE'S,,YEE'S,,633 SUDDERTH DR,88345,RUIDOSO,NM,USA
62772,46046,3/2/2023,,(770) 838-0036,NEW CHINA,,NEW CHINA,,525 BANKHEAD HWY,30117,CARROLLTON,GA,USA
62771,46045,2/28/2023,,(678) 493-5888,CHINA STAR,,CHINA STAR,,2060 CUMMING HWY,30114,CANTON,GA,USA
62770,46044,2/27/2023,,(678) 574-0848,CHINA CHEF,,CHINA CHEF,,3305 ACWORTH OAKS DR,30101,ACWORTH,GA,USA
62769,46303,2/23/2023,,(513) 272-8555,CHINA ONE - Permanently closed,,CHINA ONE,,3972 RED BANK RD,45227,CINCINNATI,OH,USA
62768,,2/24/2023,,(513) 723-1999,KING WOK,,KING WOK,,203 W MCMILLAN ST # A,45219,CINCINNATI,OH,USA
62767,46295,4/5/2023,,(513) 797-0444,PEKING HOUSE,,PEKING HOUSE,,1761 E OHIO PIKE,45102,AMELIA,OH,USA
62766,46291,2/23/2023,,(937) 748-8200,NEW YOUNG CHOW,,NEW YOUNG CHOW,,232 W CENTRAL AVE,45066,SPRINGBORO,OH,USA
62765,46290,2/24/2023,,(513) 360-0388,LUCKY BAMBOO,,LUCKY BAMBOO,,3241 HERITAGE GREEN DR,45050,MONROE,OH,USA
62764,45778,4/12/2023,,(718) 681-9742,Red House Chinese Restaurant,,Red House Chinese Restaurant,,1229 Franklin Ave Frnt A,10456,Bronx,NY,USA
62763,46224,11/1/2022,NO,(502) 618-1781,AJI SUSHI AND ASIAN CUISINE,,AJI SUSHI AND ASIAN CUISINE,,5610 OUTER LOOP,40219,LOUISVILLE,KY,USA
62762,46249,11/1/2022,(270) 766-1408,(270) 766-1408,2 B THAI,,2 B THAI,,3040 RING RD STE 102,42701,ELIZABETHTOWN,KY,USA
62761,46238,11/1/2022,NO,(859) 307-4466,3 LADIES THAI CUISINE LLC,,3 LADIES THAI CUISINE LLC,,1035 VANDERCAR WAY,41042,FLORENCE,KY,USA
62760,46227,11/1/2022,(859) 272-0020,(859) 272-0020,ASUKA STEAK HOUSE,,ASUKA STEAK HOUSE,,360 E BRANNON RD,40356,NICHOLASVILLE,KY,USA
62759,46232,11/1/2022,(859) 264-0686,(859) 264-0686,BDS MONGOLIAN GRILL,,BDS MONGOLIAN GRILL,,2309 SIR BARTON WAY,40509,LEXINGTON,KY,USA
62758,46231,12/19/2022,(859) 226-9711,(859) 226-9711,BANGKOK HOUSE,,BANGKOK HOUSE,,275 AVENUE OF CHAMPIONS,40508,LEXINGTON,KY,USA
62757,46032,3/2/2023,,(770) 413-0025,MAIN MOON CHINESE RESTAURANT,,MAIN MOON CHINESE RESTAURANT,,5765 ROCKBRIDGE RD SW,30087,STONE MOUNTAIN,GA,USA
62756,45767,2/17/2023,,(718) 948-6075,Airang Hibachi Steakhouse,,Airang Hibachi Steakhouse,,3980 Amboy Rd,10308,Staten Island,NY,USA
62755,,1/23/2023,(804) 732-6441,(804) 732-6441,CANTON RESTAURANT INC,,CANTON RESTAURANT INC,,950 S SYCAMORE ST APT C,23803,PETERSBURG,VA,USA
62754,46175,2/10/2023,,(423) 305-1087,FORBIDDEN CITY RESTAURANT,,FORBIDDEN CITY RESTAURANT,,2273 GUNBARREL RD,37421,CHATTANOOGA,TN,USA
62753,46396,3/20/2023,,(630) 789-5888,DAO INC,,DAO INC,,200 BURR RIDGE PKWY,60527,WILLOWBROOK,IL,USA
62752,45690,11/2/2022,NO,(508) 771-1338,BANGKOK CUISINE HYANNIS INC,,BANGKOK CUISINE HYANNIS INC,,20 INDEPENDENCE DR,2601,HYANNIS,MA,USA
62751,,1/23/2023,(202) 966-1942,(202) 966-1942,CHALINS RESTAURANT,,CHALINS RESTAURANT,,1478 CARRINGTON RIDGE LN,22182,VIENNA,VA,USA
62750,45933,3/2/2023,,(540) 450-8691,CHOP STICK CAFE LLC,,CHOP STICK CAFE LLC,,207 N KENT ST,22601,WINCHESTER,VA,USA
62749,45919,1/23/2023,(703) 865-0000,(703) 865-0000,BUSABA,,BUSABA,,11270 JAMES SWART CIR,22030,FAIRFAX,VA,USA
62748,46191,2/17/2023,,(731) 642-7778,Oishii Japanese Hibachi and Super Buffet,,Oishii Japanese Hibachi and Super Buffet,,1055 MINERAL WELLS AVE,38242,PARIS,TN,USA
62747,46186,2/16/2023,,(865) 521-6555,HIBACHI FACTORY CUMBERLAND AVE,,HIBACHI FACTORY CUMBERLAND AVE,,1815 CUMBERLAND AVE,37916,KNOXVILLE,TN,USA
62746,46193,2/16/2023,,(731) 660-7070,HIBACHI GRILL OF JACKSON INC,,HIBACHI GRILL OF JACKSON INC,,105 STONEBROOK PL STE B,38305,JACKSON,TN,USA
62745,,2/10/2023,,(931) 473-1188,CHINA WOK RESTAURANT,,CHINA WOK RESTAURANT,,231 NORTHGATE DR STE 262,37110,MCMINNVILLE,TN,USA
62744,,2/15/2023,,(931) 796-8886,RONG GARDEN,,RONG GARDEN,,22 N PARK ST,38462,HOHENWALD,TN,USA
62743,45742,2/15/2023,,(609) 729-2272,PANDA HOUSE,,PANDA HOUSE,,3108 PACIFIC AVE,8260,WILDWOOD,NJ,USA
62742,,4/4/2023,(646) 505-7918,(609) 242-1232,Pan Asia Restaurant,,Pan Asia Restaurant,,416 S Main St Ste 3,8731,Forked River,NJ,USA
62741,46223,2/15/2023,,(502) 891-0388,PEKING CITY EXPRESS CHINESE CUISINE,,PEKING CITY EXPRESS CHINESE CUISINE,,4000 DUTCHMANS LN,40207,LOUISVILLE,KY,USA
62740,46433,2/26/2023,,(918) 485-3888,East China,,East China,,415 S Dewey Ave,74467,Wagoner,OK,USA
62739,46431,11/14/2022,,(918) 307-1688,Beijing Gourmet,,Beijing Gourmet,,8228 E 61st St Ste 112,74133,Tulsa,OK,USA
62738,,2/26/2023,,(580) 338-7664,New Dragon Restaurant,,New Dragon Restaurant,,626 E Highway 54,73942,Guymon,OK,USA
62737,,2/27/2023,,(404) 756-9040,CHINA CAFETERIA,,CHINA CAFETERIA,,609 CASCADE AVE SW,30310,ATLANTA,GA,USA
62736,46051,2/28/2023,,(770) 603-9839,CHINA KING,,CHINA KING,,2031 MT ZION RD,30260,MORROW,GA,USA
62735,46050,3/2/2023,,(770) 957-0688,HONG KONG CAFE,,HONG KONG CAFE,,1824 JONESBORO RD,30253,MCDONOUGH,GA,USA
62734,,2/27/2023,,(770) 288-2389,CHINA HOUSE,,CHINA HOUSE,,2174 GA-20,30253,MCDONOUGH,GA,USA
62733,,2/27/2023,,(770) 964-0099,CHINA HOUSE,,CHINA HOUSE,,17 SW BROAD ST,30213,FAIRBURN,GA,USA
62732,,2/27/2023,,(706) 291-2499,CHINA CITY RESTAURANT,,CHINA CITY RESTAURANT,,1803 MARTHA BERRY BLVD NE #1,30165,ROME,GA,USA
62731,,2/16/2023,(952) 896-3606,(952) 226-4300,LEEANN CHIN,,LEEANN CHIN,,14140 STATE HWY 13,55378,SAVAGE,MN,USA
62730,46366,12/26/2022,,(989) 354-7715,CHEE PENG CHINESE RESTAURANT,,CHEE PENG CHINESE RESTAURANT,,1237 US-23,49707,ALPENA,MI,USA
62729,46341,2/16/2023,,(812) 897-8815,CHINA STAR,,CHINA STAR,,966 W MAIN ST,47601,BOONVILLE,IN,USA
62728,46339,12/12/2022,,(812) 380-0388,CHINA WOK,,CHINA WOK,,808 MAIN ST,47567,PETERSBURG,IN,USA
62727,46338,12/12/2022,,(812) 828-1113,CHINA WOK,,CHINA WOK,,641 W MORGAN ST,47460,SPENCER,IN,USA
62726,46337,12/12/2022,,(812) 847-1988,CHINA SEA RESTAURANT,,CHINA SEA RESTAURANT,,1600 A ST NE # 11,47441,LINTON,IN,USA
62725,45882,3/22/2023,,(215) 855-6888,Hibachi Grill Buffet Llc,,Hibachi Grill Buffet Llc,,675 Bethlehem Pike,18936,Montgomeryville,PA,USA
62724,46195,1/24/2023,,(931) 526-9388,A TASTE OF CHINA,,A TASTE OF CHINA,,1068 N WASHINGTON AVE,38501,COOKEVILLE,TN,USA
62723,46154,2/10/2023,,(615) 859-7890,88 KITCHEN,,88 KITCHEN,,909 RIVERGATE PKWY,37072,GOODLETTSVILLE,TN,USA
62722,,2/19/2023,,(615) 851-1168,RICE BOX,,RICE BOX,,119 NORTHCREEK BLVD,37072,GOODLETTSVILLE,TN,USA
62721,46163,2/21/2023,,(615) 895-2220,Koji Express Japanese Grill - West,,Koji Express Japanese Grill - West,,3284 FRANKLIN RD STE A,37128,MURFREESBORO,TN,USA
62720,46170,2/21/2023,,(615) 353-9411,GOLDEN THAI INC,,GOLDEN THAI INC,,73 WHITE BRIDGE PIKE,37205,NASHVILLE,TN,USA
62719,46178,2/8/2023,,(865) 457-5301,CHINA INN,,CHINA INN,,1115 N CG SEIVERS BLVD,37716,CLINTON,TN,USA
62718,,1/12/2023,(414) 241-0248,(414) 535-8888,NO 1 CHINESE RESTAURNT,,Mr.黄,,7512 W APPLETON AVE,53216,MILWAUKEE,WI,USA
62717,46376,3/15/2023,,(920) 648-6350,MING'S GARDEN,,MING'S GARDEN,,113 W LAKE ST,53551,LAKE MILLS,WI,USA
62716,45681,3/5/2023,,(617) 482-3332,Peach Farm,,Peach Farm,,4 Tyler St,2111,Boston,MA,USA
62715,46302,1/20/2023,,(513) 474-0080,SIZZLING WOK,,SIZZLING WOK,,8257 BEECHMONT AVE,45255,CINCINNATI,OH,USA
62714,,2/12/2023,,(615) 717-3338,CHINA PAN,,CHINA PAN,,5353 MT VIEW RD,37013,ANTIOCH,TN,USA
62713,46194,2/10/2023,,(931) 484-9155,CHINA KING,,CHINA KING,,195 HIGHLAND SQUARE,38555,CROSSVILLE,TN,USA
62712,46192,2/8/2023,,(731) 645-9188,CHINA KING,,CHINA KING,,117 W COURT AVE,38375,SELMER,TN,USA
62711,,2/7/2023,,(865) 457-5331,CHINA INN RESTAURANT,,CHINA INN RESTAURANT,,1115 N CHARLES G SEIVERS BLVD,37716,CLINTON,TN,USA
62710,,1/26/2023,,(615) 215-9000,CHINA GARDEN,,CHINA GARDEN,,130 WALMART DR STE 100,37166,SMITHVILLE,TN,USA
62709,46174,1/27/2023,,(423) 265-1522,CHINA CAFETERIA,,CHINA CAFETERIA,,511 MARKET ST,37402,CHATTANOOGA,TN,USA
62708,46301,2/23/2023,,(513) 530-0808,JADE KITCHEN - Permanently closed,,JADE KITCHEN,,11152 KENWOOD RD,45242,CINCINNATI,OH,USA
62707,46300,3/15/2023,,(513) 522-2212,CHINA CHEF,,CHINA CHEF,,8034 COLERAIN AVE,45239,CINCINNATI,OH,USA
62706,46419,11/8/2022,,(308) 338-8858,NEW CHINA EXPRESS,,NEW CHINA EXPRESS,,1304 W 24TH ST,68845,KEARNEY,NE,USA
62705,,11/8/2022,,(402) 426-8808,MANDARIN HOUSE,,MANDARIN HOUSE,,1283 US-30,68008,BLAIR,NE,USA
62704,46237,12/27/2022,,(859) 823-2888,HAPPY DRAGON,,HAPPY DRAGON,,73 BROADWAY ST,41035,DRY RIDGE,KY,USA
62703,46236,11/1/2022,(859) 234-8008,(859) 234-8008,ASIAN GARDEN,,ASIAN GARDEN,,1094 US Highway 27,41031,Cynthiana,KY,USA
62702,46299,2/23/2023,,(513) 772-6069,JADE BUFFET,,JADE BUFFET,,11499 PRINCETON PIKE,45246,CINCINNATI,OH,USA
62701,46255,2/23/2023,,(614) 777-0835,JOEY CHANGS CHINESE & THAI RE,,JOEY CHANGS CHINESE & THAI RE,,3799 RIDGE MILL DR,43026,HILLIARD,OH,USA
62700,45792,4/6/2023,,(718) 392-7889,SPICE,,SPICE,,4745 VERNON BLVD,11101,LONG ISLAND CITY,NY,USA
62699,45986,1/24/2023,,(704) 510-5081,HOUSE OF LENG,,HOUSE OF LENG,,2712 W MALLARD CREEK CHURCH RD #430,28262,CHARLOTTE,NC,USA
62698,45989,1/24/2023,,(910) 592-0282,HONG KONG CITY RESTAURANT,,HONG KONG CITY RESTAURANT,,1236 SUNSET AVE,28328,CLINTON,NC,USA
62697,46066,4/13/2023,,(478) 454-3449,CHINA GARDEN,,CHINA GARDEN,,1948 N COLUMBIA ST,31061,MILLEDGEVILLE,GA,USA
62696,46062,2/10/2023,,(706) 723-1003,TOP CHINA A,,TOP CHINA A,,3118 WILLIAM FEW PKWY UNIT 2,30809,EVANS,GA,USA
62695,46499,11/1/2022,(775) 622-8825,(775) 622-8825,Aloha Shack,,Aloha Shack NQ,,8798 N Red Rock Rd #201,89508,Reno,NV,USA
62694,,2/8/2023,,(706) 562-0868,CHINA CAFE,,CHINA CAFE,,4231 MACON RD,31907,COLUMBUS,GA,USA
62693,,4/12/2023,(718) 688-9933,(256) 828-7818,Sakura Cafe,,Ms 王,,12835 US-231,35750,Hazel Green,AL,USA
62692,46496,11/1/2022,(702) 547-3999,(702) 547-3999,AYCE sushi & asian fusion,,AYCE sushi & asian fusion,,4141 S Pecos Rd,89121,Las Vegas,NV,USA
62691,46495,3/23/2023,,(702) 778-3018,Yum Cha Restaurant,,Yum Cha Restaurant,,4945 W Tropicana Ave,89103,Las Vegas,NV,USA
62690,45745,1/20/2023,,(908) 526-8888,Canton Palace,,Canton Palace,,216 W Main St Ste A,8876,Somerville,NJ,USA
62689,46070,2/10/2023,,(912) 265-2727,WOK N ROLL,,WOK N ROLL,,5701 ALTAMA AVE # 5,31525,BRUNSWICK,GA,USA
62688,,1/19/2023,,(731) 587-8882,DRAGON BUFFET,,DRAGON BUFFET,,165 UNIVERSITY PLAZA DR,38237,MARTIN,TN,USA
62687,46153,2/14/2023,,(615) 595-9780,CHING ASIAN BISTRO,,CHING ASIAN BISTRO,,188 FRONT ST #104,37064,FRANKLIN,TN,USA
62686,45783,1/18/2023,,(914) 835-1078,Momiji Japanese Restaurant,,Momiji Japanese Restaurant,,261 Halstead Ave Ste 2,10528,Harrison,NY,USA
62685,,1/18/2023,,(914) 666-3332,Kicho Co,,Kicho Co,,352 Bedford Rd,10507,Bedford Hills,NY,USA
62684,46143,3/23/2023,,(205) 366-8551,ASUKA ASIAN CUISINE INC,,ASUKA ASIAN CUISINE INC,,1100 SKYLAND BLVD E,35405,TUSCALOOSA,AL,USA
62683,46312,2/23/2023,,(937) 847-1900,HUNAN HOUSE,,HUNAN HOUSE,,1228 E CENTRAL AVE,45342,MIAMISBURG,OH,USA
62682,46311,2/23/2023,,(937) 548-4705,CHINA GARDEN -Permanently closed,,CHINA GARDEN,,1303 WAGNER AVE,45331,GREENVILLE,OH,USA
62681,46310,2/23/2023,,(937) 320-9988,TIMMY'S WOK,,TIMMY'S WOK,,2620 COLONEL GLENN HWY,45324,FAIRBORN,OH,USA
62680,46445,3/22/2023,,(832) 382-2941,COOKING GIRL,,COOKING GIRL,,315 FAIRVIEW AVE,77006,HOUSTON,TX,USA
62679,46448,12/17/2022,(713) 732-4598,(281) 292-1500,HOT WOK,,HOT WOK,,606 RAYFORD RD STE E,77386,SPRING,TX,USA
62678,46141,2/14/2023,,(205) 945-9000,MR WANG'S RESTAURANT,,MR WANG'S RESTAURANT,,217 LAKESHORE PKWY,35209,HOMEWOOD,AL,USA
62677,,2/16/2023,,(205) 251-2373,NEW CHINA TOWN,,NEW CHINA TOWN,,1020 20TH ST S,35205,BIRMINGHAM,AL,USA
62676,46140,1/16/2023,,(256) 775-6999,NEW CHINA,,NEW CHINA,,1720 2ND AVE SW,35055,CULLMAN,AL,USA
62675,46371,2/23/2023,,(319) 653-7359,TASTE OF CHINA,,TASTE OF CHINA,,115 S MARION AVE,52353,WASHINGTON,IA,USA
62674,46321,1/13/2023,,(740) 753-9696,GENERAL WOK,,GENERAL WOK,,707 CHESTNUT ST,45764,NELSONVILLE,OH,USA
62673,46320,1/13/2023,,(740) 574-1855,CHINA WOK,,CHINA WOK,,8308 OHIO RIVER RD,45694,WHEELERSBURG,OH,USA
62672,46319,1/13/2023,,(937) 544-4068,TASTE OF CHINA,,TASTE OF CHINA,,11598 STATE RTE 41,45693,WEST UNION,OH,USA
62671,46318,1/13/2023,,(740) 384-5288,PEKING COOK,,PEKING COOK,,2 PENNSYLVANIA AVE,45692,WELLSTON,OH,USA
62670,,2/9/2023,,(423) 517-8999,FORTUNE HOUSE RESTAURANT,,FORTUNE HOUSE RESTAURANT,,1238 TAFT HWY,37377,SIGNAL MOUNTAIN,TN,USA
62669,46309,2/23/2023,,(937) 836-1054,CHINA PALACE - Permanently closed,,CHINA PALACE,,375 W NATIONAL RD,45322,ENGLEWOOD,OH,USA
62668,,2/22/2023,,(732) 888-3388,XING WOK,,XING WOK,,3040 NJ-35,7730,HAZLET,NJ,USA
62667,45803,4/6/2023,,(718) 368-3668,Hayashi Sushi,,Hayashi Sushi,,2901 Ocean Ave,11235,Brooklyn,NY,USA
62666,45802,1/27/2023,,(718) 836-3083,Bay Sushi New York Inc,,Ms.Tina,,29 Bay Ridge Ave Ste B,11220,Brooklyn,NY,USA
62665,46317,1/13/2023,,(740) 947-7788,CHINA ONE,,CHINA ONE,,202 WAVERLY PLAZA,45690,WAVERLY,OH,USA
62664,46316,1/13/2023,,(740) 286-8526,CHINA GARDEN,,CHINA GARDEN,,548 MAIN ST,45640,JACKSON,OH,USA
62663,46315,1/19/2023,,(937) 323-8892,HUNAN WOK,,HUNAN WOK,,1137 SUNSET AVE,45505,SPRINGFIELD,OH,USA
62662,46369,3/7/2023,,(712) 246-4150,CHINA GATE,,CHINA GATE,,1402 W SHERIDAN AVE,51601,SHENANDOAH,IA,USA
62661,46254,2/23/2023,,(614) 861-4435,JADE'S,,JADE'S,,1304 AIDA DR,43068,REYNOLDSBURG,OH,USA
62660,46253,3/12/2023,(937) 642-9988,(937) 642-9988,ASIAN CAFE,,ASIAN CAFE,,601 COLEMANS CROSSING BLVD,43040,MARYSVILLE,OH,USA
62659,46252,2/23/2023,,(614) 777-8585,GOLDEN CHOPSTICKS,,GOLDEN CHOPSTICKS,,2035 HILLIARD ROME RD,43026,HILLIARD,OH,USA
62658,46279,11/2/2022,,(440) 667-2901,ASIAN CHAO,,ASIAN CHAO,,26300 CEDAR RD STE FC7,44122,BEACHWOOD,OH,USA
62657,46258,2/23/2023,,(614) 824-2168,TAIS SUSHI BAR,,TAIS SUSHI BAR,,1285 W LANE AVE,43221,COLUMBUS,OH,USA
62656,45831,2/17/2023,,(718) 880-1804,AMINA THAI RESTAURANT,,AMINA THAI RESTAURANT,,16922 HILLSIDE AVE,11432,JAMAICA,NY,USA
62655,,2/21/2023,,(718) 268-1668,EAST OCEAN PALACE INCORPORATED,,EAST OCEAN PALACE INCORPORATED,,11315 QUEENS BLVD,11375,FOREST HILLS,NY,USA
62654,46361,4/3/2023,,(231) 796-3818,CHINA ONE BUFFET,,CHINA ONE BUFFET,,15190 ISABELLA DR,49307,BIG RAPIDS,MI,USA
62653,46438,11/23/2022,,(972) 270-8989,CHINA IMPERIAL,,CHINA IMPERIAL,,3301 N TOWN E BLVD # 120,75150,MESQUITE,TX,USA
62652,,2/23/2023,,(740) 389-5678,HOUSE OF HUNAN,,HOUSE OF HUNAN,,1583 MARION-WALDO RD,43302,MARION,OH,USA
62651,46368,3/9/2023,,(641) 752-8282,CHEF KING,,CHEF KING,,29 W MAIN ST,50158,MARSHALLTOWN,IA,USA
62650,46367,3/10/2023,,(515) 432-1765,ASIAN BUFFET,,ASIAN BUFFET,,804 STORY ST,50036,BOONE,IA,USA
62649,46503,1/10/2023,,(951) 808-4545,Maki Yaki Express Ii,,Maki Yaki Express Ii,,635 N Main St Ste B2,92878,Corona,CA,USA
