Exclusion Check,Snowball Map,ID,Name,Business Type,Chain,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions,Cloud Point of Sale System
,59263,63238b494a6102f0,Wok N' Go,Restaurant; Quick Service,,41 Westpark Blvd,Fort Saskatchewan,AB,T8L 4N2,Canada,Lawrence,Eade,General Manager,Operations,,,,,(780) 992-9565,1,info@wokngo.ca,Chinese,,Google Analytics; Skip the Dishes,,
,59264,5d1118cd27e4f31a,Brown Donkatsu,Restaurant,,3235 HWY-7,Markham,ON,L3R 3P3,Canada,,,,,,,,,(905) 944-0990,0,,Korean; Japanese,$$,DoorDash; Uber Eats; Wix Restaurants,Wix Restaurants,
,59265,690d83f44f39ea47,Hilltop Pub,Restaurant; Drinking Place,,8220 106 Ave NW,Edmonton,AB,T6A 1J1,Canada,,,,,,,,,(780) 490-7359,0,,Chinese,$,,,
,59266,627fb35daaced0f9,JiXiang Spicy Pot Cuisine,Restaurant,,22 Northtown Way,Toronto,ON,M2N 7A2,Canada,,,,,,,,,(647) 343-8599,0,,Chinese,,,,
,59267,57666f47f4e9b9d4,Hatsuki Sushi,Restaurant; Quick Service,,424 Tranquille Rd,Kamloops,BC,V2B 3G8,Canada,,,,,hatsukikamloops@gmail.com,,,,(250) 376-8815,0,hatsukikamloops@gmail.com,Korean; Japanese,$$,DI develop; Skip the Dishes,DI develop,
,59268,60f3ad9d714ccc39,Shanghai Lu Restaurant,Restaurant,,705 W Broadway,Vancouver,BC,V5Z 1J5,Canada,,,,,,,,,(604) 873-9147,0,,Chinese,$$,The NAI; Uber Eats; WooCommerce; YourAdChoices,,
,59269,698d69abc6a96fc7,Asian Fiesta Restaurant,Restaurant,,9600 93 Ave,Fort St John,BC,V1J 5Z2,Canada,,,,,,,2017,,(250) 785-0038,0,,Chinese,$$,DI develop; Skip the Dishes,DI develop,
,59270,652444887789d2aa,BBT Cafe,Cafe; Restaurant,,5979 West Blvd,Vancouver,BC,V6M 3X1,Canada,,,,,anniexuxiaoyu@hotmail.com,,,,(604) 266-2195,0,anniexuxiaoyu@hotmail.com,Korean; Japanese; Chinese,$$,DoorDash; Skip the Dishes; Stripe; Uber Eats; WooCommerce,,
,59271,665e90ffb7681610,Kingsway Restaurant,Restaurant,,510 Ferguson Ave,Temiskaming Shores,ON,P0J,Canada,Kim,Yee,Proprietor,Owner,,,,,(705) 672-3400,1,,Chinese,$$,,,
,59272,5941f96713fb67c9,Damecca Lounge,Restaurant,,305 Madison St,Winnipeg,MB,R3J 1H9,Canada,,,,,dameccawpg@gmail.com,,,,(204) 306-1130,0,dameccawpg@gmail.com,American; Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,59273,63a4a74b75fe0b13,Noah's Cafe,Restaurant,,1096 Denman St,Vancouver,BC,V6G 2M8,Canada,,,,,,,,,(604) 559-1096,0,,Japanese,,Square; Weebly,Square,Square
,59274,631b95845bd22525,Niwatei,Restaurant,,3160 Steeles Ave E,Markham,ON,L3R 3Y2,Canada,,,,,,,,,(905) 944-9669,0,niwatei@gmail.com,Japanese,$$,Ritual,,
,59275,62cd141f08e1c183,The Orient Restaurant,Restaurant,,2689 Pandosy St,Kelowna,BC,V1Y 9V9,Canada,Hung,Hui,President,General,,,,,(250) 763-2988,2,,Chinese,$$,,,
,59276,61232bb99f91a0fa,Magic Sushi,Restaurant,,272 McPhillips St,Winnipeg,MB,R3E 2K6,Canada,,,,,,,,,(204) 772-0016,0,,Japanese,$,DoorDash; Skip the Dishes; Uber Eats,,
,59277,600b659ffa285765,CenSai Roll,Restaurant; Quick Service,,7860 Wallace Dr,Central Saanich,BC,V8M 2H8,Canada,,,,,,,,,(778) 426-3369,0,,Japanese,$$,Facebook Pixel,,
,59278,63238b494a6102f0,Wok N' Go,Restaurant; Quick Service,,41 Westpark Blvd,Fort Saskatchewan,AB,T8L 4N2,Canada,Lawrence,Eade,General Manager,Operations,,,,,(780) 992-9565,1,info@wokngo.ca,Chinese,,Google Analytics; Skip the Dishes,,
,59279,5d677819b4c1c417,Chili Dragon Chinese Restaurant,Restaurant,,7245 Canada Way,Burnaby,BC,V5E 3R7,Canada,,,,,,,,,(604) 520-7383,0,,Chinese,,DoorDash; Skip the Dishes; Uber Eats,,
,59280,6644528180a1e193,Legend House,Restaurant,,1169 Pacific St,Coquitlam,BC,V3B 0J1,Canada,Garry,Guan,Business Owner,Owner,guansmb@hotmail.com,,2014,,(604) 475-5222,2,guansmb@hotmail.com,Chinese,$$,DoorDash; Facebook Pixel; Google Analytics; Skip the Dishes; Uber Eats,,
,59281,6d1026a075c95197,Taki Japanese Grill,Restaurant; Quick Service,,115 Roxby Rd,Kelowna,BC,V1X 8A4,Canada,Xuan,Tran,Proprietor,Owner,,,,,(250) 765-8828,1,info@takigrill.com,Japanese,$$,Clover POS; The NAI; YourAdChoices,,Clover POS
,59282,631b95845bd22525,Niwatei,Restaurant,,3160 Steeles Ave E,Markham,ON,L3R 3Y2,Canada,,,,,,,,,(905) 944-9669,0,niwatei@gmail.com,Japanese,$$,Ritual,,
,59283,5941f96713fb67c9,Damecca Lounge,Restaurant,,305 Madison St,Winnipeg,MB,R3J 1H9,Canada,,,,,dameccawpg@gmail.com,,,,(204) 306-1130,0,dameccawpg@gmail.com,American; Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,59284,630d42816a9d3010,Mazz Sushi,Restaurant,,993 Bloor St W,Toronto,ON,M6H 1M1,Canada,,,,,,,,,(416) 536-7631,0,,Japanese,$$,DoorDash; Uber Eats,,
,59285,65889d0307b9ff2f,A Sushi,Restaurant,,4750 Yonge St,Toronto,ON,M2N 0J6,Canada,,,,,,,,,(647) 876-2229,0,,Korean; Japanese; Chinese; Thai,,Skip the Dishes,,
,59286,6566405271920c4f,Jordan Sushi,Restaurant,,1564 Lonsdale Ave,North Vancouver,BC,V7M 2J3,Canada,Jordan,K,Business Owner,Owner,,,2015,,(778) 899-5470,1,jordansushi.lonsdale@gmail.com,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,59287,5e4966d2f2ba8c60,Yunshang Rice Noodle(Mississauga)Yun Shang Mi Xian,Restaurant,,780 Burnhamthorpe Rd W,Mississauga,ON,L5C 3X3,Canada,,,,,,,,,(905) 232-8867,0,,Chinese,$,Uber Eats,,
,59288,6326a6171d69a1f6,Bao Down OV,Restaurant,,115 W 2nd Ave,Vancouver,BC,V5Y 1B8,Canada,,,,,baodownov@gmail.com,,2015,,(604) 620-5226,0,baodownov@gmail.com,Chinese,$$,DI develop; DoorDash; Google Analytics; Skip the Dishes; Tock; Uber Eats,DI develop,
,59289,6bf842e87cceb26d,New Haven - Chinese Food in Bracebridge,Restaurant,,160 Manitoba St,Bracebridge,ON,P1L 1Z9,Canada,,,,,,,,,(705) 645-5481,0,,Chinese,$$,,,
,59290,652444887789d2aa,BBT Cafe,Cafe; Restaurant,,5979 West Blvd,Vancouver,BC,V6M 3X1,Canada,,,,,anniexuxiaoyu@hotmail.com,,,,(604) 266-2195,0,anniexuxiaoyu@hotmail.com,Korean; Japanese; Chinese,$$,DoorDash; Skip the Dishes; Stripe; Uber Eats; WooCommerce,,
,59291,5cef8bde85758ea6,Queensway Noodle House,Restaurant; Quick Service,,672 The Queensway S,Georgina,ON,L4P 2G7,Canada,,,,,,,,,(905) 989-0420,0,,Chinese,$$,,,
,59292,68049512f864bc94,Gong Ting Yu Yan Yang's Fine Chinese Cuisine,Restaurant,,9665 Bayview Ave,Richmond Hill,ON,L4C 9V4,Canada,,,,,,,,,(905) 884-3388,0,,Chinese,$$,Squarespace,,
,59293,6a27dc0f95620eb5,Umami Sushi Langley,Restaurant; Grocery Store,,20202 66 Ave,Langley,BC,V2Y 1P3,Canada,Andy,King,Proprietor,Owner,,,,,(604) 532-8816,1,umami.bc@gmail.com,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,59294,63a4a74b75fe0b13,Noah's Cafe,Restaurant,,1096 Denman St,Vancouver,BC,V6G 2M8,Canada,,,,,,,,,(604) 559-1096,0,,Japanese,,Square; Weebly,Square,Square
,59295,668b461121f2e5ce,Gohyang Restaurant,Restaurant; Ice Cream Shop,,5096 Dundas St W,Toronto,ON,M9A 1C2,Canada,Seong,Kim,Partner,Owner,,,2016,,(416) 231-6660,3,,Korean; Japanese; Chinese; Thai,$$,DoorDash; SinglePlatform; Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants,
,59296,6d0a8bc443d63420,Kinjo Express,Restaurant,,7 Mahogany Plz SE,Calgary,AB,T3M 2P8,Canada,,,,,,,,,(587) 471-9997,0,,Japanese,,Skip the Dishes,,
,59297,6bfe5e8885cd1184,John Wong's Chinese Restaurant,Restaurant,,8413 Elbow Dr SW,Calgary,AB,T2V 1K8,Canada,,,,,,,,,(403) 259-3853,0,,Chinese,$,DI develop; Skip the Dishes,DI develop,
,59298,6b8e105e99b96fd6,Honjin Ramen,Restaurant,,228 Schoolhouse St,Coquitlam,BC,V3K 6V7,Canada,,,,,honjinramen@gmail.com,,,,(604) 553-7960,0,honjinramen@gmail.com,Japanese,$,Skip the Dishes,,
,59299,69911b5c57858896,C&T Fried Chicken,Restaurant,,2445 Burrard St,Vancouver,BC,V6J 3J3,Canada,,,,,,,,,(604) 423-5993,0,,American; Chinese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,59300,5d8a742bc2dd9679,Kiu Japanese Restaurant,Restaurant,,169 Enterprise Dr,Markham,ON,L6G 0E7,Canada,Albert,Ang,Business Co-Owner,Owner,,,2016,,(905) 513-6368,3,kiucanada@gmail.com,Japanese,$$,Popmenu; Ritual; SevenRooms,Popmenu,
,59301,756cbe3cf7f67860,Kuro Sushi,Restaurant,,344 Main St,Shediac,NB,E4P 2E8,Canada,,,,,kurosushi.shediac@gmail.com,,,,(506) 351-1155,0,kurosushi.shediac@gmail.com,Japanese,$$,,,
,59302,65caed6380228009,Applause Japanese Restaurant,Restaurant,,8269 Oak St,Vancouver,BC,V6P 4A8,Canada,Sanne,Cuo,Partner,Owner,,,,,(604) 263-8968,2,applausejprestaurant@gmail.com,Japanese,$$,DoorDash; Google Analytics; Uber Eats,,
,59303,6b68df52e1e4bcc3,M Cafe,Cafe; Restaurant,,2773 Barnet Hwy,Coquitlam,BC,V3B 1C2,Canada,,,,,mcafecoq@gmail.com,,,,(604) 474-2773,0,mcafecoq@gmail.com,Cantonese; Chinese,$$,Apple App Store; DoorDash; Qooway; Skip the Dishes; Uber Eats; Weebly; WooCommerce,Qooway,
,59304,742caa0792fc323d,Hello Saigon Restaurant Ltd,Restaurant,,1043 Devonshire Dr,Regina,SK,S4X 2X4,Canada,,,,,duc.hellosaigon@outlook.com,,,,(306) 525-3979,0,duc.hellosaigon@outlook.com,Vietnamese; Chinese; Thai,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,,
,59305,6451bbe768afd72c,Happy Garden Chinese Restaurant,Restaurant,,1304 Birmingham St,Halifax,NS,B3J 2J2,Canada,L. I.,Jason,Proprietor,Owner,,,,,(902) 423-8882,1,,Chinese,$,Uber Eats,,
,59306,790c3b4963f2b3bc,Old Xian's Food,Restaurant,,3779 Sexsmith Rd,Richmond,BC,V6X 3Z9,Canada,,,,,oldxiansfood@gmail.com,,,,(604) 285-9002,0,oldxiansfood@gmail.com,Chinese,$,DoorDash; Uber Eats,,
,59307,6c12f0e97f0e982c,Mr. Xu Duck Noodle Soup,Restaurant,,9390 Woodbine Ave,Markham,ON,L6C 0M5,Canada,,,,,,,,,(289) 818-2308,0,,Chinese,,,,
,59308,73e30e70287b360e,Hing Wah Restaurant,Restaurant,,1 Bell St,Carleton Place,ON,K7C 1V8,Canada,Cho,Chen,President and Member of the Board of Directors,Owner,,,,,(613) 253-1818,1,,Chinese,$$,,,
,59309,6a659afda1d5c140,Great Wall Mongolian BBQ,Restaurant,,2897 W Broadway,Vancouver,BC,V6K 2G6,Canada,Kimberly,Kim,Proprietor,Owner,,,2013,,(604) 739-4888,1,,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,59310,67f85861499f94dd,Waterloo Star,Restaurant,,170 University Ave W,Waterloo,ON,N2L 3E9,Canada,Hoa,Tran,Proprietor,Owner,,,,,(519) 747-5588,1,,Chinese,$,Uber Eats,,
,59311,6c3180aeb5ffcd9f,Sushi Sakura Japan,Restaurant,,382 Island Hwy W,Parksville,BC,V9P 1K8,Canada,,,,,sushisakurajapan2015@hotmail.com,,,,(250) 586-5333,0,sushisakurajapan2015@hotmail.com,Japanese,$$$,,,
,59312,692b490d0d86ff4d,Sushi-Man,Restaurant,,1307 Marine Dr,North Vancouver District,BC,V7P 3E5,Canada,Bobby,Ho,Proprietor,Owner,,,,,(604) 990-8821,1,,Japanese,$,MailChimp; Skip the Dishes; Uber Eats,,
,59313,6b0a450a230db22b,Okonomi House Restaurant,Restaurant,,23 Charles St W,Toronto,ON,M4Y 2R4,Canada,Kumiko,Pamaru,President and Member of the Board of Directors,Owner,,,,,(416) 925-6176,1,,Japanese,$,Ritual,,
,59314,6750b33dcdb6b5ba,Minh Hang Sandwich Shop,Restaurant,,1311 Ottawa St,Windsor,ON,N8X 2E9,Canada,,,,,minhhangvietnamesefastfood@gmail.com,,,,(519) 915-5061,0,minhhangvietnamesefastfood@gmail.com,Japanese; Vietnamese,$,Uber Eats,,
,59315,627a2d03bdda9776,Win Chinese Food,Restaurant,,1467 Gordon St,Guelph,ON,N1L 1C9,Canada,,,,,jasonzy14569@gmail.com,,,,(519) 265-8862,0,jasonzy14569@gmail.com,Canadian; Chinese,$,DoorDash; Skip the Dishes; Uber Eats,,
,59316,6727f7a2b7da4406,Teppan Village,Restaurant,,4293 Mountain Sq,Whistler,BC,V8E 1B8,Canada,Kyoko,Nakano,Executive Chef,Back of the House,,,,,(604) 932-2223,6,reservations@teppanvillage.ca,Japanese,$$$,OpenTable,,
,59317,72b0ca48ce2edf6f,Tokyo Sushi,Restaurant,,33 St Joseph St,Toronto,ON,M4Y 1J8,Canada,,,,,,,,,(416) 513-0002,0,,Japanese,$$,Skip the Dishes; Uber Eats,,
,59318,6e157d5fc38cb7ba,Meadow Sushi,Restaurant,,12141 Harris Rd,Pitt Meadows,BC,V3Y 2E9,Canada,,,,,,,,,(604) 460-7222,0,,Korean; Japanese,$$,Google Analytics; Skip the Dishes,,
,59319,7b5b1f4b38bc677c,Wo Thai,Restaurant,,1395 Abbeywood Dr,Oakville,ON,L6M 3B2,Canada,Suzannah,H,Business Owner,Owner,,,2017,,(905) 847-7766,1,,Chinese; Thai,$$,DI develop; DoorDash; Skip the Dishes,DI develop,
,59320,79c6d1c9651785e6,The Great Wok,Restaurant,,365 HWY-97,100 Mile House,BC,V0K 2E0,Canada,,,,,,,,,(778) 482-5257,0,,Chinese,$$$,,,
,59321,77d7004b63c18de3,Feng Kee Bbq House,Restaurant,,30 Country Hills Lndg NW,Calgary,AB,T3K 5P4,Canada,,,,,,,,,(403) 730-8333,0,,Chinese,$,,,
,59322,77a31998a63026b7,Mountain Tiger,Restaurant,,3185 Creekside Way,Sun Peaks,BC,V0E 1Z1,Canada,,,,,mactarrah@gmail.com,,,,(250) 578-0820,0,mactarrah@gmail.com,Mexican; Chinese,$$$,,,
,59323,78ec4da1ff1ea64f,Torimaru Ramen,Food Court; Restaurant,,88 W Pender St,Vancouver,BC,V6B 6N9,Canada,,,,,,,,,(604) 662-4219,0,,Japanese,,,,
,59324,7850793809fa2b2a,York Restaurant,Restaurant,,303 1 St W,Hanna,AB,T0J 1P0,Canada,Sam,Ho,Partner,Owner,,,,,(403) 854-3144,2,,Chinese,$,,,
,59325,7c0ef1abd703b4de,Yuan's Garden Restaurant,Restaurant,,8077 Alexandra Rd,Richmond,BC,V6X 1C3,Canada,,,,,,,,,(778) 297-6098,0,,Shangainese,$$,,,
,59326,6c488ce8d3f1ee5d,Chow Family Restaurant,Restaurant; Quick Service,,344 Prince St,Truro,NS,B2N 1E2,Canada,Marie,Chow,Vice President and General Manager and Member of the Board of Directors,Owner,,,,,(902) 895-9256,2,,Chinese,$$,,,
,59327,69a005e65eeb40ec,Ming's Noodle Cafe,Restaurant,,3447 Kennedy Rd,Toronto,ON,M1V 3S1,Canada,,,,,,,,,(416) 291-6088,0,,Cantonese; Chinese; Hong Kong,$,,,
,59328,67c3891842f05b09,Call A Chicken,Restaurant,,280 W Beaver Creek Rd,Richmond Hill,ON,L4B 3Z1,Canada,,,,,,,,,(905) 758-9969,0,,Chinese,,Skip the Dishes; Uber Eats,,
,59329,6ce8411166a09e1b,Sushi California,Restaurant,,10320 152A St,Surrey,BC,V3R 7P6,Canada,,,,,,,,,(604) 931-8284,0,,Japanese,$$,DoorDash; Google Analytics,,
,59330,6d5aaa5d5c32a191,Bistro Taiyo,Restaurant,,321 Wesley St,Nanaimo,BC,V9R 2T5,Canada,,,,,bistrotaiyo2011@yahoo.co.jp,,,,(250) 716-8861,0,,Japanese,$$$,Facebook Pixel,,
,59331,6db286ca522e226b,Orchid Sushi,Restaurant,,445 Laurier Ave W,Ottawa,ON,K1R 0A2,Canada,,,,,,,2013,,(613) 695-5588,0,orchid_sushi@yahoo.ca,Japanese,$$,Libro; Uber Eats,,
,59332,7a8bf7ee6838c43c,Shanghai Taste,Restaurant,,3075 Ridgeway Dr,Mississauga,ON,L5L 5M6,Canada,,,,,zhangqiuye823@gmail.com,,,,(647) 800-0451,0,zhangqiuye823@gmail.com,Chinese,,Stripe; Uber Eats; WooCommerce,,
,59333,66c27f698c5bbba8,Modern Orchid,Restaurant,,171 Hector Gate,Halifax,NS,B3B 0E5,Canada,Philip,Peng,Proprietor,Owner,,,,,(902) 480-8866,1,modernorchid168@gmail.com,Chinese; Thai,$$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,59334,7b789b212bfd6148,Japa Shack,Restaurant,,613 8th St E,Saskatoon,SK,S7H 0R1,Canada,,,,,,,,,(306) 500-0899,0,,Korean; Japanese,$,Skip the Dishes; Square; Uber Eats; Weebly,Square,Square
,59335,6e31664c20547d38,RACCOON BBQ DON,Restaurant,,10709 Jasper Ave NW,Edmonton,AB,T5J 3N3,Canada,,,,,,,,,(780) 244-1880,0,,Japanese,,Uber Eats,,
,59336,6b7a453780621974,Hotate,Restaurant,,1370 E Georgia St,Vancouver,BC,V5L 2A8,Canada,,,,,,,,,(778) 855-9139,0,,Japanese,$$,DoorDash; Uber Eats,,
,59337,6adc77528f573326,House of Goodys,Restaurant,,6 Athabasca Ave,Devon,AB,T9G 1G2,Canada,Weibin,Zhong,Proprietor,Owner,,,,,(780) 987-3031,1,,Chinese,$$,,,
,59338,6ab5cd0ebd3f5f42,South Pacific,Restaurant,,1002 Dovercourt Rd,Toronto,ON,M6H 2X8,Canada,Emi,Chung,Proprietor,Owner,,,2014,,(416) 534-6393,1,,Chinese,$,,,
,59339,71448256dd6659da,The Sushi California,Restaurant,,128 University Ave W,Windsor,ON,N9A 5N9,Canada,,,,,,,,,(519) 258-0806,0,,Japanese,$$,Skip the Dishes; Uber Eats,,
,59340,76ea43c7d26f5bc9,Panda Chef,Restaurant,,635 Gerrard St E,Toronto,ON,M4M 1Y2,Canada,,,,,demoft14@gmail.com,,,,(647) 350-3889,0,demoft14@gmail.com,Chinese,$$,Foodticket; Google Analytics; Stripe,Foodticket,
,59341,73bef4a1e9a9b9c2,Want Want Hot & Spicy Noodle House,Restaurant,,5728 University Blvd,Vancouver,BC,V6T 1K6,Canada,,,,,,,,,     ,0,,Korean; Filipino; Vietnamese; Chinese; Thai,,Skip the Dishes,,
,59342,7c2a234fd4d156ae,Henry's Kitchen,Restaurant,,5968 Island Hwy W,Nanaimo District,BC,V9K 2N1,Canada,Henry,Tang,Proprietor,Owner,,,,,(250) 757-8288,1,,Chinese,$$$,,,
,59343,7c95effdbe1f95ac,Mekong Restaurant,Restaurant,,289 Scott St,Fort Frances,ON,P9A 1G8,Canada,,,,,,,,,(807) 274-2280,0,,Chinese,$$,,,
,59344,6fdba0508094cc55,Yui Japanese Bistro,Restaurant,,1185 W Georgia St,Vancouver,BC,V6E 4E6,Canada,,,,,info@eatatyui.com,,2017,,(604) 559-7772,0,info@eatatyui.com,Japanese,$$,DoorDash; Google Analytics; Ritual; WooCommerce,,
,59345,754cb88609e4df7c,One's Cafe,Restaurant,,15 Main St N,Preeceville,SK,S0A 3B0,Canada,Sam,Wen,Proprietor,Owner,,,,,(306) 547-3338,1,,Chinese,$$,,,
,59346,6f97f1b75dbfb01d,The Ravenous Taotie,Restaurant,,735 Wonderland Rd N,London,ON,N6H 4L1,Canada,,,,,,,,,(519) 601-8728,0,,Chinese,$,DI develop; DoorDash; Skip the Dishes; Uber Eats,DI develop,
,59347,75cc29724ee3612a,Naija Jollof,Restaurant,,7215 Goreway Dr,Mississauga,ON,L4T 0B4,Canada,,,,,,,2018,,(905) 676-1515,0,,Japanese; Caribbean,$$,Skip the Dishes; Uber Eats,,
,59348,731bd6badd908333,No.1 Chicken,Restaurant,,4741 Willingdon Ave,Burnaby,BC,V5G 3H5,Canada,,,,,,,,,(604) 438-6648,0,,Chinese,,Uber Eats,,
,59349,79247c8e98354345,Pho 68,Restaurant,,7360 Edmonds St,Burnaby,BC,V3N 0G7,Canada,,,,,,,,,(604) 516-0168,0,info@pho68.ca,Japanese; Vietnamese,$$,DoorDash; GlobalFood; Google Analytics; Oracle GloriaFood; Skip the Dishes; Uber Eats; WooCommerce,GlobalFood; Oracle GloriaFood,
,59350,7a286dc277cecb70,Spotstar Family Restaurant,Restaurant,,259 Kent St W,Kawartha Lakes,ON,K9V 2Z3,Canada,,,,,,,,,(705) 878-3938,0,,Caribbean; Chinese,$,DoorDash; Skip the Dishes,,
,59351,751f18a85d30fb31,Mrkt East,Restaurant,,37 Smithe St,Vancouver,BC,V6B 0R3,Canada,,,,,mrkteast@parqvancouver.com,,,,     ,0,,Chinese,$$$,,,
,59352,7c7a8a178a5d7278,Island Mix Restaurant & Lounge,Restaurant; Quick Service; Drinking Place,,1050 Brock Rd,Pickering,ON,L1W 3X4,Canada,Kevin,Yufuf,Proprietor,Owner,,,,,(905) 831-1649,1,contactus@islandmix.ca,Chinese,$$,DoorDash; Silverware POS; Skip the Dishes; Square; Square Gift Cards; Square Loyalty; Square Market; Square Messages; Square Online Order; Uber Eats,Silverware POS; Square; Square Online Order,Silverware POS; Square
,59353,7daab29d9e42231b,Wok With Chow,Restaurant,,83 Evergreen Dr,Marathon,ON,P0T 2E0,Canada,Yannin,Shen,Proprietor,Owner,,,,,(807) 229-1781,1,,Chinese,$$,,,
,59354,7661f704d1ab36dc,Manna Sushi,Restaurant; Quick Service,,6 E 2nd Ave,Vancouver,BC,V5T 1B1,Canada,,,,,,,,,(604) 563-0609,0,,Korean; Japanese,$$,DoorDash; Google Analytics; Ritual; Uber Eats,,
,59355,7183159d216a836a,Madras Masala,Restaurant,,796 Bloor St W,Toronto,ON,M6G 1L7,Canada,,,,,,,,,(647) 342-4359,0,,Indian; Chinese,$$,DoorDash; GlobalFood; Google Analytics; Oracle GloriaFood; Ritual; Skip the Dishes; Uber Eats; WooCommerce,GlobalFood; Oracle GloriaFood,
,59356,77039f950e8a3231,Szechuan Express,Restaurant,,99 First Canadian Pl,Toronto,ON,M5X 1B8,Canada,,,,,express@szechuanszechuan.com,,,,(416) 861-0124,0,thai@szechuanszechuan.com,Chinese,,Qooway; Wix Restaurants,Qooway; Wix Restaurants,
,59357,70ea926c1e8dd4c8,Asian Garden Restaurant,Restaurant,,315 5 Ave W,Brooks,AB,T1R 0E8,Canada,Xiu,Yu,Principal,Owner,,,,,(403) 362-3141,1,,Chinese,$$,,,
,59358,7bb46d0a581e65ca,Joy Noodle Cafe,Restaurant,,11 Fairburn Dr,Markham,ON,L6G 0A4,Canada,,,,,,,,,(905) 604-0882,0,,Chinese,,Google Analytics; Uber Eats; Weebly,,
,59359,78d43faedcfe9dd9,Sushi House,Restaurant,,19178 Lougheed Hwy,Pitt Meadows,BC,V3Y 2H6,Canada,Cheol,Kim,Proprietor,Owner,,,,,(604) 465-0169,1,,Japanese,$,GlobalFood; Oracle GloriaFood; Skip the Dishes,GlobalFood; Oracle GloriaFood,
,59360,6eae8136fb7bcfb2,Sushi Toshi,Restaurant,,13619 St Albert Trl NW,Edmonton,AB,T5L 5E7,Canada,,,,,,,,,(780) 488-6610,0,,Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,,
,59361,6d99bfebe3b2cd21,Dragon City Chinese Restaurant,Restaurant,,970 Franklin Blvd,Cambridge,ON,N1R 8R3,Canada,,,,,,,,,(519) 623-6188,0,,Chinese,$,Uber Eats,,
,59362,7d22806c16954e4f,Golden Wok,Restaurant,,94 Halsey Ave,Toronto,ON,M4B 1A9,Canada,Lung,Yan,Proprietor,Owner,,,,,(416) 751-2288,1,,Chinese,$,Uber Eats,,
,59363,74a84aea6f7b222b,Great Buffet of China,Restaurant; Quick Service,,302 22nd St W,Saskatoon,SK,S7M 0R3,Canada,Andy,Kwan,Proprietor,Owner,,,1995,,(306) 978-8883,1,michael_kwan46@hotmail.com,Chinese,$$,Skip the Dishes; Square; Square Gift Cards; Square Loyalty; Square Market; Square Messages; Square Online Order,Square; Square Online Order,Square
,59364,7d69d1b399f6ae4c,Canton Rice Noodle,Restaurant,,2301 Brimley Rd,Toronto,ON,M1S 5B8,Canada,,,,,,,,,(647) 349-8028,0,,Chinese,$,,,
,59365,80a5c1c30d6b6ebe,Jadeland,Restaurant,,625 Somerset St W,Ottawa,ON,K1R 5K3,Canada,Betty,Chan,President,General,,,,,(613) 233-0204,1,jadeland@rogers.com,Szechuan; Chinese,$$,DoorDash; Libro,,
,59366,7ec4c41a4967df8f,Hay Sushi,Restaurant,,41 Spring Garden Ave,Toronto,ON,M2N 3G1,Canada,,,,,,,,,(647) 350-9295,0,,Japanese,,Uber Eats,,
,59367,78b7ee487d65f77b,George's China Kitchen,Restaurant,,70 Lakeshore Dr,North Bay,ON,P1A 2A3,Canada,Frankie,Hong,President,General,,,1968,,(705) 472-8980,1,,Chinese,$$,,,
,59368,724f1a70584e1079,Twins Restaurant,Restaurant,,Chappelle Way SW,Edmonton,AB,T6W 4S1,Canada,,,,,,,,,(780) 705-7872,0,,Japanese; Vietnamese; Chinese; Thai,,Skip the Dishes; Uber Eats,,
,59369,722e119d98341f54,Liu's Garden,Restaurant,,8154 Jeanne d'Arc Blvd N,Ottawa,ON,K1E 2H5,Canada,,,,,,,,,(613) 842-8118,0,,Chinese,,Menu.ca,Menu.ca,
,59370,72620887dfbb2f5d,Dagu Rice Noodle,Restaurant,,115 Dundas St W,Toronto,ON,M5G 1C4,Canada,,,,,,,,,(416) 901-9208,0,,Chinese,$$,DoorDash; Ritual; Uber Eats; Yelp Reservation; Yelp Waitlist,,
,59371,72f5047aba76fc52,Grenfell Restaurant,Restaurant,,9 Grenfell Dr,Wabush,NL,A0R 1B0,Canada,Lisa,Asvestas,Owner,Owner,lisa@thecove.us,,,,(709) 288-0263,1,lisa@thecove.us,Chinese,,,,
,59372,807ec6dd48a57821,Banzai Sushi & Teriyaki House,Restaurant,,1104 20 Ave NW,Calgary,AB,T2M 1E8,Canada,,,,,banzaiyyc@gmail.com,,,,(403) 453-8120,0,banzaiyyc@gmail.com,Canadian; Japanese,$$,Codefusion; DoorDash; Skip the Dishes; Uber Eats,Codefusion,
