,,Total ARR,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,Comments,,,,
R85259,PT,0,0,0,0,0,"21,479","22,373","20,200","19,673","19,842","18,404","10,287","4,540","-5,747",-44%,,,0,0,0,0,0,"21,479","22,373","20,017","19,490","19,842","18,404","10,287","4,540",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,0,0,0,0,,,,,R85255,R85255
R85261,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85256,R85256
R85262,FT,0,0,0,0,0,"32,774","34,175","35,034","26,546","26,873","25,435","25,635","27,230","1,595",1%,,,0,0,0,0,0,"32,774","34,175","34,851","26,546","26,873","25,435","25,635","27,230",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,,,,,R85257,R85257
R85263,FT,0,0,0,0,0,"10,232","9,186","8,733","10,589","9,267","9,118","8,115","10,662","2,547",-11%,,,0,0,0,0,0,"10,232","9,186","8,733","9,974","8,686","8,432","7,200","10,233",,0,0,0,0,0,0,0,0,431,455,453,705,394,,0,0,0,0,0,0,0,0,184,126,233,210,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85258,R85258
R85265,FT,0,0,0,0,0,"90,846","87,217","85,426","78,805","92,237","88,919","86,515","78,769","-7,746",-3%,,,0,0,0,0,0,"90,846","87,217","85,426","78,805","92,237","88,919","86,515","78,769",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85259,R85259
R85266,PT,0,0,0,0,0,0,"2,400","2,400","2,400",0,0,0,0,0,,,,0,0,0,0,0,0,"2,400","2,400","2,400",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85261,R85261
R85268,PT,0,0,0,0,0,"1,525","41,501","45,845","37,916","40,457","45,082","44,661","41,776","-2,885",-1%,,,0,0,0,0,0,"1,084","40,316","43,812","35,804","38,803","43,493","43,001","40,097",,0,0,0,0,0,441,"1,185","1,850","2,112","1,654","1,589","1,660","1,679",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,,,,,R85262,R85262
R85269,PT,0,0,0,0,0,96,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,77,0,0,0,0,0,0,0,,0,0,0,0,0,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85263,R85263
R85271,PT,0,0,0,0,0,929,"22,880","24,290","18,801","26,768","23,374","26,679","23,844","-2,835",14%,,,0,0,0,0,0,929,"22,880","24,107","18,618","26,585","23,191","26,499","23,664",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,183,183,180,180,,,,,R85265,R85265
R85272,PT,0,0,0,0,0,0,"6,708","6,515","5,890","6,003","4,027","4,288","3,136","-1,152",6%,,,0,0,0,0,0,0,"6,708","6,424","5,890","6,003","4,027","4,288","3,136",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,0,0,0,0,0,,,,,R85266,R85266
R85273,FT,0,0,0,0,0,"8,189","10,668","9,644","14,861","7,412",836,828,828,0,-1%,,,0,0,0,0,0,"8,189","10,668","9,461","14,678","7,229",653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,183,183,180,180,,,,,R85268,R85268
R85275,PT,0,0,0,0,0,142,"5,203","5,131","5,117","2,291","4,814","4,442","2,225","-2,217",-8%,,,0,0,0,0,0,0,"4,439","4,433","4,445","1,548","4,192","3,929","1,528",,0,0,0,0,0,142,764,698,672,743,622,513,697,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85269,R85269
R85276,FT,0,0,0,0,0,"22,187","32,567","24,915","16,772","17,063","25,656","19,119","15,412","-3,707",-25%,,,0,0,0,0,0,"22,187","32,567","24,824","16,681","16,972","25,565","19,023","15,316",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,91,91,96,96,,,,,R85271,R85271
R85277,FT,0,0,0,0,0,"7,384",0,0,0,0,0,0,0,0,,,,0,0,0,0,0,"7,384",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85272,R85272
R85278,PT,0,0,0,0,0,542,"2,491","2,674",327,327,327,0,0,0,-100%,,,0,0,0,0,0,542,"2,400","2,400",327,327,327,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,91,274,0,0,0,0,0,,,,,R85273,R85273
R85279,FT,0,0,0,0,0,0,"5,319","4,474","6,933","4,873","4,001","5,407","6,968","1,561",35%,,,0,0,0,0,0,0,"5,319","4,474","6,933","4,873","4,001","5,407","6,968",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85275,R85275
R85281,PT,0,0,0,0,0,774,"7,758","7,915","8,244","7,655","7,546",648,648,0,-91%,,,0,0,0,0,0,774,"7,758","7,915","8,244","7,655","7,546",648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85276,R85276
R85282,FT,0,0,0,0,0,"3,139","11,170","9,610","16,058","5,194","13,117","10,824","10,759",-65,-17%,,,0,0,0,0,0,"3,139","11,170","9,610","16,058","5,194","13,117","10,824","10,759",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85277,R85277
R85283,FT,0,0,0,0,0,"27,179","26,081","26,584","28,545","27,184","24,661","26,464","25,070","-1,394",7%,,,0,0,0,0,0,"27,179","26,081","26,401","28,545","27,184","24,661","26,464","25,070",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,,,,,R85278,R85278
R85285,PT,0,0,0,0,0,774,"20,591","22,041","20,642","21,195","20,047","21,754","23,319","1,565",9%,,,0,0,0,0,0,774,"20,591","21,858","20,642","21,195","20,047","21,754","23,319",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,,,,,R85279,R85279
R85286,FT,0,0,0,0,0,"8,891","10,161","12,064","11,242","11,034","12,046","11,245","9,723","-1,522",-7%,,,0,0,0,0,0,"8,891","10,161","12,064","11,242","11,034","11,249","10,560","9,177",,0,0,0,0,0,0,0,0,0,0,753,675,540,,0,0,0,0,0,0,0,0,0,0,44,10,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85281,R85281
R85287,PT,0,0,0,0,0,619,"7,333","8,054","7,397","7,589","6,483","7,438","7,246",-192,15%,,,0,0,0,0,0,619,"7,333","7,963","7,306","7,589","6,483","7,438","7,246",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,0,0,0,0,,,,,R85282,R85282
R85289,FT,0,0,0,0,0,"3,850","8,791","9,008","7,627","8,093","7,329","6,952","6,214",-738,-5%,,,0,0,0,0,0,"3,850","8,791","8,825","7,220","7,632","6,819","6,556","5,992",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,224,278,327,216,42,,0,0,0,0,0,0,0,183,183,183,183,180,180,,,,,R85283,R85283
R85291,FT,0,0,0,0,0,0,0,"28,613","26,469","27,133","37,412","47,797","35,516","-12,281",28%,,,0,0,0,0,0,0,0,"28,613","26,469","27,133","37,321","47,797","35,516",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,0,0,,,,,R85285,R85285
R85292,FT,0,0,0,0,0,"1,620","4,688","5,170","6,028","10,047","4,611","6,464","3,938","-2,526",40%,,,0,0,0,0,0,"1,620","4,688","5,170","5,973","9,834","4,428","6,247","3,916",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,55,213,183,217,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85286,R85286
R85293,FT,0,0,0,0,0,"29,418","30,876","28,334","30,312","26,295","26,839","28,714","27,617","-1,097",7%,,,0,0,0,0,0,"29,418","30,876","28,334","30,312","26,295","26,839","28,714","27,617",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85287,R85287
R85295,FT,0,0,0,0,0,"5,597","10,605","10,939","10,155","9,287","10,787","10,028","10,224",196,-7%,,,0,0,0,0,0,"5,597","10,605","10,939","10,155","9,287","10,787","10,028","10,224",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85289,R85289
R85296,FT,0,0,0,0,0,"18,340","20,645","19,129","18,474","18,043","18,143","17,980","16,500","-1,480",-1%,,,0,0,0,0,0,"18,340","20,645","18,946","18,474","18,043","18,143","17,980","16,500",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,0,0,0,0,0,,,,,R85291,R85291
R85297,FT,0,0,0,0,0,0,0,183,183,183,183,180,180,0,-1%,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,183,183,180,180,,,,,R85292,R85292
R85298,FT,0,0,0,0,0,0,"11,255","9,610","8,513","9,720","9,920","10,283","7,916","-2,367",4%,,,0,0,0,0,0,0,"11,255","9,610","8,513","9,720","9,920","10,283","7,916",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85293,R85293
R85299,FT,0,0,0,0,0,"17,487","27,953","26,925","23,823","33,800","59,418","80,823","55,829","-24,994",36%,,,0,0,0,0,0,"17,487","27,953","26,834","23,732","33,709","59,327","80,823","55,829",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,91,91,0,0,,,,,R85295,R85295
R85301,FT,0,0,0,0,0,"1,359","9,403","9,107","12,580","9,400","9,040","9,005","9,728",723,0%,,,0,0,0,0,0,"1,359","9,403","9,107","12,580","9,400","9,040","9,005","9,728",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85296,R85296
R85302,PT,0,0,0,0,0,"3,642","9,976","9,197","16,794","16,484","14,742","9,108","6,462","-2,646",-38%,,,0,0,0,0,0,"3,642","9,976","9,197","13,049","13,286","12,364","6,949","5,701",,0,0,0,0,0,0,0,0,"2,519","2,457","1,639","2,159",761,,0,0,0,0,0,0,0,0,"1,226",741,739,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85297,R85297
R85303,FT,0,0,0,0,0,"17,108","17,335","18,580","24,858","14,578","17,820","17,930","17,508",-422,1%,,,0,0,0,0,0,"17,108","17,335","18,580","24,858","14,578","17,820","17,930","17,508",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85298,R85298
R85305,FT,0,0,0,0,0,"14,013","20,022","18,872","17,015","14,169","18,427","18,230","20,701","2,471",-1%,,,0,0,0,0,0,"14,013","20,022","18,872","17,015","14,169","18,427","18,230","20,701",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85299,R85299
R85306,FT,0,0,0,0,0,397,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,397,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85301,R85301
R85307,FT,0,0,0,0,0,808,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,808,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85302,R85302
R85308,PT,0,0,0,0,0,0,"2,400","2,400","2,400","2,400","2,400",648,624,-24,-73%,,,0,0,0,0,0,0,"2,400","2,400","2,400","2,400","2,400",648,624,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85303,R85303
R85311,FT,0,0,0,0,0,"3,953","13,179","15,356","11,125","14,027","17,313","12,225","14,125","1,900",-29%,,,0,0,0,0,0,"3,953","13,179","15,173","10,144","12,714","15,555","11,577","13,937",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,798,"1,130","1,758",648,188,,0,0,0,0,0,0,0,183,183,183,0,0,0,,,,,R85305,R85305
R85312,FT,0,0,0,0,0,"9,795","30,424","32,676","26,333","34,420","60,626","102,198","67,557","-34,641",69%,,,0,0,0,0,0,"9,795","30,424","32,585","26,242","34,329","60,535","102,198","67,557",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,91,91,0,0,,,,,R85306,R85306
R85313,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85307,R85307
R85315,FT,0,0,0,0,0,0,0,0,"21,465","8,832","2,934","4,252","4,523",271,45%,,,0,0,0,0,0,0,0,0,"21,100","8,467","2,386","3,700","3,971",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,365,365,548,552,552,,,,,R85308,R85308
R85316,FT,0,0,0,0,0,"4,593","17,324","16,881","14,118","15,605","14,041",0,0,0,-100%,,,0,0,0,0,0,"4,593","17,324","16,698","13,935","15,422","13,858",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,183,183,183,0,0,,,,,R85309,R85309
R85317,FT,0,0,0,0,0,"2,277","11,351","10,753","9,307","10,481","13,800","12,298","13,071",773,-11%,,,0,0,0,0,0,"2,277","11,351","10,753","9,307","10,481","12,718","11,521","12,043",,0,0,0,0,0,0,0,0,0,0,0,0,858,,0,0,0,0,0,0,0,0,0,0,"1,082",777,170,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85311,R85311
R85318,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85312,R85312
R85319,PT,0,0,0,0,0,0,"6,979","6,307","2,400","2,400",653,648,648,0,-1%,,,0,0,0,0,0,0,"6,979","6,307","2,400","2,400",653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Force Majeure,R85313,R85313
R85321,FT,0,0,0,0,0,"1,117","8,990","9,771","8,082","7,865","8,546","6,722","8,025","1,303",-21%,,,0,0,0,0,0,"1,117","8,990","9,680","7,991","7,774","8,455","6,626","7,929",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,91,91,91,96,96,,,,,R85315,R85315
R85322,FT,0,0,0,0,0,0,"38,194","37,284","39,571","35,366","31,228","31,461","31,534",73,1%,,,0,0,0,0,0,0,"38,194","37,284","39,571","35,366","31,228","31,461","31,534",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85316,R85316
R85323,PT,0,0,0,0,0,0,"7,231","4,812",10,0,0,0,0,0,,,,0,0,0,0,0,0,"5,241","4,499",0,0,0,0,0,,0,0,0,0,0,0,"1,990",313,10,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85317,R85317
R85325,PT,0,0,0,0,0,0,0,"6,852","5,578","6,615","7,812","5,255","1,476","-3,779",-33%,,,0,0,0,0,0,0,0,"6,852","5,578","6,615","7,812","5,255","1,476",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85318,R85318
R85326,FT,0,0,0,0,0,0,"46,841","46,906","41,946","44,570","44,691","13,033","9,364","-3,669",-71%,,,0,0,0,0,0,0,"46,841","46,906","41,946","44,570","44,691","13,033","9,364",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85319,R85319
R85327,FT,0,0,0,0,0,0,"58,611","74,702","71,505","83,793","87,741","93,215","84,483","-8,732",6%,,,0,0,0,0,0,0,"58,611","74,702","71,505","83,793","87,741","93,215","84,483",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85321,R85321
R85328,FT,0,0,0,0,0,0,"7,883","5,327","4,391","5,490","4,770","5,362","3,814","-1,548",12%,,,0,0,0,0,0,0,"7,883","5,327","4,391","5,490","4,770","5,362","3,814",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85322,R85322
R85329,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85323,R85323
R85331,PT,0,0,0,0,0,0,720,"11,812","17,419","2,400","2,400","2,400","2,400",0,0%,,,0,0,0,0,0,0,720,"11,812","17,419","2,400","2,400","2,400","2,400",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85325,R85325
R85332,PT,0,0,0,0,0,0,"8,437",0,327,327,653,648,648,0,-1%,,,0,0,0,0,0,0,"8,437",0,327,327,653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85326,R85326
R85333,FT,0,0,0,0,0,0,"9,785","9,851","17,869","10,776","11,839","11,243","13,250","2,007",-5%,,,0,0,0,0,0,0,"9,785","9,851","17,869","10,776","11,839","11,243","13,244",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85327,R85327
R85335,PT,0,0,0,0,0,0,"8,183",0,0,0,0,0,0,0,,,,0,0,0,0,0,0,"7,086",0,0,0,0,0,0,,0,0,0,0,0,0,"1,097",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85328,R85328
R85336,PT,0,0,0,0,0,0,"8,754","9,994","10,093","2,400","4,925","5,471","7,990","2,519",11%,,,0,0,0,0,0,0,"8,754","9,994","10,093","2,400","4,925","5,471","7,990",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85329,R85329
R85337,FT,0,0,0,0,0,0,"6,159","6,774","6,129","5,328","5,538","5,090","5,103",13,-8%,,,0,0,0,0,0,0,"6,159","6,774","6,038","5,237","5,447","4,994","5,007",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,,,,,R85331,R85331
R85338,PT,0,0,0,0,0,0,"5,047","3,656","2,783","4,616","4,494","4,051","4,196",145,-10%,,,0,0,0,0,0,0,"5,047","3,656","2,692","4,525","4,403","3,955","4,100",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,,,,,R85332,R85332
R85339,PT,0,0,0,0,0,0,"21,331","9,284","8,258","8,973","8,304","7,476","4,811","-2,665",-10%,,,0,0,0,0,0,0,"21,331","9,284","8,258","8,973","8,304","7,476","4,811",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85333,R85333
R85351,PT,0,0,0,0,0,0,"27,297","20,651","16,600","16,470","20,488","7,111","6,350",-761,-65%,,,0,0,0,0,0,0,"27,297","20,651","16,600","16,470","20,488","7,111","6,350",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85335,R85335
R85352,PT,0,0,0,0,0,0,"1,291","2,491","2,674","2,674",927,924,924,0,0%,,,0,0,0,0,0,0,"1,200","2,400","2,400","2,400",653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,91,91,274,274,274,276,276,,,,,R85336,R85336
R85353,FT,0,0,0,0,0,0,183,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,183,0,0,0,0,0,0,,,,,R85337,R85337
R85355,FT,0,0,0,0,0,0,"30,743","30,320","23,063","26,496","28,175","29,489","26,999","-2,490",5%,,,0,0,0,0,0,0,"30,743","30,320","23,063","26,496","28,175","29,489","26,999",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85338,R85338
R85356,FT,0,0,0,0,0,0,"16,951","18,742","17,249","16,045","27,283","25,409","27,226","1,817",-7%,,,0,0,0,0,0,0,"16,951","18,742","17,131","15,975","26,922","25,204","27,172",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,118,70,361,205,54,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85339,R85339
R85357,FT,0,0,0,0,0,0,"22,926","21,877",0,0,0,0,0,0,,,,0,0,0,0,0,0,"22,926","21,877",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85351,R85351
R85358,FT,0,0,0,0,0,0,"1,529",653,745,745,745,744,744,0,0%,,,0,0,0,0,0,0,"1,529",0,653,653,653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,653,91,91,91,96,96,,,,,R85352,R85352
R85359,FT,0,0,0,0,0,0,"39,333","42,657","37,125","39,586","38,989","39,467","38,576",-891,1%,,,0,0,0,0,0,0,"39,333","42,657","37,125","39,586","38,989","39,467","38,576",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85353,R85353
R85361,FT,0,0,0,0,0,0,"7,946","7,749",745,745,745,744,744,0,0%,,,0,0,0,0,0,0,"7,946","7,749",653,653,653,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,91,96,96,,,,,R85355,R85355
R85362,FT,0,0,0,0,0,0,"2,755","5,216","7,878","3,374",0,0,0,0,,,,0,0,0,0,0,0,"2,755","5,216","7,878","3,374",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Delinquent Payment,R85356,R85356
R85363,PT,0,0,0,0,0,0,"15,373","14,562","5,352","4,379","2,400",648,648,0,-73%,,,0,0,0,0,0,0,"15,373","14,562","5,352","4,379","2,400",648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R85357,R85357
R85365,FT,0,0,0,0,0,0,"6,985","4,688","10,856","7,735","7,838","8,866","7,602","-1,264",13%,,,0,0,0,0,0,0,"6,985","4,688","10,582","7,696","7,715","8,805","7,589",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,39,123,61,13,,0,0,0,0,0,0,0,0,183,0,0,0,0,,,,,R85358,R85358
R85366,FT,0,0,0,0,0,0,"5,636","5,249","4,885","5,661","5,283","5,492",648,"-4,844",4%,,,0,0,0,0,0,0,"5,636","5,249","4,794","5,570","5,283","5,492",648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91,91,0,0,0,,,,,R85359,R85359
