Row Labels,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,Adj,ID,WP ARR,,ID,DE ARR,,ID,Status
R85116,"9,085","129,973",6.99%,,R83706,10,0,"6,726",,,,,,,,,
R85117,0,0,6.99%,,R83707,0,0,"27,698",,,,,,,,,
R85118,0,0,6.99%,,R83708,200,0,"35,275",,,,,,,,,
R85119,0,0,7.59%,,R83709,0,15,"21,124",,,,,,,,,
R85122,"16,003","200,035",8.00%,,R83711,0,0,0,,,,,,,,,
R85123,"9,344","116,806",8.00%,,R83712,0,0,0,,,,,,,,Y,
R85125,"31,035","443,991",6.99%,,R83713,0,0,0,,,,,,,,,
R85126,0,0,8.00%,,R83715,0,0,0,,,,,,,,,
R85129,0,0,8.59%,,R83716,0,0,0,,,,,,,,,
R85131,"28,578","408,838",6.99%,,R83717,27,0,324,,,,,,,,,
R85132,"2,349","33,603",6.99%,,R83718,0,0,0,,,,,,,,,
R85133,"21,862","288,041",7.59%,,R83719,0,0,"11,983",,,,,,,,,
R85135,"52,417","617,392",8.49%,,R83722,0,0,0,,,,,,,,In Month,
R85136,"27,988","400,406",6.99%,,R83723,0,0,"4,857",,,,,,,,,
R85137,"19,393","225,767",8.59%,,R83726,0,0,"14,257",,,,,,,,Y,
R85138,"18,360","262,665",6.99%,,R83727,0,0,"14,804",,,,,,,,Y,
R85139,"19,004","247,127",7.69%,,R83728,200,0,"24,967",,,,,,,,,
R85151,"14,121","202,011",6.99%,,R83729,54,0,648,,,,,,,,,
R85152,"3,738","53,472",6.99%,,R83731,10,23,"63,321",,,,,,,,,
R85153,"39,100","489,361",7.99%,,R83732,200,0,"4,652",,,,,,,,,
R85155,"12,435","159,626",7.79%,,R83733,0,0,"16,695",,,,,,,,,
R85156,"35,609","509,423",6.99%,,R83735,0,0,"7,916",,,,,,,,,
R85157,0,0,6.99%,,R83736,0,0,0,,,,,,,,,
R85158,0,0,7.59%,,R83737,200,0,"14,376",,,,,,,,,
R85159,"33,094","473,449",6.99%,,R83738,27,0,324,,,,,,,,,
R85161,0,0,6.99%,,R83739,54,0,648,,,,,,,,,
R85162,"8,784","125,664",6.99%,,R83751,10,0,"18,281",,,,,,,,,
R85163,0,0,8.19%,,R83752,0,0,0,,,,,,,,,
R85166,"18,901","270,401",6.99%,,R83753,0,0,0,,,,,,,,,
R85167,0,0,6.99%,,R83755,0,0,0,,,,,,,,,
R85168,"11,800","168,807",6.99%,,R83756,0,0,0,,,,,,,,,
R85169,"22,797","326,131",6.99%,,R83757,0,0,0,,,,,,,,,
R85171,0,0,6.99%,,R83758,0,0,"14,974",,,,,,,,,
R85172,"41,365","591,776",6.99%,,R83759,0,0,"9,335",,,,,,,,,
R85173,"6,336","90,638",6.99%,,R83761,200,0,"16,355",,,,,,,,,
R85175,0,0,6.99%,,R83762,200,0,"2,872",,,,,,,,,
R85176,0,0,7.59%,,R83763,0,0,"26,452",,,,,,,,,
R85178,"27,959","399,979",6.99%,,R83765,10,0,"40,445",,,,,,,,,
R85179,0,0,7.59%,,R83767,0,0,"23,846",,,,,,,,,
R85181,"2,672","38,223",6.99%,,R83768,0,8,"8,808",,,,,,,,,
R85182,"12,210","174,677",6.99%,,R83769,10,0,"16,631",,,,,,,,,
R85183,"7,274","104,065",6.99%,,R83772,10,0,"25,244",,,,,,,,,
R85185,"61,500","750,921",8.19%,,R83773,0,0,"48,068",,,,,,,,,
R85186,0,0,6.99%,,R83775,0,0,"54,840",,,,,,,,,
R85187,"8,481","121,324",6.99%,,R83776,10,0,"30,096",,,,,,,,,
R85188,"25,364","362,868",6.99%,,R83777,0,0,"25,956",,,,,,,,,
R85189,"7,339","122,315",6.00%,,R83778,50,0,"2,751",,,,,,,,,
R85192,"61,349","767,823",7.99%,,R83779,0,0,0,,,,,,,,,
R85193,0,0,6.99%,,R83781,0,8,"61,161",,,,,,,,,
R85195,"20,716","296,364",6.99%,,R83782,0,8,"36,887",,,,,,,,,
R85196,0,0,6.99%,,R83783,0,0,"18,260",,,,,,,,,
R85197,"3,363","48,107",6.99%,,R83785,0,0,"38,868",,,,,,,,,
R85198,"24,954","415,896",6.00%,,R83786,0,15,"12,000",,,,,,,,,
R85199,"11,226","187,106",6.00%,,R83787,0,0,"6,236",,,,,,,,,
R85201,"24,743","302,114",8.19%,,R83788,0,0,"36,781",,,,,,,,In Month,
R85202,0,0,8.39%,,R83789,0,0,0,,,,,,,,,
R85203,"25,064","306,033",8.19%,,R83791,0,0,"15,112",,,,,,,,,
R85205,"28,719","410,854",6.99%,,R83792,0,0,0,,,,,,,,,
R85206,0,0,6.99%,,R83793,0,0,0,,,,,,,,,
R85207,"10,343","147,969",6.99%,,R83795,0,0,"6,626",,,,,,,,,
R85208,0,0,6.99%,,R83797,0,0,"23,246",,,,,,,,In Month,
R85209,"16,517","236,295",6.99%,,R83799,10,0,"18,475",,,,,,,,,
R85211,0,0,8.59%,,R83801,0,8,"49,401",,,,,,,,,
R85212,"20,315","267,648",7.59%,,R83802,0,0,"7,898",,,,,,,,,
R85213,"5,840","83,542",6.99%,,R83803,0,0,"15,831",,,,,,,,,
R85216,"15,697","224,564",6.99%,,R83806,0,0,"2,463",,,,,,,,,
R85217,830,"11,877",6.99%,,R83807,0,0,"16,409",,,,,,,,,
R85218,"41,132","588,441",6.99%,,R83808,0,0,"32,235",,,,,,,,Y,
R85219,"24,999","357,643",6.99%,,R83809,0,0,0,,,,,,,,In Month,
R85221,"19,288","275,937",6.99%,,R83811,200,0,"13,585",,,,,,,,,
R85222,0,0,6.99%,,R83813,0,0,0,,,,,,,,,
R85223,0,0,7.79%,,R83815,0,8,"21,802",,,,,,,,,
R85225,0,0,6.99%,,R83816,0,15,"28,968",,,,,,,,,
R85226,"7,578","108,416",6.99%,,R83817,0,0,"35,213",,,,,,,,,
R85227,"13,467","168,343",8.00%,,R83819,200,0,"5,103",,,,,,,,,
R85228,"27,326","390,935",6.99%,,R83821,0,0,0,,,,,,,,,
R85229,"5,671","70,884",8.00%,,R83822,0,0,"36,910",,,,,,,,,
R85231,"17,246","261,694",6.59%,,R83823,0,0,"18,887",,,,,,,,,
R85232,0,0,6.59%,,R83825,0,0,0,,,,,,,,,
R85233,0,0,6.99%,,R83826,0,0,"18,929",,,,,,,,,
R85235,"13,099","187,396",6.99%,,R83828,0,23,"7,873",,,,,,,,,
R85236,0,0,6.99%,,R83829,0,0,0,,,,,,,,,
R85238,"17,556","251,152",6.99%,,R83831,200,0,"2,400",,,,,,,,,
R85239,"26,802","383,433",6.99%,,R83832,200,0,"6,628",,,,,,,,,
R85251,0,0,6.99%,,R83833,0,0,"11,859",,,,,,,,,
R85252,"27,077","315,215",8.59%,,R83835,0,0,"28,519",,,,,,,,,
R85253,"33,808","412,802",8.19%,,R83836,0,0,"27,960",,,,,,,,,
R85255,0,0,6.99%,,R83837,10,0,"8,782",,,,,,,,,
R85256,0,0,8.19%,,R83838,0,0,"6,366",,,,,,,,,
R85257,"24,327","348,021",6.99%,,R83839,54,0,648,,,,,,,,,
R85258,"14,544","208,072",6.99%,,R83851,0,0,"38,892",,,,,,,,,
R85259,"17,749","221,862",8.00%,,R83852,54,8,648,,,,,,,,,
R85261,0,0,8.99%,,R83853,0,0,0,,,,,,,,,
R85262,"26,586","380,344",6.99%,,R83855,10,0,"16,834",,,,,,,,,
R85263,"8,629","123,441",6.99%,,R83856,10,8,120,,,,,,,,,
R85265,"87,470","1,251,361",6.99%,,R83857,0,0,"10,223",,,,,,,,,
R85266,0,0,6.99%,,R83858,0,0,"5,366",,,,,,,,,
R85268,"37,833","485,660",7.79%,,R83859,0,0,0,,,,,,,,,
R85269,0,0,7.59%,,R83861,0,0,"36,430",,,,,,,,,
R85271,"22,379","320,159",6.99%,,R83862,0,0,"17,644",,,,,,,,,
R85272,"2,380","29,060",8.19%,,R83863,0,0,0,,,,,,,,,
R85273,0,0,8.00%,,R83865,0,15,"25,601",,,,,,,,,
R85275,"3,741","62,349",6.00%,,R83866,0,0,0,,,,,,,,Y,
R85276,"31,033","443,964",6.99%,,R83867,10,0,"48,591",,,,,,,,,
R85277,0,0,6.99%,,R83868,0,0,0,,,,,,,,,
R85278,0,0,6.99%,,R83869,200,0,"28,522",,,,,,,,,
R85279,"3,651","52,227",6.99%,,R83871,0,0,"3,798",,,,,,,,,
R85281,"5,799","82,962",6.99%,,R83872,17,0,"21,270",,,,,,,,,
R85282,"9,209","115,108",8.00%,,R83873,0,8,"9,116",,,,,,,,,
R85283,"24,543","351,113",6.99%,,R83875,0,0,0,,,,,,,,,
R85285,"15,586","222,979",6.99%,,R83876,200,8,"6,927",,,,,,,,,
R85286,"11,687","167,199",6.99%,,R83877,54,0,648,,,,,,,,,
R85287,"4,077","58,331",6.99%,,R83878,10,0,"28,692",,,,,,,,,
R85289,"6,903","98,749",6.99%,,R83879,0,0,0,,,,,,,,,
R85291,"52,380","952,364",5.50%,,R83881,0,0,0,,,,,,,,Y,
R85292,"4,772","68,275",6.99%,,R83882,0,0,"18,261",,,,,,,,,
R85293,"26,735","382,481",6.99%,,R83883,0,0,"19,457",,,,,,,,,
R85295,"9,343","133,657",6.99%,,R83885,0,0,"7,042",,,,,,,,,
R85296,"16,156","202,202",7.99%,,R83886,0,15,"2,429",,,,,,,,,
R85297,0,0,6.99%,,R83887,0,0,"21,598",,,,,,,,,
R85298,"10,428","149,185",6.99%,,R83888,0,0,0,,,,,,,,,
R85299,"72,851","1,324,572",5.50%,,R83889,200,0,"8,228",,,,,,,,,
R85301,"8,585","122,817",6.99%,,R83891,0,0,0,,,,,,,,,
R85302,"11,580","165,658",6.99%,,R83892,0,0,0,,,,,,,,,
R85303,"17,250","246,786",6.99%,,R83893,0,0,0,,,,,,,,,
R85305,"16,494","206,433",7.99%,,R83895,0,0,"8,866",,,,,,,,In Month,
R85306,0,0,6.99%,,R83896,0,0,0,,,,,,,,,
R85307,0,0,6.99%,,R83897,0,0,0,,,,,,,,,
R85308,0,0,6.99%,,R83898,0,0,"16,102",,,,,,,,,
R85309,0,0,6.99%,,R83899,0,0,0,,,,,,,,,
R85311,"12,057","150,718",8.00%,,R83901,54,0,648,,,,,,,,,
R85312,"68,777","1,250,490",5.50%,,R83903,0,0,"21,254",,,,,,,,,
R85313,0,0,6.99%,,R83905,0,0,0,,,,,,,,,
R85315,"2,326","30,249",7.69%,,R83906,0,0,"16,522",,,,,,,,,
R85316,0,0,6.99%,,R83907,0,0,0,,,,,,,,,
R85317,"11,769","168,371",6.99%,,R83908,0,0,"13,126",,,,,,,,,
R85318,0,0,6.99%,,R83909,0,0,"17,612",,,,,,,,,
R85319,0,0,6.99%,,R83911,0,0,"25,711",,,,,,,,,
R85321,"7,569","116,624",6.49%,,R83912,0,0,"32,623",,,,,,,,,
R85322,"33,181","474,692",6.99%,,R83913,200,0,"11,599",,,,,,,,,
R85323,0,0,7.65%,,R83915,200,0,"20,226",,,,,,,,,
R85325,"5,605","73,268",7.65%,,R83916,0,0,"1,655",,,,,,,,,
R85326,"45,920","605,003",7.59%,,R83917,0,0,0,,,,,,,,,
R85327,"88,786","1,084,073",8.19%,,R83918,0,0,0,,,,,,,,,
R85328,"4,494","56,169",8.00%,,R83921,0,0,"38,638",,,,,,,,,
R85329,0,0,6.99%,,R83925,10,0,"10,400",,,,,,,,,
R85331,0,0,6.99%,,R83926,0,0,"17,832",,,,,,,,,
R85332,0,0,6.99%,,R83927,0,30,"12,161",,,,,,,,,
R85333,"11,403","163,133",6.99%,,R83929,0,0,0,,,,,,,,,
R85335,0,0,6.00%,,R83931,0,8,"12,143",,,,,,,,,
R85336,"4,358","62,348",6.99%,,R83932,51,0,612,,,,,,,,,
R85337,"2,751","39,360",6.99%,,R83933,0,0,"16,745",,,,,,,,,
R85338,"2,256","32,276",6.99%,,R83935,54,0,648,,,,,,,,,
R85339,"3,808","46,492",8.19%,,R83936,54,0,648,,,,,,,,,
R85351,"16,889","206,217",8.19%,,R83937,200,23,"32,489",,,,,,,,,
R85352,0,0,7.65%,,R83938,0,23,"23,548",,,,,,,,,
R85353,0,0,8.00%,,R83951,0,0,"41,357",,,,,,,,,
R85355,"27,265","390,051",6.99%,,R83952,0,0,0,,,,,,,,,
R85356,"25,027","358,035",6.99%,,R83953,0,0,0,,,,,,,,,
R85357,0,0,8.59%,,R83955,46,0,"2,196",,,,,,,,,
R85358,0,0,6.49%,,R83956,10,0,"22,079",,,,,,,,,
R85359,"39,466","459,443",8.59%,,R83957,0,0,0,,,,,,,,,
R85361,0,0,6.99%,,R83958,0,0,"24,271",,,,,,,,,
R85362,0,0,7.59%,,R83959,0,0,"22,484",,,,,,,,,
R85363,0,0,6.99%,,R83961,0,0,0,,,,,,,,,
R85365,"7,954","113,793",6.99%,,R83962,10,0,"25,151",,,,,,,,,
R85366,"4,612","65,981",6.99%,,R83963,10,0,"56,673",,,,,,,,,
R85367,0,0,6.99%,,R83965,10,0,"10,807",,,,,,,,,
R85368,"18,614","266,293",6.99%,,R83966,0,0,"26,940",,,,,,,,,
R85369,"18,689","267,366",6.99%,,R83967,0,0,"16,184",,,,,,,,,
R85371,"13,684","195,765",6.99%,,R83968,0,0,"27,904",,,,,,,,,
R85372,"35,098","502,115",6.99%,,R83969,0,15,"39,110",,,,,,,,,
R85373,0,0,8.59%,,R83971,0,0,0,,,,,,,,,
R85375,0,0,7.59%,,R83972,0,0,"8,790",,,,,,,,,
R85376,"9,201","131,627",6.99%,,R83973,200,0,"9,937",,,,,,,,,
R85377,0,0,8.00%,,R83975,0,0,"16,766",,,,,,,,,
R85378,0,0,6.99%,,R83976,0,0,"16,052",,,,,,,,,
R85379,"11,215","140,364",7.99%,,R83977,0,0,"18,899",,,,,,,,,
R85381,"37,973","543,246",6.99%,,R83978,0,0,"26,668",,,,,,,,,
R85383,0,0,6.99%,,R83979,0,0,"11,316",,,,,,,,,
R85385,0,0,6.00%,,R83981,0,0,0,,,,,,,,,
R85386,"11,752","168,129",6.99%,,R83982,0,0,0,,,,,,,,,
R85387,"21,160","264,834",7.99%,,R83983,0,0,"24,090",,,,,,,,,
R85388,0,0,6.99%,,R83985,0,0,"9,157",,,,,,,,,
R85389,0,0,6.99%,,R83986,0,0,"9,281",,,,,,,,,
R85391,"18,528","226,231",8.19%,,R83987,0,0,"70,365",,,,,,,,,
R85392,0,0,8.00%,,R83988,0,0,0,,,,,,,,,
R85393,"17,531","250,802",6.99%,,R83989,200,0,"19,730",,,,,,,,,
R85395,"22,909","327,742",6.99%,,R83991,0,0,"21,908",,,,,,,,,
R85396,0,0,6.99%,,R83992,200,0,"6,734",,,,,,,,,
R85397,0,0,8.00%,,R83993,0,0,"15,083",,,,,,,,,
R85399,"52,463","953,866",5.50%,,R83995,10,0,"4,080",,,,,,,,,
R85501,"26,752","382,716",6.99%,,R83996,0,0,"20,833",,,,,,,,,
R85502,0,0,8.00%,,R83997,200,8,"2,400",,,,,,,,,
R85503,"10,579","151,338",6.99%,,R83998,54,0,648,,,,,,,,,
R85505,"22,747","413,588",5.50%,,R83999,0,0,"23,746",,,,,,,,,
R85506,"23,563","428,418",5.50%,,R85001,18,0,"20,998",,,,,,,,,
R85507,0,0,6.49%,,R85002,0,0,"34,465",,,,,,,,,
R85508,"32,417","463,759",6.99%,,R85005,0,0,"20,546",,,,,,,,,
R85509,"30,368","434,455",6.99%,,R85006,200,0,"2,400",,,,,,,,,
R85511,0,0,6.99%,,R85007,0,8,"1,086",,,,,,,,,
R85513,0,0,6.99%,,R85009,200,0,"17,639",,,,,,,,,
R85515,0,0,8.59%,,R85011,0,0,"21,860",,,,,,,,,
R85516,0,0,6.99%,,R85012,0,0,0,,,,,,,,,
R85518,0,0,6.99%,,R85013,10,0,120,,,,,,,,,
R85519,"53,386","697,860",7.65%,,R85015,0,0,"19,230",,,,,,,,,
R85521,"24,282","289,419",8.39%,,R85016,54,0,648,,,,,,,,,
R85522,0,0,6.99%,,R85017,0,0,"2,564",,,,,,,,,
R85523,"20,318","242,170",8.39%,,R85018,0,8,"32,791",,,,,,,,,
R85525,"3,796","54,309",6.99%,,R85019,0,8,"25,820",,,,,,,,,
R85526,"14,398","179,975",8.00%,,R85021,0,8,"37,396",,,,,,,,,
R85527,0,0,6.99%,,R85022,0,0,"34,450",,,,,,,,,
R85528,0,0,8.39%,,R85023,0,0,"14,140",,,,,,,,,
R85529,0,0,6.99%,,R85025,54,30,648,,,,,,,,,
R85531,"12,975","162,190",8.00%,,R85026,0,0,"16,599",,,,,,,,,
R85532,"37,668","684,874",5.50%,,R85027,10,0,"18,714",,,,,,,,,
R85533,"10,307","158,810",6.49%,,R85028,10,0,"6,786",,,,,,,,,
R85536,"5,015","71,744",6.99%,,R85029,200,0,"3,729",,,,,,,,,
R85537,"1,912","27,354",6.99%,,R85031,0,0,0,,,,,,,,,
R85538,"17,480","230,302",7.59%,,R85032,0,0,0,,,,,,,,,
R85539,"29,997","349,208",8.59%,,R85033,0,0,0,,,,,,,,,
R85551,"32,576","466,035",6.99%,,R85035,0,0,0,,,,,,,,,
R85552,"12,613","180,440",6.99%,,R85036,0,0,0,,,,,,,,,
R85553,"28,289","345,411",8.19%,,R85037,0,8,"27,588",,,,,,,,,
R85555,"6,919","98,991",6.99%,,R85038,0,0,"16,418",,,,,,,,,
R85556,0,0,7.59%,,R85039,0,0,0,,,,,,,,,
R85557,"24,947","416,476",5.99%,,R85051,200,0,"15,355",,,,,,,,,
R85558,"17,483","250,111",6.99%,,R85052,54,0,648,,,,,,,,,
R85559,"21,155","302,645",6.99%,,R85053,0,0,0,,,,,,,,,
R85561,0,0,6.99%,,R85055,0,0,"13,910",,,,,,,,,
R85562,"9,749","139,470",6.99%,,R85056,0,0,"37,036",,,,,,,,,
R85563,"14,382","205,755",6.99%,,R85057,0,0,"15,239",,,,,,,,,
R85565,"46,764","600,304",7.79%,,R85058,0,0,"42,579",,,,,,,,,
R85566,"30,762","394,897",7.79%,,R85059,0,0,0,,,,,,,,,
R85567,"16,701","238,927",6.99%,,R85061,0,0,0,,,,,,,,,
R85568,"16,241","232,343",6.99%,,R85062,0,0,0,,,,,,,,,
R85569,"7,682","109,895",6.99%,,R85063,200,0,"18,453",,,,,,,,,
R85571,0,0,6.99%,,R85065,0,0,0,,,,,,,,,
R85572,273,"3,904",6.99%,,R85066,0,0,"5,619",,,,,,,,,
R85573,0,0,7.85%,,R85067,54,0,648,,,,,,,,,
R85575,"13,918","173,970",8.00%,,R85068,200,0,"14,702",,,,,,,,,
R85576,"37,276","533,274",6.99%,,R85069,0,0,0,,,,,,,,,
R85577,"3,574","51,135",6.99%,,R85071,0,0,"23,575",,,,,,,,,
R85578,"26,822","383,716",6.99%,,R85073,0,0,"8,166",,,,,,,,,
R85579,0,0,5.99%,,R85075,0,0,"20,960",,,,,,,,,
R85581,"22,199","277,832",7.99%,,R85076,0,0,"53,272",,,,,,,,,
R85582,0,0,6.99%,,R85077,0,0,0,,,,,,,,,
R85583,"2,833","37,321",7.59%,,R85078,0,0,"15,055",,,,,,,,,
R85585,"16,862","241,231",6.99%,,R85079,0,0,"29,102",,,,,,,,,
R85586,0,0,6.99%,,R85082,0,0,"21,539",,,,,,,,,
R85587,0,0,6.99%,,R85083,2,0,"2,727",,,,,,,,,
R85588,"18,008","257,620",6.99%,,R85085,10,8,"12,101",,,,,,,,,
R85589,"29,569","352,426",8.39%,,R85086,0,0,0,,,,,,,,,
R85591,"15,086","215,829",6.99%,,R85087,54,8,648,,,,,,,,,
R85592,"2,673","35,222",7.59%,,R85088,0,0,"11,026",,,,,,,,,
R85593,"8,816","126,125",6.99%,,R85089,0,0,0,,,,,,,,,
R85595,0,0,7.59%,,R85092,54,0,648,,,,,,,,,
R85596,0,0,7.79%,,R85093,0,0,"29,687",,,,,,,,,
R85597,"14,605","208,945",6.99%,,R85095,0,0,"15,299",,,,,,,,,
R85598,"52,430","750,075",6.99%,,R85096,0,0,"15,482",,,,,,,,,
R85599,"5,180","74,105",6.99%,,R85097,0,0,"13,270",,,,,,,,,
R85601,"10,704","153,127",6.99%,,R85098,0,0,0,,,,,,,,,
R85602,"21,605","309,081",6.99%,,R85099,0,0,0,,,,,,,,,
R85603,"27,602","394,873",6.99%,,R85101,0,0,"36,593",,,,,,,,,
R85605,"13,006","186,066",6.99%,,R85102,0,0,"2,138",,,,,,,,,
R85606,"7,615","108,948",6.99%,,R85103,0,0,0,,,,,,,,,
R85607,0,0,8.19%,,R85105,0,0,0,,,,,,,,,
R85608,"8,982","128,500",6.99%,,R85106,0,0,"18,170",,,,,,,,,
R85609,"3,779","54,063",6.99%,,R85107,0,0,"15,577",,,,,,,,,
R85611,0,0,6.99%,,R85108,0,8,"24,724",,,,,,,,Y,
R85612,"2,442","34,937",6.99%,,R85109,10,0,"17,699",,,,,,,,,
R85613,0,0,8.00%,,R85111,0,0,0,,,,,,,,,
R85615,0,0,6.99%,,R85112,0,0,0,,,,,,,,,
R85617,"13,900","198,855",6.99%,,R85113,0,0,"24,901",,,,,,,,,
R85618,0,0,7.99%,,R85115,0,0,0,,,,,,,,,
R85619,0,0,6.99%,,R85116,0,0,"9,378",,,,,,,,,
R85621,0,0,6.99%,,R85117,0,0,0,,,,,,,,,
R85622,"18,665","245,913",7.59%,,R85118,0,0,0,,,,,,,,,
R85625,"5,605","80,187",6.99%,,R85119,0,0,0,,,,,,,,,
R85626,"36,175","517,531",6.99%,,R85122,0,0,"16,519",,,,,,,,,
R85627,"10,811","154,667",6.99%,,R85123,0,15,"9,645",,,,,,,,,
R85628,"40,469","519,493",7.79%,,R85125,0,0,"32,036",,,,,,,,,
R85629,"28,486","356,518",7.99%,,R85126,0,0,0,,,,,,,,,
R85631,"7,913","113,206",6.99%,,R85129,0,0,0,,,,,,,,,
R85632,0,0,6.99%,,R85131,0,0,"29,500",,,,,,,,,
R85633,"3,197","45,742",6.99%,,R85132,100,0,"3,625",,,,,,,,,
R85635,"5,291","69,710",7.59%,,R85133,0,15,"22,567",,,,,,,,,
R85636,0,0,6.99%,,R85135,0,0,"54,108",,,,,,,,,
R85637,"6,998","100,117",6.99%,,R85136,0,0,"28,891",,,,,,,,,
R85638,0,0,6.99%,,R85137,0,0,"20,019",,,,,,,,,
R85639,"32,290","461,952",6.99%,,R85138,0,0,"18,952",,,,,,,,,
R85651,0,0,8.59%,,R85139,0,0,"19,617",,,,,,,,,
R85652,"2,433","34,813",6.99%,,R85151,0,0,"14,577",,,,,,,,,
R85653,0,0,6.99%,,R85152,200,0,"6,259",,,,,,,,,
R85655,"34,113","488,031",6.99%,,R85153,10,0,"40,481",,,,,,,,,
R85656,0,0,8.00%,,R85155,0,15,"12,836",,,,,,,,,
R85657,0,0,7.59%,,R85156,0,0,"36,758",,,,,,,,,
R85658,"9,580","137,059",6.99%,,R85157,0,0,0,,,,,,,,,
R85659,"5,149","73,663",6.99%,,R85158,0,0,0,,,,,,,,,
R85661,"16,980","242,918",6.99%,,R85159,200,0,"36,562",,,,,,,,,
R85662,"16,478","235,730",6.99%,,R85161,0,0,0,,,,,,,,,
R85663,"29,133","380,818",7.65%,,R85162,0,0,"9,067",,,,,,,,,
R85665,0,0,8.00%,,R85163,0,0,0,,,,,,,,,
R85666,"22,083","263,208",8.39%,,R85166,0,0,"19,511",,,,,,,,,
R85667,0,0,6.99%,,R85167,210,0,"2,520",,,,,,,,,
R85668,"11,024","157,707",6.99%,,R85168,0,0,"12,181",,,,,,,,,
R85669,0,0,7.59%,,R85169,0,8,"23,532",,,,,,,,,
R85671,"32,062","401,273",7.99%,,R85171,0,0,0,,,,,,,,,
R85673,"8,974","112,171",8.00%,,R85172,0,0,"42,699",,,,,,,,,
R85675,"19,647","252,205",7.79%,,R85173,10,8,"6,660",,,,,,,,,
R85676,"1,201","15,302",7.85%,,R85175,0,8,0,,,,,,,,,
R85677,"11,322","161,981",6.99%,,R85176,0,0,0,,,,,,,,Y,
R85678,"13,450","192,418",6.99%,,R85178,0,0,"28,861",,,,,,,,,
R85679,"8,882","127,065",6.99%,,R85179,27,0,324,,,,,,,,,
R85681,"15,628","205,906",7.59%,,R85181,54,0,"3,406",,,,,,,,,
R85682,"27,353","342,338",7.99%,,R85182,10,0,"12,724",,,,,,,,,
R85683,"22,582","342,667",6.59%,,R85183,200,0,"9,909",,,,,,,,,
R85685,0,0,6.50%,,R85185,0,0,"63,484",,,,,,,,,
R85686,"61,750","753,972",8.19%,,R85186,0,0,0,,,,,,,,,
R85687,"23,593","294,910",8.00%,,R85187,0,0,"8,755",,,,,,,,,
R85688,"7,422","106,178",6.99%,,R85188,0,0,"26,182",,,,,,,,,
R85689,0,0,7.59%,,R85189,0,0,"7,576",,,,,,,,,
R85691,0,0,7.59%,,R85192,10,30,"63,448",,,,,,,,,
R85692,"20,305","236,378",8.59%,,R85193,0,0,0,,,,,,,,,
R85693,"9,641","137,922",6.99%,,R85195,200,8,"23,784",,,,,,,,In Month,
R85695,0,0,6.99%,,R85196,0,0,0,,,,,,,,,
R85696,"7,550","108,005",6.99%,,R85197,100,0,"4,671",,,,,,,,,
R85697,"4,572","59,761",7.65%,,R85198,0,0,"25,759",,,,,,,,,
R85698,"49,275","632,536",7.79%,,R85199,0,0,"11,588",,,,,,,,,
R85699,"6,452","85,004",7.59%,,R85201,0,0,"25,541",,,,,,,,,
R85701,0,0,8.00%,,R85202,0,0,0,,,,,,,,,
R85702,0,0,6.99%,,R85203,0,15,"25,873",,,,,,,,,
R85703,0,0,6.99%,,R85205,0,0,"29,645",,,,,,,,,
R85705,"86,391","1,138,223",7.59%,,R85206,64,0,768,,,,,,,,,
R85706,"11,024","157,711",6.99%,,R85207,0,0,"10,677",,,,,,,,,
R85707,0,0,8.49%,,R85208,0,0,0,,,,,,,,,
R85708,"35,225","464,093",7.59%,,R85209,0,0,"17,050",,,,,,,,,
R85709,0,0,6.99%,,R85211,0,0,0,,,,,,,,,
R85711,0,0,6.99%,,R85212,10,0,"21,090",,,,,,,,,
R85712,0,0,6.99%,,R85213,100,0,"7,228",,,,,,,,,
R85713,"10,981","137,264",8.00%,,R85216,0,15,"16,203",,,,,,,,,
R85715,"4,228","60,488",6.99%,,R85217,200,0,"3,257",,,,,,,,,
R85716,"8,574","107,170",8.00%,,R85218,10,15,"42,579",,,,,,,,,
R85717,0,0,8.19%,,R85219,0,0,"25,805",,,,,,,,,
R85718,"1,913","27,361",6.99%,,R85221,0,0,"19,910",,,,,,,,,
R85719,"2,862","40,947",6.99%,,R85222,0,0,0,,,,,,,,,
R85721,0,0,8.59%,,R85223,0,0,0,,,,,,,,,
R85722,0,0,6.99%,,R85225,0,0,0,,,,,,,,,
R85723,"15,718","224,859",6.99%,,R85226,200,0,"10,222",,,,,,,,,
R85725,"64,845","811,575",7.99%,,R85227,0,15,"13,901",,,,,,,,,
R85726,"17,722","253,539",6.99%,,R85228,0,0,"28,207",,,,,,,,,
R85728,"10,496","150,158",6.99%,,R85229,0,8,"5,854",,,,,,,,,
R85729,0,0,6.99%,,R85231,0,0,"17,802",,,,,,,,,
R85731,0,0,7.99%,,R85232,0,0,0,,,,,,,,,
R85732,"22,030","275,717",7.99%,,R85233,0,0,0,,,,,,,,,
R85733,"11,311","161,815",6.99%,,R85235,0,0,"13,522",,,,,,,,,
R85735,"3,790","46,278",8.19%,,R85236,54,15,648,,,,,,,,,
R85736,"16,359","234,038",6.99%,,R85238,0,0,"18,122",,,,,,,,,
R85737,"22,968","287,465",7.99%,,R85239,0,15,"27,667",,,,,,,,,
R85738,"17,759","233,981",7.59%,,R85251,0,0,0,,,,,,,,,
R85739,"10,841","155,095",6.99%,,R85252,0,0,"27,950",,,,,,,,,
R85752,0,0,6.99%,,R85253,0,0,"34,899",,,,,,,,,
