UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R85133,"23,065","303,892",7.59%,,R83722,0,0,0,,,,,,
R85135,"51,433","605,809",8.49%,,R83723,0,0,"4,616",,,,,,
R85136,"27,301","390,568",6.99%,,R83726,0,0,"14,144",,,,,,
R85137,"17,178","199,978",8.59%,,R83727,0,0,"13,128",,,,,,
R85138,"20,390","291,709",6.99%,,R83728,200,0,"17,873",,,,,,
R85139,"17,490","227,442",7.69%,,R83729,100,0,"1,200",,,,,,
R85151,"15,168","217,000",6.99%,,R83731,10,22.83,"60,943",,,,,,
R85152,"4,995","71,464",6.99%,,R83732,0,0,"14,050",,,,,,
R85153,"43,341","542,443",7.99%,,R83733,0,0,"15,211",,,,,,
R85155,"13,642","175,124",7.79%,,R83735,0,0,"7,678",,,,,,
R85156,"35,199","503,566",6.99%,,R83736,0,0,0,,,,,,
R85157,0,0,6.99%,,R83737,200,0,"24,978",,,,,,
R85158,0,0,7.59%,,R83738,27.22,0,327,,,,,,
R85159,"33,339","476,958",6.99%,,R83739,0,0,0,,,,,,
R85161,0,0,6.99%,,R83751,10,0,"17,648",,,,,,
R85162,"10,476","149,866",6.99%,,R83752,0,0,0,,,,,,
R85163,0,0,8.19%,,R83753,0,0,0,,,,,,
R85166,"20,080","287,263",6.99%,,R83755,0,7.61,"4,104",,,,,,
R85167,0,0,6.99%,,R83756,0,0,0,,,,,,
R85168,"11,618","166,210",6.99%,,R83757,0,0,0,,,,,,
R85169,"22,052","315,478",6.99%,,R83758,0,0,"9,559",,,,,,
R85171,0,0,6.99%,,R83759,0,0,"9,215",,,,,,
R85172,"37,746","539,994",6.99%,,R83761,200,0,"17,327",,,,,,
R85173,"6,080","86,975",6.99%,,R83762,200,0,"3,341",,,,,,
R85175,0,0,6.99%,,R83763,0,0,"27,222",,,,,,
R85176,0,0,7.59%,,R83765,10,0,"35,577",,,,,,
R85177,0,0,0.00%,,R83767,0,0,"25,001",,,,,,
R85178,"28,405","406,368",6.99%,,R83768,0,7.61,"8,110",,,,,,
R85179,0,0,7.59%,,R83769,10,0,"14,128",,,,,,
R85181,"21,322","305,040",6.99%,,R83772,10,0,"26,910",,,,,,
R85182,"13,541","193,721",6.99%,,R83773,0,0,"52,468",,,,,,
R85183,"2,770","39,628",6.99%,,R83775,0,0,"56,102",,,,,,
R85185,"56,408","688,743",8.19%,,R83776,10,0,"31,693",,,,,,
R85186,0,0,6.99%,,R83777,0,0,"22,445",,,,,,
R85187,"11,263","161,135",6.99%,,R83778,50,0,"2,420",,,,,,
R85188,"26,199","374,800",6.99%,,R83779,0,0,0,,,,,,
R85189,0,0,6.00%,,R83781,0,7.61,"45,667",,,,,,
R85192,"63,559","795,479",7.99%,,R83782,0,7.61,"25,522",,,,,,
R85193,0,0,6.99%,,R83783,0,0,"17,657",,,,,,
R85195,"46,419","664,084",6.99%,,R83785,0,0,"41,420",,,,,,
R85196,0,0,6.99%,,R83786,0,15.22,"11,381",,,,,,
R85197,"1,959","28,022",6.99%,,R83787,0,0,"6,737",,,,,,
R85198,"24,192","403,206",6.00%,,R83788,0,0,"37,485",,,,,,
R85199,"10,038","167,297",6.00%,,R83789,0,0,0,,,,,,
R85201,"24,874","303,715",8.19%,,R83791,0,0,"11,440",,,,,,
R85202,0,0,8.39%,,R83792,0,0,0,,,,,,
R85203,"25,958","316,942",8.19%,,R83793,0,0,0,,,,,,
R85205,"28,608","409,276",6.99%,,R83795,0,0,"6,093",,,,,,
R85206,0,0,6.99%,,R83797,0,0,"22,893",,,,,,
R85207,"10,274","146,983",6.99%,,R83799,10,0,"18,508",,,,,,
R85208,0,0,6.99%,,R83801,0,7.61,"51,476",,,,,,
R85209,"17,053","243,968",6.99%,,R83802,0,0,"7,042",,,,,,
R85211,0,0,8.59%,,R83803,0,0,"15,057",,,,,,
R85212,"20,595","271,350",7.59%,,R83806,0,0,"1,916",,,,,,
R85213,"12,508","178,941",6.99%,,R83807,0,0,"13,278",,,,,,
R85216,"13,871","198,441",6.99%,,R83808,0,0,"32,041",,,,,,
R85217,594,"8,492",6.99%,,R83809,0,0,0,,,,,,
R85218,"26,353","377,014",6.99%,,R83811,200,0,"10,733",,,,,,
R85219,"27,577","394,526",6.99%,,R83813,0,0,0,,,,,,
R85221,"19,509","279,102",6.99%,,R83815,0,7.61,"23,691",,,,,,
R85222,0,0,6.99%,,R83816,0,15.22,"24,578",,,,,,
R85223,0,0,7.79%,,R83817,0,0,"27,900",,,,,,
R85225,"10,292","147,240",6.99%,,R83819,200,0,"6,313",,,,,,
R85226,"7,351","105,162",6.99%,,R83821,0,0,0,,,,,,
R85227,"13,222","165,277",8.00%,,R83822,0,0,"40,924",,,,,,
R85228,0,0,6.99%,,R83823,0,0,"23,740",,,,,,
R85229,"6,295","78,687",8.00%,,R83825,0,0,0,,,,,,
R85231,"13,730","208,344",6.59%,,R83826,0,0,"21,043",,,,,,
R85232,"13,279","201,510",6.59%,,R83828,0,22.83,"8,376",,,,,,
R85233,0,0,6.99%,,R83829,0,0,0,,,,,,
R85235,"14,056","201,086",6.99%,,R83831,200,0,"8,300",,,,,,
R85236,0,0,6.99%,,R83832,200,0,"6,020",,,,,,
R85238,"18,038","258,053",6.99%,,R83833,0,0,"11,312",,,,,,
R85239,"33,271","475,979",6.99%,,R83835,0,0,"23,333",,,,,,
R85251,0,0,6.99%,,R83836,0,0,"26,697",,,,,,
R85252,"24,730","287,889",8.59%,,R83837,10,0,"8,311",,,,,,
R85253,"13,691","167,165",8.19%,,R83838,0,0,"13,392",,,,,,
R85255,0,0,6.99%,,R83839,0,0,0,,,,,,
R85256,0,0,8.19%,,R83851,0,0,"42,381",,,,,,
R85257,"24,822","355,113",6.99%,,R83852,200,7.61,"2,400",,,,,,
R85258,"12,915","184,765",6.99%,,R83853,0,0,"5,693",,,,,,
R85259,"19,842","245,269",8.09%,,R83855,10,0,"17,737",,,,,,
R85261,0,0,8.99%,,R83856,10,7.61,120,,,,,,
R85262,"26,873","384,448",6.99%,,R83857,0,0,"9,188",,,,,,
R85263,"8,686","124,261",6.99%,,R83858,0,0,"5,079",,,,,,
R85265,"92,237","1,319,557",6.99%,,R83859,0,0,0,,,,,,
R85266,0,0,6.99%,,R83861,0,0,"37,180",,,,,,
R85268,"36,403","467,304",7.79%,,R83862,0,0,"18,441",,,,,,
R85269,0,0,7.59%,,R83863,0,0,0,,,,,,
R85271,"24,185","345,992",6.99%,,R83865,0,15.22,"26,501",,,,,,
R85272,"6,003","73,297",8.19%,,R83866,0,0,0,,,,,,
R85273,"7,229","90,361",8.00%,,R83867,10,0,"42,933",,,,,,
R85275,"1,548","25,793",6.00%,,R83868,0,0,0,,,,,,
R85276,"16,972","242,806",6.99%,,R83869,200,0,"26,846",,,,,,
R85277,0,0,6.99%,,R83871,0,0,"5,729",,,,,,
R85278,0,0,6.99%,,R83872,10,0,"17,867",,,,,,
R85279,"4,873","69,715",6.99%,,R83873,0,7.61,"10,255",,,,,,
R85281,"5,255","75,178",6.99%,,R83875,0,0,0,,,,,,
R85282,"5,074","66,854",7.59%,,R83876,0,7.61,"5,102",,,,,,
R85283,"27,184","388,904",6.99%,,R83877,174.19,0,"2,090",,,,,,
R85285,"18,795","268,886",6.99%,,R83878,10,0,"27,851",,,,,,
R85286,"11,034","157,861",6.99%,,R83879,0,0,0,,,,,,
R85287,"5,189","74,234",6.99%,,R83881,0,0,0,,,,,,
R85289,"7,512","107,468",6.99%,,R83882,0,0,"19,538",,,,,,
R85291,"27,133","493,319",5.50%,,R83883,0,0,"20,298",,,,,,
R85292,"7,434","106,351",6.99%,,R83885,0,0,"15,481",,,,,,
R85293,"26,295","376,177",6.99%,,R83886,0,15.22,"3,139",,,,,,
R85295,"9,287","132,863",6.99%,,R83887,0,0,"20,385",,,,,,
R85296,"18,043","225,818",7.99%,,R83888,0,0,0,,,,,,
R85297,0,0,6.99%,,R83889,200,0,"7,473",,,,,,
R85298,"9,720","139,060",6.99%,,R83891,0,0,0,,,,,,
R85299,"33,709","612,885",5.50%,,R83892,0,0,0,,,,,,
R85301,"9,400","134,483",6.99%,,R83893,0,0,0,,,,,,
R85302,"13,286","190,074",6.99%,,R83895,0,0,"8,959",,,,,,
R85303,"14,578","208,562",6.99%,,R83896,0,0,0,,,,,,
R85305,"14,169","177,335",7.99%,,R83897,0,0,0,,,,,,
R85306,0,0,6.99%,,R83898,0,0,"14,723",,,,,,
R85307,0,0,6.99%,,R83899,0,0,0,,,,,,
R85308,0,0,6.99%,,R83901,54.44,0,653,,,,,,
R85309,0,0,6.99%,,R83903,0,0,"20,513",,,,,,
R85311,"12,714","158,923",8.00%,,R83905,0,0,0,,,,,,
R85312,"34,329","624,172",5.50%,,R83906,0,0,"18,163",,,,,,
R85313,0,0,6.99%,,R83907,0,0,0,,,,,,
R85315,"8,467","105,842",8.00%,,R83908,0,0,"12,453",,,,,,
R85316,"15,422","220,629",6.99%,,R83909,0,0,"16,167",,,,,,
R85317,"10,481","149,937",6.99%,,R83911,0,0,"24,857",,,,,,
R85318,0,0,6.99%,,R83912,0,0,"33,883",,,,,,
R85319,0,0,6.99%,,R83913,200,0,"11,668",,,,,,
R85321,"7,774","119,790",6.49%,,R83915,200,0,"13,143",,,,,,
R85322,"35,366","505,945",6.99%,,R83916,0,0,"2,180",,,,,,
R85323,0,0,7.65%,,R83917,0,0,0,,,,,,
R85325,"4,215","55,096",7.65%,,R83918,0,0,"6,799",,,,,,
R85326,"44,570","587,218",7.59%,,R83921,0,0,"35,700",,,,,,
R85327,"83,793","1,023,109",8.19%,,R83925,10,0,"12,459",,,,,,
R85328,"5,490","68,626",8.00%,,R83926,0,0,"16,768",,,,,,
R85329,0,0,6.99%,,R83927,0,30.44,"13,087",,,,,,
R85331,0,0,6.99%,,R83929,0,0,0,,,,,,
R85332,0,0,6.99%,,R83931,0,7.61,"12,259",,,,,,
R85333,"10,776","154,160",6.99%,,R83932,0,0,"3,743",,,,,,
R85335,0,0,6.00%,,R83933,0,0,"17,410",,,,,,
R85336,0,0,6.99%,,R83935,0,0,"5,204",,,,,,
R85337,"2,837","40,594",6.99%,,R83936,0,0,"7,115",,,,,,
R85338,"2,125","30,403",6.99%,,R83937,200,22.83,"28,688",,,,,,
R85339,"6,573","80,250",8.19%,,R83938,0,22.83,"26,334",,,,,,
R85351,"14,070","171,800",8.19%,,R83951,0,0,"42,622",,,,,,
R85352,0,0,7.65%,,R83952,0,0,0,,,,,,
R85353,0,0,8.00%,,R83953,0,0,0,,,,,,
R85355,"26,496","379,054",6.99%,,R83955,0,0,"4,810",,,,,,
R85356,"13,575","194,211",6.99%,,R83956,10,0,"20,061",,,,,,
R85357,0,0,8.59%,,R83957,0,0,0,,,,,,
R85358,0,0,6.49%,,R83958,0,0,"23,625",,,,,,
R85359,"39,586","460,843",8.59%,,R83959,0,0,"20,799",,,,,,
R85361,0,0,6.99%,,R83961,0,0,0,,,,,,
R85362,"3,374","42,180",8.00%,,R83962,10,0,"26,851",,,,,,
R85363,"4,379","62,645",6.99%,,R83963,10,0,"58,208",,,,,,
R85365,"7,696","110,101",6.99%,,R83965,10,0,"10,938",,,,,,
R85366,"5,570","79,682",6.99%,,R83966,0,0,"13,162",,,,,,
R85367,0,0,6.99%,,R83967,0,0,"9,379",,,,,,
R85368,"19,114","273,448",6.99%,,R83968,0,0,"25,312",,,,,,
R85369,0,0,6.99%,,R83969,0,15.22,"34,552",,,,,,
R85371,"15,581","222,903",6.99%,,R83971,0,0,0,,,,,,
R85372,"36,326","519,691",6.99%,,R83972,0,0,"19,057",,,,,,
R85373,0,0,8.59%,,R83973,200,0,"15,385",,,,,,
R85375,0,0,7.59%,,R83975,10,0,120,,,,,,
R85376,"26,167","374,344",6.99%,,R83976,0,0,"17,199",,,,,,
R85377,244,"3,056",8.00%,,R83977,0,0,"19,426",,,,,,
R85378,"22,963","328,510",6.99%,,R83978,0,0,"26,282",,,,,,
R85379,"12,445","155,753",7.99%,,R83979,0,0,"9,886",,,,,,
R85381,"35,404","506,491",6.99%,,R83981,0,0,0,,,,,,
R85383,0,0,6.99%,,R83982,0,0,0,,,,,,
R85385,0,0,6.00%,,R83983,0,0,"24,625",,,,,,
R85386,"18,679","267,227",6.99%,,R83985,0,0,"9,808",,,,,,
R85387,"23,911","299,267",7.99%,,R83986,0,0,"15,441",,,,,,
R85388,0,0,6.99%,,R83987,0,0,"66,917",,,,,,
R85389,0,0,6.99%,,R83988,0,0,0,,,,,,
R85391,"19,738","241,002",8.19%,,R83989,200,0,"17,872",,,,,,
R85392,0,0,8.00%,,R83991,0,0,"26,002",,,,,,
R85393,"20,587","294,527",6.99%,,R83992,200,0,"6,348",,,,,,
R85395,"22,379","320,164",6.99%,,R83993,0,0,"14,111",,,,,,
R85396,0,0,6.99%,,R83995,10,0,"4,573",,,,,,
R85397,0,0,8.00%,,R83996,0,0,"17,715",,,,,,
R85399,"48,786","887,024",5.50%,,R83997,200,7.61,"2,987",,,,,,
R85501,"29,070","415,873",6.99%,,R83998,0,0,735,,,,,,
R85502,0,0,8.00%,,R83999,0,0,"24,271",,,,,,
R85503,"11,035","157,875",6.99%,,R85001,0,0,"17,173",,,,,,
R85505,"19,141","348,009",5.50%,,R85002,0,0,"35,021",,,,,,
R85506,"18,281","332,385",5.50%,,R85005,0,0,"18,295",,,,,,
R85507,0,0,6.49%,,R85006,200,0,"9,183",,,,,,
R85508,"35,084","501,912",6.99%,,R85007,0,7.61,"1,029",,,,,,
R85509,"29,724","425,230",6.99%,,R85009,200,0,"16,359",,,,,,
R85511,0,0,6.99%,,R85011,0,0,"21,299",,,,,,
R85513,0,0,6.99%,,R85012,0,0,0,,,,,,
R85515,0,0,8.59%,,R85013,0,0,0,,,,,,
R85516,0,0,6.99%,,R85015,0,0,"18,244",,,,,,
R85518,0,0,6.99%,,R85016,0,0,0,,,,,,
R85519,"28,514","372,738",7.65%,,R85017,0,0,"17,238",,,,,,
R85521,"21,556","256,921",8.39%,,R85018,0,7.61,"27,145",,,,,,
R85522,0,0,6.99%,,R85019,0,7.61,"23,766",,,,,,
R85523,"19,490","232,300",8.39%,,R85021,0,7.61,"31,436",,,,,,
R85525,"12,609","180,387",6.99%,,R85022,0,0,"35,338",,,,,,
R85526,"19,888","259,972",7.65%,,R85023,0,0,"14,690",,,,,,
R85527,0,0,6.99%,,R85025,0,30.44,"5,516",,,,,,
R85528,0,0,8.39%,,R85026,0,0,"15,589",,,,,,
R85529,0,0,6.99%,,R85027,10,0,"20,622",,,,,,
R85531,"15,520","194,249",7.99%,,R85028,10,0,"7,021",,,,,,
R85532,"28,771","523,104",5.50%,,R85029,200,0,"12,665",,,,,,
R85533,"11,608","178,855",6.49%,,R85031,0,0,0,,,,,,
R85536,"5,449","77,950",6.99%,,R85032,0,0,0,,,,,,
R85537,"4,385","62,737",6.99%,,R85033,0,0,"13,536",,,,,,
R85538,"15,132","199,370",7.59%,,R85035,0,0,0,,,,,,
R85539,"30,462","354,620",8.59%,,R85036,0,0,0,,,,,,
R85551,"32,098","459,195",6.99%,,R85037,0,7.61,"27,018",,,,,,
R85552,"4,185","59,866",6.99%,,R85038,0,0,"18,421",,,,,,
R85553,"32,578","397,780",8.19%,,R85039,0,0,0,,,,,,
R85555,"7,732","110,621",6.99%,,R85051,200,0,"11,602",,,,,,
R85556,0,0,7.59%,,R85052,0,0,0,,,,,,
R85557,"27,853","464,986",5.99%,,R85053,0,0,0,,,,,,
R85558,"17,919","256,346",6.99%,,R85055,0,0,"15,925",,,,,,
R85559,"21,294","304,633",6.99%,,R85056,0,0,"35,902",,,,,,
R85561,0,0,6.99%,,R85057,0,0,"12,682",,,,,,
R85562,"10,450","149,499",6.99%,,R85058,0,0,"36,763",,,,,,
R85563,"13,233","189,320",6.99%,,R85059,0,0,0,,,,,,
R85565,"49,972","641,486",7.79%,,R85061,0,0,0,,,,,,
R85566,"29,360","376,887",7.79%,,R85062,0,0,0,,,,,,
R85567,"14,506","207,527",6.99%,,R85063,200,0,"20,685",,,,,,
R85568,"17,092","244,527",6.99%,,R85065,0,15.22,0,,,,,,
R85569,"10,146","145,145",6.99%,,R85066,0,0,"5,348",,,,,,
R85571,0,0,6.99%,,R85067,200,0,"2,400",,,,,,
R85572,144,"2,059",6.99%,,R85068,200,0,"16,508",,,,,,
R85573,0,0,7.85%,,R85069,0,0,"18,644",,,,,,
R85575,"15,120","176,023",8.59%,,R85071,0,0,"25,519",,,,,,
R85576,"20,036","286,645",6.99%,,R85073,0,0,"10,002",,,,,,
R85577,"4,304","61,578",6.99%,,R85075,0,0,"20,675",,,,,,
R85578,"30,465","435,834",6.99%,,R85076,0,0,"49,235",,,,,,
R85579,0,0,5.99%,,R85077,0,0,0,,,,,,
R85581,"21,128","264,435",7.99%,,R85078,0,0,"14,354",,,,,,
R85582,"10,547","150,883",6.99%,,R85079,0,0,"30,455",,,,,,
R85583,"3,066","40,391",7.59%,,R85082,0,0,"24,387",,,,,,
R85585,"14,723","210,629",6.99%,,R85083,0,0,"7,358",,,,,,
R85586,"30,100","430,608",6.99%,,R85085,10,7.61,"14,550",,,,,,
R85587,0,0,6.99%,,R85086,0,0,0,,,,,,
R85588,"20,519","293,541",6.99%,,R85087,200,7.61,"6,505",,,,,,
R85589,"28,748","342,646",8.39%,,R85088,0,0,"14,837",,,,,,
R85591,"13,464","192,623",6.99%,,R85089,0,0,0,,,,,,
R85592,"5,885","77,542",7.59%,,R85092,0,0,"45,183",,,,,,
R85593,"8,949","128,029",6.99%,,R85093,0,0,"34,556",,,,,,
R85595,0,0,7.59%,,R85095,0,0,"14,180",,,,,,
R85596,0,0,7.79%,,R85096,0,0,"15,988",,,,,,
R85597,"15,759","225,451",6.99%,,R85097,0,0,"9,864",,,,,,
R85598,"52,575","752,143",6.99%,,R85098,0,0,0,,,,,,
R85599,"6,769","96,843",6.99%,,R85099,0,0,0,,,,,,
R85601,"18,326","229,367",7.99%,,R85101,0,0,"32,792",,,,,,
R85602,"21,480","307,295",6.99%,,R85102,0,0,"15,619",,,,,,
R85603,"24,635","352,437",6.99%,,R85103,0,0,0,,,,,,
R85605,"12,623","180,584",6.99%,,R85105,0,0,"23,718",,,,,,
R85606,"8,618","123,291",6.99%,,R85106,0,0,"20,631",,,,,,
R85607,0,0,8.19%,,R85107,0,0,"14,975",,,,,,
R85608,"7,761","111,034",6.99%,,R85108,0,7.61,"26,281",,,,,,
R85609,"4,526","64,744",6.99%,,R85109,10,0,"14,757",,,,,,
R85611,"6,625","94,782",6.99%,,R85111,200,0,"2,400",,,,,,
R85612,"12,099","173,093",6.99%,,R85112,0,0,0,,,,,,
R85613,0,0,8.00%,,R85113,0,0,"25,296",,,,,,
R85615,"15,472","221,348",6.99%,,R85115,0,0,0,,,,,,
R85617,"17,447","249,603",6.99%,,R85116,0,0,"7,627",,,,,,
R85618,0,0,7.99%,,R85117,0,0,0,,,,,,
R85619,0,0,6.99%,,R85118,0,0,0,,,,,,
R85621,0,0,6.99%,,R85119,0,0,0,,,,,,
R85622,"18,600","245,055",7.59%,,R85122,0,0,"14,751",,,,,,
R85625,"5,143","73,582",6.99%,,R85123,0,15.22,"8,868",,,,,,
R85626,"36,768","526,011",6.99%,,R85125,0,0,"32,403",,,,,,
R85627,"15,145","216,670",6.99%,,R85126,0,0,0,,,,,,
R85628,"43,366","556,690",7.79%,,R85129,0,0,0,,,,,,
R85629,"28,309","354,310",7.99%,,R85131,0,0,"32,550",,,,,,
R85631,"8,517","121,843",6.99%,,R85132,100,0,"6,205",,,,,,
R85632,0,0,6.99%,,R85133,0,15.22,"23,065",,,,,,
R85633,0,0,6.99%,,R85135,0,30.44,"51,433",,,,,,
R85635,"11,844","156,041",7.59%,,R85136,0,0,"27,301",,,,,,
R85636,0,0,6.99%,,R85137,0,0,"17,178",,,,,,
R85637,"6,592","94,312",6.99%,,R85138,0,0,"20,390",,,,,,
R85638,0,0,6.99%,,R85139,0,0,"17,490",,,,,,
R85639,"33,073","473,145",6.99%,,R85151,0,0,"15,168",,,,,,
R85651,0,0,8.59%,,R85152,200,0,"7,395",,,,,,
R85652,"2,765","39,560",6.99%,,R85153,10,0,"43,461",,,,,,
R85653,0,0,6.99%,,R85155,0,15.22,"13,642",,,,,,
R85655,"29,149","417,016",6.99%,,R85156,0,0,"35,199",,,,,,
R85656,0,0,8.00%,,R85157,0,0,0,,,,,,
R85657,"67,569","890,232",7.59%,,R85158,0,0,0,,,,,,
R85658,"8,985","128,543",6.99%,,R85159,200,0,"35,739",,,,,,
R85659,"6,186","88,501",6.99%,,R85161,0,0,0,,,,,,
R85661,"17,569","251,339",6.99%,,R85162,0,0,"10,476",,,,,,
R85662,"18,343","262,419",6.99%,,R85163,0,0,0,,,,,,
R85663,"31,205","407,910",7.65%,,R85166,0,0,"20,080",,,,,,
R85665,0,0,8.00%,,R85167,210,0,"2,520",,,,,,
R85666,"22,056","262,888",8.39%,,R85168,0,0,"11,618",,,,,,
R85667,0,0,6.99%,,R85169,0,7.61,"22,052",,,,,,
R85668,"12,686","181,493",6.99%,,R85171,0,0,0,,,,,,
R85669,0,0,7.59%,,R85172,0,0,"37,746",,,,,,
R85671,"31,404","393,040",7.99%,,R85173,10,7.61,"6,200",,,,,,
R85673,"6,615","84,916",7.79%,,R85175,0,7.61,0,,,,,,
R85675,"30,767","394,961",7.79%,,R85176,0,0,0,,,,,,
R85676,612,"7,801",7.85%,,R85178,0,0,"28,405",,,,,,
R85677,"10,029","143,479",6.99%,,R85179,27.22,0,327,,,,,,
R85678,"13,097","187,367",6.99%,,R85181,10,0,"21,442",,,,,,
R85679,"8,916","127,556",6.99%,,R85182,10,0,"13,661",,,,,,
R85681,"17,366","228,797",7.59%,,R85183,200,0,"5,170",,,,,,
R85682,"24,443","305,917",7.99%,,R85185,0,0,"56,408",,,,,,
R85683,"22,371","339,469",6.59%,,R85186,0,0,0,,,,,,
R85685,"26,996","415,330",6.50%,,R85187,0,0,"11,263",,,,,,
R85686,"68,906","841,342",8.19%,,R85188,0,0,"26,199",,,,,,
R85687,"25,108","299,261",8.39%,,R85189,0,7.61,0,,,,,,
R85688,"2,188","31,300",6.99%,,R85192,10,30.44,"63,679",,,,,,
R85689,0,0,7.59%,,R85193,0,0,0,,,,,,
R85691,0,0,7.59%,,R85195,200,7.61,"48,819",,,,,,
R85692,"19,830","230,855",8.59%,,R85196,0,0,0,,,,,,
R85693,"11,985","171,460",6.99%,,R85197,0,0,"1,959",,,,,,
R85695,0,0,6.99%,,R85198,0,7.61,"24,192",,,,,,
R85696,"9,268","132,585",6.99%,,R85199,0,7.61,"10,038",,,,,,
R85697,"7,828","102,333",7.65%,,R85201,0,0,"24,874",,,,,,
R85698,"53,381","685,253",7.79%,,R85202,0,0,0,,,,,,
R85699,"5,053","66,577",7.59%,,R85203,0,15.22,"25,958",,,,,,
R85701,0,0,8.00%,,R85205,0,0,"28,608",,,,,,
R85702,0,0,0.00%,,R85206,64.44,0,773,,,,,,
R85703,0,0,6.99%,,R85207,0,0,"10,274",,,,,,
R85705,"88,147","1,161,361",7.59%,,R85208,0,0,0,,,,,,
R85706,"9,249","132,320",6.99%,,R85209,0,0,"17,053",,,,,,
R85707,0,0,8.49%,,R85211,0,0,0,,,,,,
R85708,"34,185","450,396",7.59%,,R85212,10,0,"20,715",,,,,,
R85709,0,0,6.99%,,R85213,100,0,"13,708",,,,,,
R85711,0,0,6.99%,,R85216,0,15.22,"13,871",,,,,,
R85712,0,0,6.99%,,R85217,200,0,"2,994",,,,,,
R85713,"11,377","142,392",7.99%,,R85218,10,15.22,"26,473",,,,,,
R85715,"4,505","64,447",6.99%,,R85219,0,0,"27,577",,,,,,
R85716,"10,699","133,740",8.00%,,R85221,0,0,"19,509",,,,,,
R85717,"5,067","61,867",8.19%,,R85222,0,0,0,,,,,,
R85718,"1,051","12,738",8.25%,,R85223,0,0,0,,,,,,
R85719,"5,148","73,654",6.99%,,R85225,0,0,"10,292",,,,,,
R85721,0,0,8.59%,,R85226,200,0,"9,751",,,,,,
R85722,0,0,6.99%,,R85227,0,15.22,"13,222",,,,,,
R85723,"15,746","225,272",6.99%,,R85228,0,15.22,0,,,,,,
R85725,"62,573","783,140",7.99%,,R85229,0,7.61,"6,295",,,,,,
R85726,"18,335","262,306",6.99%,,R85231,0,0,"13,730",,,,,,
R85728,"10,303","147,401",6.99%,,R85232,0,7.61,"13,279",,,,,,
R85729,0,0,6.99%,,R85233,0,0,0,,,,,,
R85731,0,0,7.99%,,R85235,0,0,"14,056",,,,,,
R85732,"25,542","319,674",7.99%,,R85236,54.44,15.22,653,,,,,,
R85733,"11,433","163,568",6.99%,,R85238,0,0,"18,038",,,,,,
R85735,"4,464","54,510",8.19%,,R85239,0,15.22,"33,271",,,,,,
R85736,"8,974","128,388",6.99%,,R85251,0,0,0,,,,,,
R85737,"20,674","258,748",7.99%,,R85252,0,0,"24,730",,,,,,
R85738,"15,639","206,053",7.59%,,R85253,0,0,"13,691",,,,,,
R85739,"9,588","137,166",6.99%,,R85255,0,0,0,,,,,,
R85752,0,0,6.99%,,R85256,0,0,0,,,,,,
R85753,"25,249","361,222",6.99%,,R85257,0,0,"24,822",,,,,,
R85755,"26,065","372,886",6.99%,,R85258,0,0,"12,915",,,,,,
R85756,0,0,5.99%,,R85259,0,0,"19,842",,,,,,
R85757,"24,750","302,198",8.19%,,R85261,0,0,0,,,,,,
R85758,"12,498","178,804",6.99%,,R85262,0,0,"26,873",,,,,,
R85759,"16,966","242,721",6.99%,,R85263,0,0,"8,686",,,,,,
R85761,"7,293","96,094",7.59%,,R85265,0,0,"92,237",,,,,,
R85762,"19,348","254,910",7.59%,,R85266,0,0,0,,,,,,
R85765,0,0,5.99%,,R85268,200,0,"38,803",,,,,,
R85766,"12,906","184,634",6.99%,,R85269,0,0,0,,,,,,
R85767,"29,555","389,391",7.59%,,R85271,200,15.22,"26,585",,,,,,
R85768,"5,012","71,709",6.99%,,R85272,0,0,"6,003",,,,,,
R85769,0,0,6.99%,,R85273,0,15.22,"7,229",,,,,,
R85771,"14,826","212,107",6.99%,,R85275,0,0,"1,548",,,,,,
R85772,"5,748","68,507",8.39%,,R85276,0,7.61,"16,972",,,,,,
R85773,0,0,6.99%,,R85277,0,0,0,,,,,,
R85775,"15,362","219,771",6.99%,,R85278,27.22,0,327,,,,,,
R85776,"28,481","375,243",7.59%,,R85279,0,0,"4,873",,,,,,
R85777,"2,331","33,342",6.99%,,R85281,200,0,"7,655",,,,,,
R85778,"5,692","81,434",6.99%,,R85282,10,0,"5,194",,,,,,
R85779,0,0,0.00%,,R85283,0,0,"27,184",,,,,,
R85781,"57,252","716,542",7.99%,,R85285,200,0,"21,195",,,,,,
R85782,"20,996","300,370",6.99%,,R85286,0,0,"11,034",,,,,,
R85783,"3,921","56,093",6.99%,,R85287,200,0,"7,589",,,,,,
R85785,"10,031","143,499",6.99%,,R85289,10,15.22,"7,632",,,,,,
R85786,"8,643","105,531",8.19%,,R85291,0,0,"27,133",,,,,,
R85787,0,0,5.60%,,R85292,200,0,"9,834",,,,,,
R85788,"12,690","181,539",6.99%,,R85293,0,0,"26,295",,,,,,
R85789,"24,204","346,262",6.99%,,R85295,0,0,"9,287",,,,,,
R85791,"22,847","298,654",7.65%,,R85296,0,0,"18,043",,,,,,
R85792,0,0,6.99%,,R85297,0,15.22,0,,,,,,
R85793,0,0,7.99%,,R85298,0,0,"9,720",,,,,,
R85795,"13,083","187,167",6.99%,,R85299,0,7.61,"33,709",,,,,,
R85796,"36,303","454,355",7.99%,,R85301,0,0,"9,400",,,,,,
