UID,Sum of ARR,Sum of Total,Sum of Take Rate,,ID,Base & Other Fees,Rental,Voice ARR,,ID,WP ARR,,ID,DE ARR
R85292,"4,428","63,341",6.99%,,R83882,0,0,"20,145",,,,,,
R85293,"26,839","383,957",6.99%,,R83883,0,0,"21,226",,,,,,
R85295,"10,787","154,324",6.99%,,R83885,0,0,"20,351",,,,,,
R85296,"18,143","227,066",7.99%,,R83886,0,15,"2,547",,,,,,
R85297,0,0,6.99%,,R83887,0,0,"18,717",,,,,,
R85298,"9,920","141,921",6.99%,,R83888,0,0,0,,,,,,
R85299,"59,327","1,078,666",5.50%,,R83889,200,0,"8,485",,,,,,
R85301,"9,040","129,326",6.99%,,R83891,0,0,0,,,,,,
R85302,"12,364","176,876",6.99%,,R83892,0,0,0,,,,,,
R85303,"17,820","254,939",6.99%,,R83893,0,0,0,,,,,,
R85305,"18,427","230,631",7.99%,,R83895,0,0,"8,567",,,,,,
R85306,0,0,6.99%,,R83896,0,0,0,,,,,,
R85307,0,0,6.99%,,R83897,0,0,0,,,,,,
R85308,0,0,6.99%,,R83898,0,0,"15,956",,,,,,
R85309,0,0,6.99%,,R83899,0,0,0,,,,,,
R85311,"15,555","194,440",8.00%,,R83901,54,0,653,,,,,,
R85312,"60,535","1,100,637",5.50%,,R83903,0,0,"20,422",,,,,,
R85313,0,0,6.99%,,R83905,0,0,0,,,,,,
R85315,"2,386","29,821",8.00%,,R83906,0,0,"16,348",,,,,,
R85316,"13,858","198,255",6.99%,,R83907,0,0,0,,,,,,
R85317,"12,718","181,949",6.99%,,R83908,0,0,"12,580",,,,,,
R85318,0,0,6.99%,,R83909,0,0,"17,333",,,,,,
R85319,0,0,6.99%,,R83911,0,0,"24,147",,,,,,
R85321,"8,455","130,275",6.49%,,R83912,0,0,"31,523",,,,,,
R85322,"31,228","446,754",6.99%,,R83913,200,0,"11,968",,,,,,
R85323,0,0,7.65%,,R83915,200,0,"13,633",,,,,,
R85325,"5,412","70,747",7.65%,,R83916,0,0,"2,171",,,,,,
R85326,"44,691","588,817",7.59%,,R83917,49,0,588,,,,,,
R85327,"87,741","1,071,324",8.19%,,R83918,0,0,"6,044",,,,,,
R85328,"4,770","59,623",8.00%,,R83921,0,0,"35,299",,,,,,
R85329,0,0,6.99%,,R83925,10,0,"10,871",,,,,,
R85331,0,0,6.99%,,R83926,0,0,"19,665",,,,,,
R85332,0,0,6.99%,,R83927,0,30,"10,758",,,,,,
R85333,"11,839","169,376",6.99%,,R83929,0,0,0,,,,,,
R85335,0,0,6.00%,,R83931,0,8,"10,937",,,,,,
R85336,"4,925","70,454",6.99%,,R83932,0,0,"1,832",,,,,,
R85337,"3,047","43,589",6.99%,,R83933,0,0,"15,694",,,,,,
R85338,"2,003","28,654",6.99%,,R83935,0,0,0,,,,,,
R85339,"5,904","72,093",8.19%,,R83936,0,0,"6,567",,,,,,
R85351,"18,088","220,849",8.19%,,R83937,200,23,"31,166",,,,,,
R85352,0,0,7.65%,,R83938,0,23,"23,345",,,,,,
R85353,0,0,8.00%,,R83951,0,0,"39,832",,,,,,
R85355,"28,175","403,077",6.99%,,R83952,0,0,0,,,,,,
R85356,"26,922","385,149",6.99%,,R83953,0,0,0,,,,,,
R85357,0,0,8.59%,,R83955,0,0,"4,003",,,,,,
R85358,0,0,6.49%,,R83956,10,0,"19,363",,,,,,
R85359,"38,989","453,887",8.59%,,R83957,0,0,0,,,,,,
R85361,0,0,6.99%,,R83958,0,0,"23,297",,,,,,
R85362,0,0,7.59%,,R83959,0,0,"22,899",,,,,,
R85363,0,0,6.99%,,R83961,0,0,0,,,,,,
R85365,"7,715","110,370",6.99%,,R83962,10,0,"24,299",,,,,,
R85366,"5,283","75,586",6.99%,,R83963,10,0,"56,420",,,,,,
R85367,0,0,6.99%,,R83965,10,0,"14,007",,,,,,
R85368,"19,212","274,848",6.99%,,R83966,0,0,"25,504",,,,,,
R85369,"14,316","204,813",6.99%,,R83967,0,0,"15,560",,,,,,
R85371,"12,301","175,974",6.99%,,R83968,0,0,"26,503",,,,,,
R85372,"34,057","487,230",6.99%,,R83969,0,15,"40,260",,,,,,
R85373,0,0,8.59%,,R83971,0,0,0,,,,,,
R85375,0,0,7.59%,,R83972,0,0,"5,948",,,,,,
R85376,"24,244","346,845",6.99%,,R83973,200,0,"8,954",,,,,,
R85377,0,0,8.00%,,R83975,0,0,"14,821",,,,,,
R85378,63,896,6.99%,,R83976,0,0,"17,547",,,,,,
R85379,"12,213","152,853",7.99%,,R83977,0,0,"23,025",,,,,,
R85381,"35,660","510,162",6.99%,,R83978,0,0,"25,423",,,,,,
R85383,0,0,6.99%,,R83979,0,0,"12,077",,,,,,
R85385,0,0,6.00%,,R83981,0,0,0,,,,,,
R85386,"19,480","278,681",6.99%,,R83982,0,0,0,,,,,,
R85387,"20,060","251,062",7.99%,,R83983,0,0,"21,879",,,,,,
R85388,0,0,6.99%,,R83985,0,0,"9,419",,,,,,
R85389,0,0,6.99%,,R83986,0,0,"20,069",,,,,,
R85391,"16,676","203,610",8.19%,,R83987,0,0,"73,779",,,,,,
R85392,0,0,8.00%,,R83988,0,0,0,,,,,,
R85393,"18,522","264,975",6.99%,,R83989,200,0,"13,023",,,,,,
R85395,"22,897","327,562",6.99%,,R83991,0,0,"24,488",,,,,,
R85396,63,908,6.99%,,R83992,200,0,"6,556",,,,,,
R85397,0,0,8.00%,,R83993,0,0,"15,273",,,,,,
R85399,"44,500","809,087",5.50%,,R83995,10,0,"7,920",,,,,,
R85501,"29,173","417,352",6.99%,,R83996,0,0,"20,184",,,,,,
R85502,0,0,8.00%,,R83997,200,8,"3,022",,,,,,
R85503,"11,307","161,761",6.99%,,R83998,54,0,653,,,,,,
R85505,"22,012","400,226",5.50%,,R83999,0,0,"23,479",,,,,,
R85506,"18,728","340,504",5.50%,,R85001,54,0,653,,,,,,
R85507,0,0,6.49%,,R85002,0,0,"34,811",,,,,,
R85508,"33,583","480,437",6.99%,,R85005,0,0,"19,554",,,,,,
R85509,"29,808","426,444",6.99%,,R85006,200,0,"2,400",,,,,,
R85511,0,0,6.99%,,R85007,0,8,"1,337",,,,,,
R85513,0,0,6.99%,,R85009,200,0,"16,896",,,,,,
R85515,0,0,8.59%,,R85011,0,0,"20,990",,,,,,
R85516,0,0,6.99%,,R85012,0,0,0,,,,,,
R85518,0,0,6.99%,,R85013,10,0,120,,,,,,
R85519,"45,510","594,897",7.65%,,R85015,0,0,"22,614",,,,,,
R85521,"24,021","286,308",8.39%,,R85016,25,0,"9,259",,,,,,
R85522,0,0,6.99%,,R85017,0,0,"14,245",,,,,,
R85523,"21,223","252,960",8.39%,,R85018,0,8,"29,083",,,,,,
R85525,"10,434","149,270",6.99%,,R85019,0,8,"18,088",,,,,,
R85526,"16,984","222,019",7.65%,,R85021,0,8,"33,429",,,,,,
R85527,0,0,6.99%,,R85022,0,0,"34,541",,,,,,
R85528,0,0,8.39%,,R85023,0,0,"14,294",,,,,,
R85529,0,0,6.99%,,R85025,54,30,653,,,,,,
R85531,"13,198","164,979",8.00%,,R85026,0,0,"14,722",,,,,,
R85532,"29,419","534,895",5.50%,,R85027,10,0,"20,817",,,,,,
R85533,"10,891","167,805",6.49%,,R85028,10,0,"5,660",,,,,,
R85536,"6,499","92,969",6.99%,,R85029,200,0,"2,400",,,,,,
R85537,"2,395","34,264",6.99%,,R85031,0,0,0,,,,,,
R85538,"21,021","276,961",7.59%,,R85032,0,0,0,,,,,,
R85539,"32,512","378,488",8.59%,,R85033,0,0,0,,,,,,
R85551,"31,615","452,286",6.99%,,R85035,0,0,0,,,,,,
R85552,"14,069","201,279",6.99%,,R85036,0,0,0,,,,,,
R85553,"30,229","369,096",8.19%,,R85037,0,8,"30,911",,,,,,
R85555,"12,743","182,306",6.99%,,R85038,0,0,"16,986",,,,,,
R85556,0,0,7.59%,,R85039,0,0,0,,,,,,
R85557,"26,083","435,441",5.99%,,R85051,200,0,"6,847",,,,,,
R85558,"21,044","301,060",6.99%,,R85052,54,0,653,,,,,,
R85559,"21,701","310,455",6.99%,,R85053,0,0,0,,,,,,
R85561,0,0,6.99%,,R85055,0,0,"14,030",,,,,,
R85562,"11,261","161,103",6.99%,,R85056,0,0,"38,478",,,,,,
R85563,"14,107","201,813",6.99%,,R85057,0,0,"14,006",,,,,,
R85565,"46,529","597,288",7.79%,,R85058,0,0,"39,476",,,,,,
R85566,"30,184","387,477",7.79%,,R85059,0,0,0,,,,,,
R85567,"15,630","223,606",6.99%,,R85061,0,0,0,,,,,,
R85568,"18,489","264,506",6.99%,,R85062,0,0,0,,,,,,
R85569,"7,874","112,646",6.99%,,R85063,200,0,"19,675",,,,,,
R85571,0,0,6.99%,,R85065,0,0,0,,,,,,
R85572,507,"7,250",6.99%,,R85066,0,0,"10,775",,,,,,
R85573,0,0,7.85%,,R85067,54,0,653,,,,,,
R85575,"13,950","174,376",8.00%,,R85068,200,0,"12,406",,,,,,
R85576,"40,223","575,435",6.99%,,R85069,0,0,"16,700",,,,,,
R85577,"5,855","83,762",6.99%,,R85071,0,0,"27,788",,,,,,
R85578,"29,938","428,302",6.99%,,R85073,0,0,"7,567",,,,,,
R85579,0,0,5.99%,,R85075,0,0,"21,267",,,,,,
R85581,"20,508","256,674",7.99%,,R85076,0,0,"52,109",,,,,,
R85582,0,0,6.99%,,R85077,0,0,0,,,,,,
R85583,"2,681","35,316",7.59%,,R85078,0,0,"14,607",,,,,,
R85585,"16,284","232,962",6.99%,,R85079,0,0,"30,940",,,,,,
R85586,"23,084","330,250",6.99%,,R85082,0,0,"23,131",,,,,,
R85587,0,0,6.99%,,R85083,47,0,566,,,,,,
R85588,"17,792","254,534",6.99%,,R85085,10,8,"7,259",,,,,,
R85589,"28,281","337,081",8.39%,,R85086,0,0,0,,,,,,
R85591,"13,844","198,050",6.99%,,R85087,84,8,"1,003",,,,,,
R85592,"2,997","39,486",7.59%,,R85088,0,0,"20,615",,,,,,
R85593,"8,157","116,691",6.99%,,R85089,0,0,0,,,,,,
R85595,0,0,7.59%,,R85092,54,0,653,,,,,,
R85596,0,0,7.79%,,R85093,0,0,"33,830",,,,,,
R85597,"23,759","339,894",6.99%,,R85095,0,0,"22,234",,,,,,
R85598,"50,029","715,728",6.99%,,R85096,0,0,"17,158",,,,,,
R85599,"6,592","94,300",6.99%,,R85097,0,0,"18,952",,,,,,
R85601,"14,481","181,009",8.00%,,R85098,0,0,0,,,,,,
R85602,"19,682","281,573",6.99%,,R85099,0,0,0,,,,,,
R85603,"25,614","366,434",6.99%,,R85101,0,0,"33,156",,,,,,
R85605,"11,907","170,340",6.99%,,R85102,0,0,"11,905",,,,,,
R85606,"6,964","99,626",6.99%,,R85103,0,0,0,,,,,,
R85607,0,0,8.19%,,R85105,0,0,0,,,,,,
R85608,"9,612","137,511",6.99%,,R85106,0,0,"16,445",,,,,,
R85609,"7,602","108,749",6.99%,,R85107,0,0,"15,334",,,,,,
R85611,0,0,6.99%,,R85108,0,8,"24,457",,,,,,
R85612,"2,663","38,103",6.99%,,R85109,10,0,"16,909",,,,,,
R85613,0,0,8.00%,,R85111,0,0,0,,,,,,
R85615,"6,709","95,974",6.99%,,R85112,0,0,0,,,,,,
R85617,"17,106","244,714",6.99%,,R85113,0,0,"26,604",,,,,,
R85618,0,0,7.99%,,R85115,0,0,0,,,,,,
R85619,0,0,6.99%,,R85116,0,0,"8,997",,,,,,
R85621,0,0,6.99%,,R85117,0,0,0,,,,,,
R85622,"15,772","207,801",7.59%,,R85118,0,0,0,,,,,,
R85625,"5,828","83,379",6.99%,,R85119,0,0,0,,,,,,
R85626,"35,066","501,659",6.99%,,R85122,0,0,"15,325",,,,,,
R85627,"13,565","194,063",6.99%,,R85123,0,15,"12,468",,,,,,
R85628,"41,921","538,144",7.79%,,R85125,0,0,"32,707",,,,,,
R85629,"30,245","378,538",7.99%,,R85126,0,0,0,,,,,,
R85631,"9,237","132,152",6.99%,,R85129,0,0,0,,,,,,
R85632,0,0,6.99%,,R85131,0,0,"26,703",,,,,,
R85633,"2,857","40,876",6.99%,,R85132,100,0,"6,170",,,,,,
R85635,"6,726","88,612",7.59%,,R85133,0,15,"26,119",,,,,,
R85636,0,0,6.99%,,R85135,0,0,"54,119",,,,,,
R85637,"6,264","89,615",6.99%,,R85136,0,0,"26,594",,,,,,
R85638,0,0,6.99%,,R85137,0,0,"19,702",,,,,,
R85639,"33,062","472,992",6.99%,,R85138,0,0,"19,694",,,,,,
R85651,0,0,8.59%,,R85139,0,0,"15,788",,,,,,
R85652,"4,641","66,388",6.99%,,R85151,0,0,"15,560",,,,,,
R85653,0,0,6.99%,,R85152,200,0,"7,527",,,,,,
R85655,"32,296","462,025",6.99%,,R85153,10,0,"40,417",,,,,,
R85656,0,0,8.00%,,R85155,0,15,"18,615",,,,,,
R85657,0,0,7.59%,,R85156,0,0,"33,906",,,,,,
R85658,"10,363","148,258",6.99%,,R85157,0,0,0,,,,,,
R85659,"2,900","41,485",6.99%,,R85158,0,0,0,,,,,,
R85661,"16,867","241,297",6.99%,,R85159,200,0,"37,166",,,,,,
R85662,"11,502","164,546",6.99%,,R85161,0,0,0,,,,,,
R85663,"27,325","357,193",7.65%,,R85162,0,0,"8,923",,,,,,
R85665,0,0,8.00%,,R85163,0,0,0,,,,,,
R85666,"20,409","243,253",8.39%,,R85166,0,0,"21,278",,,,,,
R85667,0,0,6.99%,,R85167,210,0,"2,520",,,,,,
R85668,"13,095","187,344",6.99%,,R85168,0,0,"11,424",,,,,,
R85669,0,0,7.59%,,R85169,0,8,"23,660",,,,,,
R85671,"33,900","424,281",7.99%,,R85171,0,0,0,,,,,,
R85673,"6,238","80,078",7.79%,,R85172,0,0,"40,690",,,,,,
R85675,"19,936","255,913",7.79%,,R85173,10,8,"11,694",,,,,,
R85676,744,"9,482",7.85%,,R85175,0,8,0,,,,,,
R85677,"10,926","156,303",6.99%,,R85176,0,0,0,,,,,,
R85678,"12,943","185,168",6.99%,,R85178,0,0,"27,249",,,,,,
R85679,"9,399","134,458",6.99%,,R85179,27,0,327,,,,,,
R85681,"14,081","185,517",7.59%,,R85181,10,0,"22,126",,,,,,
R85682,"25,533","319,564",7.99%,,R85182,10,0,"13,061",,,,,,
R85683,"24,285","368,508",6.59%,,R85183,200,0,"9,290",,,,,,
R85685,0,0,6.50%,,R85185,0,0,"57,870",,,,,,
R85686,"72,747","888,244",8.19%,,R85186,0,0,0,,,,,,
R85687,"21,095","251,431",8.39%,,R85187,0,0,"8,695",,,,,,
R85688,"19,119","273,524",6.99%,,R85188,0,0,"22,873",,,,,,
R85689,0,0,7.59%,,R85189,0,0,"2,459",,,,,,
R85691,0,0,7.59%,,R85192,10,30,"64,283",,,,,,
R85692,"20,912","243,450",8.59%,,R85193,0,0,0,,,,,,
R85693,"9,976","142,718",6.99%,,R85195,200,8,"47,351",,,,,,
R85695,0,0,6.99%,,R85196,0,0,0,,,,,,
R85696,"9,624","137,682",6.99%,,R85197,0,0,"1,643",,,,,,
R85697,"6,495","84,896",7.65%,,R85198,0,0,"24,858",,,,,,
R85698,"51,673","663,319",7.79%,,R85199,0,0,"10,070",,,,,,
R85699,"8,120","106,981",7.59%,,R85201,0,0,"24,265",,,,,,
R85701,0,0,8.00%,,R85202,0,0,0,,,,,,
R85702,0,0,6.99%,,R85203,0,15,"27,746",,,,,,
R85703,0,0,6.99%,,R85205,0,0,"30,468",,,,,,
R85705,"95,724","1,261,184",7.59%,,R85206,64,0,773,,,,,,
R85706,"11,825","169,173",6.99%,,R85207,0,0,"10,092",,,,,,
R85707,0,0,8.49%,,R85208,0,0,0,,,,,,
R85708,"37,368","492,337",7.59%,,R85209,0,0,"18,246",,,,,,
R85709,0,0,6.99%,,R85211,0,0,0,,,,,,
R85711,0,0,6.99%,,R85212,10,0,"20,870",,,,,,
R85712,0,0,6.99%,,R85213,100,0,"8,051",,,,,,
R85713,"11,661","145,765",8.00%,,R85216,0,15,"15,052",,,,,,
R85715,"3,785","54,155",6.99%,,R85217,200,0,"2,584",,,,,,
R85716,"10,634","132,920",8.00%,,R85218,10,15,120,,,,,,
R85717,0,0,8.19%,,R85219,0,0,"30,775",,,,,,
R85718,386,"4,677",8.25%,,R85221,0,0,"16,584",,,,,,
R85719,"5,836","83,489",6.99%,,R85222,0,0,0,,,,,,
R85721,0,0,8.59%,,R85223,0,0,0,,,,,,
R85722,0,0,6.99%,,R85225,0,0,0,,,,,,
R85723,"15,232","217,918",6.99%,,R85226,200,0,"12,149",,,,,,
R85725,"62,668","784,327",7.99%,,R85227,0,15,"13,601",,,,,,
R85726,"19,173","274,293",6.99%,,R85228,0,0,"26,962",,,,,,
R85728,"10,480","149,931",6.99%,,R85229,0,8,"5,236",,,,,,
R85729,0,0,6.99%,,R85231,0,0,"14,538",,,,,,
R85731,0,0,7.99%,,R85232,0,0,0,,,,,,
R85732,"22,766","284,932",7.99%,,R85233,0,0,0,,,,,,
R85733,"12,268","175,508",6.99%,,R85235,0,0,"13,092",,,,,,
R85735,"4,737","57,837",8.19%,,R85236,54,15,653,,,,,,
R85736,"12,015","171,887",6.99%,,R85238,0,0,"17,317",,,,,,
R85737,"22,410","280,470",7.99%,,R85239,0,15,"26,459",,,,,,
R85738,"18,944","249,589",7.59%,,R85251,0,0,0,,,,,,
R85739,"10,569","151,200",6.99%,,R85252,0,0,"28,164",,,,,,
R85752,0,0,6.99%,,R85253,0,0,"34,025",,,,,,
R85753,"26,551","379,841",6.99%,,R85255,0,0,0,,,,,,
R85755,"24,595","351,857",6.99%,,R85256,0,0,0,,,,,,
R85756,0,0,5.99%,,R85257,0,0,"24,662",,,,,,
R85757,"31,794","388,208",8.19%,,R85258,0,0,"14,197",,,,,,
R85758,"11,646","166,611",6.99%,,R85259,0,0,"18,404",,,,,,
R85759,"18,008","257,626",6.99%,,R85261,0,0,0,,,,,,
R85761,"9,833","129,547",7.59%,,R85262,0,0,"25,435",,,,,,
R85762,"17,327","228,293",7.59%,,R85263,0,0,"8,432",,,,,,
R85765,0,0,5.99%,,R85265,0,0,"88,919",,,,,,
R85766,"10,149","145,187",6.99%,,R85266,0,0,0,,,,,,
R85767,"29,178","384,432",7.59%,,R85268,200,0,"43,493",,,,,,
R85768,0,0,6.99%,,R85269,0,0,0,,,,,,
R85769,0,0,6.99%,,R85271,200,15,"23,191",,,,,,
R85771,"12,874","184,171",6.99%,,R85272,0,0,"4,027",,,,,,
R85772,"8,615","102,687",8.39%,,R85273,54,15,653,,,,,,
R85773,0,0,6.99%,,R85275,0,0,"4,192",,,,,,
R85775,"14,246","203,805",6.99%,,R85276,0,8,"25,565",,,,,,
R85776,"31,266","411,932",7.59%,,R85277,0,0,0,,,,,,
R85777,"7,562","108,186",6.99%,,R85278,27,0,327,,,,,,
R85778,"3,606","51,595",6.99%,,R85279,0,0,"4,001",,,,,,
R85779,0,0,0.00%,,R85281,200,0,"7,546",,,,,,
R85781,"56,583","708,178",7.99%,,R85282,10,0,"13,117",,,,,,
R85782,"21,431","306,592",6.99%,,R85283,0,0,"24,661",,,,,,
R85783,"11,163","159,702",6.99%,,R85285,200,0,"20,047",,,,,,
R85785,"8,739","125,019",6.99%,,R85286,0,0,"11,249",,,,,,
R85786,0,0,8.19%,,R85287,200,0,"6,483",,,,,,
R85787,0,0,5.60%,,R85289,10,15,"6,819",,,,,,
R85788,"12,702","181,720",6.99%,,R85291,0,8,"37,321",,,,,,
R85789,"20,601","294,720",6.99%,,R85292,0,0,"4,428",,,,,,
R85791,"20,762","271,398",7.65%,,R85293,0,0,"26,839",,,,,,
R85792,"5,090","72,825",6.99%,,R85295,0,0,"10,787",,,,,,
R85793,0,0,7.99%,,R85296,0,0,"18,143",,,,,,
R85795,"5,787","82,789",6.99%,,R85297,0,15,0,,,,,,
R85796,"31,739","397,239",7.99%,,R85298,0,0,"9,920",,,,,,
R85797,"24,080","344,491",6.99%,,R85299,0,8,"59,327",,,,,,
R85798,"23,945","313,007",7.65%,,R85301,0,0,"9,040",,,,,,
R85799,0,0,6.99%,,R85302,0,0,"12,364",,,,,,
R85801,"23,585","337,416",6.99%,,R85303,0,0,"17,820",,,,,,
R85802,"5,095","72,886",6.99%,,R85305,0,0,"18,427",,,,,,
R85803,"13,689","195,837",6.99%,,R85306,0,0,0,,,,,,
R85805,0,0,6.99%,,R85307,0,0,0,,,,,,
R85806,"21,657","278,016",7.79%,,R85308,200,0,"2,400",,,,,,
R85807,"43,589","532,226",8.19%,,R85309,54,0,653,,,,,,
R85808,"11,847","137,922",8.59%,,R85311,0,0,"15,555",,,,,,
R85809,"9,404","117,550",8.00%,,R85312,0,8,"60,535",,,,,,
R85811,0,0,6.99%,,R85313,0,0,0,,,,,,
R85812,"25,950","371,247",6.99%,,R85315,0,46,"2,386",,,,,,
R85813,"7,392","105,756",6.99%,,R85316,0,15,"13,858",,,,,,
R85815,"4,561","65,256",6.99%,,R85317,0,0,"12,718",,,,,,
R85816,"30,926","442,432",6.99%,,R85318,0,0,0,,,,,,
R85817,0,0,7.65%,,R85319,54,0,653,,,,,,
R85819,"3,857","45,967",8.39%,,R85321,0,8,"8,455",,,,,,
R85821,0,0,6.99%,,R85322,0,0,"31,228",,,,,,
R85823,"17,224","200,514",8.59%,,R85323,0,0,0,,,,,,
R85825,"7,906","103,340",7.65%,,R85325,200,0,"7,812",,,,,,
R85826,"1,861","26,618",6.99%,,R85326,0,0,"44,691",,,,,,
R85827,"9,314","116,423",8.00%,,R85327,0,0,"87,741",,,,,,
R85828,0,0,8.00%,,R85328,0,0,"4,770",,,,,,
R85829,"12,086","185,943",6.50%,,R85329,0,0,0,,,,,,
R85831,"15,687","224,421",6.99%,,R85331,200,0,"2,400",,,,,,
R85832,"8,944","127,951",6.99%,,R85332,54,0,653,,,,,,
R85833,"5,931","84,853",6.99%,,R85333,0,0,"11,839",,,,,,
R85835,0,0,6.99%,,R85335,0,0,0,,,,,,
R85836,"31,203","446,398",6.99%,,R85336,0,0,"4,925",,,,,,
R85837,0,0,8.05%,,R85337,200,8,"5,447",,,,,,
R85838,"32,554","465,717",6.99%,,R85338,200,8,"4,403",,,,,,
R85851,0,0,6.99%,,R85339,200,0,"8,304",,,,,,
R85852,"30,809","440,752",6.99%,,R85351,200,0,"20,488",,,,,,
R85853,"15,825","226,395",6.99%,,R85352,54,23,653,,,,,,
R85855,0,0,6.99%,,R85353,0,0,0,,,,,,
R85856,0,0,7.65%,,R85355,0,0,"28,175",,,,,,
R85857,"20,620","294,986",6.99%,,R85356,0,0,"26,922",,,,,,
R85858,"21,688","271,437",7.99%,,R85357,0,0,0,,,,,,
R85859,0,0,6.99%,,R85358,54,8,653,,,,,,
R85861,0,0,6.99%,,R85359,0,0,"38,989",,,,,,
R85862,0,0,8.19%,,R85361,54,8,653,,,,,,
R85863,0,0,6.99%,,R85362,0,0,0,,,,,,
R85865,"18,714","267,729",6.99%,,R85363,200,0,"2,400",,,,,,
R85866,"18,062","258,395",6.99%,,R85365,0,0,"7,715",,,,,,
R85867,"20,761","297,006",6.99%,,R85366,0,0,"5,283",,,,,,
R85868,"7,513","107,479",6.99%,,R85367,0,0,0,,,,,,
R85869,"13,995","200,216",6.99%,,R85368,0,0,"19,212",,,,,,
R85872,"15,282","277,861",5.50%,,R85369,0,0,"14,316",,,,,,
R85873,0,0,8.59%,,R85371,0,0,"12,301",,,,,,
R85875,0,0,8.19%,,R85372,0,0,"34,057",,,,,,
R85876,"8,956","128,127",6.99%,,R85373,0,0,0,,,,,,
R85877,"23,097","304,304",7.59%,,R85375,0,0,0,,,,,,
R85878,"12,309","176,088",6.99%,,R85376,210,0,"26,764",,,,,,
R85879,"18,845","269,593",6.99%,,R85377,0,0,0,,,,,,
R85881,"4,018","57,483",6.99%,,R85378,44,0,586,,,,,,
R85882,0,0,8.00%,,R85379,200,0,"14,613",,,,,,
R85883,0,0,6.99%,,R85381,0,0,"35,660",,,,,,
R85885,305,"3,887",7.85%,,R85383,0,0,0,,,,,,
R85886,0,0,6.99%,,R85385,0,0,0,,,,,,
R85887,0,0,6.99%,,R85386,200,23,"21,880",,,,,,
R85888,0,0,8.00%,,R85387,0,0,"20,060",,,,,,
R85889,0,0,7.65%,,R85388,54,0,653,,,,,,
R85891,0,0,6.99%,,R85389,0,0,0,,,,,,
R85892,"7,491","98,695",7.59%,,R85391,0,0,"16,676",,,,,,
R85893,0,0,6.99%,,R85392,0,0,0,,,,,,
R85895,"20,374","264,939",7.69%,,R85393,0,0,"18,522",,,,,,
R85896,"29,247","340,474",8.59%,,R85395,0,0,"22,897",,,,,,
R85897,"13,621","194,865",6.99%,,R85396,50,0,663,,,,,,
R85898,0,0,6.99%,,R85397,54,15,653,,,,,,
R85899,"16,513","236,239",6.99%,,R85399,0,0,"44,500",,,,,,
R85901,0,0,7.79%,,R85501,0,0,"29,173",,,,,,
R85902,"12,083","172,861",6.99%,,R85502,0,15,0,,,,,,
R85903,"25,740","299,648",8.59%,,R85503,0,0,"11,307",,,,,,
R85905,0,0,7.79%,,R85505,0,15,"22,012",,,,,,
R85906,"1,950","27,892",6.99%,,R85506,0,0,"18,728",,,,,,
R85907,"3,771","46,043",8.19%,,R85507,0,0,0,,,,,,
R85908,0,0,6.99%,,R85508,10,0,"33,703",,,,,,
R85909,"14,964","214,076",6.99%,,R85509,0,0,"29,808",,,,,,
R85911,0,0,8.00%,,R85511,27,0,327,,,,,,
R85913,"20,809","297,704",6.99%,,R85513,0,0,0,,,,,,
R85915,0,0,6.99%,,R85515,0,0,0,,,,,,
R85916,"16,023","229,234",6.99%,,R85516,0,0,0,,,,,,
R85917,"28,462","407,179",6.99%,,R85518,54,0,653,,,,,,
R85918,0,0,8.00%,,R85519,0,0,"45,510",,,,,,
R85919,0,0,6.99%,,R85521,0,0,"24,021",,,,,,
R85921,0,0,6.99%,,R85522,0,0,0,,,,,,
R85922,"11,955","171,029",6.99%,,R85523,0,0,"21,223",,,,,,
R85923,"17,161","226,099",7.59%,,R85525,200,8,"12,834",,,,,,
R85925,"18,367","218,910",8.39%,,R85526,0,0,"16,984",,,,,,
R85926,0,0,6.99%,,R85527,0,0,0,,,,,,
R85927,0,0,7.99%,,R85528,0,0,0,,,,,,
R85928,0,0,7.59%,,R85529,0,0,0,,,,,,
R85929,"27,739","347,169",7.99%,,R85531,0,0,"13,198",,,,,,
R85931,"11,966","171,188",6.99%,,R85532,0,0,"29,419",,,,,,
R85932,0,0,6.50%,,R85533,0,0,"10,891",,,,,,
R85933,"42,591","495,824",8.59%,,R85536,0,15,"6,499",,,,,,
R85935,0,0,7.59%,,R85537,100,8,"3,595",,,,,,
R85936,"22,605","323,397",6.99%,,R85538,0,0,"21,021",,,,,,
R85937,"14,769","211,293",6.99%,,R85539,0,0,"32,512",,,,,,
R85938,0,0,8.19%,,R85551,0,0,"31,615",,,,,,
R85939,"37,903","542,243",6.99%,,R85552,200,15,"16,469",,,,,,
R85951,"18,621","266,398",6.99%,,R85553,10,0,"30,349",,,,,,
R85952,"2,541","36,356",6.99%,,R85555,0,0,"12,743",,,,,,
R85953,"4,406","52,520",8.39%,,R85556,54,0,653,,,,,,
R85955,"45,210","646,778",6.99%,,R85557,0,0,"26,083",,,,,,
R85956,"8,996","128,698",6.99%,,R85558,0,0,"21,044",,,,,,
R85957,0,0,6.99%,,R85559,0,0,"21,701",,,,,,
R85958,"25,780","368,807",6.99%,,R85561,0,0,0,,,,,,
R85959,"12,998","185,951",6.99%,,R85562,0,0,"11,261",,,,,,
R85961,0,0,6.99%,,R85563,0,0,"14,107",,,,,,
R85962,448,"6,412",6.99%,,R85565,0,0,"46,529",,,,,,
R85963,0,0,6.99%,,R85566,0,0,"30,184",,,,,,
