Snowball Map,ID,Name,Business Type,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range
46077,5c22579acfeccdf9,He He Long BBQ Take-Out Shop,Restaurant,111 Ravel Rd,Toronto,ON,M2H 1T1,Canada,,,,,,,,Chinese,$
46078,5fb70e0e0e148189,Senbazuru Sushi Bar,Restaurant,9665 Bayview Ave,Richmond Hill,ON,L4C 9V4,Canada,,,,,,,,Japanese; Thai,$$
46079,64fcc8ea18c12c1b,Dosa Hut,Restaurant,7233 Fraser St,Vancouver,BC,V5X 3V8,Canada,,,dosahut.vancouver@gmail.com,,,,dosahut.vancouver@gmail.com,Indian; Chinese,$$
46080,629cfb617bd1bb40,China Doll Dining,Restaurant,1458 Broad St,Regina,SK,S4R 1Y9,Canada,,,chinadollregina1970@gmail.com,,,,chinadollregina1970@gmail.com,Chinese,$$
46081,6247bdfa1b355f63,Aburi Desserts by Miku,Hotel/Resort; Restaurant,10 Bay St,Toronto,ON,M5J 2R8,Canada,,,,,,,,Japanese,$
46082,61466ead638c4718,Nippon Sushi,Restaurant,1155 Shediac Rd,Moncton,NB,E1A 5L1,Canada,,,,,,,,Japanese,$$
46083,6455f2f6d259cd48,Kemptville Family Restaurant,Restaurant,2794 CR-43,North Grenville,ON,K0G 1J0,Canada,,,,,,,,Chinese,$$
46084,56f011cf82d3dec5,Hai Bian Ren Fishermans Chinese Fusion,Restaurant,1625 152 St,Surrey,BC,V4A 4N3,Canada,,,,,,,,Chinese,$
46085,58670f82298e5f83,Ichiban Sushi,Restaurant,932 Fitzgerald Ave,Courtenay,BC,V9N 2R5,Canada,,,,,,,,Japanese,$$
46086,58dfab8e07721265,Woking Dragon Chop Suey House,Restaurant,22242 Dewdney Trunk Rd,Maple Ridge,BC,V2X 3H9,Canada,,,,,,,,American; Chinese,$$
46087,59458263e54f250d,Alberni Sushi,Hotel/Resort; Restaurant,4505 Victoria Quay,Port Alberni,BC,V9Y 6G2,Canada,,,,,,,,Japanese,$$
46088,7bfe320a076571a2,Yuki Sushi,Restaurant,1879 Vernon St,Lumby,BC,V0E 2G0,Canada,,,,,,,,Japanese,$$
46089,7d40d6b42bcd99e5,The 5th Taste Sushi Restaurant,Restaurant,362 Wilson Ave,Toronto,ON,M3H 1S9,Canada,,,,,2017,,,Japanese,$$
46090,7d53b81504bc53ef,Xiang Long Zhua Zhua Jiang Long Zhua Zhua (Chicken Feet King) -SCR,Restaurant,3250 Midland Ave,Toronto,ON,M1V 0C4,Canada,,,,,,,,Chinese,
46091,7de429a26f863175,King's Fortune,Restaurant,139 King St W,Kawartha Lakes,ON,K0L 2W0,Canada,,,,,,,,Chinese,$
46092,7de2ab3b2ef3cec8,Caribbean Cabana,Restaurant,7380 McCowan Rd,Markham,ON,L3S 3H8,Canada,,,caribbean.cabana@hotmail.com,,,,caribbean.cabana@hotmail.com,Caribbean; Chinese,$$
46093,7dbd335daa5f3849,Indian Chinese Halal,Restaurant,239 York Blvd,Hamilton,ON,L8R 1Y7,Canada,Kate,Bowman,bowmankf@gmail.com,,,,lawrencekf@gmail.com,Indian; Chinese,$
46094,7e1875c664e46612,Island Poke,Hotel/Resort; Restaurant,1674 Douglas St,Victoria,BC,V8W 2G6,Canada,Mel,K,,,2018,,info@islandpoke.ca,Hawaiian; Japanese,$$
46095,7c3ae19e65b71845,Lan Noodle,Hotel/Resort; Restaurant,10475 82 Ave NW,Edmonton,AB,T6E 3R7,Canada,,,,,,,,Chinese,$
46096,7d03e70ceba77da7,China Cottage,Restaurant,5985 Steeles Ave E,Toronto,ON,M1V 5P7,Canada,,,,,,,,Chinese; Thai,$
46097,7e1f26e43369b4b5,Alto Restaurant,Restaurant,630 Pinewood Rd,Riverview,NB,E1B 5M7,Canada,,,alto8565050@gmail.com,,,,,Japanese; Italian; Greek,$$
46098,767194622e3daeef,Laila Laila Hotpot,Restaurant; Juice Bar,1540 Cedar Hill Cross Rd,Saanich,BC,V8P 2P4,Canada,,,lailalailavictoria@gmail.com,,,,lailalailavictoria@gmail.com,Chinese,$$
46099,795f5e445e230758,Long Gui BBQ House,Restaurant,2950 Birchmount Rd,Toronto,ON,M1W 3G5,Canada,,,,,,,,Chinese,
46100,7640f88bc52cc5b8,Takumi Sushi House,Restaurant,13321 Yonge St,Richmond Hill,ON,L4E 0K5,Canada,,,,,,,,Japanese,$
46101,774e1bf1a0094918,Peking Way Chinese Cuisine,Restaurant,205 Jennifer Heil Way,Spruce Grove,AB,T7X 0T3,Canada,,,,,,,,Chinese,
46102,79d31b8896ee17aa,Gingeri Chinese Cuisine,Restaurant,5300 No 3 Rd,Richmond,BC,V6X 2X9,Canada,,,,,,,,Chinese,$$
46103,807ec6dd48a57821,Banzai Sushi & Teriyaki House,Restaurant,1104 20 Ave NW,Calgary,AB,T2M 1E8,Canada,,,banzaiyyc@gmail.com,,,,banzaiyyc@gmail.com,Canadian; Japanese,$$
46104,823253ee4331fda4,Panda Hut Express,Restaurant; Quick Service,10879 23 Ave NW,Edmonton,AB,T6J 7B5,Canada,,,orders@pandahutexpress.net,,,,southorders@pandahutexpress.net,American; Chinese,$$
46105,86979643d89347b3,Asian Gourmet,Restaurant,6228 Yonge St,Toronto,ON,M2M 3X4,Canada,,,,,,,,Chinese,$
46106,85b4787d8705efa7,KarachiXpress - Scarborough,Restaurant,69 Lebovic Ave,Toronto,ON,M1L 0H2,Canada,,,scarborough@karachixpress.com,,,,scarborough@karachixpress.com,Indian; Chinese,$$
46107,9004ee60687781ab,Sakura Sushi Japanese Restaurant,Restaurant,1550 Kingston Rd,Pickering,ON,L1V 1C3,Canada,,,,,,,,Japanese,$$
46108,931e0c6692f52822,Sushi On the Run,Restaurant,444 Yonge St,Toronto,ON,M5B 2H4,Canada,,,,,,,,Japanese,$
46109,922e751defce376c,Family Inn Restaurant,Hotel/Resort; Restaurant,5201 50 St,High Prairie,AB,T0G 1R0,Canada,,,,,,,,Chinese,
46110,7fafb3823b9625b6,Poke Eats,Restaurant; Quick Service,4750 Yonge St,Toronto,ON,M2N 0J6,Canada,,Body=Your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,hello@pokeeatstoronto.com?subject=note%20to%20your%20facebook%20page%20poke%20eats&body=your%20name%3a%0a%0aphone%20number%3a%0a%0ayour%20question%3a,,,,hello@pokeeatstoronto.com,Japanese,$$
46111,7f6a7182feac6c16,Eggroll Express,Restaurant,437 Sunnyside Ave,Ottawa,ON,K1S 0S8,Canada,,,,,,,,Chinese,
46112,7f6dae6dfad61e38,Kami,Restaurant,2915 Ellwood Dr SW,Edmonton,AB,T6X 0B1,Canada,,,,,,,,American; Japanese,$$
46113,82a7679fb01235cd,Sushi Inn,Restaurant,120 Cumberland St,Toronto,ON,M5R 1A6,Canada,,,,,,,,Japanese,$$
46114,82dd3808c11afd13,Ogenki Sushi,Restaurant,4346 Main St,Vancouver,BC,V5V 3P9,Canada,,,,,,,,Japanese,$
46115,83d137907f2128cb,Dragon Bowl,Hotel/Resort; Restaurant,1168 Alberni St,Vancouver,BC,V6E 1A5,Canada,,,,,,,,Chinese,$
46116,7e81c1f9e81708d1,Sushi House,Restaurant,500 Rexdale Blvd,Toronto,ON,M9W 6K5,Canada,,,,,,,,Japanese,$
46117,7ed406d9d70bc697,Koenji Whisky Bar,Hotel/Resort; Restaurant,287 Main St,Prince Edward,ON,K0K 1H0,Canada,,,,,,,inquiries@koenji.ca,Japanese,$$
46118,7ef8fd266fdf63c7,Chop Chop Chinese Takeout,Restaurant,20587 Fraser Hwy,Langley,BC,V3A 4G4,Canada,,,hmaton88@gmail.com,,,,hmaton88@gmail.com,Chinese,$$
46119,7ef95d2efe522bb2,Marigold Restaurant,Restaurant,1245 Inkster Blvd,Winnipeg,MB,R2X 1P4,Canada,,,,,,,,Chinese,$$
46120,821fc3554ca04b87,Deer Garden Restaurant,Restaurant,1163 Pinetree Way,Coquitlam,BC,V3B 8A9,Canada,,,,,,,,Chinese,$$
46121,832db21deefec431,Baba Grill,Restaurant,170 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,,,,Chinese,$
46122,83795b403bd79604,Bloom Cafe College (DT),Hotel/Resort; Restaurant,255 Beverley St,Toronto,ON,M5T 1Z4,Canada,,,,,,,,Japanese,
46123,964c8532220dab01,Sushi Momo,Restaurant,3226 Lake Shore Blvd W,Toronto,ON,M8V 1M1,Canada,,,,,,,,Japanese,$
46124,94c5f14a2542a9b5,Gagana Ramen,Restaurant,2020 32 Ave NE,Calgary,AB,T2E 6T4,Canada,,,,,,,,American; Japanese,$$
46125,94b7d656a43d0789,Saffron- Fine Dine-in Indian Restaurant(Ottawa),Restaurant,1547 Merivale Rd,Ottawa,ON,K2G 4V3,Canada,,,,,,,,Indian; Chinese,
46126,95018741f8737872,Kicking Horse Palace,Hotel/Resort; Restaurant,1439 Lafontaine Rd,Golden,BC,V0A 1H3,Canada,,,,,,,,Chinese,$$$
46127,95ccbf953cfb674d,Great Grain Food,Restaurant,3700 No 3 Rd,Richmond,BC,V6X 3X2,Canada,,,,,,,,Chinese,
46128,8e6fcaf4bff69809,Hakka No. 1,Restaurant; Quick Service,2355 Keele St,Toronto,ON,M6M 4A2,Canada,,,,,,,,Indian; Chinese,$
46129,8dd54b40f42ac4cb,Ai Sushi,Restaurant,5103 Sheppard Ave E,Toronto,ON,M1S 4N8,Canada,,,,,,,miles@aisushi.ca,Japanese,$$
46130,8e4041a074b22889,Sequerra's Restaurant,Restaurant,27 Elizabeth Ave,St John's,NL,A1A 1W6,Canada,,,,,,,,Chinese,$$
46131,8ba910a08968392e,Amy's Wok,Restaurant,160 Centennial Pkwy N,Hamilton,ON,L8E 1H9,Canada,,,,,,,,Chinese,$$
46132,89a7f2feac369e68,Tokyo Roll,Hotel/Resort; Restaurant,1598 Argyle St,Halifax,NS,B3J 2B3,Canada,,,,,2018,,,Japanese,$
46133,8876773e5bf919b0,Island Mix Restaurant & Lounge,Restaurant,843 King St W,Oshawa,ON,L1J 2L4,Canada,,,,,,,,Indian; Chinese,$$
46134,88ccdc35913919ec,Nari Sushi,Restaurant,257 King St E,Toronto,ON,M5A 1K2,Canada,,,,,,,,Japanese,$
46135,8b6db501a71f768f,The General Public,Restaurant,3289 Main St,Vancouver,BC,V5V 3M6,Canada,,,,,2013,,,Japanese,$$
46136,8a7344f36e8c2866,Dragon Chinese Food,Restaurant,180 McNaughton Ave W,Chatham-Kent,ON,N7L 4Z7,Canada,,,,,,,,Chinese,
46137,8cd2070155060518,North Garden Restaurant,Restaurant,552 Clarke Rd,Coquitlam,BC,V3J 3X5,Canada,,,,,,,,Chinese,$$
46138,8d3f9a1d6a71149f,Chili Pepper House,Restaurant,3003 Kingsway,Vancouver,BC,V5R 5J6,Canada,,,,,,,,Chinese,$$
46139,8d76d05c34a50672,Misato Sushi,Restaurant,5460 Yonge St,Toronto,ON,M2N 6K7,Canada,,,,,,,,Japanese,$
46140,81d054747e22f3b9,Honest Restaurant,Restaurant,308 Painted Post Dr,Toronto,ON,M1G 2M3,Canada,,,,,,,,Indian; Chinese,
46141,81ae633265375517,A Bite of Asia,Restaurant,76 Dorchester St,Cape Breton,NS,B1P 5Z1,Canada,,,,,,,,Chinese,$$
46142,804ce6c3d36c8157,Sushi 251,Hotel/Resort; Restaurant,251 2nd St S,Kenora,ON,P9N 1G2,Canada,,,,,,,,Japanese,$
46143,813046d99b8b6232,Buffet to Go!,Restaurant,1033 Prospect St E,Fredericton,NB,E3B 3B9,Canada,,,,,,,,Chinese,
46144,7faef4a84d67aba4,House Of Dragon,Hotel/Resort; Restaurant,790 King St E,Gananoque,ON,K7G 1H3,Canada,,,simon@houseofdragonrestaurant.com,,,,,Chinese,$$
46145,990c1d70fc9fa971,Hong's Kitchen,Restaurant,584 Sackville Dr,Halifax,NS,B4C 2S3,Canada,,,,,,,,Chinese,$$
46146,8c9df4d50f8cff72,Asian Fusion,Restaurant,3850 Sheppard Ave E,Toronto,ON,M1T 3L4,Canada,,,asianfusionto@gmail.com,,2007,,asianfusionto@gmail.com,Chinese,$
46147,86df3d41f755956b,Noh Ramen,Restaurant,20330 88 Ave,Langley,BC,V1M 2Y4,Canada,,,,,,,,Japanese,
46148,8793f757ba99c178,Yu's Restaurant,Restaurant,63 King St,Norfolk,ON,N4B 1X7,Canada,,,,,,,,Chinese,$$
46149,ba8dc209151c053e,Denji Sushi,Restaurant,6820 188 St,Surrey,BC,V4N 3G6,Canada,,,,,,,,Japanese,$$
46150,b9879032b4acebd3,Tasty Noodle,Restaurant,3203 Calgary Trl NW,Edmonton,AB,T6J 5X8,Canada,,,tastynoodlemgmt@gmail.com,,,,tastynoodlemgmt@gmail.com,Chinese,$$
46151,b9d40b65ac6d7997,Spicy Peppercorn,Hotel/Resort; Restaurant,3590 6th Ave E,Prince Albert,SK,S6V 7S5,Canada,,,officialspicypeppercorn@gmail.com,,,,officialspicypeppercorn@gmail.com,Vietnamese; Chinese,$
46152,b7fe9bcc8686ec8d,"Boil it, World MaLaTang",Restaurant,6290 East Blvd,Vancouver,BC,V6M,Canada,,,,,,,,Chinese,$
46153,bac85a15e98b5398,Biwon Korean Restaurant,Restaurant; Ice Cream Shop,473 Dundas St W,Toronto,ON,M5T 1G8,Canada,,,,,,,,Korean; Japanese; Chinese,$
46154,bb0045d3a651cb58,KOKORO MAZESOBA-JAPANESE RAMEN (Downtown),Hotel/Resort; Restaurant,551 Seymour St,Vancouver,BC,V6B 3H6,Canada,,,,,,,,Japanese,$$
46155,ba0ea06b52791801,Monkey Poke Bloor (493 Bloor St W),Hotel/Resort; Restaurant,493 Bloor St W,Toronto,ON,M5S 1Y2,Canada,,,,,,,,Japanese,
46156,bac972a6ed6a0090,Umi Thai & Sushi,Restaurant,9715 Hardin St,Wood Buffalo,AB,T9H 4K3,Canada,,,,,,,,Japanese; Thai,
46157,d000c12a1cb05c9d,Barbeque King City | $15 combo ? (自提9折),Restaurant,10606 97 St NW,Edmonton,AB,T5H 2L6,Canada,,,,,,,,Cantonese; Chinese,$
46158,d05fc956075702de,JB PANDA Chinese Restaurant,Restaurant,121 1st St,Orangeville,ON,L9W 2E8,Canada,,,,,,,,Chinese,
46159,d0a0ff0ca0731b39,The Vault,Restaurant,227 Pinehouse Dr,Saskatoon,SK,S7K 6N9,Canada,,,,,,,,Indian; Korean; Vietnamese; Chinese; Thai,$$
46160,d1926662aa6f428e,Vietnam Taste,Restaurant,666 Wonderland Rd N,London,ON,N6H 4K9,Canada,,,,,,,,Vietnamese; Chinese,$$
46161,d2db551f8657445b,Sweets 64,Restaurant,14330 64 Ave,Surrey,BC,V3W 1Z1,Canada,,,,,,,,Indian; Chinese,$$
46162,d2a5ca8504ebf8ee,Mr. Luo Rice Noodle House,Restaurant,4205 Keele St,Toronto,ON,M3J 3T8,Canada,,,,,,,,Chinese,$
46163,d3ca98100f21a759,SushiGo!,Restaurant,17080 Bathurst St,Newmarket,ON,L3X 3A5,Canada,,,,,,,,Japanese,
46164,cae381e1010a16ae,Qianwei Kitchen,Hotel/Resort; Restaurant,4151 Hazelbridge Way,Richmond,BC,V6X 4J7,Canada,,,,,,,,Chinese,
46165,c9306a8a79efeee9,Carlos & Murphy's,Restaurant; Quick Service,129 Osborne St,Winnipeg,MB,R3L 1Y4,Canada,Nick,Diacos,cmmex@yahoo.com,,1985,,cmmex@yahoo.com,Southwestern; Mexican; Creole; Cajun; Spanish,$$
46166,c99390261596cb32,Dragon Gate Restaurant,Restaurant,2349 Quesnel Hydraulic Rd,Quesnel,BC,V2J 4H4,Canada,,,,,,,,Chinese,$$
46167,ca5cf77c9c62e2d6,Buffet Royale Carvery,Restaurant; Quick Service,17202 95 Ave NW,Edmonton,AB,T5T 6N8,Canada,Nancy,W,,,,,brcarvery@live.ca,Ukrainian; Chinese,$$
46168,c9c85de6851495c4,Dim Sum Town,Hotel/Resort; Restaurant,204 Queen St W,Toronto,ON,M5V 1Z2,Canada,,,,,,,,Chinese,
46169,ca5e4a9e1aed63dc,Nome Izakaya,Restaurant; Drinking Place,4848 Yonge St,Toronto,ON,M2N 5N2,Canada,Patrick,L,,,2012,,,Japanese,$$
46170,cb8da30aa7c5df18,Yamato Asian Restaurant,Restaurant,2575 HWY-97 N,Kelowna,BC,V1X 4J5,Canada,,,,,2004,,,Japanese; Vietnamese,$$
46171,cbb5792d2f8d9c05,Indochine Kitchen,Restaurant,1 E Broadway,Vancouver,BC,V5T 1V4,Canada,,,,,,,info@indochinekitchen.ca,Malaysian; Vietnamese; Chinese,$$
46172,cb4ac54404a460c2,Torake Japanese Cuisine,Restaurant,9471 No 2 Rd,Richmond,BC,V7E 2C9,Canada,,,torake.catering@gmail.com,,,,torake.catering@gmail.com,Japanese,
46173,cb555184b2ff9100,Champa Kitchen,Restaurant,21 King St N,Waterloo,ON,N2J 2W6,Canada,,,champakitchen.info@gmail.com,,,,champakitchen.info@gmail.com,Japanese; Chinese,
46174,c9b53d4ca1fe56a9,Ming's Chinese Restaurant,Hotel/Resort; Restaurant,242 Parkhill Main St,North Middlesex,ON,N0M 2K0,Canada,,,,,,,,Chinese,$$$
46175,cd19561def0abe10,Osaka Japanese Restaurant,Hotel/Resort; Restaurant,101 3 St SW,Sundre,AB,T0M 1X0,Canada,Grace,Lee,,,,,,Japanese,$$
46176,ce8e2afdf37d77b4,Sky Dragon Chinese Restaurant,Hotel/Resort; Restaurant,280 Spadina Ave,Toronto,ON,M5T 3A5,Canada,,,fannyliu@gmail.com,,,,fannyliu@gmail.com,Chinese,$$
46177,cfd48aa6eb204215,Pizza Saint Tropez,Hotel/Resort; Restaurant,78 Gerrard St W,Toronto,ON,M5G 1J5,Canada,,,,,,,,Japanese,
46178,cfcd313ce89e8490,La Sala,Restaurant,1975 Queen St E,Toronto,ON,M4L 1J1,Canada,,,,,,,,Japanese; Thai,$$
46179,c310a2bd647bfeda,Kung Fu Noodle,Restaurant,5615 Harold St,Vancouver,BC,V5R 4J9,Canada,,,,,,,,Chinese,$
46180,c23915ab2ec06298,Sushi Field,Restaurant,1505 Admirals Rd,View Royal,BC,V9A 2P8,Canada,,,,,,,,Japanese,$$
46181,c2a8ae5144570adc,New City Restaurant,Restaurant,8392 Kennedy Rd,Markham,ON,L3R 0W4,Canada,,,,,,,,Chinese,$
46182,c2661ec71cb038af,Golden Horse Restaurant,Restaurant,1480 Major MacKenzie Dr E,Richmond Hill,ON,L4S 0A1,Canada,,,chan-1230@hotmail.com,,,,chan-1230@hotmail.com,Cantonese; Chinese,$$
46183,c3907a28f671ac5b,Tanakaya Japanese Restaurant,Restaurant,130 King St,London,ON,N6A 1C5,Canada,,,,,,,,Japanese,$$
46184,c56e77e60dab7e45,Tomita Sushi,Restaurant,61 Ainslie St N,Cambridge,ON,N1R 3J7,Canada,,,,,,,,Japanese,
46185,c35b57c3b10c04aa,Nagoya Japanese Cuisine,Restaurant,16639 50 St NW,Edmonton,AB,T5Y 0S4,Canada,,,info@nagoyajpcuisine.com,,,,info@nagoyajpcuisine.com,Japanese; Chinese,$$
46186,c5b387954748bb9c,Ying Ying Chinese Food,Hotel/Resort; Restaurant,146 Bridge Rd,Headingley,MB,R4H 1G8,Canada,,,,,,,,Chinese,
46187,c4e5a3416a873679,Ichiban,Restaurant; Quick Service,8750 149 St NW,Edmonton,AB,T5R 1B6,Canada,,,,,,,,Japanese,$$
46188,c5c537a5093d083e,Captain Wa,Restaurant,8260 Westminster Hwy,Richmond,BC,V6X 3Y2,Canada,,,,,,,,Chinese,$
46189,cc9efeb6f8485bf8,Ginza Japanese Restaurant,Restaurant,74 Front St,Penticton,BC,V2A 1H1,Canada,,,,,,,,Japanese,$$
46190,cd5accda5e5bf30c,Izakaya Shingen,Restaurant,201 Bank St,Ottawa,ON,K2P 1W7,Canada,,,shingenottawa@gmail.com,,,,shingenottawa@gmail.com,Japanese,$$
46191,be78dea8a8d78a92,Ume Yummy Restaurant,Hotel/Resort; Restaurant,2615 Pembina Hwy,Winnipeg,MB,R3T 2H5,Canada,,,umeyummy@hotmail.com,,,,umeyummy@hotmail.com,Chinese,$$
46192,beb0610e14909e8d,Noodle Fans,Restaurant,1644 Hillside Ave,Victoria,BC,V8T 2C5,Canada,,,,,,,,Chinese,$$
46193,bebdd288212470a2,Forbidden City,Restaurant,999 36 St NE,Calgary,AB,T2A 7X6,Canada,,,,,,,,Chinese,$$
46194,bd69cdf4e6ba0734,Bluetail,Restaurant,1873 Spall Rd,Kelowna,BC,V1Y 4R2,Canada,,,,,,,,Japanese,$$
46195,b73027fc1b24aa04,Red Diamond House Restaurant,Restaurant; Quick Service,7500 82 Ave NW,Edmonton,AB,T6C 0X9,Canada,,,,,,,,Cantonese; Chinese,$$
46196,ba5e14f226242e25,Szechuan Gourmet,Restaurant,1033 Steeles Ave W,Toronto,ON,M2R 2S9,Canada,,,,,,,,Chinese,$$
46197,d3ed8cb52fd33361,Akai Sushi,Restaurant,168 Major St,Toronto,ON,M5S 2L3,Canada,,,,,,,,Japanese,$$
46198,d45b61d1d403ef25,Happy Rice Restaurant,Restaurant,11436 104 Ave NW,Edmonton,AB,T5K 2S5,Canada,,,,,,,,Canadian; Chinese,
46199,e20ccaf47edf264a,Leung Kee,Hotel/Resort; Restaurant,4151 Hazelbridge Way,Richmond,BC,V6X 4J7,Canada,,,,,,,,Chinese,$
46200,e39e115bb3c945f5,Bao Down OV,Restaurant,115 W 2nd Ave,Vancouver,BC,V5Y 1B8,Canada,,,baodownov@gmail.com,,,,baodownov@gmail.com,Chinese,$$
46201,d65d7dccb564cc2b,Uncle Four Skewers,Restaurant,8031 Leslie Rd,Richmond,BC,V6X 1E4,Canada,,,,,,,,Chinese,
46202,d6822af2fb70cbf0,Hang Lee Wok,Restaurant,6455 121 St,Surrey,BC,V3W 8R7,Canada,,,,,,,,Chinese,
46203,e6da2a4313a1f171,Erito Sushi,Restaurant,3531 Uptown Blvd,Saanich,BC,V8Z 0B9,Canada,Atsushi,Sugawara,,,,,yummyjapanlangford@gmail.com,Japanese,$
46204,e71e91c4677d7f33,Mr Tian's Chinese Food,Restaurant,4040 Creditview Rd,Mississauga,ON,L5C 3Y8,Canada,,,,,,,,Chinese,
46205,e07456caf64934a9,Kim Tuong BBQ,Restaurant,303 King St,Winnipeg,MB,R3B 3J8,Canada,,,kimtuongbbq@gmail.com,,,,kimtuongbbq@gmail.com,Chinese,
46206,e631f09b02e56ebc,Menyatai Japanese Noodles,Restaurant,24 12 St NW,Calgary,AB,T2N 1Y3,Canada,,,,,,,,Japanese,$$
46207,e4ab7077e6434529,Fu Lum Chinese and Canadian Restaurant,Restaurant,5034 50 Ave,St Paul,AB,T0A 3A4,Canada,,,,,,,,Chinese,
46208,bd13892b7374436a,MR. Tonkatsu,Restaurant,4895 Yonge St,Toronto,ON,M2N 5N4,Canada,,,,,2018,,,Japanese; Thai,$$
46209,bd13af5ceee7b755,Hong Kong Eatery,Restaurant,700 Signal Rd,Wood Buffalo,AB,T9H 4V8,Canada,,,,,,,,Chinese,$$$
46210,b8b4212e696927ba,Lucky Garden,Restaurant,25 Hawkins St,Blind River,ON,P0R 1B0,Canada,,,,,,,,Chinese,$$
46211,baa98b8fb7757799,New Diamond,Restaurant,773 Mountain Ave,Winnipeg,MB,R2X 1C2,Canada,,,,,,,,Chinese,$$
46212,c1dcd5220445ffad,KINGWELL ROASTED BBQ Guan Hua Shao Wei,Restaurant,58 Sage Hill Psge NW,Calgary,AB,T3R 0S4,Canada,,,,,,,,Chinese,
46213,c206945e4c3b23c1,Sushi Gin,Restaurant,505 HWY-7,Markham,ON,L3T 7T1,Canada,,,,,,,admin@sushigin.ca,Japanese,
46214,c4720d73c507b720,Fondway Cafe,Cafe; Bakery; Restaurant; Quick Service,4462 Beresford St,Burnaby,BC,V5H 0B8,Canada,,,,,,,,Japanese,$$
46215,c8707a83bc4a5338,Poke Panda,Restaurant,25 Amy Croft Dr,Lakeshore,ON,N9K 1C7,Canada,,,,,,,,Japanese,
46216,c6977bd7a7094b3e,Caribe Poke,Restaurant,1680 Richmond St,London,ON,N6G 3Y9,Canada,,,,,,,,Japanese,
46217,bd6921af968e4dd1,Earl of Whitchurch,Restaurant; Drinking Place,6204 Main St,Whitchurch-Stouffville,ON,L4A 2S5,Canada,,,,,2013,,,American; Creole; Cajun,$$
46218,bf64555ef60f409d,Miga,Restaurant,3101 Kingsway Dr,Kitchener,ON,N2C 2M5,Canada,,,,,,,migafoods@naver.com,Korean; Japanese,$$
46219,bf6cb5161ee8863b,Taiwanese Cuisine Xiao Tao Yuan (Dundas),Hotel/Resort; Restaurant,171 Dundas St W,Toronto,ON,M5G 1C7,Canada,,,,,,,,Taiwanese,$$
46220,bf57e19e5c2ff5bd,Jiang's,Restaurant,25 Front St E,Trent Hills,ON,K0L 1Y0,Canada,,,,,,,,Chinese,$
46221,bc9bbfda73b6b324,Made In China Hot Pot,Cafe; Restaurant,3280 Midland Ave,Toronto,ON,M1V 4W8,Canada,,,,,,,,Chinese,$$
46222,bf2512f8c409582f,Bamboo Garden,Restaurant,8690 HWY-1,Clare,NS,B0W 2K0,Canada,,,,,,,,Chinese,$$
46223,d6f255df76df1ce1,Maki Zushi,Restaurant,15 Ringwood Dr,Whitchurch-Stouffville,ON,L4A 8C1,Canada,,,,,,,,Japanese,$$
46224,daf9efce1aaa1a8c,A la Kitchen,Restaurant,11 Fairburn Dr,Markham,ON,L6G 0A4,Canada,,,,,,,,Chinese,$
46225,dc0897ae8a1e3e2a,Fuji Japanese Restaurant,Restaurant; Quick Service,8706 Franklin Ave,Wood Buffalo,AB,T9H 2J6,Canada,,,,,,,,Japanese,$$
46226,dd5938ad9cceac04,Sol Lee's Korean Restaurant,Restaurant,329 North Rd,Coquitlam,BC,V3K 3V8,Canada,,,,,,,,Chinese,$$
46227,dd6f5c4943c4f466,Emerald Palace Restaurant,Restaurant,55 Castleridge Blvd NE,Calgary,AB,T3J 3J8,Canada,,,,,,,,Chinese,$$
46228,dd81457b3ab39100,Chop Stix Chinese Restaurant,Restaurant,Val Caron,Greater Sudbury,ON,P0M 1E0,Canada,,,,,,,,Chinese,
46229,dfb229fc8db1b42d,Akane Sushi Express,Restaurant,361 Carrville Rd,Richmond Hill,ON,L4C 6E4,Canada,,,,,,,,Japanese,$$
46230,e31c40776c3ff954,Hara Sushi,Restaurant,6661 Sooke Rd,Sooke,BC,V9Z 0A1,Canada,,,harasushisooke@gmail.com,,,,harasushisooke@gmail.com,Japanese,$$
46231,e2f791fde94308c6,Tring5,Hotel/Resort; Restaurant,3305 Portage Ave,Winnipeg,MB,R3K 0W7,Canada,,,,,,,,Japanese,
46232,e346999bb7ca212e,Taste of Guang Xi,Restaurant,3235 HWY-7,Markham,ON,L3R 3P3,Canada,,,,,,,,Chinese,$
46233,d5b6482c36aa0033,Ho Won,Restaurant,115 2 Ave SE,Calgary,AB,T2G 0B2,Canada,,,,,,,,Chinese,$$
46234,d59bf6998d0e0a41,Happy Tree House BBQ,Restaurant,8171 Alexandra Rd,Richmond,BC,V6X 1C3,Canada,,,,,2015,,,Chinese,$$
46235,d5587954a54832c5,Gonzo Sushi & Donburi,Restaurant,940 College St,Toronto,ON,M6H 1A5,Canada,,,,,,,,Japanese,
46236,d4756a6498a74911,Kintori Yakitori,Restaurant,668 Bloor St W,Toronto,ON,M6G 1L2,Canada,,,bloor@kintoriyakitori.com,,2014,,bloor@kintoriyakitori.com,Japanese,$$
46237,de3f4a11e0d2b880,Tasty House,Restaurant,79 Wharncliffe Rd S,London,ON,N6J 2J8,Canada,,,3jfood2021@gmail.com,,,,3jfood2021@gmail.com,Chinese,
