,Snowball Map,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
21433,75441,Oriental House Oriental House Restaurant,2302 S La Cienega Blvd,Los Angeles,90034,CA,US,3102046888.0,6262164781.0,6264957026.0,6265925946.0,,,,,
21434,75442,DRAGON KING Wok N Roll,2626 A Morris Ave,Union,7083,NJ,US,9086870288.0,3522228115.0,9086870286.0,3472216315.0,,,,,
21435,75443,Asian Fresh Kitchen,3148 Willits Rd,Philadelphia,19136,PA,US,2156989888.0,2156981888.0,,,,,,,
21436,75444,China King(119 E Main St Henderson Phone:7319835588),119 E Main St,Henderson,38340,TN,US,7319835588.0,,,,,,,,
21437,75445,China Star,1501 SE Federal Hwy,Stuart,34994,FL,US,9549662588.0,9549662599.0,9542946768.0,,,,,,
21438,75446,Yoo Sushi,412 Douglas Ave,Providence,2908,RI,US,4013318088.0,6462707788.0,4016321135.0,6466517798.0,4016541589,6462381467.0,4013232879.0,4016323240.0,
21439,75447,Ignite Grill House,3527 Artesia Blvd,Torrance,90504,CA,US,3107566928.0,,,,,,,,
21440,75448,Qiwei Kitchen,1741 Fullerton Rd,Rowland Heights,91748,CA,US,6265814888.0,6266895362.0,,,,,,,
21441,75449,Dynasty China Bistro,1185 California Ave,Reno,89509,NV,US,7757865768.0,9252854501.0,5102606460.0,,,,,,
21442,75450,Seafood Legend Express Seafood Legend,5500 Sinclair Ln,Baltimore,21206,MD,US,4438859676.0,4438352624.0,,,,,,,
21443,75451,Jack Chen II Restaurant (Springfield),1193 Sumner Ave,Springfield,1118,MA,US,4137825858.0,4137826868.0,6464095577.0,6466833136.0,6467755232,,,,
21444,75452,Great Wall Chinese Restaurant,4808 John F Kennedy Blvd,North Little Rock,72116,AR,US,6102598398.0,2159398381.0,6102599898.0,6102023053.0,6469259688,6109699781.0,,,
21445,75453,China Pavilion,5348 SW 17th St,Topeka,66604,KS,US,7182218888.0,9172919609.0,7184935265.0,,,,,,
21446,75454,Green Tea,7205 Waters Ave,Savannah,31406,GA,US,6316891111.0,6316828589.0,5165825606.0,,,,,,
21447,75455,China Express,4183 Franklin Rd,Murfreesboro,37128,TN,US,4789880130.0,9122823049.0,,,,,,,
21448,75456,Sweet Bamboo New King Garden,146-12 Hillside Ave.,Queens,11435,NY,US,7182869510.0,7182869535.0,6463099956.0,6464690888.0,9172389891,,,,
21449,75457,China Taste Restaurant China Taste,7003 S 36th St,Bellevue,68147,NE,US,4027381682.0,4022067590.0,4025176212.0,4022036004.0,,,,,
21450,75458,Great Wall,988 N Sherman Ct,Hazleton,18201,PA,US,3156997078.0,3156997215.0,6463315572.0,,,,,,
21451,75459,Sushi Chiyo inc(Phone order) Sushi Chiyo (Vancouver),13307 NE Hwy 99,Vancouver,98686,WA,US,3605718282.0,3609918992.0,,,,,,,
21452,75460,China Garden,9720 E 31st St,Tulsa,74146,OK,US,2157942222.0,9783407305.0,,,,,,,
21453,75461,Panda Garden,3372 Middle Rd,Bettendorf,52722,IA,US,2077837755.0,9172572629.0,2077132324.0,2077132324.0,,,,,
21454,75462,Great Wall,5425 N Keystone Ave,Indianapolis,46220,IN,US,3156997078.0,3156997215.0,6463315572.0,,,,,,
21455,75463,Chins Restaurant,855 Main St,Redwood City,94063,CA,US,6503653132.0,,,,,,,,
21456,75464,IL Forno,343 Second Avenue,New York,10003,NY,US,9082524500.0,9082524551.0,9087041834.0,,,,,,
21457,75465,Tal Bagels,2446 Broadway,New York,10024,NY,US,2127120171.0,2127120175.0,,,,,,,
21458,75466,The Original Front Room,1550 California St.,San Francisco,94109,CA,US,4157711591.0,6503331566.0,4157718047.0,9252126565.0,4155290897,,,,
21459,75467,Taqueria El Ranchito (On N. Clark),4651 N Clark St,Chicago,60640,IL,US,7733346441.0,7736716075.0,7733346686.0,7733349564.0,7733346686,,,,
21460,75468,Michael's Deli,1731 2nd Ave,New York,10128,NY,US,2129966200.0,,,,,,,,
21461,75469,El Triunfo,147 E Berkeley St,Boston,2118,MA,US,6179736766.0,6179736779.0,,,,,,,
21462,75470,S & S Deli,3290 N Elston Ave,Chicago,60618,IL,US,7732674315.0,8472541247.0,,,,,,,
21463,75471,Wingo's,3207 O St NW,Washington,20007,DC,US,2023382478.0,2023386857.0,2024031549.0,2023371997.0,,,,,
21464,75472,Viva Restaurant,10541 Fm 1960 Rd W,Houston,77070,TX,US,2819702800.0,8327769972.0,8322730687.0,,,,,,
21465,75473,Clark El Ranchito,4651 N Clark St,Chicago,60640,IL,US,7733346441.0,8728883656.0,7733349564.0,7736687015.0,,,,,
21466,75474,Jim Ching,735 W. Randolph,Chicago,60661,IL,US,3122588800.0,3122588801.0,7734596968.0,,,,,,
21467,75475,Wok King Restaurant,20586 N. Milwaukee Ave.,Deerfield,60015,IL,US,8475411588.0,2249998008.0,,,,,,,
21468,75476,Pacific Ocean House,84 Manhattan Ave,Brooklyn,11206,NY,US,7183883371.0,7183878777.0,6462393687.0,3472428953.0,6466410506,,,,
21469,75477,Red Bowl Asian Bistro,4073 Lavista Rd,Tucker,30084,GA,US,2056188896.0,2058870530.0,,,,,,,
21470,75478,The Great Grill - Back to 50's,126 N San Fernando Blvd,Burbank,91502,CA,US,8185670060.0,8184973003.0,8182695686.0,,,,,,
21471,75479,Home Of Gourmet,604 E. Daniel St,Champaign,61820,IL,US,2173447483.0,2173696052.0,,,,,,,
21472,75480,Paul's Sub & Shop Deli,16775 N Miami Ave,North Miami Beach,33169,FL,US,3056513116.0,,,,,,,,
21473,75481,Lung Fung Sushi,226 7th St,Rockford,61104,IL,US,8159686866.0,4405617847.0,8157135550.0,3092783096.0,8152809929,3094293204.0,9177949392.0,,
21474,75482,California Wings Cafe,1649 Cahuenga Blvd,Hollywood,90028,CA,US,3234652000.0,8187499414.0,3232433033.0,8182169932.0,3234841135,9095964466.0,8183890745.0,,
21475,75483,Good Taste,7701 Timberlake Rd,Lynchburg,24502,VA,US,7182359585.0,9174888281.0,,,,,,,
21476,75484,Wok & Roll Chinese Restaurant,1025 Light St,Baltimore,21230,MD,US,4106853511.0,9175269121.0,9175190950.0,4103027876.0,6672137797,,,,
21477,75485,Lucky Chicken,377 1st Avenue,New York,10010,NY,US,2122281325.0,6464911823.0,2122281379.0,,,,,,
21478,75486,Beijing Pavilion Chinese Restaurant,17917 Bothell Everett HWY. Ste. 104,Bothell,98012,WA,US,4254838929.0,2063351206.0,4253389691.0,4254836096.0,2063351843,2062277815.0,,,
21479,75487,Pita Queen,2852 N Clark St,Chicago,60657,IL,US,7738577474.0,,,,,,,,
21480,75488,Ivy's Cafe,154 West 72nd Street,New York,10023,NY,US,2127870165.0,9178928818.0,2127873333.0,,,,,,
21481,75489,Nagomi,25750 Novi RD,Novi,48375,MI,US,2483058568.0,7183703570.0,6463226220.0,6466200955.0,,,,,
21482,75490,Asian Express,7500 Montpelier Road,Laurel,20723,MD,US,3029330889.0,9175171157.0,9173927997.0,,,,,,
21483,75491,Li's Brothers Japanese and Chinese Restaurant,795 Maple Road,Longmeadow,1106,MA,US,4135672067.0,4132241559.0,4136269313.0,4135672037.0,4135677811,,,,
21484,75492,Chin's Kitchen,6136 N Kings Hwy,Alexandria,22303,VA,US,7037654600.0,5716998351.0,7038511361.0,9172138792.0,7039393253,9172136635.0,7038706668.0,9172133578.0,
21485,75493,Hunan Village,25401 Eastern Marketplace Plz,Chantilly,20152,VA,US,7702272266.0,6782009888.0,,,,,,,
21486,75494,Fortune Star Restaurant,7328 W 119th St,Overland Park,66213,KS,US,9134512555.0,6267591139.0,,,,,,,
21487,75495,Moon Star Chinese Restaurant,7040 N Mesa St.,El Paso,79912,TX,US,9158428238.0,4158120842.0,9158679988.0,,,,,,
21488,75496,Asia Cafe,703 1st St,Rockville,20851,MD,US,8594558028.0,9172546658.0,8594558027.0,,,,,,
21489,75497,Wokcano Cafe,33 S Fair Oaks Ave,Pasadena,91102,CA,US,6265781818.0,4017443811.0,6265781881.0,6265789896.0,6265789827,6262156919.0,,,
21490,75498,Feng Shui Restaurant,2346 Lombard St,San Francisco,94123,CA,US,4159229179.0,4159289178.0,,,,,,,
21491,75499,Asian Garden,5147 W. Tuscarawas Street,Canton,44708,OH,US,6088509818.0,6082395699.0,,,,,,,
21492,75500,Sushi Para II,2256 N Clark St,Chicago,60614,IL,US,7734773219.0,,,,,,,,
21493,75501,Asian One,9900 Washington Blvd N,Laurel,20723,MD,US,3014833267.0,3013852285.0,3014833268.0,9173453872.0,3013856913,3019865376.0,2403608290.0,,
21494,75502,Jade Garden-Madison,1109 S Park St,Madison,53715,WI,US,6082609890.0,9173530506.0,6082609891.0,9178689358.0,6087727595,9173530208.0,,,
21495,75503,Cho Cho San,39-11 Queens Blvd,Sunnyside,11104,NY,US,2158551681.0,2675157143.0,2674718887.0,6466896722.0,3477960122,,,,
21496,75504,R Rice,6115 Peachtree Dunway Rd.,Sandy Springs,30328,GA,US,7708048155.0,7063991445.0,8434551939.0,6785801102.0,6787729870,,,,
21497,75505,Tasty Asia Restaurant,1807 Washington Avenue,Philadelphia,19146,PA,US,2155462808.0,,,,,,,,
21498,75506,Empire Szechuan Village,173 7th Ave S,New York,10014,NY,US,2122436046.0,9174065336.0,2122436007.0,7184602630.0,2122436065,,,,
21499,75507,Kung Pao China Bistro,11402 Ventura Blvd,Studio City,91604,CA,US,8187881689.0,6265102214.0,8187884957.0,,,,,,
21500,75508,Orient Gourmet Chinese & Japanese Restaurant,2103 N Veterans Pkwy Ste 312,Bloomington,61704,IL,US,3096611868.0,3097503467.0,3096611860.0,3098076883.0,3098241964,3098682604.0,3098076883.0,,
21501,75509,New Dragon,34904 Emerald Coast Parkway,Destin,32541,FL,US,8038946688.0,9178689987.0,8038946688.0,9175627488.0,9178689987,8038945970.0,,,
21502,75510,88 Chinese & Sushi - Van Nuys,5658 Sepulveda Blvd,Van Nuys,91411,CA,US,8189977118.0,6267803998.0,6267860136.0,7145830806.0,,,,,
21503,75511,Canton Express Chinese Restaurant,5945 Crawfordsville Rd Ste G,Speedway,46224,IN,US,3172403309.0,3179876010.0,3173881536.0,3176260415.0,3175005532,3179876013.0,3173193687.0,3172702200.0,
21504,75512,Taj Mahal Romance in Dining,663 Newark Ave,Jersey City,7306,NJ,US,2019639100.0,2022132102.0,2019639102.0,7326004113.0,2018781472,,,,
21505,75513,Cafe China,6271-C Old Dominion Dr.,McLean,22101,VA,US,7038218666.0,5713148243.0,5712756882.0,5715511913.0,5713389510,,,,
21506,75514,Grace Chinese,450 Beechurst Ave,Morgantown,26505,WV,US,9313880480.0,9175932331.0,9313880870.0,9176889920.0,9313742886,,,,
21507,75515,China Catering,8250 Beverly Blvd,Los Angeles,90048,CA,US,3236552288.0,6263489876.0,,,,,,,
21508,75516,Tom & Jerry's Gyros,6359 W Montrose Ave,Chicago,60634,IL,US,7732821111.0,7087701567.0,7732823186.0,7087678777.0,7734958887,2016932025.0,2016932025.0,,
21509,75517,Hoshi Ya Sushi,529 Washington Street,Brighton,2135,MA,US,6172548808.0,8575440393.0,6172548811.0,9174429940.0,6178880901,9172921516.0,6172025507.0,6172548828.0,
21510,75518,China Hut,2311 W Lawrence Ave,Chicago,60625,IL,US,6104398888.0,6106536833.0,6104398880.0,6105044688.0,,,,,
21511,75519,Tandoori,210 W 94th St,New York,10025,NY,US,2129327720.0,2129327721.0,,,,,,,
21512,75520,New China Chef,676 South Lake Street,Mundelein,60060,IL,US,3033078700.0,,,,,,,,
21513,75521,Sakamoto Japanese Grill and Sushi,2984 US-34,Oswego,60543,IL,US,6305542388.0,6309748337.0,6307880840.0,3124055678.0,6304576440,6305548857.0,,,
21514,75522,Curry Spot,1241 Flatbush Ave,Brooklyn,11226,NY,US,7187085900.0,9179413755.0,7187085899.0,9143050346.0,3476070573,9292391007.0,,,
21515,75523,Denny Yum's Chinese Restaurant,5415 York Rd,Baltimore,21212,MD,US,4104335988.0,9178869417.0,4104335971.0,9173868935.0,6462395756,,,,
21516,75524,China Bo,49 Warren St,Roxbury,2119,MA,US,6174428958.0,6179089330.0,6174456123.0,8574457996.0,6174456019,6173187045.0,6174424328.0,6174421532.0,
21517,75525,Double Rose's,292 Graham Avenue,Brooklyn,11211,NY,US,7183849337.0,,,,,,,,
21518,75526,Lan's Old Town,1507 N Sedgwick St,Chicago,60610,IL,US,3122559888.0,8474140758.0,3129251618.0,6309814172.0,3127192158,3122558113.0,,,
21519,75527,Nepali Kitchen,744 19th St,Niagara Falls,14301,NY,US,5673334579.0,,,,,,,,
21520,75528,Abby's Mediterranean Grill - old,11877 Douglas Rd Suite 103,Alpharetta,30005,GA,US,6786157441.0,,,,,,,,
21521,75529,The Tasty House Corp,1301 Edgmont Ave,Chester,19013,PA,US,4842095864.0,,,,,,,,
21522,75530,Spicy House Restaurant,444 401 3rd Ave,Longmont,80501,CO,US,3037722740.0,,,,,,,,
21523,75531,Bangkok House Restaurant,303 W Inyokern Rd,Ridgecrest,93555,CA,US,7604460271.0,,,,,,,,
21524,75532,Hot Wok Chinese Restaurant,452 N Camp Meade Rd,Linthicum Heights,21090,MD,US,4808122898.0,4805675031.0,4802516939.0,3109516622.0,4807246121,4809173129.0,,,
21525,75533,Panda House Chinese Restaurant,506 Pittsfield Rd,Lenox,1240,MA,US,8172653833.0,6822405215.0,,,,,,,
21526,75534,China 88,460 S Washington St,New Bremen,45869,OH,US,7246270387.0,9176032832.0,,,,,,,
21527,75535,Hillside Gourmet,1664 Richmond Rd,Staten Island,10304,NY,US,7189806363.0,7186124264.0,7183006227.0,,,,,,
21528,75536,Teriyami,319 S Azusa Ave,Azusa,91702,CA,US,6268150120.0,,,,,,,,
21529,75537,Prince Pasta House,1335 Dublin Rd suit 110,Columbus,43215,OH,US,6144870255.0,,,,,,,,
21530,75538,HaniLul Kitchen,4210 Dixie Hwy,Erlanger,41018,KY,US,8593420062.0,,,,,,,,
21531,75539,Phở King 4 Restaurant,226 3rd St,Davis,95616,CA,US,5305898888.0,,,,,,,,
21532,75540,Saint Bess Jerk,74 E 71st St,Chicago,60619,IL,US,7738559463.0,,,,,,,,
21533,75541,Moon House,11058 Santa Monica Blvd,Los Angeles,90025,CA,US,3109669988.0,3236336836.0,3109669982.0,5622367877.0,6268664535,6266728738.0,3108014228.0,6267318855.0,
21534,75542,Green Heaven,5 Milltown Rd suite c,Holmes,12531,NY,US,8458783888.0,8452162703.0,,,,,,,
21535,75543,Ju & Wei,833 N Broadway,Los Angeles,90012,CA,US,2136283301.0,,,,,,,,
21536,75544,Hema's Kitchen,2439 W Devon Ave,Chicago,60659,IL,US,7733381627.0,,,,,,,,
21537,75545,Everest Cuisine,2328 W Main St,Rapid City,57702,SD,US,6053434444.0,,,,,,,,
21538,75546,D&D FireArt Chinese Cuisine Lettuce Wok N Roll,20501 Yorba Linda Blvd Spc D3,Yorba Linda,92886,CA,US,7147776839.0,6575001837.0,9095768002.0,,,,,,
21539,75547,撸串吧(1 vatin),2541 Rosemead Blvd,South El Monte,91733,CA,US,6262654568.0,,,,,,,,
21540,75548,Amami Sushi Fremont Yang Dumpling,46228 Warm Springs Blvd ste 444 & 452,Fremont,94539,CA,US,5105733831.0,9259984165.0,4086664318.0,,,,,,
21541,75549,Man Wah Man Wah Restaurant,5380 W 44th Ave,Denver,80212,CO,US,3034562698.0,7202263389.0,,,,,,,
21542,75550,Amber Asian Cuisine,411 Doylestown Rd,Montgomeryville,18936,PA,US,2152825236.0,,,,,,,,
21543,75551,Lin Garden,5920 Airline Hwy,Baton Rouge,70805,LA,US,7187575034.0,9293136606.0,7187570076.0,9293166609.0,9293166660,,,,
21544,75552,Szechuan Garden,660 E Pittsburgh St,Greensburg,15601,PA,US,6316986111.0,6467193887.0,6462582108.0,,,,,,
21545,75553,MEGA HIBACHI,269 Flagstone Ln,Raeford,28376,NC,US,9108758889.0,,,,,,,,
21546,75554,Best Asian Bistro Chongqing Spices,4161 Cushing Pkwy,Fremont,94538,CA,US,5105733902.0,5105652429.0,,,,,,,
21547,75555,MoMo House,2456 Bancroft Way,Berkeley,94704,CA,US,9715632840.0,5037645028.0,,,,,,,
21548,75556,Kusina Filipina Los Angeles Kusina Filipina,4157 Eagle Rock Blvd,Los Angeles,90065,CA,US,3232290228.0,3237047866.0,,,,,,,
21549,75557,Honeydews Restaurant & Catering,67 Main St,Walden,12586,NY,US,8457134191.0,,,,,,,,
21550,75558,Sakoon Sakoon Restaurant,39195 Farwell Dr,Fremont,94538,CA,US,5107449500.0,5103193671.0,5106765641.0,5103193672.0,,,,,
21551,75559,Oscar's Restaurant Oscars Restaurant,1840 Cumberland Ave,Knoxville,37916,TN,US,8655243663.0,8655487567.0,8655233663.0,8652813050.0,8654066482,8652479897.0,8655223663.0,8656334900.0,
21552,75560,K I AFRICAN RESTAURANT,7137 N Clark St,Chicago,60626,IL,US,7738560044.0,,,,,,,,
21553,75561,Sandovan Restaurant & Lounge,4809 Georgia Ave NW,Washington,20011,DC,US,2022482302.0,,,,,,,,
21554,75562,Chez matou Catering,1704 Lydia Ln,Junction City,66441,KS,US,2408988120.0,,,,,,,,
21555,75563,Grab Crab Cajun Seafood,289 Glenwood Ave,Bloomfield,7003,NJ,US,7327982880.0,6462620420.0,,,,,,,
21556,75564,Lee's Kitchen,10606 Perrin Beitel,San Antonio,78217,TX,US,5085201228.0,5088136689.0,5085200829.0,5088136692.0,5085202719,9175191772.0,,,
21557,75565,Lee's Kitchen,12000 TX-1604 Loop #120,Universal City,78148,TX,US,5085201228.0,5088136689.0,5085200829.0,5088136692.0,5085202719,9175191772.0,,,
21558,75566,Minh Sun Chinese Restaurant,5299 New Jesup Hwy,Brunswick,31523,GA,US,9122679398.0,,,,,,,,
21559,75567,Kyoto Japanese Cuisine,202 S Belair Rd,Augusta,30907,GA,US,3023689882.0,3028989088.0,,,,,,,
21560,75568,Kitchen 95,2336 Woodson Rd,Overland,63114,MO,US,3148018895.0,,,,,,,,
21561,75569,New Dragon Garden New Golden Wok Vision Dumpling Restaurant,136 Hazelwood Dr,South San Francisco,94080,CA,US,6505886858.0,6509222313.0,4153771778.0,4156018053.0,4159876986,4159816868.0,,,
21562,75570,L&L Hawaiian,3314 W Shaw Ave Suite 10,Fresno,93711,CA,US,5592779888.0,,,,,,,,
21563,75571,Adobo Filipino Restaurant,549 W Oglethorpe Hwy,Hinesville,31313,GA,US,9123327467.0,9124396327.0,,,,,,,
21564,75572,Sushi Ya,1545 S State St,Orem,84097,UT,US,6267951311.0,6268622350.0,6266777173.0,6268630449.0,,,,,
21565,75573,Nha Trang Restaurant,1104 W Argyle St,Chicago,60640,IL,US,7735649257.0,,,,,,,,
21566,75574,Jang Su Korean Tofu & BBQ,3643 Bradshaw Rd J,Sacramento,95827,CA,US,9169429350.0,,,,,,,,
21567,75575,New Jade House,114 N Reading Rd,Ephrata,17522,PA,US,6317306900.0,6317416862.0,,,,,,,
21568,75576,Sumiyaki Japan,329 Lake Ave,Metuchen,8840,NJ,US,7326621111.0,6318057017.0,,,,,,,
21569,75577,Bangkok Tokyo Restaurant,599 Haywood Rd,Greenville,29607,SC,US,8644587866.0,,,,,,,,
21570,75578,Szechuan Garden,4804 San Juan Ave,Fair Oaks,95628,CA,US,6316986111.0,6467193887.0,6462582108.0,,,,,,
21571,75579,老刘家烤鱼烤串,500 N Atlantic Blvd ste 127,Monterey Park,91754,CA,US,6263856888.0,,,,,,,,
21572,75580,Evarista`s Comal restaurant,2-1245 E Cliff Dr Unit A,Santa Cruz,95062,CA,US,8314718785.0,,,,,,,,
21573,75581,Choroni bakery & cafe,1325 Del Prado Blvd S A,Cape Coral,33990,FL,US,2394712298.0,,,,,,,,
21574,75582,Philly Wing Seafood,6439 Castor Ave,Philadelphia,19149,PA,US,2675851888.0,,,,,,,,
21575,75583,China Gate Chinese Restaurant China Gate,1062 Montgomery Rd,Altamonte Springs,32714,FL,US,4077745445.0,3475835881.0,4077747340.0,3476152261.0,4076838150,9172258365.0,3477537513.0,,
21576,75584,Tang Dynasty,1226 NJ-166,Toms River,8753,NJ,US,5037465879.0,6263210132.0,,,,,,,
21577,75585,Cafe Royale,6511 University Ave,San Diego,92115,CA,US,6123536987.0,6197464118.0,,,,,,,
21578,75586,Happi China,1314 Tampa Rd,Palm Harbor,34683,FL,US,7277818880.0,,,,,,,,
21579,75587,Panda Garden,195 E Main St,Reedsburg,53959,WI,US,2077837755.0,9172572629.0,2077132324.0,2077132324.0,,,,,
21580,75588,China Xpress,1122 Broadway,South Portland,4106,ME,US,2392260869.0,6467758617.0,,,,,,,
21581,75589,Seafood Wings,5072 Ferrell Pkwy UNIT 114,Virginia Beach,23464,VA,US,7578226060.0,9292725898.0,7578226060.0,,,,,,
21582,75590,China Garden,1931 Dailey Ave,Latrobe,15650,PA,US,2157942222.0,9783407305.0,,,,,,,
21583,75591,Seafood Boil,795 Roosevelt Ave,Carteret,7008,NJ,US,7323520134.0,,,,,,,,
21584,75592,Mia Crab,12579 Richmond Ave.,Houston,77082,TX,US,8322756926.0,,,,,,,,
21585,75593,New China,4543 N Illinois St,Swansea,62226,IL,US,6174459670.0,6174459660.0,,,,,,,
21586,75594,Higashi Japanese Restaurant,1735 Ellington Rd,South Windsor,6074,CT,US,8606447788.0,,,,,,,,
21587,75595,Carla Mia Pizzeria,397 Piaget Ave,Clifton,7011,NJ,US,9732536030.0,9739257556.0,2016542650.0,2017724604.0,2016738362,,,,
21588,75596,Gyro World,13501 100th Ave NE,Kirkland,98034,WA,US,4258145994.0,,,,,,,,
21589,75597,2AM Izakaya,2218 N Lincoln Ave,Chicago,60614,IL,US,7738822363.0,,,,,,,,
21590,75598,Atlantic Seafood Restaurant Sichuan Taste,290 Main St,Malden,2148,MA,US,7814803671.0,8572949012.0,7816051764.0,8575445397.0,6178426653,,,,
21591,75599,Y2 Deli & BBQ Y2 Deli,46560 Fremont Blvd STE 101,Fremont,94538,CA,US,5104908992.0,4084380262.0,,,,,,,
21592,75600,Phở Tài,30577 Dequindre Rd,Madison Heights,48071,MI,US,2483978333.0,,,,,,,,
21593,75601,In & Out Shawarma,3976 Pelham St,Dearborn Heights,48125,MI,US,3136331205.0,,,,,,,,
21594,75602,Tajrish Restaurant,507 Washington Blvd,Marina Del Rey,90292,CA,US,3103013344.0,,,,,,,,
21595,75603,Yu Huo,136-55 37th Ave,Queens,11354,NY,US,7188018886.0,,,,,,,,
21596,75604,New Star,605 Avenue Z,Brooklyn,11223,NY,US,7188916868.0,9172508158.0,9293705070.0,9175199322.0,,,,,
21597,75605,China Taste,1040 King George Blvd #40,Savannah,31419,GA,US,6302629580.0,6302629581.0,6309239585.0,,,,,,
21598,75606,Sam's Express Sam's Express Sushi & Grill,8750 Santa Fe Dr,Overland Park,66212,KS,US,9132329328.0,9172518331.0,,,,,,,
21599,75607,Great Wall,965 State Road 16 Ste 111 St Augustine,FL 32084, ,,US,3156997078.0,3156997215.0,6463315572.0,,,,,,
21600,75608,Sunrise,683 Glen Cove Ave,Glen Head,11545,NY,US,7188911880.0,2129200429.0,7189961873.0,7189968888.0,9173616602,7186428888.0,7188918828.0,,
21601,75609,Sake Japanese Restaurant,1702 E Carl Albert Pkwy,McAlester,74501,OK,US,9185585381.0,,,,,,,,
21602,75610,Yan Zi Lou,2788 SE 82nd Ave,Portland,97266,OR,US,5037711848.0,9712699035.0,,,,,,,
21603,75611,Powell's Seafood Restaurant,6633 SE Powell Blvd,Portland,97206,OR,US,5037753901.0,5039988871.0,,,,,,,
21604,75612,PhamilyTeaHouse,2132 Central Ave SE Suite B,Albuquerque,87106,NM,US,5052953238.0,,,,,,,,
21605,75613,Plaza Tolteca,22769 Three Notch Rd,California,20619,MD,US,3017372659.0,,,,,,,,
21606,75614,K Q Restaurant,1759 Crosby Ave,The Bronx,10461,NY,US,7188236139.0,6465068829.0,7188230262.0,6465057595.0,,,,,
21607,75615,Keilly Keilly Chinese Restaurant,21-40 Utopia Pkwy,Whitestone,11357,NY,US,7183521201.0,6463220356.0,7183521202.0,9173533893.0,7189020321,,,,
21608,75616,Golden Jade(formerly TAN’S GARDEN) Tan's Garden Chinese Restaurant,601 Washington Ave # T,Manahawkin,8050,NJ,US,6099788118.0,6463612797.0,6099788818.0,9179510752.0,,,,,
21609,75617,On A Roll,1750 N Buffalo Dr Ste 107,Las Vegas,89128,NV,US,7026083396.0,,,,,,,,
21610,75618,Bay Poke,4609 Garth Rd #B,Baytown,77521,TX,US,2818388929.0,,,,,,,,
21611,75619,No.1 Chinese Kitchen(Penn Hills),11630 Frankstown Rd,Penn Hills,15235,PA,US,4127316878.0,,,,,,,,
21612,75620,Top Wok Mongolian B.B.Q. & Chinese Fast Food,12920 Hawthorne Blvd #103,Hawthorne,90250,CA,US,4242970119.0,,,,,,,,
21613,75621,La Kabob Restaurant La Kabob Mediterranean Cuisine,33320 W 12 Mile Rd,Farmington Hills,48334,MI,US,2483241163.0,3136147577.0,,,,,,,
21614,75622,Sam Won Garden Korean BBQ,4345-1 University Blvd S,Jacksonville,32216,FL,US,9047373650.0,,,,,,,,
21615,75623,WTFALAFEL,12220 Pigeon Pass Rd,Moreno Valley,92557,CA,US,9512211580.0,,,,,,,,
21616,75624,Kent Super Buffet,10210 SE 260th St,Kent,98030,WA,US,2538138889.0,6463480879.0,2539128889.0,,,,,,
21617,75625,Golden City Chinese Restaurant Golden City Restaurant,1230 Mission St,Santa Cruz,95060,CA,US,8314230688.0,8318191396.0,8318187622.0,8314299889.0,8318181396,8312959889.0,,,
21618,75626,Rumi Gyro Mediterranean Cuisine,900 E Hill Ave Suite 130,Knoxville,37915,TN,US,6158537617.0,,,,,,,,
21619,75627,Ninja Sushi Little Basil,7923 S Broadway,Littleton,80122,CO,US,3033478816.0,7203562277.0,,,,,,,
21620,75628,Sakura Japanese Restaurant,586 Veterans Memorial Hwy,Hauppauge,11788,NY,US,2032220802.0,,,,,,,,
21621,75629,TaiwanMama Kitchen,720 W Highland Ave,Phoenix,85013,AZ,US,6232038585.0,,,,,,,,
21622,75630,Red Apple Chinese &Thai Restaurant Red Apple Chinese Takeout,10 E Main St,Mohawk,13407,NY,US,3158661788.0,3158661833.0,9178603303.0,9172142165.0,6462230112,,,,
21623,75631,Isfahan kabob Sunnyvale,903 E Duane Ave,Sunnyvale,94085,CA,US,4086852037.0,,,,,,,,
21624,75632,New East China,309 W Bremer Ave,Waverly,50677,IA,US,3194839999.0,3192376192.0,3192376136.0,3474151626.0,3193835862,3195054467.0,3198831709.0,,
21625,75633,China Village,335 Maple Ave E,Vienna,22180,VA,US,2083248777.0,2089691505.0,2085857502.0,2087313432.0,2085378489,4158405672.0,2087316666.0,,
21626,75634,Taqueria Jalisco,2606 Allen Blvd,Middleton,53562,WI,US,6088249619.0,,,,,,,,
21627,75635,Chuan Teriyaki,8780 Rivers Ave Ste 118,North Charleston,29406,SC,US,8432887870.0,,,,,,,,
21628,75636,China City,5121 Towson Ave,Fort Smith,72901,AR,US,9544317688.0,3474355198.0,,,,,,,
21629,75637,Fuji Japanese Cuisine,113-27 Queens Blvd,Forest Hills,11375,NY,US,7182633636.0,3477840248.0,7182633866.0,9173858895.0,6469456666,,,,
21630,75638,J and S Grocery and Halal Meat,200 White Horse Rd,Voorhees Township,8043,NJ,US,8568057973.0,,,,,,,,
21631,75639,Great Wall,1731 W Nat'l Rd,Richmond,47374,IN,US,3156997078.0,3156997215.0,6463315572.0,,,,,,
21632,75640,Dragon king Chinese Food,11509 Rockaway Beach Blvd,Queens,11694,NY,US,7186033888.0,,,,,,,,
21633,75641,Dragon king China One,677 5th Ave,Brooklyn,11215,NY,US,7187881166.0,6462666308.0,6465159961.0,,,,,,
