Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
24486,b76727384d011bd9,Noodle Plus,"Mon Closed, Tue-Sun 11:30am-9pm",775 US-1,Edison,NJ,8817,United States,Jeff,Edgar,Principal,Owner,,,2012,,(732) 662-7357,1,info@noodleplusnj.com,Japanese,$
24493,a89feaaad1216939,Court Tavern,,614 Bourbon St,New Orleans,LA,70130,United States,Aynsley,Fein,Dmh Sales Representative,Sales & Marketing,court2si@courtoftwosisters.com,,,,(504) 522-7261,2,court2si@courtoftwosisters.com,Creole; Cajun,$$
24495,aa6c2b4736b543f9,"Jeff Ruby's Steakhouse, Louisville","Mon-Thu 5pm-10pm, Fri-Sat 5pm-11pm, Sun 4:30pm-9pm",325 W Main St,Louisville,KY,40202,United States,Tony,Shaw,General Manager,Operations,tshaw@jeffruby.com,,2006,,(502) 584-0102,9,psiler@jeffruby.com,Japanese,$$$$
24500,a70d4c31ba72ce3d,Crazy Fish,"Mon-Thu 11am-3:15pm 4:30pm-9pm, Fri 11am-3:15pm 4:30pm-9:30pm, Sat-Sun Noon-9:30pm",3015 Central Ave NE,Albuquerque,NM,87106,United States,Seigo,Ono,Owner,Owner,,,2005,,(505) 232-3474,2,,Japanese,$$
24505,a6affcb134d9fe42,Ichiban Japanese Grill,"Mon-Thu 11am-7pm, Fri-Sat 10am-8pm, Sun Noon-6pm",568 W Prien Lake Rd,Lake Charles,LA,70601,United States,Young,Hobson,Owner,Owner,,,2005,,(337) 474-2627,1,,Japanese,$
24533,bd75eeeed704b420,Bernard's Cajun Sea-Fry Restaurant,"Mon Closed, Tue-Thu 10am-8pm, Fri-Sat 10am-9pm, Sun Closed",204 Carmen St,Cottonport,LA,71327,United States,James,Bernard,Owner,Owner,,,1997,,(318) 876-2136,1,bernardseafry@gmail.com,Creole; Cajun,$$
24542,c4f04b34d04e4eb0,Ugly Dog Saloon,,401 Andrew Higgins Dr,New Orleans,LA,70130,United States,Steven,Roquet,President,General,,,1998,,(504) 569-8459,2,,American; Cajun,$$
24547,c3fe59caf2bda32a,Gabe's Cajun Food,"Mon-Sat 10am-2pm 3pm-8pm, Sun Closed",1410 The Blvd,Rayne,LA,70578,United States,Berunella,Alleman,Owner,Owner,,,1993,,(337) 334-4820,1,,Southern; Cajun,$
24548,c7ef03c94516c8b1,Ginza of Tokyo,"Mon-Thu 11am-2pm 4:30pm-9pm, Fri 11am-2pm 4:30pm-10pm, Sat 4:30pm-10pm, Sun 4pm-9pm",7530 Montpelier Rd,Laurel,MD,20723,United States,Frank,Kim,Member,Owner,,,2008,,(301) 776-6764,1,ginzaoftokyo@gmail.com,Japanese,$$
24549,c7df7d98abe17791,Bourbon Street Grill,"Mon-Sat 10am-9:30pm, Sun Closed",1 Garden State Plz,Paramus,NJ,7652,United States,Howard,Gan,,,,,2001,,(201) 368-1772,1,,Caribbean; Cajun,$
24555,c74ca39539bd91e7,Drunken Fish,"Mon-Wed 11am-10pm, Thu-Sun 11am-11pm",1 Maryland Plz,St Louis,MO,63108,United States,Munsok,So,President,General,,,2005,,(314) 367-4222,5,cwe@drunkenfish.com,Japanese,$$
24558,b1683e343b75c82a,Mikato Steak and Sushi,"Mon Closed, Tue-Thu 11am-9pm, Fri 11am-9:30pm, Sat Noon-9:30pm, Sun Noon-9pm",3500 Villa Pt,Owensboro,KY,42303,United States,Ki,Yoo,Principal,Owner,,,,,(270) 632-4462,1,,Japanese,$$
24567,af73bc46b78d4ac3,Shanahan's,"Mon Closed, Tue-Thu Noon-9pm, Fri-Sat Noon-10pm, Sun Noon-8pm",7353 Madison St,Forest Park,IL,60130,United States,Tim,Shanahan,President,General,,,1977,,(708) 366-0775,2,,Caribbean; Cajun,$$
24581,c6c1f3e057da0685,Laughing Horse Saloon,"Mon-Thu Noon-Midnight, Fri-Sat Noon-2am, Sun Noon-Midnight",15888 Lindy Rd,Thompsonville,MI,49683,United States,,Duffy,Owner,Owner,,,2001,,(231) 378-4876,1,,American; Creole; Cajun,$$
24592,a995e297cfec4f84,Akita Express,"Mon-Fri 10:15am-9pm, Sat 11:15am-9pm, Sun Closed",676 S Broadway St,Forest City,NC,28043,United States,Peter,Ho,Principal,Owner,,,,,(828) 245-3434,1,,Japanese,$
24603,d98c58e83d9a0968,Ramen Wakana,"Mon Closed, Tue-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10pm, Sun Noon-9:30pm",6708 Black Horse Pike,Egg Harbor,NJ,8234,United States,Ray,Ho,Principal,Owner,,,2019,,(609) 677-8888,1,,Japanese,$$
24604,d9364c0335f7a14c,Sapporo Restaurant,"Mon-Fri 11:30am-2pm 5pm-8:30pm, Sat 1pm-9pm, Sun Closed",230 Commercial St,Portland,ME,4101,United States,Yoshi,Hayashi,President,General,,,1985,,(207) 772-1233,2,sappororestaurantportland@gmail.com,Japanese,$$
24627,ee990916bea923df,Asaka Japanese Restaurant,"Mon-Wed Closed, Thu-Sat 5pm-9:30pm, Sun 5pm-9pm",6414 E 82nd St,Indianapolis,IN,46250,United States,Takashi,Saito,President,General,,,2001,,(317) 576-0556,1,,Japanese,$$
24628,ee60ce04d93617d0,Cafe Mami,"Mon-Thu 11:45am-9pm, Fri-Sun 11:45am-4pm 5pm-9pm",1815 Massachusetts Ave,Cambridge,MA,2140,United States,Taka,Akatsu,Owner,Owner,,,1980,,(617) 547-9130,2,,Japanese,$
24631,eba77f561d101fed,Fish King Grill,"Mon-Sat 11am-8:30pm, Sun 11am-3:30pm",500 E Windmill Ln,Las Vegas,NV,89123,United States,Miguel,Mercado,Restaurant Owner,Owner,,,,,(702) 844-1786,1,fishkinggrill@gmail.com,Southern; Creole; Cajun,$$
24635,9aaff632de410c50,Three Samurai Japanese Restaurant,"Mon 5pm-9pm, Tue-Wed 11am-3pm 5pm-9pm, Thu-Fri 11am-3pm 5pm-10pm, Sat 11am-10pm, Sun 11am-9pm",1801 2nd St,Coralville,IA,52241,United States,Johnny,Tran,General Manager,Operations,,,1999,,(319) 337-3340,1,mythaonguyen91@gmail.com,Japanese,$$
24645,ca6adc2a8a09f56a,Oishi Sushi,"Mon-Thu 11am-2:30pm 5pm-9pm, Fri 11am-2:30pm 5pm-10pm, Sat Noon-3pm 5am-10pm, Sun 5pm-9pm",721 N New Ballas Rd,St Louis,MO,63141,United States,Sue,Piaprapaisilp,Owner,Owner,,,2002,,(314) 567-4478,1,,Japanese,$$
24648,cc0a1a47ccfe495e,Cajun Critters Seafood,,6240 W Main St,Houma,LA,70360,United States,Blake,Hebert,Business Owner,Owner,,,,,(985) 876-1834,2,,American; Creole; Cajun,$$
24675,db1e83e11c31f10d,Chosun Hwaro,,3663 Las Vegas Blvd S,Las Vegas,NV,89109,United States,Frank,Malson,Bar Manager,General,,,,,(702) 857-7676,3,,Japanese,$
24680,d882538d3d03220b,Ichiban,"Mon-Thu 11:30am-2:30pm 4:30pm-10pm, Fri 11:30am-2:30pm 4:30pm-11pm, Sat 11:30am-11pm, Sun 11:30am-9pm",1201 Hooper Ave,Toms River,NJ,8753,United States,Yongfuli,Lee,Member,Owner,,,2013,,(732) 736-8868,1,info@ichibantomsriver.com,Japanese,$$
24684,d3e7d26da31b9e93,Cali's Vietnamese,"Mon Closed, Tue-Sun 11am-9pm",648 Broadway St NE,Minneapolis,MN,55413,United States,,van Ngo,,,,,,,(612) 623-4704,1,,Vietnamese; Chinese,$
24689,db3a0ffcb4aee129,Fezzo's,"Mon-Thu 10am-9pm, Fri-Sat 10am-9:30pm, Sun 10am-2pm",Capital Rd,Crowley,LA,70526,United States,Pat,Ford,Partner,Owner,,,1999,,(337) 783-5515,3,info@fezzos.com,Southern; Cajun,$$
24692,d7406b2ec787cfbf,Sushi Kaya,"Mon-Fri 11am-9pm, Sat-Sun 11:30am-9pm",6026 Dempster St,Morton Grove,IL,60053,United States,Angel,Park,Principal,Owner,,,2003,,(847) 965-6688,1,,Japanese,$$
24697,e1f22cd7ccd1f710,Crabby Jack's,"Mon Closed, Tue-Sat 10:30am-3pm, Sun Closed",428 Jefferson Hwy,New Orleans,LA,70121,United States,Jacques,Leonardi,Owner,Owner,,,2002,,(504) 833-2722,1,contact@crabbyjacksnola.com,Creole; Cajun,$
24700,eb9155ac26cf16a5,Mikimoto Japanese Restaurant,"Mon-Thu 11am-10pm, Fri 11am-10:30pm, Sat 4pm-10:30pm, Sun 11:30am-10pm",3301 S Carrollton Ave,New Orleans,LA,70118,United States,Jacky,Chan,Manager,General,,,1999,,(504) 488-1881,3,,Japanese,$$
24715,e7a117c613059085,Ruk Sushi & Thai,"Mon Closed, Tue-Sat 11:30am-8:45pm, Sun 4pm-8:45pm",4431 N Milwaukee Ave,Chicago,IL,60630,United States,Paul,Sopanarat,President,General,,,2011,,(773) 286-1900,1,ruksushi@gmail.com,Japanese; Thai,$$
24720,e4039a307c3d534d,Midori's Floating World Cafe,"Mon-Wed Closed, Thu-Sun 4pm-8pm",3425 Lake St E,Minneapolis,MN,55406,United States,Midori,Flomer,Owner,Owner,,,2003,,(763) 464-7829,2,midori@floatingworldcafe.com,Japanese,$$
24721,e3a5bd19f83b3460,Harusame Japanese Cuisine,"Mon Closed, Tue-Thu 11:30am-9pm, Fri 11:30am-10pm, Sat Noon-9:30pm, Sun 3:30pm-9pm",63 Academy St,South Orange,NJ,7079,United States,Chongnang,Sengsuwan,Food Server,Front of the House,,,1998,,(973) 762-4988,3,,Japanese,$$
24732,f3525599e71faa74,Dolphin Bay,Daily 11am-9pm,72 Brighton Ave,Allston,MA,2134,United States,Virginia,Spell,NEIDL Contracts Manager,General,virginia_spell@bu.edu,,2000,,(617) 562-1668,23,elizabeth_leary@bu.edu,Taiwanese,$
24749,f4301bcab5898198,Kiku Japanese Steak House,"Mon-Wed 4:30pm-9:30pm, Thu-Fri 11:30am-1:30pm 4:30pm-9:30pm, Sat Noon-9:30pm, Sun Noon-9pm",5331 SW 22nd Pl,Topeka,KS,66614,United States,Xihuifene,Seng,Owner,Owner,,,2000,,(785) 272-6633,1,,Japanese,$$
24758,f7b57b0a40f10884,Tokyo Grill,"Mon-Fri 5am-9pm, Sat 11am-9pm, Sun Closed",5488 Durham Rd,Roxboro,NC,27574,United States,Tommy,Tran,Owner,Owner,,,2007,,(336) 599-6788,1,,Japanese,$$
24759,f6fe88a23f61a4bb,Mahzu Japanese Restaurant,Daily Noon-9pm,761 Route 33 W,East Windsor,NJ,8520,United States,Hsihua,McCartney,Co-Owner,Owner,,,,,(609) 371-2888,1,mike@mahzurestaurants.com,Japanese,$$
24770,f7f4750f922da2d4,SushiSamba,"Mon-Fri Closed, Sat-Sun 11:30am-3pm",3327 S Las Vegas Blvd,Las Vegas,NV,89109,United States,John,Um,Principal,Owner,,,2008,,(702) 607-0700,15,coventgarden@sushisamba.com,Japanese,$$$
24777,f55bce4216af548f,Hibachi House,"Mon-Thu Noon-9pm, Fri-Sat Noon-10pm, Sun Noon-9pm",335 S Main St,Rochester,MI,48307,United States,Byeung,Yim,,,,,2012,,(248) 266-6055,1,,Japanese,$$$
24779,f852a3ce52baf227,Limit Kitchen & Bar,"Mon Noon-11:30pm, Tue Closed, Wed-Thu Noon-11:30pm, Fri-Sat 1pm-1am, Sun 1pm-11pm",2800 E Grand River Ave,East Lansing,MI,48823,United States,Lee,Hi,Owner,Owner,,,2011,,(517) 664-2565,1,,Chinese; Thai,$
24784,fa28cdaa38a77b20,5b2f Akira Sushi,"Mon-Fri 11:30am-2:30pm 3:30pm-7:30pm, Sat 4pm-7:30pm, Sun Closed",143 Skokie Blvd,Wilmette,IL,60091,United States,,Akira,Business Owner,Owner,5b2fakira@gmail.com,,2019,,(847) 920-5332,1,5b2fakira@gmail.com,Japanese,$$
24800,fa7eaface1dc748d,Tsunami,"Mon-Fri 4:30pm-6pm, Sat-Sun Closed",51 West St,Annapolis,MD,21401,United States,Gavin,Buckley,President,General,,,,,(410) 990-9868,1,,Japanese,$$
24801,fa52dc91f57489b1,Fete au Fete,,2381 St Claude Ave,New Orleans,LA,70117,United States,Blake,Russell,Sous Chef,Back of the House,,,,,(504) 609-3813,1,info@strochmarket.com,Southern; Caribbean; Cuban; Cajun,$
24802,fe909a92de1dfa71,Kobe Hibachi & Sushi,"Mon-Sat 11am-2:30pm, Sun 24hrs",515 N Main St,Holly Springs,NC,27540,United States,Ba,Tran,Owner,Owner,,,2008,,(919) 557-1437,1,,Japanese,$$
24805,fdb2597c95a1349b,Camellia Cafe,"Mon-Wed 7am-2pm, Thu-Sat 7am-8pm, Sun 7am-2pm",525 Gause Blvd W,Slidell,LA,70460,United States,Scott,Esteve,Principal,Owner,,,2010,,(985) 649-6211,2,,Caribbean; Cajun,$$
24808,ff21b616a8a6ae5e,Z & C Teriyaki and Sushi Resta,"Mon-Wed 11am-10pm, Thu-Sat 11am-2:30am, Sun Noon-10pm",430 E Kirkwood Ave,Bloomington,IN,47408,United States,Nicole,Janostak,Manager,General,,,2008,,(812) 323-8999,2,,Japanese,$
24813,ffa9b739d80c379e,Tsubaki Japanese Cuisine,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun Noon-9pm",Franklin St,East Windsor,NJ,8520,United States,Hua,Yeung,Member,Owner,,,,,(609) 301-8527,2,mytsubakinj@gmail.com,Japanese,$$
24814,ff9f8fbaae76567c,Sushi Star,"Mon-Sat 11am-8pm, Sun Closed",9905 Rose Commons Dr,Huntersville,NC,28078,United States,June,Hoang,Principal,Owner,,,2011,,(704) 948-7877,1,,Japanese,$
24815,a019863a0cb7a7b5,Yuki Japanese Restaurant,"Mon-Wed 5pm-9pm, Thu-Sat 11am-2pm 5pm-9pm, Sun Closed",151 Iron Skillet Ct,Bowling Green,KY,42104,United States,Joe,Nishigima,Owner,Owner,,,2009,,(270) 393-8477,2,,Japanese,$$
24822,404cb003967426da,Mike Anderson's Seafood,"Mon-Thu 11am-2pm 5pm-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",1031 W Lee Dr,Baton Rouge,LA,70820,United States,Mike,Anderson,Chief Executive Officer,General,,,1976,,(225) 766-7823,3,hhartley@mikeandersons.com,Southern; Creole; Cajun,$$
24824,3f4c281ddd3afc34,Kaku Sushi & Poke,"Mon-Thu Noon-8pm, Fri Noon-9pm, Sat 4pm-9pm, Sun 4pm-8pm",869 W Long Lake Rd,Bloomfield Hills,MI,48302,United States,Rj,Zarzycki,Lead Server,Front of the House,,,2017,,(248) 480-4785,1,,Japanese,$$
24825,401c84d69bc81c20,Szechuan Express,"Mon-Sat 11am-9pm, Sun Closed",315 N 114th St,Omaha,NE,68154,United States,Sienfu,Wong,President,General,,,1991,,(402) 330-9779,3,szechuanexpressomaha@gmail.com,Szechuan; Chinese,$
24828,468a02d43cd073ae,Mongolian BBQ,"Mon 11am-4:30pm, Tue-Sun 11am-8pm",2108 10th Ave S,Great Falls,MT,59405,United States,Helen,Tran,Owner,Owner,,,2002,,(406) 727-2539,1,,Mongolian; Vietnamese,$$
24830,4501b1a035c10865,Nikko Japanese Steak & Seafood,"Mon-Thu 11:30am-2pm 4:30pm-10pm, Fri 11:30am-2pm 4:30pm-10:30pm, Sat Noon-10:30pm, Sun Noon-9pm",1580 Wesel Blvd,Hagerstown,MD,21740,United States,David,Sung,President,General,,,2007,,(301) 714-0005,1,d.sung@nikkojs.com,Japanese,$$
24834,47f766da8520bebd,Sushi Loca,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 11am-10pm",10965 Lavender Hill Dr,Las Vegas,NV,89135,United States,Anchana,Doungsroitong,Server,Front of the House,,,,,(702) 432-5622,2,,Japanese,$$
24840,4b25901dac9391f5,Green Shell,"Mon 11am-11pm, Tue Closed, Wed-Thu 11am-11pm, Fri-Sat 11am-Midnight, Sun Noon-11pm",6320 Bergenline Ave,West New York,NJ,7093,United States,Kim,Wong,Owner,Owner,,,2000,,(201) 861-8963,1,,Chinese; Italian,$
24841,4a82eed8011b3b6c,Taka Sushi,"Mon-Thu 11am-3pm 4pm-9:30pm, Fri-Sat 11am-3pm 4pm-10pm, Sun Noon-9:30pm",95 Summit Ave,Summit,NJ,7901,United States,Michi,Chin,Principal,Owner,,,2005,,(908) 277-0886,2,,Japanese,$$
24854,44a46d43786bb8a8,Tony's Seafood,"Mon-Thu 8am-6pm, Fri-Sun 8am-7pm",5215 Plank Rd,Baton Rouge,LA,70805,United States,Bill,Pizzolato,President,General,,,,,(225) 357-9669,3,,Creole; Cajun,$
24861,0842e12ed045c6b0,China Go Grill,"Mon-Sat 11am-9pm, Sun 11am-8pm",1230 S Rock Rd,Wichita,KS,67207,United States,Yang,Zhiping,Geophysicist,,,,,,(316) 652-8889,2,,Szechuan; Cantonese; Chinese,$
24863,05f30f559e30a30c,Fin's Sushi & Grill,"Mon-Thu Noon-9:30pm, Fri-Sat Noon-10pm, Sun Noon-9:30pm",354 Chestnut Hill Ave,Brighton,MA,2135,United States,Ken,Chan,Business Owner,Owner,,,2007,,(617) 731-0018,1,,Japanese,$$
24866,0925b5e6d0e01224,Kame Restaurant,"Mon Closed, Tue-Thu 11:30am-9pm, Fri-Sat 11:30am-9:30pm, Sun 4pm-8:30pm",250 Cabot St,Beverly,MA,1915,United States,Lily,Saekang,President,General,,,2001,,(978) 922-9333,2,,Japanese,$$
24875,1026ce2856d5dcc3,North End Fish Market,,99 Salem St,Boston,MA,2113,United States,Elizabeth,Ventura,Member,Owner,,,2008,,(978) 605-8994,1,,Japanese,$$
24879,112ab55653c5ce60,Happy China,"Mon 11am-3pm 4:30pm-10pm, Tue Closed, Wed-Thu 11am-3pm 4:30pm-10pm, Fri 11am-3pm 4:30pm-11pm, Sat Noon-11pm, Sun Noon-10pm",2505 Durham Chapel Hill Blvd,Durham,NC,27707,United States,Jay,Hsu,Owner,Owner,,,2011,,(919) 237-2021,2,,Szechuan; Chinese,$$
24885,15ac755b9f3cb022,Osaka,"Mon-Thu 11am-2:30pm 4:30pm-9pm, Fri-Sat 11am-9pm, Sun Noon-9pm",20 Boston Tpke,Shrewsbury,MA,1545,United States,Nguyen,Quant,Principal,Owner,,,2003,,(508) 753-1144,2,shrewsburyosaka@gmail.com,Japanese,$$
24891,1138192adf0cafdc,Soho Japanese Bistro,"Mon-Thu 11am-2pm 4am-9:30pm, Fri 11am-2pm 4am-10:30pm, Sat 11am-10:30pm, Sun Noon-9pm",7225 Heritage Square Dr,Granger,IN,46530,United States,Tony,Lim,Owner,Owner,,,2008,,(574) 272-2292,1,,Japanese,$$
24894,11c5b756d1c1c37e,Joss Cafe & Sushi Bar,"Mon-Wed 4pm-9pm, Thu Noon-9pm, Fri-Sat Noon-10pm, Sun Noon-9pm",195 Main St,Annapolis,MD,21401,United States,Joe,Jiau,President,General,,,1991,,(410) 263-4688,2,info@josssushi.com,Japanese,$$
24895,1f7153e7d83ea015,Abriya Raku,"Mon-Sat 6pm-3am, Sun Closed",5030 Spring Mountain Rd,Las Vegas,NV,89146,United States,Aburiya,Raku,Owner,Owner,,,,,(702) 367-3511,1,,Japanese,$$$
24896,1dac56179db254b8,Siam Orchid,Daily 11am-10pm,30 Rodick St,Bar Harbor,ME,4609,United States,Phan,Thavong,Principal,Owner,,,2010,,(207) 288-9669,2,,Japanese,$$
24897,1c008528215b5080,City Market Sushi,"Mon-Thu 4:30pm-9pm, Fri-Sat 4:30pm-9:30pm, Sun Closed",315 Blake St,Raleigh,NC,27601,United States,Heejin,So,Server,Front of the House,,,2016,,(919) 322-1987,1,citymarketsushi@gmail.com,Japanese,$$
24900,20418e528b4acb5f,China Garden,"Mon-Tue Closed, Wed-Fri 11am-9:30pm, Sat-Sun Noon-9:30pm",111 W Church St,Troutman,NC,28166,United States,Kenny,Ni,Principal,Owner,,,2005,,(704) 528-9999,1,,Japanese; Chinese,$
24901,1f332736cad6cc93,Kimono Japanese Restaurant,"Mon-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",324 Summit Square Blvd,Winston-Salem,NC,27105,United States,Peter,Park,Owner,Owner,,,2011,,(336) 377-0147,1,,Japanese,$$
24904,1ff4cf4322b0e110,Jun's,"Mon-Thu 4:30pm-6:30pm, Fri-Sun Closed",7660 State Line Rd,Prairie Village,KS,66208,United States,John,Wong,Owner,Owner,,,1999,,(913) 341-4924,2,,Japanese,$$
24905,1d8cfa67f95da1fd,Hibachi 101,"Mon-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11:30am-9pm",3401 Raleigh Road Pkwy W,Wilson,NC,27896,United States,Jenny,Ngo,Owner,Owner,,,2008,,(252) 293-0105,1,,Japanese,$
24924,2c472128c987e111,Noble Fish,"Mon-Sat 9am-8pm, Sun 10am-8pm",45 E 14 Mile Rd,Clawson,MI,48017,United States,Akiko,Kamishima,Treasurer,Finance,,,1986,,(248) 585-2314,4,,Japanese,$
24936,2b72f2df5889193d,Little Tokyo,"Mon-Tue 11:30am-8:30pm, Wed Closed, Thu-Sun 11:30am-8:30pm",72 Maine St,Brunswick,ME,4011,United States,Cuong,Lee,Owner,Owner,,,2009,,(207) 798-6888,3,,Japanese,$$
24941,24dfcbf47e88a527,Shucks Fish House & Oyster Bar,Daily 2pm-6pm,1218 S 119th St,Omaha,NE,68144,United States,Greg,Lindberg,Owner,Owner,,,2006,,(402) 827-4376,2,,Creole; Cajun,$$
24951,23dc3de02fb92a3d,Fujiya Ramen,"Mon Closed, Tue-Thu Noon-3pm 4am-9pm, Fri-Sat Noon-3pm 4am-9:30pm, Sun Noon-3pm 4am-9pm",413 Bloomfield Ave,Montclair,NJ,7042,United States,Liam,Schramm,Busser,Front of the House,,,2016,,(973) 655-8855,1,fujiyaramen16@gmail.com,Japanese,$$
24955,0c7d62b0e535ccd9,Yumi Sushi Red Bank,"Mon 11am-2:30pm 5pm-9:30pm, Tue Closed, Wed-Thu 11am-2:30pm 5pm-9:30pm, Fri-Sat 11am-2:30pm 5pm-10:30pm, Sun 5pm-9:30pm",9 Broad St,Red Bank,NJ,7701,United States,Bowie,Kok,Manager,General,,,,,(732) 842-8868,1,shuenny@hotmail.com,Japanese,$$
24957,0de4024b1eb5f220,Asahi Japanese Steak House,"Mon-Tue Closed, Wed-Thu 5pm-8:30pm, Fri 5pm-9:30pm, Sat 4pm-9:30pm, Sun 4pm-8:30pm",4520 W Market St,Greensboro,NC,27407,United States,Steve,Saito,,,,,1985,,(336) 855-8883,1,nchiroshima@gmail.com,Japanese,$$
24961,0c685a4319213e73,Wasabi Hinkaku,"Mon Closed, Tue-Thu 11am-9:15pm, Fri 11am-10:15pm, Sat Noon-10:15pm, Sun 4pm-9:30pm",912 E Douglas Ave,Wichita,KS,67202,United States,Matthew,Polk,Area Manager,General,matthew@wichitawasabi.com,,,,(316) 927-3524,1,matthew@wichitawasabi.com,Japanese,$$
24965,0b1c4f147324d1a4,Tokyo One Express,"Mon-Thu 11am-9pm, Fri 11am-9:30pm, Sat 10am-9:30pm, Sun 11am-9pm",8634 Camfield St,Charlotte,NC,28277,United States,Kim,Jung,Principal,Owner,,,2004,,(704) 341-8080,1,info@tokyooneexpressnc.com,Japanese; Chinese,$
24976,046325e0191bf7d2,Tokyo Sushi & Grill,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-9:30pm, Sun 11am-9pm",8080 Old Carriage Ct,Shakopee,MN,55379,United States,Anne,Tuttle,Member,Owner,,,,,(952) 233-0588,1,,Japanese,$$
24982,044b8627f5dec06b,Chin Yuen,"Mon-Sat 11am-8:30pm, Sun Closed",1125 Cedar St,Monticello,MN,55362,United States,Yuen,Chin,Owner,Owner,,,2011,,(763) 271-1688,1,,Szechuan; Chinese,$
24985,18a828105fa2427c,East China Inn,"Mon 11:30am-8:30pm, Tue Closed, Wed-Thu 11:30am-8:30pm, Fri-Sat 11:30am-9:30pm, Sun Noon-8:30pm",2S743 IL-59,Warrenville,IL,60555,United States,Phillip,du,President,General,,,1990,,(630) 836-9600,2,,Szechuan; Chinese,$
24990,1b8de52e1ff3266f,Sushi Dokku,,823 W Randolph St,Chicago,IL,60607,United States,Josephine,Traina,Principal,Owner,,,2013,,(312) 455-8238,2,,Japanese,$$$
25000,64d744072f5bc0cf,Off The Hook,Daily 10:30am-9pm,437 N Airline Hwy,Gonzales,LA,70737,United States,Paxton,Moreaux,Director Of Operations,Operations,paxtonm@othook.com,,,,(225) 390-1204,1,jordanm@othook.com,Southern; Cajun,$
25004,6e398ce770b25f43,Ami,Daily 11am-9:45pm,1500 E 3rd St,Bloomington,IN,47401,United States,Myungseok,Ji,Principal,Owner,,,1997,,(812) 339-7868,3,,Japanese,$$
25010,6aed3db0e0358c2c,Siam Paragon,"Mon-Thu 11:30am-9:30pm, Fri-Sat 11:30am-10pm, Sun Noon-9:30pm",503 Main St,Evanston,IL,60202,United States,Sam,Suwaniattanabu,Principal,Owner,,,2006,,(847) 332-2302,2,,Japanese; Thai,$$
25011,6945edbd8acbd4f3,China Gourmet,"Mon 3pm-8pm, Tue-Sat 11am-8pm, Sun 3pm-8pm",1095 Diffley Rd,Eagan,MN,55123,United States,Yuk,Tant,Principal,Owner,,,1999,,(651) 686-8886,1,,Cantonese; Chinese,$
25014,6bd4b2a7ed11894c,Zen 16 Sushi Cafe,"Mon Closed, Tue-Thu 11am-10pm, Fri 11am-11pm, Sat-Sun Noon-10pm",533 Baltimore Pike,Bel Air,MD,21014,United States,Chun,Chiou,Principal,Owner,,,2007,,(410) 836-5999,2,info@zen16belair.com,Japanese,$$
25017,67f245ec3ecf5bda,888 Cafe,"Mon-Tue 10am-8pm, Wed Closed, Thu 10am-8pm, Fri 9am-8pm, Sat 9am-9pm, Sun 10am-8pm",10118 W 119th St,Overland Park,KS,66210,United States,Tim,Lui,Principal,Owner,,,,,(913) 341-8700,1,,Szechuan; Cantonese; Chinese,$
25018,6836201fbbea44d4,Hibachi Bistro,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun Noon-9:30pm",341 S College Rd,Wilmington,NC,28403,United States,Stephanie,Stamper,General Manager,Operations,,,2003,,(910) 793-5983,5,,Japanese,$$
25019,73f3b63193f6c401,Dakota Prime Steakhouse and Sushi Bar,"Mon-Sat 4pm-10pm, Sun 4pm-9pm",2216 W Landis Ave,Vineland,NJ,8360,United States,Helen,Kejzman,Principal,Owner,,,2009,,(856) 696-3800,6,vinelandramada@gmail.com,Japanese,$$
25038,4eee944b01bc6539,Seiyo,"Mon Closed, Tue-Thu 3pm-9pm, Fri-Sat 3pm-10pm, Sun 3pm-9pm",1721 Washington St,Boston,MA,2118,United States,Stephen,Yung,Owner,Owner,,,2003,,(617) 447-2183,1,,Japanese,$$
25043,74dcd91fce2b21a6,Hayashi Japanese Restaurant,"Mon-Thu 11:30am-2pm 5pm-9:30pm, Fri-Sat 11:30am-2pm 5pm-10pm, Sun 5pm-9:30pm",13200 Falls of Neuse Rd,Raleigh,NC,27614,United States,Sunmi,Yim,Principal,Owner,,,2007,,(919) 554-0508,2,tae-pak@hotmail.com,Japanese,$$
25044,7703f384ea6e00ba,Jasmine,"Mon Closed, Tue-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun 11am-9pm",506 N 12th St,Murray,KY,42071,United States,Apichai,Charnpanichkarn,Owner,Owner,,,2006,,(270) 761-8424,6,belleuve@cravejasmine.com,Japanese; Thai,$$
25048,77e207a1605d8595,Kroger,,1829 Highway 45 N,Columbus,MS,39705,United States,Jimmy,Woodruff,Manager,General,,,,,(662) 327-1140,2,,American; Japanese,$$
