List Source,Mapping,UNIQUE_CODE,ENGLISH_NAME,BUSINESS_PHONE,MOBILE_PRIMARY__C,ADDRESS,ZIP_CODE,STATE_CODE,COUNTRY
Unqualified,,,9179219123,,9179219123,,,MO,
Unqualified,,,9175823650,,9175823650,,,NY,
Unqualified,,,7187725834-Mr.李-送餐/resto sold,,7187725834,,,NJ,
Unqualified,,,6316987900/9173534585-Ms.孙-送餐,,6316987900,,,NY,
Unqualified,,,7323983889-Ms.陈-送餐,,7323983889,,,NJ,
Unqualified,,,7322978868-Ms.杨-来取,,7322978868,,,NJ,
Unqualified,,,7186048300-郑老板-送餐,7186048300,7186048300,,,NY,
Unqualified,,,7326678111-Ms.陈-送餐,,7326678111,,,NJ,
Unqualified,,,7186041875-pick up,,7186041875,,,NY,
Unqualified,,,2012885111-Mr. 林不在-送餐,,2012885111,,,NJ,
Unqualified,,,9736636878-老板娘-来取,,9736636878,,,NJ,
Unqualified,,,7328055656-客气老板-送餐,,7328055656,,,NJ,
Unqualified,,,7325781841-Ms.张-送餐,,7325781841,,,NJ,
Unqualified,,,2019980808-Mr.江-送餐,,2019980808,,,NJ,
Unqualified,,,7183852288--送餐,,7183852288,,,NJ,
Unqualified,,,9084548819-老板-CJ来取,,9084548819,,,NJ,
Unqualified,,,9088595888-老板-来取,,9088595888,,,NJ,
Unqualified,,,6092521688-Mr.杨-来取,,6092521688,,,NJ,
Unqualified,133 Grove 7042,,9737831583-Ms. 程-来取,9737831583,9737831583,133 Grove Street,7042,NJ,
Unqualified,,,9737486342-Ms.谢-送餐,,9737486342,,,NJ,
Unqualified,,,2018615662-Mr.曾-送餐,,2018615662,,,NJ,
Unqualified,,,2013334048-Ms. 杨小姐-来取,,2013334048,,,NJ,
Unqualified,,,6465912836-Ms. 魏-送餐,6465912836,6465912836,,,NJ,
Unqualified,,,9733458819-林女士-送餐,,9733458819,,,NJ,
Unqualified,,,2012616606-夫妻-送餐,,2012616606,,,NJ,
Unqualified,,,2016560949-Joyce-送餐,,2016560949,,,NJ,
Unqualified,,,2019633112-赵-送餐,,2019633112,,,NJ,
Unqualified,,,7186817430-男老板-来取,,7186817430,,,NY,
Unqualified,,,9088528889-Ms.林-来取,,9088528889,,,NJ,
Unqualified,477 SPOTSW8831,,CHENG GARDEN,7326563000,7326563000,477 SPOTSWOOD ENGLISHTOWN RD # 6,8831,NJ,
Unqualified,303 Newark7302,,SEN HAI - 3478325992 - 可能7月用,2016539377,3478325992,303 Newark Ave,7302,NJ,
Unqualified,,,2019972426-Mr.陈-送餐,2019972426,,,,NJ,
Unqualified,,,2014378757-Ms.王-送餐,,2014378757,,,NJ,
Unqualified,,,9734854196-老板-送餐,9734854196,9734854196,,,NJ,
Unqualified,,,9737468555-刘老板娘-送餐,,9737468555,,,NJ,
Unqualified,631 Valley7043,,Veggie Heaven,9737831088,9737831088,631 Valley Rd,7043,NJ,
Unqualified,,,8627023817-老板娘-送餐,,8627023817,,,NJ,
Unqualified,,,9083556088-Ms.待产 江-送餐,,9083556088,,,NJ,
Unqualified,,,9085278888-表妹在 Mr.陈不在-送餐,,9085278888,,,NJ,
Unqualified,,,2012448800-Ms.邱-来取,,2012448800,,,NJ,
Unqualified,,,"9737908668 - Duplicated, DO NOT CALL",,9737908668,,,NJ,
Unqualified,,,2017971169-卢 Sam-送餐,,2017971169,,,NJ,
Unqualified,,,2013421718-吴-来取,,2013421718,,,NJ,
Unqualified,,,2017988827--黄老板-送餐,,2017988827,,,NJ,
Unqualified,,,2016707622-周 Andy-送餐,2016707622,,,,NJ,
Unqualified,,,9732991008-林老板娘-来取,,9732991008,,,NJ,
Unqualified,,,Hong Kong R83937,9733730668,7185014303,,,NJ,
Unqualified,1094 ELIZA7201,,PANDA KITCHEN,9083513888,,1094 ELIZABETH AVE,7201,NJ,
Unqualified,75 Main St7601,,Oishi Sushi,2018808852,,75 Main St,7601,NJ,
Unqualified,,,2018897531/2012171557-李老太太-来取,2018897531,2018897531,,,,
Unqualified,96 Elm Str7960,,HUNAN WOK (Duplicate),9732670005,9732670005,96 Elm Street,7960,NJ,
Unqualified,,,9733352216-Mr.林-送餐,,9733352216,,,NJ,
Unqualified,,,Lucky Star R83972,9733717710,6467023199,,,NJ,
Unqualified,,,chopsticks house R83987,9737438282,9737438282,,,NJ,
Unqualified,,,-陈-送餐,7187268482,9172505575,,,NY,
Unqualified,,,9087829188-王老板-来取,,9087829188,,,NJ,
Unqualified,,,6098601111-王老板娘-来取,,6098601111,,,NJ,
Unqualified,,,9735792000-老板不在-送餐,,9735792000,,,NJ,
Unqualified,,,9736253828-老板-来取,,9736253828,,,NJ,
Unqualified,458 Centra7018,,Golden Dragon R83958,,9736783339,458 Central Avenue,7018,NJ,
Unqualified,,,Best Wok,,2018366369,,,NJ,
Unqualified,,,9734856488-老板-来取,,9734856488,,,NJ,
Unqualified,,,4086630030上海餐，中文客人多数,,4086630030,,,CA,
Unqualified,,,9176691278,,9176691278,,,NY,
Unqualified,,,小兰少送,2019458825,9179155467,,,NJ,
Unqualified,,,9173053553,,9173053553,,,,
Unqualified,,,9732851117,,9732851117,,,,
Unqualified,,,9175725076,,9175725076,,,,
Unqualified,,,China East R86335,,7576529263,,,VA,
Unqualified,,,8039202645-Ms.陈-送餐,,8039202645,,,SC,
Unqualified,,,9173021360 -Ms.翁-送餐,,9173021360,,,NJ,
Unqualified,,,6468813757-女老板-送餐,,6468813757,,,,
Unqualified,,,7182350606-Ms?-来取,,7182350606,,,NY,
Unqualified,,,7182935056-male-来取,,7182935056,,,NY,
Unqualified,,,2019562108-江小老板-送餐,2019562108,2019562108,,,NJ,
Unqualified,,,9735232003-男士-来取,,9735232003,,,NJ,
Unqualified,,,9732783030-no,,9732783030,,,NJ,
Unqualified,,,7185380278-老板-来取,,7185380278,,,NY,
Unqualified,,,2129882268-周老板-来取,,2129882268,,,NY,
Unqualified,1100 378 B7022,,Hong Kong Stir Fry,2019459545,,1100 378 Bergen Blvd # 2,7022,NJ,
Unqualified,,,2019456628-老板-送餐,,2019456628,,,NJ,
Unqualified,,,2018688622-男老板-来取,,2018688622,,,NY,
Unqualified,,,2018667988/2018667987-吴女士-送餐,,2018667988,,,NJ,
Unqualified,,,2018651404/8651688-林老板娘-送餐,,2018651404,,,NJ,
Unqualified,,,2018638303/2018638285-陈-送餐,,2018638303,,,NJ,
Unqualified,,,2018542235-男-送餐,,2018542235,,,NJ,
Unqualified,,,2018162521-Tina-送餐,,2018162521,,,NJ,
Unqualified,,,2017966268-郑-来取,,2017966268,,,NJ,
Unqualified,,,2017918818-严女士-来取,,2017918818,,,NJ,
Unqualified,,,2015858811-男老板-来取,,2015858811,,,NJ,
Unqualified,,,2014887070-Jessica-来取,,2014887070,,,NJ,
Unqualified,,,2014874455-老板娘-送餐,,2014874455,,,NJ,
Unqualified,,,2014354664-Ms. 陈-来取,,2014354664,,,NJ,
Unqualified,,,2014327555-Ms. -来取,,2014327555,,,NJ,
Unqualified,,,2013980988-丹尼-送餐,,2013980988,,,NJ,
Unqualified,,,2013688282-郑老板娘,,2013688282,,,NJ,
Unqualified,,,2013480066/2013480311-张女士- 送餐,,2013480066,,,NJ,
Unqualified,,,2012880929/2012886052-老板娘- 送餐,,2012880929,,,,
Unqualified,,,2012622262-林-送餐,,2012622262,,,NJ,
Unqualified,,,2012248807-女老板-送餐,,2012248807,,,NJ,
Unqualified,,,2012160003-郭-送餐,,2012160003,,,NJ,
Unqualified,,,New China Kitchen R82088,,6467550849,,,NJ,
Unqualified,,,9082893166-江- 送餐,,9082893166,,,NJ,
Unqualified,,,2019358355/2019358302-林-送餐,,2019358355,,,,
Unqualified,,,9737519408-Ms.李-送餐,9737519408,9737519408,,,NJ,
Unqualified,,,BROADWAY CHINA STATION,7185458888,7185458888,,,NY,
Unqualified,,,Sum Fung,7189320411,,,,NY,
Unqualified,,,Good Luck,7187293247,,,,NY,
Unqualified,397 RTE. 47004,,KING WOK,9738828688,,397 RTE. 46 WEST,7004,NJ,
Unqualified,,,7186477281- Ms Chen,,7186477281,,,,
Unqualified,,,ZOU CHINESE & THAI R83892,,9174235566,,,NY,
Unqualified,6805 New U11219,,China King Restaurant,7182561356,7182561356,6805 New Utrecht Ave Ste A,11219,NY,
Unqualified,1669 FLATB11210,,DYNASTY,7183386060,,1669 FLATBUSH AVE,11210,NY,
Unqualified,41A Newkir11226,,Double Dragon Restaurant,7184348211,,41A Newkirk Plz,11226,NY,
Unqualified,,,7274887266-Mr.王-来取,4073820065,7274887266,,,FL,
Unqualified,,,9083550575-Mr.陈-送餐,9083550575,9083550575,,,NJ,
Unqualified,,,LUCKY GARDEN,7183381666,6462672881,,,NY,
Unqualified,,,KAM FUNG,,7189454400,,,NY,
Unqualified,,,7184747711-女老板娘-送餐,,7184747711,,,NY,
Unqualified,1298 STUYV7083,,JOY FOOD HOUSE,9086885275,,1298 STUYVESANT AVE,7083,NJ,
Unqualified,486 KINGS 11223,,GOLDEN PALACE KITCHEN,7183821999,7183821999,486 KINGS HWY,11223,NY,
Unqualified,1907 Kings11229,,Nagoya Sushi,7183363688,,1907 Kings Hwy,11229,NY,
Unqualified,284 KINGS 11223,,GREAT WALL,7183396888,7183396888,284 KINGS HWY,11223,NY,
Unqualified,3018 MERMA11224,,ORIENTAL PALACE KITCHEN,7182651540,,3018 MERMAID AVE,11224,NY,
Unqualified,1404 CORTE11226,,NEW NEIGHBOR KITCHEN,7188260808,,1404 CORTELYOU RD,11226,NY,
Unqualified,,,CHINA TANG KITCHEN,7188568056,,,,,
Unqualified,1601 CORTE11226,,7184625363-老板娘-送餐,7184625363,7184625363,1601 CORTELYOU RD,11226,NY,
Unqualified,1073 FLATB11226,,CHINA CHEF,7182878173,,1073 FLATBUSH AVE #6118,11226,NY,
Unqualified,48 Hoyt St11201,,Chuang Hing,7187973188,7187973188,48 Hoyt Street,11201,NY,
Unqualified,,,3477991237 - 张老板-来取,,3477991237,,,NY,
Unqualified,5814 ROOSE11377,,NEW CHINA III RESTAURANT,7186725300,,5814 ROOSEVELT AVE,11377,NY,
Unqualified,,,NEW WIN SHING,7189569688,7189569688,,,NY,
Unqualified,7610 Woods11373,,Woodside Kitchen,7188983570,7188983570,7610 Woodside Ave,11373,NY,
Unqualified,,,7186518571-林老板娘-送餐,7186518571,7186518571,,,NY,
Unqualified,,,LONG SPRING GARDEN,7185077768,,,,NY,
Unqualified,,,LOON HING KITCHEN,,9738021853,,,NJ,
Unqualified,899 18TH A7106,,LUCKY RESTAURANT,9733751700,9733751700,899 18TH AVE,7106,NJ,
Unqualified,401 State 7305,,New Kellogg Garden Restaurant,2014350788,,401 State Rt 440,7305,NJ,
Unqualified,83 OCEAN A7305,,2019380707-Mr.朱,2019380707,5165002666,83 OCEAN AVE,7305,NJ,
Unqualified,6 ROSE AVE7305,,NEW YOAN FONG,2014358733,,6 ROSE AVE,7305,NJ,
Unqualified,1077 AVENU7002,,GOLDEN CITY,2018582299,,1077 AVENUE C,7002,NJ,
Unqualified,922 BROADW7002,,FENG YUAN,2014364888,,922 BROADWAY,7002,NJ,
Unqualified,787 BROADW7002,,88 DRAGON PHOENIX,2014379442,,787 BROADWAY,7002,NJ,
Unqualified,225 BROADW7002,,GREAT WALL,2014371800,,225 BROADWAY,7002,NJ,
Unqualified,1450 2nd A10021,,Hanabi,2125701228,,1450 2nd Ave Frnt 1,10021,NY,
Unqualified,2072 Flatb11234,,East Garden,7182523822,,2072 Flatbush Ave,11234,NY,
Unqualified,765 E 82ND11236,,MEI WEI,7182412189,,765 E 82ND ST,11236,NY,
Unqualified,8023 FLATL11236,,LUCKY CHEN,7182412762,,8023 FLATLANDS AVE,11236,NY,
Unqualified,2212 FLATB11234,,CHINA NEW STAR,7182536078,,2212 FLATBUSH AVE,11234,NY,
Unqualified,,,CHINATOWN RESTAURANT,9734831504,,,,NJ,
Unqualified,200 MIDLAN7032,,LITTLE HUNAN,2019978383,2019978383,200 MIDLAND AVE,7032,NJ,
Unqualified,4703 AVENU11234,,NEW BOK CHOY & ROLL,7183382896,,4703 AVENUE N,11234,NY,
Unqualified,,,PEKING,,7187633900,,,NY,
Unqualified,,,FU LAI KITCHEN,7189219492,,,,NY,
Unqualified,524 86th S11209,,Sushi Hana Restaurant,7182384513,,524 86th St Ste A,11209,NY,
Unqualified,8621 4th A11209,,Brother's Asian Cuisine,7182383888,,8621 4th Ave,11209,NY,
Unqualified,8411 3RD A11209,,PEARL OF CHINA,7188334281,7188334281,8411 3RD AVE,11209,NY,
Unqualified,,,8579191181-Jack-送餐,,8579191181,,,MA,
Unqualified,1031 RUTLA11212,,KAM LONG KITCHEN,7187781711,7187781711,1031 RUTLAND RD,11212,NY,
Unqualified,3163 BROAD10027,,PEKING GARDEN,2128653600,,3163 BROADWAY #3,10027,NY,
Unqualified,,,KUM FUNG,,7187278888,,,NY,
Unqualified,,,CHIENG GARDEN KITCHEN,7184428271,,,,NY,
Unqualified,,,GOOD WOK,7184427200,,,,NY,
Unqualified,,,NEW HOP SHING KITCHEN,,7189225086,,,NY,
Unqualified,,,7187719876-陈老板-来取,,7187719876,,,NY,
Unqualified,,,SPRING GARDEN,7183424865,,,,NY,
Unqualified,,,Foo Lee Restaurant,,7183480855,,,NY,
Unqualified,,,NEW HORIZON,9733614840,,,,NJ,
Unqualified,,,LONG CHENG CHINESE FOOD TO TAKE OUT,7182354829,,,,NY,
Unqualified,2824 FULTO11207,,GOLDEN PANDA,7188270166,7188270166,2824 FULTON ST #2624,11207,NY,
Unqualified,,,7188853775-Ms.刘-送餐,,7188853775,,,NY,
Unqualified,,,7189316700-Ms.陈-送餐,,7189316700,,,NY,
Unqualified,,,5057261700/5058636300-DRAGON EXPRESS CHINESE CUISINE-來取,5057261700,,,,NM,
Unqualified,,,Tenda Asian Bistro,7183680222,,,,NY,
Unqualified,,,CHINA LONG,7183325807,,,,NY,
Unqualified,,,HUNAN COTTAGE,7189987505,,,,NY,
Unqualified,253 AVENUE11223,,FAMOUS,7183398899,7183398899,253 AVENUE X,11223,NY,
Unqualified,2851 86th 11223,,China 1,7186765211,7186765211,2851 86th St,11223,NY,
Unqualified,,,Beijing,7183864588,,,,NY,
Unqualified,989 WYCKOF11385,,HONG KONG EXPRESS,7184561858,,989 WYCKOFF AVE,11385,NY,
Unqualified,,,MOON PALACE KITCHEN INC,7188942392,,,,NY,
Unqualified,1693 Putna11385,,Yes Randys Chinese Restaurant Inc,7183811198,,1693 Putnam Ave,11385,NY,
Unqualified,,,GOLDEN CITY RESTAURAN,,7323809666,,,NJ,
Unqualified,,,CHINESE GOURMET,7329883999,7329883999,,,NJ,
Unqualified,,,Gold Lee,7327740679,,,,NJ,
Unqualified,,,KING'S CHEF,,7326811818,,,NJ,
Unqualified,,,9146319339-Mr.邱-送餐,,9146319339,,,NY,
Unqualified,216 NEWARK7302,,FUTURE,2014203351,,216 NEWARK AVE,7302,NJ,
Unqualified,426 GRAND 7302,,GREAT WALL,2014331388,,426 GRAND ST,7302,NJ,
Unqualified,466 W Side7304,,Peking Delite Chinese Restaurant,2014320526,2014320526,466 W Side Ave,7304,NJ,
Unqualified,553 W Side7304,,China Garden,2013333561,,553 W Side Ave Ste A,7304,NJ,
Unqualified,2327 JOHN 7304,,BILL AND HARRY WEST ORANGE,2013321807,,2327 JOHN F KENNEDY BLVD,7304,NJ,
Unqualified,586 WEST S7304,,JADE HOUSE,2014513433,,586 WEST SIDE AVE,7304,NJ,
Unqualified,,,SZECHUAN GARDEN,9738275740,,,,NJ,
Unqualified,55 MILL ST7860,,NEWTOWN RESTAURANT,9735792919,,55 MILL ST,7860,NJ,
Unqualified,9 Maple Av10990,,Hunan Garden,8459881500,,9 Maple Ave,10990,NY,
Unqualified,719 W NYAC10994,,GREAT WALL,8453538722,8453538722,719 W NYACK RD # 10,10994,NY,
Unqualified,,,5166160843-Ms.陈-送餐,,5166160843,,,NY,
Unqualified,,,5167398639-Mrs.林-送餐,,5167398639,,,NY,
Unqualified,4803 5TH A11220,,NEW VICTORY,7184312938,7184312938,4803 5TH AVE,11220,NY,
Unqualified,5705 5TH A11220,,TASTE OF CHINA,7184390505,7184390505,5705 5TH AVE #1,11220,NY,
Unqualified,,,KOONG WING RESTAURANT,7189211341,,,,NY,
Unqualified,1735 ST GE7065,,PANDA CHINA,7323886868,,1735 ST GEORGE AVE,7065,,
Unqualified,247 BERGEN7022,,LUCKY HUNAN GARDEN,2019452668,2019452668,247 BERGEN BLVD,7022,NJ,
Unqualified,,,GREAT WALL KITCHEN,9084749839,,,,NJ,
Unqualified,,,HUNAN KITCHEN,9087538992,9087538992,,,NJ,
Unqualified,,,6313170891-Terry 王-送餐,,6313170891,,,IL,
Unqualified,482 NJ-288807,,China Moon,9085751991,,482 NJ-28,8807,NJ,
Unqualified,,,Five Star,7322717777,,,,NJ,
Unqualified,256 US-2068844,,Chang's China,9088295278,,256 US-206 #6,8844,NJ,
Unqualified,378 S BRAN8844,,BEST TASTE ASIAN--DO NOT CALL,9083696988,,378 S BRANCH RD,8844,NJ,
Unqualified,,,7186938810 - Female Owner-送餐,,7186938810,,,NY,
Unqualified,2578 CONEY11223,,NEW TIMES,7183761127,7183761127,2578 CONEY ISLAND AVE,11223,NY,
Unqualified,2478 Coney11223,,Mitoushi Sushi Chinese,7183360003,,2478 Coney Island Ave,11223,NY,
Unqualified,6316 Bay P11204,,Golden Dynasty Restaurant,7188370366,7188370366,6316 Bay Pkwy,11204,NY,
Unqualified,6201 20th 11204,,New Lin's Village Chinese,7182320525,,6201 20th Ave,11204,NY,
Unqualified,1207 Mcdon11230,,Double Dragon Chinese Rest,7186922129,,1207 Mcdonald Ave,11230,NY,
Unqualified,,,China Dragon,7184362355,,,,NY,
Unqualified,1015 AVENU11230,,GOOD TASTE,7188590010,7188590010,1015 AVENUE H,11230,NY,
Unqualified,,,KAM SHING,7184215252,,,,NY,
Unqualified,,,CHINA ROYAL,7322907700,,,,NJ,
Unqualified,,,MINGS GARDEN,7325837133,,,,NJ,
Unqualified,,,NO. ONE,,7325662495,,,NJ,
Unqualified,4302 NATIO11368,,7188989885-Mr.陈-送餐,7188989885,,4302 NATIONAL ST,11368,NY,
Unqualified,326 MATAWA7721,,7325668877-陈-送餐,7325668877,7325668877,326 MATAWAN AVE,7721,NJ,
Unqualified,60-19 MYRT11385,,KUM WEI KITCHEN,7184170097,6467153963,60-19 MYRTLE AVE,11385,NY,
Unqualified,13206 Cros11417,,Yummy Yummy,7188480808,,13206 Cross Bay Blvd,11417,NY,
Unqualified,577 NEW BR8863,,BAMBOO HOUSE,7327389770,7327389770,577 NEW BRUNSWICK AVE # B,8863,NJ,
Unqualified,249 Plainf8817,,Tokyo Sushi,7327776777,,249 Plainfield Ave,8817,NJ,
Unqualified,,,JADE DYNASTY,7327385757,,,,NJ,
Unqualified,,,7185928938-老板-送餐,7185928938,7185928938,,,NY,
Unqualified,334 CENTRA11221,,CHANG YU,7184527032,7184527032,334 CENTRAL AVE,11221,NY,
Unqualified,,,7183786433-林老板-送餐,7183786433,7183786433,,,NY,
Unqualified,,,CHINA GARDEN,7189194476,,,,NY,
Unqualified,188 WILSON11237,,HAPPY GARDEN,7186023800,7186023800,188 WILSON AVE,11237,NY,
Unqualified,,,9085611191-王老板-来取,9085611191,9085611191,,,NJ,
Unqualified,1911 LONG 7946,,FU FENG YUAN,9086261888,,1911 LONG HILL RD,7946,NJ,
Unqualified,,,9735848880-老板娘-送餐,,9735848880,,,,
Unqualified,,,"Yimo Sushi R83267 -existing client, DO NOT CALL",9175434099,9175434099,,,NJ,
Unqualified,65 Old Sta8884,,Tung Hsing House,7322518076,7322518076,65 Old Stage Rd,8884,NJ,
Unqualified,,,Wasabi House,,7322549988,,,NJ,
Unqualified,,,GOLDEN GARDEN,,7326569688,,,NJ,
Unqualified,128 Mott S11572,,New Fong Restaurant,5165368800,5165368800,128 Mott Street,11572,NY,
Unqualified,1217 1ST A10065,,NEW WONG ASIAN FOOD,2125177798,,1217 1ST AVENUE,10065,NY,
Unqualified,1388 2nd A10021,,Shanghai Restaurant,2122888066,2122888066,1388 2nd Ave Frnt 1,10021,NY,
Unqualified,1467 York 10075,,Hunan Delight,2126288161,,1467 York Ave,10075,NY,
Unqualified,,,OLLIE’S TO GO - UES,9172620842,,,,NY,
Unqualified,1221 FULTO11216,,WING HING,7186221031,7186221031,1221 FULTON ST,11216,NY,
Unqualified,1389 FULTO11216,,WING CHEONG,7186224720,7186224720,1389 FULTON ST,11216,NY,
Unqualified,343 LEWIS 11233,,LUCKY HOUSE KITCHEN,7184432298,7184432298,343 LEWIS AVE,11233,NY,
Unqualified,717 FRANKL11216,,J'S WONG,7183983054,7183983054,717 FRANKLIN AVE,11216,NY,
Unqualified,,,NEW GREAT WALL LIN,7188714989,,,,NY,
Unqualified,,,TASTE OF ORIENTAL,,7187882613,,,NY,
Unqualified,1120 FULTO11238,,IMPERIAL CHINESE FOOD KITCHEN,7188579998,7188579998,1120 FULTON ST,11238,NY,
Unqualified,,,Masago Bistro,7187788828,,,,NY,
Unqualified,,,HING HUNG KITCHEN,7187733076,,,,NY,
Unqualified,,,CHINA DELIGHT,7187880888,,,,NY,
Unqualified,888 5TH AV11232,,CHINA WOK,7186336661,7186336661,888 5TH AVE,11232,NY,
Unqualified,,,6319287460-existing CL,,6319287460,,,,
Unqualified,,,5167190805/6467755259-Ms.May-送餐,,5167190805,,,NY,
Unqualified,186 Merrit11735,,East Eats,5169278666,,186 Merritts Rd,11735,NY,
Unqualified,,,5162938889-Ms.陈-送餐,,5162938889,,,NY,
Unqualified,74 W Monta11757,,9174958550-Ms.王-送餐,6312261220,9174958550,74 W Montauk Hwy,11757,NY,
Unqualified,,,9082371881-陈老板-来取,9082371881,9082371881,,,NJ,
Unqualified,28-48 STEI11103,,SAMPAN CHINESE RESTAURANT,7182781931,7182781931,28-48 STEINWAY ST,11103,NY,
Unqualified,,,6467097314 - Mr. 鄭-來取,,6467097314,,,MO,
Unqualified,89 MOONACH7074,,JUMBO GARDEN,2018071136,,89 MOONACHIE RD,7074,NJ,
Unqualified,,,7818881219 - Alice 許-送餐,,7818881219,,,MA,
Unqualified,1114 4th A54552,,China Beijing R85788,7157621888,7159658194,1114 4th Ave S. Suite 5,54552,WI,
Unqualified,,,3213479635 - Mr. 王-送餐,,3213479635,,,FL,
Unqualified,,,9375542754 - Annie 鄭-來取,,9375542754,,,OH,
Unqualified,,,6463417141 -Mrs. Lee-來取,,6463417141,,,LA,
Unqualified,,,2489901271 -Mr. 杨-来取,,2489901271,,,MI,
Unqualified,,,8156081514-Mr.叶-送餐,,8156081514,,,IL,
Unqualified,,,3473991855 - Sophia 李,,3473991855,,,NJ,
Unqualified,,,4193246639 - Lina 吳-來取,,4193246639,,,OH,
Unqualified,,,207613888 - Mr. 林-送餐,,207613888,,,ME,
Unqualified,,,8017224748-Mr.刘-来取,,8017224748,,,,
Unqualified,,,9179359351 - Ms. 陳-送餐,,9179359351,,,NJ,
Unqualified,,,9082453777-Mr.陈不在-送餐,,9082453777,,,NJ,
Unqualified,,,L&T KITCHEN R85071,,7182905882,,,NY,
Unqualified,,,9738350944-Mr.卢-送餐,,9738350944,,,NJ,
Unqualified,5406 PARK 7093,,WAH YOAN II,2013258888,,5406 PARK AVE,7093,NJ,
Unqualified,,,Koi Japanese & Chinese,9737066622,,,,NJ,
Unqualified,,,9737480493-Mr.黄不在-送餐,,9737480493,,,NJ,
Unqualified,,,Golden City R85155,,9179133608,,,CT,
Unqualified,,,3472775518-Ms.郑-sub来取,,3472775518,,,MD,
Unqualified,5113 WESLE75402,,R M WANG INC-餐馆卖了,9034547413,9298556556,5113 WESLEY ST,75402,TX,
Unqualified,,,9172912066-Ms.王-送餐-餐馆卖了,,9172912066,,,NY,
Unqualified,706 Burke 10467,,K Q Restaurant-- DO NOT CALL LIVE,7187987672,6463183662,706 Burke Ave,10467,NY,
Unqualified,,,6463851328-Ms.张-送餐-没做餐馆了,,6463851328,,,NJ,
Unqualified,558 LAKEHU8015,,BO BO GARDEN KITCHEN R85626,6098931797,6093577292,558 LAKEHURST RD # 12,8015,NJ,
Unqualified,10030 Balt21042,,China Taste R85159,4104652800,4439150200,10030 Baltimore National Pike,21042,MD,
Unqualified,337 North 80909,,Saigon Grill R85338,,7192904520,337 North Circle Drive,80909,CO,
Unqualified,,,9179696358-ivy陈-中泰送餐-没做餐馆了,,9179696358,,,GA,
Unqualified,6109 John 7047,,Jun Lung,2018543377,,6109 John F. Kennedy Blvd,7047,NJ,
Unqualified,,,DO NOT Call-R82988 internal Client,2018630063,9179716186,,,NJ,
Unqualified,,,9148604277-男老板-送餐,,9148604277,,,,
Unqualified,,,3018935256 - Ms. 鄭-Cajun Seafood 來取,,3018935256,,,,
Unqualified,,,6462043455-女老板-送餐,,6462043455,,,,
Unqualified,,,2023901818-男老板-送餐,,2023901818,,,,
Unqualified,,,6072329168-女老板-送餐,,6072329168,,,,
Unqualified,,,9132844455 - Mr. 周-送餐,,9132844455,,,,
Unqualified,,,9174552917-女老板-送餐,,9174552917,,,,
Unqualified,,,6266797228-女老板-送餐,,6266797228,,,,
Unqualified,,,4155802897-男老板-来取,,4155802897,,,,
Unqualified,,,9173490159-existing CL,,9173490159,,,,
Unqualified,,,4438525595-男老板-来取,,4438525595,,,,
Unqualified,,,6174590552-女老板-送餐,,6174590552,,,,
Unqualified,,,7185703661-男老板-送餐,,7185703661,,,,
Unqualified,,,9737730756-Mr王,,9737730756,,,NJ,
Unqualified,,,7572156200-男老板-来取,,7572156200,,,,
Unqualified,,,9175269933-女老板-来取,,9175269933,,,,
Unqualified,,,6462700639-Mr.陈-JP来取,,6462700639,,,,
Unqualified,,,【CL retired】2108235255/2105258868-Mr.高-CJ送餐,,2108235255,,,TX,
Unqualified,,,5104568175-女老板-来取,,5104568175,,,,
Unqualified,,,6262889299-女老板-来取,,6262889299,,,,
Unqualified,1657 U.S. 34293,,Kendo Asian Cuisine Sushi and Hibachi,9417869132,8139666668,1657 U.S. 41 Bypass S,34293,FL,
Unqualified,,,9293402779 - Mr. 盧-等开店,,9293402779,,,VA,
Unqualified,,,"9739271788, 6463937171 - Ms. 張-送餐",,9739271788,,,NJ,
Unqualified,,,7206906164-resto sold,,7206906164,,,,
Unqualified,133 48TH S7087,,NEW YUMMY CHINESE RESTAURANT,2018668788,,133 48TH ST,7087,NJ,
Unqualified,,,9294724479-男老板-送餐,,9294724479,,,NY,
Unqualified,410 MADISO7628,,MR WONTON,2013843606,2013843606,410 MADISON AVE,7628,NJ,
Unqualified,860 RIVER 7646,,CHINA WOK,2012652888,2012652888,860 RIVER RD,7646,NJ,
Unqualified,,,7708787118-男老板-送餐,,7708787118,,,,
Unqualified,,,6462878720-女老板-送餐,,6462878720,,,,
Unqualified,,,9312104779-Mr.付-来取,,9312104779,,,MS,
Unqualified,,,6465751967-女老板-来取 - LIVE DO NOT CALL,,6465751967,,,NY,
Unqualified,,,6465206713-男老板-送餐,,6465206713,,,,
Unqualified,,,9085589388-Ms.朱-送餐,9085589388,9085589388,,,NJ,
Unqualified,238 PATERS7073,,CHEF CHAN RESTAURANT,2019332288,,238 PATERSON AVE,7073,NJ,
Unqualified,,,7204733527-existing CL,,7204733527,,,,
Unqualified,,,9178263667-女老板-送餐,,9178263667,,,,
Unqualified,,,8452690294-男老板-送餐,,8452690294,,,,
Unqualified,,,2315278579-existing CL,,2315278579,,,,
Unqualified,,,3478668053-女老板-来取 - LIVE DO NOT CALL,,3478668053,,,,
Unqualified,,,6788629828-男老板-送餐,,6788629828,,,,
Unqualified,,,9176188258-女老板-没做餐馆了,,9176188258,,,,
Unqualified,,,6466621708 - Mrs & Mr. 楊-送餐,,6466621708,,,PA,
