snowball_map,Date,Page location,Sessions,Restaurant Name,Address,City,State,Country,Zipcode,Cuisine Type,Phone,list_source
77616,2024-01-05,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=77616,1,New Shanghai Restaurant,5014 50 Ave,Calmar,AB,Canada,T0C 2L2,Chinese,7809853989,Brizo_CAN
77872,2024-01-11,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=77872,1,Spoon & Fork,478 Dundas St W,Oakville,ON,Canada,L6H 6Y3,Japanese,9052576882,Brizo_CAN
78021,2024-01-05,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78021,1,Hakka Legend,81 Middlecote Dr,Ajax,ON,Canada,L1T 0K3,Chinese,9052396888,Brizo_CAN
78023,2024-01-02,https://getskt.com/2024jan4/?utm_source=brizocan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78023,1,Hakka Legend,6415 Erin Mills Pkwy,Mississauga,ON,Canada,L5N 4H4,Chinese,9055429888,Brizo_CAN
78312,2024-01-28,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78312,1,Lucky Dragon Delight Chinese Restaurant,"Jackson Trails Plaza, 6081 Hazeldean Road",Stittsville,ON,Canada,K2S 1B9,Chinese,6138367898,Oldlist_CAN
78370,2024-01-04,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78370,1,The Zen,30 Broadleaf Ave Unit 5,Whitby,ON,Canada,L1R 0B5,Chinese,9056558188,Oldlist_CAN
78477,2024-01-09,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78477,1,Kaiser's Wok,3255 Highway 7 E Unit 255 First Place,Markham,ON,Canada,L3R 3P9,Chinese,9059401088,Oldlist_CAN
78772,2024-01-15,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78772,1,Ten Ren's Tea,9570 McCowan Road,Markham,ON,Canada,L6C 3G5,Chinese,9055348887,Oldlist_CAN
78846,2024-01-04,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78846,1,Aichi Japan,"2 King Street W, Unit 1",Hamilton,ON,Canada,L8P 4X8,Japanese,2893895234,Oldlist_CAN
78935,2024-01-02,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=78935,1,Ichiban Sushi,3505 Kennedy Rd,Toronto,ON,Canada,M1V 4Y3,Japanese,4166092442,Oldlist_CAN
79071,2024-01-04,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=79071,1,Tomyum Restaurant & Wine Bar,21 Grenville St,Toronto,ON,Canada,M4Y 1A1,Cajun Seafood,,Oldlist_CAN
79352,2024-01-04,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=79352,1,Eatery101 at St. Clair College,2000 Talbot Road W,Windsor,ON,Canada,N9A 6J3,Cajun Seafood,5199722726,Oldlist_CAN
79514,2024-01-07,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=79514,1,Manchuwok,201 Midtown Plaza Mall 1st Avenue S,Saskatoon,SK,Canada,S7K 1J9,Chinese,,Oldlist_CAN
80008,2024-01-01,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=80008,1,Wok House,388 Trail,Saint Albert,AB,Canada,T8N 5S8,Chinese,7804587755,Oldlist_CAN
80233,2024-01-03,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=80233,1,Sui Sha Ya Japanese Restaurant,260-32500 South Fraser Way,Abbotsford,BC,Canada,V2T 4W1,Japanese,6048550686,Oldlist_CAN
80388,2024-01-09,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=80388,1,Ming Shing Restaurant,7158 120 St,Surrey,BC,Canada,V3W 3M8,Chinese,6045990238,Oldlist_CAN
80543,2024-01-15,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=80543,1,Argo CafΘ,1836 Ontario St,Vancouver,BC,Canada,V5T 2W6,Cajun Seafood,6048763620,Oldlist_CAN
80779,2024-01-05,https://getskt.com/2024jan5/?utm_source=oldlistcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=80779,1,Kizami Japanese Cuisine,120-8031 Leslie Rd,Richmond,BC,Canada,V6X 1E4,Japanese,6042472682,Oldlist_CAN
81174,2024-01-02,https://getskt.com/2024jan6/?utm_source=printshopcan&utm_medium=DirectMail&utm_campaign=flightticket&utm_id=81174,1,Sun Star Restaurant,631 BC-7,Coquitlam,BC,CAN,V3K 3S5,Traditional Chinese,6049375944,Print_Shop_CAN
