Snowball Map,State Group,datediff_queue_entered_date,datediff_rejected_date,datediff_created_date,Queue Enter Date,Rejected Time,Dead Date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Created By,Unqualified Reason,Lead Stage
67071,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,9225 GRAVOIS RD,63123,MO,,(314) 638-2600,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67072,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,WANG GARDEN,WANG GARDEN,1114 WESTCHESTER AVE,10459,NY,,(718) 328-7026,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67073,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,CHINA KING OF SHERBURNE,CHINA KING OF SHERBURNE,11 E STATE ST,13460,NY,,(607) 674-6808,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67074,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,China Star Iii,China Star Iii,112 William St,2840,RI,,(401) 841-5556,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67075,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,ED YOUNGS CHINESE RESTAURANT,ED YOUNGS CHINESE RESTAURANT,107 HEMPSTEAD TURNPIKE,11735,NY,,(516) 420-9763,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67076,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,Taste Of China,Taste Of China,946 Atwells Ave,2909,RI,,(401) 521-5100,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67077,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,CHINA STAR,CHINA STAR,1111 HOMESTEAD RD N # 19,33936,FL,,(239) 369-1110,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67078,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,UNCLE WEN'S CHINA EXPRESS,UNCLE WEN'S CHINA EXPRESS,1100 N TUTTLE AVE,34237,FL,,(941) 365-0434,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67079,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,HOT WOK,HOT WOK,1117 NE JENSEN BEACH BLVD,34957,FL,,(772) 334-8339,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67080,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,CHINA JIANG,CHINA JIANG,942 E EMORY RD,37938,TN,,(865) 938-1686,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67081,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,CHINA ONE,CHINA ONE,917 TINY TOWN RD SUITE D,37042,TN,,(931) 553-8080,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67082,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,CHINA WOK,CHINA WOK,910 N ELLINGTON PKWY,37091,TN,,(931) 359-0488,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67083,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,RICE BOX,RICE BOX,1123 N CASTLE HEIGHTS AVE,37087,TN,,(615) 449-9488,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67084,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,Hibachi Express,Hibachi Express,918 W Market St,37604,TN,,(423) 232-8888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67085,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,HAPPY GARDEN,HAPPY GARDEN,920 DIVISION ST,26101,WV,,(304) 485-0311,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67086,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,New 88 Asian Fusion & Sushi Burrito,New 88 Asian Fusion & Sushi Burrito,894 West 1150 South Ste 106,84302,UT,,(435) 723-2828,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67087,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,Janbo Express,Janbo Express,1142 E Draper Pkwy,84020,UT,,(801) 576-8898,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67088,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,GREEN CHINA,GREEN CHINA,9200 HWY 119 #1600,35007,AL,,(205) 624-4367,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67089,Group B,176,,584,2023-12-13,,12/13/2023,2022-10-31T04:00:00Z,CHIAM RESTAURANT,CHIAM RESTAURANT,12890 NW CORNELL RD,97229,OR,,(503) 646-5126,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67090,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,TERIYAKI MADNESS,TERIYAKI MADNESS,20437 STATE ROAD 7,33498,FL,,(561) 717-8736,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67091,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Shiki 10,Shiki 10,1929 E Broad St,28625,NC,,(704) 873-0901,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67092,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Top Hibachi,Top Hibachi,80 US-6,10505,NY,,(914) 628-8899,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67093,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,China Star Super Buffet,China Star Super Buffet,1130 Highway 51 Bypass West #31,38024,TN,,(731) 286-6773,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67094,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Pomona Oriental Inc,Pomona Oriental Inc,1581 US-202 #134,10970,NY,,(845) 362-8888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67095,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,SUNSHINE EXPRESS CHINESE,SUNSHINE EXPRESS CHINESE,997 SANDY LN,2889,RI,,(401) 681-4225,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67096,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Kura Revolving Sushi Bar,"11161 Westheimer Rd, Ste B",77042,TX,,(832) 767-5208,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67097,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Liki Sushi Japanese Restaurant,Liki Sushi Japanese Restaurant,111 Merrick Rd Ste 4,11701,NY,,(631) 598-1688,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67098,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,ORIENTAL PALACE CHINESE RESTAURANT,ORIENTAL PALACE CHINESE RESTAURANT,11590 DAUPHIN ISLAND PKWY,36582,AL,,(251) 973-2998,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67099,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,AJs Grayton Beach,63 Defuniak St,32459,FL,,(850) 231-4102,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67100,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,86 Forks Bar + Table,11 Palafox Pl,32502,FL,,(850) 607-7336,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67101,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Broadway Buffet,Broadway Buffet,1145 S Broadway St,75482,TX,,(903) 885-7959,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67102,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,China Chop Suey,China Chop Suey,6425 W North Ave,60302,IL,,(708) 524-3388,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67103,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Ramen Head,112 San Jacinto,75087,TX,,(469) 314-1657,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67104,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Flaming Grill & Supreme Buffet,Flaming Grill & Supreme Buffet,11420 150 East Fwy 1-10 Suite,77029,TX,,(713) 451-8880,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67105,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,China Fast Wok,China Fast Wok,2020 N California Ave #8,60647,IL,,(773) 227-6888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67106,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Dragon China Buffet,Dragon China Buffet,110 Miers St,78840,TX,,(830) 778-9175,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67107,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,China Wing Doll,China Wing Doll,1246 N Wells St,60610,IL,,(312) 943-9300,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67108,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Saketini Japanese Sushi Bar and Lounge,1120 S Dobson Rd,85202,AZ,,(480) 615-6000,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67109,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Chinese Express,Chinese Express,39 E Green St,61820,IL,,(224) 725-8909,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67110,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Yatai Ramen,1101 W University Dr,85281,AZ,,(480) 967-7409,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67111,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,Sichuan Garden,Sichuan Garden,110 North Interstate Highway 35,78681,TX,,(512) 255-6952,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67112,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,New China,New China,1099 Beltline Rd Unit G,62234,IL,,(618) 344-8888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67113,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Harpoon Harry's Crab House,112 Community Center Dr,37863,TN,,(865) 428-2006,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67114,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,PEKING RESTAURANT,PEKING RESTAURANT,108 MAIN AVE W,58078,ND,,(701) 277-9728,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67115,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Mashita Teriyaki,110 E Washington St,97383,OR,,(503) 769-8099,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67116,Group B,175,,584,2023-12-14,,12/14/2023,2022-10-31T04:00:00Z,GOLDEN CHINA,GOLDEN CHINA,1104 CYPRESS ST,76450,TX,,(940) 549-6001,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67117,Group B,175,,434,2023-12-14,,12/14/2023,2023-03-30T04:00:00Z,Unknown,BB's Tex-Orleans,1039 W Bay Area Blvd,77598,TX,,(281) 767-9644,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67118,Group B,175,,454,2023-12-14,,12/14/2023,2023-03-10T05:00:00Z,Unknown,Front Street Grill,115 Front St,72834,AR,,(479) 229-4458,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67119,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,RA Southlake,1131 E  Blvd,76092,TX,,(817) 601-9308,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67120,Group B,175,,454,2023-12-14,,12/14/2023,2023-03-10T05:00:00Z,Unknown,Peeweeâs Crabcakes On The Go,108 Jim Dr,76643,TX,,(254) 224-6226,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67121,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,SHWE Burmese Restaurant,909 Broadway,12144,NY,,(518) 599-0047,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67122,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Peppermint Thai & Sushi Restaurant,11328 Okeechobee Blvd,33411,FL,,(561) 333-8005,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67123,Group B,175,,442,2023-12-14,,12/14/2023,2023-03-22T04:00:00Z,Unknown,P.F. Chang's,"1125 Fashion Dr, Nanuet",10954,NY,,(845) 501-6002,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67124,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Poke Jay,110 NE 2nd St,33432,FL,,(561) 409-4283,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67125,Group B,175,,442,2023-12-14,,12/14/2023,2023-03-22T04:00:00Z,Unknown,China Fun,11365 Big Bend Rd Riverview,33569,FL,,(813) 677-0788,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67126,Group B,175,,442,2023-12-14,,12/14/2023,2023-03-22T04:00:00Z,Unknown,P.F. Chang's,"110 S Jordan Creek Pkwy, West Des Moines",50266,IA,,(515) 457-7772,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67127,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Hiro Hibachi and Sushi,1130 Independence Ave,63857,MO,,(573) 717-9030,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67128,Group B,175,,429,2023-12-14,,12/14/2023,2023-04-04T04:00:00Z,Unknown,Cilantro Asian Bistro - Davie,11590 W State Rd 84,33325,FL,,(954) 368-7772,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67129,Group B,175,,442,2023-12-14,,12/14/2023,2023-03-22T04:00:00Z,Unknown,Woks It 2 U,1101 S Hwy 183,78641,TX,,(512) 591-5457,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67130,Group B,175,,178,2023-12-14,,12/14/2023,2023-12-11T05:00:00Z,Take The Wheel Restaurant,Take The Wheel Restaurant,3121 West Orem Drive,77045,TX,,(832) 743-1245,Marketing Nurture Queue,,SDR Complete,,Carl Academia,,Dead
67131,Group B,175,,178,2023-12-14,,12/14/2023,2023-12-11T05:00:00Z,Pop Bijoux's Creole Shack Food Truck 1,Pop Bijoux's Creole Shack Food Truck 1,8815 Shady Drive,77016,TX,,(337) 570-6697,Marketing Nurture Queue,,SDR Complete,,Carl Academia,,Dead
67132,Group B,175,,178,2023-12-14,,12/14/2023,2023-12-11T05:00:00Z,The Old Mine House,The Old Mine House,235 West Main Street,63601,MO,,(573) 327-8822,Marketing Nurture Queue,,SDR Complete,,Carl Academia,,Dead
67133,Group B,175,,178,2023-12-14,,12/14/2023,2023-12-11T05:00:00Z,Sam’s Kabab Gyro,Sam’s Kabab Gyro,7114 Highway 70 South,37221,TN,,(615) 662-3114,Marketing Nurture Queue,,SDR Complete,,Carl Academia,,Dead
67134,Group B,175,,178,2023-12-14,,12/14/2023,2023-12-11T05:00:00Z,Try Me Ethiopian Cuisine,Try Me Ethiopian Cuisine,580 Northwest Eastman Parkway,97030,OR,,(503) 661-8078,Marketing Nurture Queue,,SDR Complete,,Carl Academia,,Dead
67135,Group B,175,,178,2023-12-14,,12/14/2023,2023-12-11T05:00:00Z,SURFING CRAB,SURFING CRAB,5057 South Padre Island Drive,78411,TX,,(361) 462-4707,Marketing Nurture Queue,,SDR Complete,,Carl Academia,,Dead
67136,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Kokai Sushi & Lounge,9036 NW 25th St,33172,FL,,(305) 477-2588,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67137,Group B,174,,454,2023-12-15,,12/15/2023,2023-03-10T05:00:00Z,Unknown,Sundayâs Kitchen,112 SW 6th Ave,79101,TX,,(806) 418-6477,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67138,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Sakura Sushi & Grill,"10721 Chapman Hwy, Ste 9",37865,TN,,(865) 773-0808,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67139,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,CHINA HOUSE RESTAURANT,CHINA HOUSE RESTAURANT,9505 BURNET RD A,78758,TX,,(512) 834-0788,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67140,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Nitallys ThaiMex,1163 9th St N,33701,FL,,(727) 290-6166,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67141,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Tea Garden Restaurant,904 Salem St,1834,MA,,(978) 374-1990,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67142,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Dai Hachi Sushi,1074 2nd Ave,10022,NY,,(212) 888-0788,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67143,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,GOLDEN PALACE CHINESE BUFFET,GOLDEN PALACE CHINESE BUFFET,1101 EAGLEVIEW DR,52302,IA,,(319) 377-9977,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67144,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Taste of Guizhou,1153 Commonwealth Ave,2134,MA,,(617) 783-2473,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67145,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,GOURMET CHINA RESTAURANT,GOURMET CHINA RESTAURANT,9025 FOREST LN,75243,TX,,(972) 699-0603,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67146,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Wusong Road,112 Mt Auburn St,2138,MA,,(617) 528-9125,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67147,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,HO HO KITCHEN,HO HO KITCHEN,111 S BOWEN RD,76012,TX,,(817) 861-3263,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67148,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Yummy Poki,Yummy Poki,901 Rock Springs Rd,37167,TN,,(615) 625-3805,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67149,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,ORIENTAL KITCHEN RESTAURANT,ORIENTAL KITCHEN RESTAURANT,1100 GRAND AVE PKWY STE 116,78660,TX,,(512) 670-9555,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67150,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Golden Buffet,Golden Buffet,929 W College St,38478,TN,,(931) 424-1088,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67151,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Lotus Lounge,106 N San Francisco St,86001,AZ,,(928) 440-5568,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67152,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,PANDA,PANDA,114 BROADWAY,12550,NY,,(845) 562-6890,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67153,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,PANDA RESTAURANT GROUP  INC,PANDA RESTAURANT GROUP  INC,922 N STATE OF FRNKLIN RD,37604,TN,,(423) 262-0337,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67154,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,New China Chinese Restaurant,1079 Ave,10704,NY,,(914) 237-8789,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67155,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Oshima,"109 E 10th St, Sioux Falls",57104,SD,,(605) 338-2118,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67156,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Friend Restaurant,110-15 101st Ave,11419,NY,,(718) 441-5484,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67157,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,SUSHI YOSHI,SUSHI YOSHI,1128 MOUNTAIN RD,5672,VT,,(802) 253-4135,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67158,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Danny's Sub Shop,9426 Annapolis Rd,20706,MD,,(301) 577-3388,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67159,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Virago,1120 McGavock St,37203,TN,,(615) 254-1902,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67160,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Narita Japanese Restaurant,Narita Japanese Restaurant,10708 70th Rd,11375,NY,,(718) 263-2999,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67161,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Brother Chinese Food,11401 Amherst Ave,20902,MD,,(301) 962-1267,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67162,Group B,174,,429,2023-12-15,,12/15/2023,2023-04-04T04:00:00Z,Unknown,Otaku Ramen,1104 Division St Nashville,37203,TN,,(615) 942-8281,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67163,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Lai Lai Chinese Take Out,Lai Lai Chinese Take Out,113 Mill Dam Rd,11721,NY,,(631) 421-0915,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67164,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,CHINA KING,CHINA KING,1106 SHACKELFORD RD,63031,MO,,(314) 838-8838,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67165,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Osaka Japanese Restaurant,Osaka Japanese Restaurant,11 Wall St Unit 1,11743,NY,,(631) 673-7271,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67166,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Domo Sushi,Domo Sushi,1140 Main St,12524,NY,,(845) 896-2144,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67167,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,GINGER COURT RESTAURANT,GINGER COURT RESTAURANT,11 FOREST RD,1720,MA,,(978) 263-3808,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67168,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Chinese Wok,Chinese Wok,109 Magnolia St,77573,TX,,(281) 338-0038,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67169,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Imperial Tea,9010 Dadeland Blvd,33156,FL,,(786) 768-2008,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67170,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,ASIAN KITCHEN,ASIAN KITCHEN,106 E CENTRAL AVE,28376,NC,,(910) 875-7500,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67171,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Three Fold Noodles & Dumplings,"11525 Cantrell Rd, Ste 101",72212,AR,,(501) 500-2005,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67172,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,STIR FRY 88,STIR FRY 88,1100 N WESLEYAN BLVD,27804,NC,,(252) 985-1688,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67173,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,110 US-29 S,28023,NC,,(704) 857-8883,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67174,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Manna Shabu & BBQ - Plano,"111 W Spring Creek Pkwy, Ste148",75023,TX,,(469) 367-5335,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67175,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,刘,Golden Empire,757 ST NICHOLAS AVE,10031,NY,,(212) 281-6518,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67176,Group B,174,,442,2023-12-15,,12/15/2023,2023-03-22T04:00:00Z,Unknown,Rice & Pho,10810 Hughes Rd,77089,TX,,(281) 464-8888,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
67177,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,China Wok,China Wok,2702 Godfrey Rd,62035,IL,,(618) 466-8050,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67178,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Green Island Chinese Restaurant,Green Island Chinese Restaurant,11 N Vermilion St,61832,IL,,(217) 443-8288,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67179,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,Panda Chinese Restaurant,Panda Chinese Restaurant,1100 W Washington St,62363,IL,,(217) 285-1688,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67180,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,HuNan Taste,HuNan Taste,5148 W Colonial Dr,32808,FL,,(407) 930-3188,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
67181,Group B,174,,584,2023-12-15,,12/15/2023,2022-10-31T04:00:00Z,La China Blue Chinese Restaurant,La China Blue Chinese Restaurant,3749 S Kirkman Rd,32811,FL,,(407) 802-2068,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
