Snowball Map,State Group,datediff_queue_entered_date,datediff_rejected_date,datediff_created_date,Queue Enter Date,Rejected Time,Dead Date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Created By,Unqualified Reason,Lead Stage
56012,Group A,188,,584,2023-12-01,,12/1/2023,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,210 HOLLIDAYSBURG PLAZA,16635,PA,,(814) 695-9005,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56013,Group A,188,,584,2023-12-01,,12/1/2023,2022-10-31T04:00:00Z,GOLDEN PALACE,GOLDEN PALACE,15 E MARKET ST,18701,PA,,(570) 829-1800,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56014,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Umami Asian Bistro and Sushi Bar,Umami Asian Bistro and Sushi Bar,150 Eagleview Blvd,19341,PA,,(610) 594-1510,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56015,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Wild Ginger,Wild Ginger,2444 Eastern Blvd,17402,PA,,(717) 757-1818,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56016,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Shogun Japanese Steakhouse and Sushi,Shogun Japanese Steakhouse and Sushi,680 Park City Center,17601,PA,,(717) 299-1000,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56017,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,SPICE C HAND DRAWN NOODLE HSE,SPICE C HAND DRAWN NOODLE HSE,131 N 10TH ST,19107,PA,,(215) 923-2222,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56018,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,SILK ROAD CHINESE RESTAURANT,SILK ROAD CHINESE RESTAURANT,1082 BOWER HILL RD,15243,PA,,(412) 279-8088,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56019,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,SECHWAN SUNRISE,SECHWAN SUNRISE,11523 S 36TH ST,68123,NE,,(402) 292-3888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56020,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,SHANGHAI INN CHINESE RESTAURANT,SHANGHAI INN CHINESE RESTAURANT,810 COURT ST A,68310,NE,,(402) 223-2996,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56021,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,SINA WAY CHINESE CUISINE,SINA WAY CHINESE CUISINE,2211 CAPEHART RD #101,68123,NE,,(402) 991-9898,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56022,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Tokyo Sushi,Tokyo Sushi,1215 Howard St,68102,NE,,(402) 934-8188,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56023,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Soybean Asian Grille,Soybean Asian Grille,4702 Limestone Rd,19808,DE,,(302) 636-0800,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56024,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,TAKUMI,TAKUMI,1601 CONCORD PIKE STE 59,19803,DE,,(302) 658-8887,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56025,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,HSIANG PEN CHINESE RESTAURANT,HSIANG PEN CHINESE RESTAURANT,4203 PERKIOMEN AVE,19606,PA,,(610) 779-9754,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56026,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,ABC CHINESE FOOD,ABC CHINESE FOOD,1300 N 52ND ST,19131,PA,,(215) 878-0146,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56027,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHAN AN,CHAN AN,37 WALSH RD,15205,PA,,(412) 921-7707,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56028,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHAN AN RESTAURANT,CHAN AN RESTAURANT,2013 WHARTON ST,15203,PA,,(412) 381-3188,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56029,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHANG SAN,CHANG SAN,817 SNYDER AVE,19148,PA,,(215) 334-6727,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56030,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHAN'S,CHAN'S,2000 N 6TH ST,17102,PA,,(717) 236-4340,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56031,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHEF CHEN,CHEF CHEN,7211 SALTSBURG RD,15235,PA,,(412) 798-5200,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56032,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHEN'S HOUSE,CHEN'S HOUSE,320 HONEYSUCKLE DR,17547,PA,,(717) 426-0025,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56033,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHEN'S HOUSE,CHEN'S HOUSE,1510 CUMBERLAND ST,17042,PA,,(717) 228-1800,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56034,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHINA 3,CHINA 3,319 N FURNACE ST,19508,PA,,(610) 582-0900,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56035,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHINA ASTON,CHINA ASTON,415 MARIANVILLE RD,19014,PA,,(610) 497-2823,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56036,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,6401 PENN AVE,15206,PA,,(412) 362-8622,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56037,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,2347 SCHOENERSVILLE RD,18017,PA,,(610) 758-9968,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56038,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,CHINA BUFFET,CHINA BUFFET,277 PA-288,16117,PA,,(724) 752-6662,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56039,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Mount Holly International Buffet,Mount Holly International Buffet,1710 NJ-38,8060,NJ,,(609) 267-3388,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56040,Group A,187,,584,2023-12-02,,12/2/2023,2022-10-31T04:00:00Z,Megu Sushi Asian Cuisine,Megu Sushi Asian Cuisine,300 Young Ave,8057,NJ,,(856) 780-6327,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56041,Group A,186,,584,2023-12-03,,12/3/2023,2022-10-31T04:00:00Z,Chinese and Thai Cuisine,Chinese and Thai Cuisine,16 N Church St,29102,SC,,(803) 433-0036,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56042,Group A,186,,584,2023-12-03,,12/3/2023,2022-10-31T04:00:00Z,Golden house,Golden house,111-B Foxbank Plantation Blvd,29461,SC,,(843) 761-5260,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56043,Group A,186,,584,2023-12-03,,12/3/2023,2022-10-31T04:00:00Z,Red Bowl Asian Bistro,Red Bowl Asian Bistro,481-11 Town Center Pl,29229,SC,,(803) 462-9991,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56044,Group A,186,,584,2023-12-03,,12/3/2023,2022-10-31T04:00:00Z,HAPPY GARDEN,HAPPY GARDEN,4401 E 10TH ST,46201,IN,,(317) 375-8888,Marketing Nurture Queue,,AE Assigned,,Apps Associates,,Dead
56045,Group A,186,,429,2023-12-03,,12/3/2023,2023-04-04T04:00:00Z,Unknown,Culichi Town,340 3rd Ave,91910,CA,,(619) 600-5552,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
56046,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Thai & Maki Sushi Restaurant,Thai & Maki Sushi Restaurant,507 N D St,68025,NE,,(402) 816-4113,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56047,Group A,185,,429,2023-12-04,,12/4/2023,2023-04-04T04:00:00Z,Unknown,Animae,969 Pacific Hwy,92101,CA,,(619) 432-1225,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
56048,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,老板,EASTERN GARDEN,455 STATE RT 23 STE 3,7461,NJ,,(973) 875-0089,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56049,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,SALWE THAI RESTAURANT,SALWE THAI RESTAURANT,7425 PACIFIC ST,68114,NE,,(402) 393-2084,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56050,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,MAI THAI RESTAURANT,MAI THAI RESTAURANT,2279 S 67TH ST STE B,68106,NE,,(402) 884-7888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56051,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,SALWEEN THAI,SALWEEN THAI,14450 EAGLE RUN DR,68116,NE,,(402) 614-4556,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56052,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,MERCY THAI RESTAURANT,MERCY THAI RESTAURANT,4741 S 96TH ST,68127,NE,,(402) 614-1929,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56053,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Golden Dragon Restaurant,Golden Dragon Restaurant,1938 W Evans St,29501,SC,,(843) 662-8899,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56054,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,HONG KONG CHINESE RESTAURANT,HONG KONG CHINESE RESTAURANT,1650 STARLITE DR # I,42301,KY,,(270) 852-7777,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56055,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Main Street Cafe,Main Street Cafe,131 E Main St,29069,SC,,(973) 625-0552,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56056,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,MANDARIN HOUSE,MANDARIN HOUSE,1111 BARRETT CIR STE. G,42420,KY,,(270) 826-3001,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56057,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,China Dragon Chinese Restaurant,China Dragon Chinese Restaurant,14 SC-128 suite #3,29906,SC,,(843) 322-6688,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56058,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Joy Luck,Joy Luck,1285 Bardstown Rd,40204,KY,,(502) 238-3070,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56059,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Italian Garden,Italian Garden,21980 US-321,29180,SC,,(803) 815-5151,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56060,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,King Buffet,King Buffet,650 Eastern Byp,40475,KY,,(859) 626-3333,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56061,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Taste of Thai,Taste of Thai,7750 Warren H Abernathy Hwy,29301,SC,,(864) 595-5240,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56062,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Magic Wok,Magic Wok,726 Campbellsville Byp Ste 1,42718,KY,,(270) 465-0700,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56063,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,The Lemongrass Kitchen,The Lemongrass Kitchen,121 Dunbar St,29306,SC,,(864) 205-6150,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56064,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,King Buffet,King Buffet,210 Interstate Plaza Rd,42765,KY,,(270) 524-9898,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56065,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,M Fresh Asian Fusion,M Fresh Asian Fusion,2475 Boiling Springs Rd #300,29316,SC,,(864) 586-1818,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56066,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,KOBE JAPANESE STEAKHOUSE INC,KOBE JAPANESE STEAKHOUSE INC,2620 FORT CAMPBELL BLVD,42240,KY,,(270) 885-5777,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56067,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Sake Sushi And Hibachi,Sake Sushi And Hibachi,1524 E Main St,29307,SC,,(864) 308-8805,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56068,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Soulisa's Fine Thai Dining,Soulisa's Fine Thai Dining,208 E Rutherford St,29356,SC,,(864) 457-5318,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56069,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,old li‘s restaurant,old li‘s restaurant,1662 Savannah Hwy Suite 105,29407,SC,,(843) 640-3994,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56070,Group A,185,,584,2023-12-04,,12/4/2023,2022-10-31T04:00:00Z,Golden China Restaurant,Golden China Restaurant,1867 SC-544,29526,SC,,(843) 331-3882,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56071,Group A,184,,442,2023-12-05,,12/5/2023,2023-03-22T04:00:00Z,Unknown,Hang Ah Tea Room,1 Pagoda Pl,94108,CA,,(415) 982-5686,Marketing Nurture Queue,,SDR Complete,,Sharon Du,,Dead
56072,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Vietnamese Asian Restaurant,Vietnamese Asian Restaurant,7212 Jones St,68114,NE,,(402) 397-9125,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56073,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Golden Ocean Chinese,Golden Ocean Chinese,10 N Main St,83628,ID,,(208) 337-4157,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56074,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Vietnamese Restaurant in Lavista,Vietnamese Restaurant in Lavista,8013 S 83rd Ave,68128,NE,,(402) 991-8998,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56075,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Suwannee Thai Cuisine,Suwannee Thai Cuisine,1420 W 24th St,68845,NE,,(308) 234-2289,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56076,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,林老板娘,TOP'S CHINA,74 MORRIS ST,7960,NJ,,(973) 889-8819,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56077,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,林老板娘,9177552309/2018234122-林老板娘-送餐,580 Avenue C,7002,NJ,(917) 755-2309,(201) 823-4122,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56078,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,老板不在,CHINA ONE,4 BROAD ST,7826,NJ,,(973) 948-8882,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56079,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,朱老板,Hong Kong Garden,134 E Main St,8876,NJ,,(908) 704-9000,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56080,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,老板娘,HUNAN WOK,1965 NJ-57 #9,7840,NJ,,(908) 852-8008,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56081,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,说话很慢老板,HONG KONG PALACE,192 MOUNTAIN AVE,7840,NJ,,(908) 850-4212,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56082,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,THAI PEPPER,THAI PEPPER,12775 Q ST,68137,NE,,(402) 895-7788,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56083,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,THREE HAPPINESS EXPRESS,THREE HAPPINESS EXPRESS,5107 LEAVENWORTH ST,68106,NE,,(402) 558-8899,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56084,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,NEW CHINA BUFFET,NEW CHINA BUFFET,106 PAVILION PKWY,41071,KY,,(859) 261-2666,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56085,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,NEW ASIA,NEW ASIA,2540 LONE OAK RD,42003,KY,,(270) 558-4657,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56086,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,NEW CHINA BUFFET,NEW CHINA BUFFET,3216 IRVIN COBB DR,42003,KY,,(270) 442-7215,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56087,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,PEKING,PEKING,83 MAIN ST,42025,KY,,(270) 527-2399,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56088,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,MR. WOK,MR. WOK,522 ISLAND FORD RD,42431,KY,,(270) 821-9996,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56089,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,NEW CHINA RESTAURANT,NEW CHINA RESTAURANT,414 N MAIN ST,42134,KY,,(270) 586-8308,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56090,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Rikishi,Rikishi,6110 Crestwood Sta,40014,KY,,(502) 742-2020,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56091,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Osaka Japanese Restaurant,Osaka Japanese Restaurant,426 W Market St,40202,KY,,(502) 588-8899,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56092,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Hibicai Grill & Buffet,Hibicai Grill & Buffet,109 Lawson Dr Ste 1,40324,KY,,(502) 863-3666,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56093,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Oec Japanese Express,Oec Japanese Express,118 Market Place Cir,40324,KY,,(502) 867-5684,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56094,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Tokyo Sushi,Tokyo Sushi,3500 James Sanders Blvd Ste E,42001,KY,,(270) 442-6115,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56095,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Osaka Sushi Train,Osaka Sushi Train,2425 Scottsville Rd Ste 118,42104,KY,,(270) 393-9300,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56096,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Yeungs Lotus Express Of Greenwood,Yeungs Lotus Express Of Greenwood,2625 Scottsville Rd,42104,KY,,(270) 782-6867,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56097,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Suki Hana Of Greenwood,Suki Hana Of Greenwood,2625 Scottsville Rd Ste F6,42104,KY,,(270) 842-2866,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56098,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Wasabi Express,Wasabi Express,636 Southtown Blvd,42303,KY,,(270) 684-3500,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56099,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,SHOGUN OF JAPAN  INC,SHOGUN OF JAPAN  INC,761 CAMPBELL LN,42104,KY,,(270) 846-2600,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56100,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Toba Asian Fusion,Toba Asian Fusion,106 Sandhill Dr,19709,DE,,(302) 378-8898,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56101,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,YAMATO JAPANESE STEAKHOUSE,YAMATO JAPANESE STEAKHOUSE,1318 E BROADWAY ST,42718,KY,,(270) 789-0350,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56102,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,TASTE OF CHINA,TASTE OF CHINA,38650 SUSSEX HWY #4,19940,DE,,(302) 846-3790,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56103,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,ICHIBAN,ICHIBAN,1971 CAVE MILL RD,42104,KY,,(270) 599-0722,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56104,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,MIYAKO RESTAURANT LLC,MIYAKO RESTAURANT LLC,2547 RICHMOND RD,40509,KY,,(859) 268-0708,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56105,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,WASABI 54  LLC,WASABI 54  LLC,3238 KIDRON VALLEY WAY,42303,KY,,(270) 683-3060,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56106,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,SUSHI BLUE INCORPORATED,SUSHI BLUE INCORPORATED,185 PASADENA DR STE 130,40503,KY,,(859) 523-6862,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56107,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,OSHIMI SUSHI,OSHIMI SUSHI,1093 S BROADWAY STE 1150,40504,KY,,(859) 309-3305,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56108,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Wok N Roll,Wok N Roll,363 N Reading Rd,17522,PA,,(717) 738-6088,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56109,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Szechuan Spice,Szechuan Spice,5700 Centre Ave,15206,PA,,(412) 363-8888,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56110,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Watami Hibachi Steak House,Watami Hibachi Steak House,2033 Lebanon Church Rd,15122,PA,,(412) 714-8155,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56111,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,WASABI2 （Sushi And Chinese Restaurant),WASABI2 （Sushi And Chinese Restaurant),1375 Dilworthtown Rd,19382,PA,,(610) 399-0999,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56112,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Hong Kong Chinese Restaurant,Hong Kong Chinese Restaurant,2 Center Square,17225,PA,,(717) 895-3313,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56113,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,Tom's Dim Sum,Tom's Dim Sum,13 E State St,19063,PA,,(610) 566-6688,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56114,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,THAI PLACE OF SHADYSIDE  INC,THAI PLACE OF SHADYSIDE  INC,12009 PERRY HWY,15090,PA,,(724) 935-8866,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56115,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,U & TEA CHINESE RESTAURANT,U & TEA CHINESE RESTAURANT,119 E 3RD ST,18015,PA,,(610) 866-4900,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56116,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,THAI AVE,THAI AVE,4791 W TILGHMAN ST,18104,PA,,(610) 351-9496,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56117,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,TOKYO HIBACHI & SUSHI,TOKYO HIBACHI & SUSHI,5990 UNIVERSITY BLVD,15108,PA,,(412) 264-3338,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56118,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,ZEN RESTAURANT AND SUSHI BAR,ZEN RESTAURANT AND SUSHI BAR,2181 HULTON RD,15147,PA,,(412) 517-8355,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
56119,Group A,184,,584,2023-12-05,,12/5/2023,2022-10-31T04:00:00Z,WOK EXPRESS,WOK EXPRESS,5304 S 56TH ST,68516,NE,,(402) 423-5252,Marketing Nurture Queue,,SDR Complete,,Apps Associates,,Dead
