State Group,datediff_rejected_date,datediff_created_date,Create Date,Last Name,Company / Account,Street,Zip/Postal Code,State/Province (text only),Mobile - Primary,Business Phone,Lead Owner,Assigned SDR,Lead Status,Rejected Reason,Rejected Time,Created By,Unqualified Reason,Lead Stage
Group B,,454,2023-03-10T05:00:00Z,Unknown,Don & Penny's Restaurant,306 State St,62002,IL,,(618) 465-9823,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Donia Food Mart,4015 Little Rd,34655,FL,,(727) 375-7750,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Down Home Southern Kitchen,6256 McCart Ave,76133,TX,,(682) 708-3184,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Dry Dock Oyster Bar,8522 Fredericksburg Rd,78229,TX,,(210) 692-3959,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Dry Rocks,97000 Overseas Hwy,33037,FL,,(305) 852-5553,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Duceâs Cajun Kitchen,1204 Alpine Road,75601,TX,,(430) 625-7228,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Duck In Market,324 St Louis Ave,63088,MO,,(636) 529-8388,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Eagle Grill & Oyster Bar,4636 S Jog Rd,33467,FL,,(561) 964-0900,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Em's Seafood Kitchen,"11540 Magnolia Pkwy, Ste A",77578,TX,,(281) 829-8173,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Li,Empire Express,3482 E Tremont Ave,10465,NY,,(718) 971-9932,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Esther's Cajun CafÃ© & Soul Food,5007 N Shepherd,77018,TX,,(713) 699-1212,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Farmer's Unclassified,1242 H St NE,20002,DC,,(202) 770-4677,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fast Crab Shack,1211 S. Main St,75137,TX,,(469) 463-5654,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fat Crab,"5901 Westheimer Rd, Ste N",77057,TX,,(713) 485-5235,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fat Fish Blue,"9101 International Dr, Ste 2310",32819,FL,,,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fat Jack's Oyster Sports Bar & Grill,101 Central Ave,71901,AR,,(501) 623-5225,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fireside Restaurant,5739 N Ravenswood Ave,60660,IL,,(773) 561-7433,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fish Place,8811 Antoine Dr,77088,TX,,(281) 272-2545,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fish Place,"3303 Hwy 6 S, Ste C",77478,TX,,(281) 491-0003,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fish River Grill,"1545  Pkwy, Ste 20",36542,AL,,(251) 948-1110,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fish Skillet Seafood,12289 W  Center Blvd,77082,TX,,(281) 741-7165,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fish Tales,12317 Wetmore Rd,78247,TX,,(210) 451-7551,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fish Tales,500 River Rd,78676,TX,,(512) 722-3728,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fisherman's Kitchen,"2936 Lavon Dr, Ste 200",75040,TX,,(469) 782-0050,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fishermans Market & Restaurant,"116 F Johnston Rd, Ste F",75601,TX,,(903) 753-6722,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fishmonger's Seafood Market and Cafe,"2301 N Central Expy, Ste 195",75075,TX,,(972) 423-3699,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Flamin Grill House,24 Main St,11550,NY,,(516) 483-9452,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Flavor Restaurant,5091 Sauk Trl,60471,IL,,(708) 748-3000,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Flavors of Louisiana,"13025 W Rancho Santa Fe Blvd, Ste B103",85392,AZ,,(623) 935-2357,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Floyds - Beaumont,2290 Ih 10 S,77707,TX,,(409) 842-0686,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Floyds - Pearland,1300 E Broadway St,77581,TX,,(281) 993-8385,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,"Floyds Mont Belvieu - Seafood, Steaks, and More",12621 Interstate 10 E,77523,TX,,(281) 838-2468,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Food Inc,101 Sherman Ave,10034,NY,,(646) 669-7738,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fowl N Out,"407 W Eldorado Pkwy, Ste 140",75068,TX,,(469) 579-5185,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Freda's Seafood Grille,10903 Pecan Park Blvd,78750,TX,,(512) 506-8700,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,French Quarter,545 Washington St,2111,MA,,(617) 542-5555,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,French Quarter Bistro,"51 N Farm To Market 548, Ste 209",75126,TX,,(972) 357-7878,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,French Quarter Cajun Seafood,7099 Hwy 6 N,77095,TX,,(281) 550-8334,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,French Quarter Grille,"13000 I 35, Ste 600",78753,TX,,(512) 832-9090,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,French Quarter Seafood Bar and Grill,105 E  Blvd,33009,FL,,(954) 367-6037,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Frenchey's Chicken,4403 East Fwy,77020,TX,,(713) 675-1111,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Friday's Seafood And More Same House,1308 New Dallas Hwy,76705,TX,,(254) 867-1700,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fried Everything,911 West Rd,77038,TX,,(832) 328-8521,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Frillys Seafood & Barbecue,401 North Loop 81/287,76234,TX,,(940) 627-1701,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Front Street Grill,115 Front St,72834,AR,,(479) 229-4458,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Frozen Paradise,4711 Ennis St,77004,TX,,(713) 523-3769,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Fuji Cajun,6566 E Riverside Blvd,,IL,,(815) 708-8888,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Full Belly,"5930 Hwy 6 N, Ste A-9",77084,TX,,(281) 861-5318,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,471,2023-02-21T05:00:00Z,Mr.王,Hana Japanese Steakhouse and Sushi lounge,30 Hancock Bridge Pkwy W,33991,FL,(239) 935-9960,(239) 573-1228,Marketing Nurture Queue,,SDR Complete,,,POS Integration User,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Funk Da Fried Fish & Chicken,"9230 Skillman St, Ste 100",75243,TX,,(214) 238-3644,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gao's Crab,"9888 Bellaire Blvd, Ste 108",,TX,,(713) 777-5599,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gayle's,110 E Russell Ave,75418,TX,,(903) 486-6141,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Geaux Cajun,"13018 Woodforest Blvd, Ste R",77013,TX,,(713) 455-3655,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Geaux Daddyâs Crawfish,13602 Telge Rd,77429,TX,,,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,âTil We Run Out,569 1st street SW,35007,AL,,(205) 962-2189,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,115 Bourbon Street,3359 West 115th St,60803,IL,,(708) 388-8881,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,1803 Nyc,82 Reade St,10007,NY,,(212) 267-3000,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Ginza Sushi & Cajun Seafood,313 Main St,,NY,,(845) 486-8887,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,2 Friends And A Chef,831 US-59 S,77327,TX,,(888) 267-0331,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,GNS Seafood Express,2243 Simms St,33020,FL,,(954) 445-9322,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,2 Old Crows,108 Lavilla Rd,76449,TX,,(940) 779-3474,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Golden Crab Seafood & Bar,902 Meijer Dr,61822,IL,,(217) 281-6888,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,219,219 Conti St,36602,AL,,(251) 438-5234,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Permanently closed,Gourmet Cajun & Grill,320 Golf Mill Ctr,60714,IL,,(847) 298-8528,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,22 Street Kitchen,2200 Thrift Rd,28208,NC,,(980) 220-2480,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Grafton Oyster Bar,215 W Water St,62037,IL,,(618) 786-3000,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Grandma's Goodies & Gumbo,8B Downing St,65672,MO,,(417) 320-6175,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Granny's Cajun Cooking,"5601 W Lovers Ln, Ste 110",75209,TX,,(469) 620-6190,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Great Hunter Crab Seafood Restaurant,8325 Us-64,38133,TN,,(901) 746-8606,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,7 Spice,"2701  Pkwy, Ste 160",77581,TX,,(346) 645-7742,Marketing Nurture Queue,Kelvin Teh,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,790,14073 Emerald Coast Pkwy,32541,FL,,(850) 650-4853,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,7Spice Cajun Seafood,6449 Westheimer Rd,77057,TX,,(832) 463-2922,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,7Spice Cajun Seafood,5502 N Fry Rd,77449,TX,,(281) 855-7742,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Grub & Scrub,14228 Mt Carmel Rd,65032,MO,,(573) 832-9511,Marketing Nurture Queue,Stephenie Teo,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,7Spice Cajun Seafood,2240 Texas Pkwy,77489,TX,,(281) 499-7742,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,815 Cajun - Permanently Closed,3053 N Perryville Rd,61114,IL,,(815) 977-4670,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,GTs On The Bay,26189 Canal Rd,36561,AL,,(251) 980-8400,Marketing Nurture Queue,Hup Seng Tiew,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gulf fresh seafood,931 Missouri Ave,65584,MO,,(573) 452-1588,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gulf Shores Food Truck,12528 Olive Blvd,63141,MO,,(302) 545-2035,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gulf Shores Restaurant & Grill,215 Harvard Dr,62025,IL,,(618) 650-9109,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,A Taste of Louisiana,1029 Westgrove Dr,76179,TX,,(817) 437-4182,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gulf Shores Restaurant & Grill,12528 Olive Blvd,63141,MO,,(314) 878-3306,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gulf Shores Restaurant & Grill,5256 N Service Rd,63376,MO,,(636) 279-1610,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gumbo Mama,4529 Old Spanish Trl,77021,TX,,(281) 740-0825,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Abe's Cajun Market & Cafe,"1080 Clear Lake City Blvd, Ste D",77062,TX,,(281) 480-2237,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gumbo Pot,"3903 Eisenhauer Rd, Eisenhower Flea Market",78218,TX,,(830) 391-9208,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Abe's Ole Feed House,2299 Lawson Rd,71730,AR,,(870) 962-3337,Marketing Nurture Queue,Raymond Chong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gumbo Twist,5007 Hiatus Rd,33351,FL,,(954) 648-0449,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Acme Oyster House,90 Seascape Dr,32550,FL,,(850) 460-7773,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Gumbo's North,701 S Main St,78626,TX,,(512) 943-4214,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Aggie's New Orleans Original Gumbo anb Po'Boys,8309 Research Blvd,78758,TX,,(512) 690-4450,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,gyro king,6219 San Juan,32210,FL,,(904) 990-1992,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,H Crab Cajun Seafood,25-93 Francis Lewis Blvd,11358,NY,,(718) 819-8835,Marketing Nurture Queue,Zi Heng Lim,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,AJ'S Sushi & Cajun Seafood,8 N Airmont Rd,,NY,,(845) 547-2326,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hâours Creole Smokehouse,310 E Tarpon Ave,34689,FL,,(727) 483-9092,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hamlet Grill,4662 Main,14466,NY,,(585) 367-1124,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Alice Food Mart Krispy Krunchy Chicken Exxonmobil,620 S Hwy 281 Bus,78332,TX,,(361) 664-5220,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hank's Crawfish Bar & Grill,4409 Highway 6 N,77084,TX,,(281) 656-8923,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,All Season Seafood,"8201 Broadway St, Ste 115",77581,TX,,(832) 230-1977,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Happy Crab,1137 Broadway,2144,MA,,(617) 718-1666,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Allen's Creole,2501 Ave D,77539,TX,,(281) 967-7360,Marketing Nurture Queue,Sean Chan,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Alligator Alley Native Florida Tap Room,"830 E  Blvd, Ste 101",33334,FL,,(954) 226-2371,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Alligator Rays,109 Main St,72821,AR,,(479) 468-2237,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Happy Seafood House,40874 Merchants Ln,20650,MD,,(301) 690-2188,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Happy's Bayou Bites,431 Skinner Blvd,34698,FL,,(727) 240-1102,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Almost Famous Smoke House and Grill,258 Hwy 64 E,72032,AR,,(501) 450-3036,Marketing Nurture Queue,Zi Heng Lim,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Happy's Fish House,2202 E Fifth St,75701,TX,,(903) 944-7921,Marketing Nurture Queue,Xue Ni Chu,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Aloha Krab,1003 W Patrick St,21702,MD,,(301) 644-3388,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Aloha Krab,"1 Walden Galleria, Ste P103",14225,NY,,(716) 681-1222,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Harold's,350 W 19th St,77008,TX,,(713) 360-6204,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Harrison's Kitchen & Bar,5 Harrison Ave,32401,FL,,(850) 979-5550,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Amazinâ Cajun,"2155 East Main St, Ste 3",36301,AL,,(334) 699-0110,Marketing Nurture Queue,Sandra Kan,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Harry's Seafood Bar and Grille,46 Avenida Menendez,32084,FL,,(904) 824-7765,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,156,454,2023-03-10T05:00:00Z,Unknown,America's Best Wings,"5811 Eastern Ave, Riggs Plaza Shopping Centre",20782,MD,(571) 502-3893,(301) 270-9464,Marketing Nurture Queue,,SDR Complete,,2024-01-01T19:07:00Z,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hattie Marieâs,480 Grapevine Hwy,76054,TX,,(817) 393-3553,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Anchor's Away Crab n Go,8807 N Knoxville Ave,61615,IL,,(309) 966-0521,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hattie's Chicken Shack,"3057 Rt 50 Wilton Plz, Wilton Plz",12866,NY,,(518) 226-0000,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Heads & Tails,8200 Washington Ave,77007,TX,,(832) 488-7394,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Anf Gyros and Grill,1050 6th St NW,33881,FL,,(863) 291-0303,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Heavy Woods,50 Wyckoff Ave,11237,NY,,(929) 234-3500,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Angry Crab and BBQ,"2808 E Indian School Rd, Ste D110",85016,AZ,,(602) 956-3088,Marketing Nurture Queue,Jimmy Min Kong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hebert's Crawfish,8222 Hwy 146,77523,TX,,(832) 275-4016,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Angry Crab Shack - Yuma,1530 S Castle Dome Ave,85365,AZ,,(928) 955-0505,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hebert's Specialty Meats,"45 121B, 121B",77385,TX,,(936) 321-7770,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Angry Crab Shack & BBQ,1365 W Grant Rd,85745,AZ,,(520) 849-7800,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Anh-mazing Viet Kitchen - Permanently closed,967 Rose Ave,20852,MD,,(301) 337-8310,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Antone's Famous Po'Boys,2724 W T C Jester Blvd,77018,TX,,(713) 686-4338,Marketing Nurture Queue,Kelvin Teh,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Antone's Famous Po'Boys,"4520 San Felipe, Ste 200",77027,TX,,(713) 623-4464,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Arkansas Best Seafood Garden,2305 N Washington,72335,AR,,(870) 630-8035,Marketing Nurture Queue,Bryan Sim,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,High Tides,3109 Texas Ave,77611,TX,,(409) 792-5001,Marketing Nurture Queue,Joe Yee Wong,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Arnaud's Cajun Kitchen,2615 Montgomery Rd,77340,TX,,(936) 239-1139,Marketing Nurture Queue,Hup Seng Tiew,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Au Bon Gout Restaurant,12051 W Dixie Hwy,33161,FL,,(305) 899-0507,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Hillcrest Restaurant,7035  Hwy,38583,TN,,(931) 761-2225,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
Group B,,454,2023-03-10T05:00:00Z,Unknown,Aunt Irene's Kitchen,3309 S Malcolm X Blvd,75215,TX,,(469) 340-3301,Marketing Nurture Queue,,SDR Complete,,,Sharon Du,,Dead
